,PAYX
2022-12-28,107.76730346679688
2022-12-29,109.6791000366211
2022-12-30,108.83150482177734
2023-01-03,109.06694793701172
2023-01-04,110.25357818603516
2023-01-05,107.70137786865234
2023-01-06,110.61146545410156
2023-01-09,110.57378387451172
2023-01-10,110.47960662841797
2023-01-11,112.71160888671875
2023-01-12,112.87171936035156
2023-01-13,113.304931640625
2023-01-17,111.52497100830078
2023-01-18,110.40425872802734
2023-01-19,108.79383850097656
2023-01-20,111.06351470947266
2023-01-23,113.0035629272461
2023-01-24,111.71334075927734
2023-01-25,108.88802337646484
2023-01-26,108.39828491210938
2023-01-27,106.44879913330078
2023-01-30,108.01216125488281
2023-01-31,109.1140365600586
2023-02-01,110.85631561279297
2023-02-02,113.57804107666016
2023-02-03,111.67566680908203
2023-02-06,109.8674545288086
2023-02-07,111.00700378417969
2023-02-08,108.96852111816406
2023-02-09,107.8497314453125
2023-02-10,108.29535675048828
2023-02-13,109.51844787597656
2023-02-14,108.02987670898438
2023-02-15,109.25296783447266
2023-02-16,108.7125244140625
2023-02-17,108.79785919189453
2023-02-21,105.73540496826172
2023-02-22,104.93896484375
2023-02-23,105.5457763671875
