,PPL
2014-07-07,19.632936477661133
2014-07-08,19.655977249145508
2014-07-09,19.58684730529785
2014-07-10,19.72510528564453
2014-07-11,19.48891258239746
2014-07-14,19.22967529296875
2014-07-15,19.316085815429688
2014-07-16,19.38521957397461
2014-07-17,19.20086669921875
2014-07-18,19.494680404663086
2014-07-21,19.454343795776367
2014-07-22,19.37945556640625
2014-07-23,19.39673614501953
2014-07-24,19.460102081298828
2014-07-25,19.258474349975586
2014-07-28,19.609893798828125
2014-07-29,19.414020538330078
2014-07-30,19.085655212402344
2014-07-31,19.00499725341797
2014-08-01,19.091415405273438
2014-08-04,19.0338077545166
2014-08-05,18.74576187133789
2014-08-06,18.400123596191406
2014-08-07,18.65935707092285
2014-08-08,19.010765075683594
2014-08-11,19.010765075683594
2014-08-12,19.091415405273438
2014-08-13,19.183589935302734
2014-08-14,19.40250015258789
2014-08-15,19.477392196655273
2014-08-18,19.38521957397461
2014-08-19,19.638694763183594
2014-08-20,19.632936477661133
2014-08-21,19.75391387939453
2014-08-22,19.684778213500977
2014-08-25,19.771194458007812
2014-08-26,19.546518325805664
2014-08-27,19.75967025756836
2014-08-28,19.846086502075195
2014-08-29,19.94978141784668
2014-09-02,19.742393493652344
2014-09-03,19.8748836517334
2014-09-04,19.83456802368164
2014-09-05,19.91521644592285
2014-09-08,19.625774383544922
2014-09-09,19.40447425842285
2014-09-10,19.200645446777344
2014-09-11,19.322946548461914
2014-09-12,19.002647399902344
2014-09-15,19.008466720581055
2014-09-16,19.509302139282227
2014-09-17,19.486007690429688
2014-09-18,19.38118553161621
2014-09-19,19.590837478637695
2014-09-22,19.40447425842285
2014-09-23,19.282182693481445
2014-09-24,19.089996337890625
2014-09-25,19.113290786743164
2014-09-26,19.0550537109375
2014-09-29,19.18317985534668
2014-09-30,19.12493896484375
2014-10-01,19.27635955810547
2014-10-02,19.30547332763672
2014-10-03,19.497661590576172
2014-10-06,19.49183464050293
2014-10-07,19.555896759033203
2014-10-08,19.957727432250977
2014-10-09,19.625774383544922
2014-10-10,19.67236328125
2014-10-13,19.590837478637695
2014-10-14,19.561716079711914
2014-10-15,18.921112060546875
2014-10-16,19.24723243713379
2014-10-17,19.421951293945312
2014-10-20,19.765546798706055
2014-10-21,19.765546798706055
2014-10-22,20.0101375579834
2014-10-23,20.00431251525879
2014-10-24,20.109142303466797
2014-10-27,20.190671920776367
2014-10-28,20.283849716186523
2014-10-29,20.097490310668945
2014-10-30,20.278032302856445
2014-10-31,20.377038955688477
2014-11-03,20.464387893676758
2014-11-04,20.34791374206543
2014-11-05,21.192344665527344
2014-11-06,20.95939826965332
2014-11-07,21.262226104736328
2014-11-10,21.419466018676758
2014-11-11,21.297168731689453
2014-11-12,20.883691787719727
2014-11-13,20.79633331298828
2014-11-14,20.63909339904785
2014-11-17,20.755565643310547
2014-11-18,20.74392318725586
2014-11-19,20.609981536865234
2014-11-20,20.53426742553711
2014-11-21,20.679861068725586
2014-11-24,20.470203399658203
2014-11-25,20.499332427978516
2014-11-26,20.522626876831055
2014-11-28,20.691505432128906
2014-12-01,20.73227882385254
2014-12-02,20.895343780517578
2014-12-03,20.906986236572266
2014-12-04,20.7497501373291
2014-12-05,20.5284423828125
2014-12-08,20.730335235595703
2014-12-09,20.85982322692871
2014-12-10,20.58907127380371
2014-12-11,20.789188385009766
2014-12-12,20.612613677978516
2014-12-15,20.259456634521484
2014-12-16,20.129962921142578
2014-12-17,20.506669998168945
2014-12-18,21.107036590576172
2014-12-19,21.195329666137695
2014-12-22,21.20121192932129
2014-12-23,21.418991088867188
2014-12-24,21.772146224975586
2014-12-26,21.978158950805664
2014-12-29,22.331314086914062
2014-12-30,21.907527923583984
2014-12-31,21.3836727142334
2015-01-02,21.401334762573242
2015-01-05,20.90691566467285
2015-01-06,20.90102767944336
2015-01-07,20.99520492553711
2015-01-08,20.912796020507812
2015-01-09,20.806852340698242
2015-01-12,20.700902938842773
2015-01-13,20.483123779296875
2015-01-14,20.730335235595703
2015-01-15,20.789188385009766
2015-01-16,20.79507827758789
2015-01-20,20.9481143951416
2015-01-21,21.20121192932129
2015-01-22,21.012859344482422
2015-01-23,21.054065704345703
2015-01-26,21.01874351501465
2015-01-27,21.012859344482422
2015-01-28,20.90691566467285
2015-01-29,21.13058090209961
2015-01-30,20.8951416015625
2015-02-02,21.13058090209961
2015-02-03,21.413103103637695
2015-02-04,21.077608108520508
2015-02-05,21.37778663635254
2015-02-06,20.730335235595703
2015-02-09,20.394834518432617
2015-02-10,20.777420043945312
2015-02-11,20.441923141479492
2015-02-12,20.512554168701172
2015-02-13,20.41837501525879
2015-02-17,20.347747802734375
2015-02-18,20.848054885864258
2015-02-19,20.695018768310547
2015-02-20,20.58907127380371
2015-02-23,20.700902938842773
2015-02-24,20.74799156188965
2015-02-25,20.377172470092773
2015-02-26,20.177051544189453
2015-02-27,20.071104049682617
2015-03-02,19.65909194946289
2015-03-03,19.71794891357422
2015-03-04,19.570796966552734
2015-03-05,19.664974212646484
2015-03-06,18.89295196533203
2015-03-09,18.89295196533203
2015-03-10,18.82746696472168
2015-03-11,18.69057273864746
2015-03-12,18.994138717651367
2015-03-13,18.928661346435547
2015-03-16,19.226280212402344
2015-03-17,19.2203311920166
2015-03-18,20.267953872680664
2015-03-19,20.053665161132812
2015-03-20,20.452478408813477
2015-03-23,20.33343505859375
2015-03-24,20.125093460083008
2015-03-25,19.70842933654785
2015-03-26,19.654855728149414
2015-03-27,19.73223876953125
2015-03-30,19.976287841796875
2015-03-31,20.035808563232422
2015-04-01,20.041759490966797
2015-04-02,20.148906707763672
2015-04-06,20.464384078979492
2015-04-07,20.202482223510742
2015-04-08,20.285810470581055
2015-04-09,20.071529388427734
2015-04-10,20.267953872680664
2015-04-13,19.958425521850586
2015-04-14,20.154863357543945
2015-04-15,19.976287841796875
2015-04-16,19.916763305664062
2015-04-17,19.815570831298828
2015-04-20,20.11914825439453
2015-04-21,20.006046295166016
2015-04-22,20.220338821411133
2015-04-23,20.38105010986328
2015-04-24,20.58343505859375
2015-04-27,20.250097274780273
2015-04-28,20.458436965942383
2015-04-29,20.482240676879883
2015-04-30,20.25605583190918
2015-05-01,20.351289749145508
2015-05-04,20.506053924560547
2015-05-05,20.089380264282227
2015-05-06,19.869140625
2015-05-07,19.88104820251465
2015-05-08,20.17867088317871
2015-05-11,20.089380264282227
2015-05-12,20.023906707763672
2015-05-13,19.815570831298828
2015-05-14,19.988197326660156
2015-05-15,20.1965274810791
2015-05-18,20.40485954284668
2015-05-19,20.595338821411133
2015-05-20,20.74414825439453
2015-05-21,20.57152557373047
2015-05-22,20.48819351196289
2015-05-26,20.42867088317871
2015-05-27,20.637004852294922
2015-05-28,20.71438217163086
2015-05-29,20.660816192626953
2015-06-01,20.696523666381836
2015-06-02,20.32919692993164
2015-06-03,20.105520248413086
2015-06-04,20.099132537841797
2015-06-05,19.779586791992188
2015-06-08,19.483964920043945
2015-06-09,19.471027374267578
2015-06-10,19.548656463623047
2015-06-11,19.74918556213379
2015-06-12,19.503372192382812
2015-06-15,19.354589462280273
2015-06-16,19.425743103027344
2015-06-17,19.63921546936035
2015-06-18,19.936782836914062
2015-06-19,19.74918556213379
2015-06-22,19.80093765258789
2015-06-23,19.445154190063477
2015-06-24,19.225210189819336
2015-06-25,19.173465728759766
2015-06-26,19.244619369506836
2015-06-29,19.050559997558594
2015-06-30,19.063495635986328
2015-07-01,19.115243911743164
2015-07-02,19.276962280273438
2015-07-06,19.41927719116211
2015-07-07,20.0079345703125
2015-07-08,19.956188201904297
2015-07-09,19.820343017578125
2015-07-10,20.07262420654297
2015-07-13,20.0338134765625
2015-07-14,20.04674530029297
2015-07-15,20.202001571655273
2015-07-16,20.324907302856445
2015-07-17,20.117904663085938
2015-07-20,20.07908821105957
2015-07-21,19.9885311126709
2015-07-22,20.040281295776367
2015-07-23,19.86562156677246
2015-07-24,19.859153747558594
2015-07-27,20.0920352935791
2015-07-28,20.19552993774414
2015-07-29,20.247282028198242
2015-07-30,20.383127212524414
2015-07-31,20.57718849182129
2015-08-03,20.62247085571289
2015-08-04,20.39606285095215
2015-08-05,20.52543830871582
2015-08-06,20.758316040039062
2015-08-07,20.9329776763916
2015-08-10,20.965314865112305
2015-08-11,21.120569229125977
2015-08-12,21.508689880371094
2015-08-13,21.444005966186523
2015-08-14,21.579845428466797
2015-08-17,21.72216033935547
2015-08-18,21.625131607055664
2015-08-19,21.683347702026367
2015-08-20,21.586320877075195
2015-08-21,21.282285690307617
2015-08-24,20.29256248474121
2015-08-25,19.755659103393555
2015-08-26,20.234342575073242
2015-08-27,20.538375854492188
2015-08-28,20.29256248474121
2015-08-31,20.04674530029297
2015-09-01,19.406347274780273
2015-09-02,19.503372192382812
2015-09-03,19.574522018432617
2015-09-04,19.19287109375
2015-09-08,19.578140258789062
2015-09-09,19.270187377929688
2015-09-10,19.342260360717773
2015-09-11,19.44054412841797
2015-09-14,19.558488845825195
2015-09-15,19.709192276000977
2015-09-16,19.872997283935547
2015-09-17,20.180946350097656
2015-09-18,20.285783767700195
2015-09-21,20.52822494506836
2015-09-22,20.33820343017578
2015-09-23,20.364410400390625
2015-09-24,20.69202423095703
2015-09-25,20.947561264038086
2015-09-28,20.901700973510742
2015-09-29,21.104822158813477
2015-09-30,21.550373077392578
2015-10-01,21.360349655151367
2015-10-02,21.64865493774414
2015-10-05,21.936952590942383
2015-10-06,21.661766052246094
2015-10-07,21.3800106048584
2015-10-08,21.681413650512695
2015-10-09,21.64210319519043
2015-10-12,21.897640228271484
2015-10-13,21.904193878173828
2015-10-14,22.06800079345703
2015-10-15,22.40216064453125
2015-10-16,22.579078674316406
2015-10-19,22.467687606811523
2015-10-20,22.461137771606445
2015-10-21,22.441478729248047
2015-10-22,22.769088745117188
2015-10-23,22.395610809326172
2015-10-26,22.493896484375
2015-10-27,22.47423553466797
2015-10-28,21.897640228271484
2015-10-29,22.14006996154785
2015-10-30,22.539766311645508
2015-11-02,22.37595558166504
2015-11-03,22.507003784179688
2015-11-04,22.61838722229004
2015-11-05,22.421815872192383
2015-11-06,21.674867630004883
2015-11-09,21.655202865600586
2015-11-10,21.805906295776367
2015-11-11,22.271120071411133
2015-11-12,21.825565338134766
2015-11-13,21.661766052246094
2015-11-16,22.297330856323242
2015-11-17,21.864879608154297
2015-11-18,22.028682708740234
2015-11-19,22.34975242614746
2015-11-20,22.605289459228516
2015-11-23,22.258020401000977
2015-11-24,22.231807708740234
2015-11-25,22.0483455657959
2015-11-27,22.0483455657959
2015-11-30,22.303878784179688
2015-12-01,22.408714294433594
2015-12-02,21.74039077758789
2015-12-03,21.628995895385742
2015-12-04,22.107316970825195
2015-12-07,21.995927810668945
2015-12-08,21.941587448120117
2015-12-09,22.153644561767578
2015-12-10,21.822298049926758
2015-12-11,21.676509857177734
2015-12-14,21.716272354125977
2015-12-15,22.04098892211914
2015-12-16,22.418716430664062
2015-12-17,22.478355407714844
2015-12-18,22.292804718017578
2015-12-21,22.12051010131836
2015-12-22,22.40546226501465
2015-12-23,22.69042205810547
2015-12-24,22.70366859436035
2015-12-28,22.6241512298584
2015-12-29,22.822959899902344
2015-12-30,22.75668716430664
2015-12-31,22.617528915405273
2016-01-04,22.31931495666504
2016-01-05,22.557880401611328
2016-01-06,22.484987258911133
2016-01-07,22.22654151916504
2016-01-08,22.12712860107422
2016-01-11,22.458477020263672
2016-01-12,22.233169555664062
2016-01-13,22.200029373168945
2016-01-14,22.637407302856445
2016-01-15,22.06087303161621
2016-01-19,22.286190032958984
2016-01-20,21.736154556274414
2016-01-21,22.02111053466797
2016-01-22,22.538002014160156
2016-01-25,22.372325897216797
2016-01-26,22.418716430664062
2016-01-27,22.42534065246582
2016-01-28,22.743438720703125
2016-01-29,23.233823776245117
2016-02-01,23.803741455078125
2016-02-02,24.101947784423828
2016-02-03,24.31399917602539
2016-02-04,24.294126510620117
2016-02-05,23.962778091430664
2016-02-08,23.850120544433594
2016-02-09,23.942903518676758
2016-02-10,24.035680770874023
2016-02-11,23.790485382080078
2016-02-12,23.68446159362793
2016-02-16,23.876628875732422
2016-02-17,23.850120544433594
2016-02-18,24.201351165771484
2016-02-19,24.029052734375
2016-02-22,23.856748580932617
2016-02-23,23.90313720703125
2016-02-24,23.81035804748535
2016-02-25,24.08869171142578
2016-02-26,23.074779510498047
2016-02-29,23.18743324279785
2016-03-01,23.081403732299805
2016-03-02,23.14105224609375
2016-03-03,23.366357803344727
2016-03-04,23.638065338134766
2016-03-07,23.896509170532227
2016-03-08,24.08404541015625
2016-03-09,24.418914794921875
2016-03-10,24.479185104370117
2016-03-11,24.485885620117188
2016-03-14,24.351938247680664
2016-03-15,24.45240020751953
2016-03-16,24.733694076538086
2016-03-17,25.162328720092773
2016-03-18,24.82075309753418
2016-03-21,24.9078311920166
2016-03-22,24.787273406982422
2016-03-23,24.82075309753418
2016-03-24,24.9078311920166
2016-03-28,24.89443016052246
2016-03-29,25.182424545288086
2016-03-30,25.249399185180664
2016-03-31,25.497201919555664
2016-04-01,25.577571868896484
2016-04-04,25.47040557861328
2016-04-05,25.0015926361084
2016-04-06,25.155643463134766
2016-04-07,25.021678924560547
2016-04-08,25.048473358154297
2016-04-11,24.9078311920166
2016-04-12,25.08866310119629
2016-04-13,24.854246139526367
2016-04-14,24.814062118530273
2016-04-15,25.14223289489746
2016-04-18,25.269489288330078
2016-04-19,25.31637191772461
2016-04-20,24.814062118530273
2016-04-21,24.29166603088379
2016-04-22,24.45240020751953
2016-04-25,24.479185104370117
2016-04-26,24.418914794921875
2016-04-27,24.686809539794922
2016-04-28,24.961410522460938
2016-04-29,25.209217071533203
2016-05-02,25.684734344482422
2016-05-03,25.5039005279541
2016-05-04,25.698122024536133
2016-05-05,25.664642333984375
2016-05-06,25.651241302490234
2016-05-09,25.745004653930664
2016-05-10,25.765098571777344
2016-05-11,25.925838470458984
2016-05-12,26.05978775024414
2016-05-13,26.046396255493164
2016-05-16,25.992816925048828
2016-05-17,25.651241302490234
2016-05-18,25.102060317993164
2016-05-19,25.383350372314453
2016-05-20,25.42352867126465
2016-05-23,25.081960678100586
2016-05-24,25.490497589111328
2016-05-25,25.45032501220703
2016-05-26,25.818675994873047
2016-05-27,25.905742645263672
2016-05-31,25.811986923217773
2016-06-01,25.878950119018555
2016-06-02,25.832075119018555
2016-06-03,26.32098960876465
2016-06-06,26.267414093017578
2016-06-07,26.280807495117188
2016-06-08,26.287574768066406
2016-06-09,26.5445613861084
2016-06-10,26.59191131591797
2016-06-13,26.226701736450195
2016-06-14,26.375490188598633
2016-06-15,26.260515213012695
2016-06-16,26.375490188598633
2016-06-17,26.402544021606445
2016-06-20,26.835365295410156
2016-06-21,26.828601837158203
2016-06-22,26.58513832092285
2016-06-23,26.673057556152344
2016-06-24,25.14463233947754
2016-06-27,24.732093811035156
2016-06-28,24.79295539855957
2016-06-29,25.056713104248047
2016-06-30,25.530120849609375
2016-07-01,25.428672790527344
2016-07-05,25.442197799682617
2016-07-06,25.22578239440918
2016-07-07,25.002607345581055
2016-07-08,25.333982467651367
2016-07-11,25.455726623535156
2016-07-12,25.22578239440918
2016-07-13,25.37456512451172
2016-07-14,25.083765029907227
2016-07-15,25.124345779418945
2016-07-18,25.23931121826172
2016-07-19,25.13787078857422
2016-07-20,24.989076614379883
2016-07-21,25.110816955566406
2016-07-22,25.496301651000977
2016-07-25,25.381336212158203
2016-07-26,25.246078491210938
2016-07-27,25.036418914794922
2016-07-28,25.18520736694336
2016-07-29,25.503061294555664
2016-08-01,25.428672790527344
2016-08-02,25.131113052368164
2016-08-03,25.090524673461914
2016-08-04,24.995847702026367
2016-08-05,24.860584259033203
2016-08-08,24.779422760009766
2016-08-09,24.515676498413086
2016-08-10,24.366893768310547
2016-08-11,24.61711883544922
2016-08-12,24.52243995666504
2016-08-15,23.954349517822266
2016-08-16,23.6500186920166
2016-08-17,23.920534133911133
2016-08-18,24.06256103515625
2016-08-19,23.771753311157227
2016-08-22,23.954349517822266
2016-08-23,23.84614372253418
2016-08-24,23.84614372253418
2016-08-25,23.886728286743164
2016-08-26,23.440366744995117
2016-08-29,23.656780242919922
2016-08-30,23.338918685913086
2016-08-31,23.521520614624023
2016-09-01,23.291587829589844
2016-09-02,23.690597534179688
2016-09-06,23.879968643188477
2016-09-07,23.72955322265625
2016-09-08,23.886789321899414
2016-09-09,22.991209030151367
2016-09-12,23.387733459472656
2016-09-13,23.0732479095459
2016-09-14,23.333040237426758
2016-09-15,23.709041595458984
2016-09-16,23.989343643188477
2016-09-19,24.003015518188477
2016-09-20,23.77057647705078
2016-09-21,24.235462188720703
2016-09-22,24.488412857055664
2016-09-23,24.406373977661133
2016-09-26,24.4473876953125
2016-09-27,24.09188461303711
2016-09-28,24.003015518188477
2016-09-29,23.80475616455078
2016-09-30,23.633846282958984
2016-10-03,23.209980010986328
2016-10-04,22.49213981628418
2016-10-05,22.32123374938965
2016-10-06,22.21868896484375
2016-10-07,22.047767639160156
2016-10-10,22.22551727294922
2016-10-11,22.006750106811523
2016-10-12,22.232358932495117
2016-10-13,22.560510635375977
2016-10-14,22.50581932067871
2016-10-17,22.601526260375977
2016-10-18,22.840805053710938
2016-10-19,22.806623458862305
2016-10-20,22.957033157348633
2016-10-21,22.779277801513672
2016-10-24,22.922842025756836
2016-10-25,23.039064407348633
2016-10-26,23.134775161743164
2016-10-27,23.025394439697266
2016-10-28,23.114269256591797
2016-10-31,23.476604461669922
2016-11-01,23.244163513183594
2016-11-02,23.18263816833496
2016-11-03,23.312530517578125
2016-11-04,23.257837295532227
2016-11-07,23.62017059326172
2016-11-08,23.75006866455078
2016-11-09,22.957033157348633
2016-11-10,22.635713577270508
2016-11-11,22.66305923461914
2016-11-14,22.464799880981445
2016-11-15,22.724586486816406
2016-11-16,22.471633911132812
2016-11-17,22.444292068481445
2016-11-18,22.451122283935547
2016-11-21,22.792943954467773
2016-11-22,22.779277801513672
2016-11-23,22.430618286132812
2016-11-25,22.779277801513672
2016-11-28,23.346708297729492
2016-11-29,23.37405776977539
2016-11-30,22.874990463256836
2016-12-01,22.628868103027344
2016-12-02,22.792943954467773
2016-12-05,22.731420516967773
2016-12-06,22.615201950073242
2016-12-07,22.891834259033203
2016-12-08,22.89875602722168
2016-12-09,23.175395965576172
2016-12-12,23.472782135009766
2016-12-13,23.659517288208008
2016-12-14,23.36212921142578
2016-12-15,23.618019104003906
2016-12-16,23.949989318847656
2016-12-19,23.915407180786133
2016-12-20,23.860071182250977
2016-12-21,23.811660766601562
2016-12-22,23.832406997680664
2016-12-23,23.71484375
2016-12-27,23.659517288208008
2016-12-28,23.417457580566406
2016-12-29,23.694082260131836
2016-12-30,23.54885482788086
2017-01-03,23.535022735595703
2017-01-04,23.58343505859375
2017-01-05,23.721755981445312
2017-01-06,23.901575088500977
2017-01-09,23.666433334350586
2017-01-10,23.472782135009766
2017-01-11,23.680253982543945
2017-01-12,23.860071182250977
2017-01-13,23.763254165649414
2017-01-17,23.991474151611328
2017-01-18,23.887739181518555
2017-01-19,23.67334747314453
2017-01-20,23.790918350219727
2017-01-23,23.763254165649414
2017-01-24,23.9361515045166
2017-01-25,23.8739070892334
2017-01-26,23.79783058166504
2017-01-27,23.70100975036621
2017-01-30,23.777084350585938
2017-01-31,24.0952205657959
2017-02-01,24.171297073364258
2017-02-02,24.399518966674805
2017-02-03,24.524009704589844
2017-02-06,24.37185287475586
2017-02-07,24.482515335083008
2017-02-08,24.65541648864746
2017-02-09,24.496349334716797
2017-02-10,24.55167007446289
2017-02-13,24.710739135742188
2017-02-14,24.530933380126953
2017-02-15,24.537839889526367
2017-02-16,24.703824996948242
2017-02-17,24.641584396362305
2017-02-21,24.918216705322266
2017-02-22,25.035791397094727
2017-02-23,25.25710105895996
2017-02-24,25.471487045288086
2017-02-27,25.29167938232422
2017-02-28,25.50606918334961
2017-03-01,25.402334213256836
2017-03-02,25.478412628173828
2017-03-03,25.367752075195312
2017-03-06,25.436914443969727
2017-03-07,25.443832397460938
2017-03-08,25.19565200805664
2017-03-09,25.188655853271484
2017-03-10,25.39139747619629
2017-03-13,25.48228645324707
2017-03-14,25.468305587768555
2017-03-15,25.79688262939453
2017-03-16,25.685028076171875
2017-03-17,25.859798431396484
2017-03-20,25.726966857910156
2017-03-21,26.19536590576172
2017-03-22,26.314212799072266
2017-03-23,26.314212799072266
2017-03-24,26.286245346069336
2017-03-27,26.258285522460938
2017-03-28,26.356157302856445
2017-03-29,26.174392700195312
2017-03-30,26.034574508666992
2017-03-31,26.139440536499023
2017-04-03,25.943687438964844
2017-04-04,26.125455856323242
2017-04-05,26.223323822021484
2017-04-06,26.153417587280273
2017-04-07,26.055543899536133
2017-04-10,26.062530517578125
2017-04-11,26.11147117614746
2017-04-12,26.412094116210938
2017-04-13,26.272268295288086
2017-04-17,26.516948699951172
2017-04-18,26.63580322265625
2017-04-19,26.40509796142578
2017-04-20,26.426069259643555
2017-04-21,26.516948699951172
2017-04-24,26.565889358520508
2017-04-25,26.677753448486328
2017-04-26,26.523948669433594
2017-04-27,26.62181854248047
2017-04-28,26.642789840698242
2017-05-01,26.55190658569336
2017-05-02,26.593856811523438
2017-05-03,26.55190658569336
2017-05-04,26.87348747253418
2017-05-05,26.936412811279297
2017-05-08,27.048263549804688
2017-05-09,26.824556350708008
2017-05-10,26.936412811279297
2017-05-11,26.943403244018555
2017-05-12,27.097209930419922
2017-05-15,27.146146774291992
2017-05-16,26.901460647583008
2017-05-17,27.048263549804688
2017-05-18,27.125171661376953
2017-05-19,27.139150619506836
2017-05-22,27.369861602783203
2017-05-23,27.46773910522461
2017-05-24,27.66347312927246
2017-05-25,27.894189834594727
2017-05-26,27.8662166595459
2017-05-30,27.873210906982422
2017-05-31,27.90117073059082
2017-06-01,27.936138153076172
2017-06-02,28.006044387817383
2017-06-05,27.97808074951172
2017-06-06,27.894189834594727
2017-06-07,28.003629684448242
2017-06-08,27.82710838317871
2017-06-09,27.678829193115234
2017-06-12,27.452880859375
2017-06-13,27.52348518371582
2017-06-14,27.74237823486328
2017-06-15,27.84829330444336
2017-06-16,27.883596420288086
2017-06-19,27.9471435546875
2017-06-20,27.777681350708008
2017-06-21,27.812984466552734
2017-06-22,27.55172348022461
2017-06-23,27.417570114135742
2017-06-26,27.74237823486328
2017-06-27,27.55172348022461
2017-06-28,27.42462921142578
2017-06-29,27.297536849975586
2017-06-30,27.297536849975586
2017-07-03,27.029220581054688
2017-07-05,27.036285400390625
2017-07-06,26.852699279785156
2017-07-07,26.88094139099121
2017-07-10,26.78915023803711
2017-07-11,26.662052154541016
2017-07-12,26.6903018951416
2017-07-13,26.43610954284668
2017-07-14,26.379613876342773
2017-07-17,26.598508834838867
2017-07-18,26.612621307373047
2017-07-19,26.91625213623047
2017-07-20,27.0009765625
2017-07-21,27.219871520996094
2017-07-24,27.113956451416016
2017-07-25,26.81033706665039
2017-07-26,26.895069122314453
2017-07-27,26.91625213623047
2017-07-28,26.958608627319336
2017-07-31,27.06453514099121
2017-08-01,27.262235641479492
2017-08-02,27.509357452392578
2017-08-03,27.615272521972656
2017-08-04,27.389326095581055
2017-08-07,27.417570114135742
2017-08-08,27.417570114135742
2017-08-09,27.255165100097656
2017-08-10,27.36107635498047
2017-08-11,27.1774959564209
2017-08-14,27.30459976196289
2017-08-15,27.481111526489258
2017-08-16,27.57290267944336
2017-08-17,27.41051483154297
2017-08-18,27.481111526489258
2017-08-21,27.495243072509766
2017-08-22,27.565845489501953
2017-08-23,27.90477752685547
2017-08-24,27.89065933227539
2017-08-25,27.954212188720703
2017-08-28,27.911836624145508
2017-08-29,27.805919647216797
2017-08-30,27.664714813232422
2017-08-31,27.707067489624023
2017-09-01,27.615272521972656
2017-09-05,27.657644271850586
2017-09-06,27.622346878051758
2017-09-07,27.9326171875
2017-09-08,28.210813522338867
2017-09-11,28.4105281829834
2017-09-12,27.868423461914062
2017-09-13,27.690105438232422
2017-09-14,27.904098510742188
