,HAS
2014-08-01,35.73558807373047
2014-08-04,35.8148307800293
2014-08-05,36.05979919433594
2014-08-06,36.21830368041992
2014-08-07,35.79322052001953
2014-08-08,36.31197738647461
2014-08-11,36.42723846435547
2014-08-12,36.20389938354492
2014-08-13,36.254337310791016
2014-08-14,36.75146484375
2014-08-15,36.59294891357422
2014-08-18,37.169334411621094
2014-08-19,37.39268493652344
2014-08-20,37.56559371948242
2014-08-21,37.897010803222656
2014-08-22,37.8033561706543
2014-08-25,37.97626495361328
2014-08-26,37.63043212890625
2014-08-27,37.65205383300781
2014-08-28,37.551185607910156
2014-08-29,37.94023132324219
2014-09-02,37.947444915771484
2014-09-03,38.372520446777344
2014-09-04,38.797607421875
2014-09-05,38.92008590698242
2014-09-08,38.90568161010742
2014-09-09,38.66791534423828
2014-09-10,38.703956604003906
2014-09-11,38.8264274597168
2014-09-12,38.66791534423828
2014-09-15,38.57425308227539
2014-09-16,38.5022087097168
2014-09-17,38.73997116088867
2014-09-18,38.840843200683594
2014-09-19,38.992130279541016
2014-09-22,38.480594635009766
2014-09-23,38.14197540283203
2014-09-24,39.59013366699219
2014-09-25,39.373985290527344
2014-09-26,39.86390686035156
2014-09-29,39.662166595458984
2014-09-30,39.62614822387695
2014-10-01,39.51809310913086
2014-10-02,39.813480377197266
2014-10-03,39.92875671386719
2014-10-06,39.69819641113281
2014-10-07,39.45323181152344
2014-10-08,40.00080871582031
2014-10-09,39.51809310913086
2014-10-10,39.62614822387695
2014-10-13,39.38117980957031
2014-10-14,39.50366973876953
2014-10-15,39.14342498779297
2014-10-16,39.05697250366211
2014-10-17,38.797607421875
2014-10-20,40.714073181152344
2014-10-21,41.58584976196289
2014-10-22,41.00226593017578
2014-10-23,41.412933349609375
2014-10-24,41.506591796875
2014-10-27,41.290462493896484
2014-10-28,41.59304428100586
2014-10-29,41.5137939453125
2014-10-30,41.506534576416016
2014-10-31,41.760597229003906
2014-11-03,41.8404541015625
2014-11-04,41.6371955871582
2014-11-05,41.992881774902344
2014-11-06,42.188880920410156
2014-11-07,42.08724594116211
2014-11-10,41.4339485168457
2014-11-11,41.13633728027344
2014-11-12,41.71704864501953
2014-11-13,39.90957260131836
2014-11-14,39.21272659301758
2014-11-17,40.91857147216797
2014-11-18,40.73710250854492
2014-11-19,40.744354248046875
2014-11-20,41.02018356323242
2014-11-21,41.15086364746094
2014-11-24,41.12907791137695
2014-11-25,41.767860412597656
2014-11-26,42.203399658203125
2014-11-28,42.97285461425781
2014-12-01,41.70979690551758
2014-12-02,41.70979690551758
2014-12-03,41.4339485168457
2014-12-04,41.194400787353516
2014-12-05,41.542842864990234
2014-12-08,41.04923629760742
2014-12-09,40.91857147216797
2014-12-10,40.32332992553711
2014-12-11,40.86775207519531
2014-12-12,40.69354248046875
2014-12-15,40.795169830322266
2014-12-16,41.30329895019531
2014-12-17,41.644466400146484
2014-12-18,42.363094329833984
2014-12-19,39.655517578125
2014-12-22,39.437747955322266
2014-12-23,40.08378982543945
2014-12-24,40.10556411743164
2014-12-26,40.31607437133789
2014-12-29,40.5774040222168
2014-12-30,39.9531364440918
2014-12-31,39.91683578491211
2015-01-02,39.90231704711914
2015-01-05,40.01846694946289
2015-01-06,39.49581527709961
2015-01-07,39.6845588684082
2015-01-08,39.92408752441406
2015-01-09,38.63200378417969
2015-01-12,38.18920135498047
2015-01-13,37.681087493896484
2015-01-14,37.89159393310547
2015-01-15,37.71738052368164
2015-01-16,38.138397216796875
2015-01-20,37.80449295043945
2015-01-21,38.341651916503906
2015-01-22,39.08206558227539
2015-01-23,39.880531311035156
2015-01-26,39.81520462036133
2015-01-27,39.67003631591797
2015-01-28,39.96038055419922
2015-01-29,40.48303985595703
2015-01-30,40.17579650878906
2015-02-02,40.014854431152344
2015-02-03,41.07556915283203
2015-02-04,41.390140533447266
2015-02-05,41.060943603515625
2015-02-06,40.775634765625
2015-02-09,43.64325714111328
2015-02-10,45.06974792480469
2015-02-11,44.76981735229492
2015-02-12,45.472068786621094
2015-02-13,45.89637756347656
2015-02-17,45.69886779785156
2015-02-18,45.44282913208008
2015-02-19,45.19410705566406
2015-02-20,45.23067092895508
2015-02-23,45.36967086791992
2015-02-24,45.39161682128906
2015-02-25,45.413570404052734
2015-02-26,45.72080993652344
2015-02-27,45.58913040161133
2015-03-02,46.19629669189453
2015-03-03,45.88174057006836
2015-03-04,45.66960144042969
2015-03-05,45.66960144042969
2015-03-06,45.0989990234375
2015-03-09,45.33309555053711
2015-03-10,44.87953567504883
2015-03-11,44.55767822265625
2015-03-12,45.135581970214844
2015-03-13,44.42599868774414
2015-03-16,44.98926544189453
2015-03-17,45.06241989135742
2015-03-18,44.93806457519531
2015-03-19,44.6966667175293
2015-03-20,44.682037353515625
2015-03-23,44.9014892578125
2015-03-24,44.98194885253906
2015-03-25,44.38941192626953
2015-03-26,44.30162811279297
2015-03-27,44.64544677734375
2015-03-30,45.77201843261719
2015-03-31,46.26214599609375
2015-04-01,46.66448974609375
2015-04-02,46.415767669677734
2015-04-06,46.9278450012207
2015-04-07,46.532798767089844
2015-04-08,46.84736251831055
2015-04-09,46.97172164916992
2015-04-10,46.97903823852539
2015-04-13,46.730308532714844
2015-04-14,47.16924285888672
2015-04-15,47.417972564697266
2015-04-16,48.3177604675293
2015-04-17,48.20069122314453
2015-04-20,54.25048065185547
2015-04-21,53.80424118041992
2015-04-22,52.47285079956055
2015-04-23,52.458221435546875
2015-04-24,52.385074615478516
2015-04-27,51.946144104003906
2015-04-28,52.01931381225586
2015-04-29,51.9456787109375
2015-04-30,52.122379302978516
2015-05-01,52.76297378540039
2015-05-04,52.416908264160156
2015-05-05,51.67324447631836
2015-05-06,51.82787322998047
2015-05-07,52.36536407470703
2015-05-08,52.438987731933594
2015-05-11,53.01329803466797
2015-05-12,52.2475471496582
2015-05-13,51.86469268798828
2015-05-14,52.991214752197266
2015-05-15,53.30046081542969
2015-05-18,52.991214752197266
2015-05-19,52.888118743896484
2015-05-20,52.85866928100586
2015-05-21,53.418277740478516
2015-05-22,53.67598342895508
2015-05-26,53.14583206176758
2015-05-27,53.30781555175781
2015-05-28,53.34463882446289
2015-05-29,53.10901641845703
2015-06-01,53.30046081542969
2015-06-02,53.138458251953125
2015-06-03,53.587623596191406
2015-06-04,53.15320587158203
2015-06-05,53.17528533935547
2015-06-08,53.263648986816406
2015-06-09,53.05012130737305
2015-06-10,53.521339416503906
2015-06-11,53.948402404785156
2015-06-12,53.61708450317383
2015-06-15,53.668617248535156
2015-06-16,53.7790641784668
2015-06-17,54.920310974121094
2015-06-18,55.58297348022461
2015-06-19,56.09102249145508
2015-06-22,56.4223518371582
2015-06-23,57.26173400878906
2015-06-24,57.68141174316406
2015-06-25,57.740318298339844
2015-06-26,57.20282745361328
2015-06-29,55.663970947265625
2015-06-30,55.06757736206055
2015-07-01,55.79651641845703
2015-07-02,55.89958953857422
2015-07-06,55.848045349121094
2015-07-07,56.0763053894043
2015-07-08,56.73159408569336
2015-07-09,55.914302825927734
2015-07-10,56.85675811767578
2015-07-13,57.593055725097656
2015-07-14,57.93913269042969
2015-07-15,57.48261260986328
2015-07-16,57.740318298339844
2015-07-17,57.615142822265625
2015-07-20,61.223018646240234
2015-07-21,59.21289825439453
2015-07-22,58.79323959350586
2015-07-23,58.37353515625
2015-07-24,58.638607025146484
2015-07-27,58.54290008544922
2015-07-28,58.58707046508789
2015-07-29,59.4632453918457
2015-07-30,59.23368453979492
2015-07-31,58.30807113647461
2015-08-03,57.56755828857422
2015-08-04,58.37470626831055
2015-08-05,58.678314208984375
2015-08-06,56.96772384643555
2015-08-07,57.32319259643555
2015-08-10,58.878257751464844
2015-08-11,58.59683609008789
2015-08-12,58.86343002319336
2015-08-13,59.648372650146484
2015-08-14,59.766876220703125
2015-08-17,59.700218200683594
2015-08-18,59.52250671386719
2015-08-19,58.930076599121094
2015-08-20,57.656402587890625
2015-08-21,55.67182540893555
2015-08-24,52.70978546142578
2015-08-25,52.96894836425781
2015-08-26,53.90200424194336
2015-08-27,55.64217758178711
2015-08-28,55.91620635986328
2015-08-31,55.234928131103516
2015-09-01,53.70206069946289
2015-09-02,55.17568588256836
2015-09-03,56.915889739990234
2015-09-04,55.812522888183594
2015-09-08,56.49378967285156
2015-09-09,55.74588394165039
2015-09-10,56.30124282836914
2015-09-11,56.83441925048828
2015-09-14,57.449058532714844
2015-09-15,58.559818267822266
2015-09-16,59.426239013671875
2015-09-17,57.397216796875
2015-09-18,57.06399154663086
2015-09-21,57.160255432128906
2015-09-22,55.94580841064453
2015-09-23,55.8199348449707
2015-09-24,55.27933883666992
2015-09-25,55.501522064208984
2015-09-28,53.413246154785156
2015-09-29,53.82795333862305
2015-09-30,53.420654296875
2015-10-01,53.08003616333008
2015-10-02,52.843074798583984
2015-10-05,54.531429290771484
2015-10-06,53.95383071899414
2015-10-07,54.368526458740234
2015-10-08,54.649906158447266
2015-10-09,55.05719757080078
2015-10-12,55.12384796142578
2015-10-13,54.894290924072266
2015-10-14,54.553653717041016
2015-10-15,55.78289031982422
2015-10-16,57.597137451171875
2015-10-19,53.450279235839844
2015-10-20,54.0130729675293
2015-10-21,54.790611267089844
2015-10-22,56.84183120727539
2015-10-23,58.404319763183594
2015-10-26,57.98961639404297
2015-10-27,57.922977447509766
2015-10-28,57.89337158203125
2015-10-29,57.91572570800781
2015-10-30,57.23039627075195
2015-11-02,57.53580093383789
2015-11-03,57.528358459472656
2015-11-04,57.364505767822266
2015-11-05,57.40172576904297
2015-11-06,58.28071975708008
2015-11-09,58.39242935180664
2015-11-10,59.45018768310547
2015-11-11,58.52653503417969
2015-11-12,57.990196228027344
2015-11-13,56.619598388671875
2015-11-16,56.440826416015625
2015-11-17,55.688480377197266
2015-11-18,56.291831970214844
2015-11-19,56.314178466796875
2015-11-20,56.23225402832031
2015-11-23,56.00876998901367
2015-11-24,56.373775482177734
2015-11-25,56.954811096191406
2015-11-27,56.14286804199219
2015-11-30,54.44450378417969
2015-12-01,54.47428894042969
2015-12-02,54.0124397277832
2015-12-03,52.44817352294922
2015-12-04,51.181846618652344
2015-12-07,51.28612518310547
2015-12-08,52.0086784362793
2015-12-09,50.9583854675293
2015-12-10,50.81684494018555
2015-12-11,50.928585052490234
2015-12-14,51.53938674926758
2015-12-15,51.53938674926758
2015-12-16,51.55430221557617
2015-12-17,49.453678131103516
2015-12-18,49.03654861450195
2015-12-21,48.64920425415039
2015-12-22,49.73674774169922
2015-12-23,50.10174560546875
2015-12-24,50.369895935058594
2015-12-28,50.39225769042969
2015-12-29,50.9732780456543
2015-12-30,50.280521392822266
2015-12-31,50.176239013671875
2016-01-04,49.8782844543457
2016-01-05,50.78704833984375
2016-01-06,52.06083679199219
2016-01-07,51.487266540527344
2016-01-08,50.682777404785156
2016-01-11,52.15021896362305
2016-01-12,52.761024475097656
2016-01-13,51.01052474975586
2016-01-14,52.29173278808594
2016-01-15,53.684696197509766
2016-01-19,52.47795104980469
2016-01-20,51.941646575927734
2016-01-21,53.59531784057617
2016-01-22,54.3104248046875
2016-01-25,52.820613861083984
2016-01-26,53.878387451171875
2016-01-27,53.0068244934082
2016-01-28,53.89326858520508
2016-01-29,55.684974670410156
2016-02-01,55.302642822265625
2016-02-02,55.72994613647461
2016-02-03,56.2247314453125
2016-02-04,56.8994255065918
2016-02-05,55.550018310546875
2016-02-08,56.307193756103516
2016-02-09,53.930763244628906
2016-02-10,54.10317611694336
2016-02-11,52.146549224853516
2016-02-12,52.536376953125
2016-02-16,53.256046295166016
2016-02-17,54.01323318481445
2016-02-18,54.17814636230469
2016-02-19,54.03572082519531
2016-02-22,55.8798828125
2016-02-23,55.85740280151367
2016-02-24,56.786964416503906
2016-02-25,57.07183837890625
2016-02-26,57.311737060546875
2016-02-29,56.87691879272461
2016-03-01,58.05390548706055
2016-03-02,59.17839050292969
2016-03-03,59.14091110229492
2016-03-04,58.40623474121094
2016-03-07,58.923500061035156
2016-03-08,58.90850830078125
2016-03-09,58.47370147705078
2016-03-10,58.428733825683594
2016-03-11,58.458717346191406
2016-03-14,58.7735710144043
2016-03-15,58.83354568481445
2016-03-16,58.76608657836914
2016-03-17,58.931007385253906
2016-03-18,58.841033935546875
2016-03-21,58.36124801635742
2016-03-22,58.53367233276367
2016-03-23,58.526187896728516
2016-03-24,57.94894790649414
2016-03-28,58.56368637084961
2016-03-29,58.6461296081543
2016-03-30,58.88602066040039
2016-03-31,60.04800796508789
2016-04-01,59.36581802368164
2016-04-04,59.74813461303711
2016-04-05,58.323768615722656
2016-04-06,59.77812957763672
2016-04-07,58.818572998046875
2016-04-08,59.04345703125
2016-04-11,59.56072235107422
2016-04-12,60.6777229309082
2016-04-13,61.09751892089844
2016-04-14,60.9700927734375
2016-04-15,61.77975082397461
2016-04-18,65.3556137084961
2016-04-19,65.23565673828125
2016-04-20,64.84583282470703
2016-04-21,65.07075500488281
2016-04-22,65.54302215576172
2016-04-25,65.40060424804688
2016-04-26,65.69293975830078
2016-04-27,65.34062194824219
2016-04-28,64.33770751953125
2016-04-29,63.82491683959961
2016-05-02,64.54129028320312
2016-05-03,64.01343536376953
2016-05-04,63.553466796875
2016-05-05,63.00297927856445
2016-05-06,64.16426086425781
2016-05-09,64.93342590332031
2016-05-10,65.0993423461914
2016-05-11,63.71935272216797
2016-05-12,64.32262420654297
2016-05-13,64.17935180664062
2016-05-16,64.44328308105469
2016-05-17,63.81739044189453
2016-05-18,64.02101135253906
2016-05-19,63.998374938964844
2016-05-20,63.63641357421875
2016-05-23,64.07379913330078
2016-05-24,65.3934097290039
2016-05-25,65.42357635498047
2016-05-26,65.4160385131836
2016-05-27,65.81568145751953
2016-05-31,65.82324981689453
2016-06-01,65.69506072998047
2016-06-02,65.40095520019531
2016-06-03,64.6921157836914
2016-06-06,65.03144836425781
2016-06-07,65.56684112548828
2016-06-08,65.6874771118164
2016-06-09,65.6573257446289
2016-06-10,64.7901611328125
2016-06-13,64.14163970947266
2016-06-14,64.42819213867188
2016-06-15,64.86553955078125
2016-06-16,64.76751708984375
2016-06-17,64.41312408447266
2016-06-20,64.96359252929688
2016-06-21,64.71472930908203
2016-06-22,64.75242614746094
2016-06-23,65.00127410888672
2016-06-24,62.11317443847656
2016-06-27,60.78601837158203
2016-06-28,62.40726089477539
2016-06-29,62.64101791381836
2016-06-30,63.33478546142578
2016-07-01,63.266902923583984
2016-07-05,62.08303451538086
2016-07-06,62.595794677734375
2016-07-07,62.67119598388672
2016-07-08,63.877708435058594
2016-07-11,64.47344207763672
2016-07-12,65.03899383544922
2016-07-13,64.50359344482422
2016-07-14,64.29244995117188
2016-07-15,64.47344207763672
2016-07-18,60.19029998779297
2016-07-19,61.14042663574219
2016-07-20,61.328956604003906
2016-07-21,61.034854888916016
2016-07-22,60.62767791748047
2016-07-25,61.193214416503906
2016-07-26,60.989585876464844
2016-07-27,61.0499267578125
2016-07-28,61.45972442626953
2016-07-29,61.641845703125
2016-08-01,61.48250198364258
2016-08-02,61.01201248168945
2016-08-03,61.323116302490234
2016-08-04,61.140995025634766
2016-08-05,62.1426887512207
2016-08-08,62.02885818481445
2016-08-09,61.85431671142578
2016-08-10,62.317222595214844
2016-08-11,62.87120056152344
2016-08-12,62.54487228393555
2016-08-15,62.06680679321289
2016-08-16,61.35346221923828
2016-08-17,61.51283645629883
2016-08-18,61.216880798339844
2016-08-19,61.232059478759766
2016-08-22,61.25482940673828
2016-08-23,62.332420349121094
2016-08-24,61.626678466796875
2016-08-25,61.33070755004883
2016-08-26,61.74049377441406
2016-08-29,61.915042877197266
2016-08-30,62.39311981201172
2016-08-31,62.02885818481445
2016-09-01,61.93779754638672
2016-09-02,62.91674041748047
2016-09-06,62.76495361328125
2016-09-07,62.71183395385742
2016-09-08,61.69497299194336
2016-09-09,60.65535354614258
2016-09-12,60.67811584472656
2016-09-13,59.11485290527344
2016-09-14,58.978271484375
2016-09-15,59.00102996826172
2016-09-16,58.63677215576172
2016-09-19,58.682308197021484
2016-09-20,58.71268081665039
2016-09-21,59.92683410644531
2016-09-22,60.25315475463867
2016-09-23,60.82986831665039
2016-09-26,60.2303581237793
2016-09-27,60.609806060791016
2016-09-28,60.41248321533203
2016-09-29,60.24557876586914
2016-09-30,60.20002365112305
2016-10-03,61.11824417114258
2016-10-04,61.02716064453125
2016-10-05,61.042354583740234
2016-10-06,61.072723388671875
2016-10-07,60.17726516723633
2016-10-10,60.541507720947266
2016-10-11,59.71436309814453
2016-10-12,58.91754150390625
2016-10-13,58.143524169921875
2016-10-14,57.79443359375
2016-10-17,62.08957290649414
2016-10-18,61.80880355834961
2016-10-19,61.39144515991211
2016-10-20,62.582847595214844
2016-10-21,62.840824127197266
2016-10-24,63.65278625488281
2016-10-25,63.21269607543945
2016-10-26,62.63595199584961
2016-10-27,62.840824127197266
2016-10-28,63.581485748291016
2016-10-31,63.68838882446289
2016-11-01,62.772098541259766
2016-11-02,61.89401626586914
2016-11-03,62.0620002746582
2016-11-04,61.93983840942383
2016-11-07,63.09281921386719
2016-11-08,63.60439682006836
2016-11-09,63.703670501708984
2016-11-10,64.06253814697266
2016-11-11,64.58937072753906
2016-11-14,66.58224487304688
2016-11-15,65.23077392578125
2016-11-16,65.14678955078125
2016-11-17,65.62779998779297
2016-11-18,64.35267639160156
2016-11-21,65.38348388671875
2016-11-22,65.86451721191406
2016-11-23,66.34557342529297
2016-11-25,67.14733123779297
2016-11-28,65.24603271484375
2016-11-29,66.13941192626953
2016-11-30,65.20024108886719
2016-12-01,64.23812103271484
2016-12-02,64.12361145019531
2016-12-05,64.42904663085938
2016-12-06,64.47483825683594
2016-12-07,66.06306457519531
2016-12-08,66.223388671875
2016-12-09,65.67363739013672
2016-12-12,65.58965301513672
2016-12-13,65.28424072265625
2016-12-14,64.9635238647461
2016-12-15,63.2837028503418
2016-12-16,61.74895095825195
2016-12-19,60.947235107421875
2016-12-20,61.825313568115234
2016-12-21,61.09230422973633
2016-12-22,60.1073112487793
2016-12-23,59.832427978515625
2016-12-27,59.710243225097656
2016-12-28,59.26740264892578
2016-12-29,59.50409698486328
2016-12-30,59.39719772338867
2017-01-03,60.93193817138672
2017-01-04,61.802391052246094
2017-01-05,63.917457580566406
2017-01-06,63.27607727050781
2017-01-09,63.06989669799805
2017-01-10,63.26844024658203
2017-01-11,62.97829055786133
2017-01-12,63.718910217285156
2017-01-13,64.03199768066406
2017-01-17,65.03223419189453
2017-01-18,64.55883026123047
2017-01-19,63.963279724121094
2017-01-20,64.13124084472656
2017-01-23,64.07779693603516
2017-01-24,65.24603271484375
2017-01-25,66.24630737304688
2017-01-26,62.237613677978516
2017-01-27,63.062252044677734
2017-01-30,64.05338287353516
2017-01-31,63.39264678955078
2017-02-01,63.10068130493164
2017-02-02,63.3388557434082
2017-02-03,63.484840393066406
2017-02-06,72.45858764648438
2017-02-07,72.97337341308594
2017-02-08,74.23340606689453
2017-02-09,75.09388732910156
2017-02-10,75.00935363769531
2017-02-13,75.39352416992188
2017-02-14,75.13996887207031
2017-02-15,75.17073059082031
2017-02-16,75.01704406738281
2017-02-17,75.67780303955078
2017-02-21,75.96974182128906
2017-02-22,75.92364501953125
2017-02-23,74.56375885009766
2017-02-24,75.12461853027344
2017-02-27,74.93255615234375
2017-02-28,74.42547607421875
2017-03-01,75.23986053466797
2017-03-02,74.93255615234375
2017-03-03,75.10157012939453
2017-03-06,74.55608367919922
2017-03-07,74.67899322509766
2017-03-08,74.81729125976562
2017-03-09,74.79423522949219
2017-03-10,74.88646697998047
2017-03-13,75.05546569824219
2017-03-14,75.43194580078125
2017-03-15,76.45376586914062
2017-03-16,76.24633026123047
2017-03-17,77.0223159790039
2017-03-20,77.25281524658203
2017-03-21,75.87754821777344
2017-03-22,75.89290618896484
2017-03-23,76.77648162841797
2017-03-24,76.80720520019531
2017-03-27,76.10037231445312
2017-03-28,76.36927795410156
2017-03-29,76.56136322021484
2017-03-30,76.507568359375
2017-03-31,76.69196319580078
2017-04-03,76.51522827148438
2017-04-04,75.17838287353516
2017-04-05,74.18730163574219
2017-04-06,74.08740234375
2017-04-07,73.56494140625
2017-04-10,73.5880126953125
2017-04-11,73.97985076904297
2017-04-12,74.1104507446289
2017-04-13,73.37289428710938
2017-04-17,73.62642669677734
2017-04-18,73.51889038085938
2017-04-19,73.38054656982422
2017-04-20,73.76473236083984
2017-04-21,73.78009796142578
2017-04-24,78.13636779785156
2017-04-25,78.03646850585938
2017-04-26,77.62928771972656
2017-04-27,77.66791534423828
2017-04-28,76.5784683227539
2017-05-01,76.3234634399414
2017-05-02,77.01115417480469
2017-05-03,76.55529022216797
2017-05-04,76.77935028076172
2017-05-05,77.42066192626953
2017-05-08,77.0729751586914
2017-05-09,78.18560791015625
2017-05-10,78.67237854003906
2017-05-11,78.3323974609375
2017-05-12,78.32469940185547
2017-05-15,78.26287841796875
2017-05-16,78.05426788330078
2017-05-17,76.85662841796875
2017-05-18,76.90298461914062
2017-05-19,78.07743835449219
2017-05-22,78.23970031738281
2017-05-23,78.02335357666016
2017-05-24,80.32588195800781
2017-05-25,80.48809051513672
2017-05-26,80.51902770996094
2017-05-30,80.54222106933594
2017-05-31,81.330322265625
2017-06-01,81.8789291381836
2017-06-02,82.79840087890625
2017-06-05,83.29290008544922
2017-06-06,83.44743347167969
2017-06-07,83.7564926147461
2017-06-08,83.84148406982422
2017-06-09,83.37016296386719
2017-06-12,83.78739929199219
2017-06-13,85.06999969482422
2017-06-14,84.45960998535156
2017-06-15,84.21234893798828
2017-06-16,84.71458435058594
2017-06-19,85.9972152709961
2017-06-20,86.05902099609375
2017-06-21,85.93539428710938
2017-06-22,85.35590362548828
2017-06-23,86.46852111816406
2017-06-26,86.41443634033203
2017-06-27,85.31726837158203
2017-06-28,85.62632751464844
2017-06-29,85.03910827636719
2017-06-30,86.15946960449219
2017-07-03,85.56452941894531
2017-07-05,86.5380859375
2017-07-06,85.85813903808594
2017-07-07,86.48399353027344
2017-07-10,86.6385269165039
2017-07-11,86.7698745727539
2017-07-12,87.28755950927734
2017-07-13,86.33716583251953
2017-07-14,87.41889190673828
2017-07-17,87.18710327148438
2017-07-18,87.61978912353516
2017-07-19,88.11428833007812
2017-07-20,88.77880859375
2017-07-21,89.59008026123047
2017-07-24,81.12945556640625
2017-07-25,82.14935302734375
2017-07-26,81.97936248779297
2017-07-27,82.3966064453125
2017-07-28,82.1402587890625
2017-07-31,82.24900817871094
2017-08-01,82.30337524414062
2017-08-02,81.38677215576172
2017-08-03,80.74201202392578
2017-08-04,80.39242553710938
2017-08-07,80.02734375
2017-08-08,78.79216766357422
2017-08-09,77.68134307861328
2017-08-10,75.9878921508789
2017-08-11,75.77816772460938
2017-08-14,76.31417083740234
2017-08-15,76.38406372070312
2017-08-16,76.87345886230469
2017-08-17,75.47521209716797
2017-08-18,74.19345092773438
2017-08-21,73.6729965209961
2017-08-22,73.44772338867188
2017-08-23,72.95832824707031
2017-08-24,73.83611297607422
2017-08-25,73.95263671875
2017-08-28,73.50987243652344
2017-08-29,73.66523742675781
2017-08-30,74.01477813720703
2017-08-31,76.32194519042969
2017-09-01,76.39183807373047
2017-09-05,74.20123291015625
2017-09-06,72.75634765625
2017-09-07,71.98729705810547
2017-09-08,73.09038543701172
2017-09-11,74.41873168945312
2017-09-12,73.7351303100586
2017-09-13,74.54302215576172
2017-09-14,73.85165405273438
2017-09-15,73.6729965209961
