,SBUX
2017-08-29,46.68324279785156
2017-08-30,47.04566955566406
2017-08-31,47.33906173706055
2017-09-01,47.39945983886719
2017-09-05,47.572044372558594
2017-09-06,46.86445999145508
2017-09-07,46.139617919921875
2017-09-08,46.15686798095703
2017-09-11,46.61421203613281
2017-09-12,46.20002746582031
2017-09-13,46.847198486328125
2017-09-14,47.054290771484375
2017-09-15,47.175106048583984
2017-09-18,47.19235610961914
2017-09-19,47.131961822509766
2017-09-20,47.58930206298828
2017-09-21,47.4684944152832
2017-09-22,47.53752899169922
2017-09-25,47.416717529296875
2017-09-26,47.572044372558594
2017-09-27,47.451236724853516
2017-09-28,47.02841567993164
2017-09-29,46.346710205078125
2017-10-02,46.433006286621094
2017-10-03,46.58833312988281
2017-10-04,46.53657531738281
2017-10-05,47.114707946777344
2017-10-06,47.60655212402344
2017-10-09,47.47712707519531
2017-10-10,47.82228469848633
2017-10-11,48.01212692260742
2017-10-12,48.296878814697266
2017-10-13,48.081146240234375
2017-10-16,47.3822021484375
2017-10-17,47.03704071044922
2017-10-18,47.641075134277344
2017-10-19,47.80502700805664
2017-10-20,47.08881759643555
2017-10-23,46.82994842529297
2017-10-24,46.838565826416016
2017-10-25,46.73501205444336
2017-10-26,47.3822021484375
2017-10-27,47.35631561279297
2017-10-30,47.60655212402344
2017-10-31,47.32179260253906
2017-11-01,47.572044372558594
2017-11-02,47.34769058227539
2017-11-03,48.34865188598633
2017-11-06,48.814640045166016
2017-11-07,49.375518798828125
2017-11-08,49.97092819213867
2017-11-09,49.496315002441406
2017-11-10,49.22019577026367
2017-11-13,48.87501907348633
2017-11-14,49.12528610229492
2017-11-15,49.18600082397461
2017-11-16,49.654441833496094
2017-11-17,49.38553237915039
2017-11-20,49.28141403198242
2017-11-21,49.671783447265625
2017-11-22,49.567691802978516
2017-11-24,49.272743225097656
2017-11-27,48.50069808959961
2017-11-28,49.151302337646484
2017-11-29,49.8886604309082
2017-11-30,50.15756607055664
2017-12-01,49.723838806152344
2017-12-04,50.97299575805664
2017-12-05,51.476139068603516
2017-12-06,51.42409133911133
2017-12-07,51.30265426635742
2017-12-08,50.84288024902344
2017-12-11,51.24192428588867
2017-12-12,51.41542434692383
2017-12-13,51.60626220703125
2017-12-14,51.78843307495117
2017-12-15,50.56529235839844
2017-12-18,50.33973693847656
2017-12-19,50.322391510009766
2017-12-20,50.079498291015625
2017-12-21,49.94938278198242
2017-12-22,49.70648193359375
2017-12-26,49.567691802978516
2017-12-27,49.68046188354492
2017-12-28,50.14891052246094
2017-12-29,49.81924819946289
2018-01-02,49.99274826049805
2018-01-03,50.929622650146484
2018-01-04,51.12047576904297
2018-01-05,51.710357666015625
2018-01-08,51.45011901855469
2018-01-09,51.337345123291016
2018-01-10,51.89253234863281
2018-01-11,52.04867935180664
2018-01-12,52.39567184448242
2018-01-16,52.534461975097656
2018-01-17,52.621212005615234
2018-01-18,52.99423599243164
2018-01-19,53.14168930053711
2018-01-22,53.271820068359375
2018-01-23,53.51471710205078
2018-01-24,52.768680572509766
2018-01-25,52.525794982910156
2018-01-26,50.305049896240234
2018-01-29,49.463584899902344
2018-01-30,49.61106872558594
2018-01-31,49.28141403198242
2018-02-01,48.578758239746094
2018-02-02,48.37924575805664
2018-02-05,47.44236373901367
2018-02-06,48.24044418334961
2018-02-07,47.49909591674805
2018-02-08,46.89729309082031
2018-02-09,47.603759765625
2018-02-12,48.3015022277832
2018-02-13,48.55443572998047
2018-02-14,48.83353805541992
2018-02-15,49.348121643066406
