,ERIE
2014-04-29,55.23371505737305
2014-04-30,55.38056945800781
2014-05-01,55.26462936401367
2014-05-02,57.87715148925781
2014-05-05,58.54184341430664
2014-05-06,57.9853515625
2014-05-07,58.309993743896484
2014-05-08,58.642337799072266
2014-05-09,58.58052062988281
2014-05-12,58.85101318359375
2014-05-13,59.05200958251953
2014-05-14,58.812374114990234
2014-05-15,59.26070022583008
2014-05-16,58.97470474243164
2014-05-19,59.291595458984375
2014-05-20,59.02879333496094
2014-05-21,59.24523162841797
2014-05-22,59.229774475097656
2014-05-23,59.01335144042969
2014-05-27,59.06745529174805
2014-05-28,58.78147888183594
2014-05-29,58.60368728637695
2014-05-30,58.53412628173828
2014-06-02,58.4723014831543
2014-06-03,58.37181854248047
2014-06-04,58.688697814941406
2014-06-05,59.12928009033203
2014-06-06,59.252960205078125
2014-06-09,59.167945861816406
2014-06-10,58.9979133605957
2014-06-11,58.340904235839844
2014-06-12,58.309993743896484
2014-06-13,57.77665328979492
2014-06-16,57.3824577331543
2014-06-17,57.97764205932617
2014-06-18,58.2558708190918
2014-06-19,58.016273498535156
2014-06-20,58.410465240478516
2014-06-23,58.356346130371094
2014-06-24,57.82304000854492
2014-06-25,57.637516021728516
2014-06-26,57.158302307128906
2014-06-27,57.359275817871094
2014-06-30,58.17085266113281
2014-07-01,58.774967193603516
2014-07-02,58.252685546875
2014-07-03,58.494361877441406
2014-07-07,58.09679412841797
2014-07-08,57.57453155517578
2014-07-09,57.42642593383789
2014-07-10,57.18477249145508
2014-07-11,57.17698669433594
2014-07-14,57.44200897216797
2014-07-15,56.61572265625
2014-07-16,56.896339416503906
2014-07-17,56.71706771850586
2014-07-18,57.122406005859375
2014-07-21,56.69367599487305
2014-07-22,56.61572265625
2014-07-23,56.88075637817383
2014-07-24,57.052249908447266
2014-07-25,56.795021057128906
2014-07-28,57.00547790527344
2014-07-29,56.83399200439453
2014-07-30,57.02888107299805
2014-07-31,57.07563781738281
2014-08-01,57.75381851196289
2014-08-04,57.7694091796875
2014-08-05,57.34067153930664
2014-08-06,57.70703887939453
2014-08-07,57.395233154296875
2014-08-08,58.166961669921875
2014-08-11,58.19036102294922
2014-08-12,58.29167175292969
2014-08-13,58.634647369384766
2014-08-14,58.93085861206055
2014-08-15,58.977638244628906
2014-08-18,59.640228271484375
2014-08-19,59.881874084472656
2014-08-20,59.54669952392578
2014-08-21,59.8974723815918
2014-08-22,59.367408752441406
2014-08-25,59.15693283081055
2014-08-26,59.85848617553711
2014-08-27,59.86629104614258
2014-08-28,59.86629104614258
2014-08-29,59.640228271484375
2014-09-02,60.45871353149414
2014-09-03,60.14691925048828
2014-09-04,60.15468978881836
2014-09-05,60.06895065307617
2014-09-08,60.26381301879883
2014-09-09,59.98322296142578
2014-09-10,59.944217681884766
2014-09-11,60.15468978881836
2014-09-12,59.8507080078125
2014-09-15,60.18587112426758
2014-09-16,60.326171875
2014-09-17,60.38075256347656
2014-09-18,61.17586135864258
2014-09-19,61.0979118347168
2014-09-22,60.50548553466797
2014-09-23,59.69477844238281
2014-09-24,59.796119689941406
2014-09-25,58.96985626220703
2014-09-26,59.772762298583984
2014-09-29,59.92084884643555
2014-09-30,59.5868034362793
2014-10-01,59.51605987548828
2014-10-02,61.135223388671875
2014-10-03,62.07842254638672
2014-10-06,61.63826370239258
2014-10-07,61.15093994140625
2014-10-08,61.79547882080078
2014-10-09,61.080196380615234
2014-10-10,61.567501068115234
2014-10-13,61.96837615966797
2014-10-14,61.96837615966797
2014-10-15,61.42603302001953
2014-10-16,61.701141357421875
2014-10-17,63.04518127441406
2014-10-20,62.11772537231445
2014-10-21,63.10806655883789
2014-10-22,63.90981674194336
2014-10-23,64.42858123779297
2014-10-24,64.64863586425781
2014-10-27,65.11237335205078
2014-10-28,66.01628875732422
2014-10-29,65.86698150634766
2014-10-30,66.44074249267578
2014-10-31,66.70796203613281
2014-11-03,66.81014251708984
2014-11-04,67.49398803710938
2014-11-05,67.19530487060547
2014-11-06,66.81014251708984
2014-11-07,67.2031478881836
2014-11-10,67.44679260253906
2014-11-11,67.31320190429688
2014-11-12,67.18743896484375
2014-11-13,67.478271484375
2014-11-14,66.58221435546875
2014-11-17,66.88088989257812
2014-11-18,66.63724517822266
2014-11-19,66.54292297363281
2014-11-20,66.9359130859375
2014-11-21,67.13239288330078
2014-11-24,68.31927490234375
2014-11-25,68.6100845336914
2014-11-26,68.80658721923828
2014-11-28,68.56295013427734
2014-12-01,68.20136260986328
2014-12-02,69.32536315917969
2014-12-03,69.43538665771484
2014-12-04,70.52796173095703
2014-12-05,70.41791534423828
2014-12-08,73.37325286865234
2014-12-09,72.79163360595703
2014-12-10,72.13922119140625
2014-12-11,72.35147094726562
2014-12-12,71.36111450195312
2014-12-15,69.76553344726562
2014-12-16,69.7576675415039
2014-12-17,69.91484832763672
2014-12-18,70.2921371459961
2014-12-19,69.62403106689453
2014-12-22,70.36287689208984
2014-12-23,71.0545883178711
2014-12-24,71.34537506103516
2014-12-26,70.5908203125
2014-12-29,71.70693969726562
2014-12-30,71.9505844116211
2014-12-31,71.34537506103516
2015-01-02,70.75221252441406
2015-01-05,68.2021713256836
2015-01-06,66.61036682128906
2015-01-07,68.35264587402344
2015-01-08,69.88106536865234
2015-01-09,68.9941177368164
2015-01-12,69.49301147460938
2015-01-13,69.8572998046875
2015-01-14,69.52471160888672
2015-01-15,69.44551086425781
2015-01-16,70.01573181152344
2015-01-20,69.5959701538086
2015-01-21,69.58013916015625
2015-01-22,71.27490234375
2015-01-23,70.8313980102539
2015-01-26,71.11653137207031
2015-01-27,70.58590698242188
2015-01-28,70.1978759765625
2015-01-29,70.41168212890625
2015-01-30,68.62982177734375
2015-02-02,71.12442779541016
2015-02-03,71.22738647460938
2015-02-04,71.05316925048828
2015-02-05,71.79757690429688
2015-02-06,71.66294860839844
2015-02-09,70.59381866455078
2015-02-10,70.9660415649414
2015-02-11,71.77381134033203
2015-02-12,72.10645294189453
2015-02-13,71.96390533447266
2015-02-17,72.51033020019531
2015-02-18,73.1438980102539
2015-02-19,73.01719665527344
2015-02-20,73.246826171875
2015-02-23,73.6586685180664
2015-02-24,73.44482421875
2015-02-25,72.6053466796875
2015-02-26,73.3102035522461
2015-02-27,68.82781219482422
2015-03-02,69.28711700439453
2015-03-03,68.66148376464844
2015-03-04,67.41022491455078
2015-03-05,68.18633270263672
2015-03-06,67.29935455322266
2015-03-09,67.47356414794922
2015-03-10,66.6657943725586
2015-03-11,67.23596954345703
2015-03-12,69.2316665649414
2015-03-13,68.9861831665039
2015-03-16,69.6276626586914
2015-03-17,69.6910400390625
2015-03-18,69.73853302001953
2015-03-19,69.53263092041016
2015-03-20,71.1957015991211
2015-03-23,72.04310607910156
2015-03-24,70.82347869873047
2015-03-25,69.19210815429688
2015-03-26,68.44766235351562
2015-03-27,68.41597747802734
2015-03-30,70.11866760253906
2015-03-31,69.1049575805664
2015-04-01,69.01786041259766
2015-04-02,69.0186767578125
2015-04-06,69.13041687011719
2015-04-07,68.53974151611328
2015-04-08,68.6674575805664
2015-04-09,68.33223724365234
2015-04-10,68.1566162109375
2015-04-13,69.11443328857422
2015-04-14,68.85104370117188
2015-04-15,68.6674575805664
2015-04-16,68.26837158203125
2015-04-17,67.39835357666016
2015-04-20,68.4679183959961
2015-04-21,68.38809204101562
2015-04-22,68.18855285644531
2015-04-23,68.54773712158203
2015-04-24,68.380126953125
2015-04-27,67.48616790771484
2015-04-28,67.48616790771484
2015-04-29,66.79175567626953
2015-04-30,66.04943084716797
2015-05-01,63.9422492980957
2015-05-04,64.30940246582031
2015-05-05,64.06993865966797
2015-05-06,64.15772247314453
2015-05-07,64.63664245605469
2015-05-08,65.07566833496094
2015-05-11,64.66062927246094
2015-05-12,64.3572998046875
2015-05-13,64.66858673095703
2015-05-14,65.23529052734375
2015-05-15,64.5648193359375
2015-05-18,65.0596923828125
2015-05-19,65.16345977783203
2015-05-20,65.13951110839844
2015-05-21,64.74041748046875
2015-05-22,64.61270904541016
2015-05-26,64.42911529541016
2015-05-27,65.08360290527344
2015-05-28,65.62640380859375
2015-05-29,64.91602325439453
2015-06-01,64.95594787597656
2015-06-02,64.38921356201172
2015-06-03,64.74839782714844
2015-06-04,64.38921356201172
2015-06-05,63.91828155517578
2015-06-08,63.87038803100586
2015-06-09,63.9422492980957
2015-06-10,64.86814880371094
2015-06-11,65.74613189697266
2015-06-12,65.54657745361328
2015-06-15,65.35502624511719
2015-06-16,65.99356842041016
2015-06-17,65.75408935546875
2015-06-18,66.31282806396484
2015-06-19,66.24898529052734
2015-06-22,66.18509674072266
2015-06-23,66.35275268554688
2015-06-24,65.68225860595703
2015-06-25,65.46675109863281
2015-06-26,65.14747619628906
2015-06-29,64.64464569091797
2015-06-30,65.5066909790039
2015-07-01,67.5579833984375
2015-07-02,67.09209442138672
2015-07-06,67.18864440917969
2015-07-07,67.9128646850586
2015-07-08,67.17257690429688
2015-07-09,67.42201232910156
2015-07-10,68.25884246826172
2015-07-13,68.07377624511719
2015-07-14,67.82430267333984
2015-07-15,67.7921371459961
2015-07-16,68.27493286132812
2015-07-17,68.00941467285156
2015-07-20,67.54270935058594
2015-07-21,66.68171691894531
2015-07-22,67.18059539794922
2015-07-23,66.85069274902344
2015-07-24,66.77827453613281
2015-07-27,66.26329040527344
2015-07-28,65.82074737548828
2015-07-29,65.83683776855469
2015-07-30,65.60350036621094
2015-07-31,69.44974517822266
2015-08-03,69.49800872802734
2015-08-04,69.53021240234375
2015-08-05,69.33706665039062
2015-08-06,68.94279479980469
2015-08-07,69.3612289428711
2015-08-10,69.12788391113281
2015-08-11,69.21637725830078
2015-08-12,68.5163345336914
2015-08-13,68.95085144042969
2015-08-14,69.83595275878906
2015-08-17,70.431396484375
2015-08-18,70.66475677490234
2015-08-19,70.49578094482422
2015-08-20,69.61869812011719
2015-08-21,68.00941467285156
2015-08-24,65.62763214111328
2015-08-25,64.605712890625
2015-08-26,65.91729736328125
2015-08-27,66.51277923583984
2015-08-28,66.52884674072266
2015-08-31,65.95752716064453
2015-09-01,64.6620101928711
2015-09-02,65.95752716064453
2015-09-03,65.15288543701172
2015-09-04,64.2033920288086
2015-09-08,64.92758178710938
2015-09-09,64.56549072265625
2015-09-10,64.7264175415039
2015-09-11,64.80689239501953
2015-09-14,64.56549072265625
2015-09-15,64.46088409423828
2015-09-16,64.71837615966797
2015-09-17,65.23332977294922
2015-09-18,65.11264038085938
2015-09-21,65.75640869140625
2015-09-22,65.00804138183594
2015-09-23,65.0965347290039
2015-09-24,64.8149185180664
2015-09-25,65.53910064697266
2015-09-28,65.28160095214844
2015-09-29,65.74832916259766
2015-09-30,66.73805236816406
2015-10-01,66.01679229736328
2015-10-02,66.06548309326172
2015-10-05,67.26622772216797
2015-10-06,66.87678527832031
2015-10-07,67.58263397216797
2015-10-08,68.49132537841797
2015-10-09,68.54810333251953
2015-10-12,68.55622100830078
2015-10-13,68.31282806396484
2015-10-14,67.2824478149414
2015-10-15,68.21546173095703
2015-10-16,69.03487396240234
2015-10-19,69.69207763671875
2015-10-20,70.21939086914062
2015-10-21,69.78941345214844
2015-10-22,70.75489807128906
2015-10-23,70.54393768310547
2015-10-26,70.89281463623047
2015-10-27,70.94959259033203
2015-10-28,71.52562713623047
2015-10-29,72.42619323730469
2015-10-30,70.95771789550781
2015-11-02,70.46280670166016
2015-11-03,70.83600616455078
2015-11-04,70.28429412841797
2015-11-05,70.74677276611328
2015-11-06,70.73865509033203
2015-11-09,70.18698120117188
2015-11-10,70.77922821044922
2015-11-11,71.53372192382812
2015-11-12,70.47091674804688
2015-11-13,70.38166046142578
2015-11-16,72.75070190429688
2015-11-17,73.48086547851562
2015-11-18,74.26786804199219
2015-11-19,73.66749572753906
2015-11-20,74.25164031982422
2015-11-23,74.56808471679688
2015-11-24,74.2760009765625
2015-11-25,74.97372436523438
2015-11-27,74.81958770751953
2015-11-30,78.15406799316406
2015-12-01,79.01406860351562
2015-12-02,79.7037124633789
2015-12-03,79.48463439941406
2015-12-04,80.71784210205078
2015-12-07,81.58595275878906
2015-12-08,80.20671844482422
2015-12-09,79.8497314453125
2015-12-10,78.72199249267578
2015-12-11,78.20274353027344
2015-12-14,78.30824279785156
2015-12-15,78.62462615966797
2015-12-16,79.5008544921875
2015-12-17,79.49275207519531
2015-12-18,76.26371765136719
2015-12-21,77.46446228027344
2015-12-22,78.64897918701172
2015-12-23,78.0810546875
2015-12-24,78.79502868652344
2015-12-28,79.52521514892578
2015-12-29,79.97142028808594
2015-12-30,79.41974639892578
2015-12-31,78.17727661132812
2016-01-04,77.1228256225586
2016-01-05,76.71408081054688
2016-01-06,76.89393615722656
2016-01-07,75.95390319824219
2016-01-08,75.15284729003906
2016-01-11,74.98118591308594
2016-01-12,75.61060333251953
2016-01-13,74.45802307128906
2016-01-14,75.64329528808594
2016-01-15,74.86676025390625
2016-01-19,76.0765380859375
2016-01-20,74.46622467041016
2016-01-21,74.73595428466797
2016-01-22,76.55879974365234
2016-01-25,75.51248931884766
2016-01-26,76.53424835205078
2016-01-27,75.94573974609375
2016-01-28,76.82036590576172
2016-01-29,78.56145477294922
2016-02-01,78.83121490478516
2016-02-02,78.21812438964844
2016-02-03,78.2017822265625
2016-02-04,78.0055923461914
2016-02-05,78.05465698242188
2016-02-08,79.15816497802734
2016-02-09,78.93749237060547
2016-02-10,78.91293334960938
2016-02-11,77.6214370727539
2016-02-12,79.27262878417969
2016-02-16,80.25350189208984
2016-02-17,79.74669647216797
2016-02-18,80.22081756591797
2016-02-19,80.05731964111328
2016-02-22,80.03279113769531
2016-02-23,81.23435974121094
2016-02-24,81.89647674560547
2016-02-25,82.17440032958984
2016-02-26,77.11463928222656
2016-02-29,76.8448715209961
2016-03-01,78.96200561523438
2016-03-02,78.12821197509766
2016-03-03,78.74127960205078
2016-03-04,78.68407440185547
2016-03-07,73.50167083740234
2016-03-08,74.22914123535156
2016-03-09,74.21281433105469
2016-03-10,73.59158325195312
2016-03-11,74.53977966308594
2016-03-14,73.71421813964844
2016-03-15,74.65424346923828
2016-03-16,74.1310806274414
2016-03-17,75.70052337646484
2016-03-18,76.39533233642578
2016-03-21,75.32452392578125
2016-03-22,75.67597961425781
2016-03-23,75.40625
2016-03-24,74.89944458007812
2016-03-28,75.62696838378906
2016-03-29,76.53424835205078
2016-03-30,76.96751403808594
2016-03-31,76.0111083984375
2016-04-01,76.6405258178711
2016-04-04,76.39337158203125
2016-04-05,75.18235778808594
2016-04-06,75.63546752929688
2016-04-07,74.63862609863281
2016-04-08,75.2729721069336
2016-04-11,74.99288940429688
2016-04-12,75.52013397216797
2016-04-13,76.26158142089844
2016-04-14,75.99795532226562
2016-04-15,75.93206024169922
2016-04-18,77.2913589477539
2016-04-19,77.30783081054688
2016-04-20,77.12660217285156
2016-04-21,74.92699432373047
2016-04-22,75.61075592041016
2016-04-25,75.61075592041016
2016-04-26,75.71784210205078
2016-04-27,76.67350769042969
2016-04-28,75.36360931396484
2016-04-29,77.76093292236328
2016-05-02,78.04105377197266
2016-05-03,78.23053741455078
2016-05-04,78.11517333984375
2016-05-05,78.72481536865234
2016-05-06,77.92570495605469
2016-05-09,79.15321350097656
2016-05-10,79.21910858154297
2016-05-11,78.99667358398438
2016-05-12,80.00996398925781
2016-05-13,79.88641357421875
2016-05-16,79.66397857666016
2016-05-17,78.62596130371094
2016-05-18,79.11201477050781
2016-05-19,78.96371459960938
2016-05-20,79.84521484375
2016-05-23,79.34269714355469
2016-05-24,80.10060119628906
2016-05-25,79.85343933105469
2016-05-26,80.05941772460938
2016-05-27,80.49604034423828
2016-05-31,80.65255737304688
2016-06-01,81.49287414550781
2016-06-02,81.41873931884766
2016-06-03,81.46814727783203
2016-06-06,81.28692626953125
2016-06-07,81.01504516601562
2016-06-08,81.00682067871094
2016-06-09,81.0644760131836
2016-06-10,80.58667755126953
2016-06-13,79.19439697265625
2016-06-14,78.8319091796875
2016-06-15,78.16460418701172
2016-06-16,78.59300231933594
2016-06-17,77.20075225830078
2016-06-20,79.49923706054688
2016-06-21,80.12532043457031
2016-06-22,80.42192077636719
2016-06-23,81.13038635253906
2016-06-24,79.79578399658203
2016-06-27,78.65068817138672
2016-06-28,80.16650390625
2016-06-29,80.57842254638672
2016-06-30,81.8388900756836
2016-07-01,81.11683654785156
2016-07-05,81.2413558959961
2016-07-06,81.05043029785156
2016-07-07,80.67697143554688
2016-07-08,81.73098754882812
2016-07-11,82.02975463867188
2016-07-12,81.54841613769531
2016-07-13,81.71440887451172
2016-07-14,81.23302459716797
2016-07-15,81.07535552978516
2016-07-18,80.53590393066406
2016-07-19,80.39480590820312
2016-07-20,80.23712921142578
2016-07-21,80.29522705078125
2016-07-22,81.07535552978516
2016-07-25,80.77657318115234
2016-07-26,81.00067138671875
2016-07-27,81.2911148071289
2016-07-28,81.15005493164062
2016-07-29,81.07535552978516
2016-08-01,81.8305892944336
2016-08-02,82.61901092529297
2016-08-03,82.07957458496094
2016-08-04,82.33683013916016
2016-08-05,82.41151428222656
2016-08-08,82.6688003540039
2016-08-09,82.42813110351562
2016-08-10,82.24554443359375
2016-08-11,82.4447250366211
2016-08-12,82.33683013916016
2016-08-15,82.1459732055664
2016-08-16,81.43218231201172
2016-08-17,81.3243179321289
2016-08-18,82.0629653930664
2016-08-19,81.9633560180664
2016-08-22,82.29535675048828
2016-08-23,81.77249145507812
2016-08-24,82.27042388916016
2016-08-25,83.53192138671875
2016-08-26,83.63150787353516
2016-08-29,84.41993713378906
2016-08-30,84.73532104492188
2016-08-31,84.6772232055664
2016-09-01,85.05069732666016
2016-09-02,86.05488586425781
2016-09-06,85.0257797241211
2016-09-07,84.76849365234375
2016-09-08,84.21247100830078
2016-09-09,82.51940155029297
2016-09-12,82.6355972290039
2016-09-13,82.0878677368164
2016-09-14,80.56907653808594
2016-09-15,81.15005493164062
2016-09-16,81.57331085205078
2016-09-19,82.37833404541016
2016-09-20,82.24554443359375
2016-09-21,83.45722961425781
2016-09-22,84.10456848144531
2016-09-23,83.39913177490234
2016-09-26,83.307861328125
2016-09-27,84.56102752685547
2016-09-28,84.52780151367188
2016-09-29,83.65640258789062
2016-09-30,84.71041870117188
2016-10-03,83.75750732421875
2016-10-04,83.34789276123047
2016-10-05,83.32281494140625
2016-10-06,83.08037567138672
2016-10-07,83.72405242919922
2016-10-10,83.62376403808594
2016-10-11,83.70732116699219
2016-10-12,84.95284271240234
2016-10-13,85.78874206542969
2016-10-14,86.13145446777344
2016-10-17,86.2902603149414
2016-10-18,87.53575897216797
2016-10-19,86.13145446777344
2016-10-20,85.19522857666016
2016-10-21,85.47945404052734
2016-10-24,85.74694061279297
2016-10-25,85.76365661621094
2016-10-26,85.24540710449219
2016-10-27,85.17015075683594
2016-10-28,84.72714233398438
2016-10-31,85.58810424804688
2016-11-01,86.09800720214844
2016-11-02,84.87760162353516
2016-11-03,84.77728271484375
2016-11-04,84.50979614257812
2016-11-07,85.07823944091797
2016-11-08,85.93084716796875
2016-11-09,86.49925231933594
2016-11-10,87.44381713867188
2016-11-11,89.05712127685547
2016-11-14,88.48035430908203
2016-11-15,87.97042846679688
2016-11-16,87.46053314208984
2016-11-17,88.36331939697266
2016-11-18,88.85651397705078
2016-11-21,88.5137939453125
2016-11-22,89.45834350585938
2016-11-23,90.69548034667969
2016-11-25,91.10507202148438
2016-11-28,90.49486541748047
2016-11-29,90.14378356933594
2016-11-30,89.5837173461914
2016-12-01,90.31098175048828
2016-12-02,90.52831268310547
2016-12-05,90.88774108886719
2016-12-06,91.87409210205078
2016-12-07,93.98893737792969
2016-12-08,95.7025375366211
2016-12-09,95.79447937011719
2016-12-12,95.1508560180664
2016-12-13,94.96695709228516
2016-12-14,94.24810028076172
2016-12-15,94.50720977783203
2016-12-16,93.20319366455078
2016-12-19,94.33167266845703
2016-12-20,93.72146606445312
2016-12-21,94.13939666748047
2016-12-22,94.51554870605469
2016-12-23,95.00875091552734
2016-12-27,94.79975128173828
2016-12-28,94.10597229003906
2016-12-29,94.84993743896484
2016-12-30,93.99728393554688
2017-01-03,94.21869659423828
2017-01-04,94.54698181152344
2017-01-05,94.19345092773438
2017-01-06,94.4796142578125
2017-01-09,93.69678497314453
2017-01-10,94.18502044677734
2017-01-11,93.93248748779297
2017-01-12,92.88027954101562
2017-01-13,92.93077850341797
2017-01-17,93.38531494140625
2017-01-18,93.91565704345703
2017-01-19,94.05032348632812
2017-01-20,94.65637969970703
2017-01-23,94.46279907226562
2017-01-24,94.68165588378906
2017-01-25,94.80790710449219
2017-01-26,94.698486328125
2017-01-27,95.38874816894531
2017-01-30,95.15306091308594
2017-01-31,94.37020111083984
2017-02-01,93.90724182128906
2017-02-02,94.908935546875
2017-02-03,95.07730102539062
2017-02-06,94.88368225097656
2017-02-07,95.56549835205078
2017-02-08,94.7069091796875
2017-02-09,95.56549835205078
2017-02-10,95.37191772460938
2017-02-13,95.96114349365234
2017-02-14,95.31297302246094
2017-02-15,96.49986267089844
2017-02-16,97.65308380126953
2017-02-17,96.06214904785156
2017-02-21,97.08067321777344
2017-02-22,98.68003845214844
2017-02-23,99.30294036865234
2017-02-24,100.99490356445312
2017-02-27,100.1867904663086
2017-02-28,99.8416748046875
2017-03-01,102.97305297851562
2017-03-02,102.08917999267578
2017-03-03,101.87031555175781
2017-03-06,101.02853393554688
2017-03-07,101.65145874023438
2017-03-08,101.4326171875
2017-03-09,101.18848419189453
2017-03-10,101.93765258789062
2017-03-13,102.25753784179688
2017-03-14,103.5454330444336
2017-03-15,104.88383483886719
2017-03-16,104.99325561523438
2017-03-17,102.7710189819336
2017-03-20,103.61279296875
2017-03-21,102.4679946899414
2017-03-22,101.76090240478516
2017-03-23,102.49324035644531
2017-03-24,102.32486724853516
2017-03-27,102.964599609375
2017-03-28,101.4578628540039
2017-03-29,101.31475067138672
2017-03-30,102.17335510253906
2017-03-31,103.28449249267578
2017-04-03,102.3974838256836
2017-04-04,103.05828094482422
2017-04-05,103.0498275756836
2017-04-06,102.24500274658203
2017-04-07,102.77873229980469
2017-04-10,102.89732360839844
2017-04-11,103.26160430908203
2017-04-12,103.44798278808594
2017-04-13,101.79601287841797
2017-04-17,103.73601531982422
2017-04-18,103.52423095703125
2017-04-19,103.90545654296875
2017-04-20,104.0664291381836
2017-04-21,104.26972961425781
2017-04-24,104.24431610107422
2017-04-25,104.32058715820312
2017-04-26,105.37104797363281
2017-04-27,106.09115600585938
2017-04-28,104.89664459228516
2017-05-01,105.61675262451172
2017-05-02,102.46527099609375
2017-05-03,102.35513305664062
2017-05-04,100.72855377197266
2017-05-05,100.73704528808594
2017-05-08,99.12740325927734
2017-05-09,98.36498260498047
2017-05-10,97.97526550292969
2017-05-11,97.73806762695312
2017-05-12,97.79736328125
2017-05-15,97.22976684570312
2017-05-16,97.08573150634766
2017-05-17,96.62826538085938
2017-05-18,98.33954620361328
2017-05-19,97.79736328125
2017-05-22,97.82279968261719
2017-05-23,99.29684448242188
2017-05-24,98.42426300048828
2017-05-25,98.8563232421875
2017-05-26,98.78857421875
2017-05-30,98.63605499267578
2017-05-31,99.77127075195312
2017-06-01,101.02507781982422
2017-06-02,103.93937683105469
2017-06-05,101.71975708007812
2017-06-06,100.35582733154297
2017-06-07,100.92340087890625
2017-06-08,102.9481430053711
2017-06-09,102.38053894042969
2017-06-12,103.16841888427734
2017-06-13,103.3208999633789
2017-06-14,104.12574768066406
2017-06-15,104.11727142333984
2017-06-16,106.5232162475586
2017-06-19,106.44696807861328
2017-06-20,105.90478515625
2017-06-21,104.91357421875
2017-06-22,104.21044158935547
2017-06-23,105.23552703857422
2017-06-26,104.79499053955078
2017-06-27,104.25277709960938
2017-06-28,107.13319396972656
2017-06-29,105.7777099609375
2017-06-30,105.95561218261719
2017-07-03,108.32813262939453
2017-07-05,105.48928833007812
2017-07-06,104.58563232421875
2017-07-07,105.41256713867188
2017-07-10,103.53705596923828
2017-07-11,103.70753479003906
2017-07-12,104.01445007324219
2017-07-13,103.2471923828125
2017-07-14,102.40322875976562
2017-07-17,103.05964660644531
2017-07-18,107.1601791381836
2017-07-19,105.91555786132812
2017-07-20,106.23949432373047
2017-07-21,106.39295196533203
2017-07-24,106.9641342163086
2017-07-25,106.81920623779297
2017-07-26,105.6427230834961
2017-07-27,105.42964172363281
2017-07-28,109.71772766113281
2017-07-31,108.66063690185547
2017-08-01,109.47901916503906
2017-08-02,108.2428970336914
2017-08-03,108.52422332763672
2017-08-04,108.22581481933594
2017-08-07,107.46711730957031
2017-08-08,105.7109375
2017-08-09,106.32474517822266
2017-08-10,105.12271881103516
2017-08-11,104.6026840209961
2017-08-14,107.47562408447266
2017-08-15,104.77317810058594
2017-08-16,105.45519256591797
2017-08-17,104.34695434570312
2017-08-18,103.97179412841797
2017-08-21,104.62825775146484
2017-08-22,104.64530181884766
2017-08-23,103.33245086669922
2017-08-24,102.6333999633789
2017-08-25,103.08519744873047
2017-08-28,103.7672119140625
2017-08-29,102.3520736694336
2017-08-30,102.68453216552734
2017-08-31,102.97441101074219
2017-09-01,100.89427185058594
2017-09-05,97.43307495117188
2017-09-06,100.05882263183594
2017-09-07,99.24041748046875
2017-09-08,103.6648941040039
2017-09-11,102.47142791748047
2017-09-12,103.10225677490234
2017-09-13,103.5199966430664
2017-09-14,100.81755065917969
2017-09-15,100.6982192993164
