,ERIE
2017-09-18,101.72117614746094
2017-09-19,100.92839050292969
2017-09-20,102.02812194824219
2017-09-21,99.69224548339844
2017-09-22,101.1415023803711
2017-09-25,101.21821594238281
2017-09-26,101.53365325927734
2017-09-27,101.72117614746094
2017-09-28,101.59331512451172
2017-09-29,102.78684997558594
2017-10-02,104.58563232421875
2017-10-03,101.6359634399414
2017-10-04,101.6986083984375
2017-10-05,102.25638580322266
2017-10-06,101.88739013671875
2017-10-09,101.61277770996094
2017-10-10,101.88739013671875
2017-10-11,102.29071044921875
2017-10-12,103.4577865600586
2017-10-13,102.83135986328125
2017-10-16,104.19580078125
2017-10-17,103.99845123291016
2017-10-18,105.62890625
2017-10-19,105.9807357788086
2017-10-20,106.27250671386719
2017-10-23,106.22103118896484
2017-10-24,104.6248779296875
2017-10-25,104.01558685302734
2017-10-26,106.49563598632812
2017-10-27,106.39266967773438
2017-10-30,104.79650115966797
2017-10-31,103.66376495361328
2017-11-01,104.84797668457031
2017-11-02,105.29422760009766
2017-11-03,105.40576934814453
2017-11-06,105.13976287841797
2017-11-07,105.07969665527344
2017-11-08,104.72785949707031
2017-11-09,104.47898864746094
2017-11-10,105.27706909179688
2017-11-13,104.43607330322266
2017-11-14,104.98527526855469
2017-11-15,105.38003540039062
2017-11-16,104.92520904541016
2017-11-17,105.33712005615234
2017-11-20,104.74498748779297
2017-11-21,105.74046325683594
2017-11-22,104.53046417236328
2017-11-24,105.03679656982422
2017-11-27,105.55166625976562
2017-11-28,105.55166625976562
2017-11-29,106.22103118896484
2017-11-30,106.3154067993164
2017-12-01,104.12715148925781
2017-12-04,104.76217651367188
2017-12-05,103.74954986572266
2017-12-06,103.94690704345703
2017-12-07,103.26042938232422
2017-12-08,102.34220123291016
2017-12-11,102.93433380126953
2017-12-12,103.10597229003906
2017-12-13,100.85762023925781
2017-12-14,99.62190246582031
2017-12-15,101.34677124023438
2017-12-18,101.10649108886719
2017-12-19,102.05043029785156
2017-12-20,101.44115447998047
2017-12-21,101.79301452636719
2017-12-22,102.59964752197266
2017-12-26,102.89143371582031
2017-12-27,102.80561828613281
2017-12-28,103.96410369873047
2017-12-29,104.55621337890625
2018-01-02,102.40228271484375
2018-01-03,102.58250427246094
2018-01-04,102.5653305053711
2018-01-05,102.82460021972656
2018-01-08,101.43319702148438
2018-01-09,100.51715087890625
2018-01-10,100.48253631591797
2018-01-11,101.32949829101562
2018-01-12,101.19985961914062
2018-01-16,100.06776428222656
2018-01-17,101.31221008300781
2018-01-18,101.10478973388672
2018-01-19,103.06657409667969
2018-01-22,101.74430847167969
2018-01-23,102.30606079101562
2018-01-24,102.1591567993164
2018-01-25,102.20235443115234
2018-01-26,102.67765808105469
2018-01-29,101.78752899169922
2018-01-30,101.45049285888672
2018-01-31,102.63446044921875
2018-02-01,102.96287536621094
2018-02-02,100.95787811279297
2018-02-05,96.77508544921875
2018-02-06,96.60223388671875
2018-02-07,97.38002014160156
2018-02-08,96.08370208740234
2018-02-09,98.45165252685547
2018-02-12,96.36891174316406
2018-02-13,95.83306884765625
2018-02-14,97.67386627197266
2018-02-15,98.25289154052734
2018-02-16,99.49736785888672
2018-02-20,97.76028442382812
2018-02-21,98.99610137939453
2018-02-22,96.5503921508789
2018-02-23,97.42324829101562
2018-02-26,98.49485778808594
2018-02-27,97.9676742553711
2018-02-28,99.96404266357422
2018-03-01,98.19237518310547
2018-03-02,98.5207748413086
2018-03-05,103.36040496826172
2018-03-06,102.50480651855469
2018-03-07,101.93445587158203
2018-03-08,101.84803009033203
2018-03-09,102.65174102783203
2018-03-12,102.69498443603516
2018-03-13,103.51597595214844
2018-03-14,103.22213745117188
2018-03-15,102.95420837402344
2018-03-16,103.5937271118164
2018-03-19,103.17028045654297
2018-03-20,103.3431396484375
2018-03-21,102.93695068359375
2018-03-22,100.81097412109375
2018-03-23,97.94178009033203
2018-03-26,99.90354919433594
2018-03-27,98.71955871582031
2018-03-28,100.3270034790039
2018-03-29,101.66653442382812
2018-04-02,99.16030883789062
2018-04-03,100.86282348632812
2018-04-04,101.35540008544922
2018-04-05,101.19874572753906
2018-04-06,99.58839416503906
2018-04-09,100.24125671386719
2018-04-10,101.21615600585938
2018-04-11,101.1639404296875
2018-04-12,101.1726303100586
2018-04-13,101.27710723876953
2018-04-16,102.60018920898438
2018-04-17,103.00056457519531
2018-04-18,102.57405853271484
2018-04-19,103.02669525146484
2018-04-20,102.65241241455078
2018-04-23,103.11372375488281
2018-04-24,103.43579864501953
2018-04-25,103.40098571777344
2018-04-26,102.73072052001953
2018-04-27,101.8515853881836
2018-04-30,101.64266204833984
2018-05-01,101.92993927001953
2018-05-02,98.28273010253906
2018-05-03,98.98779296875
2018-05-04,98.77889251708984
2018-05-07,100.10196685791016
2018-05-08,99.57099151611328
2018-05-09,99.09223937988281
2018-05-10,99.1009521484375
2018-05-11,98.74405670166016
2018-05-14,97.48192596435547
2018-05-15,97.78656005859375
2018-05-16,97.82138061523438
2018-05-17,97.2904052734375
2018-05-18,97.27301788330078
2018-05-21,98.761474609375
2018-05-22,99.0400161743164
2018-05-23,99.14447784423828
2018-05-24,98.88333129882812
2018-05-25,99.36209106445312
2018-05-29,97.1685562133789
2018-05-30,98.44812774658203
2018-05-31,98.3697738647461
2018-06-01,99.16189575195312
2018-06-04,99.30115509033203
2018-06-05,98.68314361572266
2018-06-06,98.7875747680664
2018-06-07,100.38052368164062
2018-06-08,101.30319213867188
2018-06-11,103.46192169189453
2018-06-12,102.3216323852539
2018-06-13,103.12242126464844
2018-06-14,102.23455047607422
2018-06-15,103.05278778076172
2018-06-18,103.07022094726562
2018-06-19,104.04512786865234
2018-06-20,103.80139923095703
2018-06-21,103.44451904296875
2018-06-22,105.17669677734375
2018-06-25,103.14855194091797
2018-06-26,102.80036163330078
2018-06-27,100.6590347290039
2018-06-28,100.82445526123047
2018-06-29,102.0691909790039
2018-07-02,100.92889404296875
2018-07-03,101.72102355957031
2018-07-05,102.41362762451172
2018-07-06,103.44821166992188
2018-07-09,103.8953628540039
2018-07-10,103.66741943359375
2018-07-11,103.39561462402344
2018-07-12,103.53588104248047
2018-07-13,103.56221008300781
2018-07-16,103.92166900634766
2018-07-17,103.54464721679688
2018-07-18,104.99129486083984
2018-07-19,104.48278045654297
2018-07-20,105.2806396484375
2018-07-23,105.35954284667969
2018-07-24,104.86856079101562
2018-07-25,105.39460754394531
2018-07-26,106.25382232666016
2018-07-27,108.37557983398438
2018-07-30,108.80516815185547
2018-07-31,108.92794036865234
2018-08-01,111.17242431640625
2018-08-02,111.26009368896484
2018-08-03,111.05845642089844
2018-08-06,110.8480224609375
2018-08-07,110.33074188232422
2018-08-08,109.93619537353516
2018-08-09,110.20797729492188
2018-08-10,109.80467987060547
2018-08-13,109.63810729980469
2018-08-14,109.90989685058594
2018-08-15,109.92743682861328
2018-08-16,110.5586929321289
2018-08-17,110.94446563720703
2018-08-20,110.5586929321289
2018-08-21,111.35655975341797
2018-08-22,110.87433624267578
2018-08-23,110.68143463134766
2018-08-24,111.4792709350586
2018-08-27,111.35655975341797
2018-08-28,110.8480224609375
2018-08-29,110.5586929321289
2018-08-30,110.76036071777344
2018-08-31,108.30542755126953
2018-09-04,111.29518127441406
2018-09-05,110.0151138305664
2018-09-06,110.73403930664062
2018-09-07,111.2776107788086
2018-09-10,110.60255432128906
2018-09-11,111.3916244506836
2018-09-12,111.0496826171875
2018-09-13,111.99656677246094
2018-09-14,112.74180603027344
2018-09-17,113.21524047851562
2018-09-18,113.16265869140625
2018-09-19,113.03990173339844
2018-09-20,113.58351135253906
2018-09-21,112.8733139038086
2018-09-24,111.71601867675781
2018-09-25,110.94446563720703
2018-09-26,110.90940856933594
2018-09-27,110.90940856933594
2018-09-28,111.81241607666016
2018-10-01,110.07647705078125
2018-10-02,111.02337646484375
2018-10-03,110.29566192626953
2018-10-04,110.4534912109375
2018-10-05,109.41197204589844
2018-10-08,110.6300048828125
2018-10-09,111.10663604736328
2018-10-10,109.83563995361328
2018-10-11,107.9203109741211
2018-10-12,107.67314910888672
2018-10-15,106.99352264404297
2018-10-16,109.54436492919922
2018-10-17,110.49762725830078
2018-10-18,109.77384948730469
2018-10-19,111.62738800048828
2018-10-22,112.12166595458984
2018-10-23,108.97064971923828
2018-10-24,109.34136962890625
2018-10-25,111.29198455810547
2018-10-26,114.85786437988281
2018-10-29,113.93988800048828
2018-10-30,115.74050903320312
2018-10-31,114.46949768066406
2018-11-01,114.69900512695312
2018-11-02,114.45183563232422
2018-11-05,115.20208740234375
2018-11-06,116.00527954101562
2018-11-07,116.72903442382812
2018-11-08,117.97354888916016
2018-11-09,118.37958526611328
2018-11-12,117.59403228759766
2018-11-13,118.26484680175781
2018-11-14,117.57640075683594
2018-11-15,118.6355209350586
2018-11-16,118.70616149902344
2018-11-19,118.30897521972656
2018-11-20,117.57640075683594
2018-11-21,116.03175354003906
2018-11-23,117.2145004272461
2018-11-26,117.69112396240234
2018-11-27,118.6531982421875
2018-11-28,120.32140350341797
2018-11-29,121.17753601074219
2018-11-30,120.7891845703125
2018-12-03,120.5596923828125
2018-12-04,117.39102172851562
2018-12-06,117.11741638183594
2018-12-07,116.00527954101562
2018-12-10,115.20208740234375
2018-12-11,115.31682586669922
2018-12-12,115.21971130371094
2018-12-13,115.13148498535156
2018-12-14,116.0582275390625
2018-12-17,111.97160339355469
2018-12-18,113.20730590820312
2018-12-19,112.69539642333984
2018-12-20,112.3070297241211
2018-12-21,114.9549789428711
2018-12-24,110.01216125488281
2018-12-26,114.1252670288086
2018-12-27,116.58783721923828
2018-12-28,116.62313842773438
2018-12-31,117.66464233398438
2019-01-02,114.91962432861328
2019-01-03,117.05561065673828
2019-01-04,118.18539428710938
2019-01-07,118.88740539550781
2019-01-08,120.56685638427734
2019-01-09,121.41993713378906
2019-01-10,122.50404357910156
2019-01-11,122.77954864501953
2019-01-14,121.80206298828125
2019-01-15,123.64144134521484
2019-01-16,124.31684112548828
2019-01-17,123.90806579589844
2019-01-18,127.02706146240234
2019-01-22,125.56089782714844
2019-01-23,126.04963684082031
2019-01-24,126.28067016601562
2019-01-25,127.17816162109375
2019-01-28,127.20484161376953
2019-01-29,127.34700012207031
2019-01-30,129.0886688232422
2019-01-31,130.0750274658203
2019-02-01,135.07791137695312
2019-02-04,135.35340881347656
2019-02-05,135.92210388183594
2019-02-06,136.3841552734375
2019-02-07,138.7567596435547
2019-02-08,141.04937744140625
2019-02-11,140.6228485107422
2019-02-12,142.13348388671875
2019-02-13,144.50611877441406
2019-02-14,144.19508361816406
2019-02-15,146.87869262695312
2019-02-19,148.5226287841797
2019-02-20,149.02915954589844
2019-02-21,148.9580535888672
2019-02-22,157.3021240234375
2019-02-25,160.0834503173828
2019-02-26,164.19773864746094
2019-02-27,162.1094970703125
2019-02-28,158.36842346191406
2019-03-01,162.74928283691406
2019-03-04,164.36659240722656
2019-03-05,165.21963500976562
2019-03-06,163.93115234375
2019-03-07,160.78546142578125
2019-03-08,159.0704345703125
2019-03-11,159.84353637695312
2019-03-12,155.70260620117188
2019-03-13,156.78671264648438
2019-03-14,156.35130310058594
2019-03-15,153.9520263671875
2019-03-18,154.84066772460938
2019-03-19,152.77906799316406
2019-03-20,152.74356079101562
2019-03-21,156.19134521484375
2019-03-22,156.4490203857422
2019-03-25,154.6895751953125
2019-03-26,156.86666870117188
2019-03-27,156.8222198486328
2019-03-28,156.7067413330078
2019-03-29,158.63502502441406
2019-04-01,159.63917541503906
2019-04-02,157.6397705078125
2019-04-03,156.87562561035156
2019-04-04,155.9425506591797
2019-04-05,156.12115478515625
2019-04-08,154.78138732910156
2019-04-09,154.41519165039062
2019-04-10,155.4691162109375
2019-04-11,157.04116821289062
2019-04-12,158.63995361328125
2019-04-15,158.25587463378906
2019-04-16,161.1319580078125
2019-04-17,159.9618682861328
2019-04-18,160.7300567626953
2019-04-22,157.4609375
2019-04-23,161.685791015625
2019-04-24,160.57818603515625
2019-04-25,164.22244262695312
2019-04-26,164.66009521484375
2019-04-29,167.0538330078125
2019-04-30,169.09927368164062
2019-05-01,167.6076202392578
2019-05-02,167.84878540039062
2019-05-03,176.36985778808594
2019-05-06,178.2366180419922
2019-05-07,175.66421508789062
2019-05-08,176.92361450195312
2019-05-09,175.74459838867188
2019-05-10,177.29879760742188
2019-05-13,173.9403839111328
2019-05-14,175.40518188476562
2019-05-15,178.85293579101562
2019-05-16,180.6393280029297
2019-05-17,182.2113494873047
2019-05-20,183.3189239501953
2019-05-21,183.25631713867188
2019-05-22,184.43539428710938
2019-05-23,183.75653076171875
2019-05-24,179.5496368408203
2019-05-28,180.7465362548828
2019-05-29,182.78292846679688
2019-05-30,185.560791015625
2019-05-31,189.955322265625
2019-06-03,191.95606994628906
2019-06-04,195.9575958251953
2019-06-05,203.0405731201172
2019-06-06,205.19320678710938
2019-06-07,208.3997802734375
2019-06-10,212.83888244628906
2019-06-11,214.44662475585938
2019-06-12,222.19061279296875
2019-06-13,218.53750610351562
2019-06-14,220.8240509033203
2019-06-17,219.89515686035156
2019-06-18,221.9048309326172
2019-06-19,225.77235412597656
2019-06-20,227.2818603515625
2019-06-21,225.71871948242188
2019-06-24,226.45120239257812
2019-06-25,229.2200469970703
2019-06-26,223.2982177734375
2019-06-27,223.19998168945312
2019-06-28,227.12107849121094
2019-07-01,228.9074249267578
2019-07-02,231.32797241210938
2019-07-03,235.5885467529297
2019-07-05,236.72288513183594
2019-07-08,237.7893829345703
2019-07-09,237.73561096191406
2019-07-10,237.33233642578125
2019-07-11,237.0813446044922
2019-07-12,239.16961669921875
2019-07-15,237.6997833251953
2019-07-16,236.72288513183594
2019-07-17,235.93417358398438
2019-07-18,238.69464111328125
2019-07-19,236.33753967285156
2019-07-22,236.8304443359375
2019-07-23,238.39883422851562
2019-07-24,239.097900390625
2019-07-25,240.81869506835938
2019-07-26,211.0098876953125
2019-07-29,208.16883850097656
2019-07-30,201.7697296142578
2019-07-31,199.65457153320312
2019-08-01,198.1399383544922
2019-08-02,200.1743927001953
2019-08-05,190.8983154296875
2019-08-06,196.49087524414062
2019-08-07,196.55357360839844
2019-08-08,200.8644561767578
2019-08-09,199.28707885742188
2019-08-12,194.61773681640625
2019-08-13,199.7441864013672
2019-08-14,192.24264526367188
2019-08-15,195.94410705566406
2019-08-16,198.5611572265625
2019-08-19,200.24607849121094
2019-08-20,196.8493194580078
2019-08-21,198.6866455078125
2019-08-22,201.81448364257812
2019-08-23,192.54742431640625
2019-08-26,191.35543823242188
2019-08-27,190.62049865722656
2019-08-28,188.594970703125
2019-08-29,194.02621459960938
2019-08-30,196.55357360839844
2019-09-03,192.2247314453125
2019-09-04,195.48703002929688
2019-09-05,191.84832763671875
2019-09-06,193.7035369873047
2019-09-09,192.76251220703125
2019-09-10,182.32135009765625
2019-09-11,184.39163208007812
2019-09-12,184.83082580566406
2019-09-13,184.46336364746094
2019-09-16,184.80393981933594
2019-09-17,188.41574096679688
2019-09-18,184.22137451171875
2019-09-19,178.20762634277344
2019-09-20,170.4730987548828
2019-09-23,170.3924560546875
2019-09-24,171.13632202148438
2019-09-25,173.5113525390625
2019-09-26,169.87261962890625
2019-09-27,164.79095458984375
2019-09-30,166.38626098632812
2019-10-01,162.40701293945312
2019-10-02,159.02813720703125
2019-10-03,161.3494415283203
2019-10-04,163.57423400878906
2019-10-07,161.36744689941406
2019-10-08,161.36744689941406
2019-10-09,163.04281616210938
2019-10-10,164.52902221679688
2019-10-11,166.54666137695312
2019-10-14,164.27684020996094
2019-10-15,161.5205535888672
2019-10-16,163.5472412109375
2019-10-17,167.91575622558594
2019-10-18,168.67245483398438
2019-10-21,170.66302490234375
2019-10-22,167.87979125976562
2019-10-23,165.37576293945312
2019-10-24,164.32186889648438
2019-10-25,167.23121643066406
2019-10-28,165.97018432617188
2019-10-29,168.357177734375
2019-10-30,170.58204650878906
2019-10-31,165.9792022705078
2019-11-01,164.9343719482422
2019-11-04,162.7545928955078
2019-11-05,163.8174591064453
2019-11-06,159.27774047851562
2019-11-07,158.7372589111328
2019-11-08,162.22314453125
2019-11-11,162.8356170654297
2019-11-12,164.1417236328125
2019-11-13,164.24978637695312
2019-11-14,166.5016632080078
2019-11-15,159.4668426513672
2019-11-18,160.8810272216797
2019-11-19,159.69204711914062
2019-11-20,158.80931091308594
2019-11-21,154.04443359375
2019-11-22,156.01705932617188
2019-11-25,154.9091339111328
2019-11-26,155.88194274902344
2019-11-27,154.59390258789062
2019-11-29,152.49517822265625
2019-12-02,150.40541076660156
2019-12-03,150.91885375976562
2019-12-04,151.49533081054688
2019-12-05,150.9548797607422
2019-12-06,152.2879638671875
2019-12-09,151.8916778564453
2019-12-10,150.6576690673828
2019-12-11,155.242431640625
2019-12-12,151.98171997070312
2019-12-13,152.0447998046875
2019-12-16,155.06222534179688
2019-12-17,154.99923706054688
2019-12-18,152.1889190673828
2019-12-19,152.03573608398438
2019-12-20,152.83743286132812
2019-12-23,149.35154724121094
2019-12-24,150.97286987304688
2019-12-26,150.5946044921875
2019-12-27,149.91903686523438
2019-12-30,149.54974365234375
2019-12-31,149.522705078125
2020-01-02,148.74807739257812
2020-01-03,150.37841796875
2020-01-06,151.80535888671875
2020-01-07,150.61849975585938
2020-01-08,149.54037475585938
2020-01-09,150.77252197265625
2020-01-10,149.10552978515625
2020-01-13,150.0115203857422
2020-01-14,150.02963256835938
2020-01-15,150.66380310058594
2020-01-16,152.50289916992188
2020-01-17,153.55386352539062
2020-01-21,154.24240112304688
2020-01-22,151.8143768310547
2020-01-23,151.23460388183594
2020-01-24,151.58792114257812
2020-01-27,151.25270080566406
2020-01-28,151.97743225097656
2020-01-29,151.98655700683594
2020-01-30,152.93777465820312
2020-01-31,150.84498596191406
2020-02-03,151.26174926757812
2020-02-04,149.36827087402344
2020-02-05,148.8427734375
2020-02-06,149.23240661621094
2020-02-07,148.0273895263672
2020-02-10,145.87118530273438
2020-02-11,147.5562744140625
2020-02-12,145.65374755859375
2020-02-13,146.8586883544922
2020-02-14,148.18142700195312
2020-02-18,146.86776733398438
2020-02-19,146.8043212890625
2020-02-20,145.4816131591797
2020-02-21,144.0501708984375
2020-02-24,142.91769409179688
2020-02-25,142.17481994628906
2020-02-26,144.18606567382812
2020-02-27,140.19976806640625
2020-02-28,129.48207092285156
2020-03-02,137.00167846679688
2020-03-03,137.9529571533203
2020-03-04,140.58934020996094
2020-03-05,136.8929901123047
2020-03-06,137.1284942626953
2020-03-09,135.8873291015625
2020-03-10,140.65274047851562
2020-03-11,131.95538330078125
2020-03-12,122.5513687133789
2020-03-13,140.19976806640625
2020-03-16,132.38121032714844
2020-03-17,156.23550415039062
2020-03-18,154.6319580078125
2020-03-19,146.09768676757812
2020-03-20,160.7291717529297
2020-03-23,140.4443817138672
2020-03-24,138.5690155029297
2020-03-25,130.56924438476562
2020-03-26,149.67626953125
2020-03-27,147.65594482421875
2020-03-30,157.94781494140625
2020-03-31,134.3019256591797
2020-04-01,138.5690155029297
2020-04-02,146.24261474609375
2020-04-03,149.6012420654297
2020-04-06,155.2884979248047
2020-04-07,151.87071228027344
2020-04-08,153.78465270996094
2020-04-09,151.3785400390625
2020-04-13,153.1740264892578
2020-04-14,152.09854125976562
2020-04-15,148.07003784179688
2020-04-16,152.91879272460938
2020-04-17,161.1763153076172
2020-04-20,163.3637237548828
2020-04-21,161.69580078125
2020-04-22,161.34950256347656
2020-04-23,156.44601440429688
2020-04-24,157.96815490722656
2020-04-27,164.18402099609375
2020-04-28,165.4418182373047
2020-04-29,167.72943115234375
2020-04-30,162.2882537841797
2020-05-01,157.16607666015625
2020-05-04,160.96665954589844
2020-05-05,164.29336547851562
2020-05-06,166.2711944580078
2020-05-07,168.30364990234375
2020-05-08,153.78465270996094
2020-05-11,157.220703125
2020-05-12,155.54376220703125
2020-05-13,145.40866088867188
2020-05-14,147.9697723388672
2020-05-15,149.91110229492188
2020-05-18,154.6960906982422
2020-05-19,155.7989044189453
2020-05-20,157.14781188964844
2020-05-21,158.8522186279297
2020-05-22,156.93821716308594
2020-05-26,159.2258758544922
2020-05-27,155.8535919189453
2020-05-28,159.07093811035156
2020-05-29,164.27517700195312
2020-06-01,159.82740783691406
2020-06-02,164.4209747314453
2020-06-03,166.9182891845703
2020-06-04,164.87669372558594
2020-06-05,168.9234161376953
2020-06-08,173.1250762939453
2020-06-09,169.9077606201172
2020-06-10,169.7710723876953
2020-06-11,161.6685028076172
2020-06-12,161.9966278076172
2020-06-15,163.11766052246094
2020-06-16,163.5642547607422
2020-06-17,166.94564819335938
2020-06-18,164.5121307373047
2020-06-19,170.00799560546875
2020-06-22,167.40135192871094
2020-06-23,169.62521362304688
2020-06-24,167.16441345214844
2020-06-25,171.50279235839844
2020-06-26,169.57969665527344
2020-06-29,171.80349731445312
2020-06-30,174.90237426757812
2020-07-01,173.09774780273438
2020-07-02,173.3802947998047
2020-07-06,174.63075256347656
2020-07-07,173.57723999023438
2020-07-08,175.7849884033203
2020-07-09,172.7986297607422
2020-07-10,177.5621337890625
2020-07-13,175.88575744628906
2020-07-14,180.60353088378906
2020-07-15,183.7364959716797
2020-07-16,185.27549743652344
2020-07-17,186.6587677001953
2020-07-20,187.64810180664062
2020-07-21,188.77488708496094
2020-07-22,190.55203247070312
2020-07-23,190.37802124023438
2020-07-24,188.93980407714844
2020-07-27,192.759765625
2020-07-28,191.47727966308594
2020-07-29,192.37506103515625
2020-07-30,191.67880249023438
2020-07-31,192.48495483398438
2020-08-03,196.75387573242188
2020-08-04,195.65460205078125
2020-08-05,198.27455139160156
2020-08-06,198.82421875
2020-08-07,198.97079467773438
2020-08-10,198.62271118164062
2020-08-11,199.28219604492188
2020-08-12,197.9630584716797
2020-08-13,197.6149444580078
2020-08-14,199.08071899414062
2020-08-17,202.03956604003906
2020-08-18,203.65187072753906
2020-08-19,204.00917053222656
2020-08-20,202.6625213623047
2020-08-21,194.78431701660156
2020-08-24,191.54141235351562
2020-08-25,193.8224334716797
2020-08-26,188.25271606445312
2020-08-27,193.7216796875
2020-08-28,190.093994140625
2020-08-31,195.52633666992188
2020-09-01,195.57215881347656
2020-09-02,199.56619262695312
2020-09-03,196.7721710205078
2020-09-04,192.3201141357422
2020-09-08,193.35525512695312
2020-09-09,202.06710815429688
2020-09-10,201.80142211914062
2020-09-11,201.97549438476562
2020-09-14,205.45651245117188
2020-09-15,202.17701721191406
2020-09-16,203.0106658935547
2020-09-17,203.19386291503906
2020-09-18,201.90220642089844
2020-09-21,195.45306396484375
2020-09-22,191.0009307861328
2020-09-23,186.2465057373047
2020-09-24,185.5503387451172
2020-09-25,187.2725067138672
2020-09-28,190.99180603027344
2020-09-29,192.43917846679688
2020-09-30,192.63156127929688
2020-10-01,193.44683837890625
2020-10-02,196.24905395507812
2020-10-05,200.91488647460938
2020-10-06,201.1173553466797
2020-10-07,202.76466369628906
2020-10-08,203.64810180664062
2020-10-09,203.92422485351562
2020-10-12,209.77716064453125
2020-10-13,211.03794860839844
2020-10-14,209.09617614746094
2020-10-15,210.99191284179688
2020-10-16,210.74346923828125
2020-10-19,207.7433319091797
2020-10-20,207.01634216308594
2020-10-21,211.29562377929688
2020-10-22,212.1238555908203
2020-10-23,212.58399963378906
2020-10-26,210.75265502929688
2020-10-27,215.64854431152344
2020-10-28,216.04425048828125
2020-10-29,217.35104370117188
2020-10-30,214.304931640625
2020-11-02,217.12098693847656
2020-11-03,221.2162322998047
2020-11-04,219.86341857910156
2020-11-05,219.7621612548828
2020-11-06,217.6271514892578
2020-11-09,213.28341674804688
2020-11-10,219.07196044921875
2020-11-11,227.62135314941406
2020-11-12,218.8970947265625
2020-11-13,217.9952392578125
2020-11-16,225.70716857910156
2020-11-17,224.28994750976562
2020-11-18,223.3696746826172
2020-11-19,222.1272735595703
2020-11-20,221.8236083984375
2020-11-23,218.8970947265625
2020-11-24,212.2158966064453
2020-11-25,211.61770629882812
2020-11-27,208.51637268066406
2020-11-30,207.6237030029297
2020-12-01,207.06236267089844
2020-12-02,203.49163818359375
2020-12-03,201.9732208251953
2020-12-04,205.08372497558594
2020-12-07,203.51007080078125
2020-12-08,204.53158569335938
2020-12-09,209.41824340820312
2020-12-10,212.0870819091797
2020-12-11,214.7190704345703
2020-12-14,216.92770385742188
2020-12-15,222.55064392089844
2020-12-16,226.39736938476562
2020-12-17,227.93423461914062
2020-12-18,229.76193237304688
2020-12-21,230.522705078125
2020-12-22,231.9792938232422
2020-12-23,232.8699493408203
2020-12-24,225.67974853515625
2020-12-28,227.0157470703125
2020-12-29,224.60353088378906
2020-12-30,227.15492248535156
2020-12-31,227.8600311279297
2021-01-04,224.45468139648438
2021-01-05,226.24349975585938
2021-01-06,233.82748413085938
2021-01-07,239.939453125
2021-01-08,241.57923889160156
2021-01-11,239.5760955810547
2021-01-12,239.4456329345703
2021-01-13,236.47352600097656
2021-01-14,232.6908416748047
2021-01-15,230.96722412109375
2021-01-19,225.85220336914062
2021-01-20,226.0851593017578
2021-01-21,223.90493774414062
2021-01-22,220.29928588867188
2021-01-25,221.4546356201172
2021-01-26,219.85208129882812
2021-01-27,225.92674255371094
2021-01-28,229.09451293945312
2021-01-29,226.49508666992188
2021-02-01,229.11318969726562
2021-02-02,233.5293731689453
2021-02-03,232.06663513183594
2021-02-04,233.05419921875
2021-02-05,239.939453125
2021-02-08,241.0388641357422
2021-02-09,242.74383544921875
2021-02-10,239.9487762451172
2021-02-11,242.24072265625
2021-02-12,242.4922637939453
2021-02-16,238.72824096679688
2021-02-17,239.11024475097656
2021-02-18,238.27171325683594
2021-02-19,238.6630096435547
2021-02-22,236.50146484375
2021-02-23,235.86793518066406
2021-02-24,227.44540405273438
2021-02-25,229.04795837402344
2021-02-26,225.5634002685547
2021-03-01,231.38648986816406
2021-03-02,226.42982482910156
2021-03-03,225.9080810546875
2021-03-04,212.87368774414062
2021-03-05,218.51040649414062
2021-03-08,215.417236328125
2021-03-09,216.10667419433594
2021-03-10,216.00418090820312
2021-03-11,216.76817321777344
2021-03-12,214.3178253173828
2021-03-15,218.7154541015625
2021-03-16,218.98561096191406
2021-03-17,218.04461669921875
2021-03-18,213.58181762695312
2021-03-19,209.6220703125
2021-03-22,214.55072021484375
2021-03-23,210.9357452392578
2021-03-24,210.81463623046875
2021-03-25,209.0910186767578
2021-03-26,207.6469268798828
2021-03-29,209.08169555664062
2021-03-30,207.41397094726562
2021-03-31,205.8207550048828
2021-04-01,208.21524047851562
2021-04-05,208.6223907470703
2021-04-06,211.0935516357422
2021-04-07,207.98587036132812
2021-04-08,208.6879119873047
2021-04-09,207.3306884765625
2021-04-12,208.1918487548828
2021-04-13,208.7440948486328
2021-04-14,208.5756072998047
2021-04-15,209.7830810546875
2021-04-16,212.7689971923828
2021-04-19,210.4757537841797
2021-04-20,208.8751220703125
2021-04-21,212.8064422607422
2021-04-22,212.46949768066406
2021-04-23,214.37901306152344
2021-04-26,208.88449096679688
2021-04-27,208.46327209472656
2021-04-28,206.1325225830078
2021-04-29,206.23553466796875
2021-04-30,200.3291473388672
2021-05-03,202.8938751220703
2021-05-04,199.01870727539062
2021-05-05,197.87673950195312
2021-05-06,196.163818359375
2021-05-07,196.87521362304688
2021-05-10,195.28399658203125
2021-05-11,189.22784423828125
2021-05-12,187.98292541503906
2021-05-13,190.55702209472656
2021-05-14,190.79104614257812
2021-05-17,190.4259796142578
2021-05-18,188.60072326660156
2021-05-19,184.79104614257812
2021-05-20,186.0640411376953
2021-05-21,185.91429138183594
2021-05-24,184.13584899902344
2021-05-25,183.76144409179688
2021-05-26,182.75991821289062
2021-05-27,189.0406494140625
2021-05-28,188.2637481689453
2021-06-01,187.81443786621094
2021-06-02,186.50401306152344
2021-06-03,184.3511505126953
2021-06-04,182.41357421875
