,SNA
2015-02-26,117.94396209716797
2015-02-27,117.95999145507812
2015-03-02,118.8092041015625
2015-03-03,118.51278686523438
2015-03-04,118.13622283935547
2015-03-05,118.04808807373047
2015-03-06,116.44571685791016
2015-03-09,117.23886108398438
2015-03-10,114.93141174316406
2015-03-11,113.92996215820312
2015-03-12,115.65252685546875
2015-03-13,114.17029571533203
2015-03-16,115.55635833740234
2015-03-17,115.38813781738281
2015-03-18,116.95045471191406
2015-03-19,115.6765365600586
2015-03-20,115.12371826171875
2015-03-23,114.7391357421875
2015-03-24,114.38662719726562
2015-03-25,113.42520141601562
2015-03-26,113.92996215820312
2015-03-27,115.420166015625
2015-03-30,117.27094268798828
2015-03-31,117.82373809814453
2015-04-01,117.95999145507812
2015-04-02,118.41663360595703
2015-04-06,120.07508087158203
2015-04-07,118.85730743408203
2015-04-08,118.95341491699219
2015-04-09,118.28044128417969
2015-04-10,118.86528778076172
2015-04-13,117.9839859008789
2015-04-14,117.76769256591797
2015-04-15,118.64901733398438
2015-04-16,118.68101501464844
2015-04-17,117.1026840209961
2015-04-20,119.06562805175781
2015-04-21,118.93742370605469
2015-04-22,119.54637145996094
2015-04-23,122.3585205078125
2015-04-24,123.32798767089844
2015-04-27,122.63093566894531
2015-04-28,121.44515991210938
2015-04-29,120.52377319335938
2015-04-30,119.81876373291016
2015-05-01,121.57334899902344
2015-05-04,122.35052490234375
2015-05-05,121.2768783569336
2015-05-06,122.54277801513672
2015-05-07,123.26385498046875
2015-05-08,124.56982421875
2015-05-11,124.50568389892578
2015-05-12,124.58584594726562
2015-05-13,125.30693817138672
2015-05-14,126.26029205322266
2015-05-15,125.94782257080078
2015-05-18,125.59412384033203
2015-05-19,126.30155944824219
2015-05-20,125.87548828125
2015-05-21,126.80805969238281
2015-05-22,126.52669525146484
2015-05-26,125.26459503173828
2015-05-27,126.6231460571289
2015-05-28,126.06039428710938
2015-05-29,124.92687225341797
2015-06-01,124.66963958740234
2015-06-02,125.40922546386719
2015-06-03,125.94783782958984
2015-06-04,124.70984649658203
2015-06-05,125.39319610595703
2015-06-08,124.4284896850586
2015-06-09,124.38827514648438
2015-06-10,126.92060089111328
2015-06-11,127.00096130371094
2015-06-12,126.10867309570312
2015-06-15,125.74691009521484
2015-06-16,126.73571014404297
2015-06-17,127.00900268554688
2015-06-18,128.5284423828125
2015-06-19,128.6088104248047
2015-06-22,129.34030151367188
2015-06-23,129.0348358154297
2015-06-24,129.08311462402344
2015-06-25,129.002685546875
2015-06-26,130.38543701171875
2015-06-29,127.43515014648438
2015-06-30,128.02195739746094
2015-07-01,129.8307342529297
2015-07-02,129.25997924804688
2015-07-06,128.56051635742188
2015-07-07,129.30014038085938
2015-07-08,128.50428771972656
2015-07-09,128.18272399902344
2015-07-10,129.32427978515625
2015-07-13,130.71502685546875
2015-07-14,131.3179473876953
2015-07-15,130.71502685546875
2015-07-16,129.98348999023438
2015-07-17,130.70700073242188
2015-07-20,131.81639099121094
2015-07-21,130.67483520507812
2015-07-22,130.3372039794922
2015-07-23,130.2889862060547
2015-07-24,128.4158477783203
2015-07-27,126.28550720214844
2015-07-28,129.53330993652344
2015-07-29,132.01736450195312
2015-07-30,132.14596557617188
2015-07-31,132.48362731933594
2015-08-03,131.52696228027344
2015-08-04,133.11062622070312
2015-08-05,134.5657196044922
2015-08-06,133.351806640625
2015-08-07,133.5045928955078
2015-08-10,134.66217041015625
2015-08-11,132.75697326660156
2015-08-12,132.73280334472656
2015-08-13,133.87432861328125
2015-08-14,135.11236572265625
2015-08-17,136.26998901367188
2015-08-18,136.65594482421875
2015-08-19,136.24595642089844
2015-08-20,134.00302124023438
2015-08-21,129.777099609375
2015-08-24,124.40602111816406
2015-08-25,122.16400146484375
2015-08-26,125.55924987792969
2015-08-27,129.0754852294922
2015-08-28,128.9464111328125
2015-08-31,128.84970092773438
2015-09-01,124.55117797851562
2015-09-02,125.34154510498047
2015-09-03,126.94635009765625
2015-09-04,124.5189208984375
2015-09-08,128.82546997070312
2015-09-09,127.14801025390625
2015-09-10,127.13188934326172
2015-09-11,127.30924224853516
2015-09-14,127.35768127441406
2015-09-15,127.857666015625
2015-09-16,128.30126953125
2015-09-17,128.34962463378906
2015-09-18,125.47055053710938
2015-09-21,126.607666015625
2015-09-22,125.23662567138672
2015-09-23,124.0108413696289
2015-09-24,122.88176727294922
2015-09-25,123.97859191894531
2015-09-28,121.48658752441406
2015-09-29,120.08333587646484
2015-09-30,121.72855377197266
2015-10-01,120.6559066772461
2015-10-02,122.02690124511719
2015-10-05,125.14791870117188
2015-10-06,124.65602111816406
2015-10-07,126.8576889038086
2015-10-08,130.4223175048828
2015-10-09,130.5594024658203
2015-10-12,131.9384765625
2015-10-13,130.47874450683594
2015-10-14,128.18832397460938
2015-10-15,129.51902770996094
2015-10-16,129.01095581054688
2015-10-19,128.85772705078125
2015-10-20,128.5028533935547
2015-10-21,129.09963989257812
2015-10-22,132.34974670410156
2015-10-23,132.26101684570312
2015-10-26,130.93841552734375
2015-10-27,129.76095581054688
2015-10-28,132.93040466308594
2015-10-29,132.9062042236328
2015-10-30,133.78526306152344
2015-11-02,134.54339599609375
2015-11-03,135.3256072998047
2015-11-04,136.30148315429688
2015-11-05,136.6563262939453
2015-11-06,137.23696899414062
2015-11-09,136.5595245361328
2015-11-10,137.365966796875
2015-11-11,136.94659423828125
2015-11-12,134.54339599609375
2015-11-13,133.7771759033203
2015-11-16,133.79331970214844
2015-11-17,132.5029296875
2015-11-18,135.17236328125
2015-11-19,136.14822387695312
2015-11-20,136.5043487548828
2015-11-23,135.65444946289062
2015-11-24,136.9656982421875
2015-11-25,138.3173370361328
2015-11-27,139.02162170410156
2015-11-30,139.34530639648438
2015-12-01,140.4055938720703
2015-12-02,139.2077178955078
2015-12-03,138.001708984375
2015-12-04,140.68894958496094
2015-12-07,140.907470703125
2015-12-08,138.17982482910156
2015-12-09,137.13568115234375
2015-12-10,137.34608459472656
2015-12-11,135.27406311035156
2015-12-14,136.25344848632812
2015-12-15,136.6095428466797
2015-12-16,138.6168212890625
2015-12-17,137.96119689941406
2015-12-18,134.91795349121094
2015-12-21,136.35865783691406
2015-12-22,137.8317413330078
2015-12-23,139.5071563720703
2015-12-24,139.10250854492188
2015-12-28,139.29678344726562
2015-12-29,140.76181030273438
2015-12-30,139.55577087402344
2015-12-31,138.75442504882812
2016-01-04,136.40721130371094
2016-01-05,136.25344848632812
2016-01-06,135.8082733154297
2016-01-07,132.9349365234375
2016-01-08,131.54275512695312
2016-01-11,131.97169494628906
2016-01-12,133.4124755859375
2016-01-13,130.72525024414062
2016-01-14,131.9960479736328
2016-01-15,127.3177261352539
2016-01-19,126.20077514648438
2016-01-20,123.68353271484375
2016-01-21,121.82191467285156
2016-01-22,123.91825103759766
2016-01-25,124.18531799316406
2016-01-26,128.7422637939453
2016-01-27,127.96526336669922
2016-01-28,127.26103210449219
2016-01-29,130.7657470703125
2016-02-01,130.39341735839844
2016-02-02,125.09188842773438
2016-02-03,123.95067596435547
2016-02-04,117.4835433959961
2016-02-05,113.23423767089844
2016-02-08,109.60009002685547
2016-02-09,109.89956665039062
2016-02-10,114.41597747802734
2016-02-11,111.72068786621094
2016-02-12,113.32328796386719
2016-02-16,114.8369140625
2016-02-17,116.10762786865234
2016-02-18,117.28123474121094
2016-02-19,117.54025268554688
2016-02-22,119.296630859375
2016-02-23,117.4760513305664
2016-02-24,118.45948028564453
2016-02-25,117.4760513305664
2016-02-26,119.66238403320312
2016-02-29,117.58171081542969
2016-03-01,122.36074829101562
2016-03-02,122.57202911376953
2016-03-03,125.22166442871094
2016-03-04,125.19722747802734
2016-03-07,125.0590591430664
2016-03-08,123.5067138671875
2016-03-09,123.02716064453125
2016-03-10,122.20630645751953
2016-03-11,124.18940734863281
2016-03-14,125.24601745605469
2016-03-15,125.953125
2016-03-16,126.71708679199219
2016-03-17,126.79023742675781
2016-03-18,126.24573516845703
2016-03-21,128.4320068359375
2016-03-22,127.49736785888672
2016-03-23,126.63584899902344
2016-03-24,128.2857208251953
2016-03-28,128.49703979492188
2016-03-29,129.04969787597656
2016-03-30,128.8546600341797
2016-03-31,127.59487915039062
2016-04-01,129.42361450195312
2016-04-04,125.89617919921875
2016-04-05,124.88841247558594
2016-04-06,127.37542724609375
2016-04-07,126.2131576538086
2016-04-08,128.25320434570312
2016-04-11,126.92839813232422
2016-04-12,126.96089935302734
2016-04-13,129.64305114746094
2016-04-14,130.6183319091797
2016-04-15,130.72398376464844
2016-04-18,130.96780395507812
2016-04-19,131.3417510986328
2016-04-20,131.1222686767578
2016-04-21,130.2037811279297
2016-04-22,130.56954956054688
2016-04-25,131.39859008789062
2016-04-26,131.48802185058594
2016-04-27,132.21945190429688
2016-04-28,130.9434356689453
2016-04-29,129.45608520507812
2016-05-02,129.58615112304688
2016-05-03,127.19657897949219
2016-05-04,128.18008422851562
2016-05-05,128.78150939941406
2016-05-06,130.08193969726562
2016-05-09,129.58615112304688
2016-05-10,132.18698120117188
2016-05-11,132.3657684326172
2016-05-12,132.71527099609375
2016-05-13,131.34982299804688
2016-05-16,133.12977600097656
2016-05-17,133.32476806640625
2016-05-18,133.21868896484375
2016-05-19,131.9298553466797
2016-05-20,132.3214111328125
2016-05-23,132.29693603515625
2016-05-24,134.1079559326172
2016-05-25,132.70480346679688
2016-05-26,132.72117614746094
2016-05-27,132.60690307617188
2016-05-31,132.0113983154297
2016-06-01,133.3329620361328
2016-06-02,132.39480590820312
2016-06-03,129.7924346923828
2016-06-06,129.71090698242188
2016-06-07,130.1188201904297
2016-06-08,130.24118041992188
2016-06-09,130.81219482421875
2016-06-10,127.18193054199219
2016-06-13,125.55853271484375
2016-06-14,125.232177734375
2016-06-15,124.8569107055664
2016-06-16,125.21586608886719
2016-06-17,124.79166412353516
2016-06-20,125.79507446289062
2016-06-21,126.05611419677734
2016-06-22,124.29405212402344
2016-06-23,126.95350646972656
2016-06-24,122.47482299804688
2016-06-27,120.76163482666016
2016-06-28,123.39662170410156
2016-06-29,125.80323028564453
2016-06-30,128.7482452392578
2016-07-01,128.8950958251953
2016-07-05,126.4803237915039
2016-07-06,127.54082489013672
2016-07-07,128.283203125
2016-07-08,130.65716552734375
2016-07-11,131.6687469482422
2016-07-12,132.7292938232422
2016-07-13,132.4845428466797
2016-07-14,132.7292938232422
2016-07-15,132.4927520751953
2016-07-18,131.59530639648438
2016-07-19,130.5838165283203
2016-07-20,131.8482208251953
2016-07-21,127.2961196899414
2016-07-22,129.12350463867188
2016-07-25,129.01742553710938
2016-07-26,128.7237548828125
2016-07-27,127.22271728515625
2016-07-28,126.8148193359375
2016-07-29,128.218017578125
2016-08-01,128.1445770263672
2016-08-02,125.86848449707031
2016-08-03,125.87664794921875
2016-08-04,125.17509460449219
2016-08-05,127.58985900878906
2016-08-08,126.55374145507812
2016-08-09,127.32058715820312
2016-08-10,127.10848999023438
2016-08-11,127.91613006591797
2016-08-12,125.24031829833984
2016-08-15,125.3382339477539
2016-08-16,124.01665496826172
2016-08-17,125.18795013427734
2016-08-18,125.73670959472656
2016-08-19,126.07254791259766
2016-08-22,125.4827880859375
2016-08-23,126.75233459472656
2016-08-24,126.9735107421875
2016-08-25,127.23563385009766
2016-08-26,126.2199478149414
2016-08-29,127.06362915039062
2016-08-30,126.60494232177734
2016-08-31,125.55652618408203
2016-09-01,125.47466278076172
2016-09-02,125.8759536743164
2016-09-06,125.13060760498047
2016-09-07,123.94293975830078
2016-09-08,123.91015625
2016-09-09,120.83045959472656
2016-09-12,121.04338073730469
2016-09-13,120.20791625976562
2016-09-14,120.6174545288086
2016-09-15,121.63314056396484
2016-09-16,121.21537780761719
2016-09-19,122.33753967285156
2016-09-20,122.43582153320312
2016-09-21,122.77983093261719
2016-09-22,125.15513610839844
2016-09-23,124.32788848876953
2016-09-26,123.6644287109375
2016-09-27,123.63168334960938
2016-09-28,123.59072875976562
2016-09-29,122.20651245117188
2016-09-30,124.46715545654297
2016-10-03,123.41053009033203
2016-10-04,123.21392059326172
2016-10-05,123.82003784179688
2016-10-06,125.24527740478516
2016-10-07,123.09927368164062
2016-10-10,122.27200317382812
2016-10-11,120.15880584716797
2016-10-12,120.71575164794922
2016-10-13,119.56083679199219
2016-10-14,120.6748046875
2016-10-17,122.18190002441406
2016-10-18,122.50135803222656
2016-10-19,122.13276672363281
2016-10-20,130.28256225585938
2016-10-21,129.88121032714844
2016-10-24,130.8231658935547
2016-10-25,128.398681640625
2016-10-26,126.94075775146484
2016-10-27,125.91683959960938
2016-10-28,125.490966796875
2016-10-31,126.2199478149414
2016-11-01,124.58179473876953
2016-11-02,124.7947998046875
2016-11-03,125.11420440673828
2016-11-04,126.0397720336914
2016-11-07,129.2178192138672
2016-11-08,129.4716796875
2016-11-09,131.40472412109375
2016-11-10,136.4912109375
2016-11-11,136.3519744873047
2016-11-14,137.28573608398438
2016-11-15,138.0228729248047
2016-11-16,137.04408264160156
2016-11-17,137.81727600097656
2016-11-18,137.99819946289062
2016-11-21,138.63980102539062
2016-11-22,140.47409057617188
2016-11-23,139.15797424316406
2016-11-25,140.30953979492188
2016-11-28,138.49996948242188
2016-11-29,138.03109741210938
2016-11-30,137.5293731689453
2016-12-01,137.6198272705078
2016-12-02,137.58694458007812
2016-12-05,139.0346221923828
2016-12-06,139.51165771484375
2016-12-07,142.2178497314453
2016-12-08,142.472900390625
2016-12-09,144.9322967529297
2016-12-12,143.854736328125
2016-12-13,142.55508422851562
2016-12-14,141.1486053466797
2016-12-15,143.4681396484375
2016-12-16,141.4611053466797
2016-12-19,141.72433471679688
2016-12-20,143.4599151611328
2016-12-21,142.8101043701172
2016-12-22,142.1685028076172
2016-12-23,142.63739013671875
2016-12-27,143.10621643066406
2016-12-28,141.26373291015625
2016-12-29,141.60093688964844
2016-12-30,140.87709045410156
2017-01-03,140.77841186523438
2017-01-04,142.11093139648438
2017-01-05,141.23080444335938
2017-01-06,142.45639038085938
2017-01-09,143.11441040039062
2017-01-10,144.9898681640625
2017-01-11,145.92752075195312
2017-01-12,145.97689819335938
2017-01-13,145.6972198486328
2017-01-17,143.4681396484375
2017-01-18,144.10968017578125
2017-01-19,143.83827209472656
2017-01-20,143.81361389160156
2017-01-23,142.8347625732422
2017-01-24,145.90281677246094
2017-01-25,147.2436065673828
2017-01-26,148.07437133789062
2017-01-27,148.55967712402344
2017-01-30,149.27528381347656
2017-01-31,149.31639099121094
2017-02-01,148.3046875
2017-02-02,137.34837341308594
2017-02-03,139.65158081054688
2017-02-06,138.0640411376953
2017-02-07,137.2167510986328
2017-02-08,137.04408264160156
2017-02-09,138.76316833496094
2017-02-10,139.74205017089844
2017-02-13,141.36241149902344
2017-02-14,142.23431396484375
2017-02-15,144.2330780029297
2017-02-16,142.55508422851562
2017-02-17,141.94644165039062
2017-02-21,141.79840087890625
2017-02-22,141.22842407226562
2017-02-23,141.2615509033203
2017-02-24,141.53408813476562
2017-02-27,141.3193359375
2017-02-28,140.13821411132812
2017-03-01,142.76473999023438
2017-03-02,141.30279541015625
2017-03-03,140.8154754638672
2017-03-06,139.59310913085938
2017-03-07,139.1387939453125
2017-03-08,139.59310913085938
2017-03-09,139.0397186279297
2017-03-10,140.2786407470703
2017-03-13,141.03851318359375
2017-03-14,139.95651245117188
2017-03-15,142.26913452148438
2017-03-16,142.79779052734375
2017-03-17,142.78952026367188
2017-03-20,141.847900390625
2017-03-21,140.0391387939453
2017-03-22,138.0816192626953
2017-03-23,137.40432739257812
2017-03-24,136.71055603027344
2017-03-27,136.20669555664062
2017-03-28,138.55239868164062
2017-03-29,138.1559600830078
2017-03-30,139.01490783691406
2017-03-31,139.31224060058594
2017-04-03,138.11465454101562
2017-04-04,136.06629943847656
2017-04-05,134.74473571777344
2017-04-06,135.7937469482422
2017-04-07,135.76895141601562
2017-04-10,135.76072692871094
2017-04-11,136.43800354003906
2017-04-12,134.3235626220703
2017-04-13,133.2993621826172
2017-04-17,135.05039978027344
2017-04-18,134.8852081298828
2017-04-19,135.26513671875
2017-04-20,142.99600219726562
2017-04-21,144.7139434814453
2017-04-24,144.7552032470703
2017-04-25,144.45790100097656
2017-04-26,140.60073852539062
2017-04-27,140.67507934570312
2017-04-28,138.3706817626953
2017-05-01,138.33766174316406
2017-05-02,139.46095275878906
2017-05-03,138.13116455078125
2017-05-04,140.2125244140625
2017-05-05,140.78244018554688
2017-05-08,140.82374572753906
2017-05-09,140.98069763183594
2017-05-10,141.10455322265625
2017-05-11,141.5010528564453
2017-05-12,140.41075134277344
2017-05-15,141.17062377929688
2017-05-16,140.97242736816406
2017-05-17,136.16192626953125
2017-05-18,136.28631591796875
2017-05-19,137.43919372558594
2017-05-22,135.93798828125
2017-05-23,135.36569213867188
2017-05-24,134.50311279296875
2017-05-25,132.8692169189453
2017-05-26,133.292236328125
2017-05-30,132.41307067871094
2017-05-31,134.08009338378906
2017-06-01,135.55645751953125
2017-06-02,134.9842071533203
2017-06-05,135.2412872314453
2017-06-06,134.67726135253906
2017-06-07,133.4414825439453
2017-06-08,130.11563110351562
2017-06-09,130.63815307617188
2017-06-12,130.60498046875
2017-06-13,130.84552001953125
2017-06-14,130.2317657470703
2017-06-15,129.51844787597656
2017-06-16,131.01133728027344
2017-06-19,130.74595642089844
2017-06-20,129.70921325683594
2017-06-21,127.0965805053711
2017-06-22,128.3656005859375
2017-06-23,128.11683654785156
2017-06-26,129.4272003173828
2017-06-27,128.4734344482422
2017-06-28,129.31942749023438
2017-06-29,129.8087615966797
2017-06-30,131.0445556640625
2017-07-03,131.73294067382812
2017-07-05,130.18199157714844
2017-07-06,127.99239349365234
2017-07-07,129.37750244140625
2017-07-10,127.84310150146484
2017-07-11,127.29570770263672
2017-07-12,126.8478012084961
2017-07-13,127.95918273925781
2017-07-14,129.1700897216797
2017-07-17,131.89051818847656
2017-07-18,129.95803833007812
2017-07-19,130.8040313720703
2017-07-20,124.69139862060547
2017-07-21,124.4094009399414
2017-07-24,122.34417724609375
2017-07-25,124.35960388183594
2017-07-26,124.44257354736328
2017-07-27,128.4568328857422
2017-07-28,126.42479705810547
2017-07-31,127.8928451538086
2017-08-01,126.86434936523438
2017-08-02,126.8892822265625
2017-08-03,126.77316284179688
2017-08-04,126.69851684570312
2017-08-07,128.51487731933594
2017-08-08,127.91775512695312
2017-08-09,128.72227478027344
2017-08-10,126.70681762695312
2017-08-11,126.44970703125
2017-08-14,127.5279312133789
2017-08-15,125.67008972167969
2017-08-16,126.26170349121094
2017-08-17,124.01180267333984
2017-08-18,123.29517364501953
2017-08-21,118.07866668701172
2017-08-22,118.32868957519531
2017-08-23,117.92037963867188
2017-08-24,119.02027893066406
2017-08-25,120.75358581542969
2017-08-28,120.62860870361328
2017-08-29,121.4118881225586
2017-08-30,121.786865234375
2017-08-31,122.97016906738281
2017-09-01,121.67018127441406
2017-09-05,120.55361938476562
2017-09-06,121.4118881225586
2017-09-07,121.94518280029297
2017-09-08,122.4952163696289
2017-09-11,122.67017364501953
2017-09-12,124.47010803222656
2017-09-13,124.13682556152344
2017-09-14,122.5035171508789
2017-09-15,122.21184539794922
2017-09-18,122.21184539794922
2017-09-19,122.32853698730469
