,ADP
2014-06-13,55.03488540649414
2014-06-16,54.923160552978516
2014-06-17,54.62287521362305
2014-06-18,54.89521408081055
2014-06-19,54.79045486450195
2014-06-20,55.481815338134766
2014-06-23,55.321205139160156
2014-06-24,55.20948791503906
2014-06-25,55.3421630859375
2014-06-26,55.24440002441406
2014-06-27,55.502769470214844
2014-06-30,55.36309814453125
2014-07-01,56.1242790222168
2014-07-02,56.01953125
2014-07-03,56.277896881103516
2014-07-07,56.173160552978516
2014-07-08,56.19409942626953
2014-07-09,56.19409942626953
2014-07-10,55.970645904541016
2014-07-11,55.95667266845703
2014-07-14,56.10332489013672
2014-07-15,56.10332489013672
2014-07-16,56.21505355834961
2014-07-17,55.83795166015625
2014-07-18,56.585166931152344
2014-07-21,56.55024337768555
2014-07-22,57.039085388183594
2014-07-23,57.14381408691406
2014-07-24,57.56281280517578
2014-07-25,57.68851089477539
2014-07-28,57.604713439941406
2014-07-29,57.1717414855957
2014-07-30,57.367286682128906
2014-07-31,56.78068161010742
2014-08-01,56.94130325317383
2014-08-04,56.71086120605469
2014-08-05,56.201087951660156
2014-08-06,56.11729049682617
2014-08-07,55.914764404296875
2014-08-08,56.648006439208984
2014-08-11,56.80164337158203
2014-08-12,56.75276184082031
2014-08-13,57.262550354003906
2014-08-14,57.53487777709961
2014-08-15,57.45107650756836
2014-08-18,58.13545608520508
2014-08-19,58.261131286621094
2014-08-20,58.35890579223633
2014-08-21,58.582359313964844
2014-08-22,58.30303192138672
2014-08-25,58.39384841918945
2014-08-26,58.53348922729492
2014-08-27,58.42873001098633
2014-08-28,58.31001663208008
2014-08-29,58.29606628417969
2014-09-02,58.44269943237305
2014-09-03,58.505558013916016
2014-09-04,58.5265007019043
2014-09-05,58.89662551879883
2014-09-08,58.72202682495117
2014-09-09,58.386837005615234
2014-09-10,58.723968505859375
2014-09-11,58.435997009277344
2014-09-12,58.309566497802734
2014-09-15,58.61862564086914
2014-09-16,58.58348846435547
2014-09-17,58.5413703918457
2014-09-18,59.13132858276367
2014-09-19,58.91360092163086
2014-09-22,58.35874557495117
2014-09-23,58.021610260009766
2014-09-24,58.948753356933594
2014-09-25,57.84601974487305
2014-09-26,58.00758361816406
2014-09-29,58.162078857421875
2014-09-30,58.35170364379883
2014-10-01,57.13480758666992
2014-10-02,57.99879455566406
2014-10-03,59.87873458862305
2014-10-06,59.614742279052734
2014-10-07,58.81476593017578
2014-10-08,59.8227424621582
2014-10-09,58.550758361816406
2014-10-10,58.12678527832031
2014-10-13,57.55879211425781
2014-10-14,58.11079025268555
2014-10-15,57.42280197143555
2014-10-16,57.302791595458984
2014-10-17,58.14280319213867
2014-10-20,58.67876434326172
2014-10-21,59.84674835205078
2014-10-22,59.6867561340332
2014-10-23,60.350738525390625
2014-10-24,60.95873260498047
2014-10-27,61.174720764160156
2014-10-28,61.80671310424805
2014-10-29,62.334693908691406
2014-10-30,63.15868377685547
2014-10-31,65.422607421875
2014-11-03,65.39063262939453
2014-11-04,66.51859283447266
2014-11-05,67.4386215209961
2014-11-06,67.79854583740234
2014-11-07,67.50259399414062
2014-11-10,68.09456634521484
2014-11-11,67.95858001708984
2014-11-12,68.16656494140625
2014-11-13,68.32656860351562
2014-11-14,67.79854583740234
2014-11-17,67.87057495117188
2014-11-18,67.79854583740234
2014-11-19,67.41459655761719
2014-11-20,67.2945785522461
2014-11-21,67.31060791015625
2014-11-24,67.83058166503906
2014-11-25,67.61457824707031
2014-11-26,67.88658142089844
2014-11-28,68.51055908203125
2014-12-01,68.85456848144531
2014-12-02,68.63855743408203
2014-12-03,68.75056457519531
2014-12-04,68.8465576171875
2014-12-05,68.65457153320312
2014-12-08,68.4705581665039
2014-12-09,68.20658111572266
2014-12-10,67.69161987304688
2014-12-11,68.06977844238281
2014-12-12,66.3801040649414
2014-12-15,66.60540771484375
2014-12-16,66.71003723144531
2014-12-17,68.1422119140625
2014-12-18,68.93875885009766
2014-12-19,68.15830993652344
2014-12-22,68.95484924316406
2014-12-23,68.52841186523438
2014-12-24,68.58472442626953
2014-12-26,68.55254364013672
2014-12-29,68.28703308105469
2014-12-30,67.67555236816406
2014-12-31,67.08010864257812
2015-01-02,67.01573944091797
2015-01-05,66.96749877929688
2015-01-06,66.41229248046875
2015-01-07,66.99163055419922
2015-01-08,68.52841186523438
2015-01-09,68.03761291503906
2015-01-12,67.70772552490234
2015-01-13,67.57093048095703
2015-01-14,67.37784576416016
2015-01-15,67.34564971923828
2015-01-16,68.045654296875
2015-01-20,68.36749267578125
2015-01-21,68.03761291503906
2015-01-22,69.68706512451172
2015-01-23,69.8801498413086
2015-01-26,69.65486907958984
2015-01-27,68.8985366821289
2015-01-28,68.01347351074219
2015-01-29,67.86865997314453
2015-01-30,66.4042739868164
2015-02-02,67.13644409179688
2015-02-03,68.50428771972656
2015-02-04,69.66292572021484
2015-02-05,70.13762664794922
2015-02-06,69.55029296875
2015-02-09,69.20427703857422
2015-02-10,69.61460876464844
2015-02-11,69.85602569580078
2015-02-12,70.60431671142578
2015-02-13,71.40892028808594
2015-02-17,70.0893325805664
2015-02-18,70.47555541992188
2015-02-19,70.58821868896484
2015-02-20,71.36063385009766
2015-02-23,71.74683380126953
2015-02-24,71.81925964355469
2015-02-25,71.6664047241211
2015-02-26,71.4813232421875
2015-02-27,71.4813232421875
2015-03-02,72.55950164794922
2015-03-03,71.36868286132812
2015-03-04,69.66292572021484
2015-03-05,69.79969787597656
2015-03-06,69.19623565673828
2015-03-09,69.87211608886719
2015-03-10,68.51232147216797
2015-03-11,68.77938079833984
2015-03-12,69.91234588623047
2015-03-13,69.49961853027344
2015-03-16,70.68923950195312
2015-03-17,70.11466979980469
