,CPT
2014-06-27,47.559268951416016
2014-06-30,47.72697067260742
2014-07-01,47.861114501953125
2014-07-02,47.659889221191406
2014-07-03,47.37146759033203
2014-07-07,47.5123176574707
2014-07-08,47.827579498291016
2014-07-09,47.941619873046875
2014-07-10,48.062374114990234
2014-07-11,48.27701187133789
2014-07-14,48.397762298583984
2014-07-15,48.639244079589844
2014-07-16,48.746559143066406
2014-07-17,48.59228515625
2014-07-18,49.068546295166016
2014-07-21,48.98805618286133
2014-07-22,49.068546295166016
2014-07-23,49.35028839111328
2014-07-24,49.417362213134766
2014-07-25,48.98134231567383
2014-07-28,49.571651458740234
2014-07-29,49.38382339477539
2014-07-30,49.585052490234375
2014-07-31,48.53862762451172
2014-08-01,48.61911392211914
2014-08-04,49.1490478515625
2014-08-05,48.88072967529297
2014-08-06,48.41788101196289
2014-08-07,48.55875778198242
2014-08-08,48.93440246582031
2014-08-11,49.21611022949219
2014-08-12,49.2899055480957
2014-08-13,49.95401382446289
2014-08-14,49.611900329589844
2014-08-15,49.53810501098633
2014-08-18,50.10158157348633
2014-08-19,50.1351203918457
2014-08-20,50.336360931396484
2014-08-21,50.0948600769043
2014-08-22,49.64544677734375
2014-08-25,49.67897415161133
2014-08-26,49.84666442871094
2014-08-27,49.739341735839844
2014-08-28,49.6856803894043
2014-08-29,50.20219039916992
2014-09-02,50.336360931396484
2014-09-03,50.58454132080078
2014-09-04,50.20219039916992
2014-09-05,50.651615142822266
2014-09-08,50.63821029663086
2014-09-09,50.34975051879883
2014-09-10,49.01490020751953
2014-09-11,49.02159118652344
2014-09-12,47.706844329833984
2014-09-15,46.74089813232422
2014-09-16,46.841522216796875
2014-09-17,46.841522216796875
2014-09-18,46.150604248046875
2014-09-19,46.338436126708984
2014-09-22,46.07011032104492
2014-09-23,45.84873962402344
2014-09-24,45.587127685546875
2014-09-25,45.49993133544922
2014-09-26,46.217960357666016
2014-09-29,46.2924690246582
2014-09-30,46.42117691040039
2014-10-01,46.502471923828125
2014-10-02,46.50924301147461
2014-10-03,46.38053512573242
2014-10-06,46.52956771850586
2014-10-07,46.50924301147461
2014-10-08,47.62691116333008
2014-10-09,47.68111801147461
2014-10-10,47.640464782714844
2014-10-13,47.782718658447266
2014-10-14,48.73784637451172
2014-10-15,48.54814910888672
2014-10-16,48.405914306640625
2014-10-17,48.1823616027832
2014-10-20,49.23232650756836
2014-10-21,49.76746368408203
2014-10-22,49.92325210571289
2014-10-23,50.519351959228516
2014-10-24,50.11293029785156
2014-10-27,50.58708953857422
2014-10-28,50.75644302368164
2014-10-29,50.96642303466797
2014-10-30,51.2577018737793
2014-10-31,51.935089111328125
2014-11-03,52.74795150756836
2014-11-04,52.38216781616211
2014-11-05,52.02314758300781
2014-11-06,51.42705154418945
2014-11-07,51.17642593383789
2014-11-10,51.989280700683594
2014-11-11,51.60317611694336
2014-11-12,51.183189392089844
2014-11-13,51.48123550415039
2014-11-14,50.75644302368164
2014-11-17,51.08156967163086
2014-11-18,51.183189392089844
2014-11-19,50.60062789916992
2014-11-20,50.810638427734375
2014-11-21,51.264469146728516
2014-11-24,51.535423278808594
2014-11-25,51.58961868286133
2014-11-26,52.00960159301758
2014-11-28,51.94184875488281
2014-12-01,50.045188903808594
2014-12-02,49.93680191040039
2014-12-03,49.44908905029297
2014-12-04,50.404197692871094
2014-12-05,50.471927642822266
2014-12-08,50.695472717285156
2014-12-09,50.60062789916992
2014-12-10,50.695472717285156
2014-12-11,50.32290267944336
2014-12-12,49.543922424316406
2014-12-15,49.4892463684082
2014-12-16,49.93353271484375
2014-12-17,51.047733306884766
2014-12-18,51.19811248779297
2014-12-19,51.30747604370117
2014-12-22,52.25762939453125
2014-12-23,51.950016021728516
2014-12-24,51.56722640991211
2014-12-26,51.649269104003906
2014-12-29,51.77229309082031
2014-12-30,51.2391242980957
2014-12-31,50.47355651855469
2015-01-02,51.437355041503906
2015-01-05,51.232295989990234
2015-01-06,51.690269470214844
2015-01-07,53.112056732177734
2015-01-08,52.558380126953125
2015-01-09,53.08474349975586
2015-01-12,53.80928039550781
2015-01-13,52.90017318725586
2015-01-14,53.3171272277832
2015-01-15,53.898155212402344
2015-01-16,54.21257781982422
2015-01-20,53.720428466796875
2015-01-21,54.26727294921875
2015-01-22,54.820953369140625
2015-01-23,54.47235107421875
2015-01-26,55.3130989074707
2015-01-27,55.210567474365234
2015-01-28,54.58854293823242
2015-01-29,54.26727294921875
2015-01-30,52.667762756347656
2015-02-02,52.40801239013672
2015-02-03,53.0095329284668
2015-02-04,52.62675857543945
2015-02-05,52.81129837036133
2015-02-06,51.3963508605957
2015-02-09,51.2869758605957
2015-02-10,51.3826789855957
2015-02-11,51.259639739990234
2015-02-12,52.13459014892578
2015-02-13,51.4305305480957
2015-02-17,51.3006477355957
2015-02-18,51.82699966430664
2015-02-19,50.829002380371094
2015-02-20,51.72443771362305
2015-02-23,51.437355041503906
2015-02-24,50.10444641113281
2015-02-25,49.810516357421875
2015-02-26,49.46873092651367
2015-02-27,49.75581359863281
2015-03-02,49.98139190673828
2015-03-03,49.98823165893555
2015-03-04,49.63961410522461
2015-03-05,50.28215408325195
2015-03-06,50.08393096923828
2015-03-09,51.047733306884766
2015-03-10,51.471534729003906
2015-03-11,51.047733306884766
2015-03-12,51.697113037109375
2015-03-13,51.697113037109375
2015-03-16,52.39433288574219
2015-03-17,52.387508392333984
2015-03-18,53.276123046875
2015-03-19,53.22142028808594
2015-03-20,55.101200103759766
2015-03-23,55.00550842285156
2015-03-24,54.410823822021484
2015-03-25,53.604225158691406
2015-03-26,53.337646484375
2015-03-27,53.44111633300781
2015-03-30,54.303279876708984
2015-03-31,53.889434814453125
2015-04-01,53.54457473754883
2015-04-02,54.158424377441406
2015-04-06,54.56538391113281
2015-04-07,54.14462661743164
2015-04-08,54.40674591064453
2015-04-09,52.93758773803711
2015-04-10,52.85482406616211
2015-04-13,52.43408203125
2015-04-14,52.84791946411133
2015-04-15,52.31680679321289
2015-04-16,52.6134033203125
2015-04-17,52.39958572387695
2015-04-20,52.4478759765625
2015-04-21,52.93758773803711
2015-04-22,53.45488739013672
2015-04-23,53.41352081298828
2015-04-24,53.2962532043457
2015-04-27,53.558353424072266
2015-04-28,53.42041778564453
2015-04-29,52.6134033203125
2015-04-30,51.78571701049805
2015-05-01,51.70984649658203
2015-05-04,52.075408935546875
2015-05-05,50.65454864501953
2015-05-06,50.94424057006836
2015-05-07,51.771915435791016
2015-05-08,52.25473403930664
2015-05-11,51.39255142211914
2015-05-12,51.689170837402344
2015-05-13,51.013221740722656
2015-05-14,51.7650260925293
2015-05-15,52.523746490478516
2015-05-18,51.98573684692383
2015-05-19,52.296142578125
2015-05-20,52.33061599731445
2015-05-21,52.13748550415039
2015-05-22,52.09610366821289
2015-05-26,51.689170837402344
2015-05-27,52.24094772338867
2015-05-28,52.44097137451172
2015-05-29,51.71674346923828
2015-06-01,52.420291900634766
2015-06-02,51.71674346923828
2015-06-03,50.78558349609375
2015-06-04,50.79248046875
2015-06-05,50.751102447509766
2015-06-08,50.74421310424805
2015-06-09,50.37175369262695
2015-06-10,50.88216781616211
2015-06-11,51.53741455078125
2015-06-12,51.840911865234375
2015-06-15,51.578792572021484
2015-06-16,52.2823371887207
2015-06-17,52.5306396484375
2015-06-18,53.61353302001953
2015-06-19,52.97897720336914
2015-06-22,52.62720489501953
2015-06-23,52.089202880859375
2015-06-24,51.75812911987305
2015-06-25,51.530517578125
2015-06-26,52.04575729370117
2015-06-29,51.59318923950195
2015-06-30,51.71849822998047
2015-07-01,52.83251953125
2015-07-02,53.180660247802734
2015-07-06,53.333831787109375
2015-07-07,53.7307014465332
2015-07-08,53.52878189086914
2015-07-09,53.75856399536133
2015-07-10,54.00224304199219
2015-07-13,53.995304107666016
2015-07-14,54.21113204956055
2015-07-15,54.315589904785156
2015-07-16,54.559288024902344
2015-07-17,54.61497497558594
2015-07-20,54.92829132080078
2015-07-21,54.62193298339844
2015-07-22,54.94917297363281
2015-07-23,54.48963928222656
2015-07-24,54.963111877441406
2015-07-27,54.94917297363281
2015-07-28,54.74029541015625
2015-07-29,54.74029541015625
2015-07-30,54.795997619628906
2015-07-31,55.443511962890625
2015-08-03,55.52707290649414
2015-08-04,55.12324142456055
2015-08-05,54.90043258666992
2015-08-06,55.004886627197266
2015-08-07,55.43655014038086
2015-08-10,55.51314926147461
2015-08-11,55.603660583496094
2015-08-12,55.76381301879883
2015-08-13,55.701133728027344
2015-08-14,55.784698486328125
2015-08-17,56.22332763671875
2015-08-18,56.592342376708984
2015-08-19,55.84735870361328
2015-08-20,55.004886627197266
2015-08-21,53.932621002197266
2015-08-24,50.66019058227539
2015-08-25,49.76200485229492
2015-08-26,50.40952682495117
2015-08-27,51.349491119384766
2015-08-28,51.4957160949707
2015-08-31,50.15190887451172
2015-09-01,49.267662048339844
2015-09-02,49.5252799987793
2015-09-03,49.49742126464844
2015-09-04,48.37643814086914
2015-09-08,49.28157043457031
2015-09-09,48.35554504394531
2015-09-10,48.59922790527344
2015-09-11,49.24677658081055
2015-09-14,49.1144905090332
2015-09-15,49.824668884277344
2015-09-16,50.360801696777344
2015-09-17,50.6184196472168
2015-09-18,50.74373245239258
2015-09-21,50.97350311279297
2015-09-22,50.555755615234375
2015-09-23,50.896915435791016
2015-09-24,50.18674087524414
2015-09-25,50.42344665527344
2015-09-28,50.050846099853516
2015-09-29,51.513206481933594
2015-09-30,51.95613098144531
2015-10-01,52.11079025268555
2015-10-02,52.483421325683594
2015-10-05,52.97555160522461
2015-10-06,52.58888244628906
2015-10-07,53.48175811767578
2015-10-08,54.09343719482422
2015-10-09,53.9949951171875
2015-10-12,54.381690979003906
2015-10-13,54.03717803955078
2015-10-14,53.650508880615234
2015-10-15,54.43090057373047
2015-10-16,54.57151794433594
2015-10-19,55.569862365722656
2015-10-20,55.365962982177734
2015-10-21,55.23237991333008
2015-10-22,55.50657272338867
2015-10-23,54.916019439697266
2015-10-26,54.52931594848633
2015-10-27,54.54338073730469
2015-10-28,53.93172836303711
2015-10-29,53.69971466064453
2015-10-30,51.87879943847656
2015-11-02,53.474735260009766
2015-11-03,53.348182678222656
2015-11-04,53.06694793701172
2015-11-05,53.671592712402344
2015-11-06,52.019405364990234
2015-11-09,51.71709060668945
2015-11-10,52.83495330810547
2015-11-11,53.13022994995117
2015-11-12,52.715431213378906
2015-11-13,52.26546096801758
2015-11-16,52.88417053222656
2015-11-17,53.15132141113281
2015-11-18,53.249759674072266
2015-11-19,53.460693359375
2015-11-20,53.748924255371094
2015-11-23,53.79815673828125
2015-11-24,53.41850662231445
2015-11-25,54.01609420776367
2015-11-27,54.64181900024414
2015-11-30,53.69971466064453
2015-12-01,54.81757736206055
2015-12-02,53.917659759521484
2015-12-03,52.92634963989258
2015-12-04,54.40981674194336
2015-12-07,53.57315444946289
2015-12-08,53.72783660888672
2015-12-09,53.249759674072266
2015-12-10,52.45529556274414
2015-12-11,52.65919876098633
2015-12-14,52.54668426513672
2015-12-15,52.90863800048828
2015-12-16,53.67511749267578
2015-12-17,53.46222686767578
2015-12-18,53.00090789794922
2015-12-21,53.845462799072266
2015-12-22,53.61837387084961
2015-12-23,54.42741012573242
2015-12-24,54.18611526489258
2015-12-28,54.54098129272461
2015-12-29,54.9668083190918
2015-12-30,54.93842697143555
2015-12-31,54.47710418701172
2016-01-04,53.788692474365234
2016-01-05,54.789371490478516
2016-01-06,54.597747802734375
2016-01-07,53.866756439208984
2016-01-08,52.93703842163086
2016-01-11,53.220916748046875
2016-01-12,52.94413375854492
2016-01-13,52.383460998535156
2016-01-14,51.92216110229492
2016-01-15,51.26922607421875
2016-01-19,52.02859878540039
2016-01-20,50.06982421875
2016-01-21,50.098201751708984
2016-01-22,51.205360412597656
2016-01-25,50.850494384765625
2016-01-26,52.362186431884766
2016-01-27,52.29120635986328
2016-01-28,52.31959533691406
2016-01-29,54.150630950927734
2016-02-01,54.10805130004883
2016-02-02,53.64673614501953
2016-02-03,54.35643768310547
2016-02-04,54.8106689453125
2016-02-05,52.46863555908203
2016-02-08,51.54600143432617
2016-02-09,51.56019592285156
2016-02-10,51.53892135620117
2016-02-11,50.665977478027344
2016-02-12,50.893089294433594
2016-02-16,52.22024917602539
2016-02-17,52.09959411621094
2016-02-18,52.29120635986328
2016-02-19,52.40475845336914
2016-02-22,52.89445114135742
2016-02-23,52.75251007080078
2016-02-24,52.397666931152344
2016-02-25,52.70282745361328
2016-02-26,52.7170295715332
2016-02-29,53.04348373413086
2016-03-01,54.47710418701172
2016-03-02,55.66231155395508
2016-03-03,56.22298049926758
2016-03-04,56.166194915771484
2016-03-07,56.109432220458984
2016-03-08,56.102333068847656
2016-03-09,56.22298049926758
2016-03-10,55.88941192626953
2016-03-11,56.20168685913086
2016-03-14,56.32235336303711
2016-03-15,56.59911346435547
2016-03-16,56.90431594848633
2016-03-17,58.13920211791992
2016-03-18,58.458553314208984
2016-03-21,58.00434494018555
2016-03-22,58.266944885253906
2016-03-23,58.21015930175781
2016-03-24,57.876590728759766
2016-03-28,58.38758850097656
2016-03-29,59.805728912353516
2016-03-30,59.8200569152832
2016-03-31,60.22829055786133
2016-04-01,60.042118072509766
2016-04-04,60.21400451660156
2016-04-05,59.42613983154297
2016-04-06,59.74843978881836
2016-04-07,59.21841812133789
2016-04-08,59.37599182128906
2016-04-11,58.967750549316406
2016-04-12,59.096683502197266
2016-04-13,58.65977096557617
2016-04-14,57.3562126159668
2016-04-15,58.60244369506836
2016-04-18,58.853126525878906
2016-04-19,58.881778717041016
2016-04-20,57.84325408935547
2016-04-21,57.3776969909668
2016-04-22,58.244361877441406
2016-04-25,59.13962936401367
2016-04-26,59.189788818359375
2016-04-27,58.76003646850586
2016-04-28,58.92477035522461
2016-04-29,57.82175827026367
2016-05-02,58.94625473022461
2016-05-03,58.50218200683594
2016-05-04,59.6195068359375
2016-05-05,60.199668884277344
2016-05-06,61.3599739074707
2016-05-09,61.68944549560547
2016-05-10,61.925804138183594
2016-05-11,61.288333892822266
2016-05-12,62.04755783081055
2016-05-13,61.560523986816406
2016-05-16,62.16931915283203
2016-05-17,61.45310592651367
2016-05-18,61.109291076660156
2016-05-19,59.89885330200195
2016-05-20,60.52912521362305
2016-05-23,60.285614013671875
2016-05-24,60.90873336791992
2016-05-25,60.64372634887695
2016-05-26,60.80129623413086
2016-05-27,61.04481506347656
2016-05-31,61.030513763427734
2016-06-01,60.23548889160156
2016-06-02,60.156681060791016
2016-06-03,58.77434539794922
2016-06-06,57.542415618896484
2016-06-07,58.1082649230957
2016-06-08,57.699989318847656
2016-06-09,57.87906265258789
2016-06-10,57.87906265258789
2016-06-13,58.45204544067383
2016-06-14,58.61676025390625
2016-06-15,59.590858459472656
2016-06-16,60.0349235534668
2016-06-17,59.41181564331055
2016-06-20,59.762760162353516
2016-06-21,59.75558853149414
2016-06-22,60.32858657836914
2016-06-23,60.91592025756836
2016-06-24,60.51481628417969
2016-06-27,61.109291076660156
2016-06-28,61.969173431396484
2016-06-29,63.00969696044922
2016-06-30,63.891231536865234
2016-07-01,64.17305755615234
2016-07-05,64.9173355102539
2016-07-06,65.02570343017578
2016-07-07,64.85228729248047
2016-07-08,65.14856719970703
2016-07-11,65.24248504638672
2016-07-12,64.9678955078125
2016-07-13,65.13410186767578
2016-07-14,63.862342834472656
2016-07-15,63.349300384521484
2016-07-18,63.52994155883789
2016-07-19,64.07913970947266
2016-07-20,64.23085021972656
2016-07-21,64.70777893066406
2016-07-22,64.72943878173828
2016-07-25,64.44763946533203
2016-07-26,63.573307037353516
2016-07-27,62.402706146240234
2016-07-28,62.7278938293457
2016-07-29,64.73666381835938
2016-08-01,64.72224426269531
2016-08-02,63.47214126586914
2016-08-03,62.85797119140625
2016-08-04,62.222068786621094
2016-08-05,62.30877685546875
2016-08-08,62.98801040649414
2016-08-09,63.1903190612793
2016-08-10,62.60506057739258
2016-08-11,62.120914459228516
2016-08-12,62.65561294555664
2016-08-15,63.93460464477539
2016-08-16,62.57614517211914
2016-08-17,62.85797119140625
2016-08-18,62.800132751464844
2016-08-19,62.409942626953125
2016-08-22,62.59061050415039
2016-08-23,62.59061050415039
2016-08-24,62.019752502441406
2016-08-25,62.57614517211914
2016-08-26,62.27267074584961
2016-08-29,63.00969696044922
2016-08-30,63.053077697753906
2016-08-31,63.42155838012695
2016-09-01,64.26698303222656
2016-09-02,64.73666381835938
2016-09-06,65.06184387207031
2016-09-07,65.51708221435547
2016-09-08,63.94903564453125
2016-09-09,61.629547119140625
2016-09-12,62.72065734863281
2016-09-13,60.47341537475586
2016-09-14,61.058692932128906
2016-09-15,61.36943054199219
2016-09-16,61.23212814331055
2016-09-19,63.16144561767578
2016-09-20,63.370994567871094
2016-09-21,63.86458969116211
2016-09-22,65.22389221191406
2016-09-23,65.67192840576172
2016-09-26,66.28704071044922
2016-09-27,65.81622314453125
2016-09-28,66.20687103271484
2016-09-29,64.97357177734375
2016-09-30,64.14631652832031
2016-10-03,62.75217056274414
2016-10-04,62.047420501708984
2016-10-05,60.33919143676758
2016-10-06,59.66511535644531
2016-10-07,59.366336822509766
2016-10-10,59.78766632080078
2016-10-11,58.84546661376953
2016-10-12,59.32039260864258
2016-10-13,59.619136810302734
2016-10-14,59.619136810302734
2016-10-17,59.68809127807617
2016-10-18,59.73405075073242
2016-10-19,60.12470626831055
2016-10-20,60.09407424926758
2016-10-21,60.3238525390625
2016-10-24,60.69155502319336
2016-10-25,60.69921875
2016-10-26,60.97496795654297
2016-10-27,59.412315368652344
2016-10-28,60.791133880615234
2016-10-31,62.38444900512695
2016-11-01,61.66440963745117
2016-11-02,61.8405876159668
2016-11-03,62.23890686035156
2016-11-04,62.62194061279297
2016-11-07,62.32316589355469
2016-11-08,62.958988189697266
2016-11-09,61.32734680175781
2016-11-10,59.48892593383789
2016-11-11,59.29742431640625
2016-11-14,60.071083068847656
2016-11-15,58.5696907043457
2016-11-16,59.259098052978516
2016-11-17,58.600337982177734
2016-11-18,58.255645751953125
2016-11-21,58.217323303222656
2016-11-22,59.534889221191406
2016-11-23,59.534889221191406
2016-11-25,60.00981521606445
2016-11-28,60.2932243347168
2016-11-29,60.714542388916016
2016-11-30,60.2932243347168
2016-12-01,60.1170654296875
2016-12-02,60.33919143676758
2016-12-05,60.19365692138672
2016-12-06,59.619136810302734
2016-12-07,59.95619201660156
2016-12-08,60.806453704833984
2016-12-09,60.98264694213867
2016-12-12,62.00144577026367
2016-12-13,62.307857513427734
2016-12-14,61.704795837402344
2016-12-15,61.93674850463867
2016-12-16,63.26655197143555
2016-12-19,63.65312194824219
2016-12-20,63.885074615478516
2016-12-21,62.92636489868164
2016-12-22,63.99333190917969
2016-12-23,64.31029510498047
2016-12-27,64.19434356689453
2016-12-28,63.93146514892578
2016-12-29,64.40309143066406
2016-12-30,64.99840545654297
2017-01-03,64.99068450927734
2017-01-04,65.93389892578125
2017-01-05,65.87205505371094
2017-01-06,65.56278991699219
2017-01-09,64.95203399658203
2017-01-10,63.93146514892578
2017-01-11,63.56806945800781
2017-01-12,63.459842681884766
2017-01-13,63.367069244384766
2017-01-17,63.85417175292969
2017-01-18,64.078369140625
2017-01-19,63.85417175292969
2017-01-20,64.15568542480469
2017-01-23,64.05517578125
2017-01-24,64.35669708251953
2017-01-25,64.078369140625
2017-01-26,64.38761901855469
2017-01-27,64.03196716308594
2017-01-30,63.62220001220703
2017-01-31,64.61183166503906
2017-02-01,63.065547943115234
2017-02-02,64.95203399658203
2017-02-03,64.68915557861328
2017-02-06,65.27674865722656
2017-02-07,65.03707122802734
2017-02-08,63.51397705078125
2017-02-09,63.56034851074219
2017-02-10,63.49078369140625
2017-02-13,63.142845153808594
2017-02-14,62.91862869262695
2017-02-15,62.539798736572266
2017-02-16,63.29749298095703
2017-02-17,63.452110290527344
2017-02-21,64.19434356689453
2017-02-22,63.99333190917969
2017-02-23,64.8128662109375
2017-02-24,65.12983703613281
2017-02-27,65.67102813720703
2017-02-28,65.44681549072266
2017-03-01,64.73555755615234
2017-03-02,63.877357482910156
2017-03-03,63.181522369384766
2017-03-06,62.887725830078125
2017-03-07,62.6557731628418
2017-03-08,61.77440643310547
2017-03-09,61.12495422363281
2017-03-10,61.38782501220703
2017-03-13,61.14814376831055
2017-03-14,61.42646789550781
2017-03-15,62.895450592041016
2017-03-16,62.849056243896484
2017-03-17,63.367069244384766
2017-03-20,62.74081802368164
2017-03-21,62.764007568359375
2017-03-22,62.72537612915039
2017-03-23,63.18925094604492
2017-03-24,63.29749298095703
2017-03-27,62.63258361816406
2017-03-28,62.47795486450195
2017-03-29,62.81352996826172
2017-03-30,62.8369140625
2017-03-31,62.79011535644531
2017-04-03,62.84473419189453
2017-04-04,63.16469192504883
2017-04-05,63.351993560791016
2017-04-06,63.43002700805664
2017-04-07,63.11007308959961
2017-04-10,63.406620025634766
2017-04-11,63.79682540893555
2017-04-12,63.61732482910156
2017-04-13,63.35979461669922
2017-04-17,64.34309387207031
2017-04-18,64.43672943115234
2017-04-19,64.17919921875
2017-04-20,64.12454986572266
2017-04-21,63.92948532104492
2017-04-24,64.2728500366211
2017-04-25,65.6072998046875
2017-04-26,65.48245239257812
2017-04-27,64.54600524902344
2017-04-28,64.24944305419922
2017-05-01,64.28845977783203
2017-05-02,64.06993865966797
2017-05-03,63.80461120605469
2017-05-04,63.79682540893555
2017-05-05,64.2728500366211
2017-05-08,63.56269073486328
2017-05-09,63.6329231262207
2017-05-10,64.06211853027344
2017-05-11,63.757789611816406
2017-05-12,63.99189758300781
2017-05-15,63.734375
2017-05-16,63.31298828125
2017-05-17,63.57830810546875
2017-05-18,64.16358947753906
2017-05-19,64.21822357177734
2017-05-22,64.40550994873047
2017-05-23,64.72547912597656
2017-05-24,65.24053192138672
2017-05-25,65.45903015136719
2017-05-26,64.94396209716797
2017-05-30,64.89714813232422
2017-05-31,65.01422119140625
2017-06-01,64.8659439086914
2017-06-02,66.0599136352539
2017-06-05,67.16808319091797
2017-06-06,66.59839630126953
2017-06-07,67.34757232666016
2017-06-08,67.30854034423828
2017-06-09,67.59730529785156
2017-06-12,67.61292266845703
2017-06-13,68.16698455810547
2017-06-14,68.45572662353516
2017-06-15,68.94738006591797
2017-06-16,69.40779876708984
2017-06-19,69.4702377319336
2017-06-20,69.51705169677734
2017-06-21,68.4089126586914
2017-06-22,68.06553649902344
2017-06-23,68.32307434082031
2017-06-26,68.15917205810547
2017-06-27,67.48804473876953
2017-06-28,67.80294036865234
2017-06-29,67.6297378540039
2017-06-30,67.31485748291016
2017-07-03,67.88166046142578
2017-07-05,68.70036315917969
2017-07-06,67.44869232177734
2017-07-07,67.8580322265625
2017-07-10,66.62999725341797
2017-07-11,66.2757339477539
2017-07-12,67.228271484375
2017-07-13,67.03146362304688
2017-07-14,67.99187469482422
2017-07-17,68.40909576416016
2017-07-18,68.33038330078125
2017-07-19,69.43244934082031
2017-07-20,69.55841064453125
2017-07-21,70.14094543457031
2017-07-24,69.73161315917969
2017-07-25,68.8420639038086
2017-07-26,69.50332641601562
2017-07-27,68.8420639038086
2017-07-28,70.36927795410156
2017-07-31,70.61328887939453
2017-08-01,70.19608306884766
2017-08-02,70.37715148925781
2017-08-03,70.41647338867188
2017-08-04,70.53457641601562
2017-08-07,70.63691711425781
2017-08-08,70.89668273925781
2017-08-09,71.12499237060547
2017-08-10,70.69203186035156
2017-08-11,70.08586120605469
2017-08-14,70.9832992553711
2017-08-15,70.44010162353516
2017-08-16,70.25117492675781
2017-08-17,69.97564697265625
2017-08-18,69.54268646240234
2017-08-21,70.72351837158203
2017-08-22,70.79435729980469
2017-08-23,71.18011474609375
2017-08-24,71.08563232421875
2017-08-25,71.02265930175781
2017-08-28,70.353515625
2017-08-29,70.08586120605469
2017-08-30,70.75497436523438
2017-08-31,70.44010162353516
2017-09-01,71.17223358154297
2017-09-05,72.03816223144531
2017-09-06,72.40815734863281
2017-09-07,74.22662353515625
2017-09-08,75.33660125732422
2017-09-11,74.72256469726562
2017-09-12,73.9747085571289
2017-09-13,73.28984832763672
2017-09-14,73.80150604248047
2017-09-15,74.15577697753906
