,AMCR
2014-11-04,6.351267337799072
2014-11-05,6.512632369995117
2014-11-06,6.673996925354004
2014-11-07,6.673996925354004
2014-11-10,6.673996925354004
2014-11-11,6.73208475112915
2014-11-12,6.73208475112915
2014-11-13,6.73208475112915
2014-11-14,6.73208475112915
2014-11-17,6.73208475112915
2014-11-18,6.73208475112915
2014-11-19,6.73208475112915
2014-11-20,6.73208475112915
2014-11-21,6.73208475112915
2014-11-24,6.73208475112915
2014-11-25,6.73208475112915
2014-11-26,6.73208475112915
2014-11-28,6.73208475112915
2014-12-01,6.73208475112915
2014-12-02,6.73208475112915
2014-12-03,6.73208475112915
2014-12-04,6.73208475112915
2014-12-05,6.73208475112915
2014-12-08,6.73208475112915
2014-12-09,6.73208475112915
2014-12-10,6.770813465118408
2014-12-11,6.770813465118408
2014-12-12,6.770813465118408
2014-12-15,6.770813465118408
2014-12-16,6.770813465118408
2014-12-17,6.835359573364258
2014-12-18,6.835359573364258
2014-12-19,6.835359573364258
2014-12-22,6.835359573364258
2014-12-23,6.835359573364258
2014-12-24,6.835359573364258
2014-12-26,6.835359573364258
2014-12-29,7.2290849685668945
2014-12-30,7.2290849685668945
2014-12-31,7.2290849685668945
2015-01-02,7.2290849685668945
2015-01-05,7.2290849685668945
2015-01-06,7.2290849685668945
2015-01-07,6.91926908493042
2015-01-08,6.91926908493042
2015-01-09,6.91926908493042
2015-01-12,6.91926908493042
2015-01-13,6.91926908493042
2015-01-14,6.91926908493042
2015-01-15,6.91926908493042
2015-01-16,6.91926908493042
2015-01-20,6.91926908493042
2015-01-21,6.91926908493042
2015-01-22,6.91926908493042
2015-01-23,6.91926908493042
2015-01-26,6.91926908493042
2015-01-27,6.91926908493042
2015-01-28,6.441631317138672
2015-01-29,6.344812393188477
2015-01-30,6.344812393188477
2015-02-02,6.344812393188477
2015-02-03,6.344812393188477
2015-02-04,6.441631317138672
2015-02-05,6.441631317138672
2015-02-06,6.441631317138672
2015-02-09,6.577176094055176
2015-02-10,6.6094489097595215
2015-02-11,6.6094489097595215
2015-02-12,6.6094489097595215
2015-02-13,6.6094489097595215
2015-02-17,6.6094489097595215
2015-02-18,6.6094489097595215
2015-02-19,6.6094489097595215
2015-02-20,6.6094489097595215
2015-02-23,6.6094489097595215
2015-02-24,6.6094489097595215
2015-02-25,6.6094489097595215
2015-02-26,6.6094489097595215
2015-02-27,6.6094489097595215
2015-03-02,6.6094489097595215
2015-03-03,6.6094489097595215
2015-03-04,6.6094489097595215
2015-03-05,6.6094489097595215
2015-03-06,6.6094489097595215
2015-03-09,6.6094489097595215
2015-03-10,6.6094489097595215
2015-03-11,6.6094489097595215
2015-03-12,6.6094489097595215
2015-03-13,6.6094489097595215
2015-03-16,6.6094489097595215
2015-03-17,6.970905303955078
2015-03-18,6.970905303955078
2015-03-19,6.970905303955078
2015-03-20,6.970905303955078
2015-03-23,6.970905303955078
2015-03-24,6.970905303955078
2015-03-25,6.970905303955078
2015-03-26,6.970905303955078
2015-03-27,6.970905303955078
2015-03-30,6.970905303955078
2015-03-31,6.848267078399658
2015-04-01,6.848267078399658
2015-04-02,6.848267078399658
2015-04-06,6.848267078399658
2015-04-07,6.848267078399658
2015-04-08,6.848267078399658
2015-04-09,6.848267078399658
2015-04-10,6.848267078399658
2015-04-13,6.848267078399658
2015-04-14,6.848267078399658
2015-04-15,6.848267078399658
2015-04-16,6.848267078399658
2015-04-17,6.848267078399658
2015-04-20,6.848267078399658
2015-04-21,6.848267078399658
2015-04-22,6.848267078399658
2015-04-23,6.848267078399658
2015-04-24,6.848267078399658
2015-04-27,6.848267078399658
2015-04-28,6.848267078399658
2015-04-29,6.848267078399658
2015-04-30,6.848267078399658
2015-05-01,6.848267078399658
2015-05-04,6.848267078399658
2015-05-05,6.848267078399658
2015-05-06,6.848267078399658
2015-05-07,6.744996070861816
2015-05-08,6.848267078399658
2015-05-11,6.848267078399658
2015-05-12,6.848267078399658
2015-05-13,6.848267078399658
2015-05-14,6.848267078399658
2015-05-15,6.848267078399658
2015-05-18,6.848267078399658
2015-05-19,6.848267078399658
2015-05-20,6.848267078399658
2015-05-21,6.848267078399658
2015-05-22,6.848267078399658
2015-05-26,6.848267078399658
2015-05-27,6.848267078399658
2015-05-28,6.848267078399658
2015-05-29,6.848267078399658
2015-06-01,6.848267078399658
2015-06-02,6.848267078399658
2015-06-03,6.848267078399658
2015-06-04,6.848267078399658
2015-06-05,6.848267078399658
2015-06-08,6.848267078399658
2015-06-09,6.848267078399658
2015-06-10,6.848267078399658
2015-06-11,6.848267078399658
2015-06-12,6.848267078399658
2015-06-15,6.848267078399658
2015-06-16,6.848267078399658
2015-06-17,6.848267078399658
2015-06-18,6.848267078399658
2015-06-19,6.848267078399658
2015-06-22,6.848267078399658
2015-06-23,6.848267078399658
2015-06-24,6.848267078399658
2015-06-25,6.848267078399658
2015-06-26,6.848267078399658
2015-06-29,6.848267078399658
2015-06-30,6.848267078399658
2015-07-01,6.848267078399658
2015-07-02,6.848267078399658
2015-07-06,6.848267078399658
2015-07-07,6.848267078399658
2015-07-08,6.848267078399658
2015-07-09,6.848267078399658
2015-07-10,6.848267078399658
2015-07-13,6.848267078399658
2015-07-14,6.848267078399658
2015-07-15,6.848267078399658
2015-07-16,6.848267078399658
2015-07-17,6.848267078399658
2015-07-20,6.848267078399658
2015-07-21,6.848267078399658
2015-07-22,6.7643585205078125
2015-07-23,6.7643585205078125
2015-07-24,6.7643585205078125
2015-07-27,6.7643585205078125
2015-07-28,6.7127251625061035
2015-07-29,6.7127251625061035
2015-07-30,6.7127251625061035
2015-07-31,6.7127251625061035
2015-08-03,6.648178577423096
2015-08-04,6.648178577423096
2015-08-05,6.648178577423096
2015-08-06,6.648178577423096
2015-08-07,6.648178577423096
2015-08-10,6.648178577423096
2015-08-11,6.648178577423096
2015-08-12,6.648178577423096
2015-08-13,6.648178577423096
2015-08-14,6.648178577423096
2015-08-17,6.648178577423096
2015-08-18,6.648178577423096
2015-08-19,6.648178577423096
2015-08-20,6.648178577423096
2015-08-21,6.648178577423096
2015-08-24,6.648178577423096
2015-08-25,6.648178577423096
2015-08-26,6.648178577423096
2015-08-27,6.067268371582031
2015-08-28,6.067268371582031
2015-08-31,6.067268371582031
2015-09-01,6.067268371582031
2015-09-02,6.067268371582031
2015-09-03,6.067268371582031
2015-09-04,6.067268371582031
2015-09-08,6.197145462036133
2015-09-09,6.197145462036133
2015-09-10,6.197145462036133
2015-09-11,6.197145462036133
2015-09-14,6.197145462036133
2015-09-15,6.197145462036133
2015-09-16,6.197145462036133
2015-09-17,6.197145462036133
2015-09-18,6.197145462036133
2015-09-21,6.197145462036133
2015-09-22,6.197145462036133
2015-09-23,6.197145462036133
2015-09-24,6.197145462036133
2015-09-25,6.197145462036133
2015-09-28,6.197145462036133
2015-09-29,6.197145462036133
2015-09-30,6.197145462036133
2015-10-01,6.197145462036133
2015-10-02,6.197145462036133
2015-10-05,6.197145462036133
2015-10-06,6.197145462036133
2015-10-07,6.197145462036133
2015-10-08,6.197145462036133
2015-10-09,6.197145462036133
2015-10-12,6.197145462036133
2015-10-13,6.197145462036133
2015-10-14,6.197145462036133
2015-10-15,6.223515510559082
2015-10-16,6.223515510559082
2015-10-19,6.223515510559082
2015-10-20,6.223515510559082
2015-10-21,6.223515510559082
2015-10-22,6.223515510559082
2015-10-23,6.223515510559082
2015-10-26,6.223515510559082
2015-10-27,6.223515510559082
2015-10-28,6.223515510559082
2015-10-29,6.223515510559082
2015-10-30,6.223515510559082
2015-11-02,6.223515510559082
2015-11-03,6.223515510559082
2015-11-04,6.223515510559082
2015-11-05,6.216925621032715
2015-11-06,6.216925621032715
2015-11-09,6.216925621032715
2015-11-10,6.216925621032715
2015-11-11,6.216925621032715
2015-11-12,6.368554592132568
2015-11-13,6.368554592132568
2015-11-16,6.368554592132568
2015-11-17,6.368554592132568
2015-11-18,6.368554592132568
2015-11-19,6.368554592132568
2015-11-20,6.368554592132568
2015-11-23,6.368554592132568
2015-11-24,6.368554592132568
2015-11-25,6.368554592132568
2015-11-27,6.368554592132568
2015-11-30,6.368554592132568
2015-12-01,6.368554592132568
2015-12-02,6.368554592132568
2015-12-03,6.368554592132568
2015-12-04,6.368554592132568
2015-12-07,6.368554592132568
2015-12-08,6.368554592132568
2015-12-09,6.282850742340088
2015-12-10,6.282850742340088
2015-12-11,6.282850742340088
2015-12-14,6.282850742340088
2015-12-15,6.282850742340088
2015-12-16,6.282850742340088
2015-12-17,6.282850742340088
2015-12-18,6.282850742340088
2015-12-21,6.170775890350342
2015-12-22,6.282850742340088
2015-12-23,6.282850742340088
2015-12-24,6.282850742340088
2015-12-28,6.282850742340088
2015-12-29,6.282850742340088
2015-12-30,6.282850742340088
2015-12-31,6.36196231842041
2016-01-04,6.36196231842041
2016-01-05,6.223515510559082
2016-01-06,6.223515510559082
2016-01-07,6.223515510559082
2016-01-08,6.223515510559082
2016-01-11,5.966401100158691
2016-01-12,5.735653877258301
2016-01-13,5.735653877258301
2016-01-14,5.735653877258301
2016-01-15,5.735653877258301
2016-01-19,5.735653877258301
2016-01-20,5.735653877258301
2016-01-21,5.735653877258301
2016-01-22,5.735653877258301
2016-01-25,5.735653877258301
2016-01-26,5.735653877258301
2016-01-27,5.735653877258301
2016-01-28,5.735653877258301
2016-01-29,5.735653877258301
2016-02-01,5.735653877258301
2016-02-02,5.735653877258301
2016-02-03,5.735653877258301
2016-02-04,5.735653877258301
2016-02-05,5.735653877258301
2016-02-08,5.735653877258301
2016-02-09,5.735653877258301
2016-02-10,5.735653877258301
2016-02-11,5.735653877258301
2016-02-12,5.735653877258301
2016-02-16,5.735653877258301
2016-02-17,5.735653877258301
2016-02-18,5.735653877258301
2016-02-19,5.735653877258301
2016-02-22,5.735653877258301
2016-02-23,5.865780353546143
2016-02-24,5.865780353546143
2016-02-25,5.865780353546143
2016-02-26,5.865780353546143
2016-02-29,5.865780353546143
2016-03-01,5.865780353546143
2016-03-02,5.865780353546143
2016-03-03,5.865780353546143
2016-03-04,5.865780353546143
2016-03-07,5.865780353546143
2016-03-08,5.865780353546143
2016-03-09,5.865780353546143
2016-03-10,7.0591654777526855
2016-03-11,7.0591654777526855
2016-03-14,7.0591654777526855
2016-03-15,7.0591654777526855
2016-03-16,7.0591654777526855
2016-03-17,7.0591654777526855
2016-03-18,7.0591654777526855
2016-03-21,7.0591654777526855
2016-03-22,7.0591654777526855
2016-03-23,7.0591654777526855
2016-03-24,7.0591654777526855
2016-03-28,7.0591654777526855
2016-03-29,7.0591654777526855
2016-03-30,7.0591654777526855
2016-03-31,7.0591654777526855
2016-04-01,7.0591654777526855
2016-04-04,7.0591654777526855
2016-04-05,7.0591654777526855
2016-04-06,7.0591654777526855
2016-04-07,7.315370082855225
2016-04-08,7.315370082855225
2016-04-11,7.416502952575684
2016-04-12,7.416502952575684
2016-04-13,7.416502952575684
2016-04-14,7.416502952575684
2016-04-15,7.416502952575684
2016-04-18,7.416502952575684
2016-04-19,7.416502952575684
2016-04-20,7.416502952575684
2016-04-21,7.416502952575684
2016-04-22,7.416502952575684
2016-04-25,7.416502952575684
2016-04-26,7.416502952575684
2016-04-27,7.416502952575684
2016-04-28,7.416502952575684
2016-04-29,7.416502952575684
2016-05-02,7.416502952575684
2016-05-03,7.416502952575684
2016-05-04,7.928917407989502
2016-05-05,7.928917407989502
2016-05-06,7.928917407989502
2016-05-09,7.928917407989502
2016-05-10,7.928917407989502
2016-05-11,7.928917407989502
2016-05-12,7.928917407989502
2016-05-13,7.928917407989502
2016-05-16,7.928917407989502
2016-05-17,7.928917407989502
2016-05-18,7.928917407989502
2016-05-19,7.928917407989502
2016-05-20,7.928917407989502
2016-05-23,7.928917407989502
2016-05-24,7.928917407989502
2016-05-25,7.928917407989502
2016-05-26,7.928917407989502
2016-05-27,7.928917407989502
2016-05-31,7.928917407989502
2016-06-01,7.928917407989502
2016-06-02,7.928917407989502
2016-06-03,7.928917407989502
2016-06-06,7.928917407989502
2016-06-07,8.036795616149902
2016-06-08,8.036795616149902
2016-06-09,7.537868022918701
2016-06-10,7.537868022918701
2016-06-13,7.537868022918701
2016-06-14,7.537868022918701
2016-06-15,7.537868022918701
2016-06-16,7.537868022918701
2016-06-17,7.537868022918701
2016-06-20,7.537868022918701
2016-06-21,7.537868022918701
2016-06-22,7.537868022918701
2016-06-23,7.537868022918701
2016-06-24,7.537868022918701
2016-06-27,7.537868022918701
2016-06-28,7.537868022918701
2016-06-29,7.537868022918701
2016-06-30,7.537868022918701
2016-07-01,7.483928680419922
2016-07-05,7.483928680419922
2016-07-06,7.483928680419922
2016-07-07,7.483928680419922
2016-07-08,7.483928680419922
2016-07-11,7.483928680419922
2016-07-12,7.483928680419922
2016-07-13,7.483928680419922
2016-07-14,7.483928680419922
2016-07-15,7.483928680419922
2016-07-18,7.483928680419922
2016-07-19,7.483928680419922
2016-07-20,7.483928680419922
2016-07-21,7.483928680419922
2016-07-22,7.483928680419922
2016-07-25,7.483928680419922
2016-07-26,7.483928680419922
2016-07-27,7.483928680419922
2016-07-28,7.585062503814697
2016-07-29,7.585062503814697
2016-08-01,7.585062503814697
2016-08-02,7.585062503814697
2016-08-03,7.585062503814697
2016-08-04,7.585062503814697
2016-08-05,7.585062503814697
2016-08-08,7.585062503814697
2016-08-09,7.585062503814697
2016-08-10,7.585062503814697
2016-08-11,7.585062503814697
2016-08-12,7.585062503814697
2016-08-15,7.585062503814697
2016-08-16,7.585062503814697
2016-08-17,7.895208835601807
2016-08-18,7.895208835601807
2016-08-19,7.895208835601807
2016-08-22,7.895208835601807
2016-08-23,7.895208835601807
2016-08-24,7.895208835601807
2016-08-25,7.895208835601807
2016-08-26,7.895208835601807
2016-08-29,7.895208835601807
2016-08-30,7.895208835601807
2016-08-31,7.895208835601807
2016-09-01,7.895208835601807
2016-09-02,7.895208835601807
2016-09-06,8.046379089355469
2016-09-07,8.046379089355469
2016-09-08,8.046379089355469
2016-09-09,8.046379089355469
2016-09-12,8.046379089355469
2016-09-13,8.046379089355469
2016-09-14,8.046379089355469
2016-09-15,8.046379089355469
2016-09-16,8.046379089355469
2016-09-19,8.046379089355469
2016-09-20,8.046379089355469
2016-09-21,8.046379089355469
2016-09-22,8.046379089355469
2016-09-23,8.046379089355469
2016-09-26,8.046379089355469
2016-09-27,8.046379089355469
2016-09-28,8.046379089355469
2016-09-29,8.046379089355469
2016-09-30,8.046379089355469
2016-10-03,8.046379089355469
2016-10-04,8.046379089355469
2016-10-05,8.046379089355469
2016-10-06,8.046379089355469
2016-10-07,8.046379089355469
2016-10-10,8.046379089355469
2016-10-11,8.046379089355469
2016-10-12,8.046379089355469
2016-10-13,8.046379089355469
2016-10-14,8.046379089355469
2016-10-17,8.046379089355469
2016-10-18,8.046379089355469
2016-10-19,8.046379089355469
2016-10-20,8.046379089355469
2016-10-21,8.046379089355469
2016-10-24,8.046379089355469
2016-10-25,8.046379089355469
2016-10-26,8.046379089355469
2016-10-27,8.046379089355469
2016-10-28,8.046379089355469
2016-10-31,8.046379089355469
2016-11-01,8.046379089355469
2016-11-02,8.046379089355469
2016-11-03,8.046379089355469
2016-11-04,8.046379089355469
2016-11-07,8.046379089355469
2016-11-08,8.046379089355469
2016-11-09,8.046379089355469
2016-11-10,8.046379089355469
2016-11-11,8.046379089355469
2016-11-14,8.046379089355469
2016-11-15,8.046379089355469
2016-11-16,8.046379089355469
2016-11-17,8.046379089355469
2016-11-18,8.046379089355469
2016-11-21,8.046379089355469
2016-11-22,8.046379089355469
2016-11-23,8.046379089355469
2016-11-25,8.046379089355469
2016-11-28,8.046379089355469
2016-11-29,8.046379089355469
2016-11-30,8.046379089355469
2016-12-01,8.046379089355469
2016-12-02,8.046379089355469
2016-12-05,8.046379089355469
2016-12-06,8.046379089355469
2016-12-07,8.046379089355469
2016-12-08,8.046379089355469
2016-12-09,7.448567867279053
2016-12-12,7.448567867279053
2016-12-13,7.304267883300781
2016-12-14,7.304267883300781
2016-12-15,7.304267883300781
2016-12-16,7.304267883300781
2016-12-19,7.304267883300781
2016-12-20,7.304267883300781
2016-12-21,7.304267883300781
2016-12-22,7.304267883300781
2016-12-23,7.304267883300781
2016-12-27,7.304267883300781
2016-12-28,7.304267883300781
2016-12-29,7.304267883300781
2016-12-30,7.304267883300781
2017-01-03,7.304267883300781
2017-01-04,7.304267883300781
2017-01-05,7.304267883300781
2017-01-06,7.304267883300781
2017-01-09,7.304267883300781
2017-01-10,7.304267883300781
2017-01-11,7.304267883300781
2017-01-12,7.304267883300781
2017-01-13,7.304267883300781
2017-01-17,7.304267883300781
2017-01-18,7.304267883300781
2017-01-19,7.304267883300781
2017-01-20,7.304267883300781
2017-01-23,7.304267883300781
2017-01-24,7.304267883300781
2017-01-25,7.304267883300781
2017-01-26,7.304267883300781
2017-01-27,7.304267883300781
2017-01-30,7.304267883300781
2017-01-31,7.304267883300781
2017-02-01,7.304267883300781
2017-02-02,7.304267883300781
2017-02-03,7.304267883300781
2017-02-06,7.304267883300781
2017-02-07,7.304267883300781
2017-02-08,7.304267883300781
2017-02-09,7.304267883300781
2017-02-10,7.304267883300781
2017-02-13,7.304267883300781
2017-02-14,7.304267883300781
2017-02-15,7.304267883300781
2017-02-16,7.304267883300781
2017-02-17,7.304267883300781
2017-02-21,7.304267883300781
2017-02-22,7.304267883300781
2017-02-23,7.304267883300781
2017-02-24,7.442903995513916
2017-02-27,7.442903995513916
2017-02-28,7.442903995513916
2017-03-01,7.442903995513916
2017-03-02,7.442903995513916
2017-03-03,7.442903995513916
2017-03-06,7.442903995513916
2017-03-07,7.5129241943359375
2017-03-08,7.5129241943359375
2017-03-09,7.400893688201904
2017-03-10,7.400893688201904
2017-03-13,7.400893688201904
2017-03-14,7.400893688201904
2017-03-15,7.400893688201904
2017-03-16,7.631955146789551
2017-03-17,7.631955146789551
2017-03-20,7.631955146789551
2017-03-21,7.83500337600708
2017-03-22,7.83500337600708
2017-03-23,7.83500337600708
2017-03-24,7.83500337600708
2017-03-27,8.0520601272583
2017-03-28,8.0520601272583
2017-03-29,8.0520601272583
2017-03-30,8.087068557739258
2017-03-31,8.087068557739258
2017-04-03,8.087068557739258
2017-04-04,8.087068557739258
2017-04-05,8.087068557739258
2017-04-06,7.877014636993408
2017-04-07,7.877014636993408
2017-04-10,7.877014636993408
2017-04-11,7.877014636993408
2017-04-12,7.877014636993408
2017-04-13,7.877014636993408
2017-04-17,7.877014636993408
2017-04-18,7.877014636993408
2017-04-19,7.877014636993408
2017-04-20,7.877014636993408
2017-04-21,7.877014636993408
2017-04-24,7.877014636993408
2017-04-25,7.877014636993408
2017-04-26,8.1990966796875
2017-04-27,8.1990966796875
2017-04-28,8.122077941894531
2017-05-01,8.122077941894531
2017-05-02,8.122077941894531
2017-05-03,8.122077941894531
2017-05-04,8.122077941894531
2017-05-05,8.122077941894531
2017-05-08,8.122077941894531
2017-05-09,8.122077941894531
2017-05-10,7.919025897979736
2017-05-11,7.919025897979736
2017-05-12,7.919025897979736
2017-05-15,7.919025897979736
2017-05-16,7.919025897979736
2017-05-17,7.919025897979736
2017-05-18,7.70197057723999
2017-05-19,7.70197057723999
2017-05-22,7.70197057723999
2017-05-23,7.70197057723999
2017-05-24,7.70197057723999
2017-05-25,7.70197057723999
2017-05-26,7.70197057723999
2017-05-30,7.70197057723999
2017-05-31,7.70197057723999
2017-06-01,8.0520601272583
2017-06-02,8.227105140686035
2017-06-05,8.227105140686035
2017-06-06,8.227105140686035
2017-06-07,8.262115478515625
2017-06-08,8.262115478515625
2017-06-09,8.262115478515625
2017-06-12,8.262115478515625
2017-06-13,8.262115478515625
2017-06-14,8.262115478515625
2017-06-15,8.437159538269043
2017-06-16,8.437159538269043
2017-06-19,8.437159538269043
2017-06-20,8.437159538269043
2017-06-21,8.437159538269043
2017-06-22,8.437159538269043
2017-06-23,8.437159538269043
2017-06-26,8.437159538269043
2017-06-27,8.437159538269043
2017-06-28,8.437159538269043
2017-06-29,8.703227043151855
2017-06-30,8.703227043151855
2017-07-03,8.703227043151855
2017-07-05,8.703227043151855
2017-07-06,8.703227043151855
2017-07-07,8.703227043151855
2017-07-10,8.703227043151855
2017-07-11,8.703227043151855
2017-07-12,8.703227043151855
2017-07-13,8.507176399230957
2017-07-14,8.507176399230957
2017-07-17,8.507176399230957
2017-07-18,8.507176399230957
2017-07-19,8.507176399230957
2017-07-20,8.507176399230957
2017-07-21,8.507176399230957
2017-07-24,8.507176399230957
2017-07-25,8.507176399230957
2017-07-26,8.507176399230957
2017-07-27,8.612202644348145
2017-07-28,8.612202644348145
2017-07-31,8.612202644348145
2017-08-01,8.612202644348145
2017-08-02,8.612202644348145
2017-08-03,8.612202644348145
2017-08-04,8.612202644348145
2017-08-07,8.612202644348145
2017-08-08,8.612202644348145
2017-08-09,8.612202644348145
2017-08-10,8.612202644348145
2017-08-11,8.612202644348145
2017-08-14,8.612202644348145
2017-08-15,8.612202644348145
2017-08-16,8.612202644348145
2017-08-17,8.612202644348145
2017-08-18,8.822257041931152
2017-08-21,8.752238273620605
2017-08-22,8.94128704071045
2017-08-23,8.94128704071045
2017-08-24,8.94128704071045
2017-08-25,8.94128704071045
2017-08-28,8.94128704071045
2017-08-29,8.94128704071045
2017-08-30,8.94128704071045
2017-08-31,8.94128704071045
2017-09-01,8.94128704071045
2017-09-05,9.284127235412598
2017-09-06,9.284127235412598
