,TDG
2015-12-18,146.87574768066406
2015-12-21,150.9700927734375
2015-12-22,151.06361389160156
2015-12-23,151.9720001220703
2015-12-24,151.47772216796875
2015-12-28,150.42909240722656
2015-12-29,152.5330352783203
2015-12-30,152.2057647705078
2015-12-31,152.5864715576172
2016-01-04,153.52825927734375
2016-01-05,152.01206970214844
2016-01-06,153.6885528564453
2016-01-07,151.8050079345703
2016-01-08,147.93775939941406
2016-01-11,152.65325927734375
2016-01-12,153.16087341308594
2016-01-13,147.6638946533203
2016-01-14,151.3174285888672
2016-01-15,145.7803497314453
2016-01-19,147.490234375
2016-01-20,145.40631103515625
2016-01-21,144.57810974121094
2016-01-22,148.83274841308594
2016-01-25,147.02938842773438
2016-01-26,150.61611938476562
2016-01-27,147.70396423339844
2016-01-28,146.46832275390625
2016-01-29,150.10179138183594
2016-02-01,152.74676513671875
2016-02-02,147.36334228515625
2016-02-03,149.27359008789062
2016-02-04,151.8517608642578
2016-02-05,147.92437744140625
2016-02-08,143.35580444335938
2016-02-09,125.09486389160156
2016-02-10,128.84857177734375
2016-02-11,127.03851318359375
2016-02-12,130.3113250732422
2016-02-16,137.08404541015625
2016-02-17,138.54678344726562
2016-02-18,139.48855590820312
2016-02-19,138.53341674804688
2016-02-22,140.03623962402344
2016-02-23,141.28526306152344
2016-02-24,143.10865783691406
2016-02-25,143.76991271972656
2016-02-26,145.10577392578125
2016-02-29,142.65451049804688
2016-03-01,144.47792053222656
2016-03-02,145.8137664794922
2016-03-03,146.69541931152344
2016-03-04,148.73257446289062
2016-03-07,148.38525390625
2016-03-08,145.79371643066406
2016-03-09,146.91583251953125
2016-03-10,145.8671875
2016-03-11,147.7239990234375
2016-03-14,146.18780517578125
2016-03-15,146.33474731445312
2016-03-16,146.9425506591797
2016-03-17,151.48440551757812
2016-03-18,150.32891845703125
2016-03-21,149.52073669433594
2016-03-22,149.33370971679688
2016-03-23,147.57708740234375
2016-03-24,146.72882080078125
2016-03-28,146.69541931152344
2016-03-29,149.27359008789062
2016-03-30,147.7440643310547
2016-03-31,147.1696319580078
2016-04-01,147.8909912109375
2016-04-04,147.0093231201172
2016-04-05,146.47500610351562
2016-04-06,149.18675231933594
2016-04-07,149.7611846923828
2016-04-08,149.70773315429688
2016-04-11,149.9481964111328
2016-04-12,150.38900756835938
2016-04-13,150.43576049804688
2016-04-14,150.37564086914062
2016-04-15,151.21055603027344
2016-04-18,150.34228515625
2016-04-19,151.65139770507812
2016-04-20,153.2877960205078
2016-04-21,152.59315490722656
2016-04-22,151.47772216796875
2016-04-25,149.9014129638672
2016-04-26,154.22288513183594
2016-04-27,155.38507080078125
2016-04-28,153.5616455078125
2016-04-29,152.19906616210938
2016-05-02,150.61611938476562
2016-05-03,151.27735900878906
2016-05-04,151.3174285888672
2016-05-05,151.89183044433594
2016-05-06,149.654296875
2016-05-09,150.7296600341797
2016-05-10,166.6461944580078
2016-05-11,165.0498809814453
2016-05-12,164.9763946533203
2016-05-13,166.2254180908203
2016-05-16,166.70631408691406
2016-05-17,166.2454376220703
2016-05-18,165.66436767578125
2016-05-19,165.46397399902344
2016-05-20,166.9066925048828
2016-05-23,166.13856506347656
2016-05-24,170.0859832763672
2016-05-25,170.76727294921875
2016-05-26,170.17283630371094
2016-05-27,170.96763610839844
2016-05-31,176.02381896972656
2016-06-01,177.72702026367188
2016-06-02,177.56002807617188
2016-06-03,176.58486938476562
2016-06-06,177.1993408203125
2016-06-07,178.11441040039062
2016-06-08,176.98561096191406
2016-06-09,177.82052612304688
2016-06-10,174.3940887451172
2016-06-13,172.87789916992188
2016-06-14,173.23858642578125
2016-06-15,173.4256134033203
2016-06-16,173.2853240966797
2016-06-17,173.2987060546875
2016-06-20,174.64120483398438
2016-06-21,175.4894561767578
2016-06-22,174.9083709716797
2016-06-23,177.2327423095703
2016-06-24,172.08975219726562
2016-06-27,168.22250366210938
2016-06-28,171.74246215820312
2016-06-29,174.260498046875
2016-06-30,176.12400817871094
2016-07-01,175.4761199951172
2016-07-05,173.53244018554688
2016-07-06,175.20895385742188
2016-07-07,175.30245971679688
2016-07-08,180.21165466308594
2016-07-11,179.2097930908203
2016-07-12,180.01132202148438
2016-07-13,181.06661987304688
2016-07-14,182.1686553955078
2016-07-15,181.3070831298828
2016-07-18,181.63433837890625
2016-07-19,183.15719604492188
2016-07-20,183.0436553955078
2016-07-21,180.94639587402344
2016-07-22,183.1171112060547
2016-07-25,182.916748046875
2016-07-26,185.21438598632812
2016-07-27,185.78213500976562
2016-07-28,186.3431854248047
2016-07-29,186.69717407226562
2016-08-01,186.3632049560547
2016-08-02,185.11419677734375
2016-08-03,185.64854431152344
2016-08-04,185.5416717529297
2016-08-05,187.42520141601562
2016-08-08,186.3765869140625
2016-08-09,191.71995544433594
2016-08-10,192.09397888183594
2016-08-11,191.03199768066406
2016-08-12,189.08836364746094
2016-08-15,190.5243682861328
2016-08-16,189.43565368652344
2016-08-17,189.6427001953125
2016-08-18,190.46424865722656
2016-08-19,190.63125610351562
2016-08-22,190.93849182128906
2016-08-23,191.53294372558594
2016-08-24,189.8831787109375
2016-08-25,189.9700164794922
2016-08-26,190.1703643798828
2016-08-29,193.14263916015625
2016-08-30,191.84017944335938
2016-08-31,190.48428344726562
2016-09-01,191.96710205078125
2016-09-02,192.6016082763672
2016-09-06,193.75042724609375
2016-09-07,194.9059295654297
2016-09-08,192.68841552734375
2016-09-09,189.29542541503906
2016-09-12,191.33253479003906
2016-09-13,188.17996215820312
2016-09-14,187.91946411132812
2016-09-15,189.9031982421875
2016-09-16,188.33358764648438
2016-09-19,188.6875762939453
2016-09-20,186.8240966796875
2016-09-21,188.81448364257812
2016-09-22,191.59304809570312
2016-09-23,192.46800231933594
2016-09-26,193.81719970703125
2016-09-27,194.07772827148438
2016-09-28,194.59201049804688
2016-09-29,191.7533416748047
2016-09-30,193.1092071533203
2016-10-03,193.60348510742188
2016-10-04,189.1083984375
2016-10-05,189.55587768554688
2016-10-06,190.6913604736328
2016-10-07,187.61891174316406
2016-10-10,189.1951904296875
2016-10-11,184.81365966796875
2016-10-12,185.3012237548828
2016-10-13,186.12945556640625
2016-10-14,185.361328125
2016-10-17,187.037841796875
2016-10-18,188.40707397460938
2016-10-19,188.12652587890625
2016-10-20,189.9738006591797
2016-10-21,191.92323303222656
2016-10-24,194.9095001220703
2016-10-25,195.76376342773438
2016-10-26,197.92494201660156
2016-10-27,196.85894775390625
2016-10-28,198.34841918945312
2016-10-31,198.93252563476562
2016-11-01,197.25323486328125
2016-11-02,194.08444213867188
2016-11-03,194.5590057373047
2016-11-04,195.27456665039062
2016-11-07,197.4649658203125
2016-11-08,199.14425659179688
2016-11-09,198.59666442871094
2016-11-10,196.7129364013672
2016-11-11,198.80841064453125
2016-11-14,184.6802978515625
2016-11-15,189.04652404785156
2016-11-16,186.76119995117188
2016-11-17,188.97349548339844
2016-11-18,182.5555877685547
2016-11-21,183.54129028320312
2016-11-22,184.3590545654297
2016-11-23,189.1268310546875
2016-11-25,189.85694885253906
2016-11-28,188.72525024414062
2016-11-29,188.86399841308594
2016-11-30,183.57778930664062
2016-12-01,178.86842346191406
2016-12-02,179.08016967773438
2016-12-05,180.63536071777344
2016-12-06,183.12510681152344
2016-12-07,186.980224609375
2016-12-08,182.33656311035156
2016-12-09,182.1394500732422
2016-12-12,180.33599853515625
2016-12-13,182.59213256835938
2016-12-14,183.11050415039062
2016-12-15,185.43963623046875
2016-12-16,183.61431884765625
2016-12-19,183.3295440673828
2016-12-20,182.35116577148438
2016-12-21,181.7743682861328
2016-12-22,181.76705932617188
2016-12-23,182.6067352294922
2016-12-27,183.19082641601562
2016-12-28,182.16864013671875
2016-12-29,182.4022979736328
2016-12-30,181.7743682861328
2017-01-03,182.92796325683594
2017-01-04,184.0304718017578
2017-01-05,183.7968292236328
2017-01-06,186.99481201171875
2017-01-09,186.4253387451172
2017-01-10,184.92124938964844
2017-01-11,184.27142333984375
2017-01-12,185.1694793701172
2017-01-13,184.16921997070312
2017-01-17,182.3146514892578
2017-01-18,183.1835174560547
2017-01-19,183.81874084472656
2017-01-20,165.66758728027344
2017-01-23,163.4041748046875
2017-01-24,164.4336700439453
2017-01-25,161.84898376464844
2017-01-26,160.556640625
2017-01-27,159.89952087402344
2017-01-30,158.15451049804688
2017-01-31,158.0011749267578
2017-02-01,160.39601135253906
2017-02-02,161.9219970703125
2017-02-03,164.3971710205078
2017-02-06,168.61732482910156
2017-02-07,179.5255584716797
2017-02-08,180.65725708007812
2017-02-09,183.70921325683594
2017-02-10,184.81173706054688
2017-02-13,184.14730834960938
2017-02-14,182.67971801757812
2017-02-15,183.27114868164062
2017-02-16,184.32254028320312
2017-02-17,182.3438720703125
2017-02-21,185.89231872558594
2017-02-22,186.52024841308594
2017-02-23,185.90692138671875
2017-02-24,183.2565460205078
2017-02-27,184.93585205078125
2017-02-28,185.6002655029297
2017-03-01,185.2133026123047
2017-03-02,181.51881408691406
2017-03-03,181.69406127929688
2017-03-06,180.48202514648438
2017-03-07,177.10150146484375
2017-03-08,175.911376953125
2017-03-09,176.4224853515625
2017-03-10,168.93130493164062
2017-03-13,171.39915466308594
2017-03-14,169.18682861328125
2017-03-15,169.21604919433594
2017-03-16,173.1587677001953
2017-03-17,175.2688751220703
2017-03-20,173.728271484375
2017-03-21,164.1269989013672
2017-03-22,156.86947631835938
2017-03-23,154.44541931152344
2017-03-24,153.35751342773438
2017-03-27,156.6431121826172
2017-03-28,158.84812927246094
2017-03-29,159.84840393066406
2017-03-30,160.6515655517578
2017-03-31,160.74649047851562
2017-04-03,159.7242889404297
2017-04-04,163.126708984375
2017-04-05,163.87147521972656
2017-04-06,165.34632873535156
2017-04-07,166.9891357421875
2017-04-10,170.1214141845703
2017-04-11,172.66229248046875
2017-04-12,172.0562744140625
2017-04-13,170.67630004882812
2017-04-17,174.67015075683594
2017-04-18,172.64768981933594
2017-04-19,173.34130859375
2017-04-20,175.19586181640625
2017-04-21,175.3856964111328
2017-04-24,181.3143768310547
2017-04-25,181.1975555419922
2017-04-26,183.0666961669922
2017-04-27,183.1835174560547
2017-04-28,180.1461639404297
2017-05-01,182.4460906982422
2017-05-02,183.1470184326172
2017-05-03,180.79598999023438
2017-05-04,182.56289672851562
2017-05-05,186.16976928710938
2017-05-08,186.20626831054688
2017-05-09,176.99928283691406
2017-05-10,178.83921813964844
2017-05-11,177.5322723388672
2017-05-12,177.64181518554688
2017-05-15,181.3946990966797
2017-05-16,181.7743682861328
2017-05-17,177.28402709960938
2017-05-18,180.92739868164062
2017-05-19,186.59324645996094
2017-05-22,187.9366912841797
2017-05-23,192.2299041748047
2017-05-24,193.80699157714844
2017-05-25,194.96791076660156
2017-05-26,193.05494689941406
2017-05-30,194.50062561035156
2017-05-31,195.73452758789062
2017-06-01,196.5084991455078
2017-06-02,198.355712890625
2017-06-05,197.56716918945312
2017-06-06,197.2605438232422
2017-06-07,197.16563415527344
2017-06-08,199.5093536376953
2017-06-09,197.0852813720703
2017-06-12,191.86483764648438
2017-06-13,196.6179962158203
2017-06-14,197.56716918945312
2017-06-15,198.1001739501953
2017-06-16,197.32623291015625
2017-06-19,197.9541473388672
2017-06-20,194.21585083007812
2017-06-21,195.63963317871094
2017-06-22,195.3110809326172
2017-06-23,195.76376342773438
2017-06-26,195.85867309570312
2017-06-27,193.76316833496094
2017-06-28,195.29649353027344
2017-06-29,193.4930419921875
2017-06-30,196.31134033203125
2017-07-03,193.5514373779297
2017-07-05,195.90248107910156
2017-07-06,192.46356201171875
2017-07-07,194.69775390625
2017-07-10,197.58177185058594
2017-07-11,197.5963897705078
2017-07-12,200.49501037597656
2017-07-13,200.99880981445312
2017-07-14,206.000244140625
2017-07-17,206.04408264160156
2017-07-18,204.83932495117188
2017-07-19,209.1398162841797
2017-07-20,207.25607299804688
2017-07-21,209.18362426757812
2017-07-24,209.5632781982422
2017-07-25,209.9867706298828
2017-07-26,208.8550567626953
2017-07-27,206.25576782226562
2017-07-28,206.37989807128906
2017-07-31,206.000244140625
2017-08-01,206.68653869628906
2017-08-02,206.22659301757812
2017-08-03,204.53265380859375
2017-08-04,204.87583923339844
2017-08-07,207.64305114746094
2017-08-08,208.5995330810547
2017-08-09,202.77304077148438
2017-08-10,199.60426330566406
2017-08-11,200.3197784423828
2017-08-14,203.510498046875
2017-08-15,203.6492156982422
2017-08-16,204.70059204101562
2017-08-17,200.5607452392578
2017-08-18,199.40711975097656
2017-08-21,198.1804962158203
2017-08-22,201.0353240966797
2017-08-23,198.4652557373047
2017-08-24,198.1804962158203
2017-08-25,197.61099243164062
2017-08-28,197.92494201660156
2017-08-29,200.60455322265625
2017-08-30,201.8895721435547
2017-08-31,206.76805114746094
2017-09-01,203.7537078857422
2017-09-05,201.56436157226562
2017-09-06,198.6531219482422
2017-09-07,201.28671264648438
2017-09-08,201.50088500976562
2017-09-11,202.27828979492188
2017-09-12,201.62779235839844
2017-09-13,200.2158203125
2017-09-14,202.05616760253906
2017-09-15,203.1905059814453
2017-09-18,209.92520141601562
2017-09-19,210.36941528320312
2017-09-20,205.64956665039062
2017-09-21,209.6316680908203
2017-09-22,206.56179809570312
2017-09-25,204.83253479003906
2017-09-26,203.5078125
2017-09-27,201.85784912109375
2017-09-28,201.12806701660156
2017-09-29,202.7938690185547
2017-10-02,204.80079650878906
2017-10-03,208.09275817871094
2017-10-04,208.52906799316406
2017-10-05,212.788818359375
2017-10-06,210.18695068359375
2017-10-09,211.32130432128906
2017-10-10,211.4244384765625
2017-10-11,209.86170959472656
2017-10-12,211.1309356689453
2017-10-13,210.59945678710938
2017-10-16,209.11607360839844
2017-10-17,211.00399780273438
2017-10-18,210.76602172851562
2017-10-19,209.81414794921875
2017-10-20,213.0664520263672
2017-10-23,212.25732421875
2017-10-24,212.44773864746094
2017-10-25,216.25527954101562
2017-10-26,216.55674743652344
2017-10-27,220.12635803222656
2017-10-30,219.88839721679688
2017-10-31,220.12635803222656
2017-11-01,222.8630828857422
2017-11-02,224.1322479248047
2017-11-03,224.1084442138672
2017-11-06,224.48922729492188
2017-11-07,224.7509765625
2017-11-08,226.05189514160156
2017-11-09,210.6708221435547
2017-11-10,211.79725646972656
2017-11-13,207.83102416992188
2017-11-14,212.60635375976562
2017-11-15,210.32974243164062
2017-11-16,212.9077911376953
2017-11-17,208.68771362304688
2017-11-20,211.51168823242188
2017-11-21,211.91624450683594
2017-11-22,213.3758087158203
2017-11-24,218.6588592529297
2017-11-27,217.342041015625
2017-11-28,219.77732849121094
2017-11-29,221.570068359375
2017-11-30,225.11590576171875
2017-12-01,222.00636291503906
2017-12-04,218.1511688232422
2017-12-05,215.72381591796875
2017-12-06,217.3499755859375
2017-12-07,218.26222229003906
2017-12-08,217.84178161621094
2017-12-11,217.65142822265625
2017-12-12,214.177001953125
2017-12-13,216.2394256591797
2017-12-14,217.73074340820312
2017-12-15,219.37277221679688
2017-12-18,218.4605255126953
2017-12-19,214.90679931640625
2017-12-20,215.3034210205078
2017-12-21,216.4456787109375
2017-12-22,214.69261169433594
2017-12-26,216.6439971923828
2017-12-27,217.19927978515625
2017-12-28,218.75404357910156
2017-12-29,217.84178161621094
2018-01-02,218.23048400878906
2018-01-03,214.35150146484375
2018-01-04,216.42984008789062
2018-01-05,218.0718536376953
2018-01-08,218.95233154296875
2018-01-09,224.02120971679688
2018-01-10,223.08518981933594
2018-01-11,228.06675720214844
2018-01-12,232.0250701904297
2018-01-16,233.09596252441406
2018-01-17,233.56399536132812
2018-01-18,233.29428100585938
2018-01-19,237.31607055664062
2018-01-22,235.47572326660156
2018-01-23,238.26792907714844
2018-01-24,241.06809997558594
2018-01-25,243.408203125
2018-01-26,249.18307495117188
2018-01-29,251.68177795410156
2018-01-30,251.75315856933594
2018-01-31,251.38824462890625
2018-02-01,250.0318145751953
2018-02-02,243.74929809570312
2018-02-05,235.483642578125
2018-02-06,230.56549072265625
2018-02-07,231.70777893066406
2018-02-08,224.48922729492188
2018-02-09,224.1322479248047
2018-02-12,227.02764892578125
2018-02-13,226.7103271484375
2018-02-14,230.35133361816406
2018-02-15,236.73699951171875
2018-02-16,236.6655731201172
2018-02-20,236.98289489746094
2018-02-21,232.1995849609375
2018-02-22,232.41375732421875
2018-02-23,236.2134246826172
2018-02-26,234.1351318359375
2018-02-27,231.1366729736328
2018-02-28,228.7013702392578
2018-03-01,225.72669982910156
2018-03-02,226.19471740722656
2018-03-05,226.5358123779297
2018-03-06,225.35385131835938
2018-03-07,227.6780548095703
2018-03-08,226.8769073486328
2018-03-09,231.6284637451172
2018-03-12,228.45547485351562
2018-03-13,229.6532745361328
2018-03-14,234.10340881347656
2018-03-15,234.80145263671875
2018-03-16,237.3636474609375
2018-03-19,239.95758056640625
2018-03-20,244.43150329589844
2018-03-21,245.3833465576172
2018-03-22,240.1400146484375
2018-03-23,240.19554138183594
2018-03-26,245.42308044433594
2018-03-27,242.0517578125
2018-03-28,238.60110473632812
2018-03-29,243.47958374023438
2018-04-02,238.82322692871094
2018-04-03,242.31350708007812
2018-04-04,244.4076690673828
2018-04-05,246.652587890625
2018-04-06,243.0194854736328
2018-04-09,240.51283264160156
2018-04-10,242.92430114746094
2018-04-11,243.3209228515625
2018-04-12,244.4711456298828
2018-04-13,245.28819274902344
2018-04-16,254.0377197265625
2018-04-17,256.7189025878906
2018-04-18,258.8923645019531
2018-04-19,261.0262451171875
2018-04-20,259.9473876953125
2018-04-23,260.2884826660156
2018-04-24,259.0589599609375
2018-04-25,257.3138122558594
2018-04-26,257.7580261230469
2018-04-27,254.09323120117188
2018-04-30,254.2915802001953
2018-05-01,249.35755920410156
2018-05-02,253.0223846435547
2018-05-03,254.00599670410156
2018-05-04,256.19537353515625
2018-05-07,261.0658874511719
2018-05-08,263.2711181640625
2018-05-09,265.32568359375
2018-05-10,266.3013000488281
2018-05-11,264.81793212890625
2018-05-14,263.889892578125
2018-05-15,258.11505126953125
2018-05-16,256.6316223144531
2018-05-17,257.274169921875
2018-05-18,261.8512268066406
2018-05-21,263.91363525390625
2018-05-22,259.9950256347656
2018-05-23,264.7227783203125
2018-05-24,266.33306884765625
2018-05-25,265.0242004394531
2018-05-29,264.2864990234375
2018-05-30,266.38861083984375
2018-05-31,265.0321044921875
2018-06-01,268.4589538574219
2018-06-04,268.0623474121094
2018-06-05,266.7693176269531
2018-06-06,269.53778076171875
2018-06-07,269.7915954589844
2018-06-08,274.4638671875
2018-06-11,271.2908630371094
2018-06-12,272.0920715332031
2018-06-13,269.93438720703125
2018-06-14,273.0121765136719
2018-06-15,269.6329650878906
2018-06-18,269.831298828125
2018-06-19,267.475341796875
2018-06-20,270.45001220703125
2018-06-21,270.3072204589844
2018-06-22,271.48126220703125
2018-06-25,268.0623474121094
2018-06-26,269.02215576171875
2018-06-27,268.4034423828125
2018-06-28,267.18182373046875
2018-06-29,273.78167724609375
2018-07-02,271.77471923828125
2018-07-03,273.22637939453125
2018-07-05,275.6616516113281
2018-07-06,276.0582580566406
2018-07-09,279.9769287109375
2018-07-10,279.5168762207031
2018-07-11,278.75531005859375
2018-07-12,282.5787658691406
2018-07-13,286.27532958984375
2018-07-16,286.3863525390625
2018-07-17,287.8538513183594
2018-07-18,285.63275146484375
2018-07-19,287.877685546875
2018-07-20,289.4483337402344
2018-07-23,284.0780029296875
2018-07-24,288.4726257324219
2018-07-25,295.1438293457031
2018-07-26,295.8260192871094
2018-07-27,293.5018005371094
2018-07-30,290.2891540527344
2018-07-31,297.89642333984375
2018-08-01,292.4547119140625
2018-08-02,291.653564453125
2018-08-03,293.3590393066406
2018-08-06,292.7085876464844
2018-08-07,282.9516296386719
2018-08-08,283.5862121582031
2018-08-09,285.0775146484375
2018-08-10,283.2054138183594
2018-08-13,282.4201354980469
2018-08-14,282.82464599609375
2018-08-15,278.77117919921875
2018-08-16,280.936767578125
2018-08-17,280.4845886230469
2018-08-20,282.8167724609375
2018-08-21,285.4979553222656
2018-08-22,283.1974792480469
2018-08-23,281.40478515625
2018-08-24,281.57135009765625
2018-08-27,284.8950500488281
2018-08-28,284.7998962402344
2018-08-29,283.6099853515625
2018-08-30,277.2085266113281
2018-08-31,277.6368713378906
2018-09-04,278.8425598144531
2018-09-05,278.9932556152344
2018-09-06,280.6115417480469
2018-09-07,278.85845947265625
2018-09-10,282.0552673339844
2018-09-11,283.1578674316406
2018-09-12,282.01556396484375
2018-09-13,284.26837158203125
2018-09-14,293.493896484375
2018-09-17,291.9073791503906
2018-09-18,295.73876953125
2018-09-19,292.8592834472656
2018-09-20,292.3833312988281
2018-09-21,292.2088317871094
2018-09-24,290.0987854003906
2018-09-25,292.5895690917969
2018-09-26,293.3986511230469
2018-09-27,295.6039123535156
2018-09-28,295.3262634277344
2018-10-01,293.6366882324219
2018-10-02,293.4462890625
2018-10-03,295.1200256347656
2018-10-04,291.31243896484375
2018-10-05,285.8390197753906
2018-10-08,282.2773742675781
2018-10-09,278.5966491699219
2018-10-10,269.751953125
2018-10-11,254.73577880859375
2018-10-12,256.52850341796875
2018-10-15,259.78082275390625
2018-10-16,273.4326477050781
2018-10-17,275.8758239746094
2018-10-18,267.4515686035156
2018-10-19,267.475341796875
2018-10-22,265.5636291503906
2018-10-23,264.0405578613281
2018-10-24,256.01287841796875
2018-10-25,260.09814453125
2018-10-26,250.57913208007812
2018-10-29,247.56480407714844
2018-10-30,251.784912109375
2018-10-31,261.9701843261719
2018-11-01,274.1385803222656
2018-11-02,273.0043029785156
2018-11-05,275.3919372558594
2018-11-06,281.7220458984375
2018-11-07,285.9738464355469
2018-11-08,283.6893615722656
2018-11-09,283.55450439453125
2018-11-12,272.1872253417969
2018-11-13,274.17828369140625
2018-11-14,269.6726379394531
2018-11-15,273.2184753417969
2018-11-16,275.8678894042969
2018-11-19,268.01470947265625
2018-11-20,261.3435363769531
2018-11-21,268.6651916503906
2018-11-23,270.5848693847656
2018-11-26,277.9065246582031
2018-11-27,276.43109130859375
2018-11-28,286.0294189453125
2018-11-29,291.4155578613281
2018-11-30,286.8940734863281
2018-12-03,295.3976745605469
2018-12-04,280.6590881347656
2018-12-06,275.931396484375
2018-12-07,272.3855285644531
2018-12-10,274.2972717285156
2018-12-11,274.24969482421875
2018-12-12,280.46075439453125
2018-12-13,276.1138000488281
2018-12-14,275.09844970703125
2018-12-17,269.5854187011719
2018-12-18,271.96514892578125
2018-12-19,264.42926025390625
2018-12-20,257.2662353515625
2018-12-21,256.0050048828125
2018-12-24,249.48446655273438
2018-12-26,263.7470703125
2018-12-27,263.2473449707031
2018-12-28,265.9602355957031
2018-12-31,269.751953125
2019-01-02,269.4267272949219
2019-01-03,258.2419128417969
2019-01-04,270.4737854003906
2019-01-07,270.9179992675781
2019-01-08,274.3528137207031
2019-01-09,274.8604736328125
2019-01-10,277.54962158203125
2019-01-11,277.2402038574219
2019-01-14,276.09796142578125
2019-01-15,276.75634765625
2019-01-16,276.5818786621094
2019-01-17,276.8832702636719
2019-01-18,282.3091125488281
2019-01-22,272.5521545410156
2019-01-23,275.59027099609375
2019-01-24,276.6532287597656
2019-01-25,279.1122741699219
2019-01-28,278.24761962890625
2019-01-29,298.0391845703125
2019-01-30,305.4481201171875
2019-01-31,310.1600341796875
2019-02-01,311.9289855957031
2019-02-04,319.385498046875
2019-02-05,331.63323974609375
2019-02-06,333.08489990234375
2019-02-07,333.94158935546875
2019-02-08,337.4398498535156
2019-02-11,340.08929443359375
2019-02-12,342.03271484375
2019-02-13,342.7546081542969
2019-02-14,340.91424560546875
2019-02-15,349.1005554199219
2019-02-19,346.2845458984375
2019-02-20,346.00689697265625
2019-02-21,343.857177734375
2019-02-22,346.56219482421875
2019-02-25,345.80859375
2019-02-26,342.564208984375
2019-02-27,340.6842041015625
2019-02-28,344.341064453125
2019-03-01,346.8953552246094
2019-03-04,345.047119140625
2019-03-05,340.2955017089844
2019-03-06,338.7090148925781
2019-03-07,339.3118896484375
2019-03-08,339.2484436035156
2019-03-11,343.3653869628906
2019-03-12,346.49078369140625
2019-03-13,348.9815979003906
2019-03-14,351.07574462890625
2019-03-15,348.9260559082031
2019-03-18,356.22393798828125
2019-03-19,356.0097351074219
2019-03-20,353.48724365234375
2019-03-21,359.9205017089844
2019-03-22,352.7653503417969
2019-03-25,354.5898742675781
2019-03-26,353.45550537109375
2019-03-27,353.45550537109375
2019-03-28,356.2873840332031
2019-03-29,360.1267395019531
2019-04-01,368.3764953613281
2019-04-02,365.93328857421875
2019-04-03,369.23321533203125
2019-04-04,367.519775390625
2019-04-05,367.0993957519531
2019-04-08,366.7344970703125
2019-04-09,360.42816162109375
2019-04-10,362.4826965332031
2019-04-11,366.099853515625
2019-04-12,367.5753173828125
2019-04-15,363.4345397949219
2019-04-16,363.4107666015625
2019-04-17,361.9114990234375
2019-04-18,372.2554626464844
2019-04-22,370.70867919921875
2019-04-23,380.5211486816406
2019-04-24,378.7125244140625
2019-04-25,378.2286376953125
2019-04-26,383.08331298828125
2019-04-29,382.7977600097656
2019-04-30,382.7580871582031
2019-05-01,378.84735107421875
2019-05-02,379.640625
2019-05-03,379.45025634765625
2019-05-06,377.0229187011719
2019-05-07,372.0730285644531
2019-05-08,381.980712890625
2019-05-09,375.2460021972656
2019-05-10,375.8885498046875
2019-05-13,368.2099304199219
2019-05-14,370.8038635253906
2019-05-15,359.04791259765625
2019-05-16,368.971435546875
2019-05-17,363.1093444824219
2019-05-20,355.9066467285156
2019-05-21,363.7042541503906
2019-05-22,364.5689392089844
2019-05-23,355.0816345214844
2019-05-24,353.7093505859375
2019-05-28,355.7796936035156
2019-05-29,354.1535949707031
2019-05-30,357.4693603515625
2019-05-31,349.7827453613281
2019-06-03,349.97314453125
2019-06-04,360.7851257324219
2019-06-05,370.9386901855469
2019-06-06,371.6605529785156
2019-06-07,371.9382019042969
2019-06-10,376.5310974121094
2019-06-11,370.56585693359375
2019-06-12,372.1205749511719
2019-06-13,375.25396728515625
2019-06-14,375.09527587890625
2019-06-17,374.0482482910156
2019-06-18,381.4412536621094
2019-06-19,386.5736083984375
2019-06-20,394.0142822265625
2019-06-21,394.6092224121094
2019-06-24,389.4848327636719
2019-06-25,384.2493896484375
2019-06-26,379.5692138671875
2019-06-27,377.6495361328125
2019-06-28,383.7734375
2019-07-01,384.3128967285156
2019-07-02,387.517578125
2019-07-03,394.0856628417969
2019-07-05,394.3077392578125
2019-07-08,389.73870849609375
2019-07-09,383.7417297363281
2019-07-10,388.501220703125
2019-07-11,390.4605712890625
2019-07-12,395.0851745605469
2019-07-15,395.3310852050781
2019-07-16,394.9027099609375
2019-07-17,387.7396545410156
2019-07-18,387.19232177734375
2019-07-19,383.6068420410156
2019-07-22,384.1224670410156
2019-07-23,391.43621826171875
2019-07-24,392.38812255859375
2019-07-25,395.4024353027344
2019-07-26,393.4510498046875
2019-07-29,389.7624816894531
2019-07-30,385.9310607910156
2019-07-31,385.0743713378906
2019-08-01,380.2276306152344
2019-08-02,373.5802307128906
2019-08-05,365.94915771484375
2019-08-06,415.97137451171875
2019-08-07,426.2360534667969
2019-08-08,436.94488525390625
2019-08-09,432.1060485839844
2019-08-12,429.8294372558594
2019-08-13,434.8665466308594
2019-08-14,427.6003723144531
2019-08-15,433.6231384277344
2019-08-16,445.28228759765625
2019-08-19,451.5655517578125
2019-08-20,449.0622863769531
2019-08-21,447.6510925292969
2019-08-22,445.416748046875
2019-08-23,438.0835876464844
2019-08-26,438.26837158203125
2019-08-27,430.5068359375
2019-08-28,437.80633544921875
2019-08-29,444.1819152832031
2019-08-30,452.1871032714844
2019-09-03,449.2135009765625
2019-09-04,450.7255554199219
2019-09-05,447.693115234375
2019-09-06,448.48272705078125
2019-09-09,431.4056091308594
2019-09-10,424.1312255859375
2019-09-11,420.9224548339844
