,MCD
2015-02-11,73.05549621582031
2015-02-12,73.73789978027344
2015-02-13,74.17215728759766
2015-02-17,73.1640853881836
2015-02-18,73.34243774414062
2015-02-19,73.04000854492188
2015-02-20,73.04000854492188
2015-02-23,73.13306427001953
2015-02-24,73.65262603759766
2015-02-25,76.50628662109375
2015-02-26,77.83602142333984
2015-02-27,77.35887908935547
2015-03-02,78.21932220458984
2015-03-03,78.01590728759766
2015-03-04,78.41483306884766
2015-03-05,77.52313995361328
2015-03-06,75.97440338134766
2015-03-09,76.42804718017578
2015-03-10,75.31733703613281
2015-03-11,74.27703857421875
2015-03-12,75.28605651855469
2015-03-13,75.36428833007812
2015-03-16,75.99004364013672
2015-03-17,75.22347259521484
2015-03-18,75.87271118164062
2015-03-19,75.0748519897461
2015-03-20,75.91182708740234
2015-03-23,77.13985443115234
2015-03-24,77.71868133544922
2015-03-25,76.76439666748047
2015-03-26,76.3733139038086
2015-03-27,75.84142303466797
2015-03-30,76.56104278564453
2015-03-31,76.21687316894531
2015-04-01,75.31733703613281
2015-04-02,74.95755004882812
2015-04-06,75.30953979492188
2015-04-07,75.36428833007812
2015-04-08,75.75537872314453
2015-04-09,75.52071380615234
2015-04-10,76.49845123291016
2015-04-13,76.21687316894531
2015-04-14,76.32638549804688
2015-04-15,75.43468475341797
2015-04-16,74.80110168457031
2015-04-17,74.21444702148438
2015-04-20,75.23133087158203
2015-04-21,74.2066421508789
2015-04-22,76.52970123291016
2015-04-23,75.87271118164062
2015-04-24,77.2337417602539
2015-04-27,75.43468475341797
2015-04-28,75.7397232055664
2015-04-29,75.88835906982422
2015-04-30,75.52071380615234
2015-05-01,76.49845123291016
2015-05-04,75.19218444824219
2015-05-05,75.19218444824219
2015-05-06,75.39556884765625
2015-05-07,75.70060729980469
2015-05-08,76.83480072021484
2015-05-11,76.27163696289062
2015-05-12,76.61579132080078
2015-05-13,76.14647674560547
2015-05-14,76.42804718017578
2015-05-15,76.6861801147461
2015-05-18,76.6705322265625
2015-05-19,78.75116729736328
2015-05-20,78.3053207397461
2015-05-21,77.6561050415039
2015-05-22,77.42927551269531
2015-05-26,77.01469421386719
2015-05-27,77.171142578125
2015-05-28,76.12178039550781
2015-05-29,75.68785095214844
2015-06-01,75.91666412353516
2015-06-02,75.97187042236328
2015-06-03,76.1533432006836
2015-06-04,75.98764038085938
2015-06-05,75.380126953125
2015-06-08,75.20655059814453
2015-06-09,74.74105834960938
2015-06-10,75.19078063964844
2015-06-11,75.41958618164062
2015-06-12,75.00142669677734
2015-06-15,74.40178680419922
2015-06-16,74.66217803955078
2015-06-17,75.1276626586914
2015-06-18,75.87718963623047
2015-06-19,75.80619812011719
2015-06-22,76.42951202392578
2015-06-23,76.67407989501953
2015-06-24,76.24800872802734
2015-06-25,75.577392578125
2015-06-26,76.7608642578125
2015-06-29,75.3012466430664
2015-06-30,75.0093002319336
2015-07-01,75.55371856689453
2015-07-02,75.87718963623047
2015-07-06,75.4669189453125
2015-07-07,76.27960968017578
2015-07-08,75.6168212890625
2015-07-09,76.12969970703125
2015-07-10,77.0448989868164
2015-07-13,77.66030883789062
2015-07-14,77.93645477294922
2015-07-15,78.165283203125
2015-07-16,77.21058654785156
2015-07-17,76.9265365600586
2015-07-20,76.91867065429688
2015-07-21,76.7845458984375
2015-07-22,76.98966217041016
2015-07-23,76.60307312011719
2015-07-24,75.82198333740234
2015-07-27,75.77462768554688
2015-07-28,76.79244995117188
2015-07-29,77.48674011230469
2015-07-30,78.24417877197266
2015-07-31,78.78858947753906
2015-08-03,78.44142150878906
2015-08-04,78.22048950195312
2015-08-05,78.74122619628906
2015-08-06,78.38619232177734
2015-08-07,78.04691314697266
2015-08-10,78.4177474975586
2015-08-11,77.96012115478516
2015-08-12,77.5419692993164
2015-08-13,78.40198516845703
2015-08-14,78.32304382324219
2015-08-17,79.41975402832031
2015-08-18,79.49867248535156
2015-08-19,79.76693725585938
2015-08-20,78.70968627929688
2015-08-21,76.63465118408203
2015-08-24,73.2735366821289
2015-08-25,71.96380615234375
2015-08-26,75.07244873046875
2015-08-27,76.79244995117188
2015-08-28,76.60935974121094
2015-08-31,75.6303482055664
2015-09-01,74.39665222167969
2015-09-02,76.44221496582031
2015-09-03,76.4183578491211
2015-09-04,75.49503326416016
2015-09-08,77.03121185302734
2015-09-09,75.95667266845703
2015-09-10,75.81342315673828
2015-09-11,77.53264617919922
2015-09-14,77.18244171142578
2015-09-15,78.15348815917969
2015-09-16,78.55146789550781
2015-09-17,77.87491607666016
2015-09-18,77.24612426757812
2015-09-21,77.92266082763672
2015-09-22,77.36552429199219
2015-09-23,77.50878143310547
2015-09-24,77.43712615966797
2015-09-25,77.67591857910156
2015-09-28,76.37855529785156
2015-09-29,77.58837890625
2015-09-30,78.42411804199219
2015-10-01,78.62310028076172
2015-10-02,79.4269790649414
2015-10-05,80.525390625
2015-10-06,81.10643768310547
2015-10-07,81.00294494628906
2015-10-08,81.9421615600586
2015-10-09,81.79090881347656
2015-10-12,82.17298889160156
2015-10-13,82.2844009399414
2015-10-14,81.83869171142578
2015-10-15,82.50730895996094
2015-10-16,83.43058013916016
2015-10-19,83.16793060302734
2015-10-20,82.65056610107422
2015-10-21,81.61582946777344
2015-10-22,88.24601745605469
2015-10-23,89.61505889892578
2015-10-26,89.2886962890625
2015-10-27,88.85887908935547
2015-10-28,89.89362335205078
2015-10-29,89.6389389038086
2015-10-30,89.34442138671875
2015-11-02,89.2330093383789
2015-11-03,89.20911407470703
2015-11-04,89.46381378173828
2015-11-05,89.8219985961914
2015-11-06,90.18811798095705
2015-11-09,89.88566589355469
2015-11-10,90.11648559570312
2015-11-11,90.6179428100586
2015-11-12,89.2330093383789
2015-11-13,87.52969360351562
2015-11-16,88.39727020263672
2015-11-17,88.30174255371094
2015-11-18,89.56729125976562
2015-11-19,90.18017578125
2015-11-20,90.66567993164062
2015-11-23,91.11141967773438
2015-11-24,90.96018981933594
2015-11-25,91.05570220947266
2015-11-27,91.63326263427734
2015-11-30,91.57711791992188
2015-12-01,91.80974578857422
2015-12-02,91.2241439819336
2015-12-03,90.95944213867188
2015-12-04,93.21356201171876
2015-12-07,93.39006042480467
2015-12-08,93.4782943725586
2015-12-09,93.51840209960938
2015-12-10,94.01575469970705
2015-12-11,93.1173095703125
2015-12-14,93.26168060302734
2015-12-15,93.79917907714844
2015-12-16,94.52912902832033
2015-12-17,94.25641632080078
2015-12-18,93.58258056640624
2015-12-21,94.40885162353516
2015-12-22,94.432861328125
2015-12-23,95.29924774169922
2015-12-24,95.11473846435548
2015-12-28,95.25910949707033
2015-12-29,96.31800079345705
2015-12-30,95.80460357666016
2015-12-31,94.7697982788086
2016-01-04,94.3206024169922
2016-01-05,95.6201171875
2016-01-06,94.9783706665039
2016-01-07,92.78038024902344
2016-01-08,92.6360092163086
2016-01-11,93.60663604736328
2016-01-12,94.20826721191406
2016-01-13,92.3472137451172
2016-01-14,93.5504913330078
2016-01-15,92.39533996582033
2016-01-19,94.25641632080078
2016-01-20,92.87665557861328
2016-01-21,94.52912902832033
2016-01-22,94.9783706665039
2016-01-25,95.6201171875
2016-01-26,96.60679626464844
2016-01-27,96.95977020263672
2016-01-28,98.17105102539062
2016-01-29,99.29407501220705
2016-02-01,99.95992279052734
2016-02-02,99.4304656982422
2016-02-03,97.44107818603516
2016-02-04,96.7912826538086
2016-02-05,92.57183074951172
2016-02-08,93.09323120117188
2016-02-09,93.86335754394533
2016-02-10,94.28850555419922
2016-02-11,93.63873291015624
2016-02-12,94.60135650634766
2016-02-16,95.60406494140624
2016-02-17,95.17090606689452
2016-02-18,93.99168395996094
2016-02-19,93.4782943725586
2016-02-22,94.39276885986328
2016-02-23,93.77509307861328
2016-02-24,93.90343475341795
2016-02-25,94.95430755615234
2016-02-26,94.61483001708984
2016-02-29,94.7199249267578
2016-03-01,96.0616226196289
2016-03-02,95.76255798339844
2016-03-03,94.31578063964844
2016-03-04,94.71182250976562
2016-03-07,94.68757629394533
2016-03-08,95.7140655517578
2016-03-09,96.70013427734376
2016-03-10,96.97498321533205
2016-03-11,98.2439193725586
2016-03-14,99.3350601196289
2016-03-15,99.76344299316406
2016-03-16,99.8362045288086
2016-03-17,99.5452117919922
2016-03-18,100.28883361816406
2016-03-21,100.07057189941406
2016-03-22,100.07864379882812
2016-03-23,100.3777084350586
2016-03-24,99.6502914428711
2016-03-28,99.55330657958984
2016-03-29,100.19989776611328
2016-03-30,101.70327758789062
2016-03-31,101.58202362060548
2016-04-01,102.66509246826172
2016-04-04,103.10962677001952
2016-04-05,102.9560775756836
2016-04-06,103.06922149658205
2016-04-07,103.5703353881836
2016-04-08,103.4248504638672
2016-04-11,103.10154724121094
2016-04-12,103.14197540283205
2016-04-13,102.56005096435548
2016-04-14,103.06114959716795
2016-04-15,103.27938079833984
2016-04-18,104.14423370361328
2016-04-19,104.15231323242188
2016-04-20,103.9017333984375
2016-04-21,101.6709213256836
2016-04-22,101.43653106689452
2016-04-25,103.02074432373048
2016-04-26,103.22278594970705
2016-04-27,103.69966888427734
2016-04-28,103.39250946044922
2016-04-29,102.23670959472656
2016-05-02,103.61884307861328
2016-05-03,103.78047943115234
2016-05-04,104.53216552734376
2016-05-05,104.49176025390624
2016-05-06,105.5425033569336
2016-05-09,105.74457550048828
2016-05-10,106.36691284179688
2016-05-11,104.37863159179688
2016-05-12,105.17070770263672
2016-05-13,104.12803649902344
2016-05-16,104.78273010253906
2016-05-17,103.2066421508789
2016-05-18,102.0103988647461
2016-05-19,101.26681518554688
2016-05-20,99.06026458740234
2016-05-23,99.26233673095705
2016-05-24,100.18373107910156
2016-05-25,99.62605285644533
2016-05-26,100.05442810058594
2016-05-27,99.6179656982422
2016-05-31,98.65613555908205
2016-06-01,98.58336639404295
2016-06-02,98.6566390991211
2016-06-03,98.80321502685548
2016-06-06,99.33246612548828
2016-06-07,99.2510223388672
2016-06-08,99.4220199584961
2016-06-09,99.97565460205078
2016-06-10,99.62554931640624
2016-06-13,100.13849639892578
2016-06-14,99.74768829345705
2016-06-15,99.53600311279295
2016-06-16,99.71510314941406
2016-06-17,99.5522918701172
2016-06-20,100.48860931396484
2016-06-21,99.84537506103516
2016-06-22,98.2088623046875
2016-06-23,98.68921661376952
2016-06-24,97.24810791015624
2016-06-27,94.6915054321289
2016-06-28,96.48274230957033
2016-06-29,97.28878784179688
2016-06-30,97.98086547851562
2016-07-01,98.02970123291016
2016-07-05,98.3228530883789
2016-07-06,98.2170181274414
2016-07-07,98.45310974121094
2016-07-08,98.7706527709961
2016-07-11,99.33246612548828
2016-07-12,99.53600311279295
2016-07-13,100.0000991821289
2016-07-14,100.90386199951172
2016-07-15,100.64332580566406
2016-07-18,100.79801940917967
2016-07-19,102.99633026123048
2016-07-20,102.63809967041016
2016-07-21,103.55001831054688
2016-07-22,104.42932891845705
2016-07-25,103.7291259765625
2016-07-26,99.0963363647461
2016-07-27,97.28068542480467
2016-07-28,97.2318115234375
2016-07-29,95.79069519042967
2016-08-01,96.08377075195312
2016-08-02,95.83139038085938
2016-08-03,95.68482208251952
2016-08-04,96.31990814208984
2016-08-05,97.06082153320312
2016-08-08,96.311767578125
2016-08-09,96.32804107666016
2016-08-10,96.7270050048828
2016-08-11,97.19925689697266
2016-08-12,97.31322479248048
2016-08-15,96.49903106689452
2016-08-16,96.02678680419922
2016-08-17,95.34284973144533
2016-08-18,95.36729431152344
2016-08-19,93.64118194580078
2016-08-22,93.97501373291016
2016-08-23,93.78775787353516
2016-08-24,93.52721405029295
2016-08-25,93.9831771850586
2016-08-26,93.17709350585938
2016-08-29,93.96688842773438
2016-08-30,94.65612030029295
2016-08-31,94.90227508544922
2016-09-01,94.68892669677734
2016-09-02,95.04174041748048
2016-09-06,96.2069091796875
2016-09-07,95.93611907958984
2016-09-08,95.32073211669922
2016-09-09,94.01610565185548
2016-09-12,95.14022064208984
2016-09-13,94.13919067382812
2016-09-14,94.50841522216795
2016-09-15,95.296142578125
2016-09-16,94.59046936035156
2016-09-19,94.53303527832033
2016-09-20,95.55048370361328
2016-09-21,95.9443359375
2016-09-22,96.29717254638672
2016-09-23,96.14126586914062
2016-09-26,95.61613464355467
2016-09-27,95.9032974243164
2016-09-28,94.50841522216795
2016-09-29,94.18839263916016
2016-09-30,94.65612030029295
2016-10-03,94.0653305053711
2016-10-04,93.1299285888672
2016-10-05,93.05608367919922
2016-10-06,93.47455596923828
2016-10-07,93.08889770507812
2016-10-10,94.12278747558594
2016-10-11,93.27761840820312
2016-10-12,94.12278747558594
2016-10-13,94.69715118408205
2016-10-14,93.61404418945312
2016-10-17,92.23555755615234
2016-10-18,91.28374481201172
2016-10-19,91.29195404052734
2016-10-20,90.72577667236328
2016-10-21,93.48275756835938
2016-10-24,93.18737030029295
2016-10-25,92.48992156982422
2016-10-26,91.98939514160156
2016-10-27,91.96480560302734
2016-10-28,91.98118591308594
2016-10-31,92.36685180664062
2016-11-01,92.10428619384766
2016-11-02,92.2191390991211
2016-11-03,91.6694107055664
2016-11-04,91.1114273071289
2016-11-07,92.57198333740234
2016-11-08,93.63045501708984
2016-11-09,94.34432220458984
2016-11-10,93.95866394042967
2016-11-11,93.72071075439452
2016-11-14,96.70744323730467
2016-11-15,97.0848617553711
2016-11-16,97.81512451171876
2016-11-17,98.01207733154295
2016-11-18,98.46337127685548
2016-11-21,98.0531005859375
2016-11-22,98.20899200439452
2016-11-23,98.57823944091795
2016-11-25,99.00491333007812
2016-11-28,99.95672607421876
2016-11-29,99.79135131835938
2016-11-30,98.62540435791016
2016-12-01,97.9638900756836
2016-12-02,97.77369689941406
2016-12-05,98.64195251464844
2016-12-06,98.60887145996094
2016-12-07,99.1628875732422
2016-12-08,99.60113525390624
2016-12-09,100.27094268798828
2016-12-12,100.66786193847656
2016-12-13,101.44514465332033
2016-12-14,101.57745361328124
2016-12-15,101.18053436279295
2016-12-16,101.90821838378906
2016-12-19,101.70149230957033
2016-12-20,101.98265075683594
2016-12-21,101.8586196899414
2016-12-22,102.30514526367188
2016-12-23,101.82553100585938
2016-12-27,101.76766967773438
2016-12-28,101.44514465332033
2016-12-29,101.53610229492188
2016-12-30,100.65132904052734
2017-01-03,98.91482543945312
2017-01-04,98.799072265625
2017-01-05,98.98096466064452
2017-01-06,99.85751342773438
2017-01-09,99.58460235595705
2017-01-10,99.43577575683594
2017-01-11,99.95671844482422
2017-01-12,100.9655532836914
2017-01-13,100.46941375732422
2017-01-17,101.5030517578125
2017-01-18,101.46996307373048
2017-01-19,101.03170776367188
2017-01-20,101.09783172607422
2017-01-23,100.37017822265624
2017-01-24,100.0972900390625
2017-01-25,100.70919799804688
2017-01-26,100.78362274169922
2017-01-27,101.59400177001952
2017-01-30,101.72630310058594
2017-01-31,101.3542022705078
2017-02-01,101.23014831542967
2017-02-02,101.89169311523438
2017-02-03,102.73514556884766
2017-02-06,102.9087905883789
2017-02-07,103.02454376220705
2017-02-08,103.09071350097656
2017-02-09,102.93360900878906
2017-02-10,104.04165649414062
2017-02-13,103.81012725830078
2017-02-14,104.03339385986328
2017-02-15,104.58740997314452
2017-02-16,104.76932525634766
2017-02-17,105.678955078125
2017-02-21,105.87736511230467
2017-02-22,105.72025299072266
2017-02-23,106.06759643554688
2017-02-24,106.38178253173828
2017-02-27,105.78204345703124
2017-02-28,106.33182525634766
2017-03-01,107.49800872802734
2017-03-02,106.81494903564452
2017-03-03,106.54007720947266
2017-03-06,106.64835357666016
2017-03-07,106.6816864013672
2017-03-08,106.69835662841795
2017-03-09,106.73999786376952
2017-03-10,106.6067123413086
2017-03-13,106.29850006103516
2017-03-14,106.456787109375
2017-03-15,106.5234146118164
2017-03-16,106.6067123413086
2017-03-17,107.156494140625
2017-03-20,107.27310180664062
2017-03-21,107.05655670166016
2017-03-22,107.5396728515625
2017-03-23,107.45635223388672
2017-03-24,107.73957061767578
2017-03-27,107.8645477294922
2017-03-28,107.83121490478516
2017-03-29,107.3230972290039
2017-03-30,107.72293090820312
2017-03-31,107.9645004272461
2017-04-03,107.9645004272461
2017-04-04,107.69793701171876
2017-04-05,108.6308822631836
2017-04-06,108.41429901123048
2017-04-07,108.2560577392578
2017-04-10,108.272705078125
2017-04-11,109.2889404296875
2017-04-12,109.33893585205078
2017-04-13,108.92242431640624
2017-04-17,109.4139175415039
2017-04-18,110.20525360107422
2017-04-19,110.48847198486328
2017-04-20,111.01325988769533
2017-04-21,111.12987518310548
2017-04-24,111.81290435791016
2017-04-25,118.03540802001952
2017-04-26,117.31902313232422
2017-04-27,117.34398651123048
2017-04-28,116.56100463867188
2017-05-01,117.57725524902344
2017-05-02,117.64388275146484
2017-05-03,118.80172729492188
2017-05-04,119.49314880371094
2017-05-05,119.91796875
2017-05-08,120.15120697021484
2017-05-09,120.25115203857422
2017-05-10,120.38444519042967
2017-05-11,120.1262435913086
2017-05-12,121.08415985107422
2017-05-15,121.85050201416016
2017-05-16,122.69184112548828
2017-05-17,121.95882415771484
2017-05-18,122.4586181640625
2017-05-19,123.408203125
2017-05-22,123.44149780273438
2017-05-23,123.13333892822266
2017-05-24,124.53275299072266
2017-05-25,124.76602172851562
2017-05-26,124.8326644897461
2017-05-30,124.89096069335938
2017-05-31,125.69063568115234
2017-06-01,127.73587799072266
2017-06-02,128.8674774169922
2017-06-05,128.07113647460938
2017-06-06,126.7635269165039
2017-06-07,127.35867309570312
2017-06-08,126.93115997314452
2017-06-09,126.97307586669922
2017-06-12,124.4500732421875
2017-06-13,125.58168029785156
2017-06-14,126.30254364013672
2017-06-15,126.7132339477539
2017-06-16,127.40058135986328
2017-06-19,128.3645782470703
2017-06-20,129.14410400390625
2017-06-21,128.8590850830078
2017-06-22,129.75599670410156
2017-06-23,129.6218719482422
2017-06-26,129.05189514160156
2017-06-27,128.85067749023438
2017-06-28,129.33688354492188
2017-06-29,128.35618591308594
2017-06-30,128.38133239746094
2017-07-03,127.82809448242188
2017-07-05,128.3058624267578
2017-07-06,128.3226318359375
2017-07-07,130.98818969726562
2017-07-10,130.35951232910156
2017-07-11,129.84815979003906
2017-07-12,131.2480010986328
2017-07-13,129.9571533203125
2017-07-14,130.15829467773438
2017-07-17,130.14154052734375
2017-07-18,129.05189514160156
2017-07-19,128.9932098388672
2017-07-20,129.26144409179688
2017-07-21,129.01837158203125
2017-07-24,127.2832260131836
2017-07-25,133.33517456054688
2017-07-26,131.18930053710938
2017-07-27,131.55812072753906
2017-07-28,130.63612365722656
2017-07-31,130.0409393310547
2017-08-01,129.11898803710938
2017-08-02,131.25637817382812
2017-08-03,129.6889190673828
2017-08-04,128.93453979492188
2017-08-07,129.89846801757812
2017-08-08,129.8565673828125
2017-08-09,129.8565673828125
2017-08-10,131.28155517578125
2017-08-11,131.85150146484375
2017-08-14,131.8179473876953
2017-08-15,132.1197509765625
2017-08-16,133.19264221191406
2017-08-17,132.3460693359375
2017-08-18,132.2371063232422
2017-08-21,132.7400360107422
2017-08-22,133.81297302246094
2017-08-23,133.1172332763672
2017-08-24,132.7819366455078
2017-08-25,133.12562561035156
2017-08-28,133.83811950683594
2017-08-29,133.59506225585938
2017-08-30,134.5140838623047
2017-08-31,134.88507080078125
2017-09-01,134.7501983642578
2017-09-05,134.1515350341797
2017-09-06,133.40956115722656
2017-09-07,134.8260955810547
2017-09-08,134.66586303710938
2017-09-11,136.20046997070312
2017-09-12,131.81590270996094
2017-09-13,132.38082885742188
2017-09-14,132.38082885742188
2017-09-15,132.3133544921875
