,AAPL
2014-12-15,24.102216720581055
2014-12-16,23.772624969482422
2014-12-17,24.364988327026367
2014-12-18,25.086517333984375
2014-12-19,24.89277458190918
2014-12-22,25.151098251342773
2014-12-23,25.062028884887695
2014-12-24,24.94399070739746
2014-12-26,25.384923934936523
2014-12-29,25.36711883544922
2014-12-30,25.057565689086914
2014-12-31,24.581003189086914
2015-01-02,24.34717559814453
2015-01-05,23.661272048950195
2015-01-06,23.663503646850586
2015-01-07,23.995315551757812
2015-01-08,24.917266845703125
2015-01-09,24.94399070739746
2015-01-12,24.32935333251953
2015-01-13,24.545372009277344
2015-01-14,24.451833724975586
2015-01-15,23.788211822509766
2015-01-16,23.603368759155273
2015-01-20,24.211326599121094
2015-01-21,24.39615821838379
2015-01-22,25.03084373474121
2015-01-23,25.160005569458008
2015-01-26,25.186723709106445
2015-01-27,24.304859161376953
2015-01-28,25.678884506225586
2015-01-29,26.47835922241211
2015-01-30,26.090864181518555
2015-02-02,26.418230056762695
2015-02-03,26.42268180847168
2015-02-04,26.625337600708008
2015-02-05,26.815370559692383
2015-02-06,26.58956527709961
2015-02-09,26.76618194580078
2015-02-10,27.280405044555664
2015-02-11,27.91982078552246
2015-02-12,28.2730655670166
2015-02-13,28.411684036254883
2015-02-17,28.579362869262695
2015-02-18,28.778343200683594
2015-02-19,28.71797752380371
2015-02-20,28.95273208618164
2015-02-23,29.735239028930664
2015-02-24,29.549680709838867
2015-02-25,28.793987274169922
2015-02-26,29.158418655395508
2015-02-27,28.720218658447266
2015-03-02,28.861066818237305
2015-03-03,28.921438217163086
2015-03-04,28.738107681274414
2015-03-05,28.261886596679688
2015-03-06,28.304370880126953
2015-03-09,28.42510223388672
2015-03-10,27.83710289001465
2015-03-11,27.329586029052734
2015-03-12,27.823686599731445
2015-03-13,27.63140869140625
2015-03-16,27.935470581054688
2015-03-17,28.402742385864258
2015-03-18,28.72245216369629
2015-03-19,28.50558090209961
2015-03-20,28.147876739501953
2015-03-23,28.440753936767578
2015-03-24,28.32448959350586
2015-03-25,27.584461212158203
2015-03-26,27.776744842529297
2015-03-27,27.555400848388672
2015-03-30,28.252944946289062
2015-03-31,27.8192138671875
2015-04-01,27.778974533081055
2015-04-02,28.01820182800293
2015-04-06,28.47205352783203
2015-04-07,28.172466278076172
2015-04-08,28.080793380737305
2015-04-09,28.295425415039062
2015-04-10,28.416154861450195
2015-04-13,28.360258102416992
2015-04-14,28.237293243408203
2015-04-15,28.344614028930664
2015-04-16,28.208232879638672
2015-04-17,27.89076042175293
2015-04-20,28.52794075012207
2015-04-21,28.373680114746094
2015-04-22,28.7559871673584
2015-04-23,28.990741729736328
2015-04-24,29.127119064331055
2015-04-27,29.656986236572266
2015-04-28,29.189727783203125
2015-04-29,28.760461807250977
2015-04-30,27.98019027709961
2015-05-01,28.829771041870117
2015-05-04,28.77387237548828
2015-05-05,28.125513076782227
2015-05-06,27.94889259338379
2015-05-07,28.121767044067383
2015-05-08,28.651596069335938
2015-05-11,28.359739303588867
2015-05-12,28.258710861206055
2015-05-13,28.290142059326172
2015-05-14,28.950193405151367
2015-05-15,28.909780502319336
2015-05-18,29.22857666015625
2015-05-19,29.201641082763672
2015-05-20,29.199392318725586
2015-05-21,29.49798583984375
2015-05-22,29.756162643432617
2015-05-26,29.100603103637695
2015-05-27,29.643918991088867
2015-05-28,29.585542678833008
2015-05-29,29.24878692626953
2015-06-01,29.30714988708496
2015-06-02,29.17694854736328
2015-06-03,29.212858200073242
2015-06-04,29.042245864868164
2015-06-05,28.882835388183594
2015-06-08,28.692014694213867
2015-06-09,28.606691360473633
2015-06-10,28.934480667114258
2015-06-11,28.869367599487305
2015-06-12,28.550569534301758
2015-06-15,28.49443817138672
2015-06-16,28.647104263305664
2015-06-17,28.579755783081055
2015-06-18,28.709964752197266
2015-06-19,28.422597885131836
2015-06-22,28.649349212646484
2015-06-23,28.519136428833008
2015-06-24,28.76160430908203
2015-06-25,28.624656677246094
2015-06-26,28.456275939941406
2015-06-29,27.957870483398438
2015-06-30,28.15992546081543
2015-07-01,28.422597885131836
2015-07-02,28.386676788330078
2015-07-06,28.287887573242188
2015-07-07,28.218299865722656
2015-07-08,27.517831802368164
2015-07-09,26.95656394958496
2015-07-10,27.677230834960938
2015-07-13,28.211566925048828
2015-07-14,28.200340270996094
2015-07-15,28.47199058532715
2015-07-16,28.851408004760742
2015-07-17,29.100603103637695
2015-07-20,29.650650024414062
2015-07-21,29.35430145263672
2015-07-22,28.11277961730957
2015-07-23,28.09931182861328
2015-07-24,27.951135635375977
2015-07-27,27.562732696533203
2015-07-28,27.69968605041504
2015-07-29,27.61213493347168
2015-07-30,27.472932815551758
2015-07-31,27.232709884643555
2015-08-03,26.590625762939453
2015-08-04,25.73749351501465
2015-08-05,25.908117294311523
2015-08-06,25.96449851989746
2015-08-07,26.05245590209961
2015-08-10,26.999650955200195
2015-08-11,25.594642639160156
2015-08-12,25.989307403564453
2015-08-13,25.969013214111328
2015-08-14,26.15168571472168
2015-08-17,26.422311782836914
2015-08-18,26.27346420288086
2015-08-19,25.937437057495117
2015-08-20,25.40520477294922
2015-08-21,23.851348876953125
2015-08-24,23.255956649780273
2015-08-25,23.39579200744629
2015-08-26,24.73765754699707
2015-08-27,25.466093063354492
2015-08-28,25.549543380737305
2015-08-31,25.430009841918945
2015-09-01,24.293371200561523
2015-09-02,25.335290908813477
2015-09-03,24.891008377075195
2015-09-04,24.64293098449707
2015-09-08,25.328519821166992
2015-09-09,24.841394424438477
2015-09-10,25.387161254882812
2015-09-11,25.75701904296875
2015-09-14,26.00509262084961
2015-09-15,26.223848342895508
2015-09-16,26.253175735473633
2015-09-17,25.69161605834961
2015-09-18,25.585620880126953
2015-09-21,25.9825439453125
2015-09-22,25.5743465423584
2015-09-23,25.781824111938477
2015-09-24,25.935176849365234
2015-09-25,25.86977767944336
2015-09-28,25.35783576965332
2015-09-29,24.5955753326416
2015-09-30,24.875226974487305
2015-10-01,24.712848663330078
2015-10-02,24.893268585205078
2015-10-05,24.983474731445312
2015-10-06,25.102998733520508
2015-10-07,24.983474731445312
2015-10-08,24.69480323791504
2015-10-09,25.28567886352539
2015-10-12,25.168397903442383
2015-10-13,25.211254119873047
2015-10-14,24.854928970336914
2015-10-15,25.227039337158203
2015-10-16,25.042112350463867
2015-10-19,25.197721481323242
2015-10-20,25.65778350830078
2015-10-21,25.65553855895996
2015-10-22,26.047945022583008
2015-10-23,26.855318069458008
2015-10-26,25.998329162597656
2015-10-27,25.833698272705078
2015-10-28,26.89817237854004
2015-10-29,27.182329177856445
2015-10-30,26.95003318786621
2015-11-02,27.328916549682617
2015-11-03,27.642391204833984
2015-11-04,27.51384735107422
2015-11-05,27.387014389038086
2015-11-06,27.41871452331543
2015-11-09,27.307741165161133
2015-11-10,26.447080612182617
2015-11-11,26.297603607177734
2015-11-12,26.20927619934082
2015-11-13,25.44373893737793
2015-11-16,25.86048126220703
2015-11-17,25.749500274658203
2015-11-18,26.56485939025879
2015-11-19,26.902320861816406
2015-11-20,27.020099639892578
2015-11-23,26.669044494628906
2015-11-24,26.92497444152832
2015-11-25,26.73246192932129
2015-11-27,26.682628631591797
2015-11-30,26.793611526489258
2015-12-01,26.576181411743164
2015-12-02,26.33609962463379
2015-12-03,26.09149742126465
2015-12-04,26.95895004272461
2015-12-07,26.789081573486328
2015-12-08,26.77776336669922
2015-12-09,26.18662452697754
2015-12-10,26.311187744140625
2015-12-11,25.633981704711914
2015-12-14,25.475448608398438
2015-12-15,25.024730682373047
2015-12-16,25.21724510192871
2015-12-17,24.682741165161133
2015-12-18,24.014596939086914
2015-12-21,24.30902862548828
2015-12-22,24.286375045776367
2015-12-23,24.598936080932617
2015-12-24,24.467571258544922
2015-12-28,24.193519592285156
2015-12-29,24.628381729125977
2015-12-30,24.306766510009766
2015-12-31,23.840200424194336
2016-01-04,23.860586166381836
2016-01-05,23.262653350830078
2016-01-06,22.80740737915039
2016-01-07,21.844829559326172
2016-01-08,21.960346221923828
2016-01-11,22.315933227539062
2016-01-12,22.639808654785156
2016-01-13,22.0577335357666
2016-01-14,22.540149688720703
2016-01-15,21.99884033203125
2016-01-19,21.89239501953125
2016-01-20,21.921842575073242
2016-01-21,21.81085777282715
2016-01-22,22.970478057861328
2016-01-25,22.522037506103516
2016-01-26,22.646595001220703
2016-01-27,21.158571243286133
2016-01-28,21.31031608581543
2016-01-29,22.046403884887695
2016-02-01,21.84030532836914
2016-02-02,21.398656845092773
2016-02-03,21.822189331054688
2016-02-04,21.997520446777344
2016-02-05,21.41001319885254
2016-02-08,21.635456085205078
2016-02-09,21.630903244018555
2016-02-10,21.466943740844727
2016-02-11,21.33715057373047
2016-02-12,21.403179168701172
2016-02-16,22.006633758544922
2016-02-17,22.343652725219727
2016-02-18,21.92009925842285
2016-02-19,21.870004653930664
2016-02-22,22.061288833618164
2016-02-23,21.56258773803711
2016-02-24,21.883668899536133
2016-02-25,22.03396224975586
2016-02-26,22.068119049072266
2016-02-29,22.018016815185547
2016-03-01,22.892457962036133
2016-03-02,22.94255256652832
2016-03-03,23.11333656311035
2016-03-04,23.457197189331055
2016-03-07,23.197601318359375
2016-03-08,23.006305694580078
2016-03-09,23.026805877685547
2016-03-10,23.038198471069336
2016-03-11,23.286409378051758
2016-03-14,23.345613479614258
2016-03-15,23.814712524414062
2016-03-16,24.131244659423828
2016-03-17,24.092527389526367
2016-03-18,24.119853973388672
2016-03-21,24.11758041381836
2016-03-22,24.302030563354492
2016-03-23,24.16767692565918
2016-03-24,24.06292152404785
2016-03-28,23.95362091064453
2016-03-29,24.520639419555664
2016-03-30,24.948747634887695
2016-03-31,24.818946838378906
2016-04-01,25.046667098999023
2016-04-04,25.303983688354492
2016-04-05,25.005672454833984
2016-04-06,25.26755142211914
2016-04-07,24.716474533081055
2016-04-08,24.743799209594727
2016-04-11,24.82577896118164
2016-04-12,25.14913558959961
2016-04-13,25.51348876953125
2016-04-14,25.527156829833984
2016-04-15,25.01478385925293
2016-04-18,24.475095748901367
2016-04-19,24.345304489135742
2016-04-20,24.3953914642334
2016-04-21,24.131244659423828
2016-04-22,24.065202713012695
2016-04-25,23.928565979003906
2016-04-26,23.7623348236084
2016-04-27,22.27534294128418
2016-04-28,21.594463348388672
2016-04-29,21.346250534057617
2016-05-02,21.323484420776367
2016-05-03,21.674165725708008
2016-05-04,21.448726654052734
2016-05-05,21.361669540405273
2016-05-06,21.24253273010254
2016-05-09,21.25857162475586
2016-05-10,21.40290641784668
2016-05-11,21.194425582885742
2016-05-12,20.697265625
2016-05-13,20.738502502441406
2016-05-16,21.50829315185547
2016-05-17,21.418943405151367
2016-05-18,21.664085388183594
2016-05-19,21.58160972595215
2016-05-20,21.81529998779297
2016-05-23,22.09250831604004
2016-05-24,22.429292678833008
2016-05-25,22.823347091674805
2016-05-26,23.004344940185547
2016-05-27,22.9906005859375
2016-05-31,22.87833595275879
2016-06-01,22.557592391967773
2016-06-02,22.388059616088867
2016-06-03,22.433879852294922
2016-06-06,22.596540451049805
2016-06-07,22.68817901611328
2016-06-08,22.667558670043945
2016-06-09,22.830223083496094
2016-06-10,22.642358779907227
2016-06-13,22.301000595092773
2016-06-14,22.328493118286133
2016-06-15,22.25517463684082
2016-06-16,22.349103927612305
2016-06-17,21.840492248535156
2016-06-20,21.78780746459961
2016-06-21,21.973377227783203
2016-06-22,21.890899658203125
2016-06-23,22.016908645629883
2016-06-24,21.398317337036133
2016-06-27,21.086742401123047
2016-06-28,21.441856384277344
2016-06-29,21.627431869506836
2016-06-30,21.902353286743164
2016-07-01,21.968793869018555
2016-07-05,21.76259994506836
2016-07-06,21.886314392089844
2016-07-07,21.980247497558594
2016-07-08,22.149789810180664
2016-07-11,22.21852684020996
2016-07-12,22.31932258605957
2016-07-13,22.193315505981445
2016-07-14,22.633195877075195
2016-07-15,22.63090705871582
2016-07-18,22.871461868286133
2016-07-19,22.880626678466797
2016-07-20,22.90125274658203
2016-07-21,22.779823303222656
2016-07-22,22.60341453552246
2016-07-25,22.301000595092773
2016-07-26,22.147491455078125
2016-07-27,23.586267471313477
2016-07-28,23.90472412109375
2016-07-29,23.87493896484375
2016-08-01,24.296489715576172
2016-08-02,23.936796188354492
2016-08-03,24.236927032470703
2016-08-04,24.38664436340332
2016-08-05,24.757503509521484
2016-08-08,24.962509155273438
2016-08-09,25.06386375427246
2016-08-10,24.877283096313477
2016-08-11,24.861162185668945
2016-08-12,24.918745040893555
2016-08-15,25.218191146850586
2016-08-16,25.195154190063477
2016-08-17,25.158308029174805
2016-08-18,25.126056671142578
2016-08-19,25.1905517578125
2016-08-22,24.994760513305664
2016-08-23,25.073070526123047
2016-08-24,24.884191513061523
2016-08-25,24.778230667114258
2016-08-26,24.633121490478516
2016-08-29,24.605480194091797
2016-08-30,24.416595458984375
2016-08-31,24.439619064331055
2016-09-01,24.58474349975586
2016-09-02,24.81509017944336
2016-09-06,24.808177947998047
2016-09-07,24.960203170776367
2016-09-08,24.30601692199707
2016-09-09,23.75550079345703
2016-09-12,24.287599563598633
2016-09-13,24.865766525268555
2016-09-14,25.745685577392578
2016-09-15,26.620996475219727
2016-09-16,26.471271514892578
2016-09-19,26.162612915039062
2016-09-20,26.160303115844727
2016-09-21,26.155702590942383
2016-09-22,26.40216827392578
2016-09-23,25.96221160888672
2016-09-26,26.00136947631836
2016-09-27,26.04974365234375
2016-09-28,26.247838973999023
2016-09-29,25.840129852294922
2016-09-30,26.040525436401367
2016-10-03,25.918441772460938
2016-10-04,26.029006958007812
2016-10-05,26.040525436401367
2016-10-06,26.23401641845703
2016-10-07,26.273178100585938
2016-10-10,26.731565475463867
2016-10-11,26.789154052734375
2016-10-12,27.028705596923828
2016-10-13,26.94578742980957
2016-10-14,27.09550666809082
2016-10-17,27.07708168029785
2016-10-18,27.05864906311035
2016-10-19,26.9780330657959
2016-10-20,26.964208602905273
2016-10-21,26.858253479003906
2016-10-24,27.10011863708496
2016-10-25,27.23832130432129
2016-10-26,26.625600814819336
2016-10-27,26.369916915893555
2016-10-28,26.194854736328125
2016-10-31,26.153392791748047
2016-11-01,25.681188583374023
2016-11-02,25.704219818115234
2016-11-03,25.4287052154541
2016-11-04,25.199493408203125
2016-11-07,25.562990188598633
2016-11-08,25.713481903076172
2016-11-09,25.671810150146484
2016-11-10,24.956388473510742
2016-11-11,25.104568481445312
2016-11-14,24.474811553955078
2016-11-15,24.798948287963867
2016-11-16,25.465749740600586
2016-11-17,25.45648765563965
2016-11-18,25.481956481933594
2016-11-21,25.86861228942871
2016-11-22,25.884815216064453
2016-11-23,25.752843856811523
2016-11-25,25.882497787475586
2016-11-28,25.831560134887695
2016-11-29,25.806093215942383
2016-11-30,25.588459014892578
2016-12-01,25.349985122680664
2016-12-02,25.444910049438477
2016-12-05,25.262006759643555
2016-12-06,25.45648765563965
2016-12-07,25.706539154052734
2016-12-08,25.958908081054688
2016-12-09,26.382604598999023
2016-12-12,26.232101440429688
2016-12-13,26.669689178466797
2016-12-14,26.669689178466797
2016-12-15,26.8155517578125
2016-12-16,26.850284576416016
2016-12-19,27.005409240722656
2016-12-20,27.077177047729492
2016-12-21,27.10264778137207
2016-12-22,26.924373626708984
2016-12-23,26.97762107849121
2016-12-27,27.14895248413086
2016-12-28,27.033187866210938
2016-12-29,27.026248931884766
2016-12-30,26.8155517578125
2017-01-03,26.891963958740234
2017-01-04,26.861860275268555
2017-01-05,26.99846649169922
2017-01-06,27.299453735351562
2017-01-09,27.54949951171875
2017-01-10,27.577287673950195
2017-01-11,27.7254581451416
2017-01-12,27.609695434570312
2017-01-13,27.56107521057129
2017-01-17,27.783342361450195
2017-01-18,27.781023025512695
2017-01-19,27.732404708862305
2017-01-20,27.783342361450195
2017-01-23,27.801870346069336
2017-01-24,27.776403427124023
2017-01-25,28.218612670898438
2017-01-26,28.23250961303711
2017-01-27,28.234819412231445
2017-01-30,28.160734176635742
2017-01-31,28.095901489257812
2017-02-01,29.8092098236084
2017-02-02,29.758275985717773
2017-02-03,29.885618209838867
2017-02-06,30.16576385498047
2017-02-07,30.452861785888672
2017-02-08,30.570934295654297
2017-02-09,30.791839599609375
2017-02-10,30.722087860107422
2017-02-13,30.994140625
2017-02-14,31.39642906188965
2017-02-15,31.510360717773438
2017-02-16,31.473169326782227
2017-02-17,31.559213638305664
2017-02-21,31.78708839416504
2017-02-22,31.88241958618164
2017-02-23,31.747533798217773
2017-02-24,31.77777671813965
2017-02-27,31.840551376342773
2017-02-28,31.854511260986328
2017-03-01,32.50558853149414
2017-03-02,32.31260681152344
2017-03-03,32.50327682495117
2017-03-06,32.40096664428711
2017-03-07,32.44282150268555
2017-03-08,32.321903228759766
2017-03-09,32.24748229980469
2017-03-10,32.35445785522461
2017-03-13,32.368412017822266
2017-03-14,32.319580078125
2017-03-15,32.66139602661133
2017-03-16,32.714874267578125
2017-03-17,32.55210876464844
2017-03-20,32.8939323425293
2017-03-21,32.517215728759766
2017-03-22,32.884620666503906
2017-03-23,32.768367767333984
2017-03-24,32.703250885009766
2017-03-27,32.75906753540039
2017-03-28,33.438045501708984
2017-03-29,33.51246643066406
2017-03-30,33.468284606933594
2017-03-31,33.405494689941406
2017-04-03,33.414798736572266
2017-04-04,33.66361618041992
2017-04-05,33.48921585083008
2017-04-06,33.405494689941406
2017-04-07,33.331085205078125
2017-04-10,33.29155349731445
2017-04-11,32.933467864990234
2017-04-12,32.972984313964844
2017-04-13,32.79859924316406
2017-04-17,32.97997283935547
2017-04-18,32.833473205566406
2017-04-19,32.71255111694336
2017-04-20,33.12181854248047
2017-04-21,33.08228302001953
2017-04-24,33.400856018066406
2017-04-25,33.607810974121094
2017-04-26,33.410133361816406
2017-04-27,33.435733795166016
2017-04-28,33.403175354003906
2017-05-01,34.08448791503906
2017-05-02,34.300758361816406
2017-05-03,34.19610595703125
2017-05-04,34.0728645324707
2017-05-05,34.6379280090332
2017-05-08,35.57966995239258
2017-05-09,35.80754852294922
2017-05-10,35.6378059387207
2017-05-11,35.94601821899414
2017-05-12,36.44801712036133
2017-05-15,36.35460662841797
2017-05-16,36.30091094970703
2017-05-17,35.082088470458984
2017-05-18,35.61678695678711
2017-05-19,35.73821258544922
2017-05-22,35.95534896850586
2017-05-23,35.91098403930664
2017-05-24,35.80358123779297
2017-05-25,35.927337646484375
2017-05-26,35.86662292480469
2017-05-30,35.8806266784668
2017-05-31,35.66815185546875
2017-06-01,35.76622009277344
2017-06-02,36.2962532043457
2017-06-05,35.94133377075195
2017-06-06,36.06275939941406
2017-06-07,36.277565002441406
2017-06-08,36.1888427734375
2017-06-09,34.78555679321289
2017-06-12,33.95432662963867
2017-06-13,34.22750473022461
2017-06-14,33.893619537353516
2017-06-15,33.690486907958984
2017-06-16,33.218833923339844
2017-06-19,34.16913986206055
2017-06-20,33.858604431152344
2017-06-21,34.05939483642578
2017-06-22,34.00336837768555
2017-06-23,34.15513610839844
2017-06-26,34.04772186279297
2017-06-27,33.55972671508789
2017-06-28,34.05006790161133
2017-06-29,33.548038482666016
2017-06-30,33.627445220947266
2017-07-03,33.506019592285156
2017-07-05,33.64377975463867
2017-07-06,33.326236724853516
2017-07-07,33.664794921875
2017-07-10,33.87025833129883
2017-07-11,33.98001480102539
2017-07-12,34.029048919677734
2017-07-13,34.503047943115234
2017-07-14,34.799556732177734
2017-07-17,34.92097854614258
2017-07-18,35.042396545410156
2017-07-19,35.261878967285156
2017-07-20,35.10309982299805
2017-07-21,35.086753845214844
2017-07-24,35.51172637939453
2017-07-25,35.663490295410156
2017-07-26,35.831600189208984
2017-07-27,35.15446853637695
2017-07-28,34.90696334838867
2017-07-31,34.727176666259766
2017-08-01,35.0353889465332
2017-08-02,36.69084548950195
2017-08-03,36.32427215576172
2017-08-04,36.51573181152344
2017-08-07,37.08077621459961
2017-08-08,37.37732696533203
2017-08-09,37.60614776611328
2017-08-10,36.40830993652344
2017-08-11,36.914615631103516
2017-08-14,37.47018051147461
2017-08-15,37.880393981933594
2017-08-16,37.728023529052734
2017-08-17,37.00371170043945
2017-08-18,36.91931915283203
2017-08-21,36.851341247558594
2017-08-22,37.45376968383789
2017-08-23,37.50065231323242
2017-08-24,37.33422088623047
2017-08-25,37.472530364990234
2017-08-28,37.84992980957031
2017-08-29,38.18746566772461
2017-08-30,38.29059600830078
2017-08-31,38.44297790527344
2017-09-01,38.4547004699707
2017-09-05,37.99290466308594
2017-09-06,37.953067779541016
2017-09-07,37.80068588256836
2017-09-08,37.184207916259766
2017-09-11,37.856956481933594
2017-09-12,37.70692443847656
2017-09-13,37.423301696777344
2017-09-14,37.1021614074707
