,TSCO
2015-03-03,75.13665771484375
2015-03-04,73.87828063964844
2015-03-05,74.06922912597656
2015-03-06,73.48780059814453
2015-03-09,74.09525299072266
2015-03-10,72.94971466064453
2015-03-11,73.53114318847656
2015-03-12,75.7181167602539
2015-03-13,74.85893249511719
2015-03-16,76.64665985107422
2015-03-17,76.12598419189453
2015-03-18,76.54253387451172
2015-03-19,76.37763214111328
2015-03-20,77.19340515136719
2015-03-23,76.5338363647461
2015-03-24,76.01317596435547
2015-03-25,74.5551986694336
2015-03-26,73.96509552001953
2015-03-27,74.78085327148438
2015-03-30,75.13665771484375
2015-03-31,73.81755828857422
2015-04-01,73.5138168334961
2015-04-02,74.30353546142578
2015-04-06,74.84159851074219
2015-04-07,74.09525299072266
2015-04-08,74.26013946533203
2015-04-09,74.63329315185547
2015-04-10,75.74412536621094
2015-04-13,75.93505859375
2015-04-14,75.7874984741211
2015-04-15,75.02381896972656
2015-04-16,75.04118347167969
2015-04-17,75.50112915039062
2015-04-20,76.82889556884766
2015-04-21,78.8162612915039
2015-04-22,78.82492065429688
2015-04-23,79.1980972290039
2015-04-24,78.9551010131836
2015-04-27,78.66869354248047
2015-04-28,77.75747680664062
2015-04-29,76.75946807861328
2015-04-30,74.68539428710938
2015-05-01,75.63999938964844
2015-05-04,75.7874984741211
2015-05-05,74.53783416748047
2015-05-06,73.46173858642578
2015-05-07,74.36429595947266
2015-05-08,75.43170928955078
2015-05-11,75.60529327392578
2015-05-12,75.34494018554688
2015-05-13,75.0064697265625
2015-05-14,76.2503662109375
2015-05-15,76.963623046875
2015-05-18,78.39886474609375
2015-05-19,78.34666442871094
2015-05-20,78.2074966430664
2015-05-21,78.79898834228516
2015-05-22,78.7380599975586
2015-05-26,76.83313751220703
2015-05-27,77.41592407226562
2015-05-28,76.8679428100586
2015-05-29,75.79804992675781
2015-06-01,76.32865142822266
2015-06-02,77.05061340332031
2015-06-03,78.50324249267578
2015-06-04,76.71137237548828
2015-06-05,76.52869415283203
2015-06-08,76.1894760131836
2015-06-09,75.93721771240234
2015-06-10,77.3637466430664
2015-06-11,78.3814697265625
2015-06-12,78.45106506347656
2015-06-15,78.55545043945312
2015-06-16,79.2686996459961
2015-06-17,79.79061889648438
2015-06-18,80.85181427001953
2015-06-19,80.40819549560547
2015-06-22,80.93879699707031
2015-06-23,80.79962158203125
2015-06-24,79.92108917236328
2015-06-25,80.63436889648438
2015-06-26,80.67784118652344
2015-06-29,78.3727798461914
2015-06-30,78.23358154296875
2015-07-01,78.9642562866211
2015-07-02,78.56412506103516
2015-07-06,79.19042205810547
2015-07-07,78.92076110839844
2015-07-08,76.2068862915039
2015-07-09,77.1723861694336
2015-07-10,79.28608703613281
2015-07-13,80.47779846191406
2015-07-14,81.1562728881836
2015-07-15,81.2606430053711
2015-07-16,81.695556640625
2015-07-17,82.20006561279297
2015-07-20,81.00839233398438
2015-07-21,81.35631561279297
2015-07-22,82.44361877441406
2015-07-23,83.03511047363281
2015-07-24,81.39112091064453
2015-07-27,80.09505462646484
2015-07-28,79.78190612792969
2015-07-29,80.2690200805664
2015-07-30,80.01675415039062
2015-07-31,80.47779846191406
2015-08-03,79.45137786865234
2015-08-04,80.26033782958984
2015-08-05,81.19976043701172
2015-08-06,79.30350494384766
2015-08-07,79.7645263671875
2015-08-10,80.99098205566406
2015-08-11,81.30413055419922
2015-08-12,80.68653106689453
2015-08-13,81.24445343017578
2015-08-14,81.15725708007812
2015-08-17,81.88951873779297
2015-08-18,82.020263671875
2015-08-19,81.37520599365234
2015-08-20,78.14984893798828
2015-08-21,74.61067199707031
2015-08-24,72.85848999023438
2015-08-25,72.38776397705078
2015-08-26,74.13118743896484
2015-08-27,75.94438171386719
2015-08-28,74.43629455566406
2015-08-31,74.36656188964844
2015-09-01,71.68165588378906
2015-09-02,72.95437622070312
2015-09-03,73.18101501464844
2015-09-04,72.51851654052734
2015-09-08,75.28186798095703
2015-09-09,74.793701171875
2015-09-10,75.56954956054688
2015-09-11,76.67662048339844
2015-09-14,75.06393432617188
2015-09-15,75.40388488769531
2015-09-16,76.67662048339844
2015-09-17,75.83104705810547
2015-09-18,75.20341491699219
2015-09-21,74.00042724609375
2015-09-22,72.187255859375
2015-09-23,72.38776397705078
2015-09-24,71.7862777709961
2015-09-25,73.19844818115234
2015-09-28,71.20222473144531
2015-09-29,71.75140380859375
2015-09-30,73.50355529785156
2015-10-01,74.92444610595703
2015-10-02,75.6828842163086
2015-10-05,77.06890869140625
2015-10-06,75.46492767333984
2015-10-07,77.24324035644531
2015-10-08,77.75756072998047
2015-10-09,78.14111328125
2015-10-12,74.74137878417969
2015-10-13,73.6256103515625
2015-10-14,73.35536193847656
2015-10-15,73.82610321044922
2015-10-16,74.27937316894531
2015-10-19,75.81362915039062
2015-10-20,75.3603286743164
2015-10-21,75.18598175048828
2015-10-22,79.34410858154297
2015-10-23,78.82976531982422
2015-10-26,79.95429992675781
2015-10-27,79.03900146484375
2015-10-28,79.8322525024414
2015-10-29,79.44869232177734
2015-10-30,80.53834533691406
2015-11-02,80.26811218261719
2015-11-03,80.63422393798828
2015-11-04,80.83473205566406
2015-11-05,81.63671112060547
2015-11-06,81.40135955810547
2015-11-09,80.22451782226562
2015-11-10,80.17223358154297
2015-11-11,79.65791320800781
2015-11-12,78.42610931396484
2015-11-13,74.43358612060547
2015-11-16,75.96244812011719
2015-11-17,75.2635498046875
2015-11-18,77.01083374023438
2015-11-19,77.96306610107422
2015-11-20,79.33470153808594
2015-11-23,79.90254211425781
2015-11-24,79.50065612792969
2015-11-25,79.62297058105469
2015-11-27,79.85885620117188
2015-11-30,78.05915832519531
2015-12-01,78.33000946044922
2015-12-02,78.10283660888672
2015-12-03,74.83546447753906
2015-12-04,76.91470336914062
2015-12-07,76.818603515625
2015-12-08,78.65322875976562
2015-12-09,77.6660385131836
2015-12-10,77.62232971191406
2015-12-11,76.79240417480469
2015-12-14,77.07197570800781
2015-12-15,76.16339874267578
2015-12-16,76.95838165283203
2015-12-17,75.01891326904297
2015-12-18,74.87914276123047
2015-12-21,74.0491943359375
2015-12-22,74.60831451416016
2015-12-23,75.1849136352539
2015-12-24,74.84417724609375
2015-12-28,75.1237564086914
2015-12-29,76.17211151123047
2015-12-30,75.38585662841797
2015-12-31,74.6956787109375
2016-01-04,73.16680145263672
2016-01-05,73.1144027709961
2016-01-06,72.10973358154297
2016-01-07,72.05731964111328
2016-01-08,71.51566314697266
2016-01-11,72.20582580566406
2016-01-12,73.96179962158203
2016-01-13,71.24482727050781
2016-01-14,72.51156616210938
2016-01-15,71.19239807128906
2016-01-19,72.91349792480469
2016-01-20,71.19239807128906
2016-01-21,72.77364349365234
2016-01-22,74.1190414428711
2016-01-25,72.96587371826172
2016-01-26,74.86168670654297
2016-01-27,73.5774154663086
2016-01-28,74.24138641357422
2016-01-29,77.15060424804688
2016-02-01,75.76154327392578
2016-02-02,75.202392578125
2016-02-03,73.97056579589844
2016-02-04,73.18426513671875
2016-02-05,70.57215118408203
2016-02-08,69.73345184326172
2016-02-09,71.15743255615234
2016-02-10,71.57678985595703
2016-02-11,71.36715698242188
2016-02-12,72.9309310913086
2016-02-16,74.7306137084961
2016-02-17,75.1412353515625
2016-02-18,74.01160430908203
2016-02-19,74.09918975830078
2016-02-22,75.64910888671875
2016-02-23,74.318115234375
2016-02-24,74.94859313964844
2016-02-25,74.86975860595703
2016-02-26,74.23929595947266
2016-02-29,74.05538940429688
2016-03-01,76.73497009277344
2016-03-02,76.34963989257812
2016-03-03,75.64034271240234
2016-03-04,76.44596862792969
2016-03-07,75.14122772216797
2016-03-08,75.23754119873047
2016-03-09,76.03439331054688
2016-03-10,77.79450225830078
2016-03-11,79.08174896240234
2016-03-14,78.88033294677734
2016-03-15,78.88909912109375
2016-03-16,78.42499542236328
2016-03-17,77.70695495605469
2016-03-18,78.20606231689453
2016-03-21,78.41624450683594
2016-03-22,77.98714447021484
2016-03-23,77.98714447021484
2016-03-24,77.67191314697266
2016-03-28,78.22359466552734
2016-03-29,78.7665023803711
2016-03-30,79.42328643798828
2016-03-31,79.21308898925781
2016-04-01,80.39522552490234
2016-04-04,79.25690460205078
2016-04-05,77.76825714111328
2016-04-06,78.10099029541016
2016-04-07,76.45471954345703
2016-04-08,76.09571075439453
2016-04-11,76.16577911376953
2016-04-12,77.81201171875
2016-04-13,78.52132415771484
2016-04-14,79.86984252929688
2016-04-15,78.3374252319336
2016-04-18,78.9328842163086
2016-04-19,78.48631286621094
2016-04-20,78.87158203125
2016-04-21,82.61070251464844
2016-04-22,82.70701599121094
2016-04-25,83.31124114990234
2016-04-26,83.28496551513672
2016-04-27,84.04679107666016
2016-04-28,83.162353515625
2016-04-29,82.89092254638672
2016-05-02,83.70529174804688
2016-05-03,83.27619171142578
2016-05-04,82.88214111328125
2016-05-05,81.75252532958984
2016-05-06,81.93643951416016
2016-05-09,82.36550903320312
2016-05-10,83.20613861083984
2016-05-11,80.9556884765625
2016-05-12,82.14969635009766
2016-05-13,80.77127838134766
2016-05-16,82.14969635009766
2016-05-17,80.69229888916016
2016-05-18,80.38500213623047
2016-05-19,81.3770980834961
2016-05-20,82.43940734863281
2016-05-23,81.86873626708984
2016-05-24,83.37882232666016
2016-05-25,83.51050567626953
2016-05-26,84.0548324584961
2016-05-27,84.9415512084961
2016-05-31,84.3708724975586
2016-06-01,84.7835464477539
2016-06-02,84.85377502441406
2016-06-03,83.52806854248047
2016-06-06,83.67731475830078
2016-06-07,84.55525970458984
2016-06-08,82.86961364746094
2016-06-09,82.3779525756836
2016-06-10,81.5351333618164
2016-06-13,80.13042449951172
2016-06-14,81.33317565917969
2016-06-15,81.13127899169922
2016-06-16,80.85032653808594
2016-06-17,80.42890167236328
2016-06-20,81.23662567138672
2016-06-21,80.93812561035156
2016-06-22,80.93812561035156
2016-06-23,82.12335968017578
2016-06-24,80.60449981689453
2016-06-27,81.56145477294922
2016-06-28,82.67646789550781
2016-06-29,83.55441284179688
2016-06-30,80.0513916015625
2016-07-01,81.1839370727539
2016-07-05,80.78886413574219
2016-07-06,81.12247467041016
2016-07-07,81.02593994140625
2016-07-08,82.25504302978516
2016-07-11,81.93019104003906
2016-07-12,82.36919403076172
2016-07-13,81.93899536132812
2016-07-14,81.51754760742188
2016-07-15,80.76251220703125
2016-07-18,81.63172912597656
2016-07-19,81.63172912597656
2016-07-20,81.76338958740234
2016-07-21,78.78716278076172
2016-07-22,80.34989166259766
2016-07-25,80.0865249633789
2016-07-26,79.42805480957031
2016-07-27,78.96271514892578
2016-07-28,80.22699737548828
2016-07-29,80.46403503417969
2016-08-01,80.06895446777344
2016-08-02,79.27877807617188
2016-08-03,79.8143539428711
2016-08-04,75.8108901977539
2016-08-05,76.44303894042969
2016-08-08,74.73104858398438
2016-08-09,75.2753677368164
2016-08-10,74.94172668457031
2016-08-11,75.91900634765625
2016-08-12,76.1126937866211
2016-08-15,75.74292755126953
2016-08-16,75.05615997314453
2016-08-17,74.54556274414062
2016-08-18,75.06500244140625
2016-08-19,75.47877502441406
2016-08-22,75.45236206054688
2016-08-23,74.9857406616211
2016-08-24,74.24620056152344
2016-08-25,74.62479400634766
2016-08-26,74.48391723632812
2016-08-29,75.07378387451172
2016-08-30,74.17576599121094
2016-08-31,73.91161346435547
2016-09-01,74.02610778808594
2016-09-02,74.888916015625
2016-09-06,73.5594711303711
2016-09-07,73.54185485839844
2016-09-08,61.08383560180664
2016-09-09,60.2386360168457
2016-09-12,60.84611511230469
2016-09-13,61.004615783691406
2016-09-14,60.66122817993164
2016-09-15,60.802127838134766
2016-09-16,60.00092697143555
2016-09-19,59.463836669921875
2016-09-20,59.49908447265625
2016-09-21,59.66636657714844
2016-09-22,60.08896255493164
2016-09-23,60.185813903808594
2016-09-26,60.54678726196289
2016-09-27,60.740478515625
2016-09-28,60.52919006347656
2016-09-29,60.08015060424805
2016-09-30,59.29658508300781
2016-10-03,59.01484298706055
2016-10-04,58.94440841674805
2016-10-05,59.199737548828125
2016-10-06,60.00971221923828
2016-10-07,59.763206481933594
2016-10-10,60.31786346435547
2016-10-11,60.09776306152344
2016-10-12,60.10655212402344
2016-10-13,59.32300567626953
2016-10-14,59.21735763549805
2016-10-17,57.70301818847656
2016-10-18,57.46529006958008
2016-10-19,59.31421661376953
2016-10-20,57.218772888183594
2016-10-21,57.16595458984375
2016-10-24,56.78737258911133
2016-10-25,55.589996337890625
2016-10-26,55.61640548706055
2016-10-27,54.647953033447266
2016-10-28,54.51587677001953
2016-10-31,55.1409797668457
2016-11-01,56.75216293334961
2016-11-02,57.799869537353516
2016-11-03,57.7646598815918
2016-11-04,57.614967346191406
2016-11-07,57.89670944213867
2016-11-08,57.870296478271484
2016-11-09,59.19576644897461
2016-11-10,60.68031692504883
2016-11-11,62.82759475708008
2016-11-14,63.66704177856445
2016-11-15,63.36660385131836
2016-11-16,63.72007369995117
2016-11-17,64.64791107177734
2016-11-18,64.42699432373047
2016-11-21,65.72594451904297
2016-11-22,65.71711730957031
2016-11-23,66.30919647216797
2016-11-25,65.9291763305664
2016-11-28,66.203125
2016-11-29,66.05290222167969
2016-11-30,66.33567810058594
2016-12-01,67.20166015625
2016-12-02,66.795166015625
2016-12-05,67.74069213867188
2016-12-06,67.4579086303711
2016-12-07,68.38573455810547
2016-12-08,67.66114044189453
2016-12-09,68.4299087524414
2016-12-12,67.61697387695312
2016-12-13,67.79369354248047
2016-12-14,66.7068099975586
2016-12-15,67.37840270996094
2016-12-16,67.4579086303711
2016-12-19,67.61697387695312
2016-12-20,69.0219955444336
2016-12-21,68.61549377441406
2016-12-22,67.343017578125
2016-12-23,67.27234649658203
2016-12-27,67.62578582763672
2016-12-28,66.91889190673828
2016-12-29,67.17513275146484
2016-12-30,66.98956298828125
2017-01-03,67.0691146850586
2017-01-04,67.85554504394531
2017-01-05,66.83053588867188
2017-01-06,66.41519927978516
2017-01-09,66.60076904296875
2017-01-10,67.46673583984375
2017-01-11,67.59930419921875
2017-01-12,67.11329650878906
2017-01-13,67.20166015625
2017-01-17,68.35924530029297
2017-01-18,67.51976013183594
2017-01-19,66.08824920654297
2017-01-20,66.4682388305664
2017-01-23,66.01756286621094
2017-01-24,66.41519927978516
2017-01-25,66.47705841064453
2017-01-26,66.26497650146484
2017-01-27,65.70829010009766
2017-01-30,65.81430053710938
2017-01-31,65.09854125976562
2017-02-01,63.9498176574707
2017-02-02,65.13389587402344
2017-02-03,64.75394439697266
2017-02-06,64.75394439697266
2017-02-07,64.66558837890625
2017-02-08,64.53302764892578
2017-02-09,64.98368072509766
2017-02-10,65.61109161376953
2017-02-13,64.64791107177734
2017-02-14,64.86000061035156
2017-02-15,64.2679443359375
2017-02-16,62.606666564941406
2017-02-17,63.78192138671875
2017-02-21,64.43582916259766
2017-02-22,63.88794708251953
2017-02-23,62.94817352294922
2017-02-24,63.098880767822266
2017-02-27,63.23188781738281
2017-02-28,62.86839294433594
2017-03-01,63.76383972167969
2017-03-02,64.35785675048828
2017-03-03,64.1805419921875
2017-03-06,63.639705657958984
2017-03-07,63.329429626464844
2017-03-08,64.45536804199219
2017-03-09,63.80817413330078
2017-03-10,64.28692626953125
2017-03-13,63.56879425048828
2017-03-14,63.6042366027832
2017-03-15,64.0652847290039
2017-03-16,63.75497817993164
2017-03-17,63.27621078491211
2017-03-20,62.877235412597656
2017-03-21,60.43910217285156
2017-03-22,60.97993850708008
2017-03-23,61.44095993041992
2017-03-24,61.19269561767578
2017-03-27,60.66075897216797
2017-03-28,60.26179122924805
2017-03-29,60.70509719848633
2017-03-30,60.86467361450195
2017-03-31,61.14839172363281
2017-04-03,60.447959899902344
2017-04-04,61.16611862182617
2017-04-05,60.51002502441406
2017-04-06,61.644874572753906
2017-04-07,62.00837326049805
2017-04-10,62.42508316040039
2017-04-11,62.4782829284668
2017-04-12,57.28284454345703
2017-04-13,56.33418273925781
2017-04-17,56.343048095703125
2017-04-18,56.48490524291992
2017-04-19,56.78634262084961
2017-04-20,57.54880905151367
2017-04-21,58.16055679321289
2017-04-24,58.12508773803711
2017-04-25,57.593143463134766
2017-04-26,57.89459991455078
2017-04-27,55.119544982910156
2017-04-28,54.889034271240234
2017-05-01,54.4368782043457
2017-05-02,55.5362434387207
2017-05-03,55.50078582763672
2017-05-04,54.56098556518555
2017-05-05,54.92449188232422
2017-05-08,54.667381286621094
2017-05-09,54.82697677612305
2017-05-10,54.03790283203125
2017-05-11,53.4261474609375
2017-05-12,53.2577018737793
2017-05-15,52.53068923950195
2017-05-16,52.03419494628906
2017-05-17,51.183067321777344
2017-05-18,51.637359619140625
2017-05-19,51.28104782104492
2017-05-22,50.1497917175293
2017-05-23,48.35936737060547
2017-05-24,47.31716537475586
2017-05-25,48.43952560424805
2017-05-26,48.884910583496094
2017-05-30,48.831459045410156
2017-05-31,49.12541198730469
2017-06-01,49.98054122924805
2017-06-02,49.53517150878906
2017-06-05,49.793495178222656
2017-06-06,49.009613037109375
2017-06-07,48.537513732910156
2017-06-08,48.49296569824219
2017-06-09,50.7911262512207
2017-06-12,51.41465759277344
2017-06-13,50.90693283081055
2017-06-14,49.98944854736328
2017-06-15,49.73113250732422
2017-06-16,49.410457611083984
2017-06-19,49.552974700927734
2017-06-20,47.78036117553711
2017-06-21,47.0499382019043
2017-06-22,46.7916145324707
2017-06-23,46.89852523803711
2017-06-26,47.07666015625
2017-06-27,47.88726043701172
2017-06-28,47.326080322265625
2017-06-29,47.28153991699219
2017-06-30,48.28810119628906
2017-07-03,48.95616912841797
2017-07-05,47.21028137207031
2017-07-06,45.87413787841797
2017-07-07,45.48220443725586
2017-07-10,45.12590789794922
2017-07-11,44.582523345947266
2017-07-12,44.529090881347656
2017-07-13,44.84976577758789
2017-07-14,45.89194869995117
2017-07-17,46.56892013549805
2017-07-18,46.150272369384766
2017-07-19,46.17699432373047
2017-07-20,46.346248626708984
2017-07-21,46.86288070678711
2017-07-24,45.89194869995117
2017-07-25,47.6823844909668
2017-07-26,47.566585540771484
2017-07-27,51.245426177978516
2017-07-28,50.43483352661133
2017-07-31,49.98944854736328
2017-08-01,50.051795959472656
2017-08-02,49.597511291503906
2017-08-03,49.44609451293945
2017-08-04,50.764408111572266
2017-08-07,50.42592239379883
2017-08-08,49.642059326171875
2017-08-09,49.42827224731445
2017-08-10,47.37953186035156
2017-08-11,47.64675521850586
2017-08-14,48.12775802612305
2017-08-15,46.845062255859375
2017-08-16,47.86053466796875
2017-08-17,49.16761016845703
2017-08-18,48.970664978027344
2017-08-21,49.02437210083008
2017-08-22,50.286678314208984
2017-08-23,51.06555938720703
2017-08-24,51.64748764038086
2017-08-25,53.33952331542969
2017-08-28,52.784461975097656
2017-08-29,52.60539627075195
2017-08-30,52.77550506591797
2017-08-31,53.27685546875
2017-09-01,53.30371856689453
2017-09-05,53.16046142578125
2017-09-06,53.73344039916992
2017-09-07,54.55707931518555
2017-09-08,53.993064880371094
2017-09-11,54.54811096191406
2017-09-12,55.237464904785156
2017-09-13,55.86415100097656
2017-09-14,55.95368194580078
2017-09-15,56.544551849365234
