,ESS
2017-09-18,204.8663787841797
2017-09-19,202.6930389404297
2017-09-20,201.68516540527344
2017-09-21,201.00791931152344
2017-09-22,200.79530334472656
2017-09-25,201.24420166015625
2017-09-26,200.72450256347656
2017-09-27,197.976318359375
2017-09-28,200.656494140625
2017-09-29,201.43362426757812
2017-10-02,200.12521362304688
2017-10-03,201.16397094726562
2017-10-04,204.24066162109375
2017-10-05,203.84417724609375
2017-10-06,203.79661560058594
2017-10-09,204.26443481445312
2017-10-10,205.15257263183594
2017-10-11,204.8195343017578
2017-10-12,207.03981018066406
2017-10-13,207.6107177734375
2017-10-16,206.9763641357422
2017-10-17,207.26177978515625
2017-10-18,207.126953125
2017-10-19,206.1199493408203
2017-10-20,205.64419555664062
2017-10-23,205.882080078125
2017-10-24,204.21688842773438
2017-10-25,204.28822326660156
2017-10-26,205.89002990722656
2017-10-27,208.0706024169922
2017-10-30,206.80189514160156
2017-10-31,208.0944061279297
2017-11-01,208.17369079589844
2017-11-02,201.28294372558594
2017-11-03,201.39393615722656
2017-11-06,201.25912475585938
2017-11-07,202.20277404785156
2017-11-08,205.2080841064453
2017-11-09,203.74905395507812
2017-11-10,203.29705810546875
2017-11-13,205.0811767578125
2017-11-14,203.6459197998047
2017-11-15,199.9427947998047
2017-11-16,201.3622589111328
2017-11-17,198.9120330810547
2017-11-20,198.404541015625
2017-11-21,199.91114807128906
2017-11-22,198.21420288085938
2017-11-24,198.53138732910156
2017-11-27,196.34283447265625
2017-11-28,195.6767578125
2017-11-29,196.39837646484375
2017-11-30,195.85121154785156
2017-12-01,195.89088439941406
2017-12-04,195.28822326660156
2017-12-05,192.67941284179688
2017-12-06,191.8627166748047
2017-12-07,190.792236328125
2017-12-08,193.7261199951172
2017-12-11,197.5719757080078
2017-12-12,197.5640411376953
2017-12-13,196.63623046875
2017-12-14,197.445068359375
2017-12-15,198.07151794433594
2017-12-18,198.13491821289062
2017-12-19,192.5446014404297
2017-12-20,190.54640197753906
2017-12-21,188.3816375732422
2017-12-22,189.82479858398438
2017-12-26,190.75257873535156
2017-12-27,191.2838592529297
2017-12-28,192.426025390625
2017-12-29,192.79347229003906
2018-01-02,191.76307678222656
2018-01-03,193.72799682617188
2018-01-04,190.67678833007812
2018-01-05,191.1959228515625
2018-01-08,190.22947692871094
2018-01-09,188.71986389160156
2018-01-10,185.48495483398438
2018-01-11,185.66062927246094
2018-01-12,181.39535522460938
2018-01-16,181.7947235107422
2018-01-17,181.6029815673828
2018-01-18,179.39846801757812
2018-01-19,178.62367248535156
2018-01-22,180.9959716796875
2018-01-23,185.17343139648438
2018-01-24,184.9497528076172
2018-01-25,184.71810913085938
2018-01-26,183.57595825195312
2018-01-29,181.9065399169922
2018-01-30,181.1157989501953
2018-01-31,186.09194946289062
2018-02-01,181.45123291015625
2018-02-02,180.02151489257812
2018-02-05,174.1187744140625
2018-02-06,174.78175354003906
2018-02-07,173.97499084472656
2018-02-08,174.35043334960938
2018-02-09,182.06629943847656
2018-02-12,181.99440002441406
2018-02-13,182.33787536621094
2018-02-14,179.52626037597656
2018-02-15,183.3682403564453
2018-02-16,183.44815063476562
2018-02-20,180.0694122314453
2018-02-21,175.84402465820312
2018-02-22,176.99423217773438
2018-02-23,181.5311737060547
2018-02-26,181.40333557128906
2018-02-27,177.18594360351562
2018-02-28,178.78347778320312
2018-03-01,178.895263671875
2018-03-02,177.49746704101562
2018-03-05,180.28509521484375
2018-03-06,183.75167846679688
2018-03-07,184.89385986328125
2018-03-08,187.02651977539062
2018-03-09,189.71829223632812
2018-03-12,190.69276428222656
2018-03-13,190.14158630371094
2018-03-14,190.6368408203125
2018-03-15,193.06507873535156
2018-03-16,194.6305389404297
2018-03-19,193.2886962890625
2018-03-20,191.26785278320312
2018-03-21,189.1352081298828
2018-03-22,186.5872039794922
2018-03-23,183.0487823486328
2018-03-26,185.81236267089844
2018-03-27,186.86672973632812
2018-03-28,192.93759155273438
2018-03-29,193.782958984375
2018-04-02,190.82005310058594
2018-04-03,193.31602478027344
2018-04-04,195.0953826904297
2018-04-05,194.44320678710938
2018-04-06,195.15170288085938
2018-04-09,194.34654235839844
2018-04-10,194.8054656982422
2018-04-11,194.20970153808594
2018-04-12,193.44485473632812
2018-04-13,195.64285278320312
2018-04-16,195.2080535888672
2018-04-17,198.21929931640625
2018-04-18,197.49472045898438
2018-04-19,193.4287109375
2018-04-20,192.74435424804688
2018-04-23,191.0776824951172
2018-04-24,191.32725524902344
2018-04-25,190.53819274902344
2018-04-26,191.44802856445312
2018-04-27,194.1935577392578
2018-04-30,192.98590087890625
2018-05-01,193.92794799804688
2018-05-02,193.46896362304688
2018-05-03,191.97137451171875
2018-05-04,194.17747497558594
2018-05-07,194.53981018066406
2018-05-08,194.41099548339844
2018-05-09,196.37554931640625
2018-05-10,196.3836212158203
2018-05-11,195.1919708251953
2018-05-14,194.8940887451172
2018-05-15,188.2274627685547
2018-05-16,185.28863525390625
2018-05-17,183.090576171875
2018-05-18,184.27420043945312
2018-05-21,187.4222869873047
2018-05-22,187.26126098632812
2018-05-23,190.0792999267578
2018-05-24,187.72021484375
2018-05-25,188.56556701660156
2018-05-29,188.72666931152344
2018-05-30,194.2821807861328
2018-05-31,192.4544677734375
2018-06-01,192.0277862548828
2018-06-04,194.75721740722656
2018-06-05,193.97616577148438
2018-06-06,195.33688354492188
2018-06-07,193.82321166992188
2018-06-08,194.03257751464844
2018-06-11,192.65574645996094
2018-06-12,192.13246154785156
2018-06-13,187.59140014648438
2018-06-14,189.0729217529297
2018-06-15,188.7991180419922
2018-06-18,187.1807403564453
2018-06-19,187.2129669189453
2018-06-20,188.0181121826172
2018-06-21,188.89573669433594
2018-06-22,189.5156707763672
2018-06-25,188.75885009765625
2018-06-26,188.89573669433594
2018-06-27,187.6235809326172
2018-06-28,191.2109832763672
2018-06-29,194.0354461669922
2018-07-02,191.72232055664062
2018-07-03,191.72232055664062
2018-07-05,193.73516845703125
2018-07-06,194.80650329589844
2018-07-09,193.7188720703125
2018-07-10,195.29345703125
2018-07-11,196.9086151123047
2018-07-12,196.97352600097656
2018-07-13,194.4818115234375
2018-07-16,191.65737915039062
2018-07-17,188.8978271484375
2018-07-18,187.9563446044922
2018-07-19,188.7354736328125
2018-07-20,186.1464385986328
2018-07-23,186.38992309570312
2018-07-24,186.44671630859375
2018-07-25,188.8978271484375
2018-07-26,189.51467895507812
2018-07-27,189.34425354003906
2018-07-30,189.7581787109375
2018-07-31,195.15548706054688
2018-08-01,195.51260375976562
2018-08-02,190.0665740966797
2018-08-03,196.7462615966797
2018-08-06,197.0384521484375
2018-08-07,197.47666931152344
2018-08-08,194.18150329589844
2018-08-09,194.41690063476562
2018-08-10,192.04693603515625
2018-08-13,191.6492919921875
2018-08-14,192.19305419921875
2018-08-15,194.54673767089844
2018-08-16,195.59375
2018-08-17,197.50106811523438
2018-08-20,197.22508239746094
2018-08-21,195.78858947753906
2018-08-22,196.16188049316406
2018-08-23,196.55148315429688
2018-08-24,198.150390625
2018-08-27,198.34515380859375
2018-08-28,200.30117797851562
2018-08-29,200.70704650878906
2018-08-30,199.08377075195312
2018-08-31,199.8872833251953
2018-09-04,197.94744873046875
2018-09-05,198.98634338378906
2018-09-06,199.91160583496094
2018-09-07,199.77366638183594
2018-09-10,202.33837890625
2018-09-11,203.1012725830078
2018-09-12,201.28321838378906
2018-09-13,201.51051330566406
2018-09-14,199.91160583496094
2018-09-17,199.8629150390625
2018-09-18,199.18112182617188
2018-09-19,197.95559692382812
2018-09-20,199.14053344726562
2018-09-21,200.66641235351562
2018-09-24,195.41522216796875
2018-09-25,197.3387451171875
2018-09-26,194.8714141845703
2018-09-27,197.85696411132812
2018-09-28,201.799560546875
2018-10-01,200.809814453125
2018-10-02,200.83432006835938
2018-10-03,199.7791748046875
2018-10-04,198.93670654296875
2018-10-05,199.33746337890625
2018-10-08,202.87924194335938
2018-10-09,204.7769317626953
2018-10-10,201.94679260253906
2018-10-11,196.0574493408203
2018-10-12,195.1822052001953
2018-10-15,196.8018035888672
2018-10-16,200.1636199951172
2018-10-17,198.6012725830078
2018-10-18,199.69740295410156
2018-10-19,200.92430114746094
2018-10-22,198.3232421875
2018-10-23,199.86094665527344
2018-10-24,205.97933959960938
2018-10-25,208.0978240966797
2018-10-26,202.78114318847656
2018-10-29,209.84829711914062
2018-10-30,209.1039581298828
2018-10-31,205.128662109375
2018-11-01,206.65826416015625
2018-11-02,202.75660705566406
2018-11-05,204.14710998535156
2018-11-06,204.52337646484375
2018-11-07,208.5804443359375
2018-11-08,207.533447265625
2018-11-09,207.70523071289062
2018-11-12,208.33509826660156
2018-11-13,208.7604217529297
2018-11-14,207.10809326171875
2018-11-15,205.07955932617188
2018-11-16,209.12850952148438
2018-11-19,210.87893676757812
2018-11-20,211.3287811279297
2018-11-21,211.63963317871094
2018-11-23,209.84014892578125
2018-11-26,209.74195861816406
2018-11-27,211.2960968017578
2018-11-28,212.8665771484375
2018-11-29,212.13040161132812
2018-11-30,214.72340393066406
2018-12-03,214.9442596435547
2018-12-04,212.33489990234375
2018-12-06,217.31631469726562
2018-12-07,215.6640167236328
2018-12-10,214.7969970703125
2018-12-11,215.3613739013672
2018-12-12,211.13247680664062
2018-12-13,214.08535766601562
2018-12-14,214.5352325439453
2018-12-17,207.98333740234375
2018-12-18,211.1079864501953
2018-12-19,209.07122802734375
2018-12-20,208.8994903564453
2018-12-21,205.92208862304688
2018-12-24,196.0247039794922
2018-12-26,200.2372283935547
2018-12-27,200.98162841796875
2018-12-28,201.26785278320312
2018-12-31,202.10031127929688
2019-01-02,194.99575805664062
2019-01-03,196.0260009765625
2019-01-04,196.40512084960938
2019-01-07,197.2211456298828
2019-01-08,202.14976501464844
2019-01-09,201.9766845703125
2019-01-10,204.96026611328125
2019-01-11,205.5784149169922
2019-01-14,205.13336181640625
2019-01-15,208.1910858154297
2019-01-16,211.53732299804688
2019-01-17,212.79010009765625
2019-01-18,214.232421875
2019-01-22,215.33685302734375
2019-01-23,215.77362060546875
2019-01-24,215.60879516601562
2019-01-25,216.6143798828125
2019-01-28,219.63087463378906
2019-01-29,221.63369750976562
2019-01-30,223.36451721191406
2019-01-31,223.52108764648438
2019-02-01,222.6062469482422
2019-02-04,226.3975067138672
2019-02-05,228.2354278564453
2019-02-06,227.07337951660156
2019-02-07,228.6804962158203
2019-02-08,229.18325805664062
2019-02-11,229.6696014404297
2019-02-12,227.9552459716797
2019-02-13,229.1503143310547
2019-02-14,229.00198364257812
2019-02-15,229.8014678955078
2019-02-19,230.97178649902344
2019-02-20,228.12828063964844
2019-02-21,230.78221130371094
2019-02-22,231.98553466796875
2019-02-25,230.27120971679688
2019-02-26,230.80694580078125
2019-02-27,230.64212036132812
2019-02-28,230.64212036132812
2019-03-01,230.0239715576172
2019-03-04,232.4470977783203
2019-03-05,231.87835693359375
2019-03-06,231.9031219482422
2019-03-07,232.66136169433594
2019-03-08,233.6586456298828
2019-03-11,235.4966278076172
2019-03-12,236.53509521484375
2019-03-13,238.36483764648438
2019-03-14,239.78240966796875
2019-03-15,238.5214385986328
2019-03-18,235.92518615722656
2019-03-19,235.4966278076172
2019-03-20,235.10923767089844
2019-03-21,238.6038360595703
2019-03-22,239.60108947753906
2019-03-25,238.08457946777344
2019-03-26,241.3731231689453
2019-03-27,240.27696228027344
2019-03-28,240.76649475097656
2019-03-29,239.99481201171875
2019-04-01,239.18995666503906
2019-04-02,242.06919860839844
2019-04-03,240.6917724609375
2019-04-04,238.78330993652344
2019-04-05,240.08607482910156
2019-04-08,238.55104064941406
2019-04-09,238.51783752441406
2019-04-10,239.54678344726562
2019-04-11,240.47604370117188
2019-04-12,240.75814819335938
2019-04-15,239.54678344726562
2019-04-16,231.0833740234375
2019-04-17,227.8722686767578
2019-04-18,230.90914916992188
2019-04-22,228.3203582763672
2019-04-23,229.7557830810547
2019-04-24,231.21617126464844
2019-04-25,230.9506072998047
2019-04-26,233.5145263671875
2019-04-29,230.37806701660156
2019-04-30,234.40231323242188
2019-05-01,235.38140869140625
2019-05-02,234.86700439453125
2019-05-03,235.92909240722656
2019-05-06,235.53082275390625
2019-05-07,231.423583984375
2019-05-08,231.06675720214844
2019-05-09,232.4026641845703
2019-05-10,235.51417541503906
2019-05-13,235.3233642578125
2019-05-14,234.46871948242188
2019-05-15,235.7880096435547
2019-05-16,237.2567138671875
2019-05-17,237.32301330566406
2019-05-20,235.68838500976562
2019-05-21,237.87063598632812
2019-05-22,238.91610717773438
2019-05-23,240.13589477539062
2019-05-24,241.4302520751953
2019-05-28,240.0030975341797
2019-05-29,236.76708984375
2019-05-30,236.8583526611328
2019-05-31,242.06919860839844
2019-06-03,240.3184051513672
2019-06-04,238.91610717773438
2019-06-05,245.27198791503906
2019-06-06,246.01873779296875
2019-06-07,246.1598358154297
2019-06-10,245.6121826171875
2019-06-11,248.10968017578125
2019-06-12,247.95196533203125
2019-06-13,247.43760681152344
2019-06-14,248.250732421875
2019-06-17,250.84783935546875
2019-06-18,249.8438720703125
2019-06-19,250.2919158935547
2019-06-20,251.33741760253906
2019-06-21,248.90628051757812
2019-06-24,247.26333618164062
2019-06-25,244.09376525878906
2019-06-26,239.21482849121094
2019-06-27,240.90232849121094
2019-06-28,243.8762969970703
2019-07-01,245.63067626953125
2019-07-02,249.4233856201172
2019-07-03,252.02133178710938
2019-07-05,251.536865234375
2019-07-08,253.90939331054688
2019-07-09,255.11239624023438
2019-07-10,257.4514465332031
2019-07-11,255.60525512695312
2019-07-12,253.91783142089844
2019-07-15,254.68637084960938
2019-07-16,254.2018280029297
2019-07-17,253.6253662109375
2019-07-18,253.13255310058594
2019-07-19,246.3574981689453
2019-07-22,243.97662353515625
2019-07-23,246.95059204101562
2019-07-24,245.39675903320312
2019-07-25,249.44839477539062
2019-07-26,254.01805114746094
2019-07-29,257.1590881347656
2019-07-30,256.1983947753906
2019-07-31,252.47256469726562
2019-08-01,254.69459533691406
2019-08-02,255.12071228027344
2019-08-05,245.9564971923828
2019-08-06,250.1417694091797
2019-08-07,251.16932678222656
2019-08-08,254.13497924804688
2019-08-09,256.900146484375
2019-08-12,260.8765869140625
2019-08-13,261.737060546875
2019-08-14,256.6996765136719
2019-08-15,261.1689453125
2019-08-16,262.9149169921875
2019-08-19,265.46295166015625
2019-08-20,263.76702880859375
2019-08-21,265.9223937988281
2019-08-22,268.1528625488281
2019-08-23,263.3076171875
2019-08-26,267.0835876464844
2019-08-27,266.3568420410156
2019-08-28,267.1086120605469
2019-08-29,268.62066650390625
2019-08-30,268.3784484863281
2019-09-03,269.51458740234375
2019-09-04,271.8453063964844
2019-09-05,271.2688903808594
2019-09-06,273.2236328125
2019-09-09,272.06256103515625
2019-09-10,268.31158447265625
2019-09-11,269.1470031738281
2019-09-12,270.68408203125
2019-09-13,269.5229187011719
2019-09-16,270.9179992675781
2019-09-17,274.69403076171875
2019-09-18,274.3514709472656
2019-09-19,273.1151123046875
2019-09-20,269.681640625
2019-09-23,271.62811279296875
2019-09-24,271.63641357421875
2019-09-25,273.44097900390625
2019-09-26,275.8551940917969
2019-09-27,274.25006103515625
2019-09-30,274.50213623046875
2019-10-01,273.6450500488281
2019-10-02,273.8971862792969
2019-10-03,275.75439453125
2019-10-04,277.653564453125
2019-10-07,276.9560546875
2019-10-08,275.3929748535156
2019-10-09,276.6787109375
2019-10-10,278.14093017578125
2019-10-11,274.7626647949219
2019-10-14,275.2333068847656
2019-10-15,275.9224548339844
2019-10-16,276.7375793457031
2019-10-17,276.19134521484375
2019-10-18,278.4098815917969
2019-10-21,279.4519348144531
2019-10-22,278.1493225097656
2019-10-23,275.9224548339844
2019-10-24,274.1912536621094
2019-10-25,273.19122314453125
2019-10-28,271.7625732421875
2019-10-29,271.61981201171875
2019-10-30,275.3425598144531
2019-10-31,274.9056091308594
2019-11-01,272.87188720703125
2019-11-04,270.6786804199219
2019-11-05,267.5105285644531
2019-11-06,267.19110107421875
2019-11-07,264.5692443847656
2019-11-08,264.6448669433594
2019-11-11,263.3758850097656
2019-11-12,259.6951599121094
2019-11-13,263.1741943359375
2019-11-14,264.081787109375
2019-11-15,268.0735168457031
2019-11-18,269.6702575683594
2019-11-19,271.0063171386719
2019-11-20,267.8298034667969
2019-11-21,264.9221496582031
2019-11-22,261.14892578125
2019-11-25,260.71197509765625
2019-11-26,262.4010925292969
2019-11-27,262.997802734375
2019-11-29,262.3422546386719
2019-12-02,256.0732116699219
2019-12-03,257.31695556640625
2019-12-04,261.7120666503906
2019-12-05,261.4935607910156
2019-12-06,262.132080078125
2019-12-09,261.5271911621094
2019-12-10,260.14892578125
2019-12-11,256.1068420410156
2019-12-12,252.3588409423828
2019-12-13,252.53526306152344
2019-12-16,252.938720703125
2019-12-17,248.90499877929688
2019-12-18,249.0982666015625
2019-12-19,250.9973907470703
2019-12-20,249.8797607421875
2019-12-23,249.43438720703125
2019-12-24,250.7957763671875
2019-12-26,251.8042449951172
2019-12-27,251.87979125976562
2019-12-30,251.86302185058594
2019-12-31,254.48513793945312
2020-01-02,252.30294799804688
2020-01-03,254.77284240722656
2020-01-06,253.7578125
2020-01-07,250.6534423828125
2020-01-08,252.09991455078125
2020-01-09,253.30101013183594
2020-01-10,255.78778076171875
2020-01-13,258.40997314453125
2020-01-14,255.29727172851562
2020-01-15,256.15155029296875
2020-01-16,258.8582763671875
2020-01-17,261.2605285644531
2020-01-21,263.4851379394531
2020-01-22,262.0894775390625
2020-01-23,264.3395080566406
2020-01-24,261.7680358886719
2020-01-27,261.3197021484375
2020-01-28,260.8714294433594
2020-01-29,256.7182312011719
2020-01-30,264.0179748535156
2020-01-31,262.0133056640625
2020-02-03,263.3921203613281
2020-02-04,263.5528259277344
2020-02-05,262.2332458496094
2020-02-06,266.2257080078125
2020-02-07,266.26800537109375
2020-02-10,268.42486572265625
2020-02-11,268.83935546875
2020-02-12,269.98138427734375
2020-02-13,271.95220947265625
2020-02-14,274.20220947265625
2020-02-18,273.99072265625
2020-02-19,272.05364990234375
2020-02-20,275.84307861328125
2020-02-21,278.31304931640625
2020-02-24,275.5893859863281
2020-02-25,268.90716552734375
2020-02-26,268.08660888671875
2020-02-27,250.95799255371094
2020-02-28,239.68263244628906
2020-03-02,248.20896911621094
2020-03-03,246.89779663085938
2020-03-04,256.1853332519531
2020-03-05,251.2877960205078
2020-03-06,249.24087524414062
2020-03-09,236.1976776123047
2020-03-10,248.8179473876953
2020-03-11,234.75979614257812
2020-03-12,222.21563720703125
2020-03-13,233.22882080078125
2020-03-16,189.19334411621094
2020-03-17,199.68194580078125
2020-03-18,174.45848083496094
2020-03-19,176.84381103515625
2020-03-20,166.0675506591797
2020-03-23,154.14093017578125
2020-03-24,159.0299530029297
2020-03-25,169.8231658935547
2020-03-26,184.98941040039062
2020-03-27,193.3634033203125
2020-03-30,192.49954223632812
2020-03-31,188.00099182128906
2020-04-01,170.9968719482422
2020-04-02,166.00323486328125
2020-04-03,162.92166137695312
2020-04-06,181.48785400390625
2020-04-07,183.21218872070312
2020-04-08,199.84918212890625
2020-04-09,210.8096923828125
2020-04-13,204.69778442382812
2020-04-14,215.64112854003906
2020-04-15,209.47802734375
2020-04-16,210.0157928466797
2020-04-17,222.6578826904297
2020-04-20,206.4903564453125
2020-04-21,203.83560180664062
2020-04-22,208.89756774902344
2020-04-23,205.93553161621094
2020-04-24,206.2427978515625
2020-04-27,215.17166137695312
2020-04-28,211.23648071289062
2020-04-29,212.73886108398438
2020-04-30,208.3683319091797
2020-05-01,202.1454315185547
2020-05-04,206.82327270507812
2020-05-05,208.72683715820312
2020-05-06,206.05499267578125
2020-05-07,212.602294921875
2020-05-08,210.5450439453125
2020-05-11,207.36106872558594
2020-05-12,196.24691772460938
2020-05-13,196.9981231689453
2020-05-14,192.07272338867188
2020-05-15,193.38735961914062
2020-05-18,205.3806915283203
2020-05-19,197.17738342285156
2020-05-20,201.33448791503906
2020-05-21,200.96746826171875
2020-05-22,201.80397033691406
2020-05-26,211.0230255126953
2020-05-27,211.73158264160156
2020-05-28,212.43153381347656
2020-05-29,207.23300170898438
2020-06-01,210.76699829101562
2020-06-02,210.66456604003906
2020-06-03,216.0167236328125
2020-06-04,213.81439208984375
2020-06-05,224.0919952392578
2020-06-08,235.76951599121094
2020-06-09,228.803955078125
2020-06-10,222.1969451904297
2020-06-11,210.06703186035156
2020-06-12,213.13150024414062
2020-06-15,208.8292999267578
2020-06-16,214.7619171142578
2020-06-17,207.5146942138672
2020-06-18,207.3695526123047
2020-06-19,199.5590057373047
2020-06-22,199.3882293701172
2020-06-23,198.25291442871094
2020-06-24,194.42872619628906
2020-06-25,195.7006378173828
2020-06-26,191.88494873046875
2020-06-29,195.0883026123047
2020-06-30,197.4490509033203
2020-07-01,206.23719787597656
2020-07-02,204.2383575439453
2020-07-06,202.64437866210938
2020-07-07,196.54441833496094
2020-07-08,195.51051330566406
2020-07-09,192.9257354736328
2020-07-10,194.14056396484375
2020-07-13,193.76145935058594
2020-07-14,196.69947814941406
2020-07-15,194.95046997070312
2020-07-16,193.2186737060547
2020-07-17,192.27955627441406
2020-07-20,185.44720458984375
2020-07-21,185.86077880859375
2020-07-22,190.26344299316406
2020-07-23,186.3863067626953
2020-07-24,184.48219299316406
2020-07-27,183.13818359375
2020-07-28,187.8510284423828
2020-07-29,188.8159942626953
2020-07-30,190.08253479003906
2020-07-31,190.1859130859375
2020-08-03,184.5856170654297
2020-08-04,184.61148071289062
2020-08-05,187.28237915039062
2020-08-06,189.53109741210938
2020-08-07,192.29678344726562
2020-08-10,192.546630859375
2020-08-11,189.1433868408203
2020-08-12,190.5908660888672
2020-08-13,186.1278533935547
2020-08-14,188.8159942626953
2020-08-17,189.7637176513672
2020-08-18,188.4541015625
2020-08-19,181.5355682373047
2020-08-20,183.09506225585938
2020-08-21,183.5344696044922
2020-08-24,185.3610076904297
2020-08-25,186.1278533935547
2020-08-26,183.3449249267578
2020-08-27,186.6534423828125
2020-08-28,190.09976196289062
2020-08-31,186.54141235351562
2020-09-01,185.42135620117188
2020-09-02,190.39268493652344
2020-09-03,191.2198028564453
2020-09-04,193.2186737060547
2020-09-08,190.90103149414062
2020-09-09,188.26454162597656
2020-09-10,186.09339904785156
2020-09-11,183.6981964111328
2020-09-14,191.60751342773438
2020-09-15,186.43801879882812
2020-09-16,189.16925048828125
2020-09-17,186.5155487060547
2020-09-18,182.1731719970703
2020-09-21,176.03005981445312
2020-09-22,178.7613067626953
2020-09-23,173.97952270507812
2020-09-24,171.4378662109375
2020-09-25,175.85777282714844
2020-09-28,178.79576110839844
2020-09-29,173.7114715576172
2020-09-30,174.74713134765625
2020-10-01,179.99505615234375
2020-10-02,184.5902099609375
2020-10-05,185.72158813476562
2020-10-06,183.43272399902344
2020-10-07,183.1194305419922
2020-10-08,187.96701049804688
2020-10-09,187.5057373046875
2020-10-12,188.81118774414062
2020-10-13,182.31875610351562
2020-10-14,180.05593872070312
2020-10-15,178.14132690429688
2020-10-16,175.8350067138672
2020-10-19,173.2415313720703
2020-10-20,173.9290771484375
2020-10-21,173.99868774414062
2020-10-22,176.2527313232422
2020-10-23,176.87066650390625
2020-10-26,173.20672607421875
2020-10-27,170.0040283203125
2020-10-28,162.1539306640625
2020-10-29,171.9534912109375
2020-10-30,178.0542755126953
2020-11-02,188.85467529296875
2020-11-03,194.97286987304688
2020-11-04,196.25222778320312
2020-11-05,196.80052185058594
2020-11-06,197.69692993164062
2020-11-09,221.4473419189453
2020-11-10,225.35501098632812
2020-11-11,214.7460479736328
2020-11-12,215.1202850341797
2020-11-13,221.84767150878906
2020-11-16,228.84487915039062
2020-11-17,226.27749633789062
2020-11-18,221.22976684570312
2020-11-19,221.18626403808594
2020-11-20,221.1427764892578
2020-11-23,219.72415161132812
2020-11-24,224.1278533935547
2020-11-25,221.40380859375
2020-11-27,217.58322143554688
2020-11-30,213.98892211914062
2020-12-01,214.56326293945312
2020-12-02,216.44314575195312
2020-12-03,216.5736846923828
2020-12-04,219.95040893554688
2020-12-07,220.18539428710938
2020-12-08,219.7415771484375
2020-12-09,217.73117065429688
2020-12-10,213.579833984375
2020-12-11,212.3004913330078
2020-12-14,209.09780883789062
2020-12-15,211.02117919921875
2020-12-16,209.33279418945312
2020-12-17,210.4816131591797
2020-12-18,203.97174072265625
2020-12-21,203.5017852783203
2020-12-22,204.28504943847656
2020-12-23,201.24774169921875
2020-12-24,203.86732482910156
2020-12-28,207.409423828125
2020-12-29,204.38079833984375
2020-12-30,207.435546875
2020-12-31,208.4434356689453
2021-01-04,200.3926239013672
2021-01-05,199.48829650878906
2021-01-06,207.78497314453125
2021-01-07,203.24595642089844
2021-01-08,205.34426879882812
2021-01-11,203.0528106689453
2021-01-12,204.05369567871094
2021-01-13,207.49522399902344
2021-01-14,208.14492797851562
2021-01-15,211.1650848388672
2021-01-19,208.23272705078125
2021-01-20,214.9139404296875
2021-01-21,215.27389526367188
2021-01-22,213.73748779296875
2021-01-25,213.0087890625
2021-01-26,214.01844787597656
2021-01-27,209.99740600585938
2021-01-28,213.667236328125
2021-01-29,210.36618041992188
2021-02-01,212.5259246826172
2021-02-02,214.38717651367188
2021-02-03,217.8989715576172
2021-02-04,221.70928955078125
2021-02-05,226.59947204589844
2021-02-08,228.7679901123047
2021-02-09,227.67935180664062
2021-02-10,235.01902770996094
2021-02-11,238.4518280029297
2021-02-12,236.47647094726562
2021-02-16,235.41415405273438
2021-02-17,234.21131896972656
2021-02-18,232.40274047851562
2021-02-19,231.68287658691406
2021-02-22,231.88475036621094
2021-02-23,236.31838989257812
2021-02-24,237.16123962402344
2021-02-25,229.18946838378906
2021-02-26,223.69346618652344
2021-03-01,228.24124145507812
2021-03-02,229.82156372070312
2021-03-03,234.64154052734375
2021-03-04,230.2166290283203
2021-03-05,232.56080627441406
2021-03-08,239.25083923339844
2021-03-09,239.6195526123047
2021-03-10,239.39125061035156
2021-03-11,243.28932189941406
2021-03-12,252.7097625732422
2021-03-15,257.9072570800781
2021-03-16,251.53338623046875
2021-03-17,251.16461181640625
2021-03-18,251.09437561035156
2021-03-19,241.73536682128906
2021-03-22,242.2972412109375
2021-03-23,242.4991912841797
2021-03-24,242.5695037841797
2021-03-25,243.95663452148438
2021-03-26,249.62818908691406
2021-03-29,244.79066467285156
2021-03-30,246.0201873779297
2021-03-31,240.46502685546875
2021-04-01,244.57830810546875
2021-04-05,243.96798706054688
2021-04-06,244.0210723876953
2021-04-07,250.18667602539062
2021-04-08,249.08084106445312
2021-04-09,250.6288604736328
2021-04-12,250.97390747070312
2021-04-13,253.36227416992188
2021-04-14,248.93052673339844
2021-04-15,255.7860107421875
2021-04-16,256.0780029296875
2021-04-19,257.03326416015625
2021-04-20,260.8370056152344
2021-04-21,262.7299499511719
2021-04-22,260.3858642578125
2021-04-23,263.0218811035156
2021-04-26,262.614990234375
2021-04-27,262.756591796875
2021-04-28,253.84878540039062
2021-04-29,253.1411895751953
2021-04-30,256.98907470703125
2021-05-03,253.70724487304688
2021-05-04,250.9208526611328
2021-05-05,248.4793701171875
2021-05-06,252.36265563964844
2021-05-07,255.53834533691406
2021-05-10,257.7320556640625
2021-05-11,256.99786376953125
2021-05-12,248.806640625
2021-05-13,254.67149353027344
2021-05-14,255.08718872070312
2021-05-17,254.87496948242188
2021-05-18,257.2809753417969
2021-05-19,252.38917541503906
2021-05-20,255.21107482910156
2021-05-21,254.8660430908203
2021-05-24,258.61669921875
2021-05-25,259.0501708984375
2021-05-26,259.21826171875
2021-05-27,257.8559875488281
2021-05-28,261.20855712890625
2021-06-01,267.0998840332031
2021-06-02,272.6019592285156
2021-06-03,272.2923583984375
2021-06-04,269.9482116699219
2021-06-07,274.7691345214844
2021-06-08,276.0518493652344
2021-06-09,274.2561340332031
