,OKE
2015-06-30,21.535289764404297
2015-07-01,21.164365768432617
2015-07-02,21.39347267150879
2015-07-06,20.689807891845703
2015-07-07,21.338918685913086
2015-07-08,21.006181716918945
2015-07-09,21.34983253479004
2015-07-10,21.568017959594727
2015-07-13,22.473506927490234
2015-07-14,22.582597732543945
2015-07-15,22.16258430480957
2015-07-16,22.35350799560547
2015-07-17,22.031667709350586
2015-07-20,21.32255744934082
2015-07-21,21.535289764404297
2015-07-22,20.891632080078125
2015-07-23,21.093460083007812
2015-07-24,20.55344009399414
2015-07-27,20.65708351135254
2015-07-28,21.142553329467773
2015-07-29,21.818944931030273
2015-07-30,20.996471405029297
2015-07-31,20.930007934570312
2015-08-03,20.25430679321289
2015-08-04,19.766918182373047
2015-08-05,19.285072326660156
2015-08-06,19.556461334228516
2015-08-07,19.00814437866211
2015-08-10,19.772462844848633
2015-08-11,19.960773468017578
2015-08-12,20.91339111328125
2015-08-13,20.126928329467773
2015-08-14,20.09369659423828
2015-08-17,20.265390396118164
2015-08-18,19.7281494140625
2015-08-19,19.379228591918945
2015-08-20,19.318309783935547
2015-08-21,18.90291404724121
2015-08-24,17.817363739013672
2015-08-25,17.51828956604004
2015-08-26,18.033370971679688
2015-08-27,19.09676170349121
2015-08-28,19.73369026184082
2015-08-31,19.94416046142578
2015-09-01,19.351533889770508
2015-09-02,19.57307243347168
2015-09-03,19.75584602355957
2015-09-04,19.606306076049805
2015-09-08,20.176767349243164
2015-09-09,19.849998474121094
2015-09-10,20.027236938476562
2015-09-11,19.489992141723633
2015-09-14,19.107837677001953
2015-09-15,19.30169105529785
2015-09-16,19.977386474609375
2015-09-17,20.09369659423828
2015-09-18,19.794618606567383
2015-09-21,20.210004806518555
2015-09-22,20.331850051879883
2015-09-23,19.567535400390625
2015-09-24,19.29060935974121
2015-09-25,19.489992141723633
2015-09-28,18.277061462402344
2015-09-29,17.091821670532227
2015-09-30,17.833986282348633
2015-10-01,18.155214309692383
2015-10-02,19.16322135925293
2015-10-05,20.459228515625
2015-10-06,20.957704544067383
2015-10-07,21.52816390991211
2015-10-08,21.655550003051758
2015-10-09,21.921403884887695
2015-10-12,21.48939323425293
2015-10-13,21.118318557739258
2015-10-14,20.941083908081055
2015-10-15,21.38416862487793
2015-10-16,21.506011962890625
2015-10-19,21.229087829589844
2015-10-20,21.118318557739258
2015-10-21,20.714008331298828
2015-10-22,20.31523895263672
2015-10-23,20.065994262695312
2015-10-26,19.16322135925293
2015-10-27,18.426599502563477
2015-10-28,18.631526947021484
2015-10-29,18.775394439697266
2015-10-30,19.13645362854004
2015-11-02,19.407255172729492
2015-11-03,19.221080780029297
2015-11-04,18.933353424072266
2015-11-05,17.697837829589844
2015-11-06,17.827590942382812
2015-11-09,17.376258850097656
2015-11-10,17.364978790283203
2015-11-11,16.64284896850586
2015-11-12,15.920717239379883
2015-11-13,16.073041915893555
2015-11-16,16.7669677734375
2015-11-17,16.056119918823242
2015-11-18,16.530014038085938
2015-11-19,16.3494873046875
2015-11-20,16.13510513305664
2015-11-23,16.41153907775879
2015-11-24,17.082897186279297
2015-11-25,17.15623664855957
2015-11-27,16.620285034179688
2015-11-30,16.63156509399414
2015-12-01,16.47924041748047
2015-12-02,15.226799011230469
2015-12-03,15.113965034484863
2015-12-04,13.991278648376465
2015-12-07,12.197236061096191
2015-12-08,12.106964111328125
2015-12-09,12.524449348449707
2015-12-10,12.580867767333984
2015-12-11,11.458179473876953
2015-12-14,11.621784210205078
2015-12-15,12.03926944732666
2015-12-16,11.779753684997559
2015-12-17,11.204305648803711
2015-12-18,10.679630279541016
2015-12-21,12.326996803283691
2015-12-22,13.043481826782227
2015-12-23,13.703553199768066
2015-12-24,13.607646942138672
2015-12-28,13.607646942138672
2015-12-29,13.568151473999023
2015-12-30,13.224018096923828
2015-12-31,13.91229248046875
2016-01-04,14.301567077636719
2016-01-05,14.312851905822754
2016-01-06,13.664060592651367
2016-01-07,12.851664543151855
2016-01-08,13.003992080688477
2016-01-11,12.755759239196777
2016-01-12,12.326996803283691
2016-01-13,11.830527305603027
2016-01-14,12.851664543151855
2016-01-15,12.377766609191895
2016-01-19,11.728979110717773
2016-01-20,11.305854797363281
2016-01-21,12.761401176452637
2016-01-22,14.160531044006348
2016-01-25,13.325560569763184
2016-01-26,13.709196090698242
2016-01-27,13.049121856689453
2016-01-28,13.857632637023926
2016-01-29,14.437207221984863
2016-02-01,13.585233688354492
2016-02-02,13.399765014648438
2016-02-03,14.280717849731445
2016-02-04,14.773360252380371
2016-02-05,14.802334785461426
2016-02-08,13.42294979095459
2016-02-09,11.956625938415527
2016-02-10,12.11890983581543
2016-02-11,11.371253967285156
2016-02-12,11.695819854736328
2016-02-16,12.188455581665039
2016-02-17,12.594154357910156
2016-02-18,12.2811861038208
2016-02-19,11.974011421203613
2016-02-22,12.402899742126465
2016-02-23,12.350736618041992
2016-02-24,12.47244644165039
2016-02-25,12.385512351989746
2016-02-26,13.336013793945312
2016-02-29,13.909790992736816
2016-03-01,14.025705337524414
2016-03-02,14.819724082946777
2016-03-03,15.416682243347168
2016-03-04,15.277585983276367
2016-03-07,16.013647079467773
2016-03-08,15.196444511413574
2016-03-09,15.341341018676758
2016-03-10,15.89773178100586
2016-03-11,16.407756805419922
2016-03-14,16.332412719726562
2016-03-15,16.065807342529297
2016-03-16,17.103248596191406
2016-03-17,17.51474380493164
2016-03-18,17.862491607666016
2016-03-21,17.20756721496582
2016-03-22,17.508947372436523
2016-03-23,16.483102798461914
2016-03-24,16.622201919555664
2016-03-28,16.419353485107422
2016-03-29,16.494693756103516
2016-03-30,16.830848693847656
2016-03-31,17.30609893798828
2016-04-01,16.651180267333984
2016-04-04,16.44253158569336
2016-04-05,16.477306365966797
2016-04-06,16.935171127319336
2016-04-07,16.778684616088867
2016-04-08,17.381446838378906
2016-04-11,17.416213989257812
2016-04-12,18.74924087524414
2016-04-13,18.46525001525879
2016-04-14,18.389904022216797
2016-04-15,18.355125427246094
2016-04-18,18.639118194580078
2016-04-19,19.931570053100586
2016-04-20,20.16919708251953
2016-04-21,20.17499351501465
2016-04-22,20.75456428527832
2016-04-25,20.505348205566406
2016-04-26,21.0037899017334
2016-04-27,21.48482894897461
2016-04-28,20.957359313964844
2016-04-29,21.305076599121094
2016-05-02,21.204891204833984
2016-05-03,21.092912673950195
2016-05-04,22.495569229125977
2016-05-05,22.961156845092773
2016-05-06,23.438533782958984
2016-05-09,23.126176834106445
2016-05-10,23.621231079101562
2016-05-11,23.615337371826172
2016-05-12,23.7450008392334
2016-05-13,24.18701171875
2016-05-16,24.640819549560547
2016-05-17,24.76457405090332
2016-05-18,23.65070152282715
2016-05-19,24.481693267822266
2016-05-20,24.7763614654541
2016-05-23,24.55830192565918
2016-05-24,24.575977325439453
2016-05-25,25.383392333984375
2016-05-26,25.088714599609375
2016-05-27,25.183015823364258
2016-05-31,25.489477157592773
2016-06-01,25.795942306518555
2016-06-02,25.772369384765625
2016-06-03,25.949174880981445
2016-06-06,26.57978630065918
2016-06-07,26.9687557220459
2016-06-08,26.909818649291992
2016-06-09,27.422550201416016
2016-06-10,26.632827758789062
2016-06-13,26.509057998657227
2016-06-14,26.921598434448242
2016-06-15,26.53263282775879
2016-06-16,26.46190643310547
2016-06-17,26.85677146911621
2016-06-20,27.133771896362305
2016-06-21,27.58757209777832
2016-06-22,27.345945358276367
2016-06-23,27.617034912109375
2016-06-24,27.00411605834961
2016-06-27,26.296894073486328
2016-06-28,27.045372009277344
2016-06-29,27.894033432006836
2016-06-30,27.964759826660156
2016-07-01,28.03548240661621
2016-07-05,27.776168823242188
2016-07-06,27.941186904907227
2016-07-07,27.693660736083984
2016-07-08,27.911724090576172
2016-07-11,27.958860397338867
2016-07-12,28.59536361694336
2016-07-13,27.899932861328125
2016-07-14,27.988330841064453
2016-07-15,28.35962677001953
2016-07-18,28.112092971801758
2016-07-19,28.0001163482666
2016-07-20,27.84099578857422
2016-07-21,27.275222778320312
2016-07-22,27.13966178894043
2016-07-25,26.774263381958008
2016-07-26,26.709430694580078
2016-07-27,25.90791893005371
2016-07-28,25.978639602661133
2016-07-29,26.39708137512207
2016-08-01,25.336254119873047
2016-08-02,25.896133422851562
2016-08-03,27.021787643432617
2016-08-04,26.88141632080078
2016-08-05,26.82765007019043
2016-08-08,27.227890014648438
2016-08-09,27.036725997924805
2016-08-10,26.875436782836914
2016-08-11,27.544490814208984
2016-08-12,27.986541748046875
2016-08-15,27.938751220703125
2016-08-16,28.14185905456543
2016-08-17,28.643638610839844
2016-08-18,29.641239166259766
2016-08-19,29.69499397277832
2016-08-22,28.715328216552734
2016-08-23,28.84076690673828
2016-08-24,28.147825241088867
2016-08-25,28.088088989257812
2016-08-26,28.06419563293457
2016-08-29,28.291202545166016
2016-08-30,28.17171859741211
2016-08-31,28.010438919067383
2016-09-01,28.20160484313965
2016-09-02,28.82881736755371
2016-09-06,29.426185607910156
2016-09-07,29.820453643798828
2016-09-08,30.46561050415039
2016-09-09,29.15738296508789
2016-09-12,29.450082778930664
2016-09-13,28.04627799987793
2016-09-14,27.896940231323242
2016-09-15,27.97459602355957
2016-09-16,27.52657127380371
2016-09-19,28.309112548828125
2016-09-20,28.088088989257812
2016-09-21,29.235031127929688
2016-09-22,29.653188705444336
2016-09-23,29.043874740600586
2016-09-26,29.175291061401367
2016-09-27,29.151399612426758
2016-09-28,30.60897445678711
2016-09-29,30.429758071899414
2016-09-30,30.698572158813477
2016-10-03,30.53131103515625
2016-10-04,29.59345245361328
2016-10-05,29.617341995239258
2016-10-06,29.67110252380371
2016-10-07,29.485925674438477
2016-10-10,30.077322006225586
2016-10-11,29.760711669921875
2016-10-12,29.99367904663086
2016-10-13,29.748762130737305
2016-10-14,29.94589614868164
2016-10-17,29.539684295654297
2016-10-18,29.886167526245117
2016-10-19,30.489500045776367
2016-10-20,30.41184425354004
2016-10-21,30.24458122253418
2016-10-24,30.089263916015625
2016-10-25,29.372417449951172
2016-10-26,29.40826416015625
2016-10-27,29.344749450683594
2016-10-28,29.14512825012207
2016-10-31,29.296354293823242
2016-11-01,29.374998092651367
2016-11-02,28.183305740356445
2016-11-03,28.092554092407227
2016-11-04,28.219594955444336
2016-11-07,29.08462905883789
2016-11-08,29.94362449645996
2016-11-09,29.8770809173584
2016-11-10,29.671415328979492
2016-11-11,28.987844467163086
2016-11-14,28.92129898071289
2016-11-15,30.203746795654297
2016-11-16,30.058563232421875
2016-11-17,30.143245697021484
2016-11-18,30.500150680541992
2016-11-21,31.891477584838867
2016-11-22,32.339111328125
2016-11-23,32.63552474975586
2016-11-25,32.5145378112793
2016-11-28,31.951955795288086
2016-11-29,31.72208595275879
2016-11-30,33.22834014892578
2016-12-01,32.919830322265625
2016-12-02,33.08316421508789
2016-12-05,34.12967300415039
2016-12-06,33.948204040527344
2016-12-07,34.53498458862305
2016-12-08,35.031009674072266
2016-12-09,34.486576080322266
2016-12-12,34.60756301879883
2016-12-13,34.94632339477539
2016-12-14,34.698299407958984
2016-12-15,34.91607666015625
2016-12-16,35.33951950073242
2016-12-19,35.14594268798828
2016-12-20,35.490753173828125
2016-12-21,35.412109375
2016-12-22,35.031009674072266
2016-12-23,35.50284957885742
2016-12-27,35.708526611328125
2016-12-28,34.885833740234375
2016-12-29,35.073360443115234
2016-12-30,34.728553771972656
2017-01-03,35.53914260864258
2017-01-04,35.44839859008789
2017-01-05,35.58753967285156
2017-01-06,35.02497100830078
2017-01-09,34.77089309692383
2017-01-10,33.91796112060547
2017-01-11,34.6378173828125
2017-01-12,34.22041702270508
2017-01-13,34.06314468383789
2017-01-17,34.06314468383789
2017-01-18,34.21437454223633
2017-01-19,33.85142135620117
2017-01-20,34.232505798339844
2017-01-23,33.80906677246094
2017-01-24,34.044986724853516
2017-01-25,33.603397369384766
2017-01-26,33.60033416748047
2017-01-27,33.588104248046875
2017-01-30,32.890777587890625
2017-01-31,33.71044158935547
2017-02-01,33.031463623046875
2017-02-02,33.98569869995117
2017-02-03,34.530113220214844
2017-02-06,33.83278274536133
2017-02-07,33.257789611816406
2017-02-08,33.27614212036133
2017-02-09,33.716556549072266
2017-02-10,33.83278274536133
2017-02-13,33.655399322509766
2017-02-14,33.612571716308594
2017-02-15,33.33119201660156
2017-02-16,33.04981994628906
2017-02-17,32.81126022338867
2017-02-21,33.16603469848633
2017-02-22,32.737850189208984
2017-02-23,33.422943115234375
2017-02-24,32.517635345458984
2017-02-27,32.63386154174805
2017-02-28,33.06204605102539
2017-03-01,33.881717681884766
2017-03-02,33.796085357666016
2017-03-03,34.511756896972656
2017-03-06,34.62798309326172
2017-03-07,34.60963821411133
2017-03-08,33.50246810913086
2017-03-09,33.34342575073242
2017-03-10,33.23332595825195
2017-03-13,33.019229888916016
2017-03-14,31.9304141998291
2017-03-15,32.81126022338867
2017-03-16,32.56657028198242
2017-03-17,32.30967330932617
2017-03-20,32.56657028198242
2017-03-21,31.979354858398438
2017-03-22,32.23626708984375
2017-03-23,31.96100616455078
2017-03-24,32.480934143066406
2017-03-27,32.474822998046875
2017-03-28,32.45646667480469
2017-03-29,33.477996826171875
2017-03-30,33.5942268371582
2017-03-31,33.912296295166016
2017-04-03,33.83278274536133
2017-04-04,34.21814727783203
2017-04-05,34.212032318115234
2017-04-06,34.45671463012695
2017-04-07,34.37107467651367
2017-04-10,34.212032318115234
2017-04-11,34.08357620239258
2017-04-12,33.84501647949219
2017-04-13,33.41071701049805
2017-04-17,33.282257080078125
2017-04-18,33.533050537109375
2017-04-19,32.98252868652344
2017-04-20,32.90300750732422
2017-04-21,32.743961334228516
2017-04-24,32.951942443847656
2017-04-25,33.477996826171875
2017-04-26,33.33731460571289
2017-04-27,32.79597091674805
2017-04-28,32.548500061035156
2017-05-01,32.80215835571289
2017-05-02,32.35671615600586
2017-05-03,32.257720947265625
2017-05-04,30.525432586669922
2017-05-05,31.3297061920166
2017-05-08,31.57718276977539
2017-05-09,31.23072052001953
2017-05-10,31.62667465209961
2017-05-11,31.719478607177734
2017-05-12,31.552433013916016
2017-05-15,31.725664138793945
2017-05-16,31.48438835144043
2017-05-17,30.779088973999023
2017-05-18,30.8223934173584
2017-05-19,31.818464279174805
2017-05-22,31.96076202392578
2017-05-23,32.313411712646484
2017-05-24,32.6536865234375
2017-05-25,31.96076202392578
2017-05-26,31.979324340820312
2017-05-30,30.84095573425293
2017-05-31,30.73578453063965
2017-06-01,31.212162017822266
2017-06-02,30.65535545349121
2017-06-05,30.5130558013916
2017-06-06,30.933757781982422
2017-06-07,30.234649658203125
2017-06-08,29.999557495117188
2017-06-09,30.593494415283203
2017-06-12,30.927574157714844
2017-06-13,31.06367301940918
2017-06-14,30.803834915161133
2017-06-15,30.302705764770508
2017-06-16,31.53388023376465
2017-06-19,31.06367301940918
2017-06-20,29.387073516845703
2017-06-21,29.33139419555664
2017-06-22,29.566482543945312
2017-06-23,30.432636260986328
2017-06-26,31.26784324645996
2017-06-27,31.354459762573242
2017-06-28,31.490570068359375
2017-06-29,31.874143600463867
2017-06-30,32.27008819580078
2017-07-03,32.18966293334961
2017-07-05,31.39776611328125
2017-07-06,32.54230880737305
2017-07-07,31.979324340820312
2017-07-10,31.552433013916016
2017-07-11,31.478200912475586
2017-07-12,32.202049255371094
2017-07-13,32.4556999206543
2017-07-14,32.88876724243164
2017-07-17,33.14242172241211
2017-07-18,33.14242172241211
2017-07-19,33.649742126464844
2017-07-20,33.897220611572266
2017-07-21,33.68686294555664
2017-07-24,33.9528923034668
2017-07-25,34.50969696044922
2017-07-26,34.39215850830078
2017-07-27,35.02938461303711
2017-07-28,34.93040084838867
2017-07-31,34.99845886230469
2017-08-01,35.09743881225586
2017-08-02,34.249855041503906
2017-08-03,33.77011489868164
2017-08-04,33.56943130493164
2017-08-07,33.280967712402344
2017-08-08,32.954864501953125
2017-08-09,33.08656311035156
2017-08-10,32.741641998291016
2017-08-11,32.867069244384766
2017-08-14,32.81063461303711
2017-08-15,31.95149040222168
2017-08-16,31.738264083862305
2017-08-17,31.58148956298828
2017-08-18,31.938934326171875
2017-08-21,31.964031219482422
2017-08-22,33.1680793762207
2017-08-23,33.45028305053711
2017-08-24,33.53181457519531
2017-08-25,33.650962829589844
2017-08-28,33.205711364746094
2017-08-29,33.375038146972656
2017-08-30,33.870452880859375
2017-08-31,33.96451950073242
2017-09-01,34.259254455566406
2017-09-05,34.39723205566406
2017-09-06,35.33163833618164
2017-09-07,35.41315460205078
2017-09-08,35.256370544433594
2017-09-11,35.44451141357422
2017-09-12,35.17485046386719
2017-09-13,35.419429779052734
2017-09-14,35.67028045654297
