,STZ
2014-05-29,73.54281616210938
2014-05-30,73.85008239746094
2014-06-02,73.68328857421875
2014-06-03,73.72712707519531
2014-06-04,73.72712707519531
2014-06-05,73.31459045410156
2014-06-06,72.84931945800781
2014-06-09,72.51576232910156
2014-06-10,72.81422424316406
2014-06-11,73.19168853759766
2014-06-12,72.6738052368164
2014-06-13,72.48943328857422
2014-06-16,73.2004623413086
2014-06-17,73.621826171875
2014-06-18,75.4564437866211
2014-06-19,75.95680236816406
2014-06-20,76.79072570800781
2014-06-23,77.33492279052734
2014-06-24,77.29106140136719
2014-06-25,77.7299575805664
2014-06-26,77.33492279052734
2014-06-27,77.2296142578125
2014-06-30,77.36128234863281
2014-07-01,77.58072662353516
2014-07-02,79.39781188964844
2014-07-03,80.01227569580078
2014-07-07,79.6611557006836
2014-07-08,79.23979949951172
2014-07-09,79.10810089111328
2014-07-10,78.93257904052734
2014-07-11,78.53752899169922
2014-07-14,78.91500854492188
2014-07-15,77.78260040283203
2014-07-16,76.58001708984375
2014-07-17,75.67591094970703
2014-07-18,76.86970520019531
2014-07-21,76.52737426757812
2014-07-22,76.86970520019531
2014-07-23,76.48348236083984
2014-07-24,76.58879089355469
2014-07-25,75.98310089111328
2014-07-28,75.5530014038086
2014-07-29,75.61443328857422
2014-07-30,74.2977294921875
2014-07-31,73.08634185791016
2014-08-01,73.37602233886719
2014-08-04,73.6305923461914
2014-08-05,73.02490997314453
2014-08-06,73.67449951171875
2014-08-07,73.1302719116211
2014-08-08,74.07828521728516
2014-08-11,74.65763854980469
2014-08-12,75.25455474853516
2014-08-13,75.38621520996094
2014-08-14,75.11408233642578
2014-08-15,76.78194427490234
2014-08-18,76.36935424804688
2014-08-19,77.20328521728516
2014-08-20,76.9223861694336
2014-08-21,76.77316284179688
2014-08-22,76.5712661743164
2014-08-25,76.58001708984375
2014-08-26,76.5712661743164
2014-08-27,76.62394714355469
2014-08-28,76.4395751953125
2014-08-29,76.44834899902344
2014-09-02,77.0716323852539
2014-09-03,76.23766326904297
2014-09-04,76.43079376220703
2014-09-05,76.26399993896484
2014-09-08,75.8514633178711
2014-09-09,74.75418853759766
2014-09-10,75.6583480834961
2014-09-11,75.8514633178711
2014-09-12,75.40377807617188
2014-09-15,76.325439453125
2014-09-16,76.49224090576172
2014-09-17,76.50105285644531
2014-09-18,77.05403900146484
2014-09-19,77.2296142578125
2014-09-22,76.72047424316406
2014-09-23,75.8514633178711
2014-09-24,77.21206665039062
2014-09-25,76.15868377685547
2014-09-26,75.93045043945312
2014-09-29,75.79878234863281
2014-09-30,76.50981903076172
2014-10-01,74.84199523925781
2014-10-02,74.08707427978516
2014-10-03,76.29033660888672
2014-10-06,75.82513427734375
2014-10-07,74.63129425048828
2014-10-08,76.98382568359375
2014-10-09,75.82513427734375
2014-10-10,75.34233093261719
2014-10-13,73.94660949707031
2014-10-14,74.05193328857422
2014-10-15,72.90203857421875
2014-10-16,72.050537109375
2014-10-17,73.77983093261719
2014-10-20,74.67518615722656
2014-10-21,76.07090759277344
2014-10-22,76.29033660888672
2014-10-23,76.54488372802734
2014-10-24,77.49295806884766
2014-10-27,77.50171661376953
2014-10-28,78.87108612060547
2014-10-29,78.27420043945312
2014-10-30,78.48487854003906
2014-10-31,80.3546142578125
2014-11-03,80.70574188232422
2014-11-04,81.0656509399414
2014-11-05,81.28509521484375
2014-11-06,82.10145568847656
2014-11-07,82.12779998779297
2014-11-10,82.39991760253906
2014-11-11,82.37358093261719
2014-11-12,82.53153991699219
2014-11-13,81.96099853515625
2014-11-14,81.53086853027344
2014-11-17,82.74225616455078
2014-11-18,82.32089233398438
2014-11-19,82.7773666381836
2014-11-20,82.40867614746094
2014-11-21,82.30335998535156
2014-11-24,82.7159194946289
2014-11-25,82.62814331054688
2014-11-26,83.18112182617188
2014-11-28,84.62074279785156
2014-12-01,83.15482330322266
2014-12-02,82.9704818725586
2014-12-03,82.27702331542969
2014-12-04,82.67201232910156
2014-12-05,83.47085571289062
2014-12-08,83.11969757080078
2014-12-09,82.03125
2014-12-10,81.16220092773438
2014-12-11,81.16220092773438
2014-12-12,79.68746948242188
2014-12-15,79.33634185791016
2014-12-16,78.73944854736328
2014-12-17,81.77666473388672
2014-12-18,83.75171661376953
2014-12-19,83.21627044677734
2014-12-22,85.05966186523438
2014-12-23,87.02595520019531
2014-12-24,87.85987854003906
2014-12-26,87.72821807861328
2014-12-29,87.09618377685547
2014-12-30,86.7625961303711
2014-12-31,86.17448425292969
2015-01-02,85.58633422851562
2015-01-05,87.62286376953125
2015-01-06,88.18465423583984
2015-01-07,90.45820617675781
2015-01-08,94.48735046386719
2015-01-09,94.2239761352539
2015-01-12,93.89922332763672
2015-01-13,93.3110580444336
2015-01-14,95.18079376220703
2015-01-15,94.96133422851562
2015-01-16,97.96345520019531
2015-01-20,97.43677520751953
2015-01-21,97.0241928100586
2015-01-22,97.78787994384766
2015-01-23,97.09442138671875
2015-01-26,98.06877136230469
2015-01-27,97.69134521484375
2015-01-28,96.81352996826172
2015-01-29,98.12146759033203
2015-01-30,96.95398712158203
2015-02-02,97.70010375976562
2015-02-03,97.71764373779297
2015-02-04,98.36723327636719
2015-02-05,98.89393615722656
2015-02-06,99.1133804321289
2015-02-09,98.19168853759766
2015-02-10,99.54352569580078
2015-02-11,99.65760040283203
2015-02-12,99.64006042480469
2015-02-13,99.21869659423828
2015-02-17,100.1843032836914
2015-02-18,100.66712188720703
2015-02-19,100.7548828125
2015-02-20,101.60636901855469
2015-02-23,100.90409851074219
2015-02-24,101.57127380371094
2015-02-25,100.19308471679688
2015-02-26,101.63269805908203
2015-02-27,100.70220947265625
2015-03-02,101.80826568603516
2015-03-03,101.07967376708984
2015-03-04,100.44762420654297
2015-03-05,99.91219329833984
2015-03-06,97.35778045654297
2015-03-09,101.14993286132812
2015-03-10,100.561767578125
2015-03-11,101.48346710205078
2015-03-12,103.5726318359375
2015-03-13,102.2120590209961
2015-03-16,103.03717803955078
2015-03-17,101.37812805175781
2015-03-18,102.9142837524414
2015-03-19,101.86092376708984
2015-03-20,103.80088806152344
2015-03-23,102.70362091064453
2015-03-24,103.46731567382812
2015-03-25,101.29912567138672
2015-03-26,100.78125
2015-03-27,100.49153900146484
2015-03-30,102.64218139648438
2015-03-31,102.01016235351562
2015-04-01,102.0189437866211
2015-04-02,103.36197662353516
2015-04-06,104.79283905029297
2015-04-07,103.81840515136719
2015-04-08,104.60846710205078
2015-04-09,105.38972473144531
2015-04-10,106.829345703125
2015-04-13,105.26681518554688
2015-04-14,103.59899139404297
2015-04-15,103.16007995605469
2015-04-16,103.01961517333984
2015-04-17,101.80826568603516
2015-04-20,102.2296142578125
2015-04-21,102.95818328857422
2015-04-22,101.81702423095703
2015-04-23,101.82581329345703
2015-04-24,101.50980377197266
2015-04-27,102.14181518554688
2015-04-28,102.80897521972656
2015-04-29,102.05403900146484
2015-04-30,101.77313995361328
2015-05-01,102.87040710449219
2015-05-04,102.98455047607422
2015-05-05,101.86092376708984
2015-05-06,101.28881072998047
2015-05-07,101.49127960205078
2015-05-08,102.38018798828125
2015-05-11,103.17234802246094
2015-05-12,101.8169174194336
2015-05-13,101.75531005859375
2015-05-14,103.42761993408203
2015-05-15,104.25495910644531
2015-05-18,104.74784088134766
2015-05-19,105.18791961669922
2015-05-20,105.19672393798828
2015-05-21,104.74784088134766
2015-05-22,104.10533142089844
2015-05-26,103.41000366210938
2015-05-27,104.07012176513672
2015-05-28,104.76543426513672
2015-05-29,103.7620849609375
2015-06-01,105.4783706665039
2015-06-02,105.63678741455078
2015-06-03,106.8426284790039
2015-06-04,105.22312927246094
2015-06-05,104.62464904785156
2015-06-08,105.52239990234375
2015-06-09,105.89205932617188
2015-06-10,107.15950012207031
2015-06-11,106.52574920654297
2015-06-12,106.07687377929688
2015-06-15,103.005126953125
2015-06-16,103.63884735107422
2015-06-17,104.80945587158203
2015-06-18,105.85684204101562
2015-06-19,105.17910766601562
2015-06-22,105.23191833496094
2015-06-23,105.10871887207031
2015-06-24,103.6300277709961
2015-06-25,103.56842041015625
2015-06-26,103.330810546875
2015-06-29,101.74649810791016
2015-06-30,102.11617279052734
2015-07-01,102.09857177734375
2015-07-02,103.05793762207031
2015-07-06,102.29219818115234
2015-07-07,103.4188003540039
2015-07-08,101.99295043945312
2015-07-09,101.6937026977539
2015-07-10,102.13378143310547
2015-07-13,103.0139389038086
2015-07-14,103.55083465576172
2015-07-15,102.48584747314453
2015-07-16,103.45402526855469
2015-07-17,103.66524505615234
2015-07-20,103.78846740722656
2015-07-21,102.96992492675781
2015-07-22,105.06473541259766
2015-07-23,103.47161865234375
2015-07-24,102.47705078125
2015-07-27,103.27794647216797
2015-07-28,103.6300277709961
2015-07-29,104.41337585449219
2015-07-30,104.73905944824219
2015-07-31,105.63678741455078
2015-08-03,106.52574920654297
2015-08-04,106.71057891845703
2015-08-05,108.56775665283203
2015-08-06,109.29829406738281
2015-08-07,108.99826049804688
2015-08-10,109.40416717529297
2015-08-11,110.35711669921875
2015-08-12,110.51594543457031
2015-08-13,112.52771759033203
2015-08-14,112.95125579833984
2015-08-17,113.39242553710938
2015-08-18,114.44243621826172
2015-08-19,114.46893310546875
2015-08-20,113.53361511230469
2015-08-21,108.62770080566406
2015-08-24,105.24822998046875
2015-08-25,105.8923568725586
2015-08-26,110.18946075439453
2015-08-27,112.09536743164062
2015-08-28,112.88949584960938
2015-08-31,112.94243621826172
2015-09-01,112.69538116455078
2015-09-02,113.82479858398438
2015-09-03,113.82479858398438
2015-09-04,112.51890563964844
2015-09-08,113.96597290039062
2015-09-09,111.09830474853516
2015-09-10,112.42183685302734
2015-09-11,112.42183685302734
2015-09-14,112.85421752929688
2015-09-15,113.41891479492188
2015-09-16,115.73068237304688
2015-09-17,115.06893920898438
2015-09-18,112.36890411376953
2015-09-21,113.13654327392578
2015-09-22,112.27182006835938
2015-09-23,112.98653411865234
2015-09-24,112.16595458984375
2015-09-25,114.54834747314453
2015-09-28,111.1159439086914
2015-09-29,108.9718017578125
2015-09-30,110.48064422607422
2015-10-01,112.67774200439453
2015-10-02,113.93065643310547
2015-10-05,116.68366241455078
2015-10-06,115.87187957763672
2015-10-07,118.73957824707031
2015-10-08,120.61016845703125
2015-10-09,120.78665924072266
2015-10-12,120.9454574584961
2015-10-13,119.1365966796875
2015-10-14,117.96308898925781
2015-10-15,119.05719757080078
2015-10-16,119.1983642578125
2015-10-19,119.27777862548828
2015-10-20,119.91311645507812
2015-10-21,120.27484893798828
2015-10-22,121.59842681884766
2015-10-23,120.17779541015625
2015-10-26,120.0013656616211
2015-10-27,119.71897888183594
2015-10-28,119.65724182128906
2015-10-29,119.216064453125
2015-10-30,118.94248962402344
2015-11-02,119.18953704833984
2015-11-03,118.59839630126953
2015-11-04,117.53070068359375
2015-11-05,117.85794067382812
2015-11-06,116.84088134765625
2015-11-09,116.98236846923828
2015-11-10,119.20228576660156
2015-11-11,119.37914276123047
2015-11-12,117.96406555175781
2015-11-13,116.92045593261719
2015-11-16,119.62677764892578
2015-11-17,122.14738464355469
2015-11-18,122.30657196044922
2015-11-19,121.57254028320312
2015-11-20,121.71400451660156
2015-11-23,125.65852355957031
2015-11-24,125.00408172607422
2015-11-25,126.6402816772461
2015-11-27,127.17090606689453
2015-11-30,124.04893493652344
2015-12-01,126.33955383300781
2015-12-02,125.44625091552734
2015-12-03,124.26117706298828
2015-12-04,127.94918060302734
2015-12-07,125.41092681884766
2015-12-08,126.46334838867188
2015-12-09,123.97814178466797
2015-12-10,123.80125427246094
2015-12-11,122.31543731689453
2015-12-14,121.77593231201172
2015-12-15,123.1821517944336
2015-12-16,126.43685913085938
2015-12-17,123.72167205810547
2015-12-18,122.55424499511719
2015-12-21,125.05709075927734
2015-12-22,126.14501190185547
2015-12-23,127.08247375488281
2015-12-24,126.49871063232422
2015-12-28,126.7110595703125
2015-12-29,127.57772827148438
2015-12-30,127.50703430175781
2015-12-31,125.9769058227539
2016-01-04,124.42920684814453
2016-01-05,127.02051544189453
2016-01-06,126.57835388183594
2016-01-07,132.31822204589844
2016-01-08,130.0099334716797
2016-01-11,130.05413818359375
2016-01-12,130.0452880859375
2016-01-13,127.47166442871094
2016-01-14,126.69328308105469
2016-01-15,126.25111389160156
2016-01-19,128.78933715820312
2016-01-20,128.36483764648438
2016-01-21,126.8702163696289
2016-01-22,131.5664520263672
2016-01-25,131.11544799804688
2016-01-26,131.23033142089844
2016-01-27,129.22276306152344
2016-01-28,134.27279663085938
2016-01-29,134.85650634765625
2016-02-01,136.51922607421875
2016-02-02,134.88304138183594
2016-02-03,133.01690673828125
2016-02-04,129.9656982421875
2016-02-05,122.2637939453125
2016-02-08,119.60493469238281
2016-02-09,120.61529541015625
2016-02-10,123.01717376708984
2016-02-11,120.1899185180664
2016-02-12,122.33477020263672
2016-02-16,123.4514389038086
2016-02-17,125.86211395263672
2016-02-18,124.37319946289062
2016-02-19,123.64642333984375
2016-02-22,124.61247253417969
2016-02-23,123.61097717285156
2016-02-24,123.26532745361328
2016-02-25,127.30680084228516
2016-02-26,125.89763641357422
2016-02-29,125.34812927246094
2016-03-01,128.08677673339844
2016-03-02,127.43086242675781
2016-03-03,128.0247039794922
2016-03-04,127.53724670410156
2016-03-07,122.93738555908203
2016-03-08,124.05413055419922
2016-03-09,124.3288803100586
2016-03-10,124.52388763427734
2016-03-11,125.90643310546875
2016-03-14,125.76465606689453
2016-03-15,127.74112701416016
2016-03-16,128.10450744628906
2016-03-17,130.1429443359375
2016-03-18,130.3201904296875
2016-03-21,130.4619903564453
2016-03-22,132.42958068847656
2016-03-23,133.04112243652344
2016-03-24,132.8549346923828
2016-03-28,132.42071533203125
2016-03-29,132.6866455078125
2016-03-30,134.3616485595703
2016-03-31,133.90965270996094
2016-04-01,135.31890869140625
2016-04-04,134.24647521972656
2016-04-05,134.14895629882812
2016-04-06,142.10784912109375
2016-04-07,139.47560119628906
2016-04-08,140.92901611328125
2016-04-11,139.56422424316406
2016-04-12,139.10333251953125
2016-04-13,138.30567932128906
2016-04-14,139.00584411621094
2016-04-15,138.89064025878906
2016-04-18,140.0782470703125
2016-04-19,139.41354370117188
2016-04-20,138.27020263671875
2016-04-21,137.516845703125
2016-04-22,137.24212646484375
2016-04-25,139.00584411621094
2016-04-26,138.48292541503906
2016-04-27,138.8285675048828
2016-04-28,137.88912963867188
2016-04-29,138.3145294189453
2016-05-02,139.83009338378906
2016-05-03,140.46824645996094
2016-05-04,140.76959228515625
2016-05-05,141.088623046875
2016-05-06,141.79945373535156
2016-05-09,143.15005493164062
2016-05-10,145.29135131835938
2016-05-11,144.77597045898438
2016-05-12,143.85195922851562
2016-05-13,143.4698944091797
2016-05-16,144.41172790527344
2016-05-17,140.51998901367188
2016-05-18,137.25909423828125
2016-05-19,138.68966674804688
2016-05-20,136.92147827148438
2016-05-23,137.09024047851562
2016-05-24,140.12013244628906
2016-05-25,139.40928649902344
2016-05-26,140.3422393798828
2016-05-27,140.23565673828125
2016-05-31,136.07736206054688
2016-06-01,136.6637725830078
2016-06-02,136.9658660888672
2016-06-03,136.2994842529297
2016-06-06,137.8099822998047
2016-06-07,134.26475524902344
2016-06-08,136.8859405517578
2016-06-09,136.92147827148438
2016-06-10,136.2994842529297
2016-06-13,135.83746337890625
2016-06-14,139.6047821044922
2016-06-15,138.8228759765625
2016-06-16,139.28488159179688
2016-06-17,136.8770294189453
2016-06-20,137.1258087158203
2016-06-21,137.57899475097656
2016-06-22,136.5216064453125
2016-06-23,138.60073852539062
2016-06-24,135.5264434814453
2016-06-27,136.0328826904297
2016-06-28,140.0757293701172
2016-06-29,141.62171936035156
2016-06-30,146.96177673339844
2016-07-01,145.37135314941406
2016-07-05,147.40599060058594
2016-07-06,146.90847778320312
2016-07-07,147.50375366210938
2016-07-08,147.48597717285156
2016-07-11,145.9044189453125
2016-07-12,145.47796630859375
2016-07-13,145.29135131835938
2016-07-14,144.74932861328125
2016-07-15,144.9092559814453
2016-07-18,144.93594360351562
2016-07-19,145.72674560546875
2016-07-20,147.7969970703125
2016-07-21,146.9529571533203
2016-07-22,148.96978759765625
2016-07-25,147.7792510986328
2016-07-26,146.9529571533203
2016-07-27,144.80264282226562
2016-07-28,145.35354614257812
2016-07-29,146.2776641845703
2016-08-01,145.65562438964844
2016-08-02,144.50059509277344
2016-08-03,144.56272888183594
2016-08-04,145.38015747070312
2016-08-05,144.900390625
2016-08-08,144.87364196777344
2016-08-09,146.65504455566406
2016-08-10,147.9555206298828
2016-08-11,147.09153747558594
2016-08-12,147.42108154296875
2016-08-15,146.96682739257812
2016-08-16,146.49478149414062
2016-08-17,147.22511291503906
2016-08-18,147.20738220214844
2016-08-19,147.41221618652344
2016-08-22,147.6615753173828
2016-08-23,148.18711853027344
2016-08-24,148.40089416503906
2016-08-25,148.47210693359375
2016-08-26,147.4923553466797
2016-08-29,148.5701141357422
2016-08-30,147.9911651611328
2016-08-31,146.1206512451172
2016-09-01,146.78872680664062
2016-09-02,148.74830627441406
2016-09-06,148.61463928222656
2016-09-07,147.84864807128906
2016-09-08,147.4567108154297
2016-09-09,144.60646057128906
2016-09-12,146.85105895996094
2016-09-13,143.68011474609375
2016-09-14,144.84701538085938
2016-09-15,148.27618408203125
2016-09-16,146.61941528320312
2016-09-19,144.9003448486328
2016-09-20,145.05178833007812
2016-09-21,147.67051696777344
2016-09-22,147.87539672851562
2016-09-23,148.41868591308594
2016-09-26,147.48345947265625
2016-09-27,147.82196044921875
2016-09-28,147.23406982421875
2016-09-29,145.78224182128906
2016-09-30,148.2939910888672
2016-10-03,147.42108154296875
2016-10-04,147.72398376464844
2016-10-05,150.1733856201172
2016-10-06,152.33778381347656
2016-10-07,150.3871307373047
2016-10-10,152.5247802734375
2016-10-11,151.1620635986328
2016-10-12,151.42041015625
2016-10-13,150.47622680664062
2016-10-14,150.93939208984375
2016-10-17,148.86404418945312
2016-10-18,148.9263916015625
2016-10-19,149.0600128173828
2016-10-20,148.72154235839844
2016-10-21,149.11343383789062
2016-10-24,151.037353515625
2016-10-25,149.76368713378906
2016-10-26,148.31179809570312
2016-10-27,147.5279998779297
2016-10-28,147.87539672851562
2016-10-31,148.85516357421875
2016-11-01,145.58624267578125
2016-11-02,145.8088836669922
2016-11-03,142.57565307617188
2016-11-04,142.50421142578125
2016-11-07,148.16543579101562
2016-11-08,148.7190704345703
2016-11-09,137.43231201171875
2016-11-10,136.503662109375
2016-11-11,136.07505798339844
2016-11-14,132.10145568847656
2016-11-15,136.11070251464844
2016-11-16,136.92332458496094
2016-11-17,138.22705078125
2016-11-18,138.54849243164062
2016-11-21,140.53976440429688
2016-11-22,139.75393676757812
2016-11-23,138.0216827392578
2016-11-25,139.6736297607422
2016-11-28,139.53968811035156
2016-11-29,139.11996459960938
2016-11-30,134.95889282226562
2016-12-01,129.77981567382812
2016-12-02,130.3870086669922
2016-12-05,132.94082641601562
2016-12-06,132.1371307373047
2016-12-07,133.8516387939453
2016-12-08,134.91419982910156
2016-12-09,136.45901489257812
2016-12-12,136.98583984375
2016-12-13,138.59320068359375
2016-12-14,138.93246459960938
2016-12-15,139.5128631591797
2016-12-16,140.8790740966797
2016-12-19,139.98617553710938
2016-12-20,134.3427276611328
2016-12-21,135.4678955078125
2016-12-22,132.8157958984375
2016-12-23,134.6464080810547
2016-12-27,134.95889282226562
2016-12-28,136.07505798339844
2016-12-29,137.2805633544922
2016-12-30,136.8965301513672
2017-01-03,138.18240356445312
2017-01-04,141.07546997070312
2017-01-05,131.03887939453125
2017-01-06,133.4408721923828
2017-01-09,134.1820526123047
2017-01-10,133.2622528076172
2017-01-11,133.04800415039062
2017-01-12,131.7353973388672
2017-01-13,133.29803466796875
2017-01-17,137.2716064453125
2017-01-18,134.36952209472656
2017-01-19,133.57476806640625
2017-01-20,134.01235961914062
2017-01-23,135.32496643066406
2017-01-24,136.66439819335938
2017-01-25,137.59307861328125
2017-01-26,133.9141387939453
2017-01-27,132.97650146484375
2017-01-30,132.45863342285156
2017-01-31,133.7266082763672
2017-02-01,133.80697631835938
2017-02-02,133.28909301757812
2017-02-03,133.1105499267578
2017-02-06,133.73556518554688
2017-02-07,136.0902557373047
2017-02-08,138.40023803710938
2017-02-09,139.4298553466797
2017-02-10,139.17916870117188
2017-02-13,139.21498107910156
2017-02-14,139.57308959960938
2017-02-15,139.8595733642578
2017-02-16,141.91883850097656
2017-02-17,144.43475341796875
2017-02-21,143.33349609375
2017-02-22,143.43197631835938
2017-02-23,137.52279663085938
2017-02-24,142.2233123779297
2017-02-27,141.28318786621094
2017-02-28,142.18743896484375
2017-03-01,142.90370178222656
2017-03-02,141.84719848632812
2017-03-03,142.14266967773438
2017-03-06,141.28318786621094
2017-03-07,140.75489807128906
2017-03-08,140.01182556152344
2017-03-09,139.48353576660156
2017-03-10,141.0682830810547
2017-03-13,141.81141662597656
2017-03-14,142.46502685546875
2017-03-15,145.15103149414062
2017-03-16,145.07937622070312
2017-03-17,144.81971740722656
2017-03-20,145.53602600097656
2017-03-21,147.38035583496094
2017-03-22,147.0133056640625
2017-03-23,145.6881866455078
2017-03-24,146.88795471191406
2017-03-27,146.5477294921875
2017-03-28,145.42852783203125
2017-03-29,146.55667114257812
2017-03-30,145.43753051757812
2017-03-31,145.10626220703125
2017-04-03,144.73910522460938
2017-04-04,144.6048583984375
2017-04-05,144.50636291503906
2017-04-06,153.79098510742188
2017-04-07,152.53744506835938
2017-04-10,153.3433074951172
2017-04-11,152.51959228515625
2017-04-12,152.17042541503906
2017-04-13,151.26614379882812
2017-04-17,152.31365966796875
2017-04-18,154.1849365234375
2017-04-19,153.94314575195312
2017-04-20,154.8474578857422
2017-04-21,154.0774688720703
2017-04-24,154.91905212402344
2017-04-25,154.48037719726562
2017-04-26,152.635986328125
2017-04-27,153.1552734375
2017-04-28,154.48037719726562
2017-05-01,154.05953979492188
2017-05-02,156.3068084716797
2017-05-03,155.5548095703125
2017-05-04,158.65257263183594
2017-05-05,159.8254852294922
2017-05-08,161.19932556152344
2017-05-09,159.62789916992188
2017-05-10,159.44833374023438
2017-05-11,160.09483337402344
2017-05-12,160.34634399414062
2017-05-15,161.88177490234375
2017-05-16,163.61480712890625
2017-05-17,162.2409210205078
2017-05-18,162.38458251953125
2017-05-19,164.2703399658203
2017-05-22,165.34786987304688
2017-05-23,162.40257263183594
2017-05-24,160.57977294921875
2017-05-25,161.756103515625
2017-05-26,162.46542358398438
2017-05-30,162.08827209472656
2017-05-31,164.09974670410156
2017-06-01,165.8417205810547
2017-06-02,165.91357421875
2017-06-05,165.68008422851562
2017-06-06,166.8654022216797
2017-06-07,165.70706176757812
2017-06-08,164.728271484375
2017-06-09,162.52835083007812
2017-06-12,160.85809326171875
2017-06-13,161.22625732421875
2017-06-14,161.5405731201172
2017-06-15,161.8997344970703
2017-06-16,162.42054748535156
2017-06-19,164.5756072998047
2017-06-20,165.71603393554688
2017-06-21,165.67111206054688
2017-06-22,165.3209228515625
2017-06-23,165.7339324951172
2017-06-26,163.8482666015625
2017-06-27,163.67767333984375
2017-06-28,164.93478393554688
2017-06-29,173.11509704589844
2017-06-30,173.95912170410156
2017-07-03,172.16331481933594
2017-07-05,174.1297607421875
2017-07-06,173.98606872558594
2017-07-07,173.7705841064453
2017-07-10,174.0399932861328
2017-07-11,174.10284423828125
2017-07-12,176.98521423339844
2017-07-13,176.22198486328125
2017-07-14,178.08078002929688
2017-07-17,176.5363006591797
2017-07-18,177.0570831298828
2017-07-19,178.0628204345703
2017-07-20,177.901123046875
2017-07-21,178.2602996826172
2017-07-24,175.99749755859375
2017-07-25,173.90524291992188
2017-07-26,173.6448974609375
2017-07-27,174.61468505859375
2017-07-28,174.73138427734375
2017-07-31,173.6179656982422
2017-08-01,174.8750762939453
2017-08-02,173.76161193847656
2017-08-03,173.33956909179688
2017-08-04,174.0399932861328
2017-08-07,175.54359436035156
2017-08-08,175.282470703125
2017-08-09,175.92172241210938
2017-08-10,175.29153442382812
2017-08-11,176.15582275390625
2017-08-14,177.5424041748047
2017-08-15,178.90191650390625
2017-08-16,178.78492736816406
2017-08-17,177.44334411621094
2017-08-18,178.16368103027344
2017-08-21,178.37974548339844
2017-08-22,177.13722229003906
2017-08-23,177.12820434570312
2017-08-24,177.26327514648438
2017-08-25,178.55979919433594
2017-08-28,178.16368103027344
2017-08-29,178.63185119628906
2017-08-30,179.6582489013672
2017-08-31,180.16246032714844
2017-09-01,180.27947998046875
2017-09-05,181.05380249023438
2017-09-06,182.34132385253906
2017-09-07,182.0622100830078
2017-09-08,182.22430419921875
2017-09-11,183.4037628173828
2017-09-12,184.2321014404297
2017-09-13,184.07901000976562
2017-09-14,184.0160369873047
2017-09-15,183.13363647460938
