,MAA
2016-05-19,74.13777923583984
2016-05-20,74.81861877441406
2016-05-23,74.3846664428711
2016-05-24,75.96332550048828
2016-05-25,75.7164306640625
2016-05-26,75.49946594238281
2016-05-27,76.57684326171875
2016-05-31,77.05567169189453
2016-06-01,76.88359832763672
2016-06-02,76.24015045166016
2016-06-03,75.00565338134766
2016-06-06,73.4344482421875
2016-06-07,73.46439361572266
2016-06-08,73.4269790649414
2016-06-09,73.68136596679688
2016-06-10,73.4269790649414
2016-06-13,75.08795928955078
2016-06-14,74.87847900390625
2016-06-15,75.83615112304688
2016-06-16,76.44217681884766
2016-06-17,76.07555389404297
2016-06-20,75.92593383789062
2016-06-21,76.13541412353516
2016-06-22,76.29254913330078
2016-06-23,76.56189727783203
2016-06-24,75.64910125732422
2016-06-27,76.99583435058594
2016-06-28,78.29767608642578
2016-06-29,78.78398132324219
2016-06-30,79.60699462890625
2016-07-01,80.30281829833984
2016-07-05,81.77672576904297
2016-07-06,82.0535888671875
2016-07-07,81.17072296142578
2016-07-08,80.81156921386719
2016-07-11,80.7143325805664
2016-07-12,81.20064544677734
2016-07-13,81.434326171875
2016-07-14,79.96426391601562
2016-07-15,79.42900085449219
2016-07-18,79.26314544677734
2016-07-19,79.98688507080078
2016-07-20,79.9190444946289
2016-07-21,79.69285583496094
2016-07-22,80.47692108154297
2016-07-25,80.2507553100586
2016-07-26,79.73811340332031
2016-07-27,78.2303237915039
2016-07-28,78.25297546386719
2016-07-29,79.92656707763672
2016-08-01,79.70040130615234
2016-08-02,78.58464813232422
2016-08-03,77.67247009277344
2016-08-04,77.46892547607422
2016-08-05,77.80062866210938
2016-08-08,77.86094665527344
2016-08-09,77.80062866210938
2016-08-10,77.64984130859375
2016-08-11,76.45870208740234
2016-08-12,77.0090560913086
2016-08-15,73.23966217041016
2016-08-16,70.87247467041016
2016-08-17,71.63386535644531
2016-08-18,71.09109497070312
2016-08-19,71.28709411621094
2016-08-22,71.13632202148438
2016-08-23,71.13632202148438
2016-08-24,70.22411346435547
2016-08-25,71.15139770507812
2016-08-26,70.6915054321289
2016-08-29,71.17400360107422
2016-08-30,70.7744369506836
2016-08-31,70.85736083984375
2016-09-01,71.61878204345703
2016-09-02,72.2445068359375
2016-09-06,72.35759735107422
2016-09-07,71.99573516845703
2016-09-08,71.61127471923828
2016-09-09,69.74162292480469
2016-09-12,70.91767883300781
2016-09-13,69.32698822021484
2016-09-14,70.08844757080078
2016-09-15,69.91503143310547
2016-09-16,69.82453918457031
2016-09-19,71.0684585571289
2016-09-20,71.21168518066406
2016-09-21,71.49063110351562
2016-09-22,72.28221893310547
2016-09-23,72.50838470458984
2016-09-26,73.41302490234375
2016-09-27,72.3349838256836
2016-09-28,73.6090316772461
2016-09-29,72.48574829101562
2016-09-30,70.85736083984375
2016-10-03,69.37974548339844
2016-10-04,68.25646209716797
2016-10-05,66.1079330444336
2016-10-06,65.3917236328125
2016-10-07,64.84140014648438
2016-10-10,65.64805603027344
2016-10-11,64.78862762451172
2016-10-12,66.22716522216797
2016-10-13,67.65814971923828
2016-10-14,67.74186706542969
2016-10-17,68.921630859375
2016-10-18,69.95680236816406
2016-10-19,69.5077133178711
2016-10-20,70.04051208496094
2016-10-21,70.22319030761719
2016-10-24,70.48957061767578
2016-10-25,70.63420104980469
2016-10-26,70.45153045654297
2016-10-27,68.48777770996094
2016-10-28,68.76941680908203
2016-10-31,70.59616088867188
2016-11-01,70.19274139404297
2016-11-02,70.45915222167969
2016-11-03,71.30400848388672
2016-11-04,71.66175079345703
2016-11-07,71.50191497802734
2016-11-08,72.48380279541016
2016-11-09,71.3572998046875
2016-11-10,69.69039154052734
2016-11-11,69.81979370117188
2016-11-14,70.55811309814453
2016-11-15,68.50299835205078
2016-11-16,69.21086120605469
2016-11-17,68.26705169677734
2016-11-18,67.7799301147461
2016-11-21,67.74186706542969
2016-11-22,69.17280578613281
2016-11-23,69.14997863769531
2016-11-25,69.6599349975586
2016-11-28,70.22319030761719
2016-11-29,71.40293884277344
2016-11-30,69.74366760253906
2016-12-01,67.66576385498047
2016-12-02,67.99304962158203
2016-12-05,67.6429214477539
2016-12-06,67.35367584228516
2016-12-07,67.74186706542969
2016-12-08,70.12422943115234
2016-12-09,70.96148681640625
2016-12-12,72.12606811523438
2016-12-13,72.78825378417969
2016-12-14,72.08036041259766
2016-12-15,72.65885162353516
2016-12-16,73.61028289794922
2016-12-19,73.7472915649414
2016-12-20,74.15830993652344
2016-12-21,71.79876708984375
2016-12-22,72.6055679321289
2016-12-23,72.7121353149414
2016-12-27,73.32106018066406
2016-12-28,72.98613739013672
2016-12-29,73.5189437866211
2016-12-30,74.53128051757812
2017-01-03,74.07457733154297
2017-01-04,74.75200653076172
2017-01-05,74.65304565429688
2017-01-06,74.59214782714844
2017-01-09,74.13546752929688
2017-01-10,74.21159362792969
2017-01-11,72.94438934326172
2017-01-12,73.8122329711914
2017-01-13,73.05189514160156
2017-01-17,74.27301788330078
2017-01-18,73.9735107421875
2017-01-19,73.15946197509766
2017-01-20,73.62789916992188
2017-01-23,73.68164825439453
2017-01-24,74.22695922851562
2017-01-25,74.24998474121094
2017-01-26,74.34983825683594
2017-01-27,73.5203857421875
2017-01-30,72.80615997314453
2017-01-31,72.92134094238281
2017-02-01,72.02279663085938
2017-02-02,75.00261688232422
2017-02-03,75.2483901977539
2017-02-06,75.12548828125
2017-02-07,74.77991485595703
2017-02-08,75.0563735961914
2017-02-09,75.18695831298828
2017-02-10,75.6554183959961
2017-02-13,75.57865142822266
2017-02-14,75.87046813964844
2017-02-15,75.42503356933594
2017-02-16,76.39269256591797
2017-02-17,76.5079116821289
2017-02-21,77.22213745117188
2017-02-22,77.06853485107422
2017-02-23,77.99781036376953
2017-02-24,78.37413024902344
2017-02-27,78.88101196289062
2017-02-28,78.8963851928711
2017-03-01,78.77349853515625
2017-03-02,77.85957336425781
2017-03-03,77.63684844970703
2017-03-06,77.36803436279297
2017-03-07,77.39877319335938
2017-03-08,76.76902770996094
2017-03-09,75.36355590820312
2017-03-10,74.6109390258789
2017-03-13,75.07940673828125
2017-03-14,75.94725799560547
2017-03-15,77.66756439208984
2017-03-16,77.73670196533203
2017-03-17,78.16676330566406
2017-03-20,77.69062042236328
2017-03-21,77.68292999267578
2017-03-22,77.77509307861328
2017-03-23,78.26663970947266
2017-03-24,78.26663970947266
2017-03-27,77.69062042236328
2017-03-28,77.58311462402344
2017-03-29,78.3587646484375
2017-03-30,78.16676330566406
2017-03-31,78.13603973388672
2017-04-03,78.15908813476562
2017-04-04,78.75813293457031
2017-04-05,78.8963851928711
2017-04-06,78.94244384765625
2017-04-07,78.28197479248047
2017-04-10,78.90406036376953
2017-04-11,79.66310119628906
2017-04-12,78.8730697631836
2017-04-13,78.29989624023438
2017-04-17,78.78787231445312
2017-04-18,78.92728424072266
2017-04-19,78.53227233886719
2017-04-20,78.6639404296875
2017-04-21,78.4393081665039
2017-04-24,78.48579406738281
2017-04-25,78.59423065185547
2017-04-26,78.23017120361328
2017-04-27,75.906494140625
2017-04-28,76.84371948242188
2017-05-01,77.15355682373047
2017-05-02,77.12257385253906
2017-05-03,76.247314453125
2017-05-04,76.69657897949219
2017-05-05,77.49434661865234
2017-05-08,76.9986343383789
2017-05-09,76.49519348144531
2017-05-10,76.4487075805664
2017-05-11,76.5184097290039
2017-05-12,76.16985321044922
2017-05-15,76.79724884033203
2017-05-16,76.4487075805664
2017-05-17,76.93667602539062
2017-05-18,77.37042236328125
2017-05-19,77.45564270019531
2017-05-22,77.50211334228516
2017-05-23,77.54083251953125
2017-05-24,77.86611938476562
2017-05-25,78.0675277709961
2017-05-26,78.33087158203125
2017-05-30,78.26890563964844
2017-05-31,78.95828247070312
2017-06-01,79.15965270996094
2017-06-02,80.77848052978516
2017-06-05,81.76990509033203
2017-06-06,81.34391021728516
2017-06-07,82.71488189697266
2017-06-08,83.16412353515625
2017-06-09,83.03244018554688
2017-06-12,83.18734741210938
2017-06-13,83.77601623535156
2017-06-14,84.33368682861328
2017-06-15,85.20121002197266
2017-06-16,85.232177734375
2017-06-19,85.44905853271484
2017-06-20,85.10051727294922
2017-06-21,85.34838104248047
2017-06-22,84.65899658203125
2017-06-23,84.56607055664062
2017-06-26,84.11680603027344
2017-06-27,82.6606674194336
2017-06-28,82.29659271240234
2017-06-29,81.79316711425781
2017-06-30,81.62272644042969
2017-07-03,82.0255126953125
2017-07-05,81.57628631591797
2017-07-06,78.65620422363281
2017-07-07,79.29134368896484
2017-07-10,77.94358825683594
2017-07-11,77.13806915283203
2017-07-12,78.00538635253906
2017-07-13,77.93507385253906
2017-07-14,78.45861053466797
2017-07-17,79.10712432861328
2017-07-18,78.85710906982422
2017-07-19,79.15402221679688
2017-07-20,78.92744445800781
2017-07-21,79.0680923461914
2017-07-24,79.7869644165039
2017-07-25,79.23999786376953
2017-07-26,79.88853454589844
2017-07-27,80.40425109863281
2017-07-28,81.03715515136719
2017-07-31,80.8965072631836
2017-08-01,81.16996765136719
2017-08-02,81.14656066894531
2017-08-03,81.21688079833984
2017-08-04,81.07624053955078
2017-08-07,81.27938842773438
2017-08-08,81.54505920410156
2017-08-09,82.11544036865234
2017-08-10,81.63880920410156
2017-08-11,81.27938842773438
2017-08-14,82.98278045654297
2017-08-15,83.68602752685547
2017-08-16,83.36569213867188
2017-08-17,83.23284149169922
2017-08-18,82.64680480957031
2017-08-21,83.95951843261719
2017-08-22,83.52196502685547
2017-08-23,84.09237670898438
2017-08-24,83.97514343261719
2017-08-25,83.67823791503906
2017-08-28,83.08436584472656
2017-08-29,82.65460205078125
2017-08-30,83.31097412109375
2017-08-31,83.18596649169922
2017-09-01,82.99845123291016
2017-09-05,83.20939636230469
2017-09-06,83.11565399169922
2017-09-07,83.63134765625
2017-09-08,84.34242248535156
2017-09-11,85.25662231445312
2017-09-12,83.6548080444336
2017-09-13,83.02186584472656
2017-09-14,83.61573028564453
