,TMO
2017-09-21,184.4840545654297
2017-09-22,184.86691284179688
2017-09-25,183.90481567382812
2017-09-26,184.24839782714844
2017-09-27,185.03382873535156
2017-09-28,183.05062866210938
2017-09-29,185.75050354003906
2017-10-02,188.0478515625
2017-10-03,186.85992431640625
2017-10-04,189.98194885253906
2017-10-05,189.9033660888672
2017-10-06,189.68740844726562
2017-10-09,189.73655700683594
2017-10-10,189.12783813476562
2017-10-11,189.93283081054688
2017-10-12,189.8641357421875
2017-10-13,188.91177368164062
2017-10-16,187.79258728027344
2017-10-17,185.32833862304688
2017-10-18,185.77017211914062
2017-10-19,188.9314727783203
2017-10-20,190.32554626464844
2017-10-23,190.8262939453125
2017-10-24,190.83607482910156
2017-10-25,196.0296173095703
2017-10-26,196.71685791015625
2017-10-27,188.91177368164062
2017-10-30,188.5190887451172
2017-10-31,190.2960968017578
2017-11-01,190.6495819091797
2017-11-02,187.79258728027344
2017-11-03,190.17832946777344
2017-11-06,190.00160217285156
2017-11-07,189.68740844726562
2017-11-08,190.32554626464844
2017-11-09,188.3914794921875
2017-11-10,182.78555297851562
2017-11-13,184.7786102294922
2017-11-14,185.63272094726562
2017-11-15,185.0730743408203
2017-11-16,187.13478088378906
2017-11-17,186.7028350830078
2017-11-20,187.51766967773438
2017-11-21,189.4125518798828
2017-11-22,189.23577880859375
2017-11-24,189.98194885253906
2017-11-27,190.38441467285156
2017-11-28,192.72109985351562
2017-11-29,189.10813903808594
2017-11-30,189.24563598632812
2017-12-01,188.69580078125
2017-12-04,178.7112579345703
2017-12-05,179.1235809326172
2017-12-06,180.51771545410156
2017-12-07,182.24559020996094
2017-12-08,184.5331268310547
2017-12-11,186.03524780273438
2017-12-12,186.03524780273438
2017-12-13,187.97914123535156
2017-12-14,185.03155517578125
2017-12-15,188.91256713867188
2017-12-18,190.18984985351562
2017-12-19,190.5042266845703
2017-12-20,188.9321746826172
2017-12-21,187.79244995117188
2017-12-22,187.09483337402344
2017-12-26,187.01625061035156
2017-12-27,187.8317413330078
2017-12-28,187.8317413330078
2017-12-29,186.56427001953125
2018-01-02,189.61013793945312
2018-01-03,193.08831787109375
2018-01-04,195.50537109375
2018-01-05,198.8558349609375
2018-01-08,199.1800537109375
2018-01-09,202.5010528564453
2018-01-10,202.68772888183594
2018-01-11,205.01637268066406
2018-01-12,206.49996948242188
2018-01-16,204.37767028808594
2018-01-17,207.78712463378906
2018-01-18,208.7008514404297
2018-01-19,209.7816619873047
2018-01-22,211.5599822998047
2018-01-23,210.80348205566406
2018-01-24,211.5599822998047
2018-01-25,214.07533264160156
2018-01-26,215.94215393066406
2018-01-29,214.98910522460938
2018-01-30,210.87225341796875
2018-01-31,220.19654846191406
2018-02-01,218.47711181640625
2018-02-02,213.88865661621094
2018-02-05,204.67245483398438
2018-02-06,205.822021484375
2018-02-07,203.92572021484375
2018-02-08,195.259765625
2018-02-09,196.68441772460938
2018-02-12,200.9387969970703
2018-02-13,199.94644165039062
2018-02-14,204.67245483398438
2018-02-15,207.0403594970703
2018-02-16,206.93226623535156
2018-02-20,204.21063232421875
2018-02-21,206.12660217285156
2018-02-22,205.4781494140625
2018-02-23,208.01309204101562
2018-02-26,210.3319091796875
2018-02-27,207.00106811523438
2018-02-28,204.93771362304688
2018-03-01,201.62655639648438
2018-03-02,202.83509826660156
2018-03-05,203.14950561523438
2018-03-06,206.4508514404297
2018-03-07,208.4552459716797
2018-03-08,208.0032196044922
2018-03-09,214.08517456054688
2018-03-12,213.69210815429688
2018-03-13,211.36351013183594
2018-03-14,209.89842224121094
2018-03-15,208.9052276611328
2018-03-16,206.9287567138672
2018-03-19,208.1874542236328
2018-03-20,211.13739013671875
2018-03-21,209.40676879882812
2018-03-22,203.87066650390625
2018-03-23,201.23538208007812
2018-03-26,206.1814422607422
2018-03-27,203.17250061035156
2018-03-28,202.48422241210938
2018-03-29,203.01519775390625
2018-04-02,199.75059509277344
2018-04-03,203.23150634765625
2018-04-04,205.82748413085938
2018-04-05,208.3250732421875
2018-04-06,202.1301727294922
2018-04-09,206.0536346435547
2018-04-10,211.59950256347656
2018-04-11,209.23956298828125
2018-04-12,209.7705078125
2018-04-13,210.77354431152344
2018-04-16,212.30751037597656
2018-04-17,214.58877563476562
2018-04-18,215.86712646484375
2018-04-19,213.36949157714844
2018-04-20,212.28785705566406
2018-04-23,212.74017333984375
2018-04-24,209.6132354736328
2018-04-25,210.89154052734375
2018-04-26,210.2720489501953
2018-04-27,209.28875732421875
2018-04-30,206.84027099609375
2018-05-01,207.20411682128906
2018-05-02,205.35545349121094
2018-05-03,204.84413146972656
2018-05-04,206.56497192382812
2018-05-07,205.4931182861328
2018-05-08,204.59832763671875
2018-05-09,205.2079620361328
2018-05-10,210.25238037109375
2018-05-11,212.93685913085938
2018-05-14,213.78250122070312
2018-05-15,205.59144592285156
2018-05-16,207.1549072265625
2018-05-17,207.48924255371094
2018-05-18,211.35369873046875
2018-05-21,213.11380004882812
2018-05-22,214.22496032714844
2018-05-23,212.90731811523438
2018-05-24,212.36651611328125
2018-05-25,210.0851593017578
2018-05-29,205.4833526611328
2018-05-30,207.43026733398438
2018-05-31,204.79502868652344
2018-06-01,208.29559326171875
2018-06-04,210.59652709960938
2018-06-05,211.18650817871094
2018-06-06,214.62815856933594
2018-06-07,212.84832763671875
2018-06-08,213.39895629882812
2018-06-11,213.713623046875
2018-06-12,214.31344604492188
2018-06-13,212.74017333984375
2018-06-14,213.10426330566406
2018-06-15,212.36622619628906
2018-06-18,209.43365478515625
2018-06-19,206.58963012695312
2018-06-20,205.4775848388672
2018-06-21,203.25360107421875
2018-06-22,205.4283905029297
2018-06-25,201.66915893554688
2018-06-26,201.8955078125
2018-06-27,200.1438446044922
2018-06-28,202.3383331298828
2018-06-29,203.84402465820312
2018-07-02,202.2990264892578
2018-07-03,202.6040802001953
2018-07-05,204.0506591796875
2018-07-06,203.90304565429688
2018-07-09,208.4593963623047
2018-07-10,210.75230407714844
2018-07-11,206.333740234375
2018-07-12,208.695556640625
2018-07-13,207.8394012451172
2018-07-16,205.4775848388672
2018-07-17,207.68191528320312
2018-07-18,208.0657501220703
2018-07-19,212.64170837402344
2018-07-20,213.3994903564453
2018-07-23,215.00355529785156
2018-07-24,217.8771209716797
2018-07-25,225.6317138671875
2018-07-26,230.27664184570312
2018-07-27,227.4227752685547
2018-07-30,227.04879760742188
2018-07-31,230.79820251464844
2018-08-01,230.1880645751953
2018-08-02,229.45982360839844
2018-08-03,229.607421875
2018-08-06,231.34927368164062
2018-08-07,231.75277709960938
2018-08-08,230.84739685058594
2018-08-09,229.5286865234375
2018-08-10,227.73768615722656
2018-08-13,227.02915954589844
2018-08-14,227.92465209960938
2018-08-15,225.3561553955078
2018-08-16,227.11767578125
2018-08-17,226.34031677246094
2018-08-20,226.4780731201172
2018-08-21,227.74746704101562
2018-08-22,230.3651580810547
2018-08-23,230.4635467529297
2018-08-24,230.97532653808594
2018-08-27,234.1342315673828
2018-08-28,234.17364501953125
2018-08-29,235.9154510498047
2018-08-30,235.3840789794922
2018-08-31,235.29547119140625
2018-09-04,232.29397583007812
2018-09-05,232.60891723632812
2018-09-06,231.97909545898438
2018-09-07,232.2054443359375
2018-09-10,233.4158477783203
2018-09-11,232.66796875
2018-09-12,235.2462921142578
2018-09-13,240.11749267578125
2018-09-14,238.29566955566406
2018-09-17,234.8292999267578
2018-09-18,235.45953369140625
2018-09-19,237.3896942138672
2018-09-20,238.80775451660156
2018-09-21,239.78265380859375
2018-09-24,238.4630889892578
2018-09-25,239.38876342773438
2018-09-26,239.15245056152344
2018-09-27,240.6000213623047
2018-09-28,240.3636932373047
2018-10-01,244.7261962890625
2018-10-02,243.97779846191406
2018-10-03,243.58392333984375
2018-10-04,239.67434692382812
2018-10-05,237.0253143310547
2018-10-08,236.01101684570312
2018-10-09,236.31626892089844
2018-10-10,227.14804077148438
2018-10-11,222.6475830078125
2018-10-12,227.88661193847656
2018-10-15,224.6269989013672
2018-10-16,231.56959533691406
2018-10-17,231.07720947265625
2018-10-18,226.21250915527344
2018-10-19,223.6914520263672
2018-10-22,222.33248901367188
2018-10-23,219.9296112060547
2018-10-24,217.2018280029297
2018-10-25,226.68516540527344
2018-10-26,226.4981231689453
2018-10-29,224.87318420410156
2018-10-30,229.12742614746094
2018-10-31,230.09246826171875
2018-11-01,230.10235595703125
2018-11-02,230.6439666748047
2018-11-05,232.91879272460938
2018-11-06,234.602783203125
2018-11-07,241.79161071777344
2018-11-08,241.83099365234375
2018-11-09,239.74327087402344
2018-11-12,232.74156188964844
2018-11-13,231.441650390625
2018-11-14,231.50076293945312
2018-11-15,234.07101440429688
2018-11-16,237.3896942138672
2018-11-19,229.33419799804688
2018-11-20,229.84629821777344
2018-11-21,229.47210693359375
2018-11-23,231.4318084716797
2018-11-26,236.53289794921875
2018-11-27,238.3055419921875
2018-11-28,243.6331329345703
2018-11-29,244.7853546142578
2018-11-30,245.7503662109375
2018-12-03,248.14341735839844
2018-12-04,240.1765899658203
2018-12-06,238.35476684570312
2018-12-07,232.2688446044922
2018-12-10,233.4702606201172
2018-12-11,233.8838653564453
2018-12-12,237.5965118408203
2018-12-13,237.84266662597656
2018-12-14,230.78668212890625
2018-12-17,225.5440216064453
2018-12-18,226.95326232910156
2018-12-19,225.0414276123047
2018-12-20,216.4678955078125
2018-12-21,212.6541290283203
2018-12-24,205.4405059814453
2018-12-26,214.8024444580078
2018-12-27,217.8771209716797
2018-12-28,219.2173309326172
2018-12-31,220.53787231445312
2019-01-02,216.23138427734375
2019-01-03,209.0867462158203
2019-01-04,218.537353515625
2019-01-07,221.48390197753906
2019-01-08,226.63792419433594
2019-01-09,232.9547576904297
2019-01-10,235.38885498046875
2019-01-11,236.51231384277344
2019-01-14,231.62437438964844
2019-01-15,232.0481414794922
2019-01-16,231.22030639648438
2019-01-17,234.70889282226562
2019-01-18,237.16268920898438
2019-01-22,237.2021026611328
2019-01-23,237.9510955810547
2019-01-24,237.0838623046875
2019-01-25,237.3992156982422
2019-01-28,234.423095703125
2019-01-29,233.45730590820312
2019-01-30,241.49880981445312
2019-01-31,242.09988403320312
2019-02-01,239.89244079589844
2019-02-04,240.0501251220703
2019-02-05,242.43495178222656
2019-02-06,243.65696716308594
2019-02-07,239.3799591064453
2019-02-08,239.97129821777344
2019-02-11,241.0159149169922
2019-02-12,244.72125244140625
2019-02-13,243.79489135742188
2019-02-14,242.56307983398438
2019-02-15,248.82073974609375
2019-02-19,247.18490600585938
2019-02-20,248.55470275878906
2019-02-21,247.7958984375
2019-02-22,248.4364471435547
2019-02-25,250.15121459960938
2019-02-26,250.29898071289062
2019-02-27,255.37413024902344
2019-02-28,255.7979278564453
2019-03-01,260.22259521484375
2019-03-04,255.67959594726562
2019-03-05,250.76217651367188
2019-03-06,247.58897399902344
2019-03-07,247.1652069091797
2019-03-08,246.21914672851562
2019-03-11,250.62420654296875
2019-03-12,251.21543884277344
2019-03-13,255.1081085205078
2019-03-14,257.8200988769531
2019-03-15,259.4571838378906
2019-03-18,259.89111328125
2019-03-19,262.28753662109375
2019-03-20,261.9620666503906
2019-03-21,267.3072509765625
2019-03-22,260.1672058105469
2019-03-25,265.08837890625
2019-03-26,267.6918640136719
2019-03-27,265.1376953125
2019-03-28,266.567626953125
2019-03-29,269.9404296875
2019-04-01,272.376220703125
2019-04-02,271.0153503417969
2019-04-03,272.9385070800781
2019-04-04,271.2520446777344
2019-04-05,272.672119140625
2019-04-08,274.5754699707031
2019-04-09,273.9640197753906
2019-04-10,274.99951171875
2019-04-11,276.6366271972656
2019-04-12,276.7746887207031
2019-04-15,273.7273864746094
2019-04-16,263.1455383300781
2019-04-17,253.95428466796875
2019-04-18,256.1929016113281
2019-04-22,255.51239013671875
2019-04-23,260.27569580078125
2019-04-24,257.9482421875
2019-04-25,265.82794189453125
2019-04-26,269.4472961425781
2019-04-29,268.7569885253906
2019-04-30,273.61895751953125
2019-05-01,272.672119140625
2019-05-02,273.9739074707031
2019-05-03,274.7926025390625
2019-05-06,275.1080322265625
2019-05-07,267.9483337402344
2019-05-08,266.7747497558594
2019-05-09,265.2856140136719
2019-05-10,265.463134765625
2019-05-13,257.4749755859375
2019-05-14,263.69781494140625
2019-05-15,259.4078369140625
2019-05-16,263.3328552246094
2019-05-17,258.1159362792969
2019-05-20,259.2796325683594
2019-05-21,261.69580078125
2019-05-22,267.9089050292969
2019-05-23,267.2777099609375
2019-05-24,268.04693603515625
2019-05-28,262.7018127441406
2019-05-29,261.1040954589844
2019-05-30,264.27972412109375
2019-05-31,263.29351806640625
2019-06-03,261.61700439453125
2019-06-04,264.269775390625
2019-06-05,270.99566650390625
2019-06-06,272.44525146484375
2019-06-07,277.8004455566406
2019-06-10,279.8417053222656
2019-06-11,281.1138916015625
2019-06-12,281.2816162109375
2019-06-13,282.4757080078125
2019-06-14,281.5085754394531
2019-06-17,282.16973876953125
2019-06-18,285.3967590332031
2019-06-19,288.9296569824219
2019-06-20,289.482421875
2019-06-21,290.5875549316406
2019-06-24,291.6631774902344
2019-06-25,289.66973876953125
2019-06-26,288.386962890625
2019-06-27,289.9065856933594
2019-06-28,289.8177185058594
2019-07-01,295.4723815917969
2019-07-02,297.1501159667969
2019-07-03,301.413330078125
2019-07-05,296.6961975097656
2019-07-08,293.89349365234375
2019-07-09,292.9954528808594
2019-07-10,292.62042236328125
2019-07-11,291.6631774902344
2019-07-12,287.1139221191406
2019-07-15,285.0316467285156
2019-07-16,282.4460754394531
2019-07-17,283.2257080078125
2019-07-18,289.8671569824219
2019-07-19,286.0086364746094
2019-07-22,287.89349365234375
2019-07-23,289.75860595703125
2019-07-24,284.56781005859375
2019-07-25,286.7684631347656
2019-07-26,283.43292236328125
2019-07-29,285.1204833984375
2019-07-30,280.1763610839844
2019-07-31,274.0281982421875
2019-08-01,274.1565246582031
2019-08-02,271.2058410644531
2019-08-05,264.929443359375
2019-08-06,272.33087158203125
2019-08-07,271.1763000488281
2019-08-08,276.8111572265625
2019-08-09,272.7353820800781
2019-08-12,268.4229431152344
2019-08-13,271.55126953125
2019-08-14,265.93609619140625
2019-08-15,269.7157287597656
2019-08-16,272.5183410644531
2019-08-19,275.843994140625
2019-08-20,272.55780029296875
2019-08-21,274.6104431152344
2019-08-22,274.5118713378906
2019-08-23,265.81768798828125
2019-08-26,267.3571472167969
2019-08-27,269.34075927734375
2019-08-28,272.4295959472656
2019-08-29,282.0118103027344
2019-08-30,283.2848815917969
2019-09-03,279.8013000488281
2019-09-04,282.1401672363281
2019-09-05,290.1534118652344
2019-09-06,291.1697998046875
2019-09-09,288.1796875
2019-09-10,285.6927795410156
2019-09-11,291.061279296875
2019-09-12,291.09088134765625
2019-09-13,293.735595703125
2019-09-16,291.63232421875
2019-09-17,289.0450744628906
2019-09-18,291.26690673828125
2019-09-19,291.5533142089844
2019-09-20,292.6197509765625
2019-09-23,286.81341552734375
2019-09-24,281.589599609375
2019-09-25,278.79498291015625
2019-09-26,283.2584533691406
2019-09-27,283.8015441894531
2019-09-30,287.6231689453125
2019-10-01,283.8015441894531
2019-10-02,276.030029296875
2019-10-03,279.3677978515625
2019-10-04,288.6402587890625
2019-10-07,285.53961181640625
2019-10-08,268.52520751953125
2019-10-09,273.04791259765625
2019-10-10,277.14599609375
2019-10-11,280.088623046875
2019-10-14,280.6910400390625
2019-10-15,282.43896484375
2019-10-16,277.0472106933594
2019-10-17,278.0643310546875
2019-10-18,277.89642333984375
2019-10-21,279.9898986816406
2019-10-22,277.4718322753906
2019-10-23,293.2122497558594
2019-10-24,289.76593017578125
2019-10-25,292.96539306640625
2019-10-28,296.1450500488281
2019-10-29,294.21954345703125
2019-10-30,298.08056640625
2019-10-31,298.1990966796875
2019-11-01,299.7986755371094
2019-11-04,297.0041809082031
2019-11-05,288.9661560058594
2019-11-06,290.8818054199219
2019-11-07,289.86468505859375
2019-11-08,290.9607849121094
2019-11-11,289.854736328125
2019-11-12,292.2642822265625
2019-11-13,296.2635803222656
2019-11-14,297.0732727050781
2019-11-15,302.9685974121094
2019-11-18,297.221435546875
2019-11-19,302.5834655761719
2019-11-20,303.4820251464844
2019-11-21,301.4873352050781
2019-11-22,303.91650390625
2019-11-25,306.7111511230469
2019-11-26,309.525390625
2019-11-27,311.47076416015625
2019-11-29,310.0192565917969
2019-12-02,309.1205139160156
2019-12-03,308.972412109375
2019-12-04,311.68804931640625
2019-12-05,312.0434875488281
2019-12-06,316.1119079589844
2019-12-09,312.46807861328125
2019-12-10,313.119873046875
2019-12-11,314.0974426269531
2019-12-12,315.36138916015625
2019-12-13,316.4872131347656
2019-12-16,317.6234130859375
2019-12-17,315.9732971191406
2019-12-18,315.78570556640625
2019-12-19,319.3920593261719
2019-12-20,322.8206787109375
2019-12-23,324.1248474121094
2019-12-24,322.6131286621094
2019-12-26,321.8227844238281
2019-12-27,322.6526794433594
2019-12-30,321.16070556640625
2019-12-31,320.9927673339844
2020-01-02,322.4748229980469
2020-01-03,318.9671630859375
2020-01-06,321.259521484375
2020-01-07,323.07763671875
2020-01-08,323.59136962890625
2020-01-09,325.6761779785156
2020-01-10,324.80670166015625
2020-01-13,328.057373046875
2020-01-14,328.8280944824219
2020-01-15,331.1994934082031
2020-01-16,332.7210693359375
2020-01-17,335.141845703125
2020-01-21,333.2348327636719
2020-01-22,335.99151611328125
2020-01-23,331.3772888183594
2020-01-24,329.6976013183594
2020-01-27,327.0100402832031
2020-01-28,329.2825622558594
2020-01-29,329.905029296875
2020-01-30,316.0424499511719
2020-01-31,309.45208740234375
2020-02-03,314.54071044921875
2020-02-04,322.0697021484375
2020-02-05,328.5218200683594
2020-02-06,328.0376281738281
2020-02-07,322.31671142578125
2020-02-10,329.9544982910156
2020-02-11,333.7486267089844
2020-02-12,330.5770263671875
2020-02-13,331.58477783203125
2020-02-14,335.141845703125
2020-02-18,333.34356689453125
2020-02-19,335.6852111816406
2020-02-20,332.0491638183594
2020-02-21,330.9425964355469
2020-02-24,319.2931823730469
2020-02-25,305.9346618652344
2020-02-26,305.47021484375
2020-02-27,293.5343933105469
2020-02-28,287.329345703125
2020-03-02,301.3202819824219
2020-03-03,306.6559143066406
2020-03-04,322.7416076660156
2020-03-05,309.15570068359375
2020-03-06,307.456298828125
2020-03-09,291.8250427246094
2020-03-10,304.0277404785156
2020-03-11,285.9263610839844
2020-03-12,280.92669677734375
2020-03-13,296.7677917480469
2020-03-16,276.229736328125
2020-03-17,293.0002746582031
2020-03-18,299.5958251953125
2020-03-19,277.7030944824219
2020-03-20,275.26068115234375
2020-03-23,252.4483642578125
2020-03-24,278.8797302246094
2020-03-25,268.6453857421875
2020-03-26,279.9872131347656
2020-03-27,271.27569580078125
2020-03-30,281.777099609375
2020-03-31,280.4322814941406
2020-04-01,272.1260681152344
2020-04-02,284.33819580078125
2020-04-03,279.0577697753906
2020-04-06,300.6043701171875
2020-04-07,293.2672424316406
2020-04-08,303.7192077636719
2020-04-09,313.8349304199219
2020-04-13,311.7980651855469
2020-04-14,322.72454833984375
2020-04-15,322.19049072265625
2020-04-16,325.1669921875
2020-04-17,327.8763122558594
2020-04-20,323.5057373046875
2020-04-21,316.0498962402344
2020-04-22,331.841552734375
2020-04-23,316.92999267578125
2020-04-24,325.0284729003906
2020-04-27,338.88201904296875
2020-04-28,328.7464599609375
2020-04-29,331.8712158203125
2020-04-30,330.9418029785156
2020-05-01,326.1260986328125
2020-05-04,323.0706787109375
2020-05-05,332.56341552734375
2020-05-06,331.4065246582031
2020-05-07,335.29254150390625
2020-05-08,329.2904052734375
2020-05-11,336.58795166015625
2020-05-12,328.0148010253906
2020-05-13,330.35833740234375
2020-05-14,333.5225830078125
2020-05-15,339.0897216796875
2020-05-18,343.0944519042969
2020-05-19,338.95123291015625
2020-05-20,337.3395080566406
2020-05-21,331.9998474121094
2020-05-22,336.45941162109375
2020-05-26,328.855224609375
2020-05-27,333.5819396972656
2020-05-28,338.91168212890625
2020-05-29,345.2896728515625
2020-06-01,345.42803955078125
2020-06-02,346.1795959472656
2020-06-03,343.3118896484375
2020-06-04,344.2613525390625
2020-06-05,350.24371337890625
2020-06-08,345.9719543457031
2020-06-09,343.7668151855469
2020-06-10,348.85931396484375
2020-06-11,332.6820983886719
2020-06-12,336.184814453125
2020-06-15,337.233642578125
2020-06-16,343.5663757324219
2020-06-17,346.168701171875
2020-06-18,343.7840576171875
2020-06-19,349.0183410644531
2020-06-22,348.4543151855469
2020-06-23,353.06524658203125
2020-06-24,344.2984924316406
2020-06-25,348.0585632324219
2020-06-26,347.257080078125
2020-06-29,347.1086120605469
2020-06-30,358.5272521972656
2020-07-01,355.9842224121094
2020-07-02,362.03985595703125
2020-07-06,378.24749755859375
2020-07-07,376.2487487792969
2020-07-08,382.5617370605469
2020-07-09,383.5906982421875
2020-07-10,378.5443420410156
2020-07-13,374.94268798828125
2020-07-14,383.3829345703125
2020-07-15,388.5677490234375
2020-07-16,388.2906799316406
2020-07-17,391.23931884765625
2020-07-20,398.7297058105469
2020-07-21,398.848388671875
2020-07-22,406.43768310546875
2020-07-23,406.1606750488281
2020-07-24,402.1037902832031
2020-07-27,409.0895080566406
2020-07-28,403.073486328125
2020-07-29,404.9534912109375
2020-07-30,406.2397766113281
2020-07-31,409.5942077636719
2020-08-03,414.6800537109375
2020-08-04,411.3454895019531
2020-08-05,415.4815368652344
2020-08-06,411.3553771972656
2020-08-07,409.97015380859375
2020-08-10,405.8441162109375
2020-08-11,402.9547424316406
2020-08-12,411.790771484375
2020-08-13,412.2162780761719
2020-08-14,409.4061279296875
2020-08-17,412.41412353515625
2020-08-18,412.9089050292969
2020-08-19,416.1939697265625
2020-08-20,417.66827392578125
2020-08-21,424.060302734375
2020-08-24,415.3430480957031
2020-08-25,417.8463439941406
2020-08-26,421.1710205078125
2020-08-27,416.1048889160156
2020-08-28,420.0133056640625
2020-08-31,424.4659729003906
2020-09-01,429.1659851074219
2020-09-02,436.41888427734375
2020-09-03,415.25396728515625
2020-09-04,405.6659240722656
2020-09-08,401.03521728515625
2020-09-09,413.918212890625
2020-09-10,415.31329345703125
2020-09-11,426.5933532714844
2020-09-14,429.7513732910156
2020-09-15,430.7413330078125
2020-09-16,429.53363037109375
2020-09-17,428.59320068359375
2020-09-18,424.7519836425781
2020-09-21,421.2078857421875
2020-09-22,425.9300537109375
2020-09-23,416.5450744628906
2020-09-24,413.9512939453125
2020-09-25,418.0596618652344
2020-09-28,424.0986022949219
2020-09-29,429.9890441894531
2020-09-30,437.0970764160156
2020-10-01,433.8103942871094
2020-10-02,430.7017822265625
2020-10-05,446.1553649902344
2020-10-06,441.4233093261719
2020-10-07,447.8284606933594
2020-10-08,448.9967041015625
2020-10-09,460.04486083984375
2020-10-12,462.044677734375
2020-10-13,462.8465270996094
2020-10-14,462.3316650390625
2020-10-15,459.9062805175781
2020-10-16,463.89593505859375
2020-10-19,456.66900634765625
2020-10-20,460.5992736816406
2020-10-21,464.06414794921875
2020-10-22,477.16168212890625
2020-10-23,475.3599853515625
2020-10-26,477.59722900390625
2020-10-27,484.3984375
2020-10-28,471.9345397949219
2020-10-29,467.1529235839844
2020-10-30,468.38055419921875
2020-11-02,475.7360534667969
2020-11-03,486.5763854980469
2020-11-04,505.85137939453125
2020-11-05,509.6034851074219
2020-11-06,522.3741455078125
2020-11-09,480.131591796875
2020-11-10,463.89593505859375
2020-11-11,479.15155029296875
2020-11-12,481.6859130859375
2020-11-13,483.695556640625
2020-11-16,476.17169189453125
2020-11-17,474.2016296386719
2020-11-18,449.6302795410156
2020-11-19,448.56103515625
2020-11-20,446.5217590332031
2020-11-23,441.5618896484375
2020-11-24,435.15673828125
2020-11-25,443.9576721191406
2020-11-27,448.8580627441406
2020-11-30,460.32208251953125
2020-12-01,466.3807373046875
2020-12-02,474.0927429199219
2020-12-03,472.41961669921875
2020-12-04,469.8655090332031
2020-12-07,468.15283203125
2020-12-08,469.23187255859375
2020-12-09,456.7582092285156
2020-12-10,464.04443359375
2020-12-11,466.6678771972656
2020-12-14,462.6663818359375
2020-12-15,466.47967529296875
2020-12-16,453.4156799316406
2020-12-17,460.49737548828125
2020-12-18,462.2207336425781
2020-12-21,458.4571533203125
2020-12-22,460.7548828125
2020-12-23,453.9604187011719
2020-12-24,453.71282958984375
2020-12-28,456.32757568359375
2020-12-29,458.43719482421875
2020-12-30,457.31805419921875
2020-12-31,461.3293762207031
2021-01-04,467.31170654296875
2021-01-05,473.1552734375
2021-01-06,480.57373046875
2021-01-07,495.5492248535156
2021-01-08,507.4048156738281
2021-01-11,508.4448547363281
2021-01-12,494.0041809082031
2021-01-13,496.916015625
2021-01-14,492.161865234375
2021-01-15,498.3324279785156
2021-01-19,502.5318603515625
2021-01-20,510.9111022949219
2021-01-21,507.4643249511719
2021-01-22,509.6829833984375
2021-01-25,513.8724975585938
2021-01-26,502.9775390625
2021-01-27,477.86981201171875
2021-01-28,491.7361145019531
2021-01-29,504.8297119140625
2021-02-01,510.5445251464844
2021-02-02,513.575439453125
2021-02-03,495.4402770996094
2021-02-04,484.287841796875
2021-02-05,487.85345458984375
2021-02-08,491.0229187011719
2021-02-09,484.62457275390625
2021-02-10,480.2467956542969
2021-02-11,489.3291931152344
2021-02-12,502.9775390625
2021-02-16,495.3016052246094
2021-02-17,493.697021484375
2021-02-18,484.1294250488281
2021-02-19,474.28436279296875
2021-02-22,458.853271484375
2021-02-23,454.42596435546875
2021-02-24,452.2965087890625
2021-02-25,447.1560974121094
2021-02-26,445.77935791015625
2021-03-01,455.1687927246094
2021-03-02,457.69439697265625
2021-03-03,446.6509704589844
2021-03-04,437.2417297363281
2021-03-05,442.6000671386719
2021-03-08,435.6471252441406
2021-03-09,443.82818603515625
2021-03-10,436.875244140625
2021-03-11,456.11962890625
2021-03-12,446.1854553222656
2021-03-15,448.75225830078125
2021-03-16,442.4195861816406
2021-03-17,438.6339111328125
2021-03-18,441.74566650390625
2021-03-19,441.0123596191406
2021-03-22,450.57562255859375
2021-03-23,447.9494934082031
2021-03-24,441.3690185546875
2021-03-25,438.3167724609375
2021-03-26,455.9271240234375
2021-03-29,454.4504699707031
2021-03-30,447.414306640625
2021-03-31,452.2801818847656
2021-04-01,452.200927734375
2021-04-05,461.2093200683594
2021-04-06,464.5291442871094
2021-04-07,462.1903991699219
2021-04-08,467.2743225097656
2021-04-09,474.5780944824219
2021-04-12,471.70416259765625
2021-04-13,480.4945068359375
2021-04-14,473.74566650390625
2021-04-15,489.9388732910156
2021-04-16,488.4919738769531
2021-04-19,483.2594299316406
2021-04-20,478.0267639160156
2021-04-21,476.0943298339844
2021-04-22,479.8601989746094
2021-04-23,483.70538330078125
2021-04-26,489.6019287109375
2021-04-27,485.8162841796875
2021-04-28,481.4359130859375
2021-04-29,460.21826171875
2021-04-30,466.0058288574219
2021-05-03,463.1813659667969
2021-05-04,461.10028076171875
2021-05-05,463.5679016113281
2021-05-06,465.9166259765625
2021-05-07,464.24169921875
2021-05-10,459.3064880371094
2021-05-11,459.8316955566406
2021-05-12,450.694580078125
2021-05-13,452.81536865234375
2021-05-14,454.9460754394531
2021-05-17,448.8513488769531
2021-05-18,450.5260925292969
2021-05-19,452.8450927734375
2021-05-20,461.1102294921875
2021-05-21,458.1866760253906
2021-05-24,458.3055725097656
2021-05-25,459.8515930175781
2021-05-26,455.56048583984375
2021-05-27,468.235595703125
2021-05-28,465.2823486328125
2021-06-01,442.9943542480469
2021-06-02,445.1745910644531
2021-06-03,441.3294372558594
2021-06-04,444.7286376953125
2021-06-07,440.4573669433594
2021-06-08,437.038330078125
2021-06-09,444.18359375
2021-06-10,460.7336120605469
2021-06-11,460.9714050292969
2021-06-14,466.1078186035156
2021-06-15,466.11767578125
2021-06-16,464.4717102050781
