,TMO
2015-05-06,124.0581283569336
2015-05-07,124.1456069946289
2015-05-08,126.31267547607422
2015-05-11,126.20575714111328
2015-05-12,125.9531021118164
2015-05-13,126.1863784790039
2015-05-14,127.401123046875
2015-05-15,126.48760986328125
2015-05-18,126.30297088623047
2015-05-19,126.86659240722656
2015-05-20,128.29510498046875
2015-05-21,129.092041015625
2015-05-22,128.4214630126953
2015-05-26,126.13778686523438
2015-05-27,127.29418182373047
2015-05-28,126.45845794677734
2015-05-29,125.97257232666016
2015-06-01,125.80738067626953
2015-06-02,125.91427612304688
2015-06-03,126.31267547607422
2015-06-04,125.84622192382812
2015-06-05,125.91427612304688
2015-06-08,124.65094757080078
2015-06-09,124.94245147705078
2015-06-10,126.50699615478516
2015-06-11,126.98377227783203
2015-06-12,126.49734497070312
2015-06-15,126.03032684326172
2015-06-16,125.31034851074219
2015-06-17,125.15470123291016
2015-06-18,126.16651153564453
2015-06-19,126.44867706298828
2015-06-22,126.5654296875
2015-06-23,126.0400161743164
2015-06-24,126.74057006835938
2015-06-25,127.9664306640625
2015-06-26,128.6279754638672
2015-06-29,125.94275665283203
2015-06-30,126.24437713623047
2015-07-01,127.27564239501953
2015-07-02,127.40216827392578
2015-07-06,126.85726928710938
2015-07-07,127.40216827392578
2015-07-08,124.72660064697266
2015-07-09,124.35692596435547
2015-07-10,127.09081268310547
2015-07-13,130.65162658691406
2015-07-14,132.88929748535156
2015-07-15,131.5855712890625
2015-07-16,132.95741271972656
2015-07-17,132.07205200195312
2015-07-20,132.48068237304688
2015-07-21,132.77255249023438
2015-07-22,136.26535034179688
2015-07-23,136.7906494140625
2015-07-24,134.2027587890625
2015-07-27,133.3076171875
2015-07-28,134.8935089111328
2015-07-29,135.83718872070312
2015-07-30,135.35073852539062
2015-07-31,135.74964904785156
2015-08-03,134.6891632080078
2015-08-04,134.03732299804688
2015-08-05,134.93238830566406
2015-08-06,133.2103729248047
2015-08-07,132.33474731445312
2015-08-10,133.46331787109375
2015-08-11,130.9337615966797
2015-08-12,131.0602569580078
2015-08-13,130.09706115722656
2015-08-14,131.36180114746094
2015-08-17,132.61692810058594
2015-08-18,131.65370178222656
2015-08-19,130.1068115234375
2015-08-20,128.75442504882812
2015-08-21,124.49311065673828
2015-08-24,118.3735122680664
2015-08-25,116.79745483398438
2015-08-26,121.86627960205078
2015-08-27,124.44448852539062
2015-08-28,123.09212493896484
2015-08-31,121.97328186035156
2015-09-01,118.15950775146484
2015-09-02,119.4534683227539
2015-09-03,119.44374084472656
2015-09-04,117.88707733154297
2015-09-08,120.33882141113281
2015-09-09,118.32489776611328
2015-09-10,118.72380065917969
2015-09-11,119.71736145019531
2015-09-14,118.99654388427734
2015-09-15,121.8506851196289
2015-09-16,123.00985717773438
2015-09-17,124.90937805175781
2015-09-18,122.52279663085938
2015-09-21,123.05856323242188
2015-09-22,122.00652313232422
2015-09-23,121.3928451538086
2015-09-24,120.78889465332031
2015-09-25,119.4738540649414
2015-09-28,115.07088470458984
2015-09-29,116.73660278320312
2015-09-30,119.11344146728516
2015-10-01,118.9381103515625
2015-10-02,121.26619720458984
2015-10-05,123.27286529541016
2015-10-06,120.87657165527344
2015-10-07,121.95780944824219
2015-10-08,122.59095764160156
2015-10-09,123.2436294555664
2015-10-12,122.63967895507812
2015-10-13,122.23057556152344
2015-10-14,120.75968933105469
2015-10-15,122.22085571289062
2015-10-16,123.12677001953125
2015-10-19,125.6886215209961
2015-10-20,125.28923797607422
2015-10-21,123.81836700439453
2015-10-22,120.78889465332031
2015-10-23,123.19491577148438
2015-10-26,123.74043273925781
2015-10-27,123.50663757324219
2015-10-28,125.90296173095703
2015-10-29,127.97776794433594
2015-10-30,127.39327239990234
2015-11-02,131.05596923828125
2015-11-03,130.78318786621094
2015-11-04,131.74754333496094
2015-11-05,131.45533752441406
2015-11-06,130.82215881347656
2015-11-09,130.82215881347656
2015-11-10,132.50735473632812
2015-11-11,131.36766052246094
2015-11-12,129.0103302001953
2015-11-13,128.9032440185547
2015-11-16,132.0300750732422
2015-11-17,131.9326171875
2015-11-18,134.163330078125
2015-11-19,133.84185791015625
2015-11-20,134.2704620361328
2015-11-23,134.03671264648438
2015-11-24,134.38742065429688
2015-11-25,135.06927490234375
2015-11-27,136.33566284179688
2015-11-30,134.8160400390625
2015-12-01,134.76730346679688
2015-12-02,133.22821044921875
2015-12-03,129.13697814941406
2015-12-04,133.52044677734375
2015-12-07,132.02032470703125
2015-12-08,132.52685546875
2015-12-09,130.90982055664062
2015-12-10,131.6306610107422
2015-12-11,130.8699951171875
2015-12-14,132.0500030517578
2015-12-15,134.0784454345703
2015-12-16,136.9649658203125
2015-12-17,134.73171997070312
2015-12-18,131.17230224609375
2015-12-21,134.13690185546875
2015-12-22,136.06773376464844
2015-12-23,137.52076721191406
2015-12-24,137.81341552734375
2015-12-28,137.20872497558594
2015-12-29,139.48094177246094
2015-12-30,139.31512451171875
2015-12-31,138.33016967773438
2016-01-04,135.30715942382812
2016-01-05,135.07308959960938
2016-01-06,134.0393524169922
2016-01-07,130.97727966308594
2016-01-08,130.83103942871094
2016-01-11,131.53318786621094
2016-01-12,133.5712890625
2016-01-13,130.45074462890625
2016-01-14,132.4205780029297
2016-01-15,129.4657440185547
2016-01-19,131.56243896484375
2016-01-20,129.74859619140625
2016-01-21,128.41253662109375
2016-01-22,131.95248413085938
2016-01-25,131.38685607910156
2016-01-26,130.77249145507812
2016-01-27,132.45956420898438
2016-01-28,124.98965454101562
2016-01-29,128.7831573486328
2016-02-01,127.44710540771484
2016-02-02,123.74140167236328
2016-02-03,122.9222640991211
2016-02-04,124.62883758544922
2016-02-05,120.12345886230469
2016-02-08,118.91424560546875
2016-02-09,121.36194610595703
2016-02-10,122.34689331054688
2016-02-11,120.24050903320312
2016-02-12,123.34156036376953
2016-02-16,124.25826263427734
2016-02-17,127.45684814453125
2016-02-18,126.4719009399414
2016-02-19,126.9302749633789
2016-02-22,128.1785125732422
2016-02-23,126.5207290649414
2016-02-24,126.54996490478516
2016-02-25,127.330078125
2016-02-26,127.46664428710938
2016-02-29,125.9843521118164
2016-03-01,131.92323303222656
2016-03-02,134.69271850585938
2016-03-03,135.2290802001953
2016-03-04,136.81866455078125
2016-03-07,138.03762817382812
2016-03-08,135.62896728515625
2016-03-09,134.7220458984375
2016-03-10,134.53677368164062
2016-03-11,136.88949584960938
2016-03-14,136.4501953125
2016-03-15,134.97601318359375
2016-03-16,135.77659606933594
2016-03-17,134.96630859375
2016-03-18,136.6747283935547
2016-03-21,136.31356811523438
2016-03-22,135.55201721191406
2016-03-23,135.5227508544922
2016-03-24,135.718017578125
2016-03-28,135.23963928222656
2016-03-29,136.82113647460938
2016-03-30,137.4459686279297
2016-03-31,138.2269744873047
2016-04-01,139.28125
2016-04-04,140.6285400390625
2016-04-05,138.02194213867188
2016-04-06,141.66331481933594
2016-04-07,138.67605590820312
2016-04-08,138.83224487304688
2016-04-11,138.2952423095703
2016-04-12,139.0469970703125
2016-04-13,141.604736328125
2016-04-14,141.1849365234375
2016-04-15,141.8878631591797
2016-04-18,142.99105834960938
2016-04-19,142.1319122314453
2016-04-20,142.9617156982422
2016-04-21,143.85012817382812
2016-04-22,143.362060546875
2016-04-25,143.07887268066406
2016-04-26,142.1514434814453
2016-04-27,143.64512634277344
2016-04-28,141.8683624267578
2016-04-29,140.82376098632812
2016-05-02,143.0203094482422
2016-05-03,141.42901611328125
2016-05-04,141.11660766601562
2016-05-05,141.6925811767578
2016-05-06,143.4791717529297
2016-05-09,143.9574737548828
2016-05-10,145.2949981689453
2016-05-11,144.4554443359375
2016-05-12,145.38279724121094
2016-05-13,144.3773193359375
2016-05-16,146.6714630126953
2016-05-17,145.28517150878906
2016-05-18,146.5446319580078
2016-05-19,144.8946990966797
2016-05-20,145.31448364257812
2016-05-23,145.30471801757812
2016-05-24,147.10104370117188
2016-05-25,147.56959533691406
2016-05-26,147.608642578125
2016-05-27,148.51658630371094
2016-05-31,148.16517639160156
2016-06-01,149.42454528808594
2016-06-02,149.9028778076172
2016-06-03,149.23898315429688
2016-06-06,149.55140686035156
2016-06-07,149.0632781982422
2016-06-08,150.4788360595703
2016-06-09,150.4886016845703
2016-06-10,148.1944122314453
2016-06-13,147.09017944335938
2016-06-14,144.60806274414062
2016-06-15,144.051025390625
2016-06-16,143.87510681152344
2016-06-17,142.90773010253906
2016-06-20,144.98919677734375
2016-06-21,145.51686096191406
2016-06-22,146.4354248046875
2016-06-23,148.67327880859375
2016-06-24,142.03799438476562
2016-06-27,137.71871948242188
2016-06-28,139.88812255859375
2016-06-29,141.8523406982422
2016-06-30,144.39303588867188
2016-07-01,145.82958984375
2016-07-05,143.8946533203125
2016-07-06,145.71231079101562
2016-07-07,145.66343688964844
2016-07-08,149.210693359375
2016-07-11,148.8686981201172
2016-07-12,150.86224365234375
2016-07-13,151.27267456054688
2016-07-14,154.1358642578125
2016-07-15,153.46160888671875
2016-07-18,153.4713897705078
2016-07-19,153.07070922851562
2016-07-20,154.09677124023438
2016-07-21,152.6407470703125
2016-07-22,153.31504821777344
2016-07-25,153.40292358398438
2016-07-26,155.26947021484375
2016-07-27,155.27919006347656
2016-07-28,155.20103454589844
2016-07-29,155.22055053710938
2016-08-01,155.9241943359375
2016-08-02,152.87525939941406
2016-08-03,152.44528198242188
2016-08-04,152.85572814941406
2016-08-05,153.92092895507812
2016-08-08,152.9534149169922
2016-08-09,153.10980224609375
2016-08-10,152.45510864257812
2016-08-11,153.87205505371094
2016-08-12,151.94688415527344
2016-08-15,152.416015625
2016-08-16,151.43875122070312
2016-08-17,151.1455841064453
2016-08-18,149.85569763183594
2016-08-19,150.08045959472656
2016-08-22,150.4810791015625
2016-08-23,151.02833557128906
2016-08-24,147.81332397460938
2016-08-25,147.9012908935547
2016-08-26,148.8882598876953
2016-08-29,150.01199340820312
2016-08-30,149.6700439453125
2016-08-31,148.72216796875
2016-09-01,147.51034545898438
2016-09-02,147.73512268066406
2016-09-06,147.5592041015625
2016-09-07,147.0706329345703
2016-09-08,147.21719360351562
2016-09-09,140.40602111816406
2016-09-12,143.06407165527344
2016-09-13,141.98800659179688
2016-09-14,144.6291961669922
2016-09-15,146.73236083984375
2016-09-16,146.7813262939453
2016-09-19,146.73236083984375
2016-09-20,148.31707763671875
2016-09-21,152.0342559814453
2016-09-22,154.2255096435547
2016-09-23,154.2255096435547
2016-09-26,152.75820922851562
2016-09-27,155.4189453125
2016-09-28,155.18417358398438
2016-09-29,152.6603240966797
2016-09-30,155.594970703125
2016-10-03,155.65371704101562
2016-10-04,154.13746643066406
2016-10-05,154.8319854736328
2016-10-06,154.988525390625
2016-10-07,154.76351928710938
2016-10-10,155.64385986328125
2016-10-11,151.52557373046875
2016-10-12,150.4495849609375
2016-10-13,148.71812438964844
2016-10-14,148.40513610839844
2016-10-17,147.49533081054688
2016-10-18,148.36598205566406
2016-10-19,148.4931640625
2016-10-20,148.35623168945312
2016-10-21,147.37799072265625
2016-10-24,149.77459716796875
2016-10-25,144.74658203125
2016-10-26,144.81504821777344
2016-10-27,145.96932983398438
2016-10-28,144.00311279296875
2016-10-31,143.8270721435547
2016-11-01,142.83908081054688
2016-11-02,142.6238250732422
2016-11-03,142.8977508544922
2016-11-04,143.3771209716797
2016-11-07,148.50291442871094
2016-11-08,149.2366180419922
2016-11-09,148.73770141601562
2016-11-10,150.9875946044922
2016-11-11,147.9551239013672
2016-11-14,144.7954864501953
2016-11-15,145.42160034179688
2016-11-16,146.2335205078125
2016-11-17,145.63673400878906
2016-11-18,142.6336669921875
2016-11-21,142.98574829101562
2016-11-22,139.88485717773438
2016-11-23,140.38375854492188
2016-11-25,141.03915405273438
2016-11-28,137.26321411132812
2016-11-29,138.19253540039062
2016-11-30,137.0578155517578
2016-12-01,136.58831787109375
2016-12-02,138.81861877441406
2016-12-05,138.30015563964844
2016-12-06,140.46202087402344
2016-12-07,138.75990295410156
2016-12-08,139.95333862304688
2016-12-09,142.24234008789062
2016-12-12,142.01731872558594
2016-12-13,142.86929321289062
2016-12-14,140.81292724609375
2016-12-15,140.51910400390625
2016-12-16,139.5790252685547
2016-12-19,138.31588745117188
2016-12-20,138.85446166992188
2016-12-21,137.8458709716797
2016-12-22,137.60107421875
2016-12-23,138.8936309814453
2016-12-27,139.4517822265625
2016-12-28,138.2864990234375
2016-12-29,138.54110717773438
2016-12-30,138.16897583007812
2017-01-03,140.68568420410156
2017-01-04,142.14468383789062
2017-01-05,142.36009216308594
2017-01-06,144.2108612060547
2017-01-09,144.42625427246094
2017-01-10,144.71023559570312
2017-01-11,143.18260192871094
2017-01-12,142.93783569335938
2017-01-13,143.2511444091797
2017-01-17,142.03697204589844
2017-01-18,141.65505981445312
2017-01-19,141.32211303710938
2017-01-20,140.52896118164062
2017-01-23,139.82388305664062
2017-01-24,138.05145263671875
2017-01-25,139.4713592529297
2017-01-26,140.12745666503906
2017-01-27,142.4286346435547
2017-01-30,140.31353759765625
2017-01-31,149.22450256347656
2017-02-01,149.76307678222656
2017-02-02,148.5194549560547
2017-02-03,148.28443908691406
2017-02-06,148.92092895507812
2017-02-07,149.8316192626953
2017-02-08,150.31138610839844
2017-02-09,151.52561950683594
2017-02-10,151.6725616455078
2017-02-13,153.102294921875
2017-02-14,154.01292419433594
2017-02-15,154.97254943847656
2017-02-16,154.43397521972656
2017-02-17,155.34463500976562
2017-02-21,155.33489990234375
2017-02-22,154.73756408691406
2017-02-23,155.43272399902344
2017-02-24,155.67758178710938
2017-02-27,155.18798828125
2017-02-28,154.40460205078125
2017-03-01,156.50015258789062
2017-03-02,155.89305114746094
2017-03-03,156.8330841064453
2017-03-06,154.43397521972656
2017-03-07,153.9933319091797
2017-03-08,154.22830200195312
2017-03-09,154.5025177001953
2017-03-10,156.0203094482422
2017-03-13,155.883056640625
2017-03-14,155.19700622558594
2017-03-15,157.8532257080078
2017-03-16,154.8833465576172
2017-03-17,154.75595092773438
2017-03-20,153.62876892089844
2017-03-21,152.4525604248047
2017-03-22,152.2467803955078
2017-03-23,151.5802459716797
2017-03-24,150.98231506347656
2017-03-27,151.5214080810547
2017-03-28,151.57041931152344
2017-03-29,150.9235076904297
2017-03-30,150.85487365722656
2017-03-31,150.55108642578125
2017-04-03,151.5116424560547
2017-04-04,149.68856811523438
2017-04-05,149.7277374267578
2017-04-06,149.91404724121094
2017-04-07,150.07080078125
2017-04-10,150.40403747558594
2017-04-11,149.83560180664062
2017-04-12,149.4337615966797
2017-04-13,149.1592559814453
2017-04-17,150.6491241455078
2017-04-18,150.22763061523438
2017-04-19,151.39398193359375
2017-04-20,152.27615356445312
2017-04-21,151.9625244140625
2017-04-24,154.21685791015625
2017-04-25,155.65771484375
2017-04-26,164.67501831054688
2017-04-27,163.3910675048828
2017-04-28,162.0482635498047
2017-05-01,163.31265258789062
2017-05-02,163.93017578125
2017-05-03,164.9788818359375
2017-05-04,166.7431640625
2017-05-05,167.6644744873047
2017-05-08,167.00782775878906
2017-05-09,168.70346069335938
2017-05-10,167.5763397216797
2017-05-11,167.61550903320312
2017-05-12,168.11534118652344
2017-05-15,168.84072875976562
2017-05-16,168.8504638671875
2017-05-17,167.5763397216797
2017-05-18,168.33102416992188
2017-05-19,168.12521362304688
2017-05-22,168.68389892578125
2017-05-23,168.41921997070312
2017-05-24,168.9092559814453
2017-05-25,169.46800231933594
2017-05-26,169.97769165039062
2017-05-30,169.81101989746094
2017-05-31,169.3601531982422
2017-06-01,171.34986877441406
2017-06-02,172.88868713378906
2017-06-05,172.93775939941406
2017-06-06,172.57504272460938
2017-06-07,172.8396759033203
2017-06-08,171.34005737304688
2017-06-09,171.45770263671875
2017-06-12,169.93846130371094
2017-06-13,171.60617065429688
2017-06-14,171.25299072265625
2017-06-15,170.8213348388672
2017-06-16,171.53750610351562
2017-06-19,172.90106201171875
2017-06-20,172.33203125
2017-06-21,172.263427734375
2017-06-22,172.13587951660156
2017-06-23,171.12545776367188
2017-06-26,169.9384765625
2017-06-27,170.3995361328125
2017-06-28,172.43020629882812
2017-06-29,170.58595275878906
2017-06-30,171.15487670898438
2017-07-03,171.09603881835938
2017-07-05,172.40077209472656
2017-07-06,171.7139892578125
2017-07-07,174.1175079345703
2017-07-10,174.29408264160156
2017-07-11,175.2456512451172
2017-07-12,176.77603149414062
2017-07-13,176.60922241210938
2017-07-14,177.51181030273438
2017-07-17,177.35482788085938
2017-07-18,175.94216918945312
2017-07-19,176.72695922851562
2017-07-20,178.10037231445312
2017-07-21,178.71841430664062
2017-07-24,178.6987762451172
2017-07-25,176.7073516845703
2017-07-26,171.73370361328125
2017-07-27,171.939697265625
2017-07-28,172.62635803222656
2017-07-31,172.19473266601562
2017-08-01,172.13587951660156
2017-08-02,173.08749389648438
2017-08-03,172.40077209472656
2017-08-04,172.97958374023438
2017-08-07,173.9801788330078
2017-08-08,170.6840362548828
2017-08-09,169.96788024902344
2017-08-10,168.47679138183594
2017-08-11,169.9384765625
2017-08-14,170.72329711914062
2017-08-15,170.26219177246094
2017-08-16,172.10647583007812
2017-08-17,169.60491943359375
2017-08-18,169.29100036621094
2017-08-21,170.7036590576172
2017-08-22,173.4307861328125
2017-08-23,172.46939086914062
2017-08-24,172.61663818359375
2017-08-25,173.85263061523438
2017-08-28,175.03968811035156
2017-08-29,177.08993530273438
2017-08-30,179.47377014160156
2017-08-31,183.58413696289062
2017-09-01,182.46580505371094
2017-09-05,182.4854278564453
2017-09-06,185.81101989746094
2017-09-07,186.9685821533203
2017-09-08,187.98883056640625
2017-09-11,189.89202880859375
2017-09-12,190.35302734375
2017-09-13,187.8319091796875
2017-09-14,188.19512939453125
2017-09-15,187.15443420410156
2017-09-18,188.36203002929688
2017-09-19,186.16285705566406
2017-09-20,185.16148376464844
