,PEP
2014-04-29,62.769832611083984
2014-04-30,62.86494827270508
2014-05-01,62.630741119384766
2014-05-02,62.59416198730469
2014-05-05,62.87961196899414
2014-05-06,62.484371185302734
2014-05-07,63.531028747558594
2014-05-08,63.428558349609375
2014-05-09,63.801841735839844
2014-05-12,63.62614822387695
2014-05-13,63.84572982788086
2014-05-14,63.560298919677734
2014-05-15,62.75517654418945
2014-05-16,63.340721130371094
2014-05-19,63.01866149902344
2014-05-20,62.68929672241211
2014-05-21,63.01866149902344
2014-05-22,62.638057708740234
2014-05-23,62.82105255126953
2014-05-27,63.33341598510742
2014-05-28,63.72864532470703
2014-05-29,64.21170043945312
2014-05-30,64.65087127685547
2014-06-02,64.3141860961914
2014-06-03,64.5703353881836
2014-06-04,64.47079467773438
2014-06-05,64.71416473388672
2014-06-06,64.82475280761719
2014-06-09,64.89112091064453
2014-06-10,65.20083618164062
2014-06-11,64.72889709472656
2014-06-12,64.31594848632812
2014-06-13,64.29383850097656
2014-06-16,64.5593032836914
2014-06-17,64.36019897460938
2014-06-18,65.55479431152344
2014-06-19,66.43966674804688
2014-06-20,65.70226287841797
2014-06-23,65.17872619628906
2014-06-24,64.927978515625
2014-06-25,65.31878662109375
2014-06-26,65.34093475341797
2014-06-27,65.45155334472656
2014-06-30,65.87921142578125
2014-07-01,65.72440338134766
2014-07-02,66.12257385253906
2014-07-03,66.38067626953125
2014-07-07,66.26265716552734
2014-07-08,66.16680908203125
2014-07-09,66.1963119506836
2014-07-10,66.43966674804688
2014-07-11,66.25529479980469
2014-07-14,67.16232299804688
2014-07-15,66.61660766601562
2014-07-16,66.73461151123047
2014-07-17,66.35853576660156
2014-07-18,66.43226623535156
2014-07-21,66.29956817626953
2014-07-22,65.75387573242188
2014-07-23,66.9705810546875
2014-07-24,67.77434539794922
2014-07-25,67.5088882446289
2014-07-28,67.08118438720703
2014-07-29,66.46914672851562
2014-07-30,65.56216430664062
2014-07-31,64.96485137939453
2014-08-01,64.97222137451172
2014-08-04,66.13734436035156
2014-08-05,65.7760009765625
2014-08-06,66.74200439453125
2014-08-07,66.29217529296875
2014-08-08,66.57975769042969
2014-08-11,67.68585205078125
2014-08-12,67.25814819335938
2014-08-13,67.64897155761719
2014-08-14,67.68585205078125
2014-08-15,67.73013305664062
2014-08-18,67.9513168334961
2014-08-19,67.73747253417969
2014-08-20,68.01030731201172
2014-08-21,67.87760162353516
2014-08-22,67.54573059082031
2014-08-25,68.71821594238281
2014-08-26,68.28313446044922
2014-08-27,68.01030731201172
2014-08-28,68.26840209960938
2014-08-29,68.2020263671875
2014-09-02,68.1946792602539
2014-09-03,68.88162994384766
2014-09-04,68.21324920654297
2014-09-05,68.13896179199219
2014-09-08,68.22064971923828
2014-09-09,67.8939208984375
2014-09-10,68.16867065429688
2014-09-11,68.06470489501953
2014-09-12,67.48539733886719
2014-09-15,67.7304916381836
2014-09-16,68.74794006347656
2014-09-17,68.95587921142578
2014-09-18,69.34207916259766
2014-09-19,69.65400695800781
2014-09-22,69.49800872802734
2014-09-23,69.01531219482422
2014-09-24,69.4386215209961
2014-09-25,68.82222747802734
2014-09-26,69.16383361816406
2014-09-29,69.17867279052734
2014-09-30,69.13411712646484
2014-10-01,68.80735778808594
2014-10-02,68.75537872314453
2014-10-03,69.4386215209961
2014-10-06,69.34207916259766
2014-10-07,69.14157104492188
2014-10-08,69.765380859375
2014-10-09,69.49061584472656
2014-10-10,70.2927017211914
2014-10-13,69.765380859375
2014-10-14,69.07474517822266
2014-10-15,68.15380859375
2014-10-16,67.42601013183594
2014-10-17,67.96075439453125
2014-10-20,69.47574615478516
2014-10-21,69.60942077636719
2014-10-22,70.15158081054688
2014-10-23,69.6317138671875
2014-10-24,70.25553894042969
2014-10-27,70.27041625976562
2014-10-28,70.74569702148438
2014-10-29,70.3223648071289
2014-10-30,71.03533172607422
2014-10-31,71.42151641845703
2014-11-03,71.16901397705078
2014-11-04,71.83739471435547
2014-11-05,71.95623779296875
2014-11-06,71.89680480957031
2014-11-07,71.88939666748047
2014-11-10,72.0156478881836
2014-11-11,71.81513214111328
2014-11-12,72.15673828125
2014-11-13,73.1816177368164
2014-11-14,72.5726318359375
2014-11-17,73.09251403808594
2014-11-18,72.73601531982422
2014-11-19,73.0850830078125
2014-11-20,72.82514953613281
2014-11-21,73.44155883789062
2014-11-24,73.28556823730469
2014-11-25,73.47126007080078
2014-11-26,73.7831802368164
2014-11-28,74.3401870727539
2014-12-01,74.02082824707031
2014-12-02,74.55552673339844
2014-12-03,73.49776458740234
2014-12-04,73.0716781616211
2014-12-05,73.07917022705078
2014-12-08,73.09410095214844
2014-12-09,72.60822296142578
2014-12-10,71.8980484008789
2014-12-11,71.98028564453125
2014-12-12,70.82159423828125
2014-12-15,70.37307739257812
2014-12-16,69.21438598632812
2014-12-17,70.0591049194336
2014-12-18,71.28506469726562
2014-12-19,71.34487915039062
2014-12-22,72.22695922851562
2014-12-23,72.78012084960938
2014-12-24,72.57830810546875
2014-12-26,72.54841613769531
2014-12-29,72.30918884277344
2014-12-30,71.73358917236328
2014-12-31,70.68704986572266
2015-01-02,70.59733581542969
2015-01-05,70.06657409667969
2015-01-06,69.53585052490234
2015-01-07,71.569091796875
2015-01-08,72.86982727050781
2015-01-09,72.37644958496094
2015-01-12,72.07745361328125
2015-01-13,72.02513122558594
2015-01-14,72.26434326171875
2015-01-15,72.26434326171875
2015-01-16,72.72781372070312
2015-01-20,72.89228057861328
2015-01-21,72.81005096435547
2015-01-22,73.93135833740234
2015-01-23,73.65476989746094
2015-01-26,73.77436065673828
2015-01-27,72.30171966552734
2015-01-28,71.55419921875
2015-01-29,71.78592681884766
2015-01-30,70.10397338867188
2015-02-02,71.26264953613281
2015-02-03,71.9129867553711
2015-02-04,72.21200561523438
2015-02-05,72.219482421875
2015-02-06,72.29423522949219
2015-02-09,71.7410659790039
2015-02-10,73.2511215209961
2015-02-11,75.05265808105469
2015-02-12,74.95547485351562
2015-02-13,74.10327911376953
2015-02-17,73.52767944335938
2015-02-18,74.2528076171875
2015-02-19,73.79678344726562
2015-02-20,74.05096435546875
2015-02-23,74.34249114990234
2015-02-24,74.4396743774414
2015-02-25,74.3798828125
2015-02-26,74.05842590332031
2015-02-27,73.99113464355469
2015-03-02,74.00608825683594
2015-03-03,73.55760192871094
2015-03-04,73.2678451538086
2015-03-05,73.17003631591797
2015-03-06,72.37232208251953
2015-03-09,72.27450561523438
2015-03-10,71.06289672851562
2015-03-11,70.46086883544922
2015-03-12,72.02615356445312
2015-03-13,70.98014068603516
2015-03-16,71.83049011230469
2015-03-17,70.83712768554688
2015-03-18,71.22091674804688
2015-03-19,70.81456756591797
2015-03-20,71.74771118164062
2015-03-23,72.13150787353516
2015-03-24,72.1390380859375
2015-03-25,71.6875
2015-03-26,71.96595001220703
2015-03-27,72.20677947998047
2015-03-30,72.63569641113281
2015-03-31,71.95842742919922
2015-04-01,71.5595932006836
2015-04-02,72.0111083984375
2015-04-06,72.6056137084961
2015-04-07,72.40242767333984
2015-04-08,72.2669906616211
2015-04-09,72.50777435302734
2015-04-10,72.39490509033203
2015-04-13,71.89068603515625
2015-04-14,72.61314392089844
2015-04-15,72.71847534179688
2015-04-16,72.58303833007812
2015-04-17,72.10142517089844
2015-04-20,72.62066650390625
2015-04-21,72.8313980102539
2015-04-22,73.20764923095703
2015-04-23,72.04121398925781
2015-04-24,71.61975860595703
2015-04-27,71.10804748535156
2015-04-28,71.05538940429688
2015-04-29,71.0252685546875
2015-04-30,71.58216857910156
2015-05-01,71.91328430175781
2015-05-04,72.20677947998047
2015-05-05,71.80793762207031
2015-05-06,71.85306549072266
2015-05-07,71.60472869873047
2015-05-08,72.6583023071289
2015-05-11,72.50777435302734
2015-05-12,72.39490509033203
2015-05-13,72.55294799804688
2015-05-14,73.74948120117188
2015-05-15,73.91503143310547
2015-05-18,73.78711700439453
2015-05-19,73.71186065673828
2015-05-20,73.51618957519531
2015-05-21,73.14745330810547
2015-05-22,72.44007110595703
2015-05-26,72.08635711669922
2015-05-27,72.5303726196289
2015-05-28,73.04209899902344
2015-05-29,72.56797790527344
2015-06-01,72.22181701660156
2015-06-02,72.28202819824219
2015-06-03,72.24639892578125
2015-06-04,71.36698913574219
2015-06-05,70.5406723022461
2015-06-08,70.3814697265625
2015-06-09,70.55584716796875
2015-06-10,71.02587127685547
2015-06-11,71.32909393310547
2015-06-12,71.06377410888672
2015-06-15,70.22984313964844
2015-06-16,70.9197006225586
2015-06-17,71.29875183105469
2015-06-18,72.19331359863281
2015-06-19,71.91282653808594
2015-06-22,72.47381591796875
2015-06-23,72.47381591796875
2015-06-24,72.23882293701172
2015-06-25,71.89007568359375
2015-06-26,71.95072937011719
2015-06-29,71.02587127685547
2015-06-30,70.7605209350586
2015-07-01,71.65507507324219
2015-07-02,71.76121520996094
2015-07-06,71.5641098022461
2015-07-07,73.08030700683594
2015-07-08,72.48139190673828
2015-07-09,71.70812225341797
2015-07-10,72.43592071533203
2015-07-13,73.70194244384766
2015-07-14,73.63370513916016
2015-07-15,73.0423812866211
2015-07-16,73.45932006835938
2015-07-17,73.3683853149414
2015-07-20,73.77015686035156
2015-07-21,73.48207092285156
2015-07-22,73.66400909423828
2015-07-23,73.43658447265625
2015-07-24,72.91351318359375
2015-07-27,72.51930236816406
2015-07-28,72.8604507446289
2015-07-29,73.17884826660156
2015-07-30,73.25463104248047
2015-07-31,73.0423812866211
2015-08-03,73.87627410888672
2015-08-04,74.14922332763672
2015-08-05,75.19535827636719
2015-08-06,75.1650390625
2015-08-07,75.12712860107422
2015-08-10,75.11955261230469
2015-08-11,74.76327514648438
2015-08-12,74.58133697509766
2015-08-13,74.89212799072266
2015-08-14,75.2257080078125
2015-08-17,75.70329284667969
2015-08-18,75.63504791259766
2015-08-19,75.04373931884766
2015-08-20,74.27809143066406
2015-08-21,72.96659088134766
2015-08-24,69.61579895019531
2015-08-25,67.95557403564453
2015-08-26,70.11614227294922
2015-08-27,70.95761108398438
2015-08-28,70.90454864501953
2015-08-31,70.44967651367188
2015-09-01,69.23675537109375
2015-09-02,70.01066589355469
2015-09-03,70.38499450683594
2015-09-04,69.46060943603516
2015-09-08,70.56837463378906
2015-09-09,69.391845703125
2015-09-10,69.56755065917969
2015-09-11,69.995361328125
2015-09-14,69.67446899414062
2015-09-15,70.33153533935547
2015-09-16,71.1031265258789
2015-09-17,71.33233642578125
2015-09-18,71.08786010742188
2015-09-21,71.5920639038086
2015-09-22,70.56837463378906
2015-09-23,70.59129333496094
2015-09-24,70.64476776123047
2015-09-25,71.4087142944336
2015-09-28,70.64476776123047
2015-09-29,71.08023834228516
2015-09-30,72.04283142089844
2015-10-01,71.69905090332031
2015-10-02,71.9358901977539
2015-10-05,73.19642639160156
2015-10-06,74.15904235839844
2015-10-07,75.26680755615234
2015-10-08,75.610595703125
2015-10-09,75.99258422851562
2015-10-12,75.74046325683594
2015-10-13,74.80841827392578
2015-10-14,74.47990417480469
2015-10-15,75.08345794677734
2015-10-16,76.16827392578125
2015-10-19,76.5350112915039
2015-10-20,76.60376739501953
2015-10-21,76.58847045898438
2015-10-22,78.75052642822266
2015-10-23,78.25393676757812
2015-10-26,78.33800506591797
2015-10-27,78.64358520507812
2015-10-28,78.49076080322266
2015-10-29,78.53661346435547
2015-10-30,78.0705795288086
2015-11-02,77.4670639038086
2015-11-03,77.100341796875
2015-11-04,76.87113189697266
2015-11-05,76.86351013183594
2015-11-06,76.18357849121094
2015-11-09,75.54183197021484
2015-11-10,75.50364685058594
2015-11-11,75.9620132446289
2015-11-12,75.15222930908203
2015-11-13,74.90011596679688
2015-11-16,76.06134796142578
2015-11-17,75.50364685058594
2015-11-18,76.60376739501953
2015-11-19,77.10796356201172
2015-11-20,76.473876953125
2015-11-23,77.04685974121094
2015-11-24,76.87876892089844
2015-11-25,76.77947998046875
2015-11-27,76.96282196044922
2015-11-30,76.51972198486328
2015-12-01,77.20730590820312
2015-12-02,76.53260803222656
2015-12-03,76.23255157470703
2015-12-04,77.74812316894531
2015-12-07,77.44808959960938
2015-12-08,77.0634536743164
2015-12-09,76.2633285522461
2015-12-10,76.08639526367188
2015-12-11,75.22473907470703
2015-12-14,75.35551452636719
2015-12-15,76.4633560180664
2015-12-16,77.7635498046875
2015-12-17,77.0865249633789
2015-12-18,75.31705474853516
2015-12-21,75.87098693847656
2015-12-22,76.7787857055664
2015-12-23,77.4250259399414
2015-12-24,77.34806823730469
2015-12-28,77.45579528808594
2015-12-29,78.04816436767578
2015-12-30,77.81737518310547
2015-12-31,76.87108612060547
2016-01-04,75.98638153076172
2016-01-05,76.50950622558594
2016-01-06,76.53260803222656
2016-01-07,75.06319427490234
2016-01-08,74.78623962402344
2016-01-11,74.96318054199219
2016-01-12,75.10165405273438
2016-01-13,74.24000549316406
2016-01-14,73.7092056274414
2016-01-15,72.26282501220703
2016-01-19,73.67842864990234
2016-01-20,72.1397476196289
2016-01-21,72.67828369140625
2016-01-22,73.73994445800781
2016-01-25,73.80919647216797
2016-01-26,74.1015396118164
2016-01-27,73.80919647216797
2016-01-28,74.97086334228516
2016-01-29,76.39413452148438
2016-02-01,76.18639373779297
2016-02-02,75.5555648803711
2016-02-03,75.9478988647461
2016-02-04,74.92471313476562
2016-02-05,74.87085723876953
2016-02-08,75.02471160888672
2016-02-09,75.60939025878906
2016-02-10,75.10165405273438
2016-02-11,74.54772186279297
2016-02-12,75.77098083496094
2016-02-16,75.85560607910156
2016-02-17,76.58647155761719
2016-02-18,76.64031982421875
2016-02-19,76.60955047607422
2016-02-22,76.83263397216797
2016-02-23,76.57877349853516
2016-02-24,76.68645477294922
2016-02-25,77.44808959960938
2016-02-26,75.67096710205078
2016-02-29,75.2555160522461
2016-03-01,76.23255157470703
2016-03-02,76.18841552734375
2016-03-03,76.83151245117188
2016-03-04,77.48235321044922
2016-03-07,76.90123748779297
2016-03-08,77.28091430664062
2016-03-09,77.63731384277344
2016-03-10,78.08671569824219
2016-03-11,78.49736785888672
2016-03-14,77.98599243164062
2016-03-15,78.37340545654297
2016-03-16,78.12545776367188
2016-03-17,78.93128204345703
2016-03-18,78.48187255859375
2016-03-21,78.67559051513672
2016-03-22,78.07896423339844
2016-03-23,78.10997009277344
2016-03-24,78.00924682617188
2016-03-28,78.2416763305664
2016-03-29,78.54385375976562
2016-03-30,79.56664276123047
2016-03-31,79.4039077758789
2016-04-01,80.41118621826172
2016-04-04,80.44216918945312
2016-04-05,79.88431549072266
2016-04-06,80.51963806152344
2016-04-07,80.271728515625
2016-04-08,81.41846466064453
2016-04-11,80.8140869140625
2016-04-12,81.28673553466797
2016-04-13,80.67461395263672
2016-04-14,79.93080139160156
2016-04-15,80.4034423828125
2016-04-18,80.36469268798828
2016-04-19,80.82958984375
2016-04-20,79.3729476928711
2016-04-21,78.2494125366211
2016-04-22,79.01651000976562
2016-04-25,79.65186309814453
2016-04-26,79.49690246582031
2016-04-27,79.52015686035156
2016-04-28,79.78358459472656
2016-04-29,79.77582550048828
2016-05-02,80.13999938964844
2016-05-03,80.24072265625
2016-05-04,80.59712982177734
2016-05-05,80.7443618774414
2016-05-06,81.32550048828125
2016-05-09,81.57341766357422
2016-05-10,82.57293701171875
2016-05-11,81.91434478759766
2016-05-12,82.20877075195312
2016-05-13,80.72111511230469
2016-05-16,80.68238067626953
2016-05-17,79.3187026977539
2016-05-18,78.18745422363281
2016-05-19,78.51287841796875
2016-05-20,77.5598373413086
2016-05-23,77.80778503417969
2016-05-24,78.3269271850586
2016-05-25,78.3269271850586
2016-05-26,78.95454406738281
2016-05-27,79.00101470947266
2016-05-31,78.38890838623047
2016-06-01,79.2889633178711
2016-06-02,79.6246337890625
2016-06-03,80.03836059570312
2016-06-06,80.17108917236328
2016-06-07,80.00714874267578
2016-06-08,80.5457763671875
2016-06-09,80.92051696777344
2016-06-10,80.64727020263672
2016-06-13,80.45211791992188
2016-06-14,80.5848159790039
2016-06-15,80.29598236083984
2016-06-16,81.06880950927734
2016-06-17,80.72533416748047
2016-06-20,80.69412231445312
2016-06-21,81.24838256835938
2016-06-22,80.9829330444336
2016-06-23,81.5293960571289
2016-06-24,79.6090087890625
2016-06-27,79.72613525390625
2016-06-28,79.73394012451172
2016-06-29,80.49897003173828
2016-06-30,82.70033264160156
2016-07-01,82.45834350585938
2016-07-05,83.07504272460938
2016-07-06,82.68473052978516
2016-07-07,83.91033935546875
2016-07-08,84.51919555664062
2016-07-11,85.0188217163086
2016-07-12,84.9251480102539
2016-07-13,85.7994613647461
2016-07-14,85.83847045898438
2016-07-15,85.60429382324219
2016-07-18,85.25301361083984
2016-07-19,85.50281524658203
2016-07-20,85.02659606933594
2016-07-21,84.76121520996094
2016-07-22,85.23738861083984
2016-07-25,85.10466003417969
2016-07-26,84.46456146240234
2016-07-27,83.90251922607422
2016-07-28,84.40991973876953
2016-07-29,85.02659606933594
2016-08-01,85.03443145751953
2016-08-02,84.87049865722656
2016-08-03,84.33966064453125
2016-08-04,84.63632202148438
2016-08-05,84.82364654541016
2016-08-08,84.41773986816406
2016-08-09,84.52702331542969
2016-08-10,84.94856262207031
2016-08-11,84.6831283569336
2016-08-12,84.7690200805664
2016-08-15,84.87049865722656
2016-08-16,84.30844116210938
2016-08-17,84.67535400390625
2016-08-18,84.52702331542969
2016-08-19,84.44113159179688
2016-08-22,84.27720642089844
2016-08-23,84.21477508544922
2016-08-24,84.3943099975586
2016-08-25,84.21477508544922
2016-08-26,83.87908172607422
2016-08-29,84.30062866210938
2016-08-30,83.6917495727539
2016-08-31,83.92206573486328
2016-09-01,84.34661865234375
2016-09-02,84.80257415771484
2016-09-06,84.8418960571289
2016-09-07,84.2837142944336
2016-09-08,84.0242919921875
2016-09-09,81.79946899414062
2016-09-12,83.34818267822266
2016-09-13,82.2239761352539
2016-09-14,82.58564758300781
2016-09-15,82.92367553710938
2016-09-16,82.76642608642578
2016-09-19,83.07302856445312
2016-09-20,83.56832122802734
2016-09-21,84.22084045410156
2016-09-22,84.7632827758789
2016-09-23,84.38590240478516
2016-09-26,84.14221954345703
2016-09-27,84.50384521484375
2016-09-28,84.41736602783203
2016-09-29,84.7160873413086
2016-09-30,85.51012420654297
2016-10-03,85.10131072998047
2016-10-04,84.1972427368164
2016-10-05,83.34034729003906
2016-10-06,83.64692687988281
2016-10-07,83.3246078491211
2016-10-10,83.50543212890625
2016-10-11,82.99443054199219
2016-10-12,83.39534759521484
2016-10-13,83.26957702636719
2016-10-14,83.98497009277344
2016-10-17,84.00070190429688
2016-10-18,84.07930755615234
2016-10-19,83.53687286376953
2016-10-20,83.23026275634766
2016-10-21,83.03372955322266
2016-10-24,84.36233520507812
2016-10-25,84.29944610595703
2016-10-26,84.17367553710938
2016-10-27,83.82774353027344
2016-10-28,84.17367553710938
2016-10-31,84.27584075927734
2016-11-01,83.8906478881836
2016-11-02,83.8906478881836
2016-11-03,83.82774353027344
2016-11-04,83.18310546875
2016-11-07,84.08718872070312
2016-11-08,85.47080993652344
2016-11-09,84.31514739990234
2016-11-10,81.17053985595703
2016-11-11,81.1233901977539
2016-11-14,79.70832061767578
2016-11-15,80.06990814208984
2016-11-16,79.9598388671875
2016-11-17,79.88912963867188
2016-11-18,79.6454086303711
2016-11-21,80.39224243164062
2016-11-22,80.88751983642578
2016-11-23,79.818359375
2016-11-25,80.32150268554688
2016-11-28,80.80890655517578
2016-11-29,80.61235809326172
2016-11-30,79.27630615234375
2016-12-01,78.42888641357422
2016-12-02,79.67229461669922
2016-12-05,79.7593994140625
2016-12-06,80.42469024658203
2016-12-07,81.42256927490234
2016-12-08,80.89984893798828
2016-12-09,82.02445983886719
2016-12-12,82.93521881103516
2016-12-13,83.65591430664062
2016-12-14,82.73723602294922
2016-12-15,83.39456939697266
2016-12-16,83.84599304199219
2016-12-19,83.48167419433594
2016-12-20,83.0777816772461
2016-12-21,82.91937255859375
2016-12-22,83.43415832519531
2016-12-23,83.2282485961914
2016-12-27,83.25993347167969
2016-12-28,82.85603332519531
2016-12-29,83.14906311035156
2016-12-30,82.86396026611328
2017-01-03,82.8797836303711
2017-01-04,83.03817749023438
2017-01-05,82.92729949951172
2017-01-06,82.80850982666016
2017-01-09,81.93733978271484
2017-01-10,80.7573013305664
2017-01-11,80.63057708740234
2017-01-12,80.65435028076172
2017-01-13,80.42469024658203
2017-01-17,80.93154907226562
2017-01-18,81.36711883544922
2017-01-19,81.06616973876953
2017-01-20,81.7630844116211
2017-01-23,82.3729019165039
2017-01-24,82.92729949951172
2017-01-25,82.84809875488281
2017-01-26,82.47590637207031
2017-01-27,81.95319366455078
2017-01-30,82.11951446533203
2017-01-31,82.1907730102539
2017-02-01,81.58094787597656
2017-02-02,82.38874816894531
2017-02-03,83.24411010742188
2017-02-06,82.81642150878906
2017-02-07,83.64007568359375
2017-02-08,83.70342254638672
2017-02-09,83.92517852783203
2017-02-10,84.02812957763672
2017-02-13,84.36077880859375
2017-02-14,84.67756652832031
2017-02-15,84.527099609375
2017-02-16,85.6279296875
2017-02-17,85.65167999267578
2017-02-21,86.60997772216797
2017-02-22,86.64956665039062
2017-02-23,86.75252532958984
2017-02-24,86.9822006225586
2017-02-27,86.53868865966797
2017-02-28,87.41777038574219
2017-03-01,87.49990844726562
2017-03-02,87.80291748046875
2017-03-03,88.16175842285156
2017-03-06,87.42013549804688
2017-03-07,87.1729736328125
2017-03-08,87.15702056884766
2017-03-09,86.93372344970703
2017-03-10,87.38827514648438
2017-03-13,87.24474334716797
2017-03-14,87.18891143798828
2017-03-15,88.60033416748047
2017-03-16,88.62425994873047
2017-03-17,88.82361602783203
2017-03-20,88.63223266601562
2017-03-21,89.12664031982422
2017-03-22,89.32598876953125
2017-03-23,89.13459014892578
2017-03-24,89.40573120117188
2017-03-27,89.17447662353516
2017-03-28,89.66886901855469
2017-03-29,89.65291595458984
2017-03-30,89.45357513427734
2017-03-31,89.19841003417969
2017-04-03,89.19841003417969
2017-04-04,89.37382507324219
2017-04-05,89.26219177246094
2017-04-06,88.97509765625
2017-04-07,88.9990234375
2017-04-10,89.32598876953125
2017-04-11,89.09473419189453
2017-04-12,90.59386444091797
2017-04-13,89.8522720336914
2017-04-17,90.36261749267578
2017-04-18,91.12812042236328
2017-04-19,90.60183715820312
2017-04-20,90.5779037475586
2017-04-21,90.45032501220703
2017-04-24,91.16002655029297
2017-04-25,91.03242492675781
2017-04-26,90.37059783935547
2017-04-27,89.82037353515625
2017-04-28,90.33071899414062
2017-05-01,89.5333023071289
2017-05-02,89.54129791259766
2017-05-03,89.14258575439453
2017-05-04,90.07555389404297
2017-05-05,90.28286743164062
2017-05-08,90.28286743164062
2017-05-09,89.88417053222656
2017-05-10,89.97985076904297
2017-05-11,90.13933563232422
2017-05-12,90.03568267822266
2017-05-15,90.85700225830078
2017-05-16,90.73738861083984
2017-05-17,90.6975326538086
2017-05-18,90.92877960205078
2017-05-19,90.65765380859375
2017-05-22,91.4630355834961
2017-05-23,91.74213409423828
2017-05-24,92.54752349853516
2017-05-25,93.7197265625
2017-05-26,94.02273559570312
2017-05-30,94.10247802734375
2017-05-31,93.83352661132812
2017-06-01,94.12255096435547
2017-06-02,94.47582244873047
2017-06-05,94.64442443847656
2017-06-06,94.4999008178711
2017-06-07,93.97803497314453
2017-06-08,93.04667663574219
2017-06-09,93.0868148803711
2017-06-12,93.31965637207031
2017-06-13,93.39189147949219
2017-06-14,94.23493957519531
2017-06-15,94.10650634765625
2017-06-16,93.82549285888672
2017-06-19,94.17070770263672
2017-06-20,94.70060729980469
2017-06-21,94.27508544921875
2017-06-22,93.25543212890625
2017-06-23,93.90576171875
2017-06-26,94.0342025756836
2017-06-27,93.0868148803711
2017-06-28,93.44010925292969
2017-06-29,92.47661590576172
2017-06-30,92.72550964355469
2017-07-03,92.68537139892578
2017-07-05,92.57298278808594
2017-07-06,92.43648529052734
2017-07-07,92.7415771484375
2017-07-10,91.7459716796875
2017-07-11,91.32047271728516
2017-07-12,92.1474380493164
2017-07-13,91.54527282714844
2017-07-14,92.2759017944336
2017-07-17,92.2759017944336
2017-07-18,92.34013366699219
2017-07-19,92.60506439208984
2017-07-20,92.7415771484375
2017-07-21,93.64080810546875
2017-07-24,93.23937225341797
2017-07-25,93.49629211425781
2017-07-26,94.09042358398438
2017-07-27,94.21085357666016
2017-07-28,93.624755859375
2017-07-31,93.624755859375
2017-08-01,93.07077026367188
2017-08-02,92.82186126708984
2017-08-03,93.37586212158203
2017-08-04,93.43206024169922
2017-08-07,93.90576171875
2017-08-08,93.70503997802734
2017-08-09,93.64080810546875
2017-08-10,93.44010925292969
2017-08-11,93.54447937011719
2017-08-14,94.61231231689453
2017-08-15,95.51958465576172
2017-08-16,95.62395477294922
2017-08-17,95.05390930175781
2017-08-18,94.41960906982422
2017-08-21,94.94951629638672
2017-08-22,94.67654418945312
2017-08-23,94.17070770263672
2017-08-24,93.31160736083984
2017-08-25,93.01457977294922
2017-08-28,92.76565551757812
2017-08-29,93.00653839111328
2017-08-30,93.09953308105469
2017-08-31,93.56844329833984
2017-09-01,93.65738677978516
2017-09-05,93.68162536621094
2017-09-06,94.06973266601562
2017-09-07,94.587158203125
2017-09-08,93.01057434082031
2017-09-11,93.53610229492188
2017-09-12,92.97822570800781
2017-09-13,92.53356170654297
2017-09-14,92.32334899902344
2017-09-15,92.8569564819336
2017-09-18,92.97014617919922
