,APH
2022-01-31,38.631858825683594
2022-02-01,38.40373229980469
2022-02-02,39.04929733276367
2022-02-03,38.37946319580078
2022-02-04,38.229000091552734
2022-02-07,37.84553909301758
2022-02-08,38.17560577392578
2022-02-09,38.82602310180664
2022-02-10,37.66594696044922
2022-02-11,36.49131393432617
2022-02-14,36.554412841796875
2022-02-15,37.27763748168945
2022-02-16,37.35044860839844
2022-02-17,36.63692855834961
2022-02-18,37.0009651184082
2022-02-22,36.37481689453125
2022-02-23,35.75837326049805
2022-02-24,36.45733642578125
2022-02-25,37.30191421508789
2022-02-28,36.894187927246094
2022-03-01,35.976810455322266
2022-03-02,36.97184371948242
2022-03-03,37.06406784057617
2022-03-04,37.0009651184082
2022-03-07,35.34580612182617
2022-03-08,35.20989227294922
2022-03-09,36.360267639160156
2022-03-10,36.04960632324219
2022-03-11,35.72925567626953
2022-03-14,34.70024108886719
2022-03-15,35.64188766479492
2022-03-16,36.51558303833008
2022-03-17,36.850494384765625
2022-03-18,37.24851989746094
2022-03-21,37.01005554199219
2022-03-22,36.8397331237793
2022-03-23,36.12434387207031
2022-03-24,36.70346450805664
2022-03-25,36.82512664794922
2022-03-28,36.89325714111328
2022-03-29,37.647579193115234
2022-03-30,37.33124923706055
2022-03-31,36.66939926147461
2022-04-01,36.776466369628906
2022-04-04,36.98085403442383
2022-04-05,36.20220947265625
2022-04-06,35.55495834350586
2022-04-07,35.99781036376953
2022-04-08,35.66202163696289
2022-04-11,34.91257095336914
2022-04-12,34.94178009033203
2022-04-13,34.99531173706055
2022-04-14,34.250728607177734
2022-04-18,34.27507019042969
2022-04-19,34.605987548828125
2022-04-20,35.30189514160156
2022-04-21,34.85417938232422
2022-04-22,33.79327392578125
2022-04-25,34.41132354736328
2022-04-26,33.36015701293945
2022-04-27,34.14366912841797
2022-04-28,35.79342269897461
2022-04-29,34.795780181884766
2022-05-02,34.83957290649414
2022-05-03,35.02450942993164
2022-05-04,35.983219146728516
2022-05-05,34.63032150268555
2022-05-06,34.27019119262695
2022-05-09,33.62294006347656
2022-05-10,33.59860610961914
2022-05-11,33.272552490234375
2022-05-12,33.399078369140625
2022-05-13,34.294525146484375
2022-05-16,33.841941833496094
2022-05-17,34.605987548828125
2022-05-18,33.0778923034668
2022-05-19,32.892967224121094
2022-05-20,33.30175018310547
2022-05-23,33.773807525634766
2022-05-24,33.574283599853516
2022-05-25,33.457481384277344
2022-05-26,34.0268669128418
2022-05-27,34.71304702758789
2022-05-31,34.48432540893555
2022-06-01,33.71540832519531
2022-06-02,35.02936935424805
2022-06-03,34.49405288696289
2022-06-06,34.67411422729492
2022-06-07,34.83957290649414
2022-06-08,34.30912399291992
2022-06-09,33.64727783203125
2022-06-10,32.873497009277344
2022-06-13,31.73958969116211
2022-06-14,31.89044952392578
2022-06-15,32.17758560180664
2022-06-16,30.42075538635254
2022-06-17,30.70880699157715
2022-06-21,30.957796096801758
2022-06-22,30.92850112915039
2022-06-23,31.260488510131836
2022-06-24,32.149044036865234
2022-06-27,32.280860900878906
2022-06-28,31.59735679626465
2022-06-29,31.426483154296875
2022-06-30,31.43136215209961
2022-07-01,31.123790740966797
2022-07-05,31.221433639526367
2022-07-06,31.470422744750977
2022-07-07,32.1343994140625
2022-07-08,32.16368865966797
2022-07-11,31.71941566467285
2022-07-12,31.43136215209961
2022-07-13,31.328842163085938
2022-07-14,31.60712242126465
2022-07-15,32.280860900878906
2022-07-18,31.841466903686523
2022-07-19,33.02783966064453
2022-07-20,33.540462493896484
2022-07-21,34.150733947753906
2022-07-22,34.08726501464844
2022-07-25,33.974971771240234
2022-07-26,33.945682525634766
2022-07-27,36.33794021606445
2022-07-28,37.451072692871094
2022-07-29,37.65612030029297
2022-08-01,37.35831069946289
2022-08-02,37.31925582885742
2022-08-03,37.6902961730957
2022-08-04,37.841644287109375
2022-08-05,37.85628890991211
2022-08-08,37.875823974609375
2022-08-09,37.28995895385742
2022-08-10,38.24198532104492
2022-08-11,38.02717208862305
2022-08-12,38.803436279296875
2022-08-15,38.87666702270508
2022-08-16,38.84737014770508
2022-08-17,38.88154220581055
2022-08-18,39.12565231323242
2022-08-19,38.6716194152832
2022-08-22,37.79770278930664
2022-08-23,37.836761474609375
2022-08-24,37.61219024658203
2022-08-25,38.26152038574219
2022-08-26,36.84568786621094
2022-08-29,36.499053955078125
2022-08-30,36.21100616455078
2022-08-31,35.8985481262207
2022-09-01,35.85948944091797
2022-09-02,35.43473815917969
2022-09-06,35.551910400390625
2022-09-07,36.250057220458984
2022-09-08,36.55763244628906
2022-09-09,37.05561828613281
2022-09-12,37.29972839355469
2022-09-13,36.225643157958984
2022-09-14,36.093833923339844
2022-09-15,35.586082458496094
2022-09-16,35.507972717285156
2022-09-19,35.821292877197266
2022-09-20,35.32193374633789
2022-09-21,35.15549087524414
2022-09-22,34.049072265625
2022-09-23,33.696590423583984
2022-09-26,33.43223571777344
2022-09-27,33.43223571777344
2022-09-28,33.965850830078125
2022-09-29,33.25108337402344
2022-09-30,32.7811164855957
2022-10-03,33.97074508666992
2022-10-04,35.05757522583008
2022-10-05,35.18975830078125
2022-10-06,35.444332122802734
2022-10-07,34.35260772705078
2022-10-10,33.93647766113281
2022-10-11,33.13359069824219
2022-10-12,32.87413024902344
2022-10-13,33.9071044921875
2022-10-14,32.82516860961914
2022-10-17,33.96095657348633
2022-10-18,34.30364990234375
2022-10-19,34.313446044921875
2022-10-20,33.84835433959961
2022-10-21,35.028202056884766
2022-10-24,35.072261810302734
2022-10-25,35.61568069458008
2022-10-26,35.83108901977539
2022-10-27,36.17377853393555
2022-10-28,37.417266845703125
2022-10-31,37.12352752685547
2022-11-01,37.58371353149414
2022-11-02,36.24231719970703
2022-11-03,36.35001754760742
