,ETR
2021-02-09,37.449588775634766
2021-02-10,37.84774398803711
2021-02-11,38.06088638305664
2021-02-12,38.16143798828125
2021-02-16,37.70295715332031
2021-02-17,37.47774887084961
2021-02-18,37.775352478027344
2021-02-19,37.473731994628906
2021-02-22,35.82484817504883
2021-02-23,36.661354064941406
2021-02-24,36.18278121948242
2021-02-25,35.4066047668457
2021-02-26,34.91193389892578
2021-03-01,35.29399871826172
2021-03-02,35.696163177490234
2021-03-03,35.161277770996094
2021-03-04,35.22562789916992
2021-03-05,35.84495162963867
2021-03-08,36.259193420410156
2021-03-09,36.496463775634766
2021-03-10,37.98045349121094
2021-03-11,37.54209899902344
2021-03-12,38.511314392089844
2021-03-15,39.46444320678711
2021-03-16,39.778133392333984
2021-03-17,39.790199279785156
2021-03-18,39.43227767944336
2021-03-19,39.589115142822266
2021-03-22,39.283470153808594
2021-03-23,39.45641326904297
2021-03-24,39.18292999267578
2021-03-25,39.536827087402344
2021-03-26,39.589115142822266
2021-03-29,39.87868118286133
2021-03-30,39.67759704589844
2021-03-31,40.00334930419922
2021-04-01,40.071712493896484
2021-04-05,40.42964172363281
2021-04-06,40.98060607910156
2021-04-07,40.9082145690918
2021-04-08,40.731266021728516
2021-04-09,40.674957275390625
2021-04-12,41.008758544921875
2021-04-13,41.5878791809082
2021-04-14,41.89754867553711
2021-04-15,42.464595794677734
2021-04-16,42.886863708496094
2021-04-19,42.86273956298828
2021-04-20,43.429786682128906
2021-04-21,43.30512237548828
2021-04-22,42.87077713012695
2021-04-23,42.91502380371094
2021-04-26,43.031639099121094
