,CTVA
2023-02-08,60.45323181152344
2023-02-09,61.15662384033203
2023-02-10,62.9835090637207
2023-02-13,61.02962112426758
2023-02-14,60.74631118774414
2023-02-15,60.67792510986328
2023-02-16,61.30316925048828
2023-02-17,60.38484191894531
2023-02-21,58.675193786621094
2023-02-22,60.511844635009766
2023-02-23,60.57046127319336
2023-02-24,60.257835388183594
2023-02-27,60.67792510986328
2023-02-28,61.001094818115234
2023-03-01,60.86399459838867
2023-03-02,62.23502349853515
2023-03-03,62.38191604614258
2023-03-06,61.94123077392578
2023-03-07,61.667022705078125
2023-03-08,60.912960052490234
2023-03-09,58.68013000488281
2023-03-10,57.67145156860352
2023-03-13,57.40703201293945
2023-03-14,57.70082473754883
2023-03-15,55.67366027832031
2023-03-16,55.78137969970703
2023-03-17,55.43862533569336
2023-03-20,56.4277229309082
2023-03-21,57.29930877685547
2023-03-22,56.25145721435547
2023-03-23,55.63448715209961
2023-03-24,55.66386795043945
2023-03-27,56.506072998046875
2023-03-28,56.89779281616211
2023-03-29,58.6997184753418
2023-03-30,58.70951843261719
2023-03-31,59.06206512451172
2023-04-03,59.73778533935547
2023-04-04,59.15021133422851
2023-04-05,59.46358108520508
2023-04-06,58.562618255615234
2023-04-10,59.04248046875
2023-04-11,59.66923522949219
2023-04-12,60.511444091796875
2023-04-13,61.42219924926758
2023-04-14,60.84440612792969
2023-04-17,61.47116470336914
2023-04-18,61.667022705078125
2023-04-19,60.96192169189453
2023-04-20,60.60936737060547
2023-04-21,60.207855224609375
2023-04-24,60.23723602294922
2023-04-25,59.27750778198242
2023-04-26,58.40592956542969
2023-04-27,59.41461944580078
2023-04-28,59.85530853271485
2023-05-01,60.188262939453125
2023-05-02,59.38523483276367
2023-05-03,58.75848007202149
2023-05-04,55.70304489135742
2023-05-05,57.0446891784668
2023-05-08,56.398345947265625
2023-05-09,55.918487548828125
2023-05-10,56.37875747680664
2023-05-11,55.65407943725586
2023-05-12,55.84014129638672
2023-05-15,56.70193099975586
2023-05-16,55.79117584228515
2023-05-17,54.80207443237305
2023-05-18,55.02731704711914
2023-05-19,55.79117584228515
2023-05-22,55.68345260620117
2023-05-23,54.87062454223633
2023-05-24,54.10676574707031
2023-05-25,53.71504592895508
2023-05-26,54.02842330932617
2023-05-30,53.83256149291992
2023-05-31,52.526519775390625
2023-06-01,52.88985061645508
2023-06-02,54.912742614746094
2023-06-05,55.18770217895508
2023-06-06,56.58211898803711
2023-06-07,57.043663024902344
2023-06-08,56.78834533691406
2023-06-09,55.423377990722656
2023-06-12,55.973297119140625
2023-06-13,56.66068649291992
2023-06-14,56.00275039672851
2023-06-15,56.64104080200195
2023-06-16,56.19914627075195
2023-06-20,55.52157974243164
2023-06-21,57.5150146484375
2023-06-22,56.847259521484375
2023-06-23,56.19914627075195
2023-06-26,56.9650993347168
2023-06-27,56.2973518371582
2023-06-28,55.91437149047851
2023-06-29,56.66068649291992
2023-06-30,56.26789093017578
2023-07-03,56.95527648925781
2023-07-05,55.531402587890625
2023-07-06,55.60013961791992
2023-07-07,56.26789093017578
2023-07-10,53.11570739746094
2023-07-11,53.5379638671875
2023-07-12,53.05678939819336
2023-07-13,53.6263427734375
2023-07-14,53.2728271484375
2023-07-17,53.60670471191406
2023-07-18,54.107513427734375
2023-07-19,55.17788314819336
2023-07-20,55.60013961791992
2023-07-21,55.334999084472656
2023-07-24,55.6786994934082
2023-07-25,55.2171630859375
2023-07-26,54.78509140014648
2023-07-27,54.58869552612305
2023-07-28,55.1287841796875
2023-07-31,55.41355895996094
2023-08-01,54.9323844909668
2023-08-02,54.89310836791992
2023-08-03,54.686885833740234
2023-08-04,55.01094436645508
2023-08-07,53.58706283569336
2023-08-08,53.20409393310547
2023-08-09,52.4086799621582
2023-08-10,51.26957702636719
2023-08-11,51.46596908569336
2023-08-14,51.063358306884766
2023-08-15,49.73767852783203
2023-08-16,49.10920333862305
2023-08-17,49.521636962890625
2023-08-18,49.84568786621094
2023-08-21,49.30559921264648
2023-08-22,48.49055099487305
2023-08-23,48.195953369140625
2023-08-24,48.75568771362305
2023-08-25,49.04045867919922
2023-08-28,50.01262664794922
2023-08-29,50.38578414916992
2023-08-30,50.3366813659668
2023-08-31,49.755496978759766
2023-09-01,50.34653091430664
2023-09-05,50.19877243041992
2023-09-06,49.745643615722656
2023-09-07,48.8196907043457
2023-09-08,48.83938980102539
2023-09-11,49.065956115722656
2023-09-12,50.85877227783203
2023-09-13,51.2133903503418
2023-09-14,51.824127197265625
2023-09-15,51.7650260925293
2023-09-18,51.09518051147461
2023-09-19,51.75517272949219
2023-09-20,50.996681213378906
2023-09-21,50.760257720947266
2023-09-22,50.65189743041992
2023-09-25,50.50414276123047
2023-09-26,50.03131866455078
2023-09-27,49.991912841796875
2023-09-28,50.1495246887207
2023-09-29,50.395790100097656
2023-10-02,49.302364349365234
2023-10-03,49.588035583496094
2023-10-04,49.696388244628906
2023-10-05,49.085655212402344
2023-10-06,49.302364349365234
2023-10-09,49.83430480957031
2023-10-10,49.76534652709961
2023-10-11,49.134910583496094
2023-10-12,48.70148086547851
2023-10-13,48.809837341308594
2023-10-16,49.065956115722656
2023-10-17,50.78981018066406
2023-10-18,50.46473693847656
2023-10-19,50.19877243041992
2023-10-20,49.50923156738281
2023-10-23,48.04148483276367
2023-10-24,47.686866760253906
2023-10-25,47.90357971191406
2023-10-26,47.98238754272461
2023-10-27,47.10567855834961
2023-10-30,47.49970245361328
2023-10-31,47.4208984375
2023-11-01,47.026878356933594
2023-11-02,48.8196907043457
2023-11-03,49.479679107666016
2023-11-06,49.22356796264648
2023-11-07,48.54386901855469
2023-11-08,47.89372634887695
2023-11-09,43.845123291015625
2023-11-10,42.89945983886719
2023-11-13,44.61347579956055
2023-11-14,45.588680267333984
2023-11-15,46.031959533691406
2023-11-16,46.26837539672851
2023-11-17,46.61315155029297
2023-11-20,46.16001892089844
2023-11-21,45.57883071899414
2023-11-22,45.66748809814453
2023-11-24,45.97285461425781
2023-11-27,45.046897888183594
2023-11-28,44.820335388183594
2023-11-29,44.820335388183594
2023-11-30,44.681941986083984
2023-12-01,45.67047882080078
2023-12-04,44.70170974731445
2023-12-05,43.38695526123047
2023-12-06,43.64397430419922
2023-12-07,43.989959716796875
2023-12-08,44.63251495361328
2023-12-11,45.27506256103515
2023-12-12,44.296409606933594
2023-12-13,45.018043518066406
2023-12-14,46.00657653808594
2023-12-15,46.0164680480957
2023-12-18,46.63924407958984
2023-12-19,47.31145095825195
2023-12-20,46.05601119995117
2023-12-21,46.74798583984375
2023-12-22,46.91603469848633
2023-12-26,47.44984436035156
2023-12-27,47.430076599121094
2023-12-28,47.538814544677734
2023-12-29,47.37076187133789
2024-01-02,48.00343322753906
2024-01-03,47.5289306640625
2024-01-04,47.05442810058594
2024-01-05,46.78752899169922
2024-01-08,46.471195220947266
2024-01-09,45.976924896240234
2024-01-10,45.522193908691406
2024-01-11,45.50242233276367
2024-01-12,45.581512451171875
2024-01-16,44.96862030029297
2024-01-17,44.32606887817383
2024-01-18,43.90099334716797
2024-01-19,45.077354431152344
2024-01-22,44.4545783996582
2024-01-23,44.9093017578125
2024-01-24,44.889530181884766
2024-01-25,44.72148513793945
2024-01-26,45.33437728881836
2024-01-29,45.4035758972168
2024-01-30,45.304718017578125
2024-01-31,44.95873260498047
2024-02-01,53.44039535522461
2024-02-02,52.43208312988281
2024-02-05,51.20629119873047
2024-02-06,51.49296569824219
2024-02-07,53.45027542114258
2024-02-08,52.629791259765625
2024-02-09,52.98566436767578
2024-02-12,54.40916061401367
2024-02-13,53.01531982421875
2024-02-14,53.46016311645508
2024-02-15,54.05328750610352
2024-02-16,54.17190933227539
2024-02-20,53.7369499206543
2024-02-21,53.59856033325195
2024-02-22,54.08294296264648
2024-02-23,54.27076721191406
2024-02-26,54.191680908203125
2024-02-27,54.49813079833984
2024-02-28,53.914886474609375
2024-02-29,53.06224822998047
2024-03-01,53.201045989990234
2024-03-04,53.15147399902344
2024-03-05,53.47865295410156
2024-03-06,53.5678825378418
2024-03-07,54.023948669433594
2024-03-08,54.21232604980469
2024-03-11,54.61881637573242
2024-03-12,54.63864517211914
2024-03-13,54.82701873779297
2024-03-14,54.72787857055664
2024-03-15,54.61881637573242
2024-03-18,54.2420654296875
2024-03-19,54.20240783691406
2024-03-20,55.25334167480469
2024-03-21,55.30291366577149
2024-03-22,54.59898376464844
2024-03-25,55.15420150756836
2024-03-26,55.8184700012207
2024-03-27,56.51247787475586
2024-03-28,57.1767463684082
2024-04-01,57.18666076660156
2024-04-02,56.68102264404297
2024-04-03,56.918975830078125
2024-04-04,56.46290969848633
2024-04-05,56.36376190185547
2024-04-08,57.02803421020508
2024-04-09,57.02803421020508
2024-04-10,56.671112060546875
2024-04-11,55.97710037231445
2024-04-12,53.30018997192383
2024-04-15,53.210960388183594
2024-04-16,52.863956451416016
2024-04-17,53.07215881347656
2024-04-18,53.498477935791016
2024-04-19,54.331295013427734
2024-04-22,54.72787857055664
2024-04-23,54.708045959472656
2024-04-24,54.30155563354492
2024-04-25,54.23215103149414
2024-04-26,54.45026779174805
2024-04-29,55.02531051635742
2024-04-30,53.66702651977539
2024-05-01,53.44890975952149
2024-05-02,56.492652893066406
2024-05-03,56.671112060546875
2024-05-06,55.87795639038086
2024-05-07,57.02803421020508
2024-05-08,56.334014892578125
2024-05-09,57.33538436889648
2024-05-10,56.98837661743164
2024-05-13,56.809913635253906
2024-05-14,57.05777359008789
2024-05-15,56.6413688659668
2024-05-16,55.52103042602539
2024-05-17,55.967185974121094
2024-05-20,56.25470352172851
2024-05-21,56.16547393798828
2024-05-22,56.492652893066406
2024-05-23,55.09471130371094
2024-05-24,55.03522109985352
2024-05-28,55.18394088745117
2024-05-29,53.80583190917969
2024-05-30,54.76753616333008
2024-05-31,55.4615478515625
2024-06-03,55.09471130371094
2024-06-04,53.39444351196289
2024-06-05,53.75239562988281
2024-06-06,54.60749816894531
2024-06-07,52.598995208740234
2024-06-10,51.41576385498047
2024-06-11,51.34616470336914
2024-06-12,51.64445114135742
2024-06-13,51.286502838134766
2024-06-14,50.8887825012207
2024-06-17,51.74388885498047
2024-06-18,51.5947380065918
2024-06-20,52.0720100402832
2024-06-21,52.61887741088867
2024-06-24,52.60893630981445
2024-06-25,52.73819732666016
2024-06-26,53.33478164672851
2024-06-27,53.344730377197266
2024-06-28,53.63307571411133
2024-07-01,52.768028259277344
2024-07-02,52.46973419189453
2024-07-03,52.1813850402832
2024-07-05,52.1416130065918
2024-07-08,51.42571258544922
2024-07-09,50.431396484375
2024-07-10,50.72969055175781
2024-07-11,51.97257995605469
2024-07-12,52.7978515625
2024-07-15,52.598995208740234
2024-07-16,53.891597747802734
2024-07-17,55.22397232055664
2024-07-18,54.88590621948242
2024-07-19,54.46829605102539
2024-07-22,54.458351135253906
2024-07-23,54.08051300048828
2024-07-24,53.51375579833984
2024-07-25,54.965450286865234
2024-07-26,55.074825286865234
2024-07-29,55.14442825317383
2024-07-30,55.21402740478515
2024-07-31,55.780784606933594
2024-08-01,52.69842529296875
2024-08-02,51.286502838134766
2024-08-05,51.01803970336914
2024-08-06,50.8887825012207
2024-08-07,50.491058349609375
2024-08-08,51.25667572021485
2024-08-09,51.26662063598633
2024-08-12,50.92855072021485
2024-08-13,51.43564987182617
2024-08-14,51.69417572021485
2024-08-15,52.45978927612305
2024-08-16,53.493873596191406
2024-08-19,54.000972747802734
2024-08-20,53.29500579833984
2024-08-21,53.97114181518555
2024-08-22,54.23960494995117
2024-08-23,55.26374816894531
2024-08-26,55.33334732055664
2024-08-27,55.243858337402344
2024-08-28,55.68135452270508
2024-08-29,56.675662994384766
2024-08-30,56.97395706176758
2024-09-03,55.418216705322266
2024-09-04,55.34840774536133
2024-09-05,54.95947265625
2024-09-06,55.17887496948242
2024-09-09,55.647586822509766
2024-09-10,55.228736877441406
2024-09-11,54.999366760253906
2024-09-12,55.5478630065918
2024-09-13,56.47532272338867
2024-09-16,56.11630630493164
2024-09-17,56.88420104980469
2024-09-18,57.28310775756836
2024-09-19,58.439937591552734
2024-09-20,57.4227294921875
2024-09-23,57.84157943725586
2024-09-24,57.691986083984375
2024-09-25,56.99390411376953
2024-09-26,57.86152648925781
2024-09-27,58.41999816894531
2024-09-30,58.62942123413086
2024-10-01,57.83160781860352
2024-10-02,58.47983169555664
2024-10-03,57.93133544921875
2024-10-04,58.17068099975586
2024-10-07,57.30305480957031
2024-10-08,56.73461151123047
2024-10-09,56.34567642211914
2024-10-10,56.395538330078125
2024-10-11,56.68474960327149
2024-10-14,57.60223388671875
2024-10-15,57.14348983764648
2024-10-16,58.78898620605469
2024-10-17,58.78898620605469
2024-10-18,59.24773025512695
2024-10-21,59.088165283203125
2024-10-22,58.958518981933594
2024-10-23,60.62395858764648
2024-10-24,60.61398696899414
2024-10-25,60.185157775878906
2024-10-28,60.96303176879883
2024-10-29,60.62395858764648
2024-10-30,61.40182876586914
2024-10-31,60.75360107421875
2024-11-01,60.69376754760742
2024-11-04,61.04281234741211
2024-11-05,61.581336975097656
2024-11-06,61.57136535644531
2024-11-07,58.47983169555664
2024-11-08,58.17068099975586
2024-11-11,58.36016082763672
2024-11-12,56.97395706176758
2024-11-13,57.50251007080078
2024-11-14,57.25319290161133
2024-11-15,55.059200286865234
2024-11-18,56.8343391418457
2024-11-19,58.08092498779297
2024-11-20,58.59950256347656
2024-11-21,60.59403991699219
2024-11-22,61.0627555847168
2024-11-25,63.954833984375
2024-11-26,63.077239990234375
2024-11-27,62.329288482666016
2024-11-29,62.06999969482422
2024-12-02,62.22999954223633
2024-12-03,62.0
2024-12-04,61.16999816894531
2024-12-05,60.779998779296875
2024-12-06,59.4900016784668
2024-12-09,59.7400016784668
2024-12-10,59.41999816894531
2024-12-11,59.779998779296875
2024-12-12,59.29999923706055
2024-12-13,59.4900016784668
2024-12-16,58.95000076293945
2024-12-17,58.56999969482422
