,DGX
2014-05-21,46.34101867675781
2014-05-22,46.27645492553711
2014-05-23,46.35716247558594
2014-05-27,46.58313751220703
2014-05-28,46.8656005859375
2014-05-29,48.10039520263672
2014-05-30,48.33443832397461
2014-06-02,48.44742202758789
2014-06-03,49.17378616333008
2014-06-04,49.746768951416016
2014-06-05,49.50467300415039
2014-06-06,49.83556365966797
2014-06-09,49.79521560668945
2014-06-10,49.2786865234375
2014-06-11,48.11653137207031
2014-06-12,48.189170837402344
2014-06-13,47.785648345947266
2014-06-16,47.252986907958984
2014-06-17,47.26913070678711
2014-06-18,47.244911193847656
2014-06-19,47.325626373291016
2014-06-20,47.68073272705078
2014-06-23,47.79371643066406
2014-06-24,47.5758056640625
2014-06-25,47.236854553222656
2014-06-26,47.06736755371094
2014-06-27,47.470882415771484
2014-06-30,47.36598587036133
2014-07-01,47.688785552978516
2014-07-02,48.221439361572266
2014-07-03,48.479705810546875
2014-07-07,48.25248336791992
2014-07-08,48.10640335083008
2014-07-09,48.16321563720703
2014-07-10,47.91166305541992
2014-07-11,48.20379638671875
2014-07-14,48.877342224121094
2014-07-15,49.42106246948242
2014-07-16,49.89986801147461
2014-07-17,49.21818542480469
2014-07-18,48.86111831665039
2014-07-21,49.29933166503906
2014-07-22,49.924198150634766
2014-07-23,49.72943878173828
2014-07-24,49.851158142089844
2014-07-25,50.427330017089844
2014-07-28,50.40299606323242
2014-07-29,50.50849151611328
2014-07-30,50.703250885009766
2014-07-31,49.583370208740234
2014-08-01,49.47787857055664
2014-08-04,49.79436492919922
2014-08-05,49.15326690673828
2014-08-06,49.02342224121094
2014-08-07,48.609554290771484
2014-08-08,49.09645080566406
2014-08-11,49.57525634765625
2014-08-12,49.234405517578125
2014-08-13,49.62393569946289
2014-08-14,50.110843658447266
2014-08-15,48.999080657958984
2014-08-18,50.0946159362793
2014-08-19,50.50849151611328
2014-08-20,50.7519416809082
2014-08-21,50.93857192993164
2014-08-22,50.581520080566406
2014-08-25,50.91422653198242
2014-08-26,50.889892578125
2014-08-27,50.64644241333008
2014-08-28,50.27313995361328
2014-08-29,51.29564666748047
2014-09-02,51.198265075683594
2014-09-03,51.7338752746582
2014-09-04,51.49040603637695
2014-09-05,51.7338752746582
2014-09-08,52.001678466796875
2014-09-09,51.798789978027344
2014-09-10,50.946693420410156
2014-09-11,51.165802001953125
2014-09-12,50.81686019897461
2014-09-15,50.6545524597168
2014-09-16,51.54722595214844
2014-09-17,51.06032180786133
2014-09-18,51.17392349243164
2014-09-19,51.44984817504883
2014-09-22,50.54095458984375
2014-09-23,49.89986801147461
2014-09-24,50.58963394165039
2014-09-25,49.43729019165039
2014-09-26,49.79436492919922
2014-09-29,49.883628845214844
2014-09-30,49.24252700805664
2014-10-01,48.95036697387695
2014-10-02,49.201961517333984
2014-10-03,49.44673156738281
2014-10-06,49.234596252441406
2014-10-07,48.434967041015625
2014-10-08,49.210113525390625
2014-10-09,47.610843658447266
2014-10-10,47.62715530395508
2014-10-13,47.83115768432617
2014-10-14,47.20286560058594
2014-10-15,47.08864212036133
2014-10-16,47.26814651489258
2014-10-17,47.98617935180664
2014-10-20,48.67158126831055
2014-10-21,49.871036529541016
2014-10-22,49.944480895996094
2014-10-23,51.30710220336914
2014-10-24,52.02515411376953
2014-10-27,51.31526565551758
2014-10-28,52.00883483886719
2014-10-29,51.95988082885742
2014-10-30,51.79669189453125
2014-10-31,51.78036880493164
2014-11-03,50.678829193115234
2014-11-04,50.066871643066406
2014-11-05,49.316192626953125
2014-11-06,51.20920181274414
2014-11-07,50.336124420166016
2014-11-10,51.15208053588867
2014-11-11,51.405033111572266
2014-11-12,51.31526565551758
2014-11-13,52.03330993652344
2014-11-14,50.92361068725586
2014-11-17,51.43766784667969
2014-11-18,52.294410705566406
2014-11-19,51.79669189453125
2014-11-20,51.8293342590332
2014-11-21,52.5555305480957
2014-11-24,52.76767349243164
2014-11-25,52.07411193847656
2014-11-26,52.57182693481445
2014-11-28,53.289878845214844
2014-12-01,52.775821685791016
2014-12-02,53.02877426147461
2014-12-03,53.66521072387695
2014-12-04,52.71055221557617
2014-12-05,53.03693389892578
2014-12-08,53.11852264404297
2014-12-09,52.91453552246094
2014-12-10,52.433135986328125
2014-12-11,52.89006423950195
2014-12-12,51.74771499633789
2014-12-15,51.57637405395508
2014-12-16,51.33975601196289
2014-12-17,52.04146194458008
2014-12-18,53.493858337402344
2014-12-19,54.13031005859375
2014-12-22,55.10944366455078
2014-12-23,55.56638717651367
2014-12-24,55.435829162597656
2014-12-26,55.305274963378906
2014-12-29,55.288963317871094
2014-12-30,55.55006408691406
2014-12-31,54.71778869628906
2015-01-02,56.27627944946289
2015-01-05,54.89729690551758
2015-01-06,54.07320022583008
2015-01-07,54.758602142333984
2015-01-08,56.20283889770508
2015-01-09,56.0716552734375
2015-01-12,55.83388137817383
2015-01-13,55.686309814453125
2015-01-14,55.85848617553711
2015-01-15,55.35835266113281
2015-01-16,57.17850112915039
2015-01-20,57.49005889892578
2015-01-21,56.98991012573242
2015-01-22,59.03961944580078
2015-01-23,58.12134552001953
2015-01-26,58.66248321533203
2015-01-27,58.47389602661133
2015-01-28,57.85898971557617
2015-01-29,58.285335540771484
2015-01-30,58.26892852783203
2015-02-02,58.826446533203125
2015-02-03,59.49055099487305
2015-02-04,58.70345687866211
2015-02-05,58.4656867980957
2015-02-06,57.096519470214844
2015-02-09,56.645572662353516
2015-02-10,57.736000061035156
2015-02-11,58.613277435302734
2015-02-12,58.74444580078125
2015-02-13,58.76905822753906
2015-02-17,58.826446533203125
2015-02-18,58.53950119018555
2015-02-19,58.580467224121094
2015-02-20,58.84284591674805
2015-02-23,58.203330993652344
2015-02-24,57.899959564208984
2015-02-25,58.44930648803711
2015-02-26,58.29350280761719
2015-02-27,57.506439208984375
2015-03-02,58.129547119140625
2015-03-03,58.19514083862305
2015-03-04,58.84284591674805
2015-03-05,59.285587310791016
2015-03-06,58.359107971191406
2015-03-09,58.285335540771484
2015-03-10,58.129547119140625
2015-03-11,58.326324462890625
2015-03-12,59.515132904052734
2015-03-13,60.00708770751953
2015-03-16,60.39241027832031
2015-03-17,60.84334182739258
2015-03-18,62.59788513183594
2015-03-19,62.45853042602539
2015-03-20,62.91765213012695
2015-03-23,63.368595123291016
2015-03-24,63.319393157958984
2015-03-25,62.26176452636719
2015-03-26,62.204341888427734
2015-03-27,62.49129867553711
2015-03-30,63.69654083251953
2015-03-31,63.007835388183594
2015-04-01,61.96659469604492
2015-04-02,62.14695739746094
2015-04-06,62.723785400390625
2015-04-07,62.17170333862305
2015-04-08,62.287044525146484
2015-04-09,62.773223876953125
2015-04-10,62.8226432800293
2015-04-13,62.21291732788086
2015-04-14,61.38887405395508
2015-04-15,62.63313293457031
2015-04-16,62.748504638671875
2015-04-17,62.07280731201172
2015-04-20,62.748504638671875
2015-04-21,62.797916412353516
2015-04-22,62.86386489868164
2015-04-23,61.97392654418945
2015-04-24,62.46833419799805
2015-04-27,61.40535354614258
2015-04-28,60.80382537841797
2015-04-29,59.53483581542969
2015-04-30,58.85091781616211
2015-05-01,59.08163833618164
2015-05-04,59.04869079589844
2015-05-05,57.59015655517578
2015-05-06,57.73849868774414
2015-05-07,58.52131652832031
2015-05-08,58.52131652832031
2015-05-11,58.134029388427734
2015-05-12,57.89506912231445
2015-05-13,58.405948638916016
2015-05-14,59.08163833618164
2015-05-15,59.01570510864258
2015-05-18,59.99628448486328
2015-05-19,59.94683837890625
2015-05-20,61.528968811035156
2015-05-21,60.87797927856445
2015-05-22,65.59133911132812
2015-05-26,63.76200485229492
2015-05-27,63.58074951171875
2015-05-28,62.65785598754883
2015-05-29,61.99040222167969
2015-06-01,62.19642639160156
2015-06-02,61.60312271118164
2015-06-03,61.273529052734375
2015-06-04,61.75144958496094
2015-06-05,60.94390106201172
2015-06-08,60.845027923583984
2015-06-09,60.73788833618164
2015-06-10,60.72142791748047
2015-06-11,61.10869598388672
2015-06-12,60.1858024597168
2015-06-15,59.88093566894531
2015-06-16,59.79852294921875
2015-06-17,60.01278305053711
2015-06-18,60.03750228881836
2015-06-19,60.433013916015625
2015-06-22,59.55131912231445
2015-06-23,59.41123580932617
2015-06-24,59.08163833618164
2015-06-25,60.01278305053711
2015-06-26,59.94683837890625
2015-06-29,58.66140365600586
2015-06-30,59.75733184814453
2015-07-01,60.070465087890625
2015-07-02,59.18876647949219
2015-07-06,58.873966217041016
2015-07-07,59.130767822265625
2015-07-08,57.73079299926758
2015-07-09,58.683433532714844
2015-07-10,59.29646301269531
2015-07-13,60.62189865112305
2015-07-14,61.367435455322266
2015-07-15,60.67159652709961
2015-07-16,61.193477630615234
2015-07-17,60.688167572021484
2015-07-20,60.547325134277344
2015-07-21,59.71894073486328
2015-07-22,60.033721923828125
2015-07-23,61.63252639770508
2015-07-24,60.77928161621094
2015-07-27,59.6360969543457
2015-07-28,59.74378967285156
2015-07-29,61.019508361816406
2015-07-30,60.87866973876953
2015-07-31,61.14376449584961
2015-08-03,61.46685791015625
2015-08-04,61.78163528442383
2015-08-05,61.69881820678711
2015-08-06,61.21003723144531
2015-08-07,60.00059127807617
2015-08-10,61.002952575683594
2015-08-11,60.09999465942383
2015-08-12,59.967464447021484
2015-08-13,59.81006622314453
2015-08-14,60.24081802368164
2015-08-17,60.94495391845703
2015-08-18,60.8869743347168
2015-08-19,60.8372802734375
2015-08-20,58.79942321777344
2015-08-21,58.13670349121094
2015-08-24,55.75921630859375
2015-08-25,54.1024284362793
2015-08-26,56.09055709838867
2015-08-27,57.2254524230957
2015-08-28,57.06808090209961
2015-08-31,56.16511917114258
2015-09-01,54.42549514770508
2015-09-02,55.13792037963867
2015-09-03,55.444419860839844
2015-09-04,53.98645782470703
2015-09-08,54.92254638671875
2015-09-09,54.3426513671875
2015-09-10,54.22669219970703
2015-09-11,54.359230041503906
2015-09-14,54.740299224853516
2015-09-15,55.253883361816406
2015-09-16,56.26451873779297
2015-09-17,56.46334457397461
2015-09-18,55.419559478759766
2015-09-21,55.75092697143555
2015-09-22,54.76513671875
2015-09-23,54.72372817993164
2015-09-24,54.2763786315918
2015-09-25,53.356868743896484
2015-09-28,50.12612533569336
2015-09-29,50.28350830078125
2015-09-30,50.92139434814453
2015-10-01,51.01251983642578
2015-10-02,52.35450744628906
2015-10-05,53.063011169433594
2015-10-06,51.329254150390625
2015-10-07,52.246150970458984
2015-10-08,52.512874603271484
2015-10-09,52.72959899902344
2015-10-12,52.81294631958008
2015-10-13,52.512874603271484
2015-10-14,51.59598159790039
2015-10-15,53.40475845336914
2015-10-16,54.48002624511719
2015-10-19,54.730098724365234
2015-10-20,54.446693420410156
2015-10-21,54.21330261230469
2015-10-22,51.92107391357422
2015-10-23,54.04658889770508
2015-10-26,53.72150421142578
2015-10-27,54.088260650634766
2015-10-28,55.255218505859375
2015-10-29,55.696990966796875
2015-10-30,56.638877868652344
2015-11-02,57.730831146240234
2015-11-03,57.5224609375
2015-11-04,57.61412048339844
2015-11-05,57.22236633300781
2015-11-06,56.847267150878906
2015-11-09,56.46384811401367
2015-11-10,57.038978576660156
2015-11-11,56.01372528076172
2015-11-12,55.321903228759766
2015-11-13,56.01372528076172
2015-11-16,56.27214813232422
2015-11-17,56.71390914916992
2015-11-18,57.58911895751953
2015-11-19,56.555538177490234
2015-11-20,56.638877868652344
2015-11-23,57.16401672363281
2015-11-24,56.88895797729492
2015-11-25,57.122344970703125
2015-11-27,57.314064025878906
2015-11-30,56.947296142578125
2015-12-01,57.60578536987305
2015-12-02,57.255714416503906
2015-12-03,55.18852615356445
2015-12-04,57.155677795410156
2015-12-07,57.37240982055664
2015-12-08,57.03065490722656
2015-12-09,56.71390914916992
2015-12-10,56.83893585205078
2015-12-11,56.24712371826172
2015-12-14,56.230464935302734
2015-12-15,57.16401672363281
2015-12-16,57.314064025878906
2015-12-17,57.389068603515625
2015-12-18,57.914207458496094
2015-12-21,59.23954391479492
2015-12-22,59.48958969116211
2015-12-23,59.789676666259766
2015-12-24,59.52293395996094
2015-12-28,59.68130874633789
2015-12-29,60.10640335083008
2015-12-30,59.79799270629883
2015-12-31,59.297874450683594
2016-01-04,58.981136322021484
2016-01-05,58.997806549072266
2016-01-06,58.08090591430664
2016-01-07,56.805580139160156
2016-01-08,56.51223373413086
2016-01-11,56.9481086730957
2016-01-12,57.199554443359375
2016-01-13,55.891963958740234
2016-01-14,56.07636642456055
2016-01-15,55.12916564941406
2016-01-19,54.88609313964844
2016-01-20,54.48374557495117
2016-01-21,54.274200439453125
2016-01-22,55.27167510986328
2016-01-25,54.96153259277344
2016-01-26,55.51474380493164
2016-01-27,55.112422943115234
2016-01-28,53.77128219604492
2016-01-29,55.045352935791016
2016-02-01,55.20461654663086
2016-02-02,53.620399475097656
2016-02-03,53.66230010986328
2016-02-04,53.53657150268555
2016-02-05,52.01103591918945
2016-02-08,50.74533462524414
2016-02-09,50.75371170043945
2016-02-10,52.069698333740234
2016-02-11,51.38237380981445
2016-02-12,51.885292053222656
2016-02-16,52.99173355102539
2016-02-17,54.12331771850586
2016-02-18,55.36387252807617
2016-02-19,55.58180618286133
2016-02-22,55.90870666503906
2016-02-23,55.43931579589844
2016-02-24,55.38064193725586
2016-02-25,55.92548751831055
2016-02-26,56.34457778930664
2016-02-29,55.766212463378906
2016-03-01,57.40072250366211
2016-03-02,56.939727783203125
2016-03-03,58.431758880615234
2016-03-04,58.10483169555664
2016-03-07,58.35629653930664
2016-03-08,57.35881423950195
2016-03-09,57.509708404541016
2016-03-10,57.02354049682617
2016-03-11,59.27833557128906
2016-03-14,58.54908752441406
2016-03-15,58.08806610107422
2016-03-16,58.40658187866211
2016-03-17,57.90365982055664
2016-03-18,58.767024993896484
2016-03-21,58.691558837890625
2016-03-22,58.57421112060547
2016-03-23,58.800540924072266
2016-03-24,58.498783111572266
2016-03-28,59.0101203918457
2016-03-29,59.915374755859375
2016-03-30,60.56917190551758
2016-03-31,59.890228271484375
2016-04-01,60.82899856567383
2016-04-04,60.74472427368164
2016-04-05,60.2053108215332
2016-04-06,61.66343688964844
2016-04-07,60.668880462646484
2016-04-08,60.98073959350586
2016-04-11,61.23360061645508
2016-04-12,61.402156829833984
2016-04-13,61.71401596069336
2016-04-14,62.32931900024414
2016-04-15,62.75072479248047
2016-04-18,63.003578186035156
2016-04-19,62.683311462402344
2016-04-20,62.97829055786133
2016-04-21,63.214298248291016
2016-04-22,63.46714782714844
2016-04-25,63.517723083496094
2016-04-26,63.80428695678711
2016-04-27,63.8211555480957
2016-04-28,63.49243927001953
2016-04-29,63.35757064819336
2016-05-02,63.34073257446289
2016-05-03,63.07945251464844
2016-05-04,63.20586395263672
2016-05-05,63.64418029785156
2016-05-06,63.871707916259766
2016-05-09,64.5123291015625
2016-05-10,64.3184585571289
2016-05-11,64.25102233886719
2016-05-12,63.8211555480957
2016-05-13,64.01502990722656
2016-05-16,64.73145294189453
2016-05-17,64.20046997070312
2016-05-18,64.67243194580078
2016-05-19,64.1920394897461
2016-05-20,64.49545288085938
2016-05-23,64.14143371582031
2016-05-24,65.4225845336914
2016-05-25,65.21188354492188
2016-05-26,65.10230255126953
2016-05-27,65.07701873779297
2016-05-31,65.04330444335938
2016-06-01,65.13601684570312
2016-06-02,65.92831420898438
2016-06-03,65.12760925292969
2016-06-06,65.54901123046875
2016-06-07,65.87773132324219
2016-06-08,66.46772766113281
2016-06-09,66.37501525878906
2016-06-10,65.27928161621094
2016-06-13,64.46175384521484
2016-06-14,65.25401306152344
2016-06-15,64.57975006103516
2016-06-16,64.98429870605469
2016-06-17,63.82957077026367
2016-06-20,65.60800170898438
2016-06-21,65.63330841064453
2016-06-22,67.08302307128906
2016-06-23,67.87531280517578
2016-06-24,66.50144958496094
2016-06-27,65.38887786865234
2016-06-28,65.94515228271484
2016-06-29,67.55500793457031
2016-06-30,68.61701965332031
2016-07-01,68.81183624267578
2016-07-05,68.66783905029297
2016-07-06,68.76949310302734
2016-07-07,68.80335998535156
2016-07-08,69.65037536621094
2016-07-11,70.15011596679688
2016-07-12,70.3110580444336
2016-07-13,70.38729095458984
2016-07-14,70.77691650390625
2016-07-15,70.55670928955078
2016-07-18,70.33646392822266
2016-07-19,70.42964172363281
2016-07-20,70.77691650390625
2016-07-21,71.16653442382812
2016-07-22,71.99662017822266
2016-07-25,71.53076171875
2016-07-26,71.92884826660156
2016-07-27,71.41217803955078
2016-07-28,72.25920104980469
2016-07-29,73.14859771728516
2016-08-01,73.04692077636719
2016-08-02,72.19992065429688
2016-08-03,72.54720306396484
2016-08-04,72.67423248291016
2016-08-05,72.57257843017578
2016-08-08,71.93732452392578
2016-08-09,72.43706512451172
2016-08-10,72.30155181884766
2016-08-11,72.89445495605469
2016-08-12,72.66576385498047
2016-08-15,72.57257843017578
2016-08-16,72.20838165283203
2016-08-17,71.73403930664062
2016-08-18,72.14907836914062
2016-08-19,71.92040252685547
2016-08-22,72.08131408691406
2016-08-23,71.55615234375
2016-08-24,70.68373107910156
2016-08-25,70.44657135009766
2016-08-26,70.28565216064453
2016-08-29,71.42914581298828
2016-08-30,70.75997924804688
2016-08-31,70.15011596679688
2016-09-01,69.76050567626953
2016-09-02,70.33646392822266
2016-09-06,70.59058380126953
2016-09-07,71.36982727050781
2016-09-08,71.25971984863281
2016-09-09,68.54077911376953
2016-09-12,69.68425750732422
2016-09-13,69.7181396484375
2016-09-14,69.53177642822266
2016-09-15,70.34494018554688
2016-09-16,70.51434326171875
2016-09-19,70.53974914550781
2016-09-20,70.38729095458984
2016-09-21,71.87803649902344
2016-09-22,72.61495208740234
2016-09-23,72.36930084228516
2016-09-26,71.66629028320312
2016-09-27,71.89498138427734
2016-09-28,71.94579315185547
2016-09-29,70.76844024658203
2016-09-30,72.02806854248047
2016-10-03,71.55145263671875
2016-10-04,71.22802734375
2016-10-05,71.53443145751953
2016-10-06,71.6876449584961
2016-10-07,72.12168884277344
2016-10-10,72.1982650756836
2016-10-11,70.90459442138672
2016-10-12,70.83653259277344
2016-10-13,70.91311645507812
2016-10-14,70.78546142578125
2016-10-17,70.67481994628906
2016-10-18,71.23656463623047
2016-10-19,70.62377166748047
2016-10-20,71.97699737548828
2016-10-21,71.22802734375
2016-10-24,71.21100616455078
2016-10-25,70.78546142578125
2016-10-26,68.21516418457031
2016-10-27,68.02793884277344
2016-10-28,68.46199035644531
2016-10-31,69.31307983398438
2016-11-01,68.53857421875
2016-11-02,68.92160034179688
2016-11-03,69.19391632080078
2016-11-04,69.1258316040039
2016-11-07,70.18970489501953
2016-11-08,71.08333587646484
2016-11-09,68.4449462890625
2016-11-10,69.3726577758789
2016-11-11,69.33009338378906
2016-11-14,72.42807006835938
2016-11-15,72.51319122314453
2016-11-16,72.07911682128906
2016-11-17,73.01532745361328
2016-11-18,72.80255126953125
2016-11-21,74.29197692871094
2016-11-22,73.73876953125
2016-11-23,74.7430419921875
2016-11-25,75.16859436035156
2016-11-28,75.09202575683594
2016-11-29,75.53457641601562
2016-11-30,74.4366455078125
2016-12-01,74.42813110351562
2016-12-02,74.89624786376953
2016-12-05,75.16859436035156
2016-12-06,75.46647644042969
2016-12-07,75.5005111694336
2016-12-08,76.32611083984375
2016-12-09,77.5687026977539
2016-12-12,78.05379486083984
2016-12-13,78.25807189941406
2016-12-14,77.4920883178711
2016-12-15,78.28361511230469
2016-12-16,78.56446838378906
2016-12-19,78.62403869628906
2016-12-20,78.81128692626953
2016-12-21,78.33467102050781
2016-12-22,78.13890838623047
2016-12-23,78.64958190917969
2016-12-27,78.73467254638672
2016-12-28,78.09635925292969
2016-12-29,78.18998718261719
2016-12-30,78.21552276611328
2017-01-03,78.6836166381836
2017-01-04,79.21131134033203
2017-01-05,78.88787078857422
2017-01-06,78.69972229003906
2017-01-09,79.05036926269531
2017-01-10,79.5378646850586
2017-01-11,79.76878356933594
2017-01-12,79.64051055908203
2017-01-13,79.28128814697266
2017-01-17,78.90499877929688
2017-01-18,79.50364685058594
2017-01-19,78.28067016601562
2017-01-20,77.82738494873047
2017-01-23,77.88726043701172
2017-01-24,78.11815643310547
2017-01-25,78.57996368408203
2017-01-26,79.44378662109375
2017-01-27,79.29840087890625
2017-01-30,77.43397521972656
2017-01-31,78.61418151855469
2017-02-01,79.15299987792969
2017-02-02,79.09313201904297
2017-02-03,79.80299377441406
2017-02-06,79.3497085571289
2017-02-07,79.21287536621094
2017-02-08,79.58061218261719
2017-02-09,80.19641876220703
2017-02-10,80.01679992675781
2017-02-13,80.35889434814453
2017-02-14,80.91481018066406
2017-02-15,81.58190155029297
2017-02-16,81.50492858886719
2017-02-17,81.79570007324219
2017-02-21,81.992431640625
2017-02-22,81.76150512695312
2017-02-23,81.77007293701172
2017-02-24,83.22399139404297
2017-02-27,83.36082458496094
2017-02-28,83.33515930175781
2017-03-01,84.15619659423828
2017-03-02,84.04501342773438
2017-03-03,84.25883483886719
2017-03-06,84.13054656982422
2017-03-07,83.95950317382812
2017-03-08,83.74569702148438
2017-03-09,83.98514556884766
2017-03-10,84.48119354248047
2017-03-13,84.48974609375
2017-03-14,84.37854766845703
2017-03-15,85.3022232055664
2017-03-16,84.42987060546875
2017-03-17,84.72066497802734
2017-03-20,84.81472778320312
2017-03-21,84.18185424804688
2017-03-22,84.30158233642578
2017-03-23,84.04501342773438
2017-03-24,84.41277313232422
2017-03-27,84.3614730834961
2017-03-28,84.5324935913086
2017-03-29,84.00225830078125
2017-03-30,84.13054656982422
2017-03-31,83.97662353515625
2017-04-03,84.20857238769531
2017-04-04,83.87350463867188
2017-04-05,84.10546875
2017-04-06,84.07969665527344
2017-04-07,84.07110595703125
2017-04-10,84.38041687011719
2017-04-11,84.39759826660156
2017-04-12,84.3030776977539
2017-04-13,83.55561828613281
2017-04-17,84.00235748291016
2017-04-18,83.43531036376953
2017-04-19,84.29450988769531
2017-04-20,89.38087463378906
2017-04-21,88.75362396240234
2017-04-24,89.43241119384766
2017-04-25,90.9617691040039
2017-04-26,90.86724090576172
2017-04-27,90.91020202636719
2017-04-28,90.65245819091797
2017-05-01,91.30542755126953
2017-05-02,91.76079559326172
2017-05-03,91.7092514038086
2017-05-04,92.12167358398438
2017-05-05,92.00994873046875
2017-05-08,92.09589385986328
2017-05-09,92.1732177734375
2017-05-10,92.6629409790039
2017-05-11,92.2848892211914
2017-05-12,91.47724914550781
2017-05-15,92.43954467773438
2017-05-16,91.40853881835938
2017-05-17,90.31739044189453
2017-05-18,90.77275085449219
2017-05-19,90.97893524169922
2017-05-22,91.54598236083984
2017-05-23,91.51164245605469
2017-05-24,91.53741455078125
2017-05-25,92.9120864868164
2017-05-26,92.7746353149414
2017-05-30,92.69730377197266
2017-05-31,93.45337677001953
2017-06-01,94.26960754394531
2017-06-02,94.4586181640625
2017-06-05,93.943115234375
2017-06-06,93.77129364013672
2017-06-07,93.59086608886719
2017-06-08,93.06676483154297
2017-06-09,93.14408111572266
2017-06-12,92.31067657470703
2017-06-13,93.1612548828125
2017-06-14,92.13025665283203
2017-06-15,92.55982208251953
2017-06-16,92.50827026367188
2017-06-19,92.9120864868164
2017-06-20,93.08394622802734
2017-06-21,93.67677307128906
2017-06-22,94.13214874267578
2017-06-23,94.2524185180664
2017-06-26,94.55315399169922
2017-06-27,94.05481719970703
2017-06-28,95.46390533447266
2017-06-29,94.97413635253906
2017-06-30,95.50685119628906
2017-07-03,95.07726287841797
2017-07-05,95.1889419555664
2017-07-06,94.04158020019531
2017-07-07,94.66271209716797
2017-07-10,93.67923736572266
2017-07-11,93.65335845947266
2017-07-12,93.94667053222656
2017-07-13,93.74824523925781
2017-07-14,94.05882263183594
2017-07-17,94.60234069824219
2017-07-18,94.5591812133789
2017-07-19,94.83524322509766
2017-07-20,94.59368896484375
2017-07-21,94.3694076538086
2017-07-24,94.41252899169922
2017-07-25,93.32552337646484
2017-07-26,93.36005401611328
2017-07-27,94.0243148803711
2017-07-28,94.47290802001953
2017-07-31,93.43768310546875
2017-08-01,93.46354675292969
2017-08-02,93.14437866210938
2017-08-03,92.79067993164062
2017-08-04,92.28169250488281
2017-08-07,92.07466888427734
2017-08-08,91.62602996826172
2017-08-09,91.876220703125
2017-08-10,91.10842895507812
2017-08-11,91.53113555908203
2017-08-14,91.84171295166016
2017-08-15,91.96249389648438
2017-08-16,92.0918960571289
2017-08-17,90.90139770507812
2017-08-18,90.47004699707031
2017-08-21,90.58219909667969
2017-08-22,92.16954040527344
2017-08-23,92.08326721191406
2017-08-24,91.9366226196289
2017-08-25,92.32481384277344
2017-08-28,92.34209442138672
2017-08-29,92.12639617919922
2017-08-30,92.53187561035156
2017-08-31,93.47220611572266
2017-09-01,93.31690979003906
2017-09-05,92.66989135742188
2017-09-06,92.53187561035156
2017-09-07,92.55775451660156
2017-09-08,92.77342224121094
2017-09-11,93.36868286132812
2017-09-12,92.7647933959961
2017-09-13,92.21267700195312
2017-09-14,91.09980010986328
