,PFE
2015-10-21,21.941295623779297
2015-10-22,21.85604476928711
2015-10-23,22.328187942504883
2015-10-26,22.400320053100586
2015-10-27,22.94458770751953
2015-10-28,23.24622917175293
2015-10-29,22.800317764282227
2015-10-30,22.177364349365234
2015-11-02,22.990488052368164
2015-11-03,22.931468963623047
2015-11-04,22.567901611328125
2015-11-05,22.57451057434082
2015-11-06,22.4290828704834
2015-11-09,22.24399185180664
2015-11-10,22.336536407470703
2015-11-11,22.30348777770996
2015-11-12,22.072120666503906
2015-11-13,21.99279022216797
2015-11-16,21.920085906982422
2015-11-17,21.728382110595703
2015-11-18,22.01923942565918
2015-11-19,21.344972610473633
2015-11-20,21.272268295288086
2015-11-23,20.710384368896484
2015-11-24,21.133440017700195
2015-11-25,21.728382110595703
2015-11-27,21.675495147705078
2015-11-30,21.662277221679688
2015-12-01,22.22416114807129
2015-12-02,21.748210906982422
2015-12-03,21.41107940673828
2015-12-04,21.682106018066406
2015-12-07,21.589567184448242
2015-12-08,21.503631591796875
2015-12-09,21.344972610473633
2015-12-10,21.391254425048828
2015-12-11,21.19293975830078
2015-12-14,21.272268295288086
2015-12-15,21.32514762878418
2015-12-16,21.536680221557617
2015-12-17,21.371417999267578
2015-12-18,21.146663665771484
2015-12-21,21.457355499267578
2015-12-22,21.49701690673828
2015-12-23,21.523462295532227
2015-12-24,21.563127517700195
2015-12-28,21.430910110473633
2015-12-29,21.701940536499023
2015-12-30,21.649057388305664
2015-12-31,21.338367462158203
2016-01-04,21.120223999023438
2016-01-05,21.272268295288086
2016-01-06,20.895475387573242
2016-01-07,20.756654739379883
2016-01-08,20.492231369018555
2016-01-11,20.538509368896484
2016-01-12,20.492231369018555
2016-01-13,20.07578468322754
2016-01-14,20.564945220947266
2016-01-15,20.36663818359375
2016-01-19,20.28731918334961
2016-01-20,20.267478942871094
2016-01-21,20.214597702026367
2016-01-22,20.300535202026367
2016-01-25,20.161710739135742
2016-01-26,20.274093627929688
2016-01-27,20.174936294555664
2016-01-28,19.963401794433594
2016-01-29,20.155107498168945
2016-02-01,19.943572998046875
2016-02-02,19.923748016357422
2016-02-03,19.810239791870117
2016-02-04,19.362890243530273
2016-02-05,19.382917404174805
2016-02-08,19.069101333618164
2016-02-09,19.429655075073242
2016-02-10,19.69005584716797
2016-02-11,19.449684143066406
2016-02-12,19.603254318237305
2016-02-16,19.903715133666992
2016-02-17,19.78352928161621
2016-02-18,19.730112075805664
2016-02-19,19.69005584716797
2016-02-22,20.063953399658203
2016-02-23,20.003864288330078
2016-02-24,20.043926239013672
2016-02-25,20.42450714111328
2016-02-26,20.184141159057617
2016-02-29,19.810239791870117
2016-03-01,20.057279586791992
2016-03-02,20.0172176361084
2016-03-03,19.957124710083008
2016-03-04,19.836938858032227
2016-03-07,19.890356063842773
2016-03-08,19.603254318237305
2016-03-09,19.85697364807129
2016-03-10,19.756820678710938
2016-03-11,20.364410400390625
2016-03-14,20.09734344482422
2016-03-15,19.72343635559082
2016-03-16,19.38959503173828
2016-03-17,19.589900970458984
2016-03-18,19.663349151611328
2016-03-21,20.07731056213379
2016-03-22,20.284292221069336
2016-03-23,20.157434463500977
2016-03-24,20.083984375
2016-03-28,19.883682250976562
2016-03-29,20.063953399658203
2016-03-30,20.07731056213379
2016-03-31,19.790212631225586
2016-04-01,20.057279586791992
2016-04-04,20.511302947998047
2016-04-05,20.938623428344727
2016-04-06,21.986892700195312
2016-04-07,21.87338638305664
2016-04-08,21.699783325195312
2016-04-11,21.292499542236328
2016-04-12,21.339229583740234
2016-04-13,21.72649574279785
2016-04-14,21.79994010925293
2016-04-15,21.699783325195312
2016-04-18,21.773229598999023
2016-04-19,21.960180282592773
2016-04-20,22.187196731567383
2016-04-21,22.19386863708496
2016-04-22,22.213897705078125
2016-04-25,22.17384147644043
2016-04-26,22.0670108795166
2016-04-27,22.033626556396484
2016-04-28,21.973539352416992
2016-04-29,21.84000587463379
2016-05-02,21.90009117126465
2016-05-03,22.50101089477539
2016-05-04,22.30069923400879
2016-05-05,22.41420555114746
2016-05-06,22.420888900756836
2016-05-09,22.581130981445312
2016-05-10,22.567779541015625
2016-05-11,22.33873748779297
2016-05-12,22.35894203186035
2016-05-13,22.35894203186035
2016-05-16,22.486936569213867
2016-05-17,22.251161575317383
2016-05-18,22.34546661376953
2016-05-19,22.486936569213867
2016-05-20,22.729459762573242
2016-05-23,22.682296752929688
2016-05-24,22.971969604492188
2016-05-25,23.140396118164062
2016-05-26,23.194286346435547
2016-05-27,23.31554412841797
2016-05-31,23.376176834106445
2016-06-01,23.409854888916016
2016-06-02,23.490697860717773
2016-06-03,23.36943244934082
2016-06-06,23.53112030029297
2016-06-07,23.470491409301758
2016-06-08,23.746692657470703
2016-06-09,23.787109375
2016-06-10,23.773637771606445
2016-06-13,23.403121948242188
2016-06-14,23.571531295776367
2016-06-15,23.436809539794922
2016-06-16,23.409854888916016
2016-06-17,23.052810668945312
2016-06-20,23.241439819335938
2016-06-21,23.409854888916016
2016-06-22,23.22123146057129
2016-06-23,23.302078247070312
2016-06-24,22.8844051361084
2016-06-27,22.769880294799805
2016-06-28,23.20102310180664
2016-06-29,23.585010528564453
2016-06-30,23.71974754333496
2016-07-01,23.962263107299805
2016-07-05,24.12393569946289
2016-07-06,24.15762710571289
2016-07-07,24.096996307373047
2016-07-08,24.332778930664062
2016-07-11,24.35298728942871
2016-07-12,24.413618087768555
2016-07-13,24.46077537536621
2016-07-14,24.8717098236084
2016-07-15,24.770666122436523
2016-07-18,24.683086395263672
2016-07-19,24.683086395263672
2016-07-20,24.71002769470215
2016-07-21,24.730247497558594
2016-07-22,24.75045394897461
2016-07-25,24.77740478515625
2016-07-26,24.811084747314453
2016-07-27,24.824548721313477
2016-07-28,24.703298568725586
2016-07-29,24.851505279541016
2016-08-01,25.13443946838379
2016-08-02,24.514667510986328
2016-08-03,23.97125244140625
2016-08-04,23.876155853271484
2016-08-05,24.073144912719727
2016-08-08,23.72671890258789
2016-08-09,23.828609466552734
2016-08-10,23.86257553100586
2016-08-11,23.876155853271484
2016-08-12,23.76068115234375
2016-08-15,23.848987579345703
2016-08-16,23.631628036499023
2016-08-17,23.869367599487305
2016-08-18,23.903329849243164
2016-08-19,23.76068115234375
2016-08-22,23.665590286254883
2016-08-23,23.835407257080078
2016-08-24,23.65199851989746
2016-08-25,23.618038177490234
2016-08-26,23.65199851989746
2016-08-29,23.848987579345703
2016-08-30,23.6927547454834
2016-08-31,23.638418197631836
2016-09-01,23.556903839111328
2016-09-02,23.618038177490234
2016-09-06,23.618038177490234
2016-09-07,23.665590286254883
2016-09-08,23.584077835083008
2016-09-09,23.162933349609375
2016-09-12,23.536529541015625
2016-09-13,23.122177124023438
2016-09-14,23.054248809814453
2016-09-15,23.190095901489258
2016-09-16,23.054248809814453
2016-09-19,22.85725975036621
2016-09-20,22.96595001220703
2016-09-21,23.285198211669922
2016-09-22,23.1968936920166
2016-09-23,23.27161407470703
2016-09-26,22.850465774536133
2016-09-27,22.979530334472656
2016-09-28,23.088212966918945
2016-09-29,22.633100509643555
2016-09-30,23.006698608398438
2016-10-03,22.877639770507812
2016-10-04,22.904813766479492
2016-10-05,23.027082443237305
2016-10-06,22.85725975036621
2016-10-07,22.796131134033203
2016-10-10,22.830089569091797
2016-10-11,22.504045486450195
2016-10-12,22.463289260864258
2016-10-13,22.252717971801758
2016-10-14,22.18479347229004
2016-10-17,22.07611083984375
2016-10-18,22.205169677734375
2016-10-19,22.14403533935547
2016-10-20,22.103281021118164
2016-10-21,21.858739852905273
2016-10-24,21.824783325195312
2016-10-25,21.926671981811523
2016-10-26,22.00818634033203
2016-10-27,22.062524795532227
2016-10-28,21.688926696777344
2016-10-31,21.539485931396484
2016-11-01,21.104755401611328
2016-11-02,20.80588722229004
2016-11-03,20.303226470947266
2016-11-04,20.377944946289062
2016-11-07,20.636066436767578
2016-11-08,20.58118438720703
2016-11-09,22.035587310791016
2016-11-10,22.975461959838867
2016-11-11,22.35802459716797
2016-11-14,22.213960647583008
2016-11-15,22.111053466796875
2016-11-16,21.925825119018555
2016-11-17,21.76803207397461
2016-11-18,21.596521377563477
2016-11-21,21.658266067504883
2016-11-22,21.493610382080078
2016-11-23,21.55535888671875
2016-11-25,21.740591049194336
2016-11-28,21.63768196105957
2016-11-29,21.89838218688965
2016-11-30,22.049306869506836
2016-12-01,21.582801818847656
2016-12-02,21.699432373046875
2016-12-05,21.67198944091797
2016-12-06,21.651399612426758
2016-12-07,21.397571563720703
2016-12-08,21.22606086730957
2016-12-09,21.747451782226562
2016-12-12,22.227678298950195
2016-12-13,22.522672653198242
2016-12-14,22.51581573486328
2016-12-15,22.467790603637695
2016-12-16,22.529539108276367
2016-12-19,22.522672653198242
2016-12-20,22.536396026611328
2016-12-21,22.227678298950195
2016-12-22,22.1865177154541
2016-12-23,22.282560348510742
2016-12-27,22.31686782836914
2016-12-28,22.193378448486328
2016-12-29,22.289419174194336
2016-12-30,22.282560348510742
2017-01-03,22.639299392700195
2017-01-04,22.838254928588867
2017-01-05,23.057785034179688
2017-01-06,22.968599319458008
2017-01-09,22.96173858642578
2017-01-10,22.941160202026367
2017-01-11,22.522672653198242
2017-01-12,22.36488151550293
2017-01-13,22.309999465942383
2017-01-17,21.99442481994629
2017-01-18,21.97384262084961
2017-01-19,21.747451782226562
2017-01-20,21.795473098754883
2017-01-23,21.582801818847656
2017-01-24,21.370132446289062
2017-01-25,21.466175079345703
2017-01-26,21.459312438964844
2017-01-27,21.55535888671875
2017-01-30,21.47989273071289
2017-01-31,21.76803207397461
2017-02-01,21.94822120666504
2017-02-02,21.98980140686035
2017-02-03,22.239295959472656
2017-02-06,22.336318969726562
2017-02-07,22.23236656188965
2017-02-08,22.273942947387695
2017-02-09,22.44026756286621
2017-02-10,22.419479370117188
2017-02-13,22.599668502807617
2017-02-14,22.69668960571289
2017-02-15,23.223390579223633
2017-02-16,23.299631118774414
2017-02-17,23.299631118774414
2017-02-21,23.299631118774414
2017-02-22,23.27883529663086
2017-02-23,23.604562759399414
2017-02-24,23.7431640625
2017-02-27,23.75702667236328
2017-02-28,23.646142959594727
2017-03-01,23.854049682617188
2017-03-02,23.91642189025879
2017-03-03,23.923351287841797
2017-03-06,23.805538177490234
2017-03-07,23.556049346923828
2017-03-08,23.500598907470703
2017-03-09,23.59762954711914
2017-03-10,23.639209747314453
2017-03-13,23.639209747314453
2017-03-14,23.71544075012207
2017-03-15,23.99958038330078
2017-03-16,23.860980987548828
2017-03-17,23.78474235534668
2017-03-20,23.826326370239258
2017-03-21,23.736234664916992
2017-03-22,23.888700485229492
2017-03-23,23.763952255249023
2017-03-24,23.56297492980957
2017-03-27,23.68772315979004
2017-03-28,23.673864364624023
2017-03-29,23.79167938232422
2017-03-30,23.805538177490234
2017-03-31,23.70851707458496
2017-04-03,23.72930145263672
2017-04-04,23.798606872558594
2017-04-05,23.694656372070312
2017-04-06,23.639209747314453
2017-04-07,23.632278442382812
2017-04-10,23.5906982421875
2017-04-11,23.51446533203125
2017-04-12,23.50753402709961
2017-04-13,23.479814529418945
2017-04-17,23.56297492980957
2017-04-18,23.452096939086914
2017-04-19,23.292694091796875
2017-04-20,23.38279151916504
2017-04-21,23.3134822845459
2017-04-24,23.38279151916504
2017-04-25,23.396650314331055
2017-04-26,23.459022521972656
2017-04-27,23.4659481048584
2017-04-28,23.50753402709961
2017-05-01,23.41051483154297
2017-05-02,23.292694091796875
2017-05-03,23.19567108154297
2017-05-04,23.181812286376953
2017-05-05,23.20260238647461
2017-05-08,23.181812286376953
2017-05-09,23.133298873901367
2017-05-10,23.112306594848633
2017-05-11,23.11930274963379
2017-05-12,23.098316192626953
2017-05-15,23.175283432006836
2017-05-16,22.811412811279297
2017-05-17,22.552520751953125
2017-05-18,22.545516967773438
2017-05-19,22.713459014892578
2017-05-22,22.47554588317871
2017-05-23,22.489540100097656
2017-05-24,22.42656707763672
2017-05-25,22.5035343170166
2017-05-26,22.489540100097656
2017-05-30,22.482545852661133
2017-05-31,22.846403121948242
2017-06-01,22.888395309448242
2017-06-02,22.769437789916992
2017-06-05,22.636486053466797
2017-06-06,22.44055938720703
2017-06-07,22.39158058166504
2017-06-08,22.216644287109375
2017-06-09,22.930374145507812
2017-06-12,22.88139533996582
2017-06-13,22.79742431640625
2017-06-14,22.874401092529297
2017-06-15,22.95836639404297
2017-06-16,23.070323944091797
2017-06-19,23.24525260925293
2017-06-20,23.48316764831543
2017-06-21,23.70708465576172
2017-06-22,23.833038330078125
2017-06-23,23.910003662109375
2017-06-26,23.819042205810547
2017-06-27,23.630115509033203
2017-06-28,23.616117477416992
2017-06-29,23.532146453857422
2017-06-30,23.504159927368164
2017-07-03,23.665103912353516
2017-07-05,23.539142608642578
2017-07-06,23.24525260925293
2017-07-07,23.336223602294922
2017-07-10,23.378204345703125
2017-07-11,23.210269927978516
2017-07-12,23.24525260925293
2017-07-13,23.287240982055664
2017-07-14,23.392202377319336
2017-07-17,23.266252517700195
2017-07-18,23.34322166442871
2017-07-19,23.525156021118164
2017-07-20,23.46917152404785
2017-07-21,23.427186965942383
2017-07-24,23.31522560119629
2017-07-25,23.16128921508789
2017-07-26,23.014345169067383
2017-07-27,23.091310501098633
2017-07-28,23.19627571105957
2017-07-31,23.203271865844727
2017-08-01,23.147293090820312
2017-08-02,23.260347366333008
2017-08-03,23.620697021484375
2017-08-04,23.769073486328125
2017-08-07,23.535913467407227
2017-08-08,23.51470947265625
2017-08-09,23.634830474853516
2017-08-10,23.613637924194336
2017-08-11,23.49351692199707
2017-08-14,23.535913467407227
2017-08-15,23.585369110107422
2017-08-16,23.571239471435547
2017-08-17,23.281545639038086
2017-08-18,23.083707809448242
2017-08-21,23.14729118347168
2017-08-22,23.4228572845459
2017-08-23,23.486446380615234
2017-08-24,23.479381561279297
2017-08-25,23.592432022094727
2017-08-28,23.64896011352539
2017-08-29,23.67015838623047
2017-08-30,23.634830474853516
2017-08-31,23.966915130615234
2017-09-01,23.995180130004883
2017-09-05,23.882129669189453
2017-09-06,24.016380310058594
2017-09-07,24.016380310058594
2017-09-08,24.094097137451172
2017-09-11,24.249544143676758
2017-09-12,24.9914493560791
2017-09-13,24.772409439086914
2017-09-14,25.245817184448242
