,PGR
2014-04-16,18.675024032592773
2014-04-17,18.65166664123535
2014-04-21,18.55825424194336
2014-04-22,18.495983123779297
2014-04-23,18.441490173339844
2014-04-24,18.636106491088867
2014-04-25,18.519332885742188
2014-04-28,18.675024032592773
2014-04-29,18.729511260986328
2014-04-30,18.877418518066406
2014-05-01,19.445690155029297
2014-05-02,19.30556869506836
2014-05-05,19.352270126342773
2014-05-06,19.134305953979492
2014-05-07,19.157663345336914
2014-05-08,19.16544532775879
2014-05-09,19.181018829345703
2014-05-12,19.336702346801758
2014-05-13,19.484609603881836
2014-05-14,19.803775787353516
2014-05-15,19.702577590942383
2014-05-16,19.74149513244629
2014-05-19,19.72593116760254
2014-05-20,19.57802963256836
2014-05-21,19.67143440246582
2014-05-22,19.58580780029297
2014-05-23,19.539104461669922
2014-05-27,19.507963180541992
2014-05-28,19.663654327392578
2014-05-29,19.593595504760742
2014-05-30,19.484609603881836
2014-06-02,19.391199111938477
2014-06-03,19.37562370300293
2014-06-04,19.391199111938477
2014-06-05,19.52353286743164
2014-06-06,19.65587043762207
2014-06-09,19.593595504760742
2014-06-10,19.45347023010254
2014-06-11,19.593595504760742
2014-06-12,19.609163284301758
2014-06-13,19.6870059967041
2014-06-16,19.850481033325195
2014-06-17,19.850481033325195
2014-06-18,19.94390106201172
2014-06-19,20.161855697631836
2014-06-20,20.068445205688477
2014-06-23,19.94390106201172
2014-06-24,19.819339752197266
2014-06-25,19.71814727783203
2014-06-26,19.624731063842773
2014-06-27,19.663654327392578
2014-06-30,19.74149513244629
2014-07-01,19.834911346435547
2014-07-02,19.624731063842773
2014-07-03,19.58580780029297
2014-07-07,19.53131866455078
2014-07-08,19.593595504760742
2014-07-09,19.609163284301758
2014-07-10,19.08759880065918
2014-07-11,19.017539978027344
2014-07-14,19.001968383789062
2014-07-15,18.994184494018555
2014-07-16,19.025325775146484
2014-07-17,18.807357788085938
2014-07-18,18.807357788085938
2014-07-21,18.86185073852539
2014-07-22,18.822925567626953
2014-07-23,18.78400230407715
2014-07-24,18.931903839111328
2014-07-25,18.830713272094727
2014-07-28,18.807357788085938
2014-07-29,18.55825424194336
2014-07-30,18.43370246887207
2014-07-31,18.246871948242188
2014-08-01,18.075613021850586
2014-08-04,18.231304168701172
2014-08-05,18.17681312561035
2014-08-06,18.231304168701172
2014-08-07,18.169029235839844
2014-08-08,18.457054138183594
2014-08-11,18.441490173339844
2014-08-12,18.527118682861328
2014-08-13,18.838497161865234
2014-08-14,19.06424903869629
2014-08-15,19.118745803833008
2014-08-18,19.2121524810791
2014-08-19,19.22772216796875
2014-08-20,19.235506057739258
2014-08-21,19.42233657836914
2014-08-22,19.297780990600586
2014-08-25,19.45347023010254
2014-08-26,19.43012046813965
2014-08-27,19.406763076782227
2014-08-28,19.391199111938477
2014-08-29,19.476823806762695
2014-09-02,19.58580780029297
2014-09-03,19.507963180541992
2014-09-04,19.49239730834961
2014-09-05,19.570240020751953
2014-09-08,19.43012046813965
2014-09-09,19.414554595947266
2014-09-10,19.398977279663086
2014-09-11,19.49239730834961
2014-09-12,19.507963180541992
2014-09-15,19.593595504760742
2014-09-16,19.624731063842773
2014-09-17,19.624731063842773
2014-09-18,19.82712745666504
2014-09-19,19.710363388061523
2014-09-22,19.702577590942383
2014-09-23,19.63251495361328
2014-09-24,19.764850616455078
2014-09-25,19.702577590942383
2014-09-26,19.819339752197266
2014-09-29,19.842700958251953
2014-09-30,19.679224014282227
2014-10-01,19.60137939453125
2014-10-02,19.733718872070312
2014-10-03,19.967248916625977
2014-10-06,19.928329467773438
2014-10-07,19.64808464050293
2014-10-08,19.967248916625977
2014-10-09,19.67143440246582
2014-10-10,19.46125602722168
2014-10-13,19.3133487701416
2014-10-14,19.34449005126953
2014-10-15,19.08759880065918
2014-10-16,19.017539978027344
2014-10-17,19.274429321289062
2014-10-20,19.360063552856445
2014-10-21,19.858266830444336
2014-10-22,19.72593116760254
2014-10-23,19.795989990234375
2014-10-24,20.138505935668945
2014-10-27,20.32533836364746
2014-10-28,20.449892044067383
2014-10-29,20.14629364013672
2014-10-30,20.23192024230957
2014-10-31,20.55887222290039
2014-11-03,20.621150970458984
2014-11-04,20.78462028503418
2014-11-05,20.924745559692383
2014-11-06,20.940309524536133
2014-11-07,20.909175872802734
2014-11-10,20.95587921142578
2014-11-11,20.823545455932617
2014-11-12,21.018156051635742
2014-11-13,21.158279418945312
2014-11-14,21.002588272094727
2014-11-17,21.002588272094727
2014-11-18,21.173851013183594
2014-11-19,21.103782653808594
2014-11-20,21.103782653808594
2014-11-21,21.290618896484375
2014-11-24,21.27504539489746
2014-11-25,21.18941879272461
2014-11-26,21.204984664916992
2014-11-28,21.204984664916992
2014-12-01,21.09600257873535
2014-12-02,21.22055435180664
2014-12-03,21.181631088256836
2014-12-04,21.18941879272461
2014-12-05,21.22055435180664
2014-12-08,21.236122131347656
2014-12-09,20.88582420349121
2014-12-10,20.831335067749023
2014-12-11,20.901390075683594
2014-12-12,20.543302536010742
2014-12-15,20.426536560058594
2014-12-16,20.04509925842285
2014-12-17,20.37982749938965
2014-12-18,20.831335067749023
2014-12-19,20.675640106201172
2014-12-22,20.815763473510742
2014-12-23,20.99480628967285
2014-12-24,20.95587921142578
2014-12-26,21.02593994140625
2014-12-29,21.111568450927734
2014-12-30,21.18941879272461
2014-12-31,21.0103702545166
2015-01-02,21.049293518066406
2015-01-05,20.815763473510742
2015-01-06,20.55887222290039
2015-01-07,20.987018585205078
2015-01-08,21.407386779785156
2015-01-09,20.95587921142578
2015-01-12,20.660076141357422
2015-01-13,20.628936767578125
2015-01-14,20.263059616088867
2015-01-15,20.449892044067383
2015-01-16,20.527734756469727
2015-01-20,20.488813400268555
2015-01-21,20.387619018554688
2015-01-22,20.776838302612305
2015-01-23,20.621150970458984
2015-01-26,20.916961669921875
2015-01-27,20.776838302612305
2015-01-28,20.652286529541016
2015-01-29,20.74570083618164
2015-01-30,20.200780868530273
2015-02-02,20.669340133666992
2015-02-03,20.86923599243164
2015-02-04,20.86923599243164
2015-02-05,21.093120574951172
2015-02-06,21.093120574951172
2015-02-09,21.061141967773438
2015-02-10,21.157093048095703
2015-02-11,21.32500457763672
2015-02-12,21.628847122192383
2015-02-13,21.676820755004883
2015-02-17,21.380979537963867
2015-02-18,21.38897132873535
2015-02-19,21.35698699951172
2015-02-20,21.27703094482422
2015-02-23,21.237051010131836
2015-02-24,21.285024642944336
2015-02-25,21.24504852294922
2015-02-26,21.372976303100586
2015-02-27,21.30901336669922
2015-03-02,21.66083526611328
2015-03-03,21.420957565307617
2015-03-04,21.12510871887207
2015-03-05,21.22106170654297
2015-03-06,20.997175216674805
2015-03-09,21.117115020751953
2015-03-10,20.773284912109375
2015-03-11,21.04515266418457
2015-03-12,21.428945541381836
2015-03-13,21.181079864501953
2015-03-16,21.572874069213867
2015-03-17,21.61285400390625
2015-03-18,21.996660232543945
2015-03-19,22.012649536132812
2015-03-20,22.108600616455078
2015-03-23,22.13258171081543
2015-03-24,21.836742401123047
2015-03-25,21.64483642578125
2015-03-26,21.532896041870117
2015-03-27,21.61285400390625
2015-03-30,21.88471221923828
2015-03-31,21.74878692626953
2015-04-01,21.556884765625
2015-04-02,21.460933685302734
2015-04-06,21.5888671875
2015-04-07,21.43694305419922
2015-04-08,21.43694305419922
2015-04-09,21.39697265625
2015-04-10,21.5089054107666
2015-04-13,21.452939987182617
2015-04-14,21.38897132873535
2015-04-15,21.74079132080078
2015-04-16,21.732791900634766
2015-04-17,21.38897132873535
2015-04-20,21.66083526611328
2015-04-21,21.39697265625
2015-04-22,21.35698699951172
2015-04-23,21.43694305419922
2015-04-24,21.476926803588867
2015-04-27,21.25304412841797
2015-04-28,21.380979537963867
2015-04-29,21.22905158996582
2015-04-30,21.31700897216797
2015-05-01,21.564878463745117
2015-05-04,21.700807571411133
2015-05-05,21.66083526611328
2015-05-06,21.452939987182617
2015-05-07,21.548887252807617
2015-05-08,21.700807571411133
2015-05-11,21.6368465423584
2015-05-12,21.564878463745117
2015-05-13,21.5888671875
2015-05-14,21.900714874267578
2015-05-15,21.772769927978516
2015-05-18,21.788768768310547
2015-05-19,21.80475616455078
2015-05-20,21.844736099243164
2015-05-21,21.868728637695312
2015-05-22,21.812747955322266
2015-05-26,21.668827056884766
2015-05-27,21.80475616455078
2015-05-28,21.924694061279297
2015-05-29,21.860729217529297
2015-06-01,21.860729217529297
2015-06-02,21.892709732055664
2015-06-03,22.060625076293945
2015-06-04,21.80475616455078
2015-06-05,21.836742401123047
2015-06-08,21.652835845947266
2015-06-09,21.572874069213867
2015-06-10,22.044635772705078
2015-06-11,22.252527236938477
2015-06-12,22.20454978942871
2015-06-15,22.060625076293945
2015-06-16,22.156578063964844
2015-06-17,22.284513473510742
2015-06-18,22.684309005737305
2015-06-19,22.452421188354492
2015-06-22,22.692298889160156
2015-06-23,22.748273849487305
2015-06-24,22.58035659790039
2015-06-25,22.524391174316406
2015-06-26,22.64432716369629
2015-06-29,22.236534118652344
2015-06-30,22.252527236938477
2015-07-01,22.74027442932129
2015-07-02,22.58035659790039
2015-07-06,22.692298889160156
2015-07-07,23.1480655670166
2015-07-08,22.964160919189453
2015-07-09,23.212038040161133
2015-07-10,23.499879837036133
2015-07-13,23.771739959716797
2015-07-14,23.81171989440918
2015-07-15,23.995630264282227
2015-07-16,24.131561279296875
2015-07-17,25.011104583740234
2015-07-20,24.595319747924805
2015-07-21,24.403419494628906
2015-07-22,24.483379364013672
2015-07-23,24.43539810180664
2015-07-24,24.395418167114258
2015-07-27,24.36343765258789
2015-07-28,24.331457138061523
2015-07-29,24.299467086791992
2015-07-30,24.37942886352539
2015-07-31,24.38742446899414
2015-08-03,24.483379364013672
2015-08-04,24.419408798217773
2015-08-05,24.579330444335938
2015-08-06,24.37942886352539
2015-08-07,24.44339942932129
2015-08-10,24.707258224487305
2015-08-11,24.73124885559082
2015-08-12,24.66728401184082
2015-08-13,24.787221908569336
2015-08-14,24.81120491027832
2015-08-17,24.9791202545166
2015-08-18,24.939144134521484
2015-08-19,25.147035598754883
2015-08-20,24.691268920898438
2015-08-21,23.955650329589844
2015-08-24,22.98015022277832
2015-08-25,22.828229904174805
2015-08-26,23.595836639404297
2015-08-27,24.187530517578125
2015-08-28,24.02760887145996
2015-08-31,23.955650329589844
2015-09-01,23.379947662353516
2015-09-02,23.72376823425293
2015-09-03,23.851699829101562
2015-09-04,23.5638484954834
2015-09-08,24.043609619140625
2015-09-09,23.73175621032715
2015-09-10,23.97163963317871
2015-09-11,24.171537399291992
2015-09-14,24.131561279296875
2015-09-15,24.451391220092773
2015-09-16,24.77122688293457
2015-09-17,25.059078216552734
2015-09-18,24.483379364013672
2015-09-21,24.72325325012207
2015-09-22,24.515361785888672
2015-09-23,24.531352996826172
2015-09-24,24.475379943847656
2015-09-25,24.52335548400879
2015-09-28,24.211517333984375
2015-09-29,24.339452743530273
2015-09-30,24.499366760253906
2015-10-01,24.52335548400879
2015-10-02,24.83519744873047
2015-10-05,25.099058151245117
2015-10-06,25.051082611083984
2015-10-07,25.28296661376953
2015-10-08,25.690753936767578
2015-10-09,25.65077018737793
2015-10-12,25.802696228027344
2015-10-13,25.658769607543945
2015-10-14,25.234989166259766
2015-10-15,25.450876235961914
2015-10-16,26.00259017944336
2015-10-19,26.130523681640625
2015-10-20,26.338420867919922
2015-10-21,26.130523681640625
2015-10-22,26.42637062072754
2015-10-23,26.42637062072754
2015-10-26,26.562305450439453
2015-10-27,26.530317306518555
2015-10-28,26.866153717041016
2015-10-29,26.898130416870117
2015-10-30,26.490339279174805
2015-11-02,26.890132904052734
2015-11-03,26.69023895263672
2015-11-04,26.506332397460938
2015-11-05,25.890649795532227
2015-11-06,25.594806671142578
2015-11-09,25.163022994995117
2015-11-10,25.147035598754883
2015-11-11,25.2509822845459
2015-11-12,24.81920623779297
2015-11-13,24.56333351135254
2015-11-16,24.73124885559082
2015-11-17,24.587322235107422
2015-11-18,25.107057571411133
2015-11-19,25.107057571411133
2015-11-20,25.2509822845459
2015-11-23,25.39491081237793
2015-11-24,25.378917694091797
2015-11-25,25.027088165283203
2015-11-27,24.8831729888916
2015-11-30,24.643291473388672
2015-12-01,24.92315101623535
2015-12-02,24.651288986206055
2015-12-03,24.299467086791992
2015-12-04,24.963125228881836
2015-12-07,24.80320930480957
2015-12-08,24.755237579345703
2015-12-09,24.515361785888672
2015-12-10,24.539348602294922
2015-12-11,24.219514846801758
2015-12-14,24.603309631347656
2015-12-15,24.747241973876953
2015-12-16,25.402908325195312
2015-12-17,25.1710205078125
2015-12-18,24.651288986206055
2015-12-21,24.8831729888916
2015-12-22,25.450876235961914
2015-12-23,25.586803436279297
2015-12-24,25.586803436279297
2015-12-28,25.554826736450195
2015-12-29,25.954618453979492
2015-12-30,25.84267807006836
2015-12-31,25.426889419555664
2016-01-04,24.8831729888916
2016-01-05,25.115049362182617
2016-01-06,24.83519744873047
2016-01-07,24.411413192749023
2016-01-08,24.051597595214844
2016-01-11,24.499366760253906
2016-01-12,24.57132911682129
2016-01-13,24.075590133666992
2016-01-14,24.163541793823242
2016-01-15,23.915668487548828
2016-01-19,23.827716827392578
2016-01-20,23.73175621032715
2016-01-21,23.627819061279297
2016-01-22,23.94765281677246
2016-01-25,23.58784294128418
2016-01-26,23.579837799072266
2016-01-27,24.291475296020508
2016-01-28,24.56333351135254
2016-01-29,24.98711585998535
2016-02-01,25.084230422973633
2016-02-02,25.092456817626953
2016-02-03,25.034847259521484
2016-02-04,25.232364654541016
2016-02-05,25.265281677246094
2016-02-08,25.289968490600586
2016-02-09,25.413414001464844
2016-02-10,25.43810272216797
2016-02-11,24.87848472595215
2016-02-12,25.82490348815918
2016-02-16,26.04710578918457
2016-02-17,26.3845272064209
2016-02-18,26.293996810913086
2016-02-19,26.261077880859375
2016-02-22,26.359834671020508
2016-02-23,26.27754020690918
2016-02-24,26.211702346801758
2016-02-25,26.475051879882812
2016-02-26,26.425674438476562
2016-02-29,26.26930809020996
2016-03-01,26.804237365722656
2016-03-02,27.100513458251953
2016-03-03,27.56138038635254
2016-03-04,27.314483642578125
2016-03-07,27.429698944091797
2016-03-08,27.182798385620117
2016-03-09,27.182798385620117
2016-03-10,27.02644920349121
2016-03-11,27.330942153930664
2016-03-14,27.1910400390625
2016-03-15,27.388547897338867
2016-03-16,27.997554779052734
2016-03-17,28.359657287597656
2016-03-18,28.483108520507812
2016-03-21,28.7464599609375
2016-03-22,28.83698844909668
2016-03-23,28.943971633911133
2016-03-24,28.647708892822266
2016-03-28,28.828754425048828
2016-03-29,28.820526123046875
2016-03-30,28.828754425048828
2016-03-31,28.919282913208008
2016-04-01,29.1990909576416
2016-04-04,28.943971633911133
2016-04-05,28.516023635864258
2016-04-06,28.61478614807129
2016-04-07,28.318513870239258
2016-04-08,28.334980010986328
2016-04-11,28.211524963378906
2016-04-12,28.56540870666504
2016-04-13,28.606548309326172
2016-04-14,27.627214431762695
2016-04-15,27.511999130249023
2016-04-18,27.750659942626953
2016-04-19,27.77535057067871
2016-04-20,27.520219802856445
2016-04-21,26.927684783935547
2016-04-22,27.116971969604492
2016-04-25,27.04290199279785
2016-04-26,26.952377319335938
2016-04-27,26.98529815673828
2016-04-28,26.779556274414062
2016-04-29,26.82892608642578
2016-05-02,27.215728759765625
2016-05-03,27.30625343322754
2016-05-04,27.01821517944336
2016-05-05,27.05936622619629
2016-05-06,27.12520408630371
2016-05-09,27.281566619873047
2016-05-10,27.651906967163086
2016-05-11,27.281566619873047
2016-05-12,27.618982315063477
2016-05-13,27.355632781982422
2016-05-16,27.1910400390625
2016-05-17,27.00998878479004
2016-05-18,26.647871017456055
2016-05-19,26.79601287841797
2016-05-20,27.141660690307617
2016-05-23,27.149892807006836
2016-05-24,27.56138038635254
2016-05-25,27.37209129333496
2016-05-26,27.363861083984375
2016-05-27,27.363861083984375
2016-05-31,27.405012130737305
2016-06-01,27.4873104095459
2016-06-02,27.298019409179688
2016-06-03,27.05936622619629
2016-06-06,26.968835830688477
2016-06-07,26.77132225036621
2016-06-08,27.00998878479004
2016-06-09,27.04290199279785
2016-06-10,26.878311157226562
2016-06-13,26.60672950744629
2016-06-14,26.409212112426758
2016-06-15,26.1294002532959
2016-06-16,26.285768508911133
2016-06-17,26.17878532409668
2016-06-20,26.211702346801758
2016-06-21,26.368064880371094
2016-06-22,26.359834671020508
2016-06-23,26.7384033203125
2016-06-24,26.071792602539062
2016-06-27,25.808441162109375
2016-06-28,26.310453414916992
2016-06-29,26.85363006591797
2016-06-30,27.56960678100586
2016-07-01,27.355632781982422
2016-07-05,27.182798385620117
2016-07-06,27.248645782470703
2016-07-07,27.273332595825195
2016-07-08,27.725971221923828
2016-07-11,27.577836990356445
2016-07-12,27.37209129333496
2016-07-13,27.38032341003418
2016-07-14,27.536684036254883
2016-07-15,27.24041175842285
2016-07-18,27.02644920349121
2016-07-19,27.051137924194336
2016-07-20,26.993528366088867
2016-07-21,26.87007713317871
2016-07-22,27.215728759765625
2016-07-25,27.10873794555664
2016-07-26,26.861852645874023
2016-07-27,26.84538459777832
2016-07-28,26.861852645874023
2016-07-29,26.75485610961914
2016-08-01,26.746631622314453
2016-08-02,26.787782669067383
2016-08-03,27.166345596313477
2016-08-04,27.577836990356445
2016-08-05,28.07984733581543
2016-08-08,28.09630584716797
2016-08-09,28.063390731811523
2016-08-10,27.989316940307617
2016-08-11,28.055160522460938
2016-08-12,27.956403732299805
2016-08-15,27.865877151489258
2016-08-16,27.651906967163086
2016-08-17,27.298019409179688
2016-08-18,27.339174270629883
2016-08-19,27.092281341552734
2016-08-22,26.968835830688477
2016-08-23,26.60672950744629
2016-08-24,26.491512298583984
2016-08-25,26.60672950744629
2016-08-26,26.532655715942383
2016-08-29,26.779556274414062
2016-08-30,26.84538459777832
2016-08-31,26.79601287841797
2016-09-01,26.763090133666992
2016-09-02,26.721942901611328
2016-09-06,26.623188018798828
2016-09-07,26.59849739074707
2016-09-08,26.33514404296875
2016-09-09,25.70969009399414
2016-09-12,25.92365837097168
2016-09-13,25.55331802368164
2016-09-14,25.322887420654297
2016-09-15,25.58624267578125
2016-09-16,25.61916160583496
2016-09-19,25.594470977783203
2016-09-20,25.52863121032715
2016-09-21,25.668537139892578
2016-09-22,25.734375
2016-09-23,25.635618209838867
2016-09-26,25.693222045898438
2016-09-27,25.86605453491211
2016-09-28,25.948348999023438
2016-09-29,25.717914581298828
2016-09-30,25.92365837097168
2016-10-03,25.627389907836914
2016-10-04,25.413414001464844
2016-10-05,25.70145606994629
2016-10-06,25.5368595123291
2016-10-07,25.87428092956543
2016-10-10,25.849590301513672
2016-10-11,25.610931396484375
2016-10-12,26.063568115234375
2016-10-13,26.730167388916016
2016-10-14,26.935914993286133
2016-10-17,26.713714599609375
2016-10-18,26.400981903076172
2016-10-19,26.532655715942383
2016-10-20,26.343374252319336
2016-10-21,26.236387252807617
2016-10-24,26.302228927612305
2016-10-25,26.228160858154297
2016-10-26,26.31868553161621
2016-10-27,26.04710578918457
2016-10-28,25.890735626220703
2016-10-31,25.931886672973633
2016-11-01,25.734375
2016-11-02,25.610931396484375
2016-11-03,25.800214767456055
2016-11-04,25.602703094482422
2016-11-07,25.88251304626465
2016-11-08,26.31868553161621
2016-11-09,26.400981903076172
2016-11-10,27.15812110900879
2016-11-11,27.330942153930664
2016-11-14,27.4873104095459
2016-11-15,27.437931060791016
2016-11-16,26.79601287841797
2016-11-17,27.100513458251953
2016-11-18,27.10873794555664
2016-11-21,27.10873794555664
2016-11-22,27.37209129333496
2016-11-23,27.4873104095459
2016-11-25,27.528457641601562
2016-11-28,27.503765106201172
2016-11-29,27.635440826416016
2016-11-30,27.405012130737305
2016-12-01,27.676589965820312
2016-12-02,27.60252571105957
2016-12-05,27.421476364135742
2016-12-06,27.520219802856445
2016-12-07,27.865877151489258
2016-12-08,28.02223777770996
2016-12-09,28.20329475402832
2016-12-12,28.417264938354492
2016-12-13,28.318513870239258
2016-12-14,28.878135681152344
2016-12-15,29.19086456298828
2016-12-16,29.396604537963867
2016-12-19,29.37191390991211
2016-12-20,29.41307258605957
2016-12-21,29.404836654663086
2016-12-22,29.31431007385254
2016-12-23,29.29784393310547
2016-12-27,29.404836654663086
2016-12-28,29.19086456298828
2016-12-29,29.223779678344727
2016-12-30,29.21555519104004
2017-01-03,29.2402400970459
2017-01-04,29.503591537475586
2017-01-05,29.49536895751953
2017-01-06,29.6517276763916
2017-01-09,29.396604537963867
2017-01-10,29.890384674072266
2017-01-11,30.013835906982422
2017-01-12,29.79163360595703
2017-01-13,29.832786560058594
2017-01-17,29.610578536987305
2017-01-18,29.91508674621582
2017-01-19,29.93976593017578
2017-01-20,30.07144546508789
2017-01-23,29.989151000976562
2017-01-24,30.12905502319336
2017-01-25,31.083698272705078
2017-01-26,31.305904388427734
2017-01-27,31.272991180419922
2017-01-30,30.853273391723633
2017-01-31,30.812118530273438
2017-02-01,30.963838577270508
2017-02-02,31.089576721191406
2017-02-03,31.123104095458984
2017-02-06,31.02250099182129
2017-02-07,31.04766082763672
2017-02-08,30.988983154296875
2017-02-09,31.282365798950195
2017-02-10,31.567365646362305
2017-02-13,31.517066955566406
2017-02-14,31.39133644104004
2017-02-15,32.17926025390625
2017-02-16,32.363670349121094
2017-02-17,32.33013916015625
2017-02-21,32.631893157958984
2017-02-22,32.556453704833984
2017-02-23,32.76600646972656
2017-02-24,32.732479095458984
2017-02-27,32.606754302978516
2017-02-28,32.84144592285156
2017-03-01,33.41982650756836
2017-03-02,33.26055145263672
2017-03-03,33.38629150390625
2017-03-06,33.034244537353516
2017-03-07,32.958797454833984
2017-03-08,32.95041275024414
2017-03-09,32.983951568603516
2017-03-10,33.143211364746094
2017-03-13,33.26055145263672
2017-03-14,33.327613830566406
2017-03-15,33.66291046142578
2017-03-16,33.55392837524414
2017-03-17,33.78864288330078
2017-03-20,33.71320724487305
2017-03-21,33.5455436706543
2017-03-22,33.36115264892578
2017-03-23,33.168357849121094
2017-03-24,33.13482666015625
2017-03-27,33.09291458129883
2017-03-28,33.403053283691406
2017-03-29,33.00909423828125
2017-03-30,33.09291458129883
2017-03-31,32.84144592285156
2017-04-03,32.9252815246582
2017-04-04,32.908512115478516
2017-04-05,32.90012741088867
2017-04-06,32.90012741088867
2017-04-07,32.93365478515625
2017-04-10,33.20188903808594
2017-04-11,33.11805725097656
2017-04-12,32.9252815246582
2017-04-13,32.93365478515625
2017-04-17,33.15998077392578
2017-04-18,32.69895553588867
2017-04-19,32.581600189208984
2017-04-20,33.034244537353516
2017-04-21,33.00909423828125
2017-04-24,33.28570556640625
2017-04-25,33.46173095703125
2017-04-26,33.51202392578125
2017-04-27,33.61260986328125
2017-04-28,33.29409408569336
2017-05-01,33.33600616455078
2017-05-02,33.034244537353516
2017-05-03,33.57069778442383
2017-05-04,33.83893585205078
2017-05-05,34.149078369140625
2017-05-08,34.01496124267578
2017-05-09,33.797019958496094
2017-05-10,33.97303771972656
2017-05-11,33.72158432006836
2017-05-12,33.51202392578125
2017-05-15,33.71320724487305
2017-05-16,33.62937545776367
2017-05-17,34.501121520996094
2017-05-18,34.844783782958984
2017-05-19,34.450836181640625
2017-05-22,34.80288314819336
2017-05-23,34.828033447265625
2017-05-24,35.054351806640625
2017-05-25,35.43155288696289
2017-05-26,35.456695556640625
2017-05-30,35.389652252197266
2017-05-31,35.56565856933594
2017-06-01,35.84226989746094
2017-06-02,36.110511779785156
2017-06-05,36.0937385559082
2017-06-06,36.00992202758789
2017-06-07,36.00153732299805
2017-06-08,36.0937385559082
2017-06-09,36.445796966552734
2017-06-12,36.613441467285156
2017-06-13,36.55476760864258
2017-06-14,37.22533416748047
2017-06-15,37.50196075439453
2017-06-16,37.5774040222168
2017-06-19,37.468421936035156
2017-06-20,37.22533416748047
2017-06-21,37.275638580322266
2017-06-22,36.95711135864258
2017-06-23,37.20857620239258
2017-06-26,37.35106658935547
2017-06-27,37.40974426269531
2017-06-28,37.325923919677734
2017-06-29,37.00741195678711
2017-06-30,36.95711135864258
2017-07-03,37.141510009765625
2017-07-05,37.518707275390625
2017-07-06,37.24210739135742
2017-07-07,37.71151351928711
2017-07-10,37.71989059448242
2017-07-11,37.36783218383789
2017-07-12,37.6025390625
2017-07-13,37.88753128051758
2017-07-14,38.2060661315918
2017-07-17,38.09708023071289
2017-07-18,38.004878997802734
2017-07-19,38.281497955322266
2017-07-20,38.9604377746582
2017-07-21,38.85987854003906
2017-07-24,39.21192169189453
2017-07-25,39.32088851928711
2017-07-26,38.98560333251953
2017-07-27,38.792808532714844
2017-07-28,39.58073425292969
2017-07-31,39.50531005859375
2017-08-01,39.6142692565918
2017-08-02,39.58073425292969
2017-08-03,39.907649993896484
2017-08-04,39.99147033691406
2017-08-07,39.957923889160156
2017-08-08,39.93278503417969
2017-08-09,40.26807403564453
2017-08-10,39.99147033691406
2017-08-11,39.589111328125
2017-08-14,40.04175567626953
2017-08-15,39.89088821411133
2017-08-16,40.829681396484375
2017-08-17,40.66204833984375
2017-08-18,40.762630462646484
2017-08-21,40.81291961669922
2017-08-22,40.98057174682617
2017-08-23,40.930274963378906
2017-08-24,40.45248031616211
2017-08-25,40.56983947753906
2017-08-28,39.65618133544922
2017-08-29,39.924400329589844
2017-08-30,39.035892486572266
2017-08-31,38.9604377746582
2017-09-01,38.27311706542969
2017-09-05,36.973873138427734
2017-09-06,37.669593811035156
2017-09-07,36.65534591674805
2017-09-08,38.06356430053711
2017-09-11,38.91015625
2017-09-12,39.04427719116211
2017-09-13,38.67545700073242
2017-09-14,38.61678695678711
