,COF
2015-02-26,66.13703155517578
2015-02-27,65.7693862915039
2015-03-02,66.13703155517578
2015-03-03,66.12870025634766
2015-03-04,65.71924591064453
2015-03-05,65.91976928710938
2015-03-06,65.9949951171875
2015-03-09,66.71358489990234
2015-03-10,64.94212341308594
2015-03-11,65.3682861328125
2015-03-12,68.05889892578125
2015-03-13,66.84727478027344
2015-03-16,68.07559967041016
2015-03-17,68.10069274902344
2015-03-18,68.20095825195312
2015-03-19,67.3653335571289
2015-03-20,67.79150390625
2015-03-23,67.89179229736328
2015-03-24,66.96428680419922
2015-03-25,65.87799835205078
2015-03-26,65.60226440429688
2015-03-27,65.71924591064453
2015-03-30,66.17881774902344
2015-03-31,65.86128997802734
2015-04-01,66.73866271972656
2015-04-02,67.10630798339844
2015-04-06,67.11466979980469
2015-04-07,66.57154846191406
2015-04-08,67.00606536865234
2015-04-09,67.1480941772461
2015-04-10,67.35700225830078
2015-04-13,67.75811004638672
2015-04-14,67.97533416748047
2015-04-15,69.20365905761719
2015-04-16,69.3624038696289
2015-04-17,68.51844787597656
2015-04-20,68.67723083496094
2015-04-21,68.12574005126953
2015-04-22,68.31793212890625
2015-04-23,68.40150451660156
2015-04-24,67.2149658203125
2015-04-27,67.1480941772461
2015-04-28,67.4572982788086
2015-04-29,67.1480941772461
2015-04-30,67.55755615234375
2015-05-01,68.45999145507812
2015-05-04,68.73572540283203
2015-05-05,68.74405670166016
2015-05-06,69.05323028564453
2015-05-07,68.86849975585938
2015-05-08,69.82575988769531
2015-05-11,69.9516830444336
2015-05-12,69.6158218383789
2015-05-13,70.23715209960938
2015-05-14,70.9256820678711
2015-05-15,70.55622863769531
2015-05-18,71.00123596191406
2015-05-19,71.71495056152344
2015-05-20,71.6645736694336
2015-05-21,71.46304321289062
2015-05-22,71.3874740600586
2015-05-26,70.48905181884766
2015-05-27,71.06002807617188
2015-05-28,70.78295135498047
2015-05-29,70.16159057617188
2015-06-01,70.01885223388672
2015-06-02,70.48905181884766
2015-06-03,70.78295135498047
2015-06-04,69.85092163085938
2015-06-05,71.32030487060547
2015-06-08,71.32030487060547
2015-06-09,71.84930419921875
2015-06-10,72.99121856689453
2015-06-11,73.60417938232422
2015-06-12,73.52862548828125
2015-06-15,73.46145629882812
2015-06-16,73.94843292236328
2015-06-17,73.75529479980469
2015-06-18,74.32628631591797
2015-06-19,74.24234008789062
2015-06-22,74.99800109863281
2015-06-23,75.04838562011719
2015-06-24,74.80487060546875
2015-06-25,74.6033706665039
2015-06-26,74.7796859741211
2015-06-29,73.67974853515625
2015-06-30,73.86444091796875
2015-07-01,74.3934555053711
2015-07-02,74.15837097167969
2015-07-06,73.67974853515625
2015-07-07,73.79729461669922
2015-07-08,72.38668823242188
2015-07-09,72.82331085205078
2015-07-10,73.6125717163086
2015-07-13,74.7545166015625
2015-07-14,74.74610900878906
2015-07-15,75.65292358398438
2015-07-16,76.37504577636719
2015-07-17,76.40023040771484
2015-07-20,76.778076171875
2015-07-21,77.00477600097656
2015-07-22,76.95439147949219
2015-07-23,76.21551513671875
2015-07-24,66.2151870727539
2015-07-27,66.00530242919922
2015-07-28,66.03888702392578
2015-07-29,66.85333251953125
2015-07-30,68.4319076538086
2015-07-31,68.26398468017578
2015-08-03,68.54105377197266
2015-08-04,68.3311538696289
2015-08-05,68.73418426513672
2015-08-06,68.46414947509766
2015-08-07,68.19415283203125
2015-08-10,69.60328674316406
2015-08-11,68.23634338378906
2015-08-12,68.025390625
2015-08-13,68.1435317993164
2015-08-14,68.57384490966797
2015-08-17,68.89449310302734
2015-08-18,68.56542205810547
2015-08-19,67.60350036621094
2015-08-20,66.6922607421875
2015-08-21,64.65030670166016
2015-08-24,62.04302215576172
2015-08-25,60.96299743652344
2015-08-26,63.072410583496094
2015-08-27,65.27468872070312
2015-08-28,65.24095153808594
2015-08-31,65.60374450683594
2015-09-01,62.70960998535156
2015-09-02,63.53652572631836
2015-09-03,64.26216888427734
2015-09-04,63.139915466308594
2015-09-08,64.79373931884766
2015-09-09,64.0090103149414
2015-09-10,64.01747131347656
2015-09-11,63.831825256347656
2015-09-14,63.92464828491211
2015-09-15,64.43091583251953
2015-09-16,65.20719909667969
2015-09-17,64.0343246459961
2015-09-18,62.06832504272461
2015-09-21,62.92900085449219
2015-09-22,62.169578552246094
2015-09-23,62.0177116394043
2015-09-24,61.697044372558594
2015-09-25,62.48178482055664
2015-09-28,60.895477294921875
2015-09-29,60.372344970703125
2015-09-30,61.1907958984375
2015-10-01,61.545188903808594
2015-10-02,61.486114501953125
2015-10-05,63.53652572631836
2015-10-06,63.468997955322266
2015-10-07,63.2496223449707
2015-10-08,63.325557708740234
2015-10-09,62.81926345825195
2015-10-12,62.650550842285156
2015-10-13,62.38895797729492
2015-10-14,61.22455596923828
2015-10-15,62.87834548950195
2015-10-16,63.00491714477539
2015-10-19,62.979618072509766
2015-10-20,62.92900085449219
2015-10-21,62.169578552246094
2015-10-22,63.23273849487305
2015-10-23,68.44728088378906
2015-10-26,67.20693969726562
2015-10-27,66.93693542480469
2015-10-28,68.46414947509766
2015-10-29,67.67101287841797
2015-10-30,66.57412719726562
2015-11-02,67.68791198730469
2015-11-03,68.24478149414062
2015-11-04,67.96631622314453
2015-11-05,67.45755004882812
2015-11-06,69.04325866699219
2015-11-09,68.22074127197266
2015-11-10,67.31338500976562
2015-11-11,66.88092041015625
2015-11-12,65.61742401123047
2015-11-13,65.26972198486328
2015-11-16,66.058349609375
2015-11-17,64.76091766357422
2015-11-18,66.38907623291016
2015-11-19,67.48298645019531
2015-11-20,67.3812255859375
2015-11-23,66.8385238647461
2015-11-24,66.67738342285156
2015-11-25,67.02507019042969
2015-11-27,66.99117279052734
2015-11-30,66.57564544677734
2015-12-01,67.6865234375
2015-12-02,66.79608917236328
2015-12-03,65.57499694824219
2015-12-04,67.304931640625
2015-12-07,66.42301177978516
2015-12-08,65.17646026611328
2015-12-09,63.955352783203125
2015-12-10,64.11643981933594
2015-12-11,62.47984313964844
2015-12-14,62.16608428955078
2015-12-15,63.91295623779297
2015-12-16,64.75245666503906
2015-12-17,63.07344055175781
2015-12-18,61.453773498535156
2015-12-21,61.54706954956055
2015-12-22,61.708168029785156
2015-12-23,62.488338470458984
2015-12-24,62.34416580200195
2015-12-28,62.03041458129883
2015-12-29,62.573116302490234
2015-12-30,62.081298828125
2015-12-31,61.20786666870117
2016-01-04,59.98676300048828
2016-01-05,58.90130615234375
2016-01-06,58.12967300415039
2016-01-07,55.1871452331543
2016-01-08,54.46635055541992
2016-01-11,54.91577911376953
2016-01-12,55.797691345214844
2016-01-13,53.96603012084961
2016-01-14,54.78010940551758
2016-01-15,53.2961311340332
2016-01-19,52.736446380615234
2016-01-20,51.52383041381836
2016-01-21,51.8799934387207
2016-01-22,51.812137603759766
2016-01-25,49.743045806884766
2016-01-26,51.20158767700195
2016-01-27,53.67771911621094
2016-01-28,53.41484069824219
2016-01-29,55.64505386352539
2016-02-01,55.12777328491211
2016-02-02,53.601402282714844
2016-02-03,53.55052185058594
2016-02-04,54.042362213134766
2016-02-05,53.72859191894531
2016-02-08,51.634056091308594
2016-02-09,52.93148422241211
2016-02-10,52.77885818481445
2016-02-11,51.33646774291992
2016-02-12,53.376285552978516
2016-02-16,54.80158996582031
2016-02-17,55.629459381103516
2016-02-18,56.26955795288086
2016-02-19,56.0988655090332
2016-02-22,57.8314094543457
2016-02-23,56.09032440185547
2016-02-24,55.82575225830078
2016-02-25,56.687782287597656
2016-02-26,57.35346221923828
2016-02-29,56.0988655090332
2016-03-01,58.027713775634766
2016-03-02,59.00920867919922
2016-03-03,59.45302200317383
2016-03-04,59.39327621459961
2016-03-07,59.333534240722656
2016-03-08,58.4544563293457
2016-03-09,58.6336669921875
2016-03-10,59.086021423339844
2016-03-11,60.62229537963867
2016-03-14,59.6834716796875
2016-03-15,59.1628532409668
2016-03-16,59.21403503417969
2016-03-17,59.31644821166992
2016-03-18,60.229679107666016
2016-03-21,60.43451690673828
2016-03-22,60.135799407958984
2016-03-23,59.92242431640625
2016-03-24,59.53836441040039
2016-03-28,59.06041717529297
2016-03-29,58.76169967651367
2016-03-30,59.01776123046875
2016-03-31,59.15430450439453
2016-04-01,60.42598342895508
2016-04-04,59.598121643066406
2016-04-05,58.48859405517578
2016-04-06,58.26668930053711
2016-04-07,56.82432174682617
2016-04-08,56.90113830566406
2016-04-11,57.35346221923828
2016-04-12,58.30082702636719
2016-04-13,60.460105895996094
2016-04-14,60.99782943725586
2016-04-15,60.88685989379883
2016-04-18,61.15996170043945
2016-04-19,62.132930755615234
2016-04-20,64.3775634765625
2016-04-21,63.780128479003906
2016-04-22,64.488525390625
2016-04-25,64.00204467773438
2016-04-26,64.82988739013672
2016-04-27,63.42169952392578
2016-04-28,62.619407653808594
2016-04-29,61.78300476074219
2016-05-02,62.79864501953125
2016-05-03,61.4245491027832
2016-05-04,59.4700927734375
2016-05-05,58.99212646484375
2016-05-06,59.22257995605469
2016-05-09,59.40181350708008
2016-05-10,60.716163635253906
2016-05-11,60.041908264160156
2016-05-12,59.53548812866211
2016-05-13,58.97755813598633
2016-05-16,59.466835021972656
2016-05-17,59.08055877685547
2016-05-18,60.92604064941406
2016-05-19,60.53976058959961
2016-05-20,60.88309860229492
2016-05-23,60.64277648925781
2016-05-24,61.47536087036133
2016-05-25,62.891632080078125
2016-05-26,62.282222747802734
2016-05-27,63.372344970703125
2016-05-31,62.86589813232422
2016-06-01,62.84873580932617
2016-06-02,62.9860725402832
2016-06-03,61.45819854736328
2016-06-06,62.531131744384766
2016-06-07,62.10194396972656
2016-06-08,61.887393951416016
2016-06-09,60.83161544799805
2016-06-10,60.119178771972656
2016-06-13,59.22647476196289
2016-06-14,55.30379867553711
2016-06-15,55.48405075073242
2016-06-16,55.1492919921875
2016-06-17,55.09779357910156
2016-06-20,55.17504119873047
2016-06-21,55.1492919921875
2016-06-22,54.87461471557617
2016-06-23,56.308082580566406
2016-06-24,53.11499786376953
2016-06-27,49.91333770751953
2016-06-28,51.209449768066406
2016-06-29,53.149330139160156
2016-06-30,54.514102935791016
2016-07-01,54.04200744628906
2016-07-05,52.23946762084961
2016-07-06,52.599979400634766
2016-07-07,53.12358093261719
2016-07-08,55.544132232666016
2016-07-11,56.87458801269531
2016-07-12,58.2393798828125
2016-07-13,58.316619873046875
2016-07-14,59.09772872924805
2016-07-15,58.49689865112305
2016-07-18,58.47114944458008
2016-07-19,58.13636779785156
2016-07-20,58.03336715698242
2016-07-21,58.35953903198242
2016-07-22,57.53553009033203
2016-07-25,57.8016242980957
2016-07-26,58.10202407836914
2016-07-27,58.29087448120117
2016-07-28,57.92178726196289
2016-07-29,57.578433990478516
2016-08-01,57.53553009033203
2016-08-02,56.90892791748047
2016-08-03,57.12351989746094
2016-08-04,57.16667556762695
2016-08-05,58.807411193847656
2016-08-08,58.867862701416016
2016-08-09,58.53110122680664
2016-08-10,57.727996826171875
2016-08-11,58.66926956176758
2016-08-12,58.7210693359375
2016-08-15,59.247833251953125
2016-08-16,59.256473541259766
2016-08-17,58.97149658203125
2016-08-18,58.90242385864258
2016-08-19,59.20463943481445
2016-08-22,59.308284759521484
2016-08-23,59.403282165527344
2016-08-24,59.256473541259766
2016-08-25,59.38599395751953
2016-08-26,59.722782135009766
2016-08-29,60.128639221191406
2016-08-30,60.73313903808594
2016-08-31,61.829833984375
2016-09-01,61.38079833984375
2016-09-02,61.864383697509766
2016-09-06,61.303070068359375
2016-09-07,61.976619720458984
2016-09-08,62.41704559326172
2016-09-09,61.87300109863281
2016-09-12,62.60700607299805
2016-09-13,61.50168228149414
2016-09-14,60.95763397216797
2016-09-15,61.303070068359375
2016-09-16,60.6295051574707
2016-09-19,61.294429779052734
2016-09-20,60.931739807128906
2016-09-21,61.89893341064453
2016-09-22,62.29612350463867
2016-09-23,61.553489685058594
2016-09-26,61.147640228271484
2016-09-27,62.002559661865234
2016-09-28,61.9593505859375
2016-09-29,60.75904846191406
2016-09-30,62.0284538269043
2016-10-03,62.28751754760742
2016-10-04,62.831546783447266
2016-10-05,63.643272399902344
2016-10-06,63.07333755493164
2016-10-07,63.081966400146484
2016-10-10,63.32374572753906
2016-10-11,62.313411712646484
2016-10-12,62.227073669433594
2016-10-13,61.37214660644531
2016-10-14,61.769371032714844
2016-10-17,61.98527908325195
2016-10-18,62.1666145324707
2016-10-19,63.574188232421875
2016-10-20,64.34273529052734
2016-10-21,64.67090606689453
2016-10-24,65.11131286621094
2016-10-25,65.1026840209961
2016-10-26,65.13722229003906
2016-10-27,64.59318542480469
2016-10-28,64.44636535644531
2016-10-31,63.93690490722656
2016-11-01,63.237422943115234
2016-11-02,62.7020263671875
2016-11-03,62.451595306396484
2016-11-04,63.125144958496094
2016-11-07,64.6277084350586
2016-11-08,62.90065002441406
2016-11-09,66.25233459472656
2016-11-10,68.7964859008789
2016-11-11,70.32471466064453
2016-11-14,72.72994995117188
2016-11-15,71.33196258544922
2016-11-16,69.65612030029297
2016-11-17,70.81965637207031
2016-11-18,71.21040344238281
2016-11-21,72.25236511230469
2016-11-22,71.7140121459961
2016-11-23,73.47669982910156
2016-11-25,73.43327331542969
2016-11-28,72.2784194946289
2016-11-29,71.72269439697266
2016-11-30,72.97306823730469
2016-12-01,75.20462036132812
2016-12-02,74.67496490478516
2016-12-05,75.29145812988281
2016-12-06,76.27264404296875
2016-12-07,77.78353118896484
2016-12-08,78.6778793334961
2016-12-09,78.5389633178711
2016-12-12,77.64458465576172
2016-12-13,77.67066192626953
2016-12-14,77.23648071289062
2016-12-15,78.46080780029297
2016-12-16,77.86166381835938
2016-12-19,78.18295288085938
2016-12-20,78.68656158447266
2016-12-21,78.53028106689453
2016-12-22,77.44490051269531
2016-12-23,77.87034606933594
2016-12-27,77.93982696533203
2016-12-28,76.5765609741211
2016-12-29,75.63878631591797
2016-12-30,75.75167846679688
2017-01-03,77.16703796386719
2017-01-04,78.4087142944336
2017-01-05,76.74153900146484
2017-01-06,76.93257141113281
2017-01-09,75.92535400390625
2017-01-10,77.26253509521484
2017-01-11,77.4014663696289
2017-01-12,76.31607055664062
2017-01-13,77.14965057373047
2017-01-17,74.99624633789062
2017-01-18,75.7863998413086
2017-01-19,75.3001480102539
2017-01-20,75.83846282958984
2017-01-23,75.43038940429688
2017-01-24,77.04546356201172
2017-01-25,76.74153900146484
2017-01-26,77.89639282226562
2017-01-27,77.41014862060547
2017-01-30,77.11491394042969
2017-01-31,75.8819351196289
2017-02-01,75.98612976074219
2017-02-02,74.97017669677734
2017-02-03,76.34210968017578
2017-02-06,76.08163452148438
2017-02-07,76.50711059570312
2017-02-08,76.0121841430664
2017-02-09,77.2333984375
2017-02-10,77.11126708984375
2017-02-13,77.66081237792969
2017-02-14,78.66394805908203
2017-02-15,79.31819152832031
2017-02-16,78.9518051147461
2017-02-17,80.08580780029297
2017-02-21,80.99299621582031
2017-02-22,81.02786254882812
2017-02-23,81.48147583007812
2017-02-24,80.78362274169922
2017-02-27,81.69955444335938
2017-02-28,81.8740234375
2017-03-01,83.84540557861328
2017-03-02,82.28400421142578
2017-03-03,81.94383239746094
2017-03-06,81.12382507324219
2017-03-07,80.96683502197266
2017-03-08,80.60045623779297
2017-03-09,80.34748840332031
2017-03-10,80.41729736328125
2017-03-13,80.0683822631836
2017-03-14,80.03349304199219
2017-03-15,78.43716430664062
2017-03-16,78.69013977050781
2017-03-17,76.96298217773438
2017-03-20,75.69813537597656
2017-03-21,72.96783447265625
2017-03-22,72.99400329589844
2017-03-23,73.08123779296875
2017-03-24,73.09869384765625
2017-03-27,71.64195251464844
2017-03-28,73.42144775390625
2017-03-29,73.86629486083984
2017-03-30,76.01215362548828
2017-03-31,75.59349060058594
2017-04-03,74.8432846069336
2017-04-04,74.37226867675781
2017-04-05,73.38654327392578
2017-04-06,73.47379302978516
2017-04-07,72.87190246582031
2017-04-10,72.20022583007812
2017-04-11,72.4793472290039
2017-04-12,71.89490509033203
2017-04-13,70.6737060546875
2017-04-17,72.40087127685547
2017-04-18,71.44134521484375
2017-04-19,71.45003509521484
2017-04-20,73.02892303466797
2017-04-21,72.11298370361328
2017-04-24,73.86629486083984
2017-04-25,74.6513671875
2017-04-26,72.45318603515625
2017-04-27,71.79895782470703
2017-04-28,70.11540222167969
2017-05-01,71.15345764160156
2017-05-02,71.92980194091797
2017-05-03,71.95597076416016
2017-05-04,71.95597076416016
2017-05-05,71.76407623291016
2017-05-08,71.63321685791016
2017-05-09,71.80768585205078
2017-05-10,71.24068450927734
2017-05-11,70.26768493652344
2017-05-12,69.60147094726562
2017-05-15,71.13550567626953
2017-05-16,70.73226165771484
2017-05-17,68.78621673583984
2017-05-18,69.48749542236328
2017-05-19,70.36408996582031
2017-05-22,69.80305480957031
2017-05-23,70.42545318603516
2017-05-24,70.05729675292969
2017-05-25,69.69788360595703
2017-05-26,69.94332885742188
2017-05-30,68.61967468261719
2017-05-31,67.42752075195312
2017-06-01,68.30410766601562
2017-06-02,68.40928649902344
2017-06-05,68.66350555419922
2017-06-06,68.61090087890625
2017-06-07,69.16316986083984
2017-06-08,69.61898803710938
2017-06-09,70.18877410888672
2017-06-12,70.27641296386719
2017-06-13,70.62705993652344
2017-06-14,70.206298828125
2017-06-15,71.31080627441406
2017-06-16,71.27574920654297
2017-06-19,71.64393615722656
2017-06-20,71.19686889648438
2017-06-21,70.89881134033203
2017-06-22,70.46928405761719
2017-06-23,69.7066421508789
2017-06-26,70.64462280273438
2017-06-27,71.33712005615234
2017-06-28,72.73966979980469
2017-06-29,71.41600036621094
2017-06-30,72.4240951538086
2017-07-03,73.24806213378906
2017-07-05,72.49419403076172
2017-07-06,71.9770278930664
2017-07-07,72.31890106201172
2017-07-10,71.92442321777344
2017-07-11,71.03907775878906
2017-07-12,72.05592346191406
2017-07-13,72.39777374267578
2017-07-14,72.31890106201172
2017-07-17,72.02961730957031
2017-07-18,71.503662109375
2017-07-19,71.33712005615234
2017-07-20,71.01277160644531
2017-07-21,77.0875473022461
2017-07-24,76.36878204345703
2017-07-25,76.34244537353516
2017-07-26,75.13275909423828
2017-07-27,74.3350601196289
2017-07-28,74.48407745361328
2017-07-31,75.54478454589844
2017-08-01,75.39574432373047
2017-08-02,75.13275909423828
2017-08-03,74.4986343383789
2017-08-04,74.34013366699219
2017-08-07,74.99185943603516
2017-08-08,75.30890655517578
2017-08-09,74.98304748535156
2017-08-10,73.15116882324219
2017-08-11,72.92220306396484
2017-08-14,74.20803833007812
2017-08-15,74.11116027832031
2017-08-16,73.82051086425781
2017-08-17,72.20882415771484
2017-08-18,71.80370330810547
2017-08-21,71.70682525634766
2017-08-22,71.72443389892578
2017-08-23,71.59234619140625
2017-08-24,71.71562957763672
2017-08-25,71.76848602294922
2017-08-28,70.94059753417969
2017-08-29,70.22724914550781
2017-08-30,70.53548431396484
2017-08-31,70.11275482177734
2017-09-01,70.72925567626953
2017-09-05,69.27607727050781
2017-09-06,69.98946380615234
2017-09-07,68.89739990234375
2017-09-08,68.87976837158203
2017-09-11,69.62834167480469
2017-09-12,70.0775375366211
2017-09-13,70.64118194580078
2017-09-14,69.31129455566406
2017-09-15,70.49146270751953
