,INTU
2023-07-10,460.7679443359375
2023-07-11,460.1428527832031
2023-07-12,473.1820068359375
2023-07-13,477.6574401855469
2023-07-14,480.27716064453125
2023-07-17,487.0547790527344
2023-07-18,491.62939453125
2023-07-19,496.72003173828125
2023-07-20,488.0074157714844
2023-07-21,488.7417297363281
2023-07-24,484.7525939941406
2023-07-25,492.66143798828125
2023-07-26,493.0484313964844
2023-07-27,492.7209777832031
2023-07-28,507.9134826660156
2023-07-31,507.7746276855469
2023-08-01,504.5991516113281
2023-08-02,494.22930908203125
2023-08-03,493.1675109863281
2023-08-04,493.1675109863281
2023-08-07,501.384033203125
2023-08-08,496.9681091308594
2023-08-09,492.8896484375
2023-08-10,497.623046875
2023-08-11,493.951416015625
2023-08-14,501.9198303222656
2023-08-15,493.365966796875
2023-08-16,491.84771728515625
2023-08-17,482.7182922363281
2023-08-18,482.2320251464844
2023-08-21,484.514404296875
2023-08-22,484.15716552734375
2023-08-23,497.0177307128906
2023-08-24,494.67584228515625
2023-08-25,515.0682373046875
2023-08-28,514.8895874023438
2023-08-29,532.3743896484375
2023-08-30,536.43310546875
