,SPG
2017-09-18,108.8154525756836
2017-09-19,107.60958099365234
2017-09-20,107.72405242919922
2017-09-21,107.50849151611328
2017-09-22,106.98974609375
2017-09-25,108.11479187011719
2017-09-26,110.1561279296875
2017-09-27,107.86557006835938
2017-09-28,108.86264038085938
2017-09-29,108.47187042236328
2017-10-02,107.5826187133789
2017-10-03,107.14470672607422
2017-10-04,107.68365478515625
2017-10-05,108.64029693603516
2017-10-06,107.953125
2017-10-09,108.303466796875
2017-10-10,109.75190734863281
2017-10-11,111.2138442993164
2017-10-12,110.85000610351562
2017-10-13,112.04244995117188
2017-10-16,111.38225555419922
2017-10-17,112.57471466064453
2017-10-18,110.81633758544922
2017-10-19,111.51026153564453
2017-10-20,110.97128295898438
2017-10-23,111.45638275146484
2017-10-24,110.3986587524414
2017-10-25,110.27063751220703
2017-10-26,110.32455444335938
2017-10-27,105.54131317138672
2017-10-30,106.26886749267578
2017-10-31,104.64530181884766
2017-11-01,105.83097839355469
2017-11-02,107.36030578613281
2017-11-03,104.42295837402344
2017-11-06,104.41621398925781
2017-11-07,107.15141296386719
2017-11-08,105.79055786132812
2017-11-09,108.64029693603516
2017-11-10,110.31781768798828
2017-11-13,108.00029754638672
2017-11-14,108.13504028320312
2017-11-15,108.62578582763672
2017-11-16,108.9596939086914
2017-11-17,110.37733459472656
2017-11-20,108.37358856201172
2017-11-21,108.468994140625
2017-11-22,107.91012573242188
2017-11-24,107.68518829345703
2017-11-27,106.58789825439453
2017-11-28,106.40390014648438
2017-11-29,108.1827392578125
2017-11-30,110.24102783203125
2017-12-01,110.64996337890625
2017-12-04,111.54959106445312
2017-12-05,110.92256927490234
2017-12-06,110.92937469482422
2017-12-07,110.45913696289062
2017-12-08,110.58181762695312
2017-12-11,110.58863830566406
2017-12-12,113.37621307373047
2017-12-13,113.02176666259766
2017-12-14,112.885498046875
2017-12-15,114.37123107910156
2017-12-18,115.74114990234375
2017-12-19,114.7869873046875
2017-12-20,111.76087188720703
2017-12-21,112.2515869140625
2017-12-22,113.86688995361328
2017-12-26,115.42765045166016
2017-12-27,116.38865661621094
2017-12-28,116.64761352539062
2017-12-29,117.04975128173828
2018-01-02,117.51318359375
2018-01-03,116.96794891357422
2018-01-04,113.54655456542969
2018-01-05,114.60297393798828
2018-01-08,115.35265350341797
2018-01-09,112.81727600097656
2018-01-10,112.44243621826172
2018-01-11,112.34022521972656
2018-01-12,112.80365753173828
2018-01-16,112.48333740234375
2018-01-17,114.0917739868164
2018-01-18,111.94490814208984
2018-01-19,111.93807983398438
2018-01-22,113.20578002929688
2018-01-23,113.36254119873047
2018-01-24,113.20578002929688
2018-01-25,111.91083526611328
2018-01-26,111.57689666748047
2018-01-29,111.03844451904297
2018-01-30,110.8271713256836
2018-01-31,111.34512329101562
2018-02-01,108.80974578857422
2018-02-02,106.676513671875
2018-02-05,105.72235107421875
2018-02-06,106.3084716796875
2018-02-07,105.5451431274414
2018-02-08,103.71858215332031
2018-02-09,107.13996124267578
2018-02-12,106.86737060546875
2018-02-13,107.30902099609375
2018-02-14,106.34283447265625
2018-02-15,107.7645263671875
2018-02-16,107.7231216430664
2018-02-20,107.3780288696289
2018-02-21,104.41739654541016
2018-02-22,106.30142974853516
2018-02-23,108.11650848388672
2018-02-26,109.77971649169922
2018-02-27,106.23240661621094
2018-02-28,105.94255065917969
2018-03-01,106.92948150634766
2018-03-02,107.32974243164062
2018-03-05,108.66859436035156
2018-03-06,108.78593444824219
2018-03-07,107.60580444335938
2018-03-08,107.85426330566406
2018-03-09,108.05436706542969
2018-03-12,108.17167663574219
2018-03-13,108.67552947998047
2018-03-14,109.37946319580078
2018-03-15,108.0750732421875
2018-03-16,108.44088745117188
2018-03-19,107.26762390136719
2018-03-20,106.68098449707031
2018-03-21,106.5154037475586
2018-03-22,105.26625061035156
2018-03-23,104.7141342163086
2018-03-26,105.81145477294922
2018-03-27,103.83766174316406
2018-03-28,107.5988998413086
2018-03-29,106.52227020263672
2018-04-02,105.64582061767578
2018-04-03,106.43946075439453
2018-04-04,107.85426330566406
2018-04-05,107.3504867553711
2018-04-06,106.34974670410156
2018-04-09,105.88044738769531
2018-04-10,106.92254638671875
2018-04-11,106.0115966796875
2018-04-12,103.46499633789062
2018-04-13,104.7141342163086
2018-04-16,105.09369659423828
2018-04-17,105.75624084472656
2018-04-18,105.28003692626953
2018-04-19,103.71344757080078
2018-04-20,101.6223373413086
2018-04-23,101.38078308105469
2018-04-24,102.00187683105469
2018-04-25,101.27033996582031
2018-04-26,103.630615234375
2018-04-27,107.75762176513672
2018-04-30,107.89563751220703
2018-05-01,110.24211120605469
2018-05-02,109.86251068115234
2018-05-03,109.7590103149414
2018-05-04,109.96603393554688
2018-05-07,110.2628173828125
2018-05-08,109.55886840820312
2018-05-09,110.38011932373047
2018-05-10,111.26349639892578
2018-05-11,110.34563446044922
2018-05-14,109.05508422851562
2018-05-15,106.72929382324219
2018-05-16,107.85462951660156
2018-05-17,107.41427612304688
2018-05-18,107.76374816894531
2018-05-21,109.76274108886719
2018-05-22,110.58751678466797
2018-05-23,111.31439971923828
2018-05-24,110.97891998291016
2018-05-25,111.47517395019531
2018-05-29,111.65691375732422
2018-05-30,112.9429702758789
2018-05-31,111.98542785644531
2018-06-01,112.39080047607422
2018-06-04,113.66287994384766
2018-06-05,113.87956237792969
2018-06-06,115.51509857177734
2018-06-07,115.17961883544922
2018-06-08,115.59197235107422
2018-06-11,115.39630126953125
2018-06-12,116.13015747070312
2018-06-13,113.57901763916016
2018-06-14,114.6623764038086
2018-06-15,114.9629135131836
2018-06-18,115.35431671142578
2018-06-19,115.59896087646484
2018-06-20,117.47914123535156
2018-06-21,118.45767211914062
2018-06-22,120.81311798095703
2018-06-25,119.84156036376953
2018-06-26,120.49858093261719
2018-06-27,119.46415710449219
2018-06-28,119.6668472290039
2018-06-29,118.95392608642578
2018-07-02,118.59745025634766
2018-07-03,119.62492370605469
2018-07-05,120.56849670410156
2018-07-06,120.9109878540039
2018-07-09,120.3168716430664
2018-07-10,120.79914855957031
2018-07-11,119.61095428466797
2018-07-12,119.97433471679688
2018-07-13,120.00235748291016
2018-07-16,119.28240203857422
2018-07-17,119.1565933227539
2018-07-18,119.32434844970703
2018-07-19,121.58897399902344
2018-07-20,119.17059326171875
2018-07-23,119.08670043945312
2018-07-24,118.68131256103516
2018-07-25,119.61095428466797
2018-07-26,119.46415710449219
2018-07-27,117.82862091064453
2018-07-30,120.12115478515625
2018-07-31,123.16156005859375
2018-08-01,124.2379379272461
2018-08-02,123.19652557373047
2018-08-03,124.60143280029297
2018-08-06,123.77662658691406
2018-08-07,123.35025787353516
2018-08-08,123.21051788330078
2018-08-09,123.50408172607422
2018-08-10,121.88249969482422
2018-08-13,122.16905212402344
2018-08-14,122.72821807861328
2018-08-15,123.81160736083984
2018-08-16,124.97801971435547
2018-08-17,126.17271423339844
2018-08-20,128.21578979492188
2018-08-21,127.395751953125
2018-08-22,126.80897521972656
2018-08-23,127.55123901367188
2018-08-24,127.89764404296875
2018-08-27,127.29676055908203
2018-08-28,128.97218322753906
2018-08-29,128.35008239746094
2018-08-30,128.27236938476562
2018-08-31,129.38926696777344
2018-09-04,128.5409393310547
2018-09-05,128.9509735107422
2018-09-06,130.44261169433594
2018-09-07,128.44200134277344
2018-09-10,128.72479248046875
2018-09-11,130.28704833984375
2018-09-12,130.73951721191406
2018-09-13,130.94448852539062
2018-09-14,129.0146026611328
2018-09-17,129.69325256347656
2018-09-18,128.25111389160156
2018-09-19,127.11298370361328
2018-09-20,127.32501983642578
2018-09-21,127.58660125732422
2018-09-24,124.89317321777344
2018-09-25,125.11943054199219
2018-09-26,123.93175506591797
2018-09-27,124.04488372802734
2018-09-28,124.94976043701172
2018-10-01,124.8719711303711
2018-10-02,124.45491027832031
2018-10-03,122.36944580078125
2018-10-04,119.527587890625
2018-10-05,121.0828628540039
2018-10-08,123.64900207519531
2018-10-09,123.78334045410156
2018-10-10,122.03013610839844
2018-10-11,120.46076965332031
2018-10-12,121.01213836669922
2018-10-15,120.8990707397461
2018-10-16,123.06930541992188
2018-10-17,122.12202453613281
2018-10-18,122.37655639648438
2018-10-19,123.55004119873047
2018-10-22,121.50704193115234
2018-10-23,122.07960510253906
2018-10-24,123.01277923583984
2018-10-25,127.82691955566406
2018-10-26,127.07759094238281
2018-10-29,127.85523223876953
2018-10-30,132.7259521484375
2018-10-31,129.7356719970703
2018-11-01,128.40664672851562
2018-11-02,127.53712463378906
2018-11-05,129.4740753173828
2018-11-06,129.81341552734375
2018-11-07,132.38662719726562
2018-11-08,132.40078735351562
2018-11-09,133.39051818847656
2018-11-12,132.84616088867188
2018-11-13,133.51068115234375
2018-11-14,132.4785614013672
2018-11-15,130.34918212890625
2018-11-16,132.24278259277344
2018-11-19,133.49322509765625
2018-11-20,130.8850860595703
2018-11-21,130.7779083251953
2018-11-23,130.35630798339844
2018-11-26,129.1416015625
2018-11-27,129.85614013671875
2018-11-28,131.6925506591797
2018-11-29,131.90692138671875
2018-11-30,132.68576049804688
2018-12-03,133.58612060546875
2018-12-04,132.2141876220703
2018-12-06,136.18711853027344
2018-12-07,134.63653564453125
2018-12-10,132.97874450683594
2018-12-11,133.94342041015625
2018-12-12,130.40631103515625
2018-12-13,131.5210418701172
2018-12-14,130.5206756591797
2018-12-17,125.03289794921875
2018-12-18,125.04720306396484
2018-12-19,122.86776733398438
2018-12-20,120.09530639648438
2018-12-21,117.81587219238281
2018-12-24,114.80046081542969
2018-12-26,119.08780670166016
2018-12-27,119.5665512084961
2018-12-28,120.11676788330078
2018-12-31,120.03814697265625
2019-01-02,117.90876770019531
2019-01-03,117.80870819091797
2019-01-04,119.60228729248047
2019-01-07,120.85987091064453
2019-01-08,123.74668884277344
2019-01-09,123.91818237304688
2019-01-10,123.86817932128906
2019-01-11,123.15357208251953
2019-01-14,122.003173828125
2019-01-15,122.35326385498047
2019-01-16,123.5394515991211
2019-01-17,123.81098175048828
2019-01-18,124.30403900146484
2019-01-22,123.80382537841797
2019-01-23,124.45409393310547
2019-01-24,125.24009704589844
2019-01-25,126.55489349365234
2019-01-28,127.54814910888672
2019-01-29,128.04830932617188
2019-01-30,129.51315307617188
2019-01-31,130.1348114013672
2019-02-01,128.05545043945312
2019-02-04,129.9561767578125
2019-02-05,131.47817993164062
2019-02-06,131.37098693847656
2019-02-07,132.80010986328125
2019-02-08,131.54962158203125
2019-02-11,132.40707397460938
2019-02-12,131.90692138671875
2019-02-13,132.9546661376953
2019-02-14,132.78123474121094
2019-02-15,132.49220275878906
2019-02-19,131.6757049560547
2019-02-20,129.50070190429688
2019-02-21,131.6178741455078
2019-02-22,132.6873321533203
2019-02-25,132.44886779785156
2019-02-26,132.4343719482422
2019-02-27,130.96031188964844
2019-02-28,130.90252685546875
2019-03-01,126.86331176757812
2019-03-04,126.6754379272461
2019-03-05,127.46302795410156
2019-03-06,127.44860076904297
2019-03-07,126.7332534790039
2019-03-08,125.8878173828125
2019-03-11,127.08731842041016
2019-03-12,128.56137084960938
2019-03-13,128.72032165527344
2019-03-14,129.91259765625
2019-03-15,127.2390365600586
2019-03-18,125.9673080444336
2019-03-19,125.29530334472656
2019-03-20,125.68549346923828
2019-03-21,128.74920654296875
2019-03-22,128.33013916015625
2019-03-25,128.604736328125
2019-03-26,130.96031188964844
2019-03-27,130.8664093017578
2019-03-28,132.49220275878906
2019-03-29,131.66123962402344
2019-04-01,132.18148803710938
2019-04-02,132.44158935546875
2019-04-03,132.21038818359375
2019-04-04,132.84628295898438
2019-04-05,133.53269958496094
2019-04-08,132.57167053222656
2019-04-09,131.92137145996094
2019-04-10,133.62664794921875
2019-04-11,133.10641479492188
2019-04-12,134.052978515625
2019-04-15,133.31594848632812
2019-04-16,127.95439147949219
2019-04-17,128.21453857421875
2019-04-18,128.66253662109375
2019-04-22,125.51931762695312
2019-04-23,127.61480712890625
2019-04-24,128.72756958007812
2019-04-25,128.51080322265625
2019-04-26,129.0599365234375
2019-04-29,126.9933853149414
2019-04-30,125.51206970214844
2019-05-01,128.4385528564453
2019-05-02,128.4746551513672
2019-05-03,129.6380157470703
2019-05-06,128.6986846923828
2019-05-07,125.75055694580078
2019-05-08,124.89064025878906
2019-05-09,125.5626449584961
2019-05-10,126.6031723022461
2019-05-13,126.45142364501953
2019-05-14,127.3546371459961
2019-05-15,127.8965835571289
2019-05-16,128.15975952148438
2019-05-17,127.53837585449219
2019-05-20,124.68726348876953
2019-05-21,126.32485961914062
2019-05-22,125.50609588623047
2019-05-23,125.35984802246094
2019-05-24,125.25021362304688
2019-05-28,122.88159942626953
2019-05-29,119.86241912841797
2019-05-30,119.1971435546875
2019-05-31,118.49534606933594
2019-06-03,118.18827056884766
2019-06-04,118.50995635986328
2019-06-05,120.58613586425781
2019-06-06,119.62115478515625
2019-06-07,119.4457015991211
2019-06-10,117.98358917236328
2019-06-11,118.9193344116211
2019-06-12,118.83161926269531
2019-06-13,119.76004791259766
2019-06-14,119.1020736694336
2019-06-17,121.74849700927734
2019-06-18,121.44878387451172
2019-06-19,120.82005310058594
2019-06-20,120.51304626464844
2019-06-21,119.95743560791016
2019-06-24,118.45146179199219
2019-06-25,118.05669403076172
2019-06-26,116.43379974365234
2019-06-27,116.916259765625
2019-06-28,116.79200744628906
2019-07-01,115.97321319580078
2019-07-02,118.39299011230469
2019-07-03,120.64462280273438
2019-07-05,119.13135528564453
2019-07-08,120.0963363647461
2019-07-09,120.27906799316406
2019-07-10,119.80390167236328
2019-07-11,118.83161926269531
2019-07-12,118.61961364746094
2019-07-15,118.86817932128906
2019-07-16,118.44417572021484
2019-07-17,117.06977844238281
2019-07-18,116.52149963378906
2019-07-19,114.36489868164062
2019-07-22,113.40725708007812
2019-07-23,115.68814086914062
2019-07-24,116.36065673828125
2019-07-25,115.73931884765625
2019-07-26,115.74659729003906
2019-07-29,116.70428466796875
2019-07-30,117.12097930908203
2019-07-31,118.57576751708984
2019-08-01,115.12518310546875
2019-08-02,116.41917419433594
2019-08-05,113.12944793701172
2019-08-06,112.18640899658203
2019-08-07,112.23026275634766
2019-08-08,113.42185974121094
2019-08-09,113.27566528320312
2019-08-12,111.87933349609375
2019-08-13,113.57538604736328
2019-08-14,111.20679473876953
2019-08-15,109.62788391113281
2019-08-16,110.16158294677734
2019-08-19,111.16233825683594
2019-08-20,109.35359954833984
2019-08-21,109.24983215332031
2019-08-22,110.22830200195312
2019-08-23,108.24906921386719
2019-08-26,108.95329284667969
2019-08-27,107.833984375
2019-08-28,108.62713623046875
2019-08-29,109.87248992919922
2019-08-30,110.40623474121094
2019-09-03,110.8287582397461
2019-09-04,111.30318450927734
2019-09-05,111.23644256591797
2019-09-06,112.11858367919922
2019-09-09,117.27789306640625
2019-09-10,119.5091323852539
2019-09-11,117.02584838867188
2019-09-12,115.0985107421875
2019-09-13,114.1052017211914
2019-09-16,114.4461898803711
2019-09-17,114.2831039428711
2019-09-18,115.50625610351562
2019-09-19,114.61668395996094
2019-09-20,114.92803192138672
2019-09-23,114.8613052368164
2019-09-24,114.15707397460938
2019-09-25,113.97917175292969
2019-09-26,115.35796356201172
2019-09-27,117.09256744384766
2019-09-30,115.38018035888672
2019-10-01,112.94139862060547
2019-10-02,110.57670593261719
2019-10-03,109.33876037597656
2019-10-04,109.70942687988281
2019-10-07,109.87248992919922
2019-10-08,108.1304702758789
2019-10-09,108.21202087402344
2019-10-10,109.10899353027344
2019-10-11,110.15418243408203
2019-10-14,110.19125366210938
2019-10-15,110.36913299560547
2019-10-16,110.2431411743164
2019-10-17,110.30984497070312
2019-10-18,111.13265991210938
2019-10-21,113.54183197021484
2019-10-22,114.53516387939453
2019-10-23,114.6685791015625
2019-10-24,114.48323822021484
2019-10-25,115.31348419189453
2019-10-28,114.03846740722656
2019-10-29,113.31944274902344
2019-10-30,112.0666732788086
2019-10-31,111.69603729248047
2019-11-01,114.23123931884766
2019-11-04,117.16670227050781
2019-11-05,115.94358825683594
2019-11-06,114.95769500732422
2019-11-07,115.61738586425781
2019-11-08,114.52032470703125
2019-11-11,115.209716796875
2019-11-12,113.86058044433594
2019-11-13,114.40912628173828
2019-11-14,115.40863037109375
2019-11-15,115.7317886352539
2019-11-18,115.51382446289062
2019-11-19,113.35702514648438
2019-11-20,111.39557647705078
2019-11-21,110.10298919677734
2019-11-22,110.9972915649414
2019-11-25,112.15460968017578
2019-11-26,113.28187561035156
2019-11-27,113.64259338378906
2019-11-29,113.63512420654297
2019-12-02,111.86907958984375
2019-12-03,111.31292724609375
2019-12-04,112.07947540283203
2019-12-05,111.59849548339844
2019-12-06,111.4030990600586
2019-12-09,112.56793975830078
2019-12-10,112.00431060791016
2019-12-11,109.26884460449219
2019-12-12,108.22423553466797
2019-12-13,108.479736328125
2019-12-16,109.40409088134766
2019-12-17,108.71272277832031
2019-12-18,108.479736328125
2019-12-19,109.23125457763672
2019-12-20,109.33648681640625
2019-12-23,108.94568634033203
2019-12-24,109.54690551757812
2019-12-26,110.1856460571289
2019-12-27,110.91463470458984
2019-12-30,110.91463470458984
2019-12-31,111.94419860839844
2020-01-02,109.03585052490234
2020-01-03,109.23125457763672
2020-01-06,109.80243682861328
2020-01-07,108.55492401123047
2020-01-08,109.26884460449219
2020-01-09,108.38957214355469
2020-01-10,108.81039428710938
2020-01-13,109.18617248535156
2020-01-14,110.56893157958984
2020-01-15,110.54638671875
2020-01-16,111.62855529785156
2020-01-17,111.04989624023438
2020-01-21,112.05693817138672
2020-01-22,109.72724914550781
2020-01-23,110.6591567993164
2020-01-24,108.83297729492188
2020-01-27,106.43565368652344
2020-01-28,105.20318603515625
2020-01-29,105.23326873779297
2020-01-30,102.54285430908203
2020-01-31,100.06289672851562
2020-02-03,99.79988098144531
2020-02-04,103.17413330078125
2020-02-05,105.56392669677734
2020-02-06,105.8570327758789
2020-02-07,105.97724914550781
2020-02-10,107.51032257080078
2020-02-11,106.77384948730469
2020-02-12,104.58697509765625
2020-02-13,105.80016326904297
2020-02-14,105.99854278564453
2020-02-18,106.18932342529297
2020-02-19,104.5411605834961
2020-02-20,107.22701263427734
2020-02-21,108.53939056396484
2020-02-24,107.41775512695312
2020-02-25,103.22115325927734
2020-02-26,100.89395141601562
2020-02-27,95.98773193359375
2020-02-28,93.91231536865234
2020-03-02,97.07122802734375
2020-03-03,93.44688415527344
2020-03-04,94.22515869140625
2020-03-05,91.48593139648438
2020-03-06,90.84500122070312
2020-03-09,78.62142181396484
2020-03-10,85.03077697753906
2020-03-11,77.4463882446289
2020-03-12,63.704429626464844
2020-03-13,68.49617767333984
2020-03-16,50.19898986816406
2020-03-17,44.9112663269043
2020-03-18,34.27479553222656
2020-03-19,42.53066635131836
2020-03-20,36.73170852661133
2020-03-23,38.273006439208984
2020-03-24,41.760009765625
2020-03-25,47.56658172607422
2020-03-26,47.383453369140625
2020-03-27,44.384796142578125
2020-03-30,42.935054779052734
2020-03-31,41.85920333862305
2020-04-01,35.892391204833984
2020-04-02,33.58045196533203
2020-04-03,35.648231506347656
2020-04-06,41.24879455566406
2020-04-07,46.45256805419922
2020-04-08,48.001502990722656
2020-04-09,52.01498031616211
2020-04-13,49.82511520385742
2020-04-14,51.69450378417969
2020-04-15,46.71199417114258
2020-04-16,40.516292572021484
2020-04-17,42.82060623168945
2020-04-20,41.07328796386719
2020-04-21,40.867271423339844
2020-04-22,40.027957916259766
2020-04-23,40.554439544677734
2020-04-24,39.2878303527832
2020-04-27,43.63703155517578
2020-04-28,48.32196807861328
2020-04-29,52.495689392089844
2020-04-30,50.946754455566406
2020-05-01,48.2227783203125
2020-05-04,48.077796936035156
2020-05-05,46.20076370239258
2020-05-06,42.53066635131836
2020-05-07,43.492069244384766
2020-05-08,44.27033996582031
2020-05-11,42.02706527709961
2020-05-12,41.61503219604492
2020-05-13,39.04365921020508
2020-05-14,39.33361053466797
2020-05-15,39.15811538696289
2020-05-18,43.42338943481445
2020-05-19,43.39287185668945
2020-05-20,42.47724533081055
2020-05-21,42.729042053222656
2020-05-22,41.6531867980957
2020-05-26,45.20884704589844
2020-05-27,48.21515655517578
2020-05-28,45.590362548828125
2020-05-29,44.02617263793945
2020-06-01,47.001949310302734
2020-06-02,48.413536071777344
2020-06-03,55.608795166015625
2020-06-04,58.54642105102539
2020-06-05,67.60345458984375
2020-06-08,72.86827850341797
2020-06-09,65.97824096679688
2020-06-10,63.33817672729492
2020-06-11,54.87629318237305
2020-06-12,57.97414016723633
2020-06-15,56.76095962524414
2020-06-16,57.62316131591797
2020-06-17,54.685550689697266
2020-06-18,54.143798828125
2020-06-19,51.21381378173828
2020-06-22,52.30492401123047
2020-06-23,53.5104866027832
2020-06-24,49.68013381958008
2020-06-25,49.55043029785156
2020-06-26,47.230857849121094
2020-06-29,51.984458923339844
2020-06-30,52.17521286010742
2020-07-01,53.266326904296875
2020-07-02,52.50330352783203
2020-07-06,52.59487533569336
2020-07-07,50.30582046508789
2020-07-08,50.13795852661133
2020-07-09,47.499107360839844
2020-07-10,49.803226470947266
2020-07-13,49.57749557495117
2020-07-14,48.20747375488281
2020-07-15,51.83489227294922
2020-07-16,48.96254348754883
2020-07-17,48.573341369628906
2020-07-20,47.03206253051758
2020-07-21,47.44462966918945
2020-07-22,48.285316467285156
2020-07-23,48.10626983642578
2020-07-24,47.14883041381836
2020-07-27,48.2308235168457
2020-07-28,49.927772521972656
2020-07-29,51.056480407714844
2020-07-30,49.52299499511719
2020-07-31,48.53440475463867
2020-08-03,47.506900787353516
2020-08-04,49.032596588134766
2020-08-05,48.65116882324219
2020-08-06,47.63923645019531
2020-08-07,48.40985870361328
2020-08-10,50.963077545166016
2020-08-11,52.27082824707031
2020-08-12,52.80014419555664
2020-08-13,51.39121627807617
2020-08-14,53.07258224487305
2020-08-17,53.07258224487305
2020-08-18,50.69841766357422
2020-08-19,49.72539138793945
2020-08-20,50.49601745605469
2020-08-21,50.22356414794922
2020-08-24,53.321685791015625
2020-08-25,53.43844985961914
2020-08-26,51.616943359375
2020-08-27,52.59775161743164
2020-08-28,54.36476516723633
2020-08-31,52.81570816040039
2020-09-01,52.30973434448242
2020-09-02,52.80792236328125
2020-09-03,52.93247604370117
2020-09-04,54.67612838745117
2020-09-08,54.528236389160156
2020-09-09,53.601924896240234
2020-09-10,51.5235481262207
2020-09-11,49.93556594848633
2020-09-14,52.77680206298828
2020-09-15,55.322227478027344
2020-09-16,57.696407318115234
2020-09-17,55.9527473449707
2020-09-18,54.35698318481445
2020-09-21,50.49601745605469
2020-09-22,50.68284225463867
2020-09-23,48.954750061035156
2020-09-24,48.90805435180664
2020-09-25,49.49186706542969
2020-09-28,51.21217346191406
2020-09-29,49.811012268066406
2020-09-30,50.34812545776367
2020-10-01,51.7881965637207
2020-10-02,53.08815383911133
2020-10-05,53.52407455444336
2020-10-06,54.473751068115234
2020-10-07,55.29108810424805
2020-10-08,55.56068420410156
2020-10-09,53.69729232788086
2020-10-12,53.935176849365234
2020-10-13,52.19071960449219
2020-10-14,52.11143112182617
2020-10-15,51.635677337646484
2020-10-16,51.39779281616211
2020-10-19,50.67622756958008
2020-10-20,51.11233901977539
2020-10-21,50.91411590576172
2020-10-22,52.61097717285156
2020-10-23,53.0312385559082
2020-10-26,51.286781311035156
2020-10-27,49.1458625793457
2020-10-28,48.178489685058594
2020-10-29,50.279754638671875
2020-10-30,49.80400085449219
2020-11-02,51.31057357788086
2020-11-03,51.532596588134766
2020-11-04,49.38374328613281
2020-11-05,50.327335357666016
2020-11-06,49.05072021484375
2020-11-09,62.720855712890625
2020-11-10,62.514686584472656
2020-11-11,58.209075927734375
2020-11-12,54.82324981689453
2020-11-13,59.2319450378418
2020-11-16,62.609840393066406
2020-11-17,62.609840393066406
2020-11-18,60.746456146240234
2020-11-19,63.93403244018555
2020-11-20,64.32257080078125
2020-11-23,67.72422790527344
2020-11-24,70.40435028076172
2020-11-25,69.13565063476562
2020-11-27,67.83525085449219
2020-11-30,65.47232055664062
2020-12-01,67.39122009277344
2020-12-02,69.18324279785156
2020-12-03,71.0704116821289
2020-12-04,74.46415710449219
2020-12-07,70.86426544189453
2020-12-08,71.45101928710938
2020-12-09,72.02986145019531
2020-12-10,71.71269226074219
2020-12-11,69.69864654541016
2020-12-14,69.23876190185547
2020-12-15,71.15763854980469
2020-12-16,69.99994659423828
2020-12-17,70.59466552734375
2020-12-18,67.74010467529297
2020-12-21,66.32867431640625
2020-12-22,66.38420104980469
2020-12-23,67.37487030029297
2020-12-24,67.95479583740234
2020-12-28,68.84884643554688
2020-12-29,67.08493041992188
2020-12-30,67.63261413574219
2020-12-31,68.687744140625
2021-01-04,66.69831085205078
2021-01-05,66.98828125
2021-01-06,68.51860046386719
2021-01-07,68.5669174194336
2021-01-08,69.66232299804688
2021-01-11,66.96410369873047
2021-01-12,68.80854034423828
2021-01-13,71.57926177978516
2021-01-14,76.47632598876953
2021-01-15,74.90572357177734
2021-01-19,74.63993072509766
2021-01-20,76.75018310546875
2021-01-21,76.1219482421875
2021-01-22,76.91126251220703
2021-01-25,78.51409149169922
2021-01-26,79.77864074707031
2021-01-27,77.83751678466797
2021-01-28,78.53826904296875
2021-01-29,74.84933471679688
2021-02-01,74.85739135742188
2021-02-02,74.47077941894531
2021-02-03,75.21179962158203
2021-02-04,76.64547729492188
2021-02-05,77.92611694335938
2021-02-08,79.69003295898438
2021-02-09,82.5976791381836
2021-02-10,85.5536117553711
2021-02-11,88.01020812988281
2021-02-12,88.00213623046875
2021-02-16,88.58206939697266
2021-02-17,87.17253875732422
2021-02-18,85.79523468017578
2021-02-19,88.13907623291016
2021-02-22,90.82923889160156
2021-02-23,92.72200775146484
2021-02-24,95.84710693359375
2021-02-25,92.48038482666016
2021-02-26,90.95004272460938
2021-03-01,91.75548553466797
2021-03-02,89.95130157470703
2021-03-03,91.8118667602539
2021-03-04,88.686767578125
2021-03-05,89.54053497314453
2021-03-08,89.96741485595703
2021-03-09,89.40361785888672
2021-03-10,92.0696029663086
2021-03-11,93.30192565917969
2021-03-12,94.92086791992188
2021-03-15,97.46605682373047
2021-03-16,94.38927459716797
2021-03-17,95.23497009277344
2021-03-18,94.09125518798828
2021-03-19,93.9865493774414
2021-03-22,92.82671356201172
2021-03-23,88.92841339111328
2021-03-24,88.11492156982422
2021-03-25,91.52996826171875
2021-03-26,92.35955810546875
2021-03-29,91.6668930053711
2021-03-30,92.93948364257812
2021-03-31,91.6346664428711
2021-04-01,92.78643035888672
2021-04-05,92.6656494140625
2021-04-06,93.82546997070312
2021-04-07,94.2442855834961
2021-04-08,93.12029266357422
2021-04-09,94.40718841552734
2021-04-12,93.45423889160156
2021-04-13,92.34651947021484
2021-04-14,92.65604400634766
2021-04-15,93.3157730102539
2021-04-16,95.39273071289062
2021-04-19,94.93659973144531
2021-04-20,93.06329345703125
2021-04-21,95.80810546875
2021-04-22,94.1954345703125
2021-04-23,95.22982025146484
2021-04-26,97.87691497802734
2021-04-27,99.6606216430664
2021-04-28,100.26335144042969
2021-04-29,100.45068359375
2021-04-30,99.15564727783203
2021-05-03,100.34480285644531
2021-05-04,98.84613800048828
2021-05-05,98.48775482177734
2021-05-06,100.11673736572266
2021-05-07,101.76200103759766
2021-05-10,103.2362289428711
2021-05-11,99.88867950439453
2021-05-12,95.79998016357422
2021-05-13,96.10132598876953
2021-05-14,99.51402282714844
2021-05-17,99.56290435791016
2021-05-18,99.8316650390625
2021-05-19,99.58732604980469
2021-05-20,99.8316650390625
2021-05-21,99.67692565917969
2021-05-24,101.51766967773438
2021-05-25,101.32218170166016
2021-05-26,103.19550323486328
2021-05-27,104.49053192138672
2021-05-28,104.65343475341797
2021-06-01,109.2960205078125
2021-06-02,110.11048889160156
2021-06-03,109.19011688232422
2021-06-04,107.73219299316406
