,FE
2017-09-15,23.471311569213867
2017-09-18,23.196657180786133
2017-09-19,23.28573226928711
2017-09-20,23.152124404907227
2017-09-21,23.1224308013916
2017-09-22,22.92943572998047
2017-09-25,23.092741012573242
2017-09-26,22.88489532470703
2017-09-27,22.313331604003906
2017-09-28,22.320749282836914
2017-09-29,22.88489532470703
2017-10-02,22.899747848510742
2017-10-03,23.025938034057617
2017-10-04,23.270893096923828
2017-10-05,23.256046295166016
2017-10-06,23.29315757751465
2017-10-09,23.31542205810547
2017-10-10,23.44904136657715
2017-10-11,23.627187728881836
2017-10-12,24.087417602539062
2017-10-13,24.117107391357422
2017-10-16,23.797914505004883
2017-10-17,23.879568099975586
2017-10-18,23.745954513549805
2017-10-19,23.9760684967041
2017-10-20,23.849878311157227
2017-10-23,23.849878311157227
2017-10-24,23.760799407958984
2017-10-25,23.642038345336914
2017-10-26,23.59007453918457
2017-10-27,23.9760684967041
2017-10-30,24.25071144104004
2017-10-31,24.458559036254883
2017-11-01,24.169065475463867
2017-11-02,24.198759078979492
2017-11-03,24.310094833374023
2017-11-06,24.59531021118164
2017-11-07,24.873003005981445
2017-11-08,25.315834045410156
2017-11-09,25.2182559967041
2017-11-10,25.42841148376465
2017-11-13,25.676090240478516
2017-11-14,26.306541442871094
2017-11-15,26.10389518737793
2017-11-16,25.998815536499023
2017-11-17,26.006324768066406
2017-11-20,25.9312744140625
2017-11-21,25.691097259521484
2017-11-22,25.698606491088867
2017-11-24,25.473440170288086
2017-11-27,25.473440170288086
2017-11-28,25.1732234954834
2017-11-29,25.27079200744629
2017-11-30,25.623554229736328
2017-12-01,25.33834457397461
2017-12-04,24.45270347595215
2017-12-05,24.280073165893555
2017-12-06,24.295082092285156
2017-12-07,24.557775497436523
2017-12-08,24.64034080505371
2017-12-11,24.873003005981445
2017-12-12,24.512746810913086
2017-12-13,24.22003746032715
2017-12-14,24.107450485229492
2017-12-15,23.889795303344727
2017-12-18,23.64962387084961
2017-12-19,23.27434730529785
2017-12-20,22.959117889404297
2017-12-21,22.959117889404297
2017-12-22,22.876562118530273
2017-12-26,22.756471633911133
2017-12-27,22.756471633911133
2017-12-28,22.854049682617188
2017-12-29,22.98163604736328
2018-01-02,23.131750106811523
2018-01-03,22.801509857177734
2018-01-04,22.756471633911133
2018-01-05,22.598861694335938
2018-01-08,22.80901336669922
2018-01-09,22.56133460998535
2018-01-10,22.381202697753906
2018-01-11,22.696430206298828
2018-01-12,22.568838119506836
2018-01-16,22.456256866455078
2018-01-17,22.456256866455078
2018-01-18,22.186059951782227
2018-01-19,22.06597328186035
2018-01-22,24.355134963989258
2018-01-23,24.017391204833984
2018-01-24,23.341899871826172
2018-01-25,24.084932327270508
2018-01-26,24.084932327270508
2018-01-29,24.144975662231445
2018-01-30,24.25756072998047
2018-01-31,24.6928768157959
2018-02-01,24.482730865478516
2018-02-02,24.099950790405273
2018-02-05,23.717166900634766
2018-02-06,23.45145606994629
2018-02-07,23.390718460083008
2018-02-08,23.261653900146484
2018-02-09,23.7551326751709
2018-02-12,23.91455841064453
2018-02-13,24.370073318481445
2018-02-14,24.25619888305664
2018-02-15,24.8939208984375
2018-02-16,25.076129913330078
2018-02-20,24.901508331298828
2018-02-21,24.871137619018555
2018-02-22,24.992610931396484
2018-02-23,25.66069984436035
2018-02-26,25.5620059967041
2018-02-27,24.977428436279297
2018-02-28,24.544689178466797
2018-03-01,24.529508590698242
2018-03-02,24.506729125976562
2018-03-05,24.772449493408203
2018-03-06,24.180282592773438
2018-03-07,23.98288917541504
2018-03-08,24.142318725585938
2018-03-09,24.787630081176758
2018-03-12,24.825592041015625
2018-03-13,25.045761108398438
2018-03-14,25.372203826904297
2018-03-15,25.569597244262695
2018-03-16,25.72903060913086
2018-03-19,25.653118133544922
2018-03-20,25.615158081054688
2018-03-21,25.85809326171875
2018-03-22,26.154178619384766
2018-03-23,25.615158081054688
2018-03-26,25.804950714111328
2018-03-27,26.21491241455078
2018-03-28,26.108623504638672
2018-03-29,25.82013511657715
2018-04-02,25.706254959106445
2018-04-03,25.83531951904297
2018-04-04,25.949195861816406
2018-04-05,26.078250885009766
2018-04-06,25.964380264282227
2018-04-09,25.9188289642334
2018-04-10,26.108623504638672
2018-04-11,26.192138671875
2018-04-12,25.880868911743164
2018-04-13,26.123811721801758
2018-04-16,26.27564811706543
2018-04-17,26.617284774780273
2018-04-18,26.64765167236328
2018-04-19,26.473039627075195
2018-04-20,26.14657974243164
2018-04-23,26.192138671875
2018-04-24,26.03270721435547
2018-04-25,25.93401527404785
2018-04-26,26.03270721435547
2018-04-27,26.040294647216797
2018-04-30,26.116222381591797
2018-05-01,25.721437454223633
2018-05-02,25.82013511657715
2018-05-03,25.721437454223633
2018-05-04,26.174165725708008
2018-05-07,26.189516067504883
2018-05-08,25.5065860748291
2018-05-09,25.721439361572266
2018-05-10,26.020702362060547
2018-05-11,26.13580322265625
2018-05-14,25.897930145263672
2018-05-15,25.805850982666016
2018-05-16,25.836536407470703
2018-05-17,25.514249801635742
2018-05-18,25.46053695678711
2018-05-21,25.64470100402832
2018-05-22,25.75213050842285
2018-05-23,25.97466278076172
2018-05-24,26.043724060058594
2018-05-25,26.16649627685547
2018-05-29,26.13580322265625
2018-05-30,26.266250610351562
2018-05-31,26.412050247192383
2018-06-01,26.243234634399414
2018-06-04,25.951644897460938
2018-06-05,26.043724060058594
2018-06-06,25.452865600585938
2018-06-07,25.583311080932617
2018-06-08,25.567970275878906
2018-06-11,25.299396514892578
2018-06-12,25.567970275878906
2018-06-13,25.805850982666016
2018-06-14,26.296939849853516
2018-06-15,26.626907348632812
2018-06-18,26.65760612487793
2018-06-19,26.795724868774414
2018-06-20,26.772701263427734
2018-06-21,26.97220802307129
2018-06-22,26.926176071166992
2018-06-25,27.77791976928711
2018-06-26,27.670494079589844
2018-06-27,27.985107421875
2018-06-28,27.770254135131836
2018-06-29,27.55539321899414
2018-07-02,27.793272018432617
2018-07-03,27.954418182373047
2018-07-05,28.130901336669922
2018-07-06,28.21531867980957
2018-07-09,27.10265350341797
2018-07-10,27.156373977661133
2018-07-11,27.54771614074707
2018-07-12,27.355886459350586
2018-07-13,27.501680374145508
2018-07-16,27.739561080932617
2018-07-17,27.823959350585938
2018-07-18,27.36355972290039
2018-07-19,27.348217010498047
2018-07-20,27.09499168395996
2018-07-23,26.72666358947754
2018-07-24,26.511802673339844
2018-07-25,26.642257690429688
2018-07-26,27.018251419067383
2018-07-27,26.864784240722656
2018-07-30,26.78037452697754
2018-07-31,27.187068939208984
2018-08-01,27.977434158325195
2018-08-02,27.94673728942871
2018-08-03,28.04649543762207
2018-08-06,28.085243225097656
2018-08-07,28.015501022338867
2018-08-08,27.899255752563477
2018-08-09,28.13174819946289
2018-08-10,28.085243225097656
2018-08-13,28.178241729736328
2018-08-14,28.19373893737793
2018-08-15,28.40298843383789
2018-08-16,28.728483200073242
2018-08-17,28.906728744506836
2018-08-20,28.73623275756836
2018-08-21,28.511486053466797
2018-08-22,28.325496673583984
2018-08-23,28.503740310668945
2018-08-24,28.712980270385742
2018-08-27,28.550235748291016
2018-08-28,28.798229217529297
2018-08-29,29.038469314575195
2018-08-30,28.96872329711914
2018-08-31,28.96872329711914
2018-09-04,29.115968704223633
2018-09-05,29.294208526611328
2018-09-06,29.418210983276367
2018-09-07,29.06946563720703
2018-09-10,29.54996109008789
2018-09-11,29.4337100982666
2018-09-12,29.255474090576172
2018-09-13,29.286466598510742
2018-09-14,29.31746482849121
2018-09-17,29.394960403442383
2018-09-18,29.340713500976562
2018-09-19,28.519241333007812
2018-09-20,28.565738677978516
2018-09-21,28.596742630004883
2018-09-24,28.565738677978516
2018-09-25,28.19373893737793
2018-09-26,27.82950782775879
2018-09-27,28.30998992919922
2018-09-28,28.805978775024414
2018-10-01,28.681976318359375
2018-10-02,29.007469177246094
2018-10-03,28.441734313964844
2018-10-04,28.782730102539062
2018-10-05,29.4337100982666
2018-10-08,29.487960815429688
2018-10-09,29.720441818237305
2018-10-10,29.487960815429688
2018-10-11,28.83698081970215
2018-10-12,28.86798095703125
2018-10-15,28.99196434020996
2018-10-16,29.294208526611328
2018-10-17,29.3872127532959
2018-10-18,29.495708465576172
2018-10-19,30.10793113708496
2018-10-22,29.929698944091797
2018-10-23,29.635204315185547
2018-10-24,29.99944496154785
2018-10-25,29.363962173461914
2018-10-26,28.449487686157227
2018-10-29,28.875722885131836
2018-10-30,28.852474212646484
2018-10-31,28.8912296295166
2018-11-01,28.805978775024414
2018-11-02,28.767223358154297
2018-11-05,29.04622459411621
2018-11-06,29.31226348876953
2018-11-07,29.539194107055664
2018-11-08,29.500064849853516
2018-11-09,29.73480987548828
2018-11-12,30.352991104125977
2018-11-13,30.26691246032715
2018-11-14,29.9930477142334
2018-11-15,30.37646484375
2018-11-16,30.337339401245117
2018-11-19,30.157365798950195
2018-11-20,29.695695877075195
2018-11-21,29.18706703186035
2018-11-23,29.34356689453125
2018-11-26,29.492250442504883
2018-11-27,29.64874267578125
2018-11-28,29.42180824279785
2018-11-29,29.06969451904297
2018-11-30,29.601797103881836
2018-12-03,30.19648551940918
2018-12-04,30.165185928344727
2018-12-06,30.579910278320312
2018-12-07,30.69727897644043
2018-12-10,30.939863204956055
2018-12-11,30.994632720947266
2018-12-12,30.69727897644043
2018-12-13,30.861604690551758
2018-12-14,30.6112060546875
2018-12-17,29.515716552734375
2018-12-18,29.44529914855957
2018-12-19,29.23401641845703
2018-12-20,29.26531982421875
2018-12-21,29.100988388061523
2018-12-24,28.044620513916016
2018-12-26,28.639318466186523
2018-12-27,28.97579574584961
2018-12-28,29.155765533447266
2018-12-31,29.38269805908203
2019-01-02,28.73322296142578
2019-01-03,28.725400924682617
2019-01-04,29.08534049987793
2019-01-07,29.45311737060547
2019-01-08,29.875667572021484
2019-01-09,29.695695877075195
2019-01-10,30.18866729736328
2019-01-11,30.02433967590332
2019-01-14,29.73480987548828
2019-01-15,29.828710556030273
2019-01-16,30.11041259765625
2019-01-17,30.290395736694336
2019-01-18,30.415584564208984
2019-01-22,30.32168960571289
2019-01-23,30.806833267211914
2019-01-24,30.736404418945312
2019-01-25,30.352991104125977
2019-01-28,30.19648551940918
2019-01-29,30.173015594482422
2019-01-30,30.32168960571289
2019-01-31,30.673809051513672
2019-02-01,30.34515953063965
2019-02-04,30.157365798950195
2019-02-05,30.274736404418945
2019-02-06,30.551332473754883
2019-02-07,31.064998626708984
2019-02-08,31.207242965698242
2019-02-11,31.096595764160156
2019-02-12,31.2309513092041
2019-02-13,31.223041534423828
2019-02-14,31.17562484741211
2019-02-15,31.286272048950195
2019-02-19,31.294172286987305
2019-02-20,31.286272048950195
2019-02-21,31.649784088134766
2019-02-22,32.179264068603516
2019-02-25,31.950075149536133
2019-02-26,32.2266731262207
2019-02-27,32.179264068603516
2019-02-28,32.20296096801758
2019-03-01,32.32149887084961
2019-03-04,32.195064544677734
2019-03-05,31.942176818847656
2019-03-06,32.179264068603516
2019-03-07,32.2266731262207
2019-03-08,32.31360626220703
2019-03-11,32.68501663208008
2019-03-12,32.858882904052734
2019-03-13,32.89048385620117
2019-03-14,32.56647491455078
2019-03-15,32.582298278808594
2019-03-18,32.59019088745117
2019-03-19,31.934282302856445
2019-03-20,32.0765266418457
2019-03-21,32.59019088745117
2019-03-22,33.00902557373047
2019-03-25,33.080142974853516
2019-03-26,33.19078826904297
2019-03-27,32.969512939453125
2019-03-28,32.716636657714844
2019-03-29,32.88258743286133
2019-04-01,32.75614547729492
2019-04-02,32.669212341308594
2019-04-03,32.471649169921875
2019-04-04,31.167726516723633
2019-04-05,32.3768196105957
2019-04-08,31.942176818847656
2019-04-09,32.28199005126953
2019-04-10,32.26619338989258
2019-04-11,32.56647491455078
2019-04-12,32.692928314208984
2019-04-15,32.621803283691406
2019-04-16,31.973791122436523
2019-04-17,31.79203224182129
2019-04-18,32.00539016723633
2019-04-22,32.0765266418457
2019-04-23,32.195064544677734
2019-04-24,32.28989791870117
2019-04-25,32.51906967163086
2019-04-26,32.77983474731445
2019-04-29,32.68501663208008
2019-04-30,33.21449279785156
2019-05-01,33.151268005371094
2019-05-02,33.16707992553711
2019-05-03,33.58590316772461
2019-05-06,33.410484313964844
2019-05-07,33.5141487121582
2019-05-08,33.04368591308594
2019-05-09,32.97990036010742
2019-05-10,33.593894958496094
2019-05-13,33.84905242919922
2019-05-14,33.56996536254883
2019-05-15,33.35466766357422
2019-05-16,33.61781692504883
2019-05-17,33.86499786376953
2019-05-20,33.9606819152832
2019-05-21,33.80120849609375
2019-05-22,34.000553131103516
2019-05-23,34.40721893310547
2019-05-24,34.17598342895508
2019-05-28,33.203163146972656
2019-05-29,32.68486404418945
2019-05-30,32.66094207763672
2019-05-31,32.884212493896484
2019-06-03,33.23506546020508
2019-06-04,33.362648010253906
2019-06-05,34.34342575073242
2019-06-06,34.59859848022461
2019-06-07,34.31950378417969
2019-06-10,34.303558349609375
2019-06-11,34.0882682800293
2019-06-12,34.58264923095703
2019-06-13,34.56669235229492
2019-06-14,35.06107711791992
2019-06-17,34.845787048339844
2019-06-18,34.694278717041016
2019-06-19,34.64643478393555
2019-06-20,34.82185745239258
2019-06-21,34.829837799072266
2019-06-24,34.774017333984375
2019-06-25,34.6544075012207
2019-06-26,33.912845611572266
2019-06-27,33.896888732910156
2019-06-28,34.1361198425293
2019-07-01,34.08028793334961
2019-07-02,34.630489349365234
2019-07-03,34.94147491455078
2019-07-05,34.86970520019531
2019-07-08,34.72617721557617
2019-07-09,34.718204498291016
2019-07-10,34.6783332824707
2019-07-11,34.7580680847168
2019-07-12,34.61454391479492
2019-07-15,34.97336196899414
2019-07-16,34.72617721557617
2019-07-17,34.86970520019531
2019-07-18,35.10891342163086
2019-07-19,34.6783332824707
2019-07-22,34.76604461669922
2019-07-23,34.54277420043945
2019-07-24,34.78199005126953
2019-07-25,34.98133850097656
2019-07-26,35.13284683227539
2019-07-29,35.45977020263672
2019-07-30,35.46773910522461
2019-07-31,35.06107711791992
2019-08-01,35.38800048828125
2019-08-02,35.28434371948242
2019-08-05,34.63846206665039
2019-08-06,34.92805099487305
2019-08-07,35.04872131347656
2019-08-08,35.595726013183594
2019-08-09,35.555503845214844
2019-08-12,35.804874420166016
2019-08-13,35.539424896240234
2019-08-14,35.01654052734375
2019-08-15,35.49114227294922
2019-08-16,35.941627502441406
2019-08-19,36.303619384765625
2019-08-20,36.142738342285156
2019-08-21,36.58517074584961
2019-08-22,36.76214599609375
2019-08-23,36.191001892089844
2019-08-26,36.51276397705078
2019-08-27,36.54494857788086
2019-08-28,36.61734390258789
2019-08-29,36.955204010009766
2019-08-30,37.00345993041992
2019-09-03,37.43785858154297
2019-09-04,37.67918395996094
2019-09-05,37.42176818847656
2019-09-06,37.55048370361328
2019-09-09,37.743534088134766
2019-09-10,37.59873580932617
2019-09-11,38.282501220703125
2019-09-12,38.3146858215332
2019-09-13,38.10552215576172
2019-09-16,38.25836181640625
2019-09-17,38.68471145629883
2019-09-18,38.700801849365234
2019-09-19,38.700801849365234
2019-09-20,38.12162399291992
2019-09-23,38.41925048828125
2019-09-24,38.974308013916016
2019-09-25,39.27997970581055
2019-09-26,39.19954299926758
2019-09-27,38.958221435546875
2019-09-30,38.79732894897461
2019-10-01,38.52383041381836
2019-10-02,38.05727005004883
2019-10-03,38.40317153930664
2019-10-04,38.79732894897461
2019-10-07,38.636444091796875
2019-10-08,38.3066291809082
2019-10-09,38.46751403808594
2019-10-10,38.53187561035156
2019-10-11,38.52383041381836
2019-10-14,38.137718200683594
2019-10-15,38.2905387878418
2019-10-16,38.45143127441406
2019-10-17,38.700801849365234
2019-10-18,38.91799545288086
2019-10-21,39.01451873779297
2019-10-22,38.90190505981445
2019-10-23,38.9421272277832
2019-10-24,38.84560012817383
2019-10-25,38.620357513427734
2019-10-28,38.02508544921875
2019-10-29,38.27445983886719
2019-10-30,38.483612060546875
2019-10-31,38.869720458984375
2019-11-01,38.90190505981445
2019-11-04,38.61231231689453
2019-11-05,38.065303802490234
2019-11-06,38.20315933227539
2019-11-07,37.88690185546875
2019-11-08,37.78147506713867
2019-11-11,37.32734680175781
2019-11-12,37.54631042480469
2019-11-13,38.04908752441406
2019-11-14,37.90312194824219
2019-11-15,38.14640426635742
2019-11-18,37.92744445800781
2019-11-19,37.65172576904297
2019-11-20,38.008544921875
2019-11-21,37.82202911376953
2019-11-22,38.38968276977539
2019-11-25,38.69784164428711
2019-11-26,38.73838806152344
2019-11-27,38.75460433959961
2019-11-29,38.67350387573242
2019-12-02,38.535648345947266
2019-12-03,38.71406555175781
2019-12-04,39.07897186279297
2019-12-05,39.25737380981445
2019-12-06,39.23305130004883
2019-12-09,39.022216796875
2019-12-10,38.91679000854492
2019-12-11,38.94111633300781
2019-12-12,38.803253173828125
2019-12-13,38.88434982299805
2019-12-16,39.33846664428711
2019-12-17,39.15196228027344
2019-12-18,39.346588134765625
2019-12-19,39.50065612792969
2019-12-20,39.58987045288086
2019-12-23,39.24116134643555
2019-12-24,39.31414794921875
2019-12-26,39.33846664428711
2019-12-27,39.24116134643555
2019-12-30,39.3222541809082
2019-12-31,39.411460876464844
2020-01-02,38.543758392333984
2020-01-03,38.48699188232422
2020-01-06,38.55997848510742
2020-01-07,38.535648345947266
2020-01-08,38.616737365722656
2020-01-09,38.81947326660156
2020-01-10,38.632957458496094
2020-01-13,38.73838806152344
2020-01-14,38.95732879638672
2020-01-15,39.28981399536133
2020-01-16,39.557430267333984
2020-01-17,39.78448486328125
2020-01-21,39.9791145324707
2020-01-22,40.45756530761719
2020-01-23,40.83059310913086
2020-01-24,40.92790603637695
2020-01-27,40.75761413574219
2020-01-28,41.10630798339844
2020-01-29,41.3333625793457
2020-01-30,41.34148406982422
2020-01-31,41.187400817871094
2020-02-03,41.76316833496094
2020-02-04,41.755069732666016
2020-02-05,42.09566116333008
2020-02-06,41.875038146972656
2020-02-07,41.858707427978516
2020-02-10,41.96492004394531
2020-02-11,42.11199188232422
2020-02-12,42.062965393066406
2020-02-13,42.47151565551758
2020-02-14,42.67577362060547
2020-02-18,42.70844650268555
2020-02-19,42.610416412353516
2020-02-20,42.31626892089844
2020-02-21,42.136512756347656
2020-02-24,41.36845779418945
2020-02-25,39.946746826171875
2020-02-26,39.46467208862305
2020-02-27,37.77333068847656
2020-02-28,36.384300231933594
2020-03-02,38.663944244384766
2020-03-03,37.52003479003906
2020-03-04,39.628089904785156
2020-03-05,38.508697509765625
2020-03-06,37.97760009765625
2020-03-09,35.076995849609375
2020-03-10,36.72747802734375
2020-03-11,35.24039840698242
2020-03-12,31.473691940307617
2020-03-13,33.69613265991211
2020-03-16,28.0256404876709
2020-03-17,32.7728385925293
2020-03-18,30.395151138305664
2020-03-19,29.406496047973633
2020-03-20,28.009296417236328
2020-03-23,27.118690490722656
2020-03-24,28.989782333374023
2020-03-25,29.006126403808594
2020-03-26,31.596248626708984
2020-03-27,31.539060592651367
2020-03-30,33.08332824707031
2020-03-31,32.74015808105469
2020-04-01,31.751497268676758
2020-04-02,32.68296432495117
2020-04-03,31.007963180541992
2020-04-06,33.7941780090332
2020-04-07,33.06698989868164
2020-04-08,35.32211685180664
2020-04-09,36.56406021118164
2020-04-13,35.89406204223633
2020-04-14,37.15235900878906
2020-04-15,35.91040802001953
2020-04-16,36.65393829345703
2020-04-17,37.756996154785156
2020-04-20,36.351619720458984
2020-04-21,35.2975959777832
2020-04-22,36.13100814819336
2020-04-23,35.158695220947266
2020-04-24,34.57857131958008
2020-04-27,35.55088424682617
2020-04-28,34.84003829956055
2020-04-29,34.603084564208984
2020-04-30,33.72064971923828
2020-05-01,33.36930847167969
2020-05-04,33.6552848815918
2020-05-05,34.055641174316406
2020-05-06,32.991661071777344
2020-05-07,33.16486740112305
2020-05-08,33.486534118652344
2020-05-11,33.338069915771484
2020-05-12,32.661746978759766
2020-05-13,32.208106994628906
2020-05-14,32.95867156982422
2020-05-15,32.40605926513672
2020-05-18,33.90718078613281
2020-05-19,33.2885856628418
2020-05-20,33.22260665893555
2020-05-21,33.34632110595703
2020-05-22,33.51953125
2020-05-26,33.5772705078125
2020-05-27,34.113372802734375
2020-05-28,35.210350036621094
2020-05-29,34.85569763183594
2020-06-01,35.26809310913086
2020-06-02,35.52377700805664
2020-06-03,35.87019348144531
2020-06-04,34.93817901611328
2020-06-05,35.6887321472168
2020-06-08,36.27433776855469
2020-06-09,35.375308990478516
2020-06-10,34.84744644165039
2020-06-11,33.40406799316406
2020-06-12,33.34632110595703
2020-06-15,33.37931823730469
2020-06-16,33.41230773925781
2020-06-17,33.19786071777344
2020-06-18,33.41230773925781
2020-06-19,32.1503791809082
2020-06-22,32.744224548339844
2020-06-23,31.985416412353516
2020-06-24,31.160629272460938
2020-06-25,30.95442771911621
2020-06-26,30.393569946289062
2020-06-29,31.333833694458008
2020-06-30,31.985416412353516
2020-07-01,32.8926887512207
2020-07-02,32.92566680908203
2020-07-06,33.1401252746582
2020-07-07,33.19786071777344
2020-07-08,33.51128387451172
2020-07-09,33.14836883544922
2020-07-10,34.03915023803711
2020-07-13,33.684486389160156
2020-07-14,33.75046157836914
2020-07-15,33.66800308227539
2020-07-16,34.05564880371094
2020-07-17,34.7567138671875
2020-07-20,34.03089904785156
2020-07-21,28.249109268188477
2020-07-22,22.343603134155273
2020-07-23,22.59929084777832
2020-07-24,24.314857482910156
2020-07-27,24.149898529052734
2020-07-28,24.034423828125
2020-07-29,23.622028350830078
2020-07-30,23.81173324584961
2020-07-31,23.918954849243164
2020-08-03,24.075666427612305
2020-08-04,24.446823120117188
2020-08-05,23.869470596313477
2020-08-06,24.39618492126465
2020-08-07,24.613563537597656
2020-08-10,25.131916046142578
2020-08-11,24.99814796447754
2020-08-12,24.973064422607422
2020-08-13,24.747325897216797
2020-08-14,24.52159309387207
2020-08-17,24.195531845092773
2020-08-18,24.145366668701172
2020-08-19,23.9447078704834
2020-08-20,23.710615158081055
2020-08-21,23.501598358154297
2020-08-24,23.6688175201416
2020-08-25,23.35947036743164
2020-08-26,23.417997360229492
2020-08-27,23.49324607849121
2020-08-28,23.6688175201416
2020-08-31,23.902908325195312
2020-09-01,23.627012252807617
2020-09-02,24.362741470336914
2020-09-03,24.57175636291504
2020-09-04,24.580116271972656
2020-09-08,24.354381561279297
2020-09-09,24.362741470336914
2020-09-10,24.287494659423828
2020-09-11,24.52159309387207
2020-09-14,24.797494888305664
2020-09-15,24.538314819335938
2020-09-16,24.88109588623047
2020-09-17,24.914535522460938
2020-09-18,24.21225357055664
2020-09-21,23.93634796142578
2020-09-22,23.886192321777344
2020-09-23,23.058490753173828
2020-09-24,23.543405532836914
2020-09-25,23.911272048950195
2020-09-28,23.78586196899414
2020-09-29,23.911272048950195
2020-09-30,24.00323486328125
2020-10-01,24.045042037963867
2020-10-02,24.68044662475586
2020-10-05,25.006505966186523
2020-10-06,25.42453956604004
2020-10-07,25.549943923950195
2020-10-08,26.15190887451172
2020-10-09,26.101743698120117
2020-10-12,26.135189056396484
2020-10-13,26.176986694335938
2020-10-14,26.27731704711914
2020-10-15,26.344200134277344
2020-10-16,26.494691848754883
2020-10-19,26.52812957763672
2020-10-20,26.611738204956055
2020-10-21,27.02977180480957
2020-10-22,27.61500358581543
2020-10-23,27.84074592590332
2020-10-26,27.857463836669922
2020-10-27,27.915990829467773
2020-10-28,26.553211212158203
2020-10-29,26.595016479492188
2020-10-30,24.847652435302734
2020-11-02,25.02322769165039
2020-11-03,25.182083129882812
2020-11-04,24.295856475830078
2020-11-05,24.906009674072266
2020-11-06,24.63483238220215
2020-11-09,25.01617431640625
2020-11-10,24.838214874267578
2020-11-11,25.24498176574707
2020-11-12,24.855159759521484
2020-11-13,25.007701873779297
2020-11-16,24.151798248291016
2020-11-17,24.35517692565918
2020-11-18,24.194164276123047
2020-11-19,24.60940933227539
2020-11-20,23.728076934814453
2020-11-23,23.482322692871094
2020-11-24,22.592519760131836
2020-11-25,22.507776260375977
2020-11-27,22.64336395263672
2020-11-30,22.507776260375977
2020-12-01,23.024707794189453
2020-12-02,23.151826858520508
2020-12-03,23.643335342407227
2020-12-04,24.533138275146484
2020-12-07,24.973804473876953
2020-12-08,25.643272399902344
2020-12-09,25.965295791625977
2020-12-10,25.609378814697266
2020-12-11,25.744962692260742
2020-12-14,25.71954345703125
2020-12-15,26.60934829711914
2020-12-16,26.194103240966797
2020-12-17,25.846660614013672
2020-12-18,25.71107292175293
2020-12-21,25.414466857910156
2020-12-22,25.380569458007812
2020-12-23,24.821266174316406
2020-12-24,25.151765823364258
2020-12-28,25.10091781616211
2020-12-29,25.17718505859375
2020-12-30,25.516159057617188
2020-12-31,25.93987464904785
2021-01-04,25.007701873779297
2021-01-05,25.287353515625
2021-01-06,25.677167892456055
2021-01-07,25.109392166137695
2021-01-08,25.34667205810547
2021-01-11,25.592430114746094
2021-01-12,25.838184356689453
2021-01-13,26.092411041259766
2021-01-14,26.48223304748535
2021-01-15,26.838150024414062
2021-01-19,26.363590240478516
2021-01-20,26.550025939941406
2021-01-21,26.329687118530273
2021-01-22,26.499183654785156
2021-01-25,26.999168395996094
2021-01-26,27.058481216430664
2021-01-27,26.151731491088867
2021-01-28,26.151731491088867
2021-01-29,26.06698989868164
2021-02-01,26.422910690307617
2021-02-02,27.041534423828125
2021-02-03,27.456783294677734
2021-02-04,27.645484924316406
2021-02-05,27.68836784362793
2021-02-08,27.559709548950195
2021-02-09,27.902809143066406
2021-02-10,27.2337646484375
2021-02-11,26.69337272644043
2021-02-12,26.796306610107422
2021-02-16,27.388154983520508
2021-02-17,27.405315399169922
2021-02-18,29.378150939941406
2021-02-19,29.18943977355957
2021-02-22,29.060781478881836
2021-02-23,28.760562896728516
2021-02-24,29.378150939941406
2021-02-25,28.7434139251709
2021-02-26,28.42603874206543
2021-03-01,28.657634735107422
2021-03-02,28.142982482910156
2021-03-03,28.220182418823242
2021-03-04,28.49466323852539
2021-03-05,28.486083984375
2021-03-08,28.623321533203125
2021-03-09,29.318103790283203
2021-03-10,29.635475158691406
2021-03-11,29.721256256103516
2021-03-12,29.96142578125
2021-03-15,30.23590660095215
2021-03-16,30.501811981201172
2021-03-17,30.19301986694336
2021-03-18,29.704097747802734
2021-03-19,29.901382446289062
2021-03-22,29.481077194213867
2021-03-23,29.498231887817383
2021-03-24,29.446773529052734
2021-03-25,29.378150939941406
2021-03-26,29.395301818847656
2021-03-29,30.030044555664062
2021-03-30,29.58401107788086
2021-03-31,29.755558013916016
2021-04-01,29.429616928100586
2021-04-05,29.849912643432617
2021-04-06,29.849912643432617
2021-04-07,30.04720115661621
2021-04-08,30.012893676757812
2021-04-09,29.824180603027344
2021-04-12,29.755558013916016
2021-04-13,30.158706665039062
2021-04-14,30.158706665039062
2021-04-15,30.467506408691406
2021-04-16,30.613323211669922
2021-04-19,30.707674026489258
2021-04-20,31.119396209716797
2021-04-21,31.556852340698242
2021-04-22,31.1794376373291
2021-04-23,31.479656219482422
2021-04-26,31.4710750579834
2021-04-27,31.625471115112305
2021-04-28,32.09723663330078
2021-04-29,32.35456848144531
2021-04-30,32.52611541748047
2021-05-03,32.86921691894531
2021-05-04,32.41460418701172
2021-05-05,32.49180603027344
2021-05-06,32.43113327026367
2021-05-07,32.51780319213867
2021-05-10,32.63047409057617
2021-05-11,32.240474700927734
2021-05-12,31.581787109375
2021-05-13,32.4831428527832
2021-05-14,32.5958137512207
2021-05-17,32.68247985839844
2021-05-18,32.647804260253906
2021-05-19,32.41379928588867
2021-05-20,32.66514205932617
2021-05-21,32.942481994628906
2021-05-24,32.864479064941406
2021-05-25,32.60447311401367
2021-05-26,32.56980895996094
2021-05-27,32.82114791870117
2021-05-28,32.85580825805664
2021-06-01,32.951148986816406
