,FE
2014-09-24,21.991920471191406
2014-09-25,22.07010841369629
2014-09-26,22.14179039001465
2014-09-29,22.135272979736328
2014-09-30,21.87462615966797
2014-10-01,21.744306564331055
2014-10-02,21.802946090698242
2014-10-03,21.822494506835938
2014-10-06,21.985401153564453
2014-10-07,21.913721084594727
2014-10-08,22.545785903930664
2014-10-09,22.51320457458496
2014-10-10,22.70868682861328
2014-10-13,22.871585845947266
2014-10-14,23.171335220336914
2014-10-15,22.891136169433594
2014-10-16,22.584882736206055
2014-10-17,22.63701629638672
2014-10-20,22.767335891723633
2014-10-21,22.943273544311523
2014-10-22,23.145261764526367
2014-10-23,23.067081451416016
2014-10-24,23.63397789001465
2014-10-27,23.542749404907227
2014-10-28,23.953266143798828
2014-10-29,23.835983276367188
2014-10-30,24.441978454589844
2014-10-31,24.331201553344727
2014-11-03,24.40288734436035
2014-11-04,24.057523727416992
2014-11-05,24.41286277770996
2014-11-06,24.110170364379883
2014-11-07,24.511566162109375
2014-11-10,24.577367782592773
2014-11-11,24.537885665893555
2014-11-12,23.952247619628906
2014-11-13,23.754833221435547
2014-11-14,23.616647720336914
2014-11-17,23.925922393798828
2014-11-18,24.143068313598633
2014-11-19,24.373376846313477
2014-11-20,24.169391632080078
2014-11-21,24.485248565673828
2014-11-24,23.89959716796875
2014-11-25,23.84695816040039
2014-11-26,23.978565216064453
2014-11-28,24.268096923828125
2014-12-01,24.373376846313477
2014-12-02,24.399702072143555
2014-12-03,24.366804122924805
2014-12-04,24.314163208007812
2014-12-05,24.347057342529297
2014-12-08,24.702390670776367
2014-12-09,24.88664436340332
2014-12-10,24.511566162109375
2014-12-11,24.899808883666992
2014-12-12,24.64318084716797
2014-12-15,24.603689193725586
2014-12-16,24.472089767456055
2014-12-17,25.04456901550293
2014-12-18,25.524927139282227
2014-12-19,25.478864669799805
2014-12-22,25.14985466003418
2014-12-23,25.669700622558594
2014-12-24,26.15005874633789
2014-12-26,26.321151733398438
2014-12-29,26.82783317565918
2014-12-30,26.439590454101562
2014-12-31,25.656538009643555
2015-01-02,25.794729232788086
2015-01-05,25.10379409790039
2015-01-06,25.235395431518555
2015-01-07,25.44597053527832
2015-01-08,25.676280975341797
2015-01-09,25.643373489379883
2015-01-12,25.30778694152832
2015-01-13,25.419660568237305
2015-01-14,26.025033950805664
2015-01-15,26.27507972717285
2015-01-16,26.926530838012695
2015-01-20,26.95284652709961
2015-01-21,27.17658233642578
2015-01-22,26.90021324157715
2015-01-23,27.130529403686523
2015-01-26,27.20948600769043
2015-01-27,27.06471824645996
2015-01-28,26.808090209960938
2015-01-29,27.222644805908203
2015-01-30,26.53829574584961
2015-02-02,26.551450729370117
2015-02-03,26.610687255859375
2015-02-04,26.663799285888672
2015-02-05,27.241424560546875
2015-02-06,25.853790283203125
2015-02-09,25.196483612060547
2015-02-10,25.641328811645508
2015-02-11,24.930912017822266
2015-02-12,24.678617477416992
2015-02-13,24.718448638916016
2015-02-17,24.519271850585938
2015-02-18,23.974838256835938
2015-02-19,24.05451011657715
2015-02-20,23.802209854125977
2015-02-23,23.636234283447266
2015-02-24,23.948286056518555
2015-02-25,23.802209854125977
2015-02-26,23.64286994934082
2015-02-27,23.224592208862305
2015-03-02,22.7664737701416
2015-03-03,22.812950134277344
2015-03-04,22.779747009277344
2015-03-05,23.071884155273438
2015-03-06,22.64031982421875
2015-03-09,22.673524856567383
2015-03-10,22.839508056640625
2015-03-11,22.68680191040039
2015-03-12,23.337459564208984
2015-03-13,22.9722957611084
2015-03-16,23.310901641845703
2015-03-17,23.277706146240234
2015-03-18,23.974838256835938
2015-03-19,23.86197280883789
2015-03-20,24.154102325439453
2015-03-23,24.154102325439453
2015-03-24,23.70262336730957
2015-03-25,23.184749603271484
2015-03-26,23.045333862304688
2015-03-27,22.99884796142578
2015-03-30,23.576473236083984
2015-03-31,23.277706146240234
2015-04-01,22.89925765991211
2015-04-02,23.463607788085938
2015-04-06,23.755739212036133
2015-04-07,23.77566146850586
2015-04-08,23.669429779052734
2015-04-09,23.70926856994629
2015-04-10,24.067792892456055
2015-04-13,23.695981979370117
2015-04-14,23.729190826416016
2015-04-15,23.729190826416016
2015-04-16,23.403854370117188
2015-04-17,23.28434181213379
2015-04-20,23.968196868896484
2015-04-21,23.563199996948242
2015-04-22,23.56983757019043
2015-04-23,23.636234283447266
2015-04-24,24.114267349243164
2015-04-27,24.061155319213867
2015-04-28,24.140823364257812
2015-04-29,24.12755012512207
2015-04-30,23.84205436706543
2015-05-01,24.067792892456055
2015-05-04,24.3333740234375
2015-05-05,23.676254272460938
2015-05-06,23.354402542114258
2015-05-07,23.300764083862305
2015-05-08,23.52873992919922
2015-05-11,23.428163528442383
2015-05-12,23.3745174407959
2015-05-13,23.15995216369629
2015-05-14,23.434871673583984
2015-05-15,23.62931251525879
2015-05-18,23.689659118652344
2015-05-19,23.803651809692383
2015-05-20,24.024927139282227
2015-05-21,24.08527183532715
2015-05-22,24.145618438720703
2015-05-26,23.971282958984375
2015-05-27,24.045045852661133
2015-05-28,24.185855865478516
2015-05-29,23.924352645874023
2015-06-01,23.870708465576172
2015-06-02,23.475099563598633
2015-06-03,23.119714736938477
2015-06-04,23.166654586791992
2015-06-05,23.066078186035156
2015-06-08,22.999019622802734
2015-06-09,22.744218826293945
2015-06-10,23.15995216369629
2015-06-11,23.14653205871582
2015-06-12,22.576587677001953
2015-06-15,22.321792602539062
2015-06-16,22.368728637695312
2015-06-17,22.415664672851562
2015-06-18,22.824684143066406
2015-06-19,22.663761138916016
2015-06-22,22.590003967285156
2015-06-23,22.308385848999023
2015-06-24,22.127338409423828
2015-06-25,22.033472061157227
2015-06-26,21.95970916748047
2015-06-29,21.865833282470703
2015-06-30,21.825599670410156
2015-07-01,21.99994659423828
2015-07-02,22.26814842224121
2015-07-06,22.335203170776367
2015-07-07,22.83810043334961
2015-07-08,22.657058715820312
2015-07-09,22.442489624023438
2015-07-10,22.569887161254883
2015-07-13,22.576587677001953
2015-07-14,22.543066024780273
2015-07-15,22.70399284362793
2015-07-16,23.260522842407227
2015-07-17,23.066078186035156
2015-07-20,22.777753829956055
2015-07-21,22.31508445739746
2015-07-22,22.34190559387207
2015-07-23,21.671382904052734
2015-07-24,21.651268005371094
2015-07-27,21.95970916748047
2015-07-28,21.993236541748047
2015-07-29,21.865833282470703
2015-07-30,22.10051727294922
2015-07-31,22.77104377746582
2015-08-03,23.086193084716797
2015-08-04,22.603412628173828
2015-08-05,22.745738983154297
2015-08-06,23.023630142211914
2015-08-07,23.220170974731445
2015-08-10,23.13206672668457
2015-08-11,23.17273712158203
2015-08-12,23.457399368286133
2015-08-13,23.348949432373047
2015-08-14,23.579395294189453
2015-08-17,23.633607864379883
2015-08-18,23.484508514404297
2015-08-19,23.6403865814209
2015-08-20,23.3015079498291
2015-08-21,23.03718376159668
2015-08-24,22.189979553222656
2015-08-25,21.498661041259766
2015-08-26,21.783315658569336
2015-08-27,22.034093856811523
2015-08-28,22.020540237426758
2015-08-31,21.66132354736328
2015-09-01,20.997114181518555
2015-09-02,20.915781021118164
2015-09-03,21.180110931396484
2015-09-04,20.732789993286133
2015-09-08,21.132661819458008
2015-09-09,20.86155891418457
2015-09-10,20.71923065185547
2015-09-11,20.732789993286133
2015-09-14,20.929336547851562
2015-09-15,21.139442443847656
2015-09-16,21.40376853942871
2015-09-17,21.498661041259766
2015-09-18,21.098777770996094
2015-09-21,21.247882843017578
2015-09-22,20.942890167236328
2015-09-23,20.651453018188477
2015-09-24,20.82089614868164
2015-09-25,21.037782669067383
2015-09-28,20.949670791625977
2015-09-29,20.895450592041016
2015-09-30,21.220775604248047
2015-10-01,20.732789993286133
2015-10-02,20.976781845092773
2015-10-05,21.417329788208008
2015-10-06,21.112337112426758
2015-10-07,21.03099822998047
2015-10-08,21.24110984802246
2015-10-09,21.390216827392578
2015-10-12,21.959543228149414
2015-10-13,21.912092208862305
2015-10-14,22.027315139770508
2015-10-15,22.189979553222656
2015-10-16,22.027315139770508
2015-10-19,21.837541580200195
2015-10-20,22.115421295166016
2015-10-21,21.85109519958496
2015-10-22,22.034093856811523
2015-10-23,21.464767456054688
2015-10-26,21.20722198486328
2015-10-27,21.139442443847656
2015-10-28,20.9022274017334
2015-10-29,20.888671875
2015-10-30,21.146217346191406
2015-11-02,21.119112014770508
2015-11-03,21.05811309814453
2015-11-04,21.25010871887207
2015-11-05,20.84554100036621
2015-11-06,20.084407806396484
2015-11-09,19.96783447265625
2015-11-10,20.214689254760742
2015-11-11,20.715253829956055
2015-11-12,20.68096923828125
2015-11-13,20.982685089111328
2015-11-16,20.872968673706055
2015-11-17,20.61240577697754
2015-11-18,20.85239601135254
2015-11-19,21.400968551635742
2015-11-20,21.592967987060547
2015-11-23,21.373537063598633
2015-11-24,21.366680145263672
2015-11-25,21.208967208862305
2015-11-27,21.359825134277344
2015-11-30,21.524394989013672
2015-12-01,22.12781524658203
2015-12-02,21.92896270751953
2015-12-03,21.97695541381836
2015-12-04,22.504962921142578
2015-12-07,22.27181625366211
2015-12-08,21.874103546142578
2015-12-09,21.97695541381836
2015-12-10,21.634105682373047
2015-12-11,21.572391510009766
2015-12-14,21.243255615234375
2015-12-15,21.346105575561523
2015-12-16,21.695819854736328
2015-12-17,21.62039566040039
2015-12-18,21.26382064819336
2015-12-21,21.304964065551758
2015-12-22,21.75067901611328
2015-12-23,22.26496124267578
2015-12-24,22.354101181030273
2015-12-28,22.38153076171875
2015-12-29,22.354101181030273
2015-12-30,22.141529083251953
2015-12-31,21.757532119750977
2016-01-04,21.599822998046875
2016-01-05,21.62725067138672
2016-01-06,21.83982276916504
2016-01-07,21.256967544555664
2016-01-08,21.661535263061523
2016-01-11,21.990673065185547
2016-01-12,22.06610107421875
2016-01-13,21.599822998046875
2016-01-14,22.32667350769043
2016-01-15,21.82610511779785
2016-01-19,22.278676986694336
2016-01-20,21.339250564575195
2016-01-21,21.462677001953125
2016-01-22,22.134672164916992
2016-01-25,21.81924819946289
2016-01-26,21.997533798217773
2016-01-27,21.887819290161133
2016-01-28,22.03867530822754
2016-01-29,22.669530868530273
2016-02-01,22.662670135498047
2016-02-02,22.607812881469727
2016-02-03,23.238698959350586
2016-02-04,23.051509857177734
2016-02-05,23.36349105834961
2016-02-08,23.016849517822266
2016-02-09,23.10004234313965
2016-02-10,23.314960479736328
2016-02-11,22.74646759033203
2016-02-12,22.794998168945312
2016-02-16,23.197099685668945
2016-02-17,22.372098922729492
2016-02-18,23.522937774658203
2016-02-19,22.857391357421875
2016-02-22,23.106975555419922
2016-02-23,22.905927658081055
2016-02-24,22.67020606994629
2016-02-25,23.536806106567383
2016-02-26,22.75340461730957
2016-02-29,23.20403289794922
2016-03-01,23.190170288085938
2016-03-02,23.370418548583984
2016-03-03,23.557607650756836
2016-03-04,23.95970916748047
2016-03-07,24.34100914001465
2016-03-08,24.652986526489258
2016-03-09,24.81937026977539
2016-03-10,24.937231063842773
2016-03-11,24.75004768371582
2016-03-14,24.673782348632812
2016-03-15,24.673782348632812
2016-03-16,24.888702392578125
2016-03-17,25.075883865356445
2016-03-18,24.791641235351562
2016-03-21,24.854034423828125
2016-03-22,24.791641235351562
2016-03-23,24.94416046142578
2016-03-24,25.068950653076172
2016-03-28,24.777780532836914
2016-03-29,25.193737030029297
2016-03-30,24.812440872192383
2016-03-31,24.937231063842773
2016-04-01,24.978818893432617
2016-04-04,24.736181259155273
2016-04-05,24.313278198242188
2016-04-06,23.980506896972656
2016-04-07,24.098356246948242
2016-04-08,24.347936630249023
2016-04-11,24.514324188232422
2016-04-12,24.78470802307129
2016-04-13,24.71538734436035
2016-04-14,24.548994064331055
2016-04-15,24.72231101989746
2016-04-18,24.854034423828125
2016-04-19,24.61138343811035
2016-04-20,24.098356246948242
2016-04-21,23.50908088684082
2016-04-22,23.897315979003906
2016-04-25,23.883441925048828
2016-04-26,23.84184455871582
2016-04-27,24.99268913269043
2016-04-28,22.510759353637695
2016-04-29,22.593950271606445
2016-05-02,22.91285514831543
2016-05-03,23.26642608642578
2016-05-04,23.58179473876953
2016-05-05,23.483671188354492
2016-05-06,23.18933868408203
2016-05-09,23.51170539855957
2016-05-10,23.749977111816406
2016-05-11,23.79202651977539
2016-05-12,23.80604362487793
2016-05-13,23.462646484375
2016-05-16,23.371543884277344
2016-05-17,23.112253189086914
2016-05-18,22.530588150024414
2016-05-19,22.670751571655273
2016-05-20,22.628700256347656
2016-05-23,22.46751594543457
2016-05-24,22.488542556762695
2016-05-25,22.502559661865234
2016-05-26,22.670751571655273
2016-05-27,22.761852264404297
2016-05-31,22.993120193481445
2016-06-01,23.175325393676758
2016-06-02,23.343517303466797
2016-06-03,23.7009220123291
2016-06-06,23.672887802124023
2016-06-07,23.876123428344727
2016-06-08,23.918167114257812
2016-06-09,24.00226402282715
2016-06-10,23.6168270111084
2016-06-13,23.588796615600586
2016-06-14,23.651865005493164
2016-06-15,23.58179473876953
2016-06-16,23.820056915283203
2016-06-17,24.030298233032227
2016-06-20,23.64486312866211
2016-06-21,23.504703521728516
2016-06-22,23.154300689697266
2016-06-23,23.238393783569336
2016-06-24,23.042171478271484
2016-06-27,23.20335578918457
2016-06-28,23.637849807739258
2016-06-29,23.960220336914062
2016-06-30,24.464794158935547
2016-07-01,24.618967056274414
2016-07-05,24.654006958007812
2016-07-06,24.962358474731445
2016-07-07,24.75912094116211
2016-07-08,25.242671966552734
2016-07-11,25.30575180053711
2016-07-12,25.36180877685547
2016-07-13,25.53700065612793
2016-07-14,25.123531341552734
2016-07-15,25.36180877685547
2016-07-18,25.43189239501953
2016-07-19,25.354808807373047
2016-07-20,25.214641571044922
2016-07-21,25.20063018798828
2016-07-22,25.586063385009766
2016-07-25,25.649133682250977
2016-07-26,25.151573181152344
2016-07-27,24.668018341064453
2016-07-28,24.787147521972656
2016-07-29,24.471792221069336
2016-08-01,24.044307708740234
2016-08-02,23.343517303466797
2016-08-03,23.421451568603516
2016-08-04,23.329343795776367
2016-08-05,22.97512435913086
2016-08-08,23.286840438842773
2016-08-09,23.265586853027344
2016-08-10,23.173486709594727
2016-08-11,23.29392433166504
2016-08-12,23.463947296142578
2016-08-15,23.301006317138672
2016-08-16,22.968034744262695
2016-08-17,23.265586853027344
2016-08-18,23.463947296142578
2016-08-19,23.15931510925293
2016-08-22,23.116811752319336
2016-08-23,23.322263717651367
2016-08-24,23.378936767578125
2016-08-25,23.329343795776367
2016-08-26,22.897188186645508
2016-08-29,23.09556007385254
2016-08-30,22.81926155090332
2016-08-31,23.187654495239258
2016-09-01,22.989288330078125
2016-09-02,23.25141716003418
2016-09-06,23.414358139038086
2016-09-07,23.471040725708008
2016-09-08,23.832351684570312
2016-09-09,23.12389373779297
2016-09-12,23.577295303344727
2016-09-13,23.166397094726562
2016-09-14,23.10972785949707
2016-09-15,23.265586853027344
2016-09-16,23.371858596801758
2016-09-19,23.903194427490234
2016-09-20,23.903194427490234
2016-09-21,24.491209030151367
2016-09-22,24.682491302490234
2016-09-23,24.434534072875977
2016-09-26,24.49829864501953
2016-09-27,23.853599548339844
2016-09-28,23.761505126953125
2016-09-29,23.49937629699707
2016-09-30,23.43561553955078
2016-10-03,22.883024215698242
2016-10-04,22.40835952758789
2016-10-05,22.238327026367188
2016-10-06,22.295001983642578
2016-10-07,22.188730239868164
2016-10-10,22.47920799255371
2016-10-11,22.117889404296875
2016-10-12,22.217079162597656
2016-10-13,22.358768463134766
2016-10-14,22.323345184326172
2016-10-17,22.833431243896484
2016-10-18,23.492290496826172
2016-10-19,23.48520851135254
2016-10-20,23.272674560546875
2016-10-21,23.51354217529297
2016-10-24,23.619808197021484
2016-10-25,23.81817626953125
2016-10-26,24.059049606323242
2016-10-27,24.01654624938965
2016-10-28,24.059049606323242
2016-10-31,24.292842864990234
2016-11-01,23.711910247802734
2016-11-02,23.633981704711914
2016-11-03,23.8416690826416
2016-11-04,24.042200088500977
2016-11-07,24.643796920776367
2016-11-08,24.708251953125
2016-11-09,23.98491096496582
2016-11-10,22.810373306274414
2016-11-11,22.645647048950195
2016-11-14,22.803213119506836
2016-11-15,22.982255935668945
2016-11-16,22.82469367980957
2016-11-17,22.8891544342041
2016-11-18,22.488096237182617
2016-11-21,22.853343963623047
2016-11-22,22.846181869506836
2016-11-23,22.55255126953125
2016-11-25,23.01806640625
2016-11-28,23.340343475341797
2016-11-29,23.311697006225586
2016-11-30,22.409317016601562
2016-12-01,22.194456100463867
2016-12-02,21.893661499023438
2016-12-05,21.84352684020996
2016-12-06,21.75042724609375
2016-12-07,21.528409957885742
2016-12-08,21.865015029907227
2016-12-09,22.00825309753418
2016-12-12,22.244590759277344
2016-12-13,22.638484954833984
2016-12-14,22.409317016601562
2016-12-15,22.43079948425293
2016-12-16,22.760238647460938
2016-12-19,22.667133331298828
2016-12-20,22.409317016601562
2016-12-21,22.502418518066406
2016-12-22,22.35917854309082
2016-12-23,22.394989013671875
2016-12-27,22.402149200439453
2016-12-28,22.087026596069336
2016-12-29,22.287553787231445
2016-12-30,22.18013572692871
2017-01-03,22.165817260742188
2017-01-04,22.18013572692871
2017-01-05,22.094192504882812
2017-01-06,22.294723510742188
2017-01-09,22.20878028869629
2017-01-10,21.75042724609375
2017-01-11,22.00825309753418
2017-01-12,21.972436904907227
2017-01-13,21.92230796813965
2017-01-17,22.309043884277344
2017-01-18,22.02973747253418
2017-01-19,21.707448959350586
2017-01-20,21.514089584350586
2017-01-23,21.20612144470215
2017-01-24,21.184640884399414
2017-01-25,21.34220314025879
2017-01-26,21.356525421142578
2017-01-27,21.4782772064209
2017-01-30,21.356525421142578
2017-01-31,21.71461296081543
2017-02-01,21.370847702026367
2017-02-02,21.449628829956055
2017-02-03,21.66710090637207
2017-02-06,21.659849166870117
2017-02-07,21.739585876464844
2017-02-08,21.775833129882812
2017-02-09,21.659849166870117
2017-02-10,22.073040008544922
2017-02-13,22.131031036376953
2017-02-14,22.007801055908203
2017-02-15,22.03679084777832
2017-02-16,22.196269989013672
2017-02-17,22.478979110717773
2017-02-21,22.71094512939453
2017-02-22,22.319501876831055
2017-02-23,22.754438400268555
2017-02-24,23.428592681884766
2017-02-27,23.05889320373535
2017-02-28,23.508331298828125
2017-03-01,22.877670288085938
2017-03-02,22.935659408569336
2017-03-03,23.008153915405273
2017-03-06,22.703699111938477
2017-03-07,22.602209091186523
2017-03-08,22.551469802856445
2017-03-09,22.544219970703125
2017-03-10,22.660205841064453
2017-03-13,22.544219970703125
2017-03-14,22.471729278564453
2017-03-15,22.899417877197266
2017-03-16,22.56596565246582
2017-03-17,22.73269271850586
2017-03-20,22.442731857299805
2017-03-21,22.73269271850586
2017-03-22,22.768936157226562
2017-03-23,22.61670684814453
2017-03-24,22.718196868896484
2017-03-27,22.754438400268555
2017-03-28,22.913911819458008
2017-03-29,22.884916305541992
2017-03-30,22.739940643310547
2017-03-31,23.066143035888672
2017-04-03,22.805177688598633
2017-04-04,23.00090217590332
2017-04-05,23.037145614624023
2017-04-06,23.022647857666016
2017-04-07,22.703699111938477
2017-04-10,22.906661987304688
2017-04-11,22.79068374633789
2017-04-12,22.913911819458008
2017-04-13,22.66745376586914
2017-04-17,22.78343963623047
2017-04-18,22.81243133544922
2017-04-19,22.362998962402344
2017-04-20,22.225265502929688
2017-04-21,22.18902015686035
2017-04-24,22.26150894165039
2017-04-25,22.18902015686035
2017-04-26,22.123781204223633
2017-04-27,22.123781204223633
2017-04-28,21.70334243774414
2017-05-01,21.35539436340332
2017-05-02,21.043685913085938
2017-05-03,21.249210357666016
2017-05-04,21.190488815307617
2017-05-05,21.161128997802734
2017-05-08,21.329946517944336
2017-05-09,21.109745025634766
2017-05-10,21.175809860229492
2017-05-11,21.146451950073242
2017-05-12,21.08038330078125
2017-05-15,21.234525680541992
2017-05-16,21.05836296081543
2017-05-17,20.984968185424805
2017-05-18,20.66934585571289
2017-05-19,20.72806739807129
2017-05-22,20.874868392944336
2017-05-23,20.918909072875977
2017-05-24,21.043682098388672
2017-05-25,21.18314552307129
2017-05-26,21.227190017700195
2017-05-30,21.425363540649414
2017-05-31,21.462064743041992
2017-06-01,21.572166442871094
2017-06-02,21.616207122802734
2017-06-05,21.36664390563965
2017-06-06,21.329946517944336
2017-06-07,21.3886661529541
2017-06-08,21.190488815307617
2017-06-09,21.36664390563965
2017-06-12,21.660247802734375
2017-06-13,21.5574893951416
2017-06-14,21.718965530395508
2017-06-15,21.865764617919922
2017-06-16,21.968523025512695
2017-06-19,21.924484252929688
2017-06-20,21.924484252929688
2017-06-21,21.601526260375977
2017-06-22,21.418025970458984
2017-06-23,21.219844818115234
2017-06-26,22.085960388183594
2017-06-27,21.81438636779785
2017-06-28,21.35930061340332
2017-06-29,21.15379524230957
2017-06-30,21.403348922729492
2017-07-03,21.329946517944336
2017-07-05,21.44004249572754
2017-07-06,21.513444900512695
2017-07-07,21.46940803527832
2017-07-10,21.513444900512695
2017-07-11,21.491426467895508
2017-07-12,21.82172203063965
2017-07-13,21.77034568786621
2017-07-14,22.166704177856445
2017-07-17,22.196062088012695
2017-07-18,22.350204467773438
2017-07-19,22.629119873046875
2017-07-20,22.922718048095703
2017-07-21,23.297061920166016
2017-07-24,22.93739891052246
2017-07-25,22.658483505249023
2017-07-26,22.827299118041992
2017-07-27,22.93739891052246
2017-07-28,23.597999572753906
2017-07-31,23.42184066772461
2017-08-01,23.436521530151367
2017-08-02,23.64203453063965
2017-08-03,23.797914505004883
2017-08-04,23.805341720581055
2017-08-07,23.597501754760742
2017-08-08,23.716270446777344
2017-08-09,23.463884353637695
2017-08-10,23.78307342529297
2017-08-11,23.879568099975586
2017-08-14,24.109683990478516
2017-08-15,24.27298355102539
2017-08-16,24.265562057495117
2017-08-17,24.23587417602539
2017-08-18,24.369483947753906
2017-08-21,24.43629264831543
2017-08-22,24.421443939208984
2017-08-23,24.443710327148438
2017-08-24,24.25071144104004
2017-08-25,24.265562057495117
2017-08-28,24.347211837768555
2017-08-29,24.243297576904297
2017-08-30,24.198759078979492
2017-08-31,24.183916091918945
2017-09-01,24.06514549255371
2017-09-05,24.139373779296875
2017-09-06,23.9760684967041
2017-09-07,23.842451095581055
2017-09-08,23.909259796142578
2017-09-11,24.131946563720703
2017-09-12,23.575225830078125
2017-09-13,23.36738395690918
2017-09-14,23.486154556274414
