,CAT
2015-03-11,61.539520263671875
2015-03-12,61.91785430908203
2015-03-13,61.17662048339844
2015-03-16,61.747989654541016
2015-03-17,60.57434844970703
2015-03-18,62.79810333251953
2015-03-19,61.84064865112305
2015-03-20,62.68998718261719
2015-03-23,62.61278533935547
2015-03-24,62.141788482666016
2015-03-25,61.663055419921875
2015-03-26,61.67848587036133
2015-03-27,61.5163459777832
2015-03-30,62.8289909362793
2015-03-31,61.794315338134766
2015-04-01,61.493194580078125
2015-04-02,61.95648193359375
2015-04-06,62.921634674072266
2015-04-07,62.18810272216797
2015-04-08,62.110904693603516
2015-04-09,62.29621887207031
2015-04-10,63.77872085571289
2015-04-13,63.423526763916016
2015-04-14,64.08755493164062
2015-04-15,65.75537109375
2015-04-16,65.6619873046875
2015-04-17,64.83670806884766
2015-04-20,65.86439514160156
2015-04-21,65.33499145507812
2015-04-22,66.0746078491211
2015-04-23,66.0123291015625
2015-04-24,65.86439514160156
2015-04-27,66.43272399902344
2015-04-28,67.11006927490234
2015-04-29,68.12213134765625
2015-04-30,67.63945007324219
2015-05-01,68.02095794677734
2015-05-04,67.96643829345703
2015-05-05,67.73290252685547
2015-05-06,67.72509002685547
2015-05-07,67.28911590576172
2015-05-08,67.97423553466797
2015-05-11,69.11090850830078
2015-05-12,68.63599395751953
2015-05-13,68.85400390625
2015-05-14,69.0875244140625
2015-05-15,68.84619140625
2015-05-18,68.7372055053711
2015-05-19,67.91973114013672
2015-05-20,68.45690155029297
2015-05-21,69.546875
2015-05-22,69.00189971923828
2015-05-26,68.38687133789062
2015-05-27,68.44913482666016
2015-05-28,66.96212005615234
2015-05-29,66.42491912841797
2015-06-01,66.58843231201172
2015-06-02,67.08670043945312
2015-06-03,67.13339233398438
2015-06-04,66.5417251586914
2015-06-05,66.99327087402344
2015-06-08,67.07110595703125
2015-06-09,67.5226821899414
2015-06-10,68.88511657714844
2015-06-11,68.64379119873047
2015-06-12,68.3946533203125
2015-06-15,67.83409118652344
2015-06-16,67.41366577148438
2015-06-17,67.92749786376953
2015-06-18,68.07542419433594
2015-06-19,68.13774108886719
2015-06-22,68.72164916992188
2015-06-23,68.86174774169922
2015-06-24,68.64379119873047
2015-06-25,67.51492309570312
2015-06-26,67.59274291992188
2015-06-29,66.40937042236328
2015-06-30,66.03567504882812
2015-07-01,65.35834503173828
2015-07-02,65.69310760498047
2015-07-06,64.7354965209961
2015-07-07,65.38947296142578
2015-07-08,64.05038452148438
2015-07-09,63.59882736206055
2015-07-10,63.95695877075195
2015-07-13,65.11700439453125
2015-07-14,65.75536346435547
2015-07-15,65.52184295654297
2015-07-16,65.81255340576172
2015-07-17,65.34111022949219
2015-07-20,64.6260986328125
2015-07-21,64.60253143310547
2015-07-22,62.669654846191406
2015-07-23,60.406742095947266
2015-07-24,59.793880462646484
2015-07-27,59.181007385253906
2015-07-28,61.1139030456543
2015-07-29,60.76033020019531
2015-07-30,61.5617790222168
2015-07-31,61.78177261352539
2015-08-03,60.7053337097168
2015-08-04,60.186744689941406
2015-08-05,60.406742095947266
2015-08-06,60.862464904785156
2015-08-07,60.728904724121094
2015-08-10,62.98393249511719
2015-08-11,61.31821060180664
2015-08-12,62.0096435546875
2015-08-13,61.09820556640625
2015-08-14,61.67176055908203
2015-08-17,61.71105194091797
2015-08-18,61.9310417175293
2015-08-19,60.82320022583008
2015-08-20,60.03744888305664
2015-08-21,58.92957305908203
2015-08-24,57.2166862487793
2015-08-25,56.619537353515625
2015-08-26,58.04171371459961
2015-08-27,59.44816970825195
2015-08-28,59.676025390625
2015-08-31,60.061004638671875
2015-09-01,58.85101318359375
2015-09-02,59.793880462646484
2015-09-03,58.49742889404297
2015-09-04,57.43669891357422
2015-09-08,58.37956237792969
2015-09-09,57.32670211791992
2015-09-10,56.90240478515625
2015-09-11,57.067405700683594
2015-09-14,57.17741012573242
2015-09-15,58.59958267211914
2015-09-16,59.43243408203125
2015-09-17,58.19099044799805
2015-09-18,56.46240997314453
2015-09-21,56.6981315612793
2015-09-22,56.32097625732422
2015-09-23,55.1580924987793
2015-09-24,51.700889587402344
2015-09-25,51.05658721923828
2015-09-28,50.1215705871582
2015-09-29,50.530147552490234
2015-09-30,51.355167388916016
2015-10-01,50.5930061340332
2015-10-02,51.622314453125
2015-10-05,54.35664749145508
2015-10-06,55.64523696899414
2015-10-07,55.29951477050781
2015-10-08,56.4466667175293
2015-10-09,56.02239227294922
2015-10-12,55.393802642822266
2015-10-13,55.134521484375
2015-10-14,55.55881881713867
2015-10-15,55.65309524536133
2015-10-16,54.749515533447266
2015-10-19,54.42734909057617
2015-10-20,55.21308898925781
2015-10-21,54.741668701171875
2015-10-22,56.31478500366211
2015-10-23,57.00600051879883
2015-10-26,56.82326889038086
2015-10-27,55.925472259521484
2015-10-28,57.1807861328125
2015-10-29,57.1807861328125
2015-10-30,57.991188049316406
2015-11-02,59.06377410888672
2015-11-03,59.3895378112793
2015-11-04,59.23064422607422
2015-11-05,58.96841812133789
2015-11-06,58.6665153503418
2015-11-09,57.11724090576172
2015-11-10,57.546268463134766
2015-11-11,57.133113861083984
2015-11-12,54.55096435546875
2015-11-13,55.3216438293457
2015-11-16,55.925472259521484
2015-11-17,55.13095474243164
2015-11-18,55.86985397338867
2015-11-19,55.631507873535156
2015-11-20,56.52135467529297
2015-11-23,56.4260139465332
2015-11-24,56.72793197631836
2015-11-25,56.79943084716797
2015-11-27,56.58490753173828
2015-11-30,57.72105026245117
2015-12-01,56.85505294799805
2015-12-02,56.433956146240234
2015-12-03,55.32959747314453
2015-12-04,55.59972381591797
2015-12-07,54.31262969970703
2015-12-08,52.866615295410156
2015-12-09,52.36607360839844
2015-12-10,52.73948287963867
2015-12-11,51.984703063964844
2015-12-14,52.53291702270508
2015-12-15,53.03346633911133
2015-12-16,53.80413818359375
2015-12-17,51.56361389160156
2015-12-18,51.730464935302734
2015-12-21,51.8337516784668
2015-12-22,54.35234832763672
2015-12-23,55.52821350097656
2015-12-24,55.123016357421875
2015-12-28,54.487403869628906
2015-12-29,54.97206115722656
2015-12-30,54.574798583984375
2015-12-31,53.99482727050781
2016-01-04,54.01865005493164
2016-01-05,53.45454788208008
2016-01-06,52.61237335205078
2016-01-07,50.800880432128906
2016-01-08,50.284454345703125
2016-01-11,48.83843994140625
2016-01-12,48.941734313964844
2016-01-13,48.37764358520508
2016-01-14,49.474056243896484
2016-01-15,48.16279602050781
2016-01-19,47.48705291748047
2016-01-20,47.31007766723633
2016-01-21,48.01799774169922
2016-01-22,49.05574417114258
2016-01-25,46.586063385009766
2016-01-26,47.59162521362305
2016-01-27,46.915889739990234
2016-01-28,49.136199951171875
2016-01-29,50.069358825683594
2016-02-01,50.43941116333008
2016-02-02,48.80635070800781
2016-02-03,50.89795684814453
2016-02-04,53.061927795410156
2016-02-05,53.19064712524414
2016-02-08,51.951786041259766
2016-02-09,51.42888641357422
2016-02-10,49.98891830444336
2016-02-11,49.40165328979492
2016-02-12,50.80141067504883
2016-02-16,52.45859909057617
2016-02-17,54.10772705078125
2016-02-18,53.19064712524414
2016-02-19,52.62753677368164
2016-02-22,54.147953033447266
2016-02-23,52.91712951660156
2016-02-24,52.99757385253906
2016-02-25,53.47222137451172
2016-02-26,53.79398727416992
2016-02-29,54.46168518066406
2016-03-01,55.57986831665039
2016-03-02,55.813175201416016
2016-03-03,57.71973419189453
2016-03-04,58.59659194946289
2016-03-07,60.149192810058594
2016-03-08,57.703643798828125
2016-03-09,57.81626892089844
2016-03-10,57.40598678588867
2016-03-11,58.564422607421875
2016-03-14,58.50812530517578
2016-03-15,58.27482604980469
2016-03-16,59.80327224731445
2016-03-17,61.05821990966797
2016-03-18,60.712310791015625
2016-03-21,61.0501823425293
2016-03-22,60.77668380737305
2016-03-23,59.27235794067383
2016-03-24,60.5675163269043
2016-03-28,60.591636657714844
2016-03-29,61.146697998046875
2016-03-30,61.54896545410156
2016-03-31,61.57308578491211
2016-04-01,61.77418518066406
2016-04-04,60.91344451904297
2016-04-05,60.527286529541016
2016-04-06,60.5112190246582
2016-04-07,59.666507720947266
2016-04-08,59.81130599975586
2016-04-11,60.03657150268555
2016-04-12,61.21913146972656
2016-04-13,63.65659713745117
2016-04-14,63.5922737121582
2016-04-15,63.68879699707031
2016-04-18,63.75316619873047
2016-04-19,64.67022705078125
2016-04-20,64.14735412597656
2016-04-21,63.895530700683594
2016-04-22,63.61933135986328
2016-04-25,62.37651062011719
2016-04-26,63.07510757446289
2016-04-27,63.911773681640625
2016-04-28,63.15632247924805
2016-04-29,63.13195037841797
2016-05-02,63.22941589355469
2016-05-03,62.0272331237793
2016-05-04,60.30516052246094
2016-05-05,59.12732696533203
2016-05-06,59.590328216552734
2016-05-09,57.494606018066406
2016-05-10,58.899879455566406
2016-05-11,58.834903717041016
2016-05-12,58.241905212402344
2016-05-13,56.91788101196289
2016-05-16,57.42959976196289
2016-05-17,57.71391677856445
2016-05-18,57.34026336669922
2016-05-19,56.39799118041992
2016-05-20,56.75542449951172
2016-05-23,57.18593215942383
2016-05-24,57.746421813964844
2016-05-25,58.9486083984375
2016-05-26,58.55059051513672
2016-05-27,58.45310974121094
2016-05-31,58.899879455566406
2016-06-01,58.704917907714844
2016-06-02,59.80152893066406
2016-06-03,60.95500564575195
2016-06-06,62.075984954833984
2016-06-07,62.39278030395508
2016-06-08,63.44875717163086
2016-06-09,62.67707061767578
2016-06-10,61.759178161621094
2016-06-13,61.10932540893555
2016-06-14,60.80879211425781
2016-06-15,60.9793701171875
2016-06-16,60.91437911987305
2016-06-17,61.677955627441406
2016-06-20,62.0841064453125
2016-06-21,62.1328125
2016-06-22,62.0841064453125
2016-06-23,63.538108825683594
2016-06-24,59.3222770690918
2016-06-27,57.98198318481445
2016-06-28,58.90800476074219
2016-06-29,60.297035217285156
2016-06-30,61.580482482910156
2016-07-01,62.100345611572266
2016-07-05,60.41887283325195
2016-07-06,60.784420013427734
2016-07-07,60.9631462097168
2016-07-08,62.84764862060547
2016-07-11,63.19696044921875
2016-07-12,64.82154846191406
2016-07-13,64.7322006225586
2016-07-14,65.03275299072266
2016-07-15,65.55262756347656
2016-07-18,65.46240997314453
2016-07-19,65.39680480957031
2016-07-20,65.35580444335938
2016-07-21,65.61822509765625
2016-07-22,65.1015625
2016-07-25,64.53565216064453
2016-07-26,67.86536407470703
2016-07-27,68.97254180908203
2016-07-28,68.00480651855469
2016-07-29,67.87358856201172
2016-08-01,67.20925903320312
2016-08-02,66.62696838378906
2016-08-03,67.27489471435547
2016-08-04,67.06166076660156
2016-08-05,67.7095718383789
2016-08-08,68.43126678466797
2016-08-09,67.93096923828125
2016-08-10,67.78337860107422
2016-08-11,68.26724243164062
2016-08-12,68.07041931152344
2016-08-15,69.01354217529297
2016-08-16,69.12836456298828
2016-08-17,69.2267837524414
2016-08-18,68.38204193115234
2016-08-19,68.7593002319336
2016-08-22,68.55426788330078
2016-08-23,68.89873504638672
2016-08-24,68.19342803955078
2016-08-25,67.93917083740234
2016-08-26,67.79157257080078
2016-08-29,68.15241241455078
2016-08-30,67.64396667480469
2016-08-31,67.20925903320312
2016-09-01,66.79920196533203
2016-09-02,66.99604034423828
2016-09-06,67.31590270996094
2016-09-07,68.66089630126953
2016-09-08,68.51325988769531
2016-09-09,66.25794982910156
2016-09-12,67.18465423583984
2016-09-13,65.79863739013672
2016-09-14,66.4465560913086
2016-09-15,67.27489471435547
2016-09-16,67.29129791259766
2016-09-19,67.15185546875
2016-09-20,67.00423431396484
2016-09-21,68.45584106445312
2016-09-22,68.48046112060547
2016-09-23,67.61116790771484
2016-09-26,67.5537338256836
2016-09-27,67.97197723388672
2016-09-28,71.01464080810547
2016-09-29,71.73635864257812
2016-09-30,72.80254364013672
2016-10-03,72.40065002441406
2016-10-04,71.76917266845703
2016-10-05,73.33560943603516
2016-10-06,73.22898864746094
2016-10-07,72.55648803710938
2016-10-10,72.3514633178711
2016-10-11,71.73635864257812
2016-10-12,71.82659149169922
2016-10-13,71.32630920410156
2016-10-14,71.90038299560547
2016-10-17,71.58873748779297
2016-10-18,71.53132629394531
2016-10-19,72.17103576660156
2016-10-20,71.67459869384766
2016-10-21,71.4263916015625
2016-10-24,71.1451187133789
2016-10-25,69.89579010009766
2016-10-26,69.60619354248047
2016-10-27,68.6795654296875
2016-10-28,69.39936065673828
2016-10-31,69.05186462402344
2016-11-01,68.0424575805664
2016-11-02,67.10755920410156
2016-11-03,67.23992156982422
2016-11-04,68.10037231445312
2016-11-07,69.29180145263672
2016-11-08,70.06126403808594
2016-11-09,75.4556884765625
2016-11-10,77.31724548339844
2016-11-11,76.9532241821289
2016-11-14,77.9129409790039
2016-11-15,78.1363525390625
2016-11-16,77.2344970703125
2016-11-17,76.76289367675781
2016-11-18,76.39887237548828
2016-11-21,76.86219024658203
2016-11-22,77.45792388916016
2016-11-23,79.5759506225586
2016-11-25,79.26984405517578
2016-11-28,78.51692199707031
2016-11-29,77.80538940429688
2016-11-30,79.0629653930664
2016-12-01,79.62559509277344
2016-12-02,78.71549987792969
2016-12-05,78.14459991455078
2016-12-06,78.78169250488281
2016-12-07,80.52741241455078
2016-12-08,79.65043640136719
2016-12-09,79.03814697265625
2016-12-12,78.66584014892578
2016-12-13,79.44355773925781
2016-12-14,77.55716705322266
2016-12-15,78.21080017089844
2016-12-16,76.59742736816406
2016-12-19,76.70499420166016
2016-12-20,78.0536117553711
2016-12-21,77.62338256835938
2016-12-22,77.87159729003906
2016-12-23,78.03704833984375
2016-12-27,78.22734832763672
2016-12-28,77.06903839111328
2016-12-29,77.18488311767578
2016-12-30,76.72979736328125
2017-01-03,77.76402282714844
2017-01-04,77.41653442382812
2017-01-05,76.94493103027344
2017-01-06,76.97803497314453
2017-01-09,76.4237060546875
2017-01-10,77.63165283203125
2017-01-11,78.31007385253906
2017-01-12,77.76402282714844
2017-01-13,78.16944885253906
2017-01-17,77.41653442382812
2017-01-18,77.85865783691406
2017-01-19,77.90038299560547
2017-01-20,78.9014663696289
2017-01-23,78.80133819580078
2017-01-24,80.28627014160156
2017-01-25,81.87964630126953
2017-01-26,81.10383605957031
2017-01-27,82.58039093017578
2017-01-30,80.7450942993164
2017-01-31,79.80241394042969
2017-02-01,79.3436050415039
2017-02-02,78.2257308959961
2017-02-03,77.81695556640625
2017-02-06,77.47492218017578
2017-02-07,77.84198760986328
2017-02-08,77.50828552246094
2017-02-09,78.38423919677734
2017-02-10,80.34466552734375
2017-02-13,82.17164611816406
2017-02-14,81.82959747314453
2017-02-15,82.60541534423828
2017-02-16,81.9714126586914
2017-02-17,82.463623046875
2017-02-21,81.83795166015625
2017-02-22,81.92135620117188
2017-02-23,79.7106704711914
2017-02-24,79.65226745605469
2017-02-27,81.2873764038086
2017-02-28,80.63664245605469
2017-03-01,82.23835754394531
2017-03-02,78.71793365478516
2017-03-03,79.35194396972656
2017-03-06,79.80241394042969
2017-03-07,80.02764892578125
2017-03-08,77.77523803710938
2017-03-09,76.24027252197266
2017-03-10,77.00775909423828
2017-03-13,77.28304290771484
2017-03-14,76.63233947753906
2017-03-15,77.88369750976562
2017-03-16,77.458251953125
2017-03-17,77.50828552246094
2017-03-20,79.58553314208984
2017-03-21,77.10787963867188
2017-03-22,77.10787963867188
2017-03-23,76.94102478027344
2017-03-24,76.87428283691406
2017-03-27,76.34037780761719
2017-03-28,77.54166412353516
2017-03-29,77.46656036376953
2017-03-30,77.76688385009766
2017-03-31,77.38316345214844
2017-04-03,76.9743881225586
2017-04-04,78.52605438232422
2017-04-05,78.61781311035156
2017-04-06,79.93590545654297
2017-04-07,79.68563842773438
2017-04-10,81.03707122802734
2017-04-11,81.00370025634766
2017-04-12,79.1350326538086
2017-04-13,77.66680908203125
2017-04-17,78.53438568115234
2017-04-18,78.7429428100586
2017-04-19,77.97547912597656
2017-04-20,79.62413787841797
2017-04-21,79.338134765625
2017-04-24,81.43262481689453
2017-04-25,87.83384704589844
2017-04-26,88.03572845458984
2017-04-27,86.3702392578125
2017-04-28,86.01695251464844
2017-05-01,85.7982406616211
2017-05-02,85.38607788085938
2017-05-03,85.41132354736328
2017-05-04,83.60284423828125
2017-05-05,83.81311798095703
2017-05-08,83.58599090576172
2017-05-09,83.51872253417969
2017-05-10,84.41871643066406
2017-05-11,84.94867706298828
2017-05-12,84.71315002441406
2017-05-15,86.15154266357422
2017-05-16,86.084228515625
2017-05-17,84.23368835449219
2017-05-18,84.30097198486328
2017-05-19,86.15994262695312
2017-05-22,86.04216766357422
2017-05-23,87.16931915283203
2017-05-24,87.43850708007812
2017-05-25,88.33856201171875
2017-05-26,88.87688446044922
2017-05-30,88.71707916259766
2017-05-31,88.68342590332031
2017-06-01,88.86845397949219
2017-06-02,89.12083435058594
2017-06-05,88.48994445800781
2017-06-06,87.94319915771484
2017-06-07,87.06841278076172
2017-06-08,88.33013916015625
2017-06-09,89.09558868408203
2017-06-12,89.22176361083984
2017-06-13,88.95259094238281
2017-06-14,88.07777404785156
2017-06-15,89.49934387207031
2017-06-16,90.50873565673828
2017-06-19,90.41619110107422
2017-06-20,90.03768157958984
2017-06-21,87.0347671508789
2017-06-22,87.34598541259766
2017-06-23,87.5730972290039
2017-06-26,87.69084930419922
2017-06-27,87.42166900634766
2017-06-28,89.54141998291016
2017-06-29,88.86006164550781
2017-06-30,90.39098358154297
2017-07-03,89.97882843017578
2017-07-05,90.41619110107422
2017-07-06,89.59188842773438
2017-07-07,89.9367446899414
2017-07-10,90.71061706542969
2017-07-11,91.04705810546875
2017-07-12,91.65272521972656
2017-07-13,91.24053192138672
2017-07-14,91.4928970336914
2017-07-17,91.55177307128906
2017-07-18,90.71302032470703
2017-07-19,91.37385559082031
2017-07-20,90.92481994628906
2017-07-21,90.30633544921875
2017-07-24,91.65345001220703
2017-07-25,97.04181671142578
2017-07-26,96.17768096923828
2017-07-27,96.8978042602539
2017-07-28,96.66903686523438
2017-07-31,96.54197692871094
2017-08-01,95.82181549072266
2017-08-02,95.81334686279297
2017-08-03,96.2115478515625
2017-08-04,96.880859375
2017-08-07,97.18585205078125
2017-08-08,96.93168640136719
2017-08-09,96.87239837646484
2017-08-10,95.86416625976562
2017-08-11,95.61001586914062
2017-08-14,96.33860778808594
2017-08-15,96.28781127929688
2017-08-16,96.68598175048828
2017-08-17,95.85570526123047
2017-08-18,96.51655578613281
2017-08-21,96.24542999267578
2017-08-22,98.12629699707031
2017-08-23,97.2197494506836
2017-08-24,97.24514770507812
2017-08-25,97.72810363769531
2017-08-28,97.49087524414062
2017-08-29,98.28724670410156
2017-08-30,99.59199523925781
2017-08-31,99.54117584228516
2017-09-01,100.21045684814453
2017-09-05,100.2274398803711
2017-09-06,99.10907745361328
2017-09-07,99.77838134765625
2017-09-08,99.82073211669922
2017-09-11,100.7103500366211
2017-09-12,102.464111328125
2017-09-13,101.35420227050781
2017-09-14,102.07438659667969
2017-09-15,102.82843017578125
