,PSA
2017-09-20,159.46786499023438
2017-09-21,160.03390502929688
2017-09-22,159.16990661621094
2017-09-25,159.54238891601562
2017-09-26,159.48277282714844
2017-09-27,157.88148498535156
2017-09-28,158.45492553710938
2017-09-29,159.37847900390625
2017-10-02,159.59449768066406
2017-10-03,158.58154296875
2017-10-04,159.2891387939453
2017-10-05,159.1475830078125
2017-10-06,158.95394897460938
2017-10-09,159.25929260253906
2017-10-10,158.65603637695312
2017-10-11,159.8923797607422
2017-10-12,161.47877502441406
2017-10-13,162.7821502685547
2017-10-16,162.0374298095703
2017-10-17,160.78616333007812
2017-10-18,159.8849334716797
2017-10-19,160.2871551513672
2017-10-20,160.19773864746094
2017-10-23,159.9668731689453
2017-10-24,156.48866271972656
2017-10-25,156.40676879882812
2017-10-26,152.09442138671875
2017-10-27,154.09791564941406
2017-10-30,155.47576904296875
2017-10-31,154.3585662841797
2017-11-01,153.81491088867188
2017-11-02,155.16294860839844
2017-11-03,155.63963317871094
2017-11-06,155.9003448486328
2017-11-07,157.51649475097656
2017-11-08,158.78265380859375
2017-11-09,157.42713928222656
2017-11-10,157.53884887695312
2017-11-13,158.8273162841797
2017-11-14,158.58154296875
2017-11-15,156.44400024414062
2017-11-16,159.14012145996094
2017-11-17,157.78468322753906
2017-11-20,157.23350524902344
2017-11-21,157.38987731933594
2017-11-22,157.3675079345703
2017-11-24,158.48475646972656
2017-11-27,160.0785675048828
2017-11-28,155.98220825195312
2017-11-29,156.6003875732422
2017-11-30,158.73048400878906
2017-12-01,157.94847106933594
2017-12-04,156.38442993164062
2017-12-05,157.18873596191406
2017-12-06,157.7473602294922
2017-12-07,155.17041015625
2017-12-08,157.03237915039062
2017-12-11,157.65802001953125
2017-12-12,159.19186401367188
2017-12-13,159.823486328125
2017-12-14,158.66555786132812
2017-12-15,159.07159423828125
2017-12-18,159.47007751464844
2017-12-19,156.552734375
2017-12-20,154.25192260742188
2017-12-21,153.1766815185547
2017-12-22,154.8684539794922
2017-12-26,156.41737365722656
2017-12-27,157.3572235107422
2017-12-28,157.3271942138672
2017-12-29,157.146728515625
2018-01-02,155.13165283203125
2018-01-03,155.46998596191406
2018-01-04,152.71800231933594
2018-01-05,151.82325744628906
2018-01-08,153.0338897705078
2018-01-09,151.2443084716797
2018-01-10,147.4547576904297
2018-01-11,147.4622802734375
2018-01-12,145.52987670898438
2018-01-16,145.6802978515625
2018-01-17,147.1389923095703
2018-01-18,145.3043212890625
2018-01-19,145.53741455078125
2018-01-22,145.70286560058594
2018-01-23,148.9434814453125
2018-01-24,146.5600128173828
2018-01-25,144.7930145263672
2018-01-26,145.00360107421875
2018-01-29,144.7704620361328
2018-01-30,145.56747436523438
2018-01-31,147.19161987304688
2018-02-01,143.59751892089844
2018-02-02,143.09375
2018-02-05,139.0861358642578
2018-02-06,139.4019317626953
2018-02-07,139.36431884765625
2018-02-08,135.71011352539062
2018-02-09,140.7252655029297
2018-02-12,141.22149658203125
2018-02-13,142.25914001464844
2018-02-14,140.43959045410156
2018-02-15,143.22154235839844
2018-02-16,141.92079162597656
2018-02-20,140.086181640625
2018-02-21,143.42459106445312
2018-02-22,145.22161865234375
2018-02-23,147.13143920898438
2018-02-26,147.2818603515625
2018-02-27,145.05616760253906
2018-02-28,146.19908142089844
2018-03-01,147.4547576904297
2018-03-02,146.62014770507812
2018-03-05,148.38711547851562
2018-03-06,148.9961700439453
2018-03-07,148.88333129882812
2018-03-08,150.23675537109375
2018-03-09,150.34959411621094
2018-03-12,149.93603515625
2018-03-13,149.9284210205078
2018-03-14,147.80938720703125
2018-03-15,148.23468017578125
2018-03-16,150.39169311523438
2018-03-19,149.4119873046875
2018-03-20,150.40692138671875
2018-03-21,150.77906799316406
2018-03-22,148.62966918945312
2018-03-23,146.62454223632812
2018-03-26,149.3284149169922
2018-03-27,150.4600830078125
2018-03-28,153.51333618164062
2018-03-29,152.19937133789062
2018-04-02,151.45504760742188
2018-04-03,152.3740692138672
2018-04-04,154.9716339111328
2018-04-05,152.93612670898438
2018-04-06,151.3563232421875
2018-04-09,151.76646423339844
2018-04-10,152.24496459960938
2018-04-11,150.90060424804688
2018-04-12,149.10057067871094
2018-04-13,149.8372802734375
2018-04-16,149.6929931640625
2018-04-17,150.8170623779297
2018-04-18,150.32337951660156
2018-04-19,147.1865692138672
2018-04-20,146.39671325683594
2018-04-23,146.50303649902344
2018-04-24,147.16380310058594
2018-04-25,147.1258087158203
2018-04-26,151.76646423339844
2018-04-27,153.76400756835938
2018-04-30,153.25514221191406
2018-05-01,155.32098388671875
2018-05-02,155.46530151367188
2018-05-03,156.3919219970703
2018-05-04,157.5159912109375
2018-05-07,159.48313903808594
2018-05-08,159.52110290527344
2018-05-09,160.66799926757812
2018-05-10,160.90342712402344
2018-05-11,160.7135467529297
2018-05-14,159.0730438232422
2018-05-15,156.3919219970703
2018-05-16,156.15646362304688
2018-05-17,154.8197021484375
2018-05-18,154.62982177734375
2018-05-21,155.62478637695312
2018-05-22,155.0247802734375
2018-05-23,156.9691619873047
2018-05-24,157.32614135742188
2018-05-25,158.35150146484375
2018-05-29,159.38441467285156
2018-05-30,161.19203186035156
2018-05-31,160.8958740234375
2018-06-01,160.72872924804688
2018-06-04,162.5743408203125
2018-06-05,161.68576049804688
2018-06-06,162.2325897216797
2018-06-07,163.40225219726562
2018-06-08,164.47315979003906
2018-06-11,164.54151916503906
2018-06-12,165.52273559570312
2018-06-13,162.76300048828125
2018-06-14,164.40353393554688
2018-06-15,164.06622314453125
2018-06-18,164.5721893310547
2018-06-19,166.40431213378906
2018-06-20,167.52354431152344
2018-06-21,170.0609588623047
2018-06-22,173.21932983398438
2018-06-25,172.981689453125
2018-06-26,175.54977416992188
2018-06-27,174.16995239257812
2018-06-28,175.49610900878906
2018-06-29,173.90927124023438
2018-07-02,173.51065063476562
2018-07-03,175.8870849609375
2018-07-05,178.39385986328125
2018-07-06,178.01058959960938
2018-07-09,176.0404052734375
2018-07-10,176.86068725585938
2018-07-11,175.98675537109375
2018-07-12,175.94847106933594
2018-07-13,174.84454345703125
2018-07-16,172.89735412597656
2018-07-17,168.43580627441406
2018-07-18,167.99118041992188
2018-07-19,170.53631591796875
2018-07-20,170.27561950683594
2018-07-23,169.12576293945312
2018-07-24,168.1444854736328
2018-07-25,168.39747619628906
2018-07-26,167.94522094726562
2018-07-27,165.09344482421875
2018-07-30,164.43418884277344
2018-07-31,166.9869384765625
2018-08-01,166.71861267089844
2018-08-02,161.1455078125
2018-08-03,164.03555297851562
2018-08-06,165.4461212158203
2018-08-07,166.23570251464844
2018-08-08,166.5193328857422
2018-08-09,165.42308044433594
2018-08-10,164.6105499267578
2018-08-13,164.97080993652344
2018-08-14,165.53045654296875
2018-08-15,168.04483032226562
2018-08-16,169.3173828125
2018-08-17,171.38719177246094
2018-08-20,170.5515899658203
2018-08-21,169.3097381591797
2018-08-22,161.78176879882812
2018-08-23,162.26475524902344
2018-08-24,163.51429748535156
2018-08-27,163.27667236328125
2018-08-28,164.55682373046875
2018-08-29,163.03895568847656
2018-08-30,162.24942016601562
2018-08-31,162.9623260498047
2018-09-04,163.36097717285156
2018-09-05,165.3540496826172
2018-09-06,164.6258544921875
2018-09-07,160.30221557617188
2018-09-10,162.29539489746094
2018-09-11,161.23512268066406
2018-09-12,162.3418426513672
2018-09-13,162.45794677734375
2018-09-14,159.8730926513672
2018-09-17,161.1422882080078
2018-09-18,158.99081420898438
2018-09-19,157.95376586914062
2018-09-20,158.66580200195312
2018-09-21,158.0543975830078
2018-09-24,156.2744140625
2018-09-25,156.607177734375
2018-09-26,155.67074584960938
2018-09-27,154.38612365722656
2018-09-28,156.042236328125
2018-10-01,154.15391540527344
2018-10-02,154.9665069580078
2018-10-03,152.99310302734375
2018-10-04,153.04722595214844
2018-10-05,154.0146026611328
2018-10-08,155.70175170898438
2018-10-09,155.50830078125
2018-10-10,153.75927734375
2018-10-11,151.43751525878906
2018-10-12,152.34298706054688
2018-10-15,153.44192504882812
2018-10-16,154.09201049804688
2018-10-17,153.33358764648438
2018-10-18,153.34129333496094
2018-10-19,154.7498321533203
2018-10-22,152.12632751464844
2018-10-23,152.93890380859375
2018-10-24,155.3302459716797
2018-10-25,156.11961364746094
2018-10-26,155.41537475585938
2018-10-29,159.4551544189453
2018-10-30,160.7476043701172
2018-10-31,159.01402282714844
2018-11-01,159.5093231201172
2018-11-02,154.18487548828125
2018-11-05,156.01902770996094
2018-11-06,156.9477081298828
2018-11-07,157.45848083496094
2018-11-08,158.68128967285156
2018-11-09,159.695068359375
2018-11-12,160.8327178955078
2018-11-13,161.26609802246094
2018-11-14,161.83876037597656
2018-11-15,160.468994140625
2018-11-16,163.58006286621094
2018-11-19,164.11407470703125
2018-11-20,163.47171020507812
2018-11-21,161.51373291015625
2018-11-23,160.70889282226562
2018-11-26,159.93499755859375
2018-11-27,161.44412231445312
2018-11-28,162.80616760253906
2018-11-29,163.95928955078125
2018-11-30,165.04273986816406
2018-12-03,164.3926544189453
2018-12-04,163.9206085205078
2018-12-06,167.34127807617188
2018-12-07,165.7238006591797
2018-12-10,165.56900024414062
2018-12-11,164.6315460205078
2018-12-12,159.59283447265625
2018-12-13,155.49925231933594
2018-12-14,158.95220947265625
2018-12-17,155.9054718017578
2018-12-18,159.47557067871094
2018-12-19,158.7803192138672
2018-12-20,158.53033447265625
2018-12-21,158.8193817138672
2018-12-24,153.6399688720703
2018-12-26,156.5538787841797
2018-12-27,157.57728576660156
2018-12-28,157.72569274902344
2018-12-31,158.1240997314453
2019-01-02,152.38221740722656
2019-01-03,155.30397033691406
2019-01-04,153.5852813720703
2019-01-07,153.15560913085938
2019-01-08,155.9054718017578
2019-01-09,154.8196258544922
2019-01-10,156.96009826660156
2019-01-11,156.78822326660156
2019-01-14,156.98355102539062
2019-01-15,159.37405395507812
2019-01-16,159.60838317871094
2019-01-17,160.10060119628906
2019-01-18,158.68655395507812
2019-01-22,157.42100524902344
2019-01-23,157.67100524902344
2019-01-24,158.29598999023438
2019-01-25,160.64743041992188
2019-01-28,162.6472930908203
2019-01-29,164.36595153808594
2019-01-30,164.24876403808594
2019-01-31,166.02207946777344
2019-02-01,163.6628875732422
2019-02-04,163.41290283203125
2019-02-05,163.2566375732422
2019-02-06,162.9129180908203
2019-02-07,163.92845153808594
2019-02-08,164.4987335205078
2019-02-11,164.4518585205078
2019-02-12,162.28794860839844
2019-02-13,162.45982360839844
2019-02-14,162.60821533203125
2019-02-15,162.28794860839844
2019-02-19,162.42074584960938
2019-02-20,160.6317901611328
2019-02-21,156.61634826660156
2019-02-22,157.1319580078125
2019-02-25,157.34288024902344
2019-02-26,158.35064697265625
2019-02-27,163.748779296875
2019-02-28,165.21749877929688
2019-03-01,165.61585998535156
2019-03-04,165.88931274414062
2019-03-05,166.51426696777344
2019-03-06,166.56112670898438
2019-03-07,167.3110809326172
2019-03-08,167.42825317382812
2019-03-11,170.95933532714844
2019-03-12,172.0867462158203
2019-03-13,172.77268981933594
2019-03-14,172.32330322265625
2019-03-15,171.57431030273438
2019-03-18,171.6846923828125
2019-03-19,171.46389770507812
2019-03-20,172.54405212402344
2019-03-21,175.04330444335938
2019-03-22,175.12213134765625
2019-03-25,176.79359436035156
2019-03-26,173.62417602539062
2019-03-27,172.82000732421875
2019-03-28,172.66233825683594
2019-03-29,171.70046997070312
2019-04-01,172.1182861328125
2019-04-02,173.00132751464844
2019-04-03,172.59132385253906
2019-04-04,171.65313720703125
2019-04-05,172.32330322265625
2019-04-08,171.87388610839844
2019-04-09,172.97764587402344
2019-04-10,173.0565185546875
2019-04-11,173.16688537597656
2019-04-12,174.83831787109375
2019-04-15,173.88438415527344
2019-04-16,171.43238830566406
2019-04-17,170.84103393554688
2019-04-18,171.4402618408203
2019-04-22,168.99618530273438
2019-04-23,170.2970733642578
2019-04-24,172.04733276367188
2019-04-25,170.91990661621094
2019-04-26,172.6228790283203
2019-04-29,171.23529052734375
2019-04-30,174.38104248046875
2019-05-01,175.03538513183594
2019-05-02,178.85922241210938
2019-05-03,178.77249145507812
2019-05-06,178.82769775390625
2019-05-07,175.52423095703125
2019-05-08,175.27194213867188
2019-05-09,175.72923278808594
2019-05-10,177.79486083984375
2019-05-13,180.30987548828125
2019-05-14,179.52146911621094
2019-05-15,180.11279296875
2019-05-16,180.64102172851562
2019-05-17,181.429443359375
2019-05-20,181.76055908203125
2019-05-21,182.0680694580078
2019-05-22,182.7224578857422
2019-05-23,184.82748413085938
2019-05-24,186.2466583251953
2019-05-28,183.91293334960938
2019-05-29,182.5253448486328
2019-05-30,183.9050750732422
2019-05-31,187.5475311279297
2019-06-03,189.1716766357422
2019-06-04,187.40562438964844
2019-06-05,193.07432556152344
2019-06-06,192.94027709960938
2019-06-07,193.32659912109375
2019-06-10,192.15187072753906
2019-06-11,191.4602813720703
2019-06-12,192.31878662109375
2019-06-13,192.5811004638672
2019-06-14,193.41578674316406
2019-06-17,194.12330627441406
2019-06-18,191.96905517578125
2019-06-19,192.62887573242188
2019-06-20,192.75601196289062
2019-06-21,191.18203735351562
2019-06-24,190.67330932617188
2019-06-25,189.52857971191406
2019-06-26,186.11038208007812
2019-06-27,188.4315643310547
2019-06-28,189.329833984375
2019-07-01,187.9625244140625
2019-07-02,192.77987670898438
2019-07-03,196.818115234375
2019-07-05,194.93414306640625
2019-07-08,196.06292724609375
2019-07-09,196.75453186035156
2019-07-10,198.3921356201172
2019-07-11,197.6448516845703
2019-07-12,197.6846160888672
2019-07-15,198.43978881835938
2019-07-16,197.92308044433594
2019-07-17,197.71640014648438
2019-07-18,196.78631591796875
2019-07-19,194.0279083251953
2019-07-22,192.85939025878906
2019-07-23,194.1868896484375
2019-07-24,192.54136657714844
2019-07-25,192.45396423339844
2019-07-26,190.3314666748047
2019-07-29,192.97067260742188
2019-07-30,193.24888610839844
2019-07-31,192.9785614013672
2019-08-01,195.84828186035156
2019-08-02,198.36825561523438
2019-08-05,195.35546875
2019-08-06,198.79751586914062
2019-08-07,202.08856201171875
2019-08-08,203.5035400390625
2019-08-09,204.33819580078125
2019-08-12,205.6418914794922
2019-08-13,205.31597900390625
2019-08-14,203.2173614501953
2019-08-15,206.64356994628906
2019-08-16,205.7134552001953
2019-08-19,207.5259246826172
2019-08-20,207.11253356933594
2019-08-21,207.5259246826172
2019-08-22,208.1857147216797
2019-08-23,206.28579711914062
2019-08-26,207.708740234375
2019-08-27,208.45599365234375
2019-08-28,208.2254180908203
2019-08-29,208.4639129638672
2019-08-30,210.45127868652344
2019-09-03,208.3923797607422
2019-09-04,209.91867065429688
2019-09-05,205.30010986328125
2019-09-06,204.69593811035156
2019-09-09,202.5575714111328
2019-09-10,198.7339324951172
2019-09-11,200.08822631835938
2019-09-12,200.0000762939453
2019-09-13,195.0878143310547
2019-09-16,198.2130889892578
2019-09-17,201.00177001953125
2019-09-18,200.71327209472656
2019-09-19,200.64913940429688
2019-09-20,198.5736541748047
2019-09-23,196.6905059814453
2019-09-24,198.56565856933594
2019-09-25,197.13125610351562
2019-09-26,197.5078887939453
2019-09-27,196.33792114257812
2019-09-30,196.54624938964844
2019-10-01,192.49945068359375
2019-10-02,194.1502227783203
2019-10-03,197.01905822753906
2019-10-04,197.78836059570312
2019-10-07,197.62808227539062
2019-10-08,197.78836059570312
2019-10-09,198.19703674316406
2019-10-10,197.69219970703125
2019-10-11,197.09915161132812
2019-10-14,196.5943603515625
2019-10-15,194.63902282714844
2019-10-16,193.96591186523438
2019-10-17,192.8760528564453
2019-10-18,193.56524658203125
2019-10-21,195.36024475097656
2019-10-22,192.7559051513672
2019-10-23,192.65972900390625
2019-10-24,193.42098999023438
2019-10-25,187.51507568359375
2019-10-28,186.39317321777344
2019-10-29,188.07603454589844
2019-10-30,178.90859985351562
2019-10-31,178.58807373046875
2019-11-01,175.70321655273438
2019-11-04,173.18698120117188
2019-11-05,172.505859375
2019-11-06,171.8808135986328
2019-11-07,171.86480712890625
2019-11-08,169.3645782470703
2019-11-11,169.46070861816406
2019-11-12,167.61764526367188
2019-11-13,169.6290740966797
2019-11-14,170.64671325683594
2019-11-15,170.85507202148438
2019-11-18,171.11953735351562
2019-11-19,171.27980041503906
2019-11-20,171.07949829101562
2019-11-21,168.9558868408203
2019-11-22,167.49745178222656
2019-11-25,167.00865173339844
2019-11-26,169.9736328125
2019-11-27,169.9816131591797
2019-11-29,168.82769775390625
2019-12-02,167.5054931640625
2019-12-03,169.83737182617188
2019-12-04,170.64671325683594
2019-12-05,171.055419921875
2019-12-06,171.3679656982422
2019-12-09,170.9752960205078
2019-12-10,169.3645782470703
2019-12-11,168.21868896484375
2019-12-12,165.24945068359375
2019-12-13,166.20411682128906
2019-12-16,166.81089782714844
2019-12-17,166.05043029785156
2019-12-18,168.45327758789062
2019-12-19,169.9986114501953
2019-12-20,171.11505126953125
2019-12-23,170.08761596679688
2019-12-24,169.78822326660156
2019-12-26,171.0018310546875
2019-12-27,171.22833251953125
2019-12-30,170.8804473876953
2019-12-31,172.2962646484375
2020-01-02,171.0503692626953
2020-01-03,172.89500427246094
2020-01-06,173.50987243652344
2020-01-07,172.82215881347656
2020-01-08,173.13771057128906
2020-01-09,173.2104949951172
2020-01-10,174.6101531982422
2020-01-13,175.38687133789062
2020-01-14,175.00662231445312
2020-01-15,176.57620239257812
2020-01-16,178.00820922851562
2020-01-17,178.59881591796875
2020-01-21,180.13604736328125
2020-01-22,178.79302978515625
2020-01-23,180.5810089111328
2020-01-24,181.60850524902344
2020-01-27,181.43858337402344
2020-01-28,181.05026245117188
2020-01-29,179.6748809814453
2020-01-30,181.30914306640625
2020-01-31,181.0340576171875
2020-02-03,181.3738555908203
2020-02-04,180.54055786132812
2020-02-05,179.72341918945312
2020-02-06,181.25253295898438
2020-02-07,182.223388671875
2020-02-10,183.18617248535156
2020-02-11,183.13760375976562
2020-02-12,183.85769653320312
2020-02-13,184.91754150390625
2020-02-14,188.36412048339844
2020-02-18,187.50653076171875
2020-02-19,177.02117919921875
2020-02-20,179.91757202148438
2020-02-21,182.66024780273438
2020-02-24,183.2266082763672
2020-02-25,178.70399475097656
2020-02-26,184.65057373046875
2020-02-27,170.96136474609375
2020-02-28,169.1894989013672
2020-03-02,177.38523864746094
2020-03-03,176.1473846435547
2020-03-04,182.9110565185547
2020-03-05,185.3220672607422
2020-03-06,185.22500610351562
2020-03-09,180.8722686767578
2020-03-10,185.9935760498047
2020-03-11,178.3480224609375
2020-03-12,163.03260803222656
2020-03-13,172.69964599609375
2020-03-16,152.78536987304688
2020-03-17,162.09286499023438
2020-03-18,155.2287139892578
2020-03-19,153.30018615722656
2020-03-20,139.91500854492188
2020-03-23,131.244873046875
2020-03-24,137.81488037109375
2020-03-25,144.26235961914062
2020-03-26,153.43910217285156
2020-03-27,156.50347900390625
2020-03-30,164.76502990722656
2020-03-31,162.29718017578125
2020-04-01,160.6710205078125
2020-04-02,157.60662841796875
2020-04-03,158.59539794921875
2020-04-06,166.48104858398438
2020-04-07,161.1940155029297
2020-04-08,162.67308044433594
2020-04-09,170.4524383544922
2020-04-13,164.60157775878906
2020-04-14,167.41259765625
2020-04-15,159.59234619140625
2020-04-16,158.4973602294922
2020-04-17,160.5565948486328
2020-04-20,157.9744110107422
2020-04-21,155.99681091308594
2020-04-22,157.72103881835938
2020-04-23,153.21844482421875
2020-04-24,152.997802734375
2020-04-27,157.68019104003906
2020-04-28,156.08673095703125
2020-04-29,152.5810546875
2020-04-30,151.54330444335938
2020-05-01,150.65255737304688
2020-05-04,147.9804229736328
2020-05-05,146.63209533691406
2020-05-06,143.89463806152344
2020-05-07,149.9579620361328
2020-05-08,155.53921508789062
2020-05-11,152.752685546875
2020-05-12,145.8394775390625
2020-05-13,144.31137084960938
2020-05-14,146.2725830078125
2020-05-15,143.7965545654297
2020-05-18,149.83538818359375
2020-05-19,150.01516723632812
2020-05-20,150.2930145263672
2020-05-21,149.353271484375
2020-05-22,152.37677001953125
2020-05-26,157.28794860839844
2020-05-27,160.95703125
2020-05-28,164.4053955078125
2020-05-29,165.67205810546875
2020-06-01,167.3309326171875
2020-06-02,169.7578582763672
2020-06-03,169.93765258789062
2020-06-04,163.95602416992188
2020-06-05,168.63836669921875
2020-06-08,168.89169311523438
2020-06-09,172.72422790527344
2020-06-10,167.90292358398438
2020-06-11,160.10719299316406
2020-06-12,162.20416259765625
2020-06-15,164.44981384277344
2020-06-16,164.17733764648438
2020-06-17,163.2691650390625
2020-06-18,162.03907775878906
2020-06-19,157.34967041015625
2020-06-22,157.0854949951172
2020-06-23,155.4095458984375
2020-06-24,156.40847778320312
2020-06-25,157.71295166015625
2020-06-26,156.26812744140625
2020-06-29,157.77076721191406
2020-06-30,158.4229736328125
2020-07-01,164.4250030517578
2020-07-02,164.5901336669922
2020-07-06,162.25367736816406
2020-07-07,160.54473876953125
2020-07-08,159.63656616210938
2020-07-09,161.2960205078125
2020-07-10,160.51992797851562
2020-07-13,159.2485809326172
2020-07-14,160.0328826904297
2020-07-15,159.17425537109375
2020-07-16,155.52511596679688
2020-07-17,158.7614288330078
2020-07-20,155.0380401611328
2020-07-21,154.25369262695312
2020-07-22,155.46734619140625
2020-07-23,154.40232849121094
2020-07-24,153.03182983398438
2020-07-27,153.20523071289062
2020-07-28,160.05763244628906
2020-07-29,162.5096435546875
2020-07-30,163.22789001464844
2020-07-31,165.0194549560547
2020-08-03,161.68406677246094
2020-08-04,166.2578125
2020-08-05,162.61697387695312
2020-08-06,161.88218688964844
2020-08-07,164.4993133544922
2020-08-10,167.1742401123047
2020-08-11,164.28466796875
2020-08-12,163.7810516357422
2020-08-13,162.889404296875
2020-08-14,165.31663513183594
2020-08-17,165.1350555419922
2020-08-18,165.89456176757812
2020-08-19,162.99671936035156
2020-08-20,167.8099365234375
2020-08-21,170.52615356445312
2020-08-24,170.53439331054688
2020-08-25,170.69952392578125
2020-08-26,172.1443328857422
2020-08-27,174.42295837402344
2020-08-28,176.2144775390625
2020-08-31,175.35585021972656
2020-09-01,176.18142700195312
2020-09-02,176.80889892578125
2020-09-03,175.79342651367188
2020-09-04,175.14120483398438
2020-09-08,176.63552856445312
2020-09-09,178.9224395751953
2020-09-10,180.09475708007812
2020-09-11,182.1174774169922
2020-09-14,187.24130249023438
2020-09-15,184.1336212158203
2020-09-16,187.0496826171875
2020-09-17,185.13343811035156
2020-09-18,184.1336212158203
2020-09-21,180.20123291015625
2020-09-22,182.76730346679688
2020-09-23,177.38519287109375
2020-09-24,178.82652282714844
2020-09-25,182.01747131347656
2020-09-28,184.23362731933594
2020-09-29,184.0503692626953
2020-09-30,185.558349609375
2020-10-01,188.50767517089844
2020-10-02,192.11520385742188
2020-10-05,193.42324829101562
2020-10-06,190.19898986816406
2020-10-07,191.65699768066406
2020-10-08,193.30661010742188
2020-10-09,194.96458435058594
2020-10-12,195.85604858398438
2020-10-13,196.1143035888672
2020-10-14,194.53968811035156
2020-10-15,195.23948669433594
2020-10-16,194.1230926513672
2020-10-19,192.61509704589844
2020-10-20,194.22308349609375
2020-10-21,194.1314239501953
2020-10-22,195.8810272216797
2020-10-23,196.38925170898438
2020-10-26,196.8141632080078
2020-10-27,195.46446228027344
2020-10-28,192.5567626953125
2020-10-29,192.3401641845703
2020-10-30,190.84881591796875
2020-11-02,193.96481323242188
2020-11-03,196.18930053710938
2020-11-04,196.00599670410156
2020-11-05,192.17352294921875
2020-11-06,192.73171997070312
2020-11-09,185.02513122558594
2020-11-10,194.98956298828125
2020-11-11,196.4725799560547
2020-11-12,193.13165283203125
2020-11-13,194.99789428710938
2020-11-16,194.697998046875
2020-11-17,195.40614318847656
2020-11-18,191.59031677246094
2020-11-19,190.61553955078125
2020-11-20,186.32484436035156
2020-11-23,182.5673828125
2020-11-24,185.0167999267578
2020-11-25,186.04159545898438
2020-11-27,183.31716918945312
2020-11-30,187.00807189941406
2020-12-01,187.74951171875
2020-12-02,187.05799865722656
2020-12-03,188.32437133789062
2020-12-04,187.04135131835938
2020-12-07,187.19134521484375
2020-12-08,184.8585205078125
2020-12-09,182.99224853515625
2020-12-10,180.44285583496094
2020-12-11,183.34217834472656
2020-12-14,188.1178436279297
2020-12-15,189.3118133544922
2020-12-16,189.98443603515625
2020-12-17,195.53358459472656
2020-12-18,192.4815216064453
2020-12-21,192.29661560058594
2020-12-22,195.22251892089844
2020-12-23,190.85882568359375
2020-12-24,192.41427612304688
2020-12-28,192.6581573486328
2020-12-29,191.53147888183594
2020-12-30,192.4815216064453
2020-12-31,194.16311645507812
2021-01-04,185.14146423339844
2021-01-05,182.76202392578125
2021-01-06,179.77728271484375
2021-01-07,182.8292999267578
2021-01-08,187.17616271972656
2021-01-11,186.0242919921875
2021-01-12,186.85667419433594
2021-01-13,189.00071716308594
2021-01-14,186.0074920654297
2021-01-15,188.66436767578125
2021-01-19,185.49459838867188
2021-01-20,189.1604461669922
2021-01-21,186.6296844482422
2021-01-22,187.31910705566406
2021-01-25,189.86672973632812
2021-01-26,191.56509399414062
2021-01-27,191.74166870117188
2021-01-28,191.2876434326172
2021-01-29,191.38011169433594
2021-02-01,195.64291381835938
2021-02-02,193.6334228515625
2021-02-03,194.47421264648438
2021-02-04,194.09588623046875
2021-02-05,192.82626342773438
2021-02-08,195.4915771484375
2021-02-09,198.7370147705078
2021-02-10,196.8284454345703
2021-02-11,195.96241760253906
2021-02-12,194.94505310058594
2021-02-16,193.33914184570312
2021-02-17,196.80322265625
2021-02-18,197.58514404296875
2021-02-19,197.3329315185547
2021-02-22,199.9057159423828
2021-02-23,203.75653076171875
2021-02-24,203.98355102539062
2021-02-25,204.61412048339844
2021-02-26,196.69390869140625
2021-03-01,195.0375518798828
2021-03-02,197.1058807373047
2021-03-03,194.09588623046875
2021-03-04,194.5162811279297
2021-03-05,197.6271514892578
2021-03-08,200.6540069580078
2021-03-09,201.81431579589844
2021-03-10,201.654541015625
2021-03-11,200.62039184570312
2021-03-12,204.35348510742188
2021-03-15,205.56581115722656
2021-03-16,207.98190307617188
2021-03-17,204.87062072753906
2021-03-18,205.16732788085938
2021-03-19,197.9189453125
2021-03-22,200.66566467285156
2021-03-23,205.92184448242188
2021-03-24,204.42979431152344
2021-03-25,204.56541442871094
2021-03-26,207.35455322265625
2021-03-29,210.23696899414062
2021-03-30,209.42311096191406
2021-03-31,209.1942138671875
2021-04-01,213.58563232421875
2021-04-05,216.40869140625
2021-04-06,216.44256591796875
2021-04-07,216.79017639160156
2021-04-08,217.67185974121094
2021-04-09,218.6213836669922
2021-04-12,221.14767456054688
2021-04-13,226.31057739257812
2021-04-14,223.54684448242188
2021-04-15,226.98878479003906
2021-04-16,226.18336486816406
2021-04-19,229.2183837890625
2021-04-20,231.75318908691406
2021-04-21,231.91429138183594
2021-04-22,234.43214416503906
2021-04-23,234.63560485839844
2021-04-26,233.23678588867188
2021-04-27,233.18592834472656
2021-04-28,231.6345672607422
2021-04-29,236.93309020996094
2021-04-30,238.35726928710938
2021-05-03,235.7038116455078
2021-05-04,236.82284545898438
2021-05-05,232.81288146972656
2021-05-06,233.31309509277344
2021-05-07,235.05950927734375
2021-05-10,234.96624755859375
2021-05-11,232.55859375
2021-05-12,228.65036010742188
2021-05-13,232.24488830566406
2021-05-14,231.821044921875
2021-05-17,234.47450256347656
2021-05-18,233.6182861328125
2021-05-19,234.4406280517578
2021-05-20,236.77195739746094
2021-05-21,234.60174560546875
2021-05-24,236.05984497070312
2021-05-25,236.3311004638672
2021-05-26,237.01780700683594
2021-05-27,237.26364135742188
2021-05-28,239.4763946533203
2021-06-01,242.0874481201172
2021-06-02,244.1475067138672
2021-06-03,244.87660217285156
2021-06-04,244.7578887939453
2021-06-07,246.88580322265625
2021-06-08,248.73390197753906
2021-06-09,249.10691833496094
