,LUV
2014-08-13,26.453720092773438
2014-08-14,26.896726608276367
2014-08-15,26.905763626098633
2014-08-18,27.864099502563477
2014-08-19,27.85504150390625
2014-08-20,28.59784698486328
2014-08-21,28.298906326293945
2014-08-22,28.869600296020508
2014-08-25,29.114181518554688
2014-08-26,28.91489601135254
2014-08-27,29.19570541381836
2014-08-28,29.032657623291016
2014-08-29,28.996417999267578
2014-09-02,29.81167984008789
2014-09-03,29.512760162353516
2014-09-04,29.548994064331055
2014-09-05,29.739212036132812
2014-09-08,29.76639747619629
2014-09-09,29.81167984008789
2014-09-10,30.45484733581543
2014-09-11,30.472963333129883
2014-09-12,30.681306838989258
2014-09-15,30.672250747680664
2014-09-16,31.279178619384766
2014-09-17,31.1885929107666
2014-09-18,31.91326332092285
2014-09-19,31.306346893310547
2014-09-22,30.934946060180664
2014-09-23,30.12872886657715
2014-09-24,31.097991943359375
2014-09-25,30.472963333129883
2014-09-26,30.7175350189209
2014-09-29,30.50012969970703
2014-09-30,30.590713500976562
2014-10-01,29.485580444335938
2014-10-02,29.404048919677734
2014-10-03,30.282730102539062
2014-10-06,29.929452896118164
2014-10-07,29.19570541381836
2014-10-08,29.087005615234375
2014-10-09,28.37137794494629
2014-10-10,27.69198989868164
2014-10-13,26.161094665527344
2014-10-14,27.175655364990234
2014-10-15,27.193771362304688
2014-10-16,28.02715301513672
2014-10-17,28.126800537109375
2014-10-20,29.74828338623047
2014-10-21,31.333526611328125
2014-10-22,30.980243682861328
2014-10-23,30.119670867919922
2014-10-24,30.681306838989258
2014-10-27,30.844358444213867
2014-10-28,31.279178619384766
2014-10-29,30.916841506958008
2014-10-30,30.916841506958008
2014-10-31,31.233882904052734
2014-11-03,31.985740661621094
2014-11-04,33.00029754638672
2014-11-05,33.29016876220703
2014-11-06,34.36812973022461
2014-11-07,34.63990783691406
2014-11-10,35.437049865722656
2014-11-11,35.66352081298828
2014-11-12,35.66352081298828
2014-11-13,35.745033264160156
2014-11-14,35.283058166503906
2014-11-17,35.391761779785156
2014-11-18,35.93526840209961
2014-11-19,35.57293701171875
2014-11-20,35.2105827331543
2014-11-21,34.440616607666016
2014-11-24,34.88447570800781
2014-11-25,34.88447570800781
2014-11-26,35.58198165893555
2014-11-28,37.88285827636719
2014-12-01,36.6871223449707
2014-12-02,36.65089797973633
2014-12-03,37.18535614013672
2014-12-04,37.49333572387695
2014-12-05,37.24876022338867
2014-12-08,38.163665771484375
2014-12-09,36.94808578491211
2014-12-10,37.62846374511719
2014-12-11,38.02759552001953
2014-12-12,37.56494140625
2014-12-15,37.71917724609375
2014-12-16,35.904876708984375
2014-12-17,36.39472961425781
2014-12-18,36.84831237792969
2014-12-19,36.52173614501953
2014-12-22,37.42887496948242
2014-12-23,37.17487716674805
2014-12-24,37.791744232177734
2014-12-26,38.018531799316406
2014-12-29,38.02759552001953
2014-12-30,38.25437545776367
2014-12-31,38.39046096801758
2015-01-02,38.726097106933594
2015-01-05,37.77360534667969
2015-01-06,36.70316696166992
2015-01-07,37.011600494384766
2015-01-08,37.991310119628906
2015-01-09,37.002532958984375
2015-01-12,36.512657165527344
2015-01-13,36.72130584716797
2015-01-14,35.777870178222656
2015-01-15,35.28800582885742
2015-01-16,35.81415557861328
2015-01-20,37.002532958984375
2015-01-21,37.94595718383789
2015-01-22,41.13911056518555
2015-01-23,41.5291862487793
2015-01-26,42.09162139892578
2015-01-27,41.61989974975586
2015-01-28,41.54732894897461
2015-01-29,42.626834869384766
2015-01-30,40.98489761352539
2015-02-02,40.39524459838867
2015-02-03,39.23410415649414
2015-02-04,40.49503707885742
2015-02-05,40.340824127197266
2015-02-06,40.04146957397461
2015-02-09,39.24317932128906
2015-02-10,39.71489334106445
2015-02-11,39.46088790893555
2015-02-12,39.46088790893555
2015-02-13,39.279457092285156
2015-02-17,38.63538360595703
2015-02-18,39.50625228881836
2015-02-19,39.69675064086914
2015-02-20,40.622039794921875
2015-02-23,40.5403938293457
2015-02-24,41.13911056518555
2015-02-25,40.0233154296875
2015-02-26,39.98704147338867
2015-02-27,39.22503662109375
2015-03-02,40.11404037475586
2015-03-03,39.93235397338867
2015-03-04,39.97777557373047
2015-03-05,40.05952453613281
2015-03-06,39.33283615112305
2015-03-09,39.42366409301758
2015-03-10,39.00580978393555
2015-03-11,39.82335662841797
2015-03-12,40.84981918334961
2015-03-13,40.431976318359375
2015-03-16,41.331268310546875
2015-03-17,41.97621154785156
2015-03-18,41.54928207397461
2015-03-19,42.1033935546875
2015-03-20,42.11246109008789
2015-03-23,41.276763916015625
2015-03-24,40.80439376831055
2015-03-25,39.71434783935547
2015-03-26,39.223819732666016
2015-03-27,40.18670654296875
2015-03-30,40.495548248291016
2015-03-31,40.241207122802734
2015-04-01,39.46908950805664
2015-04-02,38.933143615722656
2015-04-06,37.325321197509766
2015-04-07,37.55241394042969
2015-04-08,38.92405319213867
2015-04-09,38.89680480957031
2015-04-10,38.89680480957031
2015-04-13,38.842308044433594
2015-04-14,38.60612106323242
2015-04-15,38.033851623535156
2015-04-16,38.37902069091797
2015-04-17,37.9611701965332
2015-04-20,38.66971206665039
2015-04-21,39.08755874633789
2015-04-22,38.92405319213867
2015-04-23,39.29648971557617
2015-04-24,39.50542449951172
2015-04-27,38.41537094116211
2015-04-28,38.05202102661133
2015-04-29,37.198143005371094
2015-04-30,36.84386444091797
2015-05-01,38.69697189331055
2015-05-04,37.99750900268555
2015-05-05,36.816619873046875
2015-05-06,37.134544372558594
2015-05-07,38.24277877807617
2015-05-08,39.26925277709961
2015-05-11,39.07848358154297
2015-05-12,38.37902069091797
2015-05-13,37.48881912231445
2015-05-14,38.26093292236328
2015-05-15,38.05202102661133
2015-05-18,38.27910232543945
2015-05-19,37.161808013916016
2015-05-20,33.782623291015625
2015-05-21,33.81896209716797
2015-05-22,33.48286056518555
2015-05-26,32.70165252685547
2015-05-27,33.6009635925293
2015-05-28,33.43745040893555
2015-05-29,33.65545654296875
2015-06-01,34.451904296875
2015-06-02,34.42458724975586
2015-06-03,34.33357238769531
2015-06-04,33.969486236572266
2015-06-05,33.83294677734375
2015-06-08,32.86811828613281
2015-06-09,31.484577178955078
2015-06-10,31.35715103149414
2015-06-11,31.584699630737305
2015-06-12,31.857769012451172
2015-06-15,31.12049102783203
2015-06-16,30.865629196166992
2015-06-17,30.801908493041992
2015-06-18,30.820117950439453
2015-06-19,31.147804260253906
2015-06-22,31.666616439819336
2015-06-23,31.47547721862793
2015-06-24,31.266122817993164
2015-06-25,31.393552780151367
2015-06-26,31.238821029663086
2015-06-29,30.2011661529541
2015-06-30,30.119243621826172
2015-07-01,29.691438674926758
2015-07-02,29.591320037841797
2015-07-06,30.064638137817383
2015-07-07,30.410512924194336
2015-07-08,29.454788208007812
2015-07-09,29.600421905517578
2015-07-10,30.792818069458008
2015-07-13,30.883831024169922
2015-07-14,30.820117950439453
2015-07-15,30.874727249145508
2015-07-16,31.46636962890625
2015-07-17,31.63931655883789
2015-07-20,31.229713439941406
2015-07-21,31.59381103515625
2015-07-22,31.966995239257812
2015-07-23,33.204898834228516
2015-07-24,31.857769012451172
2015-07-27,31.939699172973633
2015-07-28,32.822608947753906
2015-07-29,32.33108139038086
2015-07-30,33.05015182495117
2015-07-31,32.95003128051758
2015-08-03,34.16062927246094
2015-08-04,34.524715423583984
2015-08-05,34.48830795288086
2015-08-06,34.41549301147461
2015-08-07,34.206146240234375
2015-08-10,34.39728927612305
2015-08-11,34.916107177734375
2015-08-12,35.20738220214844
2015-08-13,35.47134780883789
2015-08-14,35.826332092285156
2015-08-17,36.8184814453125
2015-08-18,36.649784088134766
2015-08-19,36.88687515258789
2015-08-20,35.61930847167969
2015-08-21,34.57062530517578
2015-08-24,33.93227767944336
2015-08-25,33.30305099487305
2015-08-26,34.09642028808594
2015-08-27,34.02346420288086
2015-08-28,33.83195877075195
2015-08-31,33.467201232910156
2015-09-01,33.15715789794922
2015-09-02,34.3973503112793
2015-09-03,34.132896423339844
2015-09-04,33.95051956176758
2015-09-08,34.75299072265625
2015-09-09,34.92625427246094
2015-09-10,34.9809684753418
2015-09-11,35.145111083984375
2015-09-14,35.446044921875
2015-09-15,35.47340393066406
2015-09-16,35.692264556884766
2015-09-17,36.011436462402344
2015-09-18,35.993194580078125
2015-09-21,35.9111328125
2015-09-22,34.871551513671875
2015-09-23,35.18159484863281
2015-09-24,34.80771255493164
2015-09-25,34.73474884033203
2015-09-28,34.15113067626953
2015-09-29,34.36087417602539
2015-09-30,34.68916320800781
2015-10-01,35.02656173706055
2015-10-02,34.999210357666016
2015-10-05,35.838172912597656
2015-10-06,34.65268325805664
2015-10-07,35.30013656616211
2015-10-08,35.34573745727539
2015-10-09,36.42180252075195
2015-10-12,37.58905029296875
2015-10-13,37.22428512573242
2015-10-14,37.242523193359375
2015-10-15,37.60728454589844
2015-10-16,36.98717498779297
2015-10-19,37.762306213378906
2015-10-20,37.73495101928711
2015-10-21,37.424903869628906
2015-10-22,40.197120666503906
2015-10-23,41.245819091796875
2015-10-26,41.738243103027344
2015-10-27,41.46467971801758
2015-10-28,41.409969329833984
2015-10-29,41.78383255004883
2015-10-30,42.21244430541992
2015-11-02,42.62279510498047
2015-11-03,42.823421478271484
2015-11-04,42.5316162109375
2015-11-05,42.558963775634766
2015-11-06,42.72311019897461
2015-11-09,42.285404205322266
2015-11-10,42.36746597290039
2015-11-11,42.604576110839844
2015-11-12,42.577205657958984
2015-11-13,41.84768295288086
2015-11-16,41.71089172363281
2015-11-17,41.8841552734375
2015-11-18,42.23068618774414
2015-11-19,42.74135208129883
2015-11-20,43.15171432495117
2015-11-23,43.28851318359375
2015-11-24,42.15773391723633
2015-11-25,41.83855438232422
2015-11-27,41.78383255004883
2015-11-30,41.83855438232422
2015-12-01,42.896385192871094
2015-12-02,43.32496643066406
2015-12-03,43.12436294555664
2015-12-04,45.0576057434082
2015-12-07,45.21263122558594
2015-12-08,41.1347770690918
2015-12-09,40.6416015625
2015-12-10,41.326568603515625
2015-12-11,39.65523910522461
2015-12-14,39.974884033203125
2015-12-15,40.3858757019043
2015-12-16,40.91558837890625
2015-12-17,39.7374382019043
2015-12-18,39.03420639038086
2015-12-21,39.60956954956055
2015-12-22,39.76483917236328
2015-12-23,39.67350387573242
2015-12-24,40.0936164855957
2015-12-28,40.02055358886719
2015-12-29,40.49546432495117
2015-12-30,39.591304779052734
2015-12-31,39.32645797729492
2016-01-04,38.321834564208984
2016-01-05,38.77847671508789
2016-01-06,39.13466262817383
2016-01-07,38.31269836425781
2016-01-08,38.550148010253906
2016-01-11,38.394893646240234
2016-01-12,38.97940444946289
2016-01-13,36.89708709716797
2016-01-14,36.961021423339844
2016-01-15,36.321720123291016
2016-01-19,36.16645812988281
2016-01-20,35.892459869384766
2016-01-21,36.07512283325195
2016-01-22,35.61847686767578
2016-01-25,34.88783645629883
2016-01-26,35.04310607910156
2016-01-27,34.0567512512207
2016-01-28,33.052120208740234
2016-01-29,34.358131408691406
2016-02-01,34.98830795288086
2016-02-02,33.307838439941406
2016-02-03,33.645755767822266
2016-02-04,34.29419708251953
2016-02-05,32.5954704284668
2016-02-08,31.709577560424805
2016-02-09,32.193634033203125
2016-02-10,32.45848846435547
2016-02-11,32.27582931518555
2016-02-12,33.097782135009766
2016-02-16,33.864959716796875
2016-02-17,35.17096710205078
2016-02-18,35.61847686767578
2016-02-19,35.9015998840332
2016-02-22,37.280677795410156
2016-02-23,37.51813507080078
2016-02-24,37.773860931396484
2016-02-25,38.8972053527832
2016-02-26,38.51361846923828
2016-02-29,38.31269836425781
2016-03-01,38.884525299072266
2016-03-02,38.372161865234375
2016-03-03,38.45450973510742
2016-03-04,37.969600677490234
2016-03-07,37.9513053894043
2016-03-08,38.051944732666016
2016-03-09,38.719844818115234
2016-03-10,38.66494369506836
2016-03-11,39.643924713134766
2016-03-14,40.09223556518555
2016-03-15,39.90925216674805
2016-03-16,40.394161224365234
2016-03-17,39.890953063964844
2016-03-18,40.71438980102539
2016-03-21,41.1627082824707
2016-03-22,40.815032958984375
2016-03-23,40.65034484863281
2016-03-24,40.31182098388672
2016-03-28,40.083091735839844
2016-03-29,40.84247970581055
2016-03-30,41.1535530090332
2016-03-31,40.98886489868164
2016-04-01,40.76929473876953
2016-04-04,40.357566833496094
2016-04-05,39.918399810791016
2016-04-06,39.95499801635742
2016-04-07,39.93669509887695
2016-04-08,40.71438980102539
2016-04-11,40.59545135498047
2016-04-12,40.85163879394531
2016-04-13,41.94038772583008
2016-04-14,42.73637771606445
2016-04-15,43.0383186340332
2016-04-18,43.093204498291016
2016-04-19,43.12065124511719
2016-04-20,43.04747009277344
2016-04-21,43.669612884521484
2016-04-22,43.23044967651367
2016-04-25,42.864479064941406
2016-04-26,42.25147247314453
2016-04-27,41.69336700439453
2016-04-28,40.31182098388672
2016-04-29,40.815032958984375
2016-05-02,40.26607131958008
2016-05-03,39.470088958740234
2016-05-04,38.11598205566406
2016-05-05,37.997039794921875
2016-05-06,38.18003845214844
2016-05-09,38.60090637207031
2016-05-10,39.20474624633789
2016-05-11,38.52771759033203
2016-05-12,37.71342468261719
2016-05-13,38.024497985839844
2016-05-16,38.637489318847656
2016-05-17,38.61005783081055
2016-05-18,39.25050735473633
2016-05-19,38.58259963989258
2016-05-20,38.60090637207031
2016-05-23,38.61920166015625
2016-05-24,39.15900802612305
2016-05-25,38.911983489990234
2016-05-26,38.234920501708984
2016-05-27,38.7289924621582
2016-05-31,38.866233825683594
2016-06-01,38.92112350463867
2016-06-02,38.58259963989258
2016-06-03,38.143436431884766
2016-06-06,38.30852127075195
2016-06-07,39.500789642333984
2016-06-08,39.89515686035156
2016-06-09,40.52797317504883
2016-06-10,40.01437759399414
2016-06-13,38.666202545166016
2016-06-14,36.57514190673828
2016-06-15,36.63017272949219
2016-06-16,36.48343276977539
2016-06-17,36.44674301147461
2016-06-20,36.70353698730469
2016-06-21,37.16210174560547
2016-06-22,36.923648834228516
2016-06-23,36.30918502807617
2016-06-24,35.135257720947266
2016-06-27,33.71369552612305
2016-06-28,34.32817459106445
2016-06-29,35.66719055175781
2016-06-30,35.960670471191406
2016-07-01,36.318336486816406
2016-07-05,35.960670471191406
2016-07-06,35.887290954589844
2016-07-07,36.54762268066406
2016-07-08,37.180450439453125
2016-07-11,37.639015197753906
2016-07-12,39.28984069824219
2016-07-13,38.886314392089844
2016-07-14,39.59249496459961
2016-07-15,39.583343505859375
2016-07-18,39.60167694091797
2016-07-19,39.1797981262207
2016-07-20,38.546966552734375
2016-07-21,34.227291107177734
2016-07-22,34.69502639770508
2016-07-25,34.26397705078125
2016-07-26,35.107730865478516
2016-07-27,34.37403106689453
2016-07-28,34.36486053466797
2016-07-29,33.94298553466797
2016-08-01,33.97049331665039
2016-08-02,32.59480285644531
2016-08-03,32.90662384033203
2016-08-04,33.4018669128418
2016-08-05,34.7133674621582
2016-08-08,34.34651565551758
2016-08-09,34.355690002441406
2016-08-10,33.92463684082031
2016-08-11,34.1539192199707
2016-08-12,33.493587493896484
2016-08-15,33.823753356933594
2016-08-16,33.584651947021484
2016-08-17,33.888126373291016
2016-08-18,33.878929138183594
2016-08-19,33.428314208984375
2016-08-22,33.36393737792969
2016-08-23,33.740989685058594
2016-08-24,33.713401794433594
2016-08-25,33.740989685058594
2016-08-26,33.354732513427734
2016-08-29,33.52027893066406
2016-08-30,34.19160461425781
2016-08-31,33.91572189331055
2016-09-01,33.649017333984375
2016-09-02,33.92491149902344
2016-09-06,33.98008728027344
2016-09-07,35.57103729248047
2016-09-08,35.64459991455078
2016-09-09,34.3387336730957
2016-09-12,34.780174255371094
2016-09-13,34.15481185913086
2016-09-14,33.878929138183594
2016-09-15,34.01688003540039
2016-09-16,33.649017333984375
2016-09-19,33.750179290771484
2016-09-20,33.860538482666016
2016-09-21,33.94329833984375
2016-09-22,34.329532623291016
2016-09-23,34.246788024902344
2016-09-26,33.906524658203125
2016-09-27,35.44229507446289
2016-09-28,35.01007080078125
2016-09-29,35.08363723754883
2016-09-30,35.764163970947266
2016-10-03,36.545833587646484
2016-10-04,36.012454986572266
2016-10-05,35.9572868347168
2016-10-06,36.02165603637695
2016-10-07,35.37791061401367
2016-10-10,36.57343292236328
2016-10-11,36.59182357788086
2016-10-12,36.79414749145508
2016-10-13,38.054019927978516
2016-10-14,37.998844146728516
2016-10-17,37.92527389526367
2016-10-18,38.32990646362305
2016-10-19,38.85409927368164
2016-10-20,38.89087677001953
2016-10-21,39.01963424682617
2016-10-24,38.92767333984375
2016-10-25,38.57820510864258
2016-10-26,35.31354904174805
2016-10-27,36.08603286743164
2016-10-28,36.03084945678711
2016-10-31,36.83092498779297
2016-11-01,36.490665435791016
2016-11-02,36.42628860473633
2016-11-03,36.50905990600586
2016-11-04,37.134403228759766
2016-11-07,38.22874450683594
2016-11-08,38.55982208251953
2016-11-09,38.964447021484375
2016-11-10,40.13237380981445
2016-11-11,40.316287994384766
2016-11-14,41.704933166503906
2016-11-15,42.5325927734375
2016-11-16,42.16473388671875
2016-11-17,42.937217712402344
2016-11-18,43.277488708496094
2016-11-21,43.553367614746094
2016-11-22,43.31426239013672
2016-11-23,43.56257629394531
2016-11-25,43.63613510131836
2016-11-28,43.70050811767578
2016-11-29,43.44301223754883
2016-11-30,42.863651275634766
2016-12-01,43.28668212890625
2016-12-02,44.059165954589844
2016-12-05,43.28668212890625
2016-12-06,43.94099426269531
2016-12-07,45.940826416015625
2016-12-08,45.71043395996094
2016-12-09,45.885536193847656
2016-12-12,45.498477935791016
2016-12-13,45.66434860229492
2016-12-14,45.415523529052734
2016-12-15,46.622802734375
2016-12-16,46.014556884765625
2016-12-19,46.401615142822266
2016-12-20,46.89927291870117
2016-12-21,46.678096771240234
2016-12-22,46.309471130371094
2016-12-23,46.4937858581543
2016-12-27,46.5306396484375
2016-12-28,46.235740661621094
2016-12-29,46.26340103149414
2016-12-30,45.93162155151367
2017-01-03,46.06064224243164
2017-01-04,47.277122497558594
2017-01-05,46.512210845947266
2017-01-06,46.014556884765625
2017-01-09,46.35554504394531
2017-01-10,47.313995361328125
2017-01-11,47.62732696533203
2017-01-12,47.00986099243164
2017-01-13,47.13890075683594
2017-01-17,46.30025863647461
2017-01-18,46.42926025390625
2017-01-19,46.143577575683594
2017-01-20,47.08359146118164
2017-01-23,46.02376937866211
2017-01-24,45.75652313232422
2017-01-25,45.58141326904297
2017-01-26,49.69166946411133
2017-01-27,48.56734848022461
2017-01-30,48.244773864746094
2017-01-31,48.207923889160156
2017-02-01,48.5949821472168
2017-02-02,48.714786529541016
2017-02-03,48.73322296142578
2017-02-06,48.9083251953125
2017-02-07,48.880672454833984
2017-02-08,48.77009201049805
2017-02-09,50.24462127685547
2017-02-10,50.41971969604492
2017-02-13,51.3597297668457
2017-02-14,50.97267150878906
2017-02-15,52.79739761352539
2017-02-16,51.92190170288086
2017-02-17,52.82504653930664
2017-02-21,53.32270050048828
2017-02-22,53.3687858581543
2017-02-23,52.76974868774414
2017-02-24,53.94937515258789
2017-02-27,53.84799575805664
2017-02-28,53.26740646362305
2017-03-01,54.26271057128906
2017-03-02,53.055442810058594
2017-03-03,54.24427795410156
2017-03-06,53.04623031616211
2017-03-07,52.464622497558594
2017-03-08,52.326133728027344
2017-03-09,52.030723571777344
2017-03-10,51.58759307861328
2017-03-13,50.30437088012695
2017-03-14,48.81804275512695
2017-03-15,50.119728088378906
2017-03-16,49.990482330322266
2017-03-17,49.094993591308594
2017-03-20,49.3442497253418
2017-03-21,47.89485549926758
2017-03-22,48.430301666259766
2017-03-23,48.34720993041992
2017-03-24,48.56877899169922
2017-03-27,48.81804275512695
2017-03-28,50.027408599853516
2017-03-29,49.371952056884766
2017-03-30,49.69505310058594
2017-03-31,49.63043975830078
2017-04-03,49.85200119018555
2017-04-04,48.99344253540039
2017-04-05,49.25193405151367
2017-04-06,49.279632568359375
2017-04-07,50.35052490234375
2017-04-10,50.05510330200195
2017-04-11,50.83058547973633
2017-04-12,51.24601364135742
2017-04-13,50.1381950378418
2017-04-17,50.51669692993164
2017-04-18,50.23973846435547
2017-04-19,50.45207977294922
2017-04-20,51.65221405029297
2017-04-21,51.35680389404297
2017-04-24,52.15073776245117
2017-04-25,52.70463943481445
2017-04-26,52.56616973876953
2017-04-27,51.46757888793945
2017-04-28,51.90147399902344
2017-05-01,51.95686340332031
2017-05-02,53.849395751953125
2017-05-03,53.69245147705078
2017-05-04,53.85862350463867
2017-05-05,53.91402053833008
2017-05-08,53.0646858215332
2017-05-09,53.80322265625
2017-05-10,53.88632583618164
2017-05-11,53.62782287597656
2017-05-12,52.82466506958008
2017-05-15,53.57243347167969
2017-05-16,53.794010162353516
2017-05-17,52.658485412597656
2017-05-18,52.8892822265625
2017-05-19,53.581668853759766
2017-05-22,54.394073486328125
2017-05-23,55.058773040771484
2017-05-24,55.00338363647461
2017-05-25,56.24045181274414
2017-05-26,56.00965118408203
2017-05-30,54.91106414794922
2017-05-31,55.474205017089844
2017-06-01,55.66807174682617
2017-06-02,55.72346115112305
2017-06-05,56.42190170288086
2017-06-06,55.59857940673828
2017-06-07,55.46905517578125
2017-06-08,54.728981018066406
2017-06-09,55.00651168823242
2017-06-12,54.57171630859375
2017-06-13,54.77523422241211
2017-06-14,55.071258544921875
2017-06-15,55.60782241821289
2017-06-16,55.77434539794922
2017-06-19,56.357147216796875
2017-06-20,55.81135177612305
2017-06-21,56.458919525146484
2017-06-22,56.9122200012207
2017-06-23,57.282257080078125
2017-06-26,57.12499237060547
2017-06-27,56.9029655456543
2017-06-28,57.365509033203125
2017-06-29,57.18048858642578
2017-06-30,57.48578643798828
2017-07-03,57.4210319519043
2017-07-05,58.42938995361328
2017-07-06,58.61440658569336
2017-07-07,59.428489685058594
2017-07-10,58.40163040161133
2017-07-11,57.18048858642578
2017-07-12,57.430274963378906
2017-07-13,57.37476348876953
2017-07-14,57.291500091552734
2017-07-17,57.48578643798828
2017-07-18,56.95847702026367
2017-07-19,56.810462951660156
2017-07-20,55.8760986328125
2017-07-21,55.76509475708008
2017-07-24,55.330299377441406
2017-07-25,54.41444778442383
2017-07-26,55.06201171875
2017-07-27,52.332969665527344
2017-07-28,52.3237190246582
2017-07-31,51.35236740112305
2017-08-01,51.546630859375
2017-08-02,51.528133392333984
2017-08-03,51.90741729736328
2017-08-04,52.34221649169922
2017-08-07,51.22283935546875
2017-08-08,50.704795837402344
2017-08-09,50.59377670288086
2017-08-10,49.9647102355957
2017-08-11,50.08496856689453
2017-08-14,50.62153244018555
2017-08-15,51.06557846069336
2017-08-16,51.167335510253906
2017-08-17,49.169124603271484
2017-08-18,49.187625885009766
2017-08-21,49.52991485595703
2017-08-22,49.54381561279297
2017-08-23,47.95819854736328
2017-08-24,47.02165985107422
2017-08-25,48.84836959838867
2017-08-28,47.98601150512695
2017-08-29,47.717098236083984
2017-08-30,47.77273941040039
2017-08-31,48.3476448059082
2017-09-01,48.39400863647461
2017-09-05,47.42037582397461
2017-09-06,47.911827087402344
2017-09-07,48.412559509277344
2017-09-08,49.02455139160156
2017-09-11,49.701454162597656
2017-09-12,50.025997161865234
2017-09-13,50.684356689453125
2017-09-14,50.39690017700195
