,CMI
2014-07-03,118.03185272216797
2014-07-07,116.72997283935547
2014-07-08,116.69261169433594
2014-07-09,115.57768249511719
2014-07-10,113.72965240478516
2014-07-11,113.90168762207031
2014-07-14,114.14863586425781
2014-07-15,113.64730072021484
2014-07-16,115.3757095336914
2014-07-17,113.39289093017578
2014-07-18,114.28325653076172
2014-07-21,114.47781372070312
2014-07-22,115.23355102539062
2014-07-23,114.69477844238281
2014-07-24,112.83171081542969
2014-07-25,112.34539794921875
2014-07-28,108.75395202636719
2014-07-29,107.51942443847656
2014-07-30,106.9582290649414
2014-07-31,104.29457092285156
2014-08-01,103.9952621459961
2014-08-04,104.833251953125
2014-08-05,104.75093841552734
2014-08-06,104.27957153320312
2014-08-07,104.27957153320312
2014-08-08,105.79097747802734
2014-08-11,106.0977554321289
2014-08-12,105.52909088134766
2014-08-13,106.22492980957031
2014-08-14,106.20996856689453
2014-08-15,105.44680786132812
2014-08-18,106.37462615966797
2014-08-19,108.0431137084961
2014-08-20,110.79645538330078
2014-08-21,109.99156188964844
2014-08-22,109.24676513671875
2014-08-25,109.14900207519531
2014-08-26,108.45687103271484
2014-08-27,109.22423553466797
2014-08-28,108.8931884765625
2014-08-29,109.16404724121094
2014-09-02,108.59230041503906
2014-09-03,108.434326171875
2014-09-04,108.01300811767578
2014-09-05,107.29081726074219
2014-09-08,106.80937194824219
2014-09-09,106.40312957763672
2014-09-10,105.62076568603516
2014-09-11,105.31982421875
2014-09-12,104.24411010742188
2014-09-15,103.74759674072266
2014-09-16,103.4090576171875
2014-09-17,103.28870391845703
2014-09-18,104.34943389892578
2014-09-19,103.73255920410156
2014-09-22,102.34081268310547
2014-09-23,101.24998474121094
2014-09-24,100.9641342163086
2014-09-25,100.08393096923828
2014-09-26,100.64063262939453
2014-09-29,99.94103240966797
2014-09-30,99.2865219116211
2014-10-01,98.59442138671875
2014-10-02,100.03881072998047
2014-10-03,101.63365936279297
2014-10-06,102.40852355957031
2014-10-07,97.4735336303711
2014-10-08,100.76102447509766
2014-10-09,98.4439697265625
2014-10-10,95.81851196289062
2014-10-13,93.99796295166016
2014-10-14,95.9087905883789
2014-10-15,96.63850402832031
2014-10-16,98.22583770751953
2014-10-17,98.19570922851562
2014-10-20,98.45903015136719
2014-10-21,101.40800476074219
2014-10-22,99.30156707763672
2014-10-23,102.58154296875
2014-10-24,103.25106811523438
2014-10-27,101.83677673339844
2014-10-28,108.7728042602539
2014-10-29,108.712646484375
2014-10-30,108.79537963867188
2014-10-31,109.96897888183594
2014-11-03,109.14900207519531
2014-11-04,106.65138244628906
2014-11-05,108.41925048828125
2014-11-06,110.31501770019531
2014-11-07,109.8636474609375
2014-11-10,110.20968627929688
2014-11-11,110.28489685058594
2014-11-12,110.20217895507812
2014-11-13,108.72016906738281
2014-11-14,109.12642669677734
2014-11-17,108.91581726074219
2014-11-18,109.55110931396484
2014-11-19,108.26531982421875
2014-11-20,108.8855209350586
2014-11-21,112.28156280517578
2014-11-24,111.93367004394531
2014-11-25,112.86396789550781
2014-11-26,112.63709259033203
2014-11-28,110.14108276367188
2014-12-01,109.92928314208984
2014-12-02,110.57220458984375
2014-12-03,113.9077377319336
2014-12-04,113.4237060546875
2014-12-05,114.10441589355469
2014-12-08,111.65382385253906
2014-12-09,112.86396789550781
2014-12-10,108.8930892944336
2014-12-11,109.06705474853516
2014-12-12,106.57103729248047
2014-12-15,106.11726379394531
2014-12-16,104.73309326171875
2014-12-17,106.2080307006836
2014-12-18,108.91580200195312
2014-12-19,108.20478057861328
2014-12-22,109.89906311035156
2014-12-23,110.22425079345703
2014-12-24,110.29237365722656
2014-12-26,110.82938385009766
2014-12-29,111.10163879394531
2014-12-30,110.54952239990234
2014-12-31,109.04432678222656
2015-01-02,110.74618530273438
2015-01-05,106.99462890625
2015-01-06,107.59215545654297
2015-01-07,108.10648345947266
2015-01-08,110.29237365722656
2015-01-09,108.61324310302734
2015-01-12,107.82662200927734
2015-01-13,106.90388488769531
2015-01-14,107.70561218261719
2015-01-15,107.03999328613281
2015-01-16,106.54081726074219
2015-01-20,107.42577362060547
2015-01-21,109.46791076660156
2015-01-22,111.4344482421875
2015-01-23,110.31502532958984
2015-01-26,111.82772827148438
2015-01-27,107.60729217529297
2015-01-28,107.11564636230469
2015-01-29,107.93251037597656
2015-01-30,105.48190307617188
2015-02-02,108.1669921875
2015-02-03,110.08815002441406
2015-02-04,109.03678894042969
2015-02-05,104.46083068847656
2015-02-06,102.75900268554688
2015-02-09,101.65470123291016
2015-02-10,102.07828521728516
2015-02-11,102.19929504394531
2015-02-12,103.34142303466797
2015-02-13,105.76806640625
2015-02-17,105.7223892211914
2015-02-18,106.63525390625
2015-02-19,107.10688018798828
2015-02-20,108.4381332397461
2015-02-23,107.68502807617188
2015-02-24,107.85997009277344
2015-02-25,108.15665435791016
2015-02-26,108.19464874267578
2015-02-27,108.19464874267578
2015-03-02,109.10752868652344
2015-03-03,110.57569122314453
2015-03-04,109.50308990478516
2015-03-05,108.2251205444336
2015-03-06,106.81784057617188
2015-03-09,107.22098541259766
2015-03-10,105.17469024658203
2015-03-11,104.49767303466797
2015-03-12,106.52873992919922
2015-03-13,105.94300842285156
2015-03-16,106.87867736816406
2015-03-17,105.50938415527344
2015-03-18,106.36897277832031
2015-03-19,104.55854797363281
2015-03-20,105.28121948242188
2015-03-23,105.2660140991211
2015-03-24,105.6919937133789
2015-03-25,104.03363037109375
2015-03-26,104.04888153076172
2015-03-27,104.56612396240234
2015-03-30,106.60481262207031
2015-03-31,105.46376037597656
2015-04-01,104.23145294189453
2015-04-02,104.07929992675781
2015-04-06,104.88566589355469
2015-04-07,104.03363037109375
2015-04-08,102.69480895996094
2015-04-09,102.07105255126953
2015-04-10,103.87391662597656
2015-04-13,103.45549774169922
2015-04-14,103.79021453857422
2015-04-15,104.39879608154297
2015-04-16,103.71416473388672
2015-04-17,101.81238555908203
2015-04-20,102.80891418457031
2015-04-21,103.47834014892578
2015-04-22,104.1629638671875
2015-04-23,103.79782104492188
2015-04-24,103.83585357666016
2015-04-27,105.92782592773438
2015-04-28,104.40641021728516
2015-04-29,104.99974822998047
2015-04-30,105.17469024658203
2015-05-01,107.35790252685547
2015-05-04,107.32747650146484
2015-05-05,105.94300842285156
2015-05-06,105.9810562133789
2015-05-07,106.42987060546875
2015-05-08,107.0003890991211
2015-05-11,107.83715057373047
2015-05-12,107.43399047851562
2015-05-13,108.25554656982422
2015-05-14,108.94776916503906
2015-05-15,108.60548400878906
2015-05-18,108.9401626586914
2015-05-19,107.5022201538086
2015-05-20,107.82344818115234
2015-05-21,108.55777740478516
2015-05-22,108.51953125
2015-05-26,107.4028091430664
2015-05-27,107.44866943359375
2015-05-28,106.5079345703125
2015-05-29,103.67787170410156
2015-06-01,103.42550659179688
2015-06-02,103.8385009765625
2015-06-03,103.69319915771484
2015-06-04,104.15210723876953
2015-06-05,104.16741180419922
2015-06-08,103.61668395996094
2015-06-09,103.95325469970703
2015-06-10,104.90935516357422
2015-06-11,105.43707275390625
2015-06-12,104.87871551513672
2015-06-15,103.9073715209961
2015-06-16,103.57843780517578
2015-06-17,103.85381317138672
2015-06-18,104.37390899658203
2015-06-19,104.12915802001953
2015-06-22,103.79263305664062
2015-06-23,103.76199340820312
2015-06-24,103.39488220214844
2015-06-25,102.56117248535156
2015-06-26,102.14049530029297
2015-06-29,100.30482482910156
2015-06-30,100.34309387207031
2015-07-01,100.2665786743164
2015-07-02,100.47308349609375
2015-07-06,100.06770324707031
2015-07-07,100.57252502441406
2015-07-08,98.7138900756836
2015-07-09,97.72724914550781
2015-07-10,98.46914672851562
2015-07-13,99.57817840576172
2015-07-14,99.33343505859375
2015-07-15,99.36404418945312
2015-07-16,99.73116302490234
2015-07-17,98.04846954345703
2015-07-20,98.64508056640625
2015-07-21,98.37734985351562
2015-07-22,97.31420135498047
2015-07-23,97.11532592773438
2015-07-24,95.12664031982422
2015-07-27,94.67539978027344
2015-07-28,97.90313720703125
2015-07-29,99.6393814086914
2015-07-30,99.27989196777344
2015-07-31,99.07337951660156
2015-08-03,98.36970520019531
2015-08-04,96.37339782714844
2015-08-05,97.7807388305664
2015-08-06,97.27593231201172
2015-08-07,97.04647827148438
2015-08-10,100.14420318603516
2015-08-11,97.88782501220703
2015-08-12,98.7138900756836
2015-08-13,98.20142364501953
2015-08-14,97.9413833618164
2015-08-17,98.36970520019531
2015-08-18,97.93372344970703
2015-08-19,98.22273254394531
2015-08-20,95.63306427001953
2015-08-21,92.2957763671875
2015-08-24,90.05291748046875
2015-08-25,88.53459930419922
2015-08-26,91.50961303710938
2015-08-27,94.49238586425781
2015-08-28,94.23804473876953
2015-08-31,93.83724975585938
2015-09-01,92.72738647460938
2015-09-02,93.18212890625
2015-09-03,92.51158905029297
2015-09-04,90.94699096679688
2015-09-08,92.34972381591797
2015-09-09,91.71000671386719
2015-09-10,91.7331314086914
2015-09-11,92.86613464355469
2015-09-14,91.7331314086914
2015-09-15,93.82184600830078
2015-09-16,94.6773681640625
2015-09-17,92.6194839477539
2015-09-18,88.81975555419922
2015-09-21,88.49604034423828
2015-09-22,87.30138397216797
2015-09-23,86.49211883544922
2015-09-24,85.68286895751953
2015-09-25,85.18184661865234
2015-09-28,82.34557342529297
2015-09-29,83.31668853759766
2015-09-30,83.68666076660156
2015-10-01,81.2356948852539
2015-10-02,83.20879364013672
2015-10-05,86.1375732421875
2015-10-06,86.45358276367188
2015-10-07,86.73106384277344
2015-10-08,88.0721664428711
2015-10-09,87.16266632080078
2015-10-12,86.30716705322266
2015-10-13,84.76567077636719
2015-10-14,84.2955322265625
2015-10-15,84.13365936279297
2015-10-16,83.786865234375
2015-10-19,83.67894744873047
2015-10-20,84.38802337646484
2015-10-21,83.69436645507812
2015-10-22,86.183837890625
2015-10-23,86.969970703125
2015-10-26,86.39964294433594
2015-10-27,78.88494873046875
2015-10-28,79.56322479248047
2015-10-29,79.69422149658203
2015-10-30,79.77900695800781
2015-11-02,82.36097717285156
2015-11-03,82.77716827392578
2015-11-04,82.28389739990234
2015-11-05,82.08352661132812
2015-11-06,82.06808471679688
2015-11-09,81.08157348632812
2015-11-10,79.94857788085938
2015-11-11,77.1353759765625
