,EXPD
2014-06-23,38.70234680175781
2014-06-24,38.37065887451172
2014-06-25,38.423030853271484
2014-06-26,38.484127044677734
2014-06-27,38.50159454345703
2014-06-30,38.54523468017578
2014-07-01,38.86817932128906
2014-07-02,38.876914978027344
2014-07-03,39.138771057128906
2014-07-07,39.08640670776367
2014-07-08,39.164955139160156
2014-07-09,39.17369079589844
2014-07-10,38.71106719970703
2014-07-11,38.56269073486328
2014-07-14,38.75470733642578
2014-07-15,38.75470733642578
2014-07-16,39.3307991027832
2014-07-17,38.56269073486328
2014-07-18,39.02529525756836
2014-07-21,38.94673538208008
2014-07-22,39.41808319091797
2014-07-23,39.56647491455078
2014-07-24,39.88069152832031
2014-07-25,39.64502716064453
2014-07-28,39.156219482421875
2014-07-29,38.11752700805664
2014-07-30,38.431758880615234
2014-07-31,37.68983459472656
2014-08-01,37.951683044433594
2014-08-04,38.24846267700195
2014-08-05,36.13615798950195
2014-08-06,35.08000183105469
2014-08-07,35.193477630615234
2014-08-08,35.49896240234375
2014-08-11,35.73463439941406
2014-08-12,35.68226623535156
2014-08-13,35.56879806518555
2014-08-14,35.909217834472656
2014-08-15,35.4378662109375
2014-08-18,36.07505798339844
2014-08-19,36.258358001708984
2014-08-20,35.987762451171875
2014-08-21,35.821929931640625
2014-08-22,36.153602600097656
2014-08-25,36.467838287353516
2014-08-26,36.34564208984375
2014-08-27,36.258358001708984
2014-08-28,35.952850341796875
2014-08-29,36.04887008666992
2014-09-02,36.363094329833984
2014-09-03,36.520206451416016
2014-09-04,36.79951477050781
2014-09-05,37.18357467651367
2014-09-08,36.69478225708008
2014-09-09,36.62495040893555
2014-09-10,36.651145935058594
2014-09-11,37.096290588378906
2014-09-12,37.01774215698242
2014-09-15,36.64241409301758
2014-09-16,36.77333450317383
2014-09-17,36.886810302734375
2014-09-18,36.965362548828125
2014-09-19,36.965362548828125
2014-09-22,36.127418518066406
2014-09-23,35.909217834472656
2014-09-24,36.17979431152344
2014-09-25,35.52515411376953
2014-09-26,35.76955795288086
2014-09-29,35.69973373413086
2014-09-30,35.420413970947266
2014-10-01,34.68721008300781
2014-10-02,35.08000183105469
2014-10-03,35.25458526611328
2014-10-06,35.245845794677734
2014-10-07,34.37299346923828
2014-10-08,34.442813873291016
2014-10-09,33.66597366333008
2014-10-10,33.47395706176758
2014-10-13,33.35175323486328
2014-10-14,34.23332977294922
2014-10-15,34.52136993408203
2014-10-16,34.22460174560547
2014-10-17,34.56501388549805
2014-10-20,34.791954040527344
2014-10-21,35.64735412597656
2014-10-22,35.28076171875
2014-10-23,35.72591018676758
2014-10-24,35.71717071533203
2014-10-27,36.040138244628906
2014-10-28,36.77333450317383
2014-10-29,36.63368606567383
2014-10-30,36.43292236328125
2014-10-31,37.23594665527344
2014-11-03,37.27085494995117
2014-11-04,38.745975494384766
2014-11-05,37.94296646118164
2014-11-06,38.423030853271484
2014-11-07,38.623783111572266
2014-11-10,38.667442321777344
2014-11-11,38.63251495361328
2014-11-12,38.32701873779297
2014-11-13,38.31829071044922
2014-11-14,38.33573913574219
2014-11-17,38.29209518432617
2014-11-18,38.33573913574219
2014-11-19,38.169898986816406
2014-11-20,38.388118743896484
2014-11-21,38.85072708129883
2014-11-24,38.80708312988281
2014-11-25,39.67121887207031
2014-11-26,39.72394943237305
2014-11-28,41.15678787231445
2014-12-01,39.926143646240234
2014-12-02,39.86459732055664
2014-12-03,40.189849853515625
2014-12-04,40.005245208740234
2014-12-05,40.0491943359375
2014-12-08,39.77669906616211
2014-12-09,39.266849517822266
2014-12-10,38.82732391357422
2014-12-11,39.2492790222168
2014-12-12,39.266849517822266
2014-12-15,39.97887420654297
2014-12-16,38.90644454956055
2014-12-17,38.044979095458984
2014-12-18,38.42296600341797
2014-12-19,38.440547943115234
2014-12-22,39.1349983215332
2014-12-23,39.18773651123047
2014-12-24,39.3459587097168
2014-12-26,39.31079864501953
2014-12-29,39.27565002441406
2014-12-30,39.258060455322266
2014-12-31,39.214115142822266
2015-01-02,39.047080993652344
2015-01-05,37.834007263183594
2015-01-06,37.40327835083008
2015-01-07,37.41208267211914
2015-01-08,38.4317626953125
2015-01-09,38.20320510864258
2015-01-12,38.3350715637207
2015-01-13,38.449337005615234
2015-01-14,38.238372802734375
2015-01-15,37.95707702636719
2015-01-16,38.124088287353516
2015-01-20,38.28232955932617
2015-01-21,38.21200180053711
2015-01-22,39.3459587097168
2015-01-23,38.932823181152344
2015-01-26,39.767906188964844
2015-01-27,39.3459587097168
2015-01-28,38.967979431152344
2015-01-29,39.1789436340332
2015-01-30,38.39659881591797
2015-02-02,38.704261779785156
2015-02-03,38.95040512084961
2015-02-04,38.73942565917969
2015-02-05,39.38991165161133
2015-02-06,39.59210205078125
2015-02-09,39.2932243347168
2015-02-10,39.54814910888672
2015-02-11,39.62725830078125
2015-02-12,39.838218688964844
2015-02-13,40.26894760131836
2015-02-17,40.31291198730469
2015-02-18,40.084354400634766
2015-02-19,40.09315490722656
2015-02-20,40.005245208740234
2015-02-23,39.970096588134766
2015-02-24,42.08856964111328
2015-02-25,42.334712982177734
2015-02-26,42.888519287109375
2015-02-27,42.45777893066406
2015-03-02,42.41382598876953
2015-03-03,42.26438522338867
2015-03-04,42.18528366088867
2015-03-05,42.16769027709961
2015-03-06,41.895179748535156
2015-03-09,42.04461669921875
2015-03-10,41.4996223449707
2015-03-11,41.82486343383789
2015-03-12,42.422611236572266
2015-03-13,42.229225158691406
2015-03-16,43.09068298339844
2015-03-17,42.81819152832031
2015-03-18,43.24890899658203
2015-03-19,42.958831787109375
2015-03-20,43.310447692871094
2015-03-23,43.213748931884766
2015-03-24,43.35440444946289
2015-03-25,42.34349822998047
2015-03-26,42.24681091308594
2015-03-27,42.16769027709961
2015-03-30,42.580841064453125
2015-03-31,42.352291107177734
2015-04-01,42.071006774902344
2015-04-02,41.35017013549805
2015-04-06,41.23590850830078
2015-04-07,40.9370231628418
2015-04-08,40.998565673828125
2015-04-09,40.998565673828125
2015-04-10,41.200740814208984
2015-04-13,41.06010055541992
2015-04-14,41.148006439208984
2015-04-15,41.04251480102539
2015-04-16,40.78759765625
2015-04-17,40.084354400634766
2015-04-20,40.9370231628418
2015-04-21,41.24469757080078
2015-04-22,40.980979919433594
2015-04-23,41.024932861328125
2015-04-24,40.84033966064453
2015-04-27,40.770015716552734
2015-04-28,40.998565673828125
2015-04-29,40.58540725708008
2015-04-30,40.28654479980469
2015-05-01,40.83155059814453
2015-05-04,41.31502151489258
2015-05-05,41.06010055541992
2015-05-06,42.2907600402832
2015-05-07,42.27317428588867
2015-05-08,42.25559616088867
2015-05-11,42.141319274902344
2015-05-12,41.94792938232422
2015-05-13,41.35017013549805
2015-05-14,41.816070556640625
2015-05-15,41.93035125732422
2015-05-18,42.150115966796875
2015-05-19,41.71937942504883
2015-05-20,41.552364349365234
2015-05-21,41.552364349365234
2015-05-22,41.148006439208984
2015-05-26,40.88429260253906
2015-05-27,41.297447204589844
2015-05-28,40.730506896972656
2015-05-29,40.60649490356445
2015-06-01,41.058265686035156
2015-06-02,41.19999313354492
2015-06-03,42.803348541259766
2015-06-04,42.13011932373047
2015-06-05,42.4755973815918
2015-06-08,41.44803237915039
2015-06-09,41.44803237915039
2015-06-10,42.09468460083008
2015-06-11,42.78563690185547
2015-06-12,42.60847091674805
2015-06-15,42.48445510864258
2015-06-16,42.262996673583984
2015-06-17,42.35157775878906
2015-06-18,42.89193344116211
2015-06-19,42.55531692504883
2015-06-22,42.8476448059082
2015-06-23,42.44901657104492
2015-06-24,41.66947937011719
2015-06-25,41.51003646850586
2015-06-26,41.60747528076172
2015-06-29,40.650779724121094
2015-06-30,40.845672607421875
2015-07-01,41.01396942138672
2015-07-02,40.898807525634766
2015-07-06,40.17243194580078
2015-07-07,40.16357421875
2015-07-08,39.36632537841797
2015-07-09,39.61436462402344
2015-07-10,40.01298141479492
2015-07-13,40.66850280761719
2015-07-14,40.464759826660156
2015-07-15,39.97755813598633
2015-07-16,39.924400329589844
2015-07-17,39.70294952392578
2015-07-20,39.84468078613281
2015-07-21,40.52676010131836
2015-07-22,40.101566314697266
2015-07-23,39.43719482421875
2015-07-24,39.20688247680664
2015-07-27,39.33975601196289
2015-07-28,40.13700866699219
2015-07-29,41.341732025146484
2015-07-30,41.3505859375
2015-07-31,41.51889419555664
2015-08-03,41.704917907714844
2015-08-04,42.23642349243164
2015-08-05,42.99824523925781
2015-08-06,42.4755973815918
2015-08-07,42.56418228149414
2015-08-10,43.157691955566406
2015-08-11,43.14883041381836
2015-08-12,42.96279525756836
2015-08-13,43.157691955566406
2015-08-14,43.65375518798828
2015-08-17,43.62717819213867
2015-08-18,43.990360260009766
2015-08-19,44.10552978515625
2015-08-20,43.8486328125
2015-08-21,42.697052001953125
2015-08-24,41.40373992919922
2015-08-25,42.068111419677734
2015-08-26,43.352577209472656
2015-08-27,44.220680236816406
2015-08-28,43.990360260009766
2015-08-31,43.3791389465332
2015-09-01,42.53759002685547
2015-09-02,44.18524932861328
2015-09-03,43.485443115234375
2015-09-04,42.3958740234375
2015-09-08,43.28169250488281
2015-09-09,42.821067810058594
2015-09-10,42.865360260009766
2015-09-11,43.432281494140625
2015-09-14,43.1754035949707
2015-09-15,43.67145919799805
2015-09-16,43.290557861328125
2015-09-17,43.131103515625
2015-09-18,41.37716293334961
2015-09-21,41.92637252807617
2015-09-22,40.951961517333984
2015-09-23,40.76594161987305
2015-09-24,40.74822235107422
2015-09-25,41.47460174560547
2015-09-28,40.819095611572266
2015-09-29,41.217716217041016
2015-09-30,41.6783447265625
2015-10-01,42.307273864746094
2015-10-02,42.46673583984375
2015-10-05,43.18425750732422
2015-10-06,43.29941940307617
2015-10-07,43.6448974609375
2015-10-08,43.79548263549805
2015-10-09,44.26496887207031
2015-10-12,44.55729293823242
2015-10-13,44.08781051635742
2015-10-14,44.46871566772461
2015-10-15,44.938201904296875
2015-10-16,44.27383804321289
2015-10-19,44.28268814086914
2015-10-20,44.530723571777344
2015-10-21,44.45100402832031
2015-10-22,45.20395278930664
2015-10-23,45.60258102416992
2015-10-26,45.76203155517578
2015-10-27,44.69902801513672
2015-10-28,43.83091735839844
2015-10-29,44.388999938964844
2015-10-30,44.10552978515625
2015-11-02,45.00021743774414
2015-11-03,44.07009506225586
2015-11-04,43.476585388183594
2015-11-05,43.53860092163086
2015-11-06,43.839778900146484
2015-11-09,43.36142349243164
2015-11-10,43.92836380004883
2015-11-11,43.96379852294922
2015-11-12,43.08681106567383
2015-11-13,42.57304000854492
2015-11-16,42.90965270996094
2015-11-17,43.432281494140625
2015-11-18,43.839778900146484
2015-11-19,43.62717819213867
2015-11-20,43.55630874633789
2015-11-23,43.476585388183594
2015-11-24,43.60945510864258
2015-11-25,43.55630874633789
2015-11-27,44.16311264038086
2015-11-30,43.315372467041016
2015-12-01,43.64554214477539
2015-12-02,42.15530014038086
2015-12-03,41.56632995605469
2015-12-04,42.68179702758789
2015-12-07,42.09282302856445
2015-12-08,41.65556716918945
2015-12-09,41.30754852294922
2015-12-10,41.84297180175781
2015-12-11,41.584190368652344
2015-12-14,41.718040466308594
2015-12-15,41.55741500854492
2015-12-16,42.06606674194336
2015-12-17,41.32539749145508
2015-12-18,40.34379577636719
2015-12-21,40.370574951171875
2015-12-22,41.048763275146484
2015-12-23,40.89706039428711
2015-12-24,40.977386474609375
2015-12-28,40.888145446777344
2015-12-29,40.7542839050293
2015-12-30,40.673973083496094
2015-12-31,40.245643615722656
2016-01-04,39.49604415893555
2016-01-05,39.75482940673828
2016-01-06,38.94278335571289
2016-01-07,38.068275451660156
2016-01-08,38.175357818603516
2016-01-11,38.36274719238281
2016-01-12,38.8178596496582
2016-01-13,38.03257369995117
2016-01-14,38.55014419555664
2016-01-15,37.657779693603516
2016-01-19,38.327056884765625
2016-01-20,38.62153244018555
2016-01-21,38.72861862182617
2016-01-22,38.95170593261719
2016-01-25,38.46091079711914
2016-01-26,39.433589935302734
2016-01-27,39.31758117675781
2016-01-28,39.69237518310547
2016-01-29,40.26348114013672
2016-02-01,40.29917907714844
2016-02-02,39.55851364135742
2016-02-03,39.59421157836914
2016-02-04,40.861366271972656
2016-02-05,40.9149169921875
2016-02-08,41.09339141845703
2016-02-09,40.95953369140625
2016-02-10,40.218868255615234
2016-02-11,39.8797721862793
2016-02-12,40.78105926513672
2016-02-16,41.56632995605469
2016-02-17,41.762657165527344
2016-02-18,41.70018768310547
2016-02-19,41.66449737548828
2016-02-22,41.718040466308594
2016-02-23,40.32594680786133
2016-02-24,40.575828552246094
2016-02-25,40.96845626831055
2016-02-26,41.12016296386719
2016-02-29,40.852447509765625
2016-03-01,41.30754852294922
2016-03-02,41.20939636230469
2016-03-03,41.619876861572266
2016-03-04,41.878662109375
2016-03-07,42.17314147949219
2016-03-08,42.1285285949707
2016-03-09,42.289146423339844
2016-03-10,42.6461067199707
2016-03-11,42.88703155517578
2016-03-14,42.65501403808594
2016-03-15,42.940582275390625
2016-03-16,42.83348846435547
2016-03-17,43.50276565551758
2016-03-18,43.26183319091797
2016-03-21,43.26183319091797
2016-03-22,43.1725959777832
2016-03-23,43.279685974121094
2016-03-24,43.42245101928711
2016-03-28,43.48491668701172
2016-03-29,43.538455963134766
2016-03-30,43.46707534790039
2016-03-31,43.55630874633789
2016-04-01,43.59199905395508
2016-04-04,42.6461067199707
2016-04-05,42.637176513671875
2016-04-06,42.6461067199707
2016-04-07,42.253456115722656
2016-04-08,42.378379821777344
2016-04-11,42.753173828125
2016-04-12,42.72641372680664
2016-04-13,43.243980407714844
2016-04-14,43.458152770996094
2016-04-15,43.940025329589844
2016-04-18,43.904327392578125
2016-04-19,44.45759582519531
2016-04-20,44.0560302734375
2016-04-21,43.46707534790039
2016-04-22,43.68124008178711
2016-04-25,43.64554214477539
2016-04-26,44.296974182128906
2016-04-27,44.93054962158203
2016-04-28,44.48435974121094
2016-04-29,44.27020263671875
2016-05-02,44.85023880004883
2016-05-03,42.289146423339844
2016-05-04,42.458709716796875
2016-05-05,42.36054611206055
2016-05-06,43.190452575683594
2016-05-09,43.10120391845703
2016-05-10,43.48491668701172
2016-05-11,42.65501403808594
2016-05-12,42.878116607666016
2016-05-13,42.34269714355469
2016-05-16,42.253456115722656
2016-05-17,42.44977569580078
2016-05-18,42.530086517333984
2016-05-19,42.61933135986328
2016-05-20,43.21721649169922
2016-05-23,43.48491668701172
2016-05-24,43.88648223876953
2016-05-25,43.6098518371582
2016-05-26,43.64554214477539
2016-05-27,43.78949737548828
2016-05-31,43.6815299987793
2016-06-01,43.744510650634766
2016-06-02,43.60055923461914
2016-06-03,44.149383544921875
2016-06-06,44.518280029296875
2016-06-07,44.590248107910156
2016-06-08,44.83317947387695
2016-06-09,44.968135833740234
2016-06-10,44.32033920288086
2016-06-13,43.834495544433594
2016-06-14,43.420616149902344
2016-06-15,43.411617279052734
2016-06-16,43.4745979309082
2016-06-17,43.447608947753906
2016-06-20,43.78949737548828
2016-06-21,43.69953536987305
2016-06-22,43.663543701171875
2016-06-23,44.095401763916016
2016-06-24,42.73683166503906
2016-06-27,42.349945068359375
2016-06-28,42.82679748535156
2016-06-29,43.32164001464844
2016-06-30,44.12239456176758
2016-07-01,44.70720672607422
2016-07-05,44.34733581542969
2016-07-06,44.05942153930664
2016-07-07,44.32033920288086
2016-07-08,44.91415023803711
2016-07-11,44.815189361572266
2016-07-12,44.97713851928711
2016-07-13,45.130088806152344
2016-07-14,45.139095306396484
2016-07-15,44.98612976074219
2016-07-18,45.058109283447266
2016-07-19,44.98612976074219
2016-07-20,44.815189361572266
2016-07-21,44.563262939453125
2016-07-22,45.130088806152344
2016-07-25,44.95014953613281
2016-07-26,45.39999771118164
2016-07-27,44.941139221191406
2016-07-28,45.121089935302734
2016-07-29,44.47328567504883
2016-08-01,44.61724090576172
2016-08-02,46.14677047729492
2016-08-03,45.903846740722656
2016-08-04,45.37301254272461
2016-08-05,46.02980422973633
2016-08-08,45.903846740722656
2016-08-09,45.93984603881836
2016-08-10,46.074798583984375
2016-08-11,46.15577697753906
2016-08-12,46.13777160644531
2016-08-15,46.011817932128906
2016-08-16,45.96683120727539
2016-08-17,45.89485168457031
2016-08-18,45.678916931152344
2016-08-19,46.04780960083008
2016-08-22,45.98482131958008
2016-08-23,46.0658073425293
2016-08-24,46.26374435424805
2016-08-25,46.08380126953125
2016-08-26,45.94883346557617
2016-08-29,45.94883346557617
2016-08-30,46.10178756713867
2016-08-31,45.57094955444336
2016-09-01,46.038814544677734
2016-09-02,46.17375564575195
2016-09-06,46.55165100097656
2016-09-07,46.41669464111328
2016-09-08,46.3087272644043
2016-09-09,45.49897766113281
2016-09-12,46.10178756713867
2016-09-13,45.426998138427734
2016-09-14,45.10309982299805
2016-09-15,45.364013671875
2016-09-16,45.265037536621094
2016-09-19,45.031124114990234
2016-09-20,45.15707015991211
2016-09-21,45.66092300415039
2016-09-22,45.79588317871094
2016-09-23,45.76889419555664
2016-09-26,45.69691467285156
2016-09-27,46.25474166870117
2016-09-28,46.290733337402344
2016-09-29,46.1917610168457
2016-09-30,46.35371017456055
2016-10-03,46.272735595703125
2016-10-04,46.57863998413086
2016-10-05,46.69560623168945
2016-10-06,46.55165100097656
2016-10-07,46.36269760131836
2016-10-10,46.326717376708984
2016-10-11,46.011817932128906
2016-10-12,46.1917610168457
2016-10-13,45.86785125732422
2016-10-14,45.8858528137207
2016-10-17,45.93084716796875
2016-10-18,44.46428680419922
2016-10-19,44.69822311401367
2016-10-20,44.63523864746094
2016-10-21,44.80617904663086
2016-10-24,45.23805236816406
2016-10-25,45.31003189086914
2016-10-26,45.41799545288086
2016-10-27,45.69691467285156
2016-10-28,46.15577697753906
2016-10-31,46.3087272644043
2016-11-01,45.96683120727539
2016-11-02,45.912845611572266
2016-11-03,45.75989532470703
2016-11-04,45.75989532470703
2016-11-07,46.75858688354492
2016-11-08,45.24705123901367
2016-11-09,44.590248107910156
2016-11-10,45.49897766113281
2016-11-11,45.579952239990234
2016-11-14,46.45267868041992
2016-11-15,46.59663772583008
2016-11-16,46.227745056152344
2016-11-17,46.011817932128906
2016-11-18,46.33571243286133
2016-11-21,46.749595642089844
2016-11-22,47.18145751953125
2016-11-23,47.496360778808594
2016-11-25,47.78426742553711
2016-11-28,47.51435089111328
2016-11-29,47.822601318359375
2016-11-30,47.81352996826172
2016-12-01,48.40281295776367
2016-12-02,48.257755279541016
2016-12-05,49.01023483276367
2016-12-06,49.02836227416992
2016-12-07,50.11627197265625
2016-12-08,51.08631896972656
2016-12-09,50.08000564575195
2016-12-12,50.660221099853516
2016-12-13,50.48796463012695
2016-12-14,49.880550384521484
2016-12-15,49.41819381713867
2016-12-16,48.91050720214844
2016-12-19,49.327537536621094
2016-12-20,49.20060729980469
2016-12-21,48.94675827026367
2016-12-22,48.756385803222656
2016-12-23,48.68385314941406
2016-12-27,48.73825454711914
2016-12-28,48.148963928222656
2016-12-29,48.121761322021484
2016-12-30,48.01297378540039
2017-01-03,48.139892578125
2017-01-04,48.18523406982422
2017-01-05,48.07644271850586
2017-01-06,48.16709518432617
2017-01-09,48.08551025390625
2017-01-10,47.93138122558594
2017-01-11,48.65665817260742
2017-01-12,48.52973175048828
2017-01-13,48.83797073364258
2017-01-17,48.3393440246582
2017-01-18,48.701988220214844
2017-01-19,48.3393440246582
2017-01-20,48.29402160644531
2017-01-23,47.24238204956055
2017-01-24,47.59593963623047
2017-01-25,47.858863830566406
2017-01-26,47.985774993896484
2017-01-27,48.24869155883789
2017-01-30,48.01297378540039
2017-01-31,47.215179443359375
2017-02-01,47.40555953979492
2017-02-02,47.54154968261719
2017-02-03,48.3393440246582
2017-02-06,47.97671127319336
2017-02-07,48.32122039794922
2017-02-08,48.53880310058594
2017-02-09,49.03742599487305
2017-02-10,49.61764144897461
2017-02-13,49.94401168823242
2017-02-14,50.052799224853516
2017-02-15,50.8505973815918
2017-02-16,50.92312240600586
2017-02-17,51.2223014831543
2017-02-21,50.886863708496094
2017-02-22,51.303897857666016
2017-02-23,50.778072357177734
2017-02-24,51.403621673583984
2017-02-27,51.448951721191406
2017-02-28,51.1135139465332
2017-03-01,51.929439544677734
2017-03-02,51.47614669799805
2017-03-03,51.2223014831543
2017-03-06,51.14071273803711
2017-03-07,50.8143310546875
2017-03-08,50.67835998535156
2017-03-09,50.62395095825195
2017-03-10,51.303897857666016
2017-03-13,51.47614669799805
2017-03-14,51.00471878051758
2017-03-15,51.186038970947266
2017-03-16,50.85966491699219
2017-03-17,51.131649017333984
2017-03-20,50.99565887451172
2017-03-21,50.38823699951172
2017-03-22,50.61489486694336
2017-03-23,50.651153564453125
2017-03-24,50.60582733154297
2017-03-27,50.433570861816406
2017-03-28,51.16790771484375
2017-03-29,51.06818389892578
2017-03-30,51.331092834472656
2017-03-31,51.21323776245117
2017-04-03,50.796207427978516
2017-04-04,51.28577423095703
2017-04-05,51.131649017333984
2017-04-06,51.195098876953125
2017-04-07,50.56049346923828
2017-04-10,50.92312240600586
2017-04-11,50.74181365966797
2017-04-12,50.497032165527344
2017-04-13,50.179725646972656
2017-04-17,50.78714370727539
2017-04-18,50.651153564453125
2017-04-19,50.53329849243164
2017-04-20,50.95939636230469
2017-04-21,51.2223014831543
2017-04-24,51.929439544677734
2017-04-25,51.947574615478516
2017-04-26,51.45801544189453
2017-04-27,51.45801544189453
2017-04-28,50.8505973815918
2017-05-01,50.75994110107422
2017-05-02,48.99209213256836
2017-05-03,49.02836227416992
2017-05-04,49.381927490234375
2017-05-05,49.30940246582031
2017-05-08,48.665714263916016
2017-05-09,48.384674072265625
2017-05-10,48.17616271972656
2017-05-11,48.284950256347656
2017-05-12,48.103633880615234
2017-05-15,48.39374542236328
2017-05-16,48.121761322021484
2017-05-17,47.36929702758789
2017-05-18,47.69567108154297
2017-05-19,47.822601318359375
2017-05-22,48.094566345214844
2017-05-23,48.5750617980957
2017-05-24,48.41187286376953
2017-05-25,48.284950256347656
2017-05-26,48.003902435302734
2017-05-30,48.52480697631836
2017-05-31,48.780677795410156
2017-06-01,49.50259780883789
2017-06-02,50.02349090576172
2017-06-05,49.95952224731445
2017-06-06,49.685367584228516
2017-06-07,49.85900115966797
2017-06-08,49.82244873046875
2017-06-09,50.087467193603516
2017-06-12,50.992156982421875
2017-06-13,51.312007904052734
2017-06-14,51.476497650146484
2017-06-15,52.31722640991211
2017-06-16,52.10704803466797
2017-06-19,51.52219009399414
2017-06-20,50.553524017333984
2017-06-21,50.3798942565918
2017-06-22,50.07831954956055
2017-06-23,50.590084075927734
2017-06-26,51.08354568481445
2017-06-27,50.97388458251953
2017-06-28,51.41252899169922
2017-06-29,51.13837814331055
2017-06-30,51.61357116699219
2017-07-03,52.07963562011719
2017-07-05,52.02479553222656
2017-07-06,51.33942413330078
2017-07-07,52.02479553222656
2017-07-10,52.2349853515625
2017-07-11,52.53655242919922
2017-07-12,52.27153015136719
2017-07-13,52.189292907714844
2017-07-14,52.33551025390625
2017-07-17,52.61879348754883
2017-07-18,53.751949310302734
2017-07-19,54.0078239440918
2017-07-20,53.962127685546875
2017-07-21,53.92557907104492
2017-07-24,53.99868392944336
2017-07-25,54.46474075317383
2017-07-26,54.519569396972656
2017-07-27,53.587459564208984
2017-07-28,53.71539306640625
2017-07-31,53.806785583496094
2017-08-01,53.72454071044922
2017-08-02,54.044376373291016
2017-08-03,54.42819595336914
2017-08-04,54.42819595336914
2017-08-07,53.97127151489258
2017-08-08,51.1018180847168
2017-08-09,50.827674865722656
2017-08-10,50.02349090576172
2017-08-11,49.74934005737305
2017-08-14,50.90077590942383
2017-08-15,50.78197479248047
2017-08-16,50.9190559387207
2017-08-17,50.09660339355469
2017-08-18,50.142295837402344
2017-08-21,50.24281692504883
2017-08-22,50.946468353271484
2017-08-23,50.288509368896484
2017-08-24,50.215396881103516
2017-08-25,50.30678176879883
2017-08-28,50.66318130493164
2017-08-29,51.08354568481445
2017-08-30,51.28459548950195
2017-08-31,51.26631164550781
2017-09-01,51.65925979614258
2017-09-05,51.67753601074219
2017-09-06,51.60443878173828
2017-09-07,51.71409606933594
2017-09-08,52.06135559082031
2017-09-11,52.22583770751953
2017-09-12,52.96604919433594
2017-09-13,51.8328971862793
2017-09-14,52.125328063964844
