,OTIS
2023-11-17,83.53486633300781
2023-11-20,83.79177856445312
2023-11-21,83.89057922363281
2023-11-22,83.93011474609375
2023-11-24,84.02892303466797
2023-11-27,84.18701171875
2023-11-28,83.29772186279297
2023-11-29,83.3273696899414
2023-11-30,84.77000427246094
2023-12-01,85.71858978271484
2023-12-04,86.2027587890625
2023-12-05,84.81940460205078
2023-12-06,85.42214965820312
2023-12-07,85.62966918945312
2023-12-08,86.45967864990234
2023-12-11,87.4576644897461
2023-12-12,87.98136138916016
2023-12-13,88.34696960449219
2023-12-14,89.59197998046875
2023-12-15,89.11769104003906
2023-12-18,88.4260025024414
2023-12-19,88.75208282470703
2023-12-20,87.22051239013672
2023-12-21,87.3489761352539
2023-12-22,88.05052947998047
2023-12-26,88.56434631347656
2023-12-27,88.54458618164062
2023-12-28,88.60386657714844
2023-12-29,88.40625
2024-01-02,87.37861633300781
2024-01-03,86.60789489746094
2024-01-04,86.63752746582031
2024-01-05,86.46955871582031
2024-01-08,86.51895904541016
2024-01-09,85.86681365966797
2024-01-10,85.96562194824219
2024-01-11,85.09608459472656
2024-01-12,85.18501281738281
2024-01-16,85.62966918945312
2024-01-17,84.43404388427734
2024-01-18,85.93597412109375
2024-01-19,86.73634338378906
2024-01-22,86.89443969726562
2024-01-23,87.28968048095703
2024-01-24,86.96360778808594
2024-01-25,87.92207336425781
2024-01-26,87.57623291015625
2024-01-29,88.2580337524414
2024-01-30,88.92994689941406
2024-01-31,87.38849639892578
2024-02-01,88.51493835449219
2024-02-02,89.88842010498047
2024-02-05,89.80936431884766
2024-02-06,90.84688568115234
2024-02-07,90.6789093017578
2024-02-08,89.78960418701172
2024-02-09,89.99710845947266
2024-02-12,90.25402069091795
2024-02-13,89.01887512207031
2024-02-14,89.75008392333984
2024-02-15,91.46593475341795
2024-02-16,90.4939422607422
2024-02-20,90.27574157714844
2024-02-21,90.93035125732422
2024-02-22,91.65438079833984
2024-02-23,92.75530242919922
2024-02-26,93.05284881591795
2024-02-27,93.08260345458984
2024-02-28,94.14385223388672
2024-02-29,94.52074432373048
2024-03-01,94.89764404296876
2024-03-04,94.6100082397461
2024-03-05,93.76696014404295
2024-03-06,94.41165161132812
2024-03-07,96.1473388671875
2024-03-08,96.83169555664062
2024-03-11,95.5224838256836
2024-03-12,96.65316009521484
2024-03-13,97.4962158203125
2024-03-14,97.68466186523438
2024-03-15,97.694580078125
2024-03-18,97.23834228515624
2024-03-19,98.03179931640624
2024-03-20,98.51779174804688
2024-03-21,99.40052032470705
2024-03-22,98.5277099609375
2024-03-25,98.23016357421876
2024-03-26,97.82351684570312
2024-03-27,99.04346466064452
2024-03-28,98.45828247070312
2024-04-01,97.76400756835938
2024-04-02,96.95071411132812
2024-04-03,97.4466323852539
2024-04-04,96.3853759765625
2024-04-05,96.97055053710938
2024-04-08,97.22842407226562
2024-04-09,98.30950927734376
2024-04-10,96.50440216064452
2024-04-11,97.16891479492188
2024-04-12,95.37371826171876
2024-04-15,95.26461791992188
2024-04-16,95.1951904296875
2024-04-17,94.18352508544922
2024-04-18,94.70919036865234
2024-04-19,94.33230590820312
2024-04-22,95.50264739990234
2024-04-23,96.67300415039062
2024-04-24,92.60652923583984
2024-04-25,92.25939178466795
2024-04-26,91.44609832763672
2024-04-29,92.60652923583984
2024-04-30,90.45426940917967
2024-05-01,90.6823959350586
2024-05-02,91.01960754394533
2024-05-03,91.36675262451172
2024-05-06,92.3288116455078
2024-05-07,93.12227630615234
2024-05-08,93.74712371826172
2024-05-09,95.34395599365234
2024-05-10,96.30602264404295
2024-05-13,95.8001937866211
2024-05-14,96.27627563476562
2024-05-15,96.4746322631836
2024-05-16,96.15597534179688
2024-05-17,96.38501739501952
2024-05-20,96.6738052368164
2024-05-21,97.73932647705078
2024-05-22,98.28702545166016
2024-05-23,96.72359466552734
2024-05-24,97.16175079345705
2024-05-28,94.8514633178711
2024-05-29,94.39338684082033
2024-05-30,95.9866943359375
2024-05-31,98.7849349975586
2024-06-03,98.4164810180664
2024-06-04,98.79489135742188
2024-06-05,100.35832214355467
2024-06-06,98.99405670166016
2024-06-07,98.24720001220705
2024-06-10,97.34100341796876
2024-06-11,96.09622955322266
2024-06-12,97.04225158691406
2024-06-13,97.03230285644533
2024-06-14,96.72359466552734
2024-06-17,97.06217193603516
2024-06-18,96.09622955322266
2024-06-20,96.19580841064452
2024-06-21,95.5186538696289
2024-06-24,96.46468353271484
2024-06-25,95.25975036621094
2024-06-26,95.34937286376952
2024-06-27,95.59832763671876
2024-06-28,95.85723876953124
2024-07-01,94.5527114868164
2024-07-02,95.54853057861328
2024-07-03,96.10619354248048
2024-07-05,96.47463989257812
2024-07-08,96.99246978759766
2024-07-09,95.90702056884766
2024-07-10,96.46468353271484
2024-07-11,98.82476806640624
2024-07-12,99.79071044921876
2024-07-15,99.02393341064452
2024-07-16,99.20317840576172
2024-07-17,98.5160675048828
2024-07-18,98.29698181152344
2024-07-19,97.3210906982422
2024-07-22,99.05380249023438
2024-07-23,97.9683609008789
2024-07-24,91.04744720458984
2024-07-25,92.6407470703125
2024-07-26,93.08887481689452
2024-07-29,92.6407470703125
2024-07-30,93.4274444580078
2024-07-31,94.10459899902344
2024-08-01,93.90544128417967
2024-08-02,93.89547729492188
2024-08-05,93.02911376953124
2024-08-06,92.9992446899414
2024-08-07,92.08309173583984
2024-08-08,92.24242401123048
2024-08-09,93.00920104980467
2024-08-12,91.90384674072266
2024-08-13,92.0333023071289
2024-08-14,91.72460174560548
2024-08-15,92.81999969482422
2024-08-16,92.12000274658205
2024-08-19,92.66000366210938
2024-08-20,92.75
2024-08-21,93.95999908447266
2024-08-22,93.72000122070312
2024-08-23,94.1999969482422
2024-08-26,93.6500015258789
2024-08-27,93.12999725341795
2024-08-28,93.41000366210938
2024-08-29,93.83000183105467
2024-08-30,94.69000244140624
2024-09-03,95.02999877929688
2024-09-04,94.26000213623048
2024-09-05,92.43000030517578
2024-09-06,91.43000030517578
2024-09-09,91.68000030517578
2024-09-10,92.1500015258789
2024-09-11,92.48999786376952
2024-09-12,92.72000122070312
2024-09-13,94.18000030517578
2024-09-16,94.80999755859376
2024-09-17,96.08999633789062
2024-09-18,93.98999786376952
2024-09-19,96.37999725341795
2024-09-20,95.5199966430664
2024-09-23,96.25
2024-09-24,98.93000030517578
2024-09-25,99.54000091552734
2024-09-26,103.37999725341795
2024-09-27,104.43000030517578
2024-09-30,103.94000244140624
2024-10-01,103.7699966430664
2024-10-02,104.80999755859376
2024-10-03,104.3000030517578
2024-10-04,104.55999755859376
2024-10-07,104.0199966430664
2024-10-08,101.1500015258789
2024-10-09,102.9000015258789
2024-10-10,102.9800033569336
2024-10-11,104.02999877929688
2024-10-14,105.31999969482422
2024-10-15,104.4800033569336
2024-10-16,105.12999725341795
2024-10-17,105.20999908447266
2024-10-18,106.01000213623048
2024-10-21,105.5199966430664
2024-10-22,102.95999908447266
2024-10-23,102.86000061035156
2024-10-24,102.48999786376952
2024-10-25,101.26000213623048
2024-10-28,101.4499969482422
2024-10-29,101.37000274658205
2024-10-30,98.27999877929688
2024-10-31,98.1999969482422
2024-11-01,99.44000244140624
2024-11-04,99.44000244140624
2024-11-05,100.16000366210938
2024-11-06,100.55999755859376
2024-11-07,100.94000244140624
2024-11-08,100.02999877929688
2024-11-11,101.5199966430664
2024-11-12,99.7300033569336
2024-11-13,100.38999938964844
2024-11-14,99.72000122070312
2024-11-15,99.0999984741211
2024-11-18,100.7699966430664
2024-11-19,100.27999877929688
2024-11-20,99.69000244140624
2024-11-21,99.9499969482422
2024-11-22,101.1999969482422
2024-11-25,102.45999908447266
2024-11-26,101.97000122070312
2024-11-27,102.5199966430664
2024-11-29,102.9800033569336
2024-12-02,101.8000030517578
2024-12-03,101.05999755859376
2024-12-04,101.12999725341795
2024-12-05,99.12000274658205
2024-12-06,99.8000030517578
2024-12-09,100.87000274658205
2024-12-10,100.05999755859376
2024-12-11,98.98999786376952
2024-12-12,98.2699966430664
2024-12-13,97.79000091552734
2024-12-16,96.19000244140624
2024-12-17,96.33999633789062
