,TJX
2015-08-18,33.786964416503906
2015-08-19,32.94647979736328
2015-08-20,32.708831787109375
2015-08-21,31.485515594482422
2015-08-24,30.552602767944336
2015-08-25,30.297372817993164
2015-08-26,31.15987205505371
2015-08-27,31.437116622924805
2015-08-28,31.120277404785156
2015-08-31,30.94425392150879
2015-09-01,30.53499412536621
2015-09-02,31.173070907592773
2015-09-03,31.437116622924805
2015-09-04,31.137874603271484
2015-09-08,31.833147048950195
2015-09-09,31.269886016845703
2015-09-10,31.459096908569336
2015-09-11,31.595518112182617
2015-09-14,31.335887908935547
2015-09-15,31.230281829833984
2015-09-16,31.494308471679688
2015-09-17,31.921159744262695
2015-09-18,31.40189552307129
2015-09-21,31.67033576965332
2015-09-22,31.34030532836914
2015-09-23,31.313894271850586
2015-09-24,31.344696044921875
2015-09-25,31.225875854492188
2015-09-28,30.402992248535156
2015-09-29,30.57459259033203
2015-09-30,31.428312301635742
2015-10-01,31.155471801757812
2015-10-02,31.410703659057617
2015-10-05,31.476707458496094
2015-10-06,31.14226722717285
2015-10-07,31.6395320892334
2015-10-08,31.784759521484375
2015-10-09,32.02677917480469
2015-10-12,32.378814697265625
2015-10-13,32.00917053222656
2015-10-14,31.582311630249023
2015-10-15,31.564725875854492
2015-10-16,31.87274932861328
2015-10-19,32.08837890625
2015-10-20,32.127986907958984
2015-10-21,31.86395263671875
2015-10-22,32.519630432128906
2015-10-23,31.577922821044922
2015-10-26,31.877147674560547
2015-10-27,31.613115310668945
2015-10-28,32.22479248046875
2015-10-29,32.15877914428711
2015-10-30,32.20718765258789
2015-11-02,32.22039031982422
2015-11-03,32.66484451293945
2015-11-04,32.422813415527344
2015-11-05,32.7044563293457
2015-11-06,32.09278106689453
2015-11-09,31.364601135253906
2015-11-10,31.695592880249023
2015-11-11,30.486373901367188
2015-11-12,30.120084762573242
2015-11-13,28.33715057373047
2015-11-16,28.97264289855957
2015-11-17,30.089191436767578
2015-11-18,30.1597957611084
2015-11-19,29.877344131469727
2015-11-20,30.958595275878906
2015-11-23,31.152769088745117
2015-11-24,31.126279830932617
2015-11-25,31.620559692382812
2015-11-27,31.483753204345703
2015-11-30,31.15717315673828
2015-12-01,31.236610412597656
2015-12-02,31.214557647705078
2015-12-03,30.821781158447266
2015-12-04,31.32929039001465
2015-12-07,31.32489013671875
2015-12-08,31.479341506958008
2015-12-09,31.249855041503906
2015-12-10,31.545549392700195
2015-12-11,31.139524459838867
2015-12-14,31.302810668945312
2015-12-15,31.090984344482422
2015-12-16,31.708833694458008
2015-12-17,31.17925262451172
2015-12-18,30.592288970947266
2015-12-21,30.72028350830078
2015-12-22,31.068904876708984
2015-12-23,31.466100692749023
2015-12-24,31.285160064697266
2015-12-28,31.188074111938477
2015-12-29,31.669113159179688
2015-12-30,31.492578506469727
2015-12-31,31.293989181518555
2016-01-04,31.258682250976562
2016-01-05,31.748538970947266
2016-01-06,30.932104110717773
2016-01-07,30.887975692749023
2016-01-08,29.537534713745117
2016-01-11,29.921485900878906
2016-01-12,30.41575813293457
2016-01-13,29.872943878173828
2016-01-14,30.21717071533203
2016-01-15,29.793506622314453
2016-01-19,30.071535110473633
2016-01-20,29.76702117919922
2016-01-21,29.943546295166016
2016-01-22,30.428998947143555
2016-01-25,30.345149993896484
2016-01-26,30.755578994750977
2016-01-27,30.5349178314209
2016-01-28,30.623172760009766
2016-01-29,31.439632415771484
2016-02-01,31.867704391479492
2016-02-02,32.150150299072266
2016-02-03,31.76619529724121
2016-02-04,31.22779655456543
2016-02-05,29.992090225219727
2016-02-08,30.018577575683594
2016-02-09,30.833112716674805
2016-02-10,30.713594436645508
2016-02-11,30.062847137451172
2016-02-12,30.930509567260742
2016-02-16,31.594532012939453
2016-02-17,31.780458450317383
2016-02-18,31.700782775878906
2016-02-19,31.691930770874023
2016-02-22,32.32938766479492
2016-02-23,32.178871154785156
2016-02-24,32.865055084228516
2016-02-25,33.23689651489258
2016-02-26,33.48481369018555
2016-02-29,32.803077697753906
2016-03-01,33.40956115722656
2016-03-02,33.39626693725586
2016-03-03,33.29887771606445
2016-03-04,33.378562927246094
2016-03-07,33.36527633666992
2016-03-08,33.3741340637207
2016-03-09,33.17936325073242
2016-03-10,33.42283630371094
2016-03-11,33.41840744018555
2016-03-14,33.59104537963867
2016-03-15,33.666316986083984
2016-03-16,33.78583526611328
2016-03-17,34.18426513671875
2016-03-18,34.4941291809082
2016-03-21,34.46315002441406
2016-03-22,34.4454345703125
2016-03-23,34.40560531616211
2016-03-24,34.139984130859375
2016-03-28,34.42331314086914
2016-03-29,34.804019927978516
2016-03-30,34.83058547973633
2016-03-31,34.68449401855469
2016-04-01,34.874855041503906
2016-04-04,34.77744674682617
2016-04-05,34.40117263793945
2016-04-06,34.34804916381836
2016-04-07,33.7282829284668
2016-04-08,33.7238655090332
2016-04-11,33.40069580078125
2016-04-12,33.66189193725586
2016-04-13,33.923065185546875
2016-04-14,33.79027557373047
2016-04-15,34.21968460083008
2016-04-18,34.36575698852539
2016-04-19,34.40560531616211
2016-04-20,34.361328125
2016-04-21,34.091304779052734
2016-04-22,33.87879943847656
2016-04-25,33.86551284790039
2016-04-26,34.15769958496094
2016-04-27,34.41445541381836
2016-04-28,34.038177490234375
2016-04-29,33.564491271972656
2016-05-02,34.441009521484375
2016-05-03,34.10014343261719
2016-05-04,34.091304779052734
2016-05-05,33.883235931396484
2016-05-06,33.91422653198242
2016-05-09,34.432167053222656
2016-05-10,34.0368537902832
2016-05-11,32.88199996948242
2016-05-12,32.993038177490234
2016-05-13,32.28236770629883
2016-05-16,33.397239685058594
2016-05-17,33.57489776611328
2016-05-18,33.1884765625
2016-05-19,33.668190002441406
2016-05-20,33.508277893066406
2016-05-23,33.17959213256836
2016-05-24,33.41944122314453
2016-05-25,33.45497512817383
2016-05-26,33.72148895263672
2016-05-27,34.04573440551758
2016-05-31,33.810325622558594
2016-06-01,34.02351379394531
2016-06-02,34.2011833190918
2016-06-03,33.94801712036133
2016-06-06,33.757022857666016
2016-06-07,33.87250518798828
2016-06-08,34.18787384033203
2016-06-09,34.338871002197266
2016-06-10,34.18787384033203
2016-06-13,33.757022857666016
2016-06-14,33.8414192199707
2016-06-15,33.72148895263672
2016-06-16,33.70816421508789
2016-06-17,33.6015510559082
2016-06-20,34.027976989746094
2016-06-21,34.31667709350586
2016-06-22,34.214508056640625
2016-06-23,34.147884368896484
2016-06-24,33.161834716796875
2016-06-27,32.65993118286133
2016-06-28,33.112972259521484
2016-06-29,33.89472198486328
2016-06-30,34.303348541259766
2016-07-01,34.18342208862305
2016-07-05,34.03240203857422
2016-07-06,34.472137451171875
2016-07-07,34.321109771728516
2016-07-08,35.071773529052734
2016-07-11,34.97848892211914
2016-07-12,34.871891021728516
2016-07-13,34.711997985839844
2016-07-14,34.66758346557617
2016-07-15,34.560970306396484
2016-07-18,35.205020904541016
2016-07-19,35.244991302490234
2016-07-20,35.38713836669922
2016-07-21,35.147274017333984
2016-07-22,35.45820617675781
2016-07-25,35.87128448486328
2016-07-26,36.06669998168945
2016-07-27,36.05781936645508
2016-07-28,36.08447265625
2016-07-29,36.29767990112305
2016-08-01,36.359867095947266
2016-08-02,35.684730529785156
2016-08-03,35.849056243896484
2016-08-04,36.106689453125
2016-08-05,36.41316604614258
2016-08-08,36.235496520996094
2016-08-09,36.04835510253906
2016-08-10,36.33352279663086
2016-08-11,36.7301139831543
2016-08-12,36.92616653442383
2016-08-15,36.88159942626953
2016-08-16,34.742767333984375
2016-08-17,34.84080505371094
2016-08-18,34.671470642089844
2016-08-19,35.35768127441406
2016-08-22,35.24627685546875
2016-08-23,35.063594818115234
2016-08-24,35.01457595825195
2016-08-25,35.112606048583984
2016-08-26,35.063594818115234
2016-08-29,35.01011276245117
2016-08-30,34.524417877197266
2016-08-31,34.5066032409668
2016-09-01,34.63581848144531
2016-09-02,34.613548278808594
2016-09-06,34.46205139160156
2016-09-07,34.55561447143555
2016-09-08,33.96297836303711
2016-09-09,33.31241226196289
2016-09-12,33.66887664794922
2016-09-13,33.11189651489258
2016-09-14,33.049522399902344
2016-09-15,33.43717575073242
2016-09-16,33.272308349609375
2016-09-19,33.281227111816406
2016-09-20,33.44609451293945
2016-09-21,33.90950012207031
2016-09-22,34.087738037109375
2016-09-23,33.87385559082031
2016-09-26,33.49956130981445
2016-09-27,33.52629470825195
2016-09-28,33.147544860839844
2016-09-29,32.91584014892578
2016-09-30,33.32132339477539
2016-10-03,33.129722595214844
2016-10-04,33.147544860839844
2016-10-05,33.06288528442383
2016-10-06,33.07179260253906
2016-10-07,32.857906341552734
2016-10-10,33.34361267089844
2016-10-11,33.07625198364258
2016-10-12,33.59313201904297
2016-10-13,33.18320083618164
2016-10-14,33.07625198364258
2016-10-17,32.670753479003906
2016-10-18,32.599464416503906
2016-10-19,32.7331428527832
2016-10-20,32.65739440917969
2016-10-21,32.74651336669922
2016-10-24,33.05397415161133
2016-10-25,32.804447174072266
2016-10-26,33.013858795166016
2016-10-27,32.60837936401367
2016-10-28,32.74205780029297
2016-10-31,32.86237335205078
2016-11-01,32.29201126098633
2016-11-02,32.41232681274414
2016-11-03,31.99346923828125
2016-11-04,32.04692840576172
2016-11-07,32.675228118896484
2016-11-08,32.74676513671875
2016-11-09,33.06427001953125
2016-11-10,33.71266555786133
2016-11-11,33.71266555786133
2016-11-14,33.18947219848633
2016-11-15,32.863037109375
2016-11-16,34.159847259521484
2016-11-17,34.47734832763672
2016-11-18,34.759063720703125
2016-11-21,34.73223876953125
2016-11-22,35.465599060058594
2016-11-23,35.51927185058594
2016-11-25,35.43430709838867
2016-11-28,35.17047119140625
2016-11-29,35.24201202392578
2016-11-30,35.031837463378906
2016-12-01,34.73223876953125
2016-12-02,34.47734832763672
2016-12-05,34.580204010009766
2016-12-06,34.62938690185547
2016-12-07,34.964778900146484
2016-12-08,34.87086486816406
2016-12-09,34.893218994140625
2016-12-12,34.472877502441406
2016-12-13,34.99606704711914
2016-12-14,34.5667839050293
2016-12-15,34.620426177978516
2016-12-16,34.329776763916016
2016-12-19,34.40579605102539
2016-12-20,34.70987319946289
2016-12-21,34.63385009765625
2016-12-22,34.18220520019531
2016-12-23,34.18220520019531
2016-12-27,34.09724044799805
2016-12-28,33.67689895629883
2016-12-29,33.85576629638672
2016-12-30,33.59640884399414
2017-01-03,33.739505767822266
2017-01-04,34.262699127197266
2017-01-05,34.05251693725586
2017-01-06,33.97651290893555
2017-01-09,34.030155181884766
2017-01-10,34.29400634765625
2017-01-11,34.08830642700195
2017-01-12,33.95414733886719
2017-01-13,33.95414733886719
2017-01-17,34.320831298828125
2017-01-18,34.289527893066406
2017-01-19,33.574039459228516
2017-01-20,33.757381439208984
2017-01-23,33.310211181640625
2017-01-24,33.35492706298828
2017-01-25,33.73056411743164
2017-01-26,33.56510543823242
2017-01-27,33.207374572753906
2017-01-30,33.10897445678711
2017-01-31,33.50249481201172
2017-02-01,33.395179748535156
2017-02-02,33.506980895996094
2017-02-03,33.748443603515625
2017-02-06,33.68584060668945
2017-02-07,33.75764083862305
2017-02-08,33.88328170776367
2017-02-09,34.15251159667969
2017-02-10,34.57432174682617
2017-02-13,34.50700759887695
2017-02-14,35.036502838134766
2017-02-15,35.103816986083984
2017-02-16,34.47560119628906
2017-02-17,34.63713073730469
2017-02-21,34.21085739135742
2017-02-22,34.260215759277344
2017-02-23,34.91535949707031
2017-02-24,35.11278533935547
2017-02-27,35.2788200378418
2017-02-28,35.202537536621094
2017-03-01,35.202537536621094
2017-03-02,35.624332427978516
2017-03-03,35.36856460571289
2017-03-06,35.26983642578125
2017-03-07,35.13523483276367
2017-03-08,35.202537536621094
2017-03-09,34.97368621826172
2017-03-10,35.08137130737305
2017-03-13,35.02752685546875
2017-03-14,35.12625503540039
2017-03-15,35.530094146728516
2017-03-16,35.54804611206055
2017-03-17,35.54804611206055
2017-03-20,35.08137130737305
2017-03-21,35.040992736816406
2017-03-22,35.28779602050781
2017-03-23,35.193565368652344
2017-03-24,35.193565368652344
2017-03-27,35.15766143798828
2017-03-28,35.31919860839844
2017-03-29,35.75447463989258
2017-03-30,35.79485321044922
2017-03-31,35.485233306884766
2017-04-03,35.1486930847168
2017-04-04,34.421749114990234
2017-04-05,34.071746826171875
2017-04-06,34.46213912963867
2017-04-07,34.1435432434082
2017-04-10,34.11212921142578
2017-04-11,34.54738998413086
2017-04-12,34.59226989746094
2017-04-13,34.466617584228516
2017-04-17,34.31854248046875
2017-04-18,34.48008728027344
2017-04-19,34.50700759887695
2017-04-20,35.076900482177734
2017-04-21,35.25188064575195
2017-04-24,35.2788200378418
2017-04-25,35.350616455078125
2017-04-26,35.41342544555664
2017-04-27,35.43587112426758
2017-04-28,35.28779602050781
2017-05-01,34.84355545043945
2017-05-02,35.4089469909668
2017-05-03,35.512149810791016
2017-05-04,35.43587112426758
2017-05-05,35.31023406982422
2017-05-08,35.22496795654297
2017-05-09,35.582237243652344
2017-05-10,36.36614990234375
2017-05-11,35.80298614501953
2017-05-12,34.829856872558594
2017-05-15,34.645145416259766
2017-05-16,33.23050308227539
2017-05-17,33.68552780151367
2017-05-18,33.55488204956055
2017-05-19,33.460269927978516
2017-05-22,33.9198112487793
2017-05-23,33.51884460449219
2017-05-24,33.33412551879883
2017-05-25,33.95585250854492
2017-05-26,34.02791976928711
2017-05-30,33.72157287597656
2017-05-31,33.88376235961914
2017-06-01,34.194618225097656
2017-06-02,33.88827896118164
2017-06-05,33.80267333984375
2017-06-06,33.32512283325195
2017-06-07,33.42422866821289
2017-06-08,32.78899383544922
2017-06-09,33.1944694519043
2017-06-12,33.23500442504883
2017-06-13,33.29808807373047
2017-06-14,32.96469497680664
2017-06-15,32.68087387084961
2017-06-16,32.63582229614258
2017-06-19,32.595272064208984
2017-06-20,31.617630004882812
2017-06-21,31.266225814819336
2017-06-22,30.973400115966797
2017-06-23,31.207664489746094
2017-06-26,31.509511947631836
2017-06-27,31.518522262573242
2017-06-28,32.171783447265625
2017-06-29,32.023109436035156
2017-06-30,32.514183044433594
2017-07-03,32.243865966796875
2017-07-05,32.06816482543945
2017-07-06,31.667200088500977
2017-07-07,31.694231033325195
2017-07-10,30.941852569580078
2017-07-11,30.90581703186035
2017-07-12,31.05448341369629
2017-07-13,31.527545928955078
2017-07-14,31.44644546508789
2017-07-17,31.698740005493164
2017-07-18,31.514020919799805
2017-07-19,31.671701431274414
2017-07-20,31.356334686279297
2017-07-21,31.049978256225586
2017-07-24,30.139925003051758
2017-07-25,30.950862884521484
2017-07-26,30.847253799438477
2017-07-27,31.374359130859375
2017-07-28,31.356334686279297
2017-07-31,31.67621421813965
2017-08-01,31.860925674438477
2017-08-02,31.766313552856445
2017-08-03,31.356334686279297
2017-08-04,31.60863494873047
2017-08-07,31.8429012298584
2017-08-08,32.35561752319336
2017-08-09,32.24700164794922
2017-08-10,31.794479370117188
2017-08-11,32.1610221862793
2017-08-14,31.504871368408203
2017-08-15,31.749237060546875
2017-08-16,32.396339416503906
2017-08-17,31.789953231811523
2017-08-18,31.889507293701172
2017-08-21,32.33750915527344
2017-08-22,32.40087127685547
2017-08-23,32.396339416503906
2017-08-24,32.07957458496094
2017-08-25,32.43254470825195
2017-08-28,32.49137496948242
2017-08-29,32.35108947753906
2017-08-30,32.604496002197266
2017-08-31,32.71763229370117
2017-09-01,32.75383377075195
2017-09-05,32.73573303222656
2017-09-06,33.0479736328125
2017-09-07,32.998191833496094
2017-09-08,32.75835418701172
2017-09-11,32.961997985839844
2017-09-12,33.278770446777344
2017-09-13,33.25614929199219
2017-09-14,33.12943649291992
