,LYB
2019-03-12,63.45146179199219
2019-03-13,63.16719055175781
2019-03-14,62.143768310546875
2019-03-15,61.83107376098633
2019-03-18,62.022953033447266
2019-03-19,61.802650451660156
2019-03-20,61.35490417480469
2019-03-21,62.7620849609375
2019-03-22,60.459415435791016
2019-03-25,59.32229232788086
2019-03-26,59.91929244995117
2019-03-27,59.33649826049805
2019-03-28,59.59947967529297
2019-03-29,59.75581741333008
2019-04-01,61.95188903808594
2019-04-02,63.508323669433594
2019-04-03,64.37538146972656
2019-04-04,65.5267105102539
2019-04-05,64.71651458740234
2019-04-08,64.90840911865234
2019-04-09,64.1408462524414
2019-04-10,63.650455474853516
2019-04-11,64.32563781738281
2019-04-12,65.59068298339844
2019-04-15,65.54095458984375
2019-04-16,65.50540161132812
2019-04-17,65.21400451660156
2019-04-18,65.23533630371094
2019-04-22,65.37745666503906
2019-04-23,65.3917007446289
2019-04-24,64.38247680664062
2019-04-25,63.01084899902344
2019-04-26,62.548892974853516
2019-04-29,63.316463470458984
2019-04-30,62.70522689819336
2019-05-01,61.45439147949219
2019-05-02,61.0919303894043
2019-05-03,61.84529495239258
2019-05-06,60.558921813964844
2019-05-07,59.16594314575195
2019-05-08,58.98114776611328
2019-05-09,58.26335144042969
2019-05-10,58.74663543701172
2019-05-13,56.785099029541016
2019-05-14,57.22571563720703
2019-05-15,57.382080078125
2019-05-16,58.13542556762695
2019-05-17,56.96276092529297
2019-05-20,56.756656646728516
2019-05-21,57.97905349731445
2019-05-22,57.31813430786133
2019-05-23,55.89671325683594
2019-05-24,55.385013580322266
2019-05-28,54.71694564819336
2019-05-29,55.27839660644531
2019-05-30,55.01545333862305
2019-05-31,52.769615173339844
2019-06-03,55.214447021484375
2019-06-04,58.313114166259766
2019-06-05,57.552650451660156
2019-06-06,57.11201477050781
2019-06-07,57.04719924926758
2019-06-10,60.2372932434082
2019-06-11,60.85658645629883
2019-06-12,61.49028396606445
2019-06-13,62.210384368896484
2019-06-14,62.289615631103516
2019-06-17,61.72071075439453
2019-06-18,62.325618743896484
2019-06-19,62.08076477050781
2019-06-20,62.35441207885742
2019-06-21,62.260807037353516
2019-06-24,62.62086486816406
2019-06-25,62.34002685546875
2019-06-26,62.12398147583008
2019-06-27,62.39042282104492
2019-06-28,62.023170471191406
2019-07-01,62.85129165649414
2019-07-02,62.7072868347168
2019-07-03,62.901702880859375
2019-07-05,62.952110290527344
2019-07-08,62.91611862182617
2019-07-09,60.9574089050293
2019-07-10,60.54693603515625
2019-07-11,61.15182876586914
2019-07-12,61.9655647277832
2019-07-15,61.8431396484375
2019-07-16,63.22576141357422
2019-07-17,61.73513412475586
2019-07-18,61.7279167175293
2019-07-19,61.87195587158203
2019-07-22,60.64775848388672
2019-07-23,62.03758239746094
2019-07-24,62.18879699707031
2019-07-25,61.57670211791992
2019-07-26,61.45427703857422
2019-07-29,60.395713806152344
2019-07-30,60.770172119140625
2019-07-31,60.266090393066406
2019-08-01,58.68185043334961
2019-08-02,54.82925796508789
2019-08-05,54.95166778564453
2019-08-06,54.58441925048828
2019-08-07,54.68524169921875
2019-08-08,55.542152404785156
2019-08-09,54.310787200927734
2019-08-12,52.51769256591797
2019-08-13,54.44759750366211
2019-08-14,52.35928726196289
2019-08-15,52.280052185058594
2019-08-16,53.46824264526367
