,EL
2014-06-06,67.52159881591797
2014-06-09,67.28411102294922
2014-06-10,67.21376037597656
2014-06-11,67.33689880371094
2014-06-12,67.46002197265625
2014-06-13,67.2752914428711
2014-06-16,66.76518249511719
2014-06-17,66.18468475341797
2014-06-18,66.95866394042969
2014-06-19,67.30171203613281
2014-06-20,66.62446594238281
2014-06-23,65.81529998779297
2014-06-24,65.54266357421875
2014-06-25,65.96479797363281
2014-06-26,65.61300659179688
2014-06-27,65.70972442626953
2014-06-30,65.31397247314453
2014-07-01,65.28759765625
2014-07-02,65.05010223388672
2014-07-03,65.93846130371094
2014-07-07,65.79769134521484
2014-07-08,65.13804626464844
2014-07-09,65.67457580566406
2014-07-10,65.6921615600586
2014-07-11,65.52506256103516
2014-07-14,66.2990493774414
2014-07-15,66.60688018798828
2014-07-16,66.08795166015625
2014-07-17,65.5162582397461
2014-07-18,66.91470336914062
2014-07-21,66.33419799804688
2014-07-22,67.05542755126953
2014-07-23,66.79158020019531
2014-07-24,66.76518249511719
2014-07-25,66.55410766601562
2014-07-28,65.90325927734375
2014-07-29,65.42831420898438
2014-07-30,65.32273864746094
2014-07-31,64.61032104492188
2014-08-01,64.9709243774414
2014-08-04,65.2787857055664
2014-08-05,65.04129791259766
2014-08-06,65.31397247314453
2014-08-07,64.38166046142578
2014-08-08,65.2612075805664
2014-08-11,66.40459442138672
2014-08-12,66.29025268554688
2014-08-13,66.09673309326172
2014-08-14,66.75638580322266
2014-08-15,66.98506927490234
2014-08-18,67.53916931152344
2014-08-19,67.40723419189453
2014-08-20,67.35447692871094
2014-08-21,67.08181762695312
2014-08-22,67.09941864013672
2014-08-25,67.8909912109375
2014-08-26,67.93497467041016
2014-08-27,67.90850830078125
2014-08-28,67.59988403320312
2014-08-29,67.74979400634766
2014-09-02,67.75863647460938
2014-09-03,67.22071075439453
2014-09-04,67.591064453125
2014-09-05,67.70567321777344
2014-09-08,66.65634155273438
2014-09-09,65.61579895019531
2014-09-10,66.04785919189453
2014-09-11,65.90678405761719
2014-09-12,65.67753601074219
2014-09-15,65.63345336914062
2014-09-16,65.89795684814453
2014-09-17,65.86270141601562
2014-09-18,66.10079193115234
2014-09-19,66.51524353027344
2014-09-22,66.35647583007812
2014-09-23,65.63345336914062
2014-09-24,66.24188995361328
2014-09-25,65.2542724609375
2014-09-26,65.78335571289062
2014-09-29,65.88033294677734
2014-09-30,65.88917541503906
2014-10-01,65.47470092773438
2014-10-02,64.98969268798828
2014-10-03,65.35126495361328
2014-10-06,65.29833984375
2014-10-07,65.37770080566406
2014-10-08,65.90678405761719
2014-10-09,64.91035461425781
2014-10-10,64.06380462646484
2014-10-13,62.62643814086914
2014-10-14,63.393619537353516
2014-10-15,63.13789367675781
2014-10-16,63.296607971191406
2014-10-17,63.64935302734375
2014-10-20,64.46945190429688
2014-10-21,65.83625793457031
2014-10-22,65.64226531982422
2014-10-23,65.45709991455078
2014-10-24,65.56287384033203
2014-10-27,65.7127914428711
2014-10-28,66.19779968261719
2014-10-29,65.88917541503906
2014-10-30,66.08313751220703
2014-10-31,66.29479217529297
2014-11-03,66.98262786865234
2014-11-04,63.49062728881836
2014-11-05,62.78514862060547
2014-11-06,63.340736389160156
2014-11-07,64.00208282470703
2014-11-10,64.2225341796875
2014-11-11,64.1078872680664
2014-11-12,64.037353515625
2014-11-13,63.97563171386719
2014-11-14,62.89981460571289
2014-11-17,62.714622497558594
2014-11-18,63.51708984375
2014-11-19,64.20487213134766
2014-11-20,64.24017333984375
2014-11-21,64.40769958496094
2014-11-24,64.16080474853516
2014-11-25,64.81549835205078
2014-11-26,64.77129364013672
2014-11-28,65.59407806396484
2014-12-01,65.24017333984375
2014-12-02,65.70022583007812
2014-12-03,66.00989532470703
2014-12-04,65.78871154785156
2014-12-05,66.05414581298828
2014-12-08,65.67372131347656
2014-12-09,66.03643035888672
2014-12-10,64.98358917236328
2014-12-11,65.47904968261719
2014-12-12,64.61205291748047
2014-12-15,63.90424346923828
2014-12-16,64.57662963867188
2014-12-17,65.4702377319336
2014-12-18,67.0450210571289
2014-12-19,67.4608383178711
2014-12-22,67.328125
2014-12-23,68.79681396484375
2014-12-24,68.46945190429688
2014-12-26,68.52253723144531
2014-12-29,68.47830200195312
2014-12-30,68.27481842041016
2014-12-31,67.41661071777344
2015-01-02,66.87693786621094
2015-01-05,66.07182312011719
2015-01-06,65.46138000488281
2015-01-07,65.7621841430664
2015-01-08,66.70882415771484
2015-01-09,66.2664566040039
2015-01-12,65.70022583007812
2015-01-13,65.93029022216797
2015-01-14,65.57636260986328
2015-01-15,65.21363067626953
2015-01-16,65.66486358642578
2015-01-20,65.93911743164062
2015-01-21,65.45250701904297
2015-01-22,66.4522476196289
2015-01-23,65.20479583740234
2015-01-26,64.46161651611328
2015-01-27,63.47955322265625
2015-01-28,62.285179138183594
2015-01-29,63.674190521240234
2015-01-30,62.45328140258789
2015-02-02,63.55035400390625
2015-02-03,64.44391632080078
2015-02-04,64.18734741210938
2015-02-05,69.3630599975586
2015-02-06,70.38046264648438
2015-02-09,70.30084228515625
2015-02-10,70.78746795654297
2015-02-11,71.09710693359375
2015-02-12,71.58367919921875
2015-02-13,72.9815902709961
2015-02-17,72.3534164428711
2015-02-18,72.10567474365234
2015-02-19,71.734130859375
2015-02-20,72.37113189697266
2015-02-23,72.67192840576172
2015-02-24,72.34455108642578
2015-02-25,72.65514373779297
2015-02-26,73.01009368896484
2015-02-27,73.35614013671875
2015-03-02,74.00390625
2015-03-03,73.5691146850586
2015-03-04,72.96571350097656
2015-03-05,73.84416198730469
2015-03-06,72.96571350097656
2015-03-09,73.54248046875
2015-03-10,72.1138687133789
2015-03-11,71.43062591552734
2015-03-12,72.06950378417969
2015-03-13,71.45724487304688
2015-03-16,72.00736999511719
2015-03-17,71.71458435058594
2015-03-18,72.53092193603516
2015-03-19,72.46879577636719
2015-03-20,74.1192626953125
2015-03-23,73.54248046875
2015-03-24,73.9684066772461
2015-03-25,74.28784942626953
2015-03-26,73.08106231689453
2015-03-27,73.55133819580078
2015-03-30,74.5984115600586
2015-03-31,73.79092407226562
2015-04-01,73.79092407226562
2015-04-02,74.62503814697266
2015-04-06,75.39703369140625
2015-04-07,74.51856994628906
2015-04-08,74.68716430664062
2015-04-09,74.97108459472656
2015-04-10,74.03939819335938
2015-04-13,73.826416015625
2015-04-14,75.10417938232422
2015-04-15,74.81137084960938
2015-04-16,74.46530151367188
2015-04-17,73.4892578125
2015-04-20,73.24079132080078
2015-04-21,73.4094009399414
2015-04-22,73.1343002319336
2015-04-23,73.16093444824219
2015-04-24,72.99234008789062
2015-04-27,73.7998046875
2015-04-28,73.60458374023438
2015-04-29,73.15206909179688
2015-04-30,72.1316146850586
2015-05-01,73.44486999511719
2015-05-04,74.12812042236328
2015-05-05,77.10957336425781
2015-05-06,77.57100677490234
2015-05-07,78.37847137451172
2015-05-08,78.45832824707031
2015-05-11,78.01469421386719
2015-05-12,77.72180938720703
2015-05-13,77.67749786376953
2015-05-14,79.3190689086914
2015-05-15,78.92862701416016
2015-05-18,79.12384033203125
2015-05-19,79.478759765625
2015-05-20,79.04396057128906
2015-05-21,79.28355407714844
2015-05-22,80.0555419921875
2015-05-26,78.5115737915039
2015-05-27,78.98312377929688
2015-05-28,78.70730590820312
2015-05-29,77.79086303710938
2015-06-01,78.05780029296875
2015-06-02,77.63963317871094
2015-06-03,77.72859954833984
2015-06-04,77.75527954101562
2015-06-05,77.81758117675781
2015-06-08,77.8798599243164
2015-06-09,78.25355529785156
2015-06-10,78.60945892333984
2015-06-11,78.02220916748047
2015-06-12,77.3993911743164
2015-06-15,76.91890716552734
2015-06-16,78.14680480957031
2015-06-17,78.21797180175781
2015-06-18,78.60053253173828
2015-06-19,78.58274841308594
2015-06-22,78.5916519165039
2015-06-23,78.04000091552734
2015-06-24,77.83536529541016
2015-06-25,77.18584442138672
2015-06-26,78.29804229736328
2015-06-29,76.56301879882812
2015-06-30,77.10578918457031
2015-07-01,78.0043716430664
2015-07-02,77.87095642089844
2015-07-06,77.34600067138672
2015-07-07,78.51156616210938
2015-07-08,76.69647216796875
2015-07-09,76.71427154541016
2015-07-10,77.7820053100586
2015-07-13,79.3479232788086
2015-07-14,79.36572265625
2015-07-15,79.56145477294922
2015-07-16,79.46360778808594
2015-07-17,78.90304565429688
2015-07-20,78.76962280273438
2015-07-21,79.40132141113281
2015-07-22,79.47250366210938
2015-07-23,79.32124328613281
2015-07-24,78.65392303466797
2015-07-27,77.29261016845703
2015-07-28,78.31583404541016
2015-07-29,79.73944091796875
2015-07-30,79.65933227539062
2015-07-31,79.2856674194336
2015-08-03,79.64154052734375
2015-08-04,80.24658203125
2015-08-05,80.97618103027344
2015-08-06,80.11311340332031
2015-08-07,80.49571228027344
2015-08-10,79.97966766357422
2015-08-11,80.32665252685547
2015-08-12,79.04541778564453
2015-08-13,79.90845489501953
2015-08-14,79.02764129638672
2015-08-17,73.67132568359375
2015-08-18,74.578857421875
2015-08-19,74.22296905517578
2015-08-20,73.11967468261719
2015-08-21,71.02877807617188
2015-08-24,68.1192855834961
2015-08-25,67.38080596923828
2015-08-26,69.75645446777344
2015-08-27,71.46109008789062
2015-08-28,71.71095275878906
2015-08-31,71.19334411621094
2015-09-01,68.92642211914062
2015-09-02,70.27406311035156
2015-09-03,70.74707794189453
2015-09-04,69.03351593017578
2015-09-08,69.30125427246094
2015-09-09,68.23919677734375
2015-09-10,67.83760070800781
2015-09-11,68.20350646972656
2015-09-14,68.16780090332031
2015-09-15,69.07815551757812
2015-09-16,69.7118148803711
2015-09-17,70.38119506835938
2015-09-18,69.2923355102539
2015-09-21,70.06880187988281
2015-09-22,69.03351593017578
2015-09-23,69.92597961425781
2015-09-24,70.09558868408203
2015-09-25,71.19334411621094
2015-09-28,68.89071655273438
2015-09-29,70.26515197753906
2015-09-30,72.00547790527344
2015-10-01,72.2464599609375
2015-10-02,72.49634552001953
2015-10-05,74.14741516113281
2015-10-06,74.14741516113281
2015-10-07,74.05821228027344
2015-10-08,74.8882064819336
2015-10-09,75.37013244628906
2015-10-12,75.44153594970703
2015-10-13,74.12066650390625
2015-10-14,74.19204711914062
2015-10-15,75.28089904785156
2015-10-16,75.65573120117188
2015-10-19,74.79002380371094
2015-10-20,74.73648071289062
2015-10-21,74.3794937133789
2015-10-22,75.49506378173828
2015-10-23,75.15594482421875
2015-10-26,74.8703384399414
2015-10-27,74.67401123046875
2015-10-28,74.29915618896484
2015-10-29,73.39776611328125
2015-10-30,71.80913543701172
2015-11-02,77.61921691894531
2015-11-03,77.49424743652344
2015-11-04,76.66425323486328
2015-11-05,77.40497589111328
2015-11-06,76.45896911621094
2015-11-09,75.54863739013672
2015-11-10,76.20906066894531
2015-11-11,76.60174560546875
2015-11-12,75.28089904785156
2015-11-13,73.77259826660156
2015-11-16,74.12066650390625
2015-11-17,73.23709106445312
2015-11-18,74.74541473388672
2015-11-19,75.47724151611328
2015-11-20,75.32550811767578
2015-11-23,76.22692108154297
2015-11-24,76.36973571777344
2015-11-25,76.48613739013672
2015-11-27,76.38764190673828
2015-11-30,75.33977508544922
2015-12-01,76.15474700927734
2015-12-02,75.04419708251953
2015-12-03,75.08001708984375
2015-12-04,76.51300811767578
2015-12-07,77.90125274658203
2015-12-08,77.99081420898438
2015-12-09,77.23847198486328
2015-12-10,77.79375457763672
2015-12-11,75.68008422851562
2015-12-14,76.62049102783203
2015-12-15,78.34905242919922
2015-12-16,79.9432601928711
2015-12-17,79.89847564697266
2015-12-18,78.28636932373047
2015-12-21,79.00286102294922
2015-12-22,79.39692687988281
2015-12-23,80.03282165527344
2015-12-24,79.5312728881836
2015-12-28,79.40587615966797
2015-12-29,80.06864929199219
2015-12-30,79.73726654052734
2015-12-31,78.86849975585938
2016-01-04,78.10725402832031
2016-01-05,78.82373046875
2016-01-06,76.20849609375
2016-01-07,74.6322250366211
2016-01-08,74.17545318603516
2016-01-11,74.22920989990234
2016-01-12,75.43827056884766
2016-01-13,74.42621612548828
2016-01-14,75.48304748535156
2016-01-15,73.75450134277344
2016-01-19,75.12478637695312
2016-01-20,74.27394104003906
2016-01-21,74.60535430908203
2016-01-22,76.74588775634766
2016-01-25,74.75761413574219
2016-01-26,74.86506652832031
2016-01-27,73.79927825927734
2016-01-28,74.95462799072266
2016-01-29,76.35181427001953
2016-02-01,76.53990173339844
2016-02-02,76.14581298828125
2016-02-03,77.4355239868164
2016-02-04,77.92811584472656
2016-02-05,81.49267578125
2016-02-08,80.27464294433594
2016-02-09,81.00009155273438
2016-02-10,79.23571014404297
2016-02-11,77.68626403808594
2016-02-12,79.0924072265625
2016-02-16,79.37004852294922
2016-02-17,80.66871643066406
2016-02-18,81.72554016113281
2016-02-19,82.06586456298828
2016-02-22,82.146484375
2016-02-23,82.146484375
2016-02-24,82.41516876220703
2016-02-25,83.27777099609375
2016-02-26,82.47807312011719
2016-02-29,82.0647201538086
2016-03-01,83.02617645263672
2016-03-02,82.53197479248047
2016-03-03,82.84645080566406
2016-03-04,83.16097259521484
2016-03-07,82.33428192138672
2016-03-08,82.43313598632812
2016-03-09,82.84645080566406
2016-03-10,82.46009063720703
2016-03-11,83.66416931152344
2016-03-14,84.31110382080078
2016-03-15,84.28416442871094
2016-03-16,83.66416931152344
2016-03-17,84.41893005371094
2016-03-18,84.62559509277344
2016-03-21,84.58067321777344
2016-03-22,83.72705078125
2016-03-23,83.90677642822266
2016-03-24,83.80791473388672
2016-03-28,84.10443115234375
2016-03-29,84.61661529541016
2016-03-30,84.84124755859375
2016-03-31,84.74240112304688
2016-04-01,85.94647979736328
2016-04-04,85.81170654296875
2016-04-05,85.45227813720703
2016-04-06,85.97344207763672
2016-04-07,84.9490966796875
2016-04-08,85.55110931396484
2016-04-11,85.5870361328125
2016-04-12,85.11979675292969
2016-04-13,84.93111419677734
2016-04-14,85.10183715820312
2016-04-15,85.31746673583984
2016-04-18,86.06329345703125
2016-04-19,87.11461639404297
2016-04-20,86.77314758300781
2016-04-21,84.3650131225586
2016-04-22,84.41893005371094
2016-04-25,85.11082458496094
2016-04-26,85.982421875
2016-04-27,86.41372680664062
2016-04-28,87.26734924316406
2016-04-29,86.14414978027344
2016-05-02,87.27632904052734
2016-05-03,83.8259048461914
2016-05-04,83.70010375976562
2016-05-05,83.81689453125
2016-05-06,84.45490264892578
2016-05-09,84.2302474975586
2016-05-10,85.84764862060547
2016-05-11,85.29951477050781
2016-05-12,85.01197814941406
2016-05-13,83.25981903076172
2016-05-16,83.37661743164062
2016-05-17,82.68473052978516
2016-05-18,81.31893920898438
2016-05-19,81.7771987915039
2016-05-20,81.30097961425781
2016-05-23,81.52562713623047
2016-05-24,82.79257202148438
2016-05-25,82.70270538330078
2016-05-26,82.43228149414062
2016-05-27,82.93708801269531
2016-05-31,82.73876953125
2016-06-01,83.82958221435547
2016-06-02,84.01888275146484
2016-06-03,83.90169525146484
2016-06-06,83.8926773071289
2016-06-07,83.9467544555664
2016-06-08,83.73039245605469
2016-06-09,83.18949890136719
2016-06-10,82.53142547607422
2016-06-13,82.29702758789062
2016-06-14,82.4412612915039
2016-06-15,82.04460906982422
2016-06-16,82.6756591796875
2016-06-17,82.88301086425781
2016-06-20,83.91070556640625
2016-06-21,83.92872619628906
2016-06-22,84.37046813964844
2016-06-23,85.59648132324219
2016-06-24,80.8907241821289
2016-06-27,78.64600372314453
2016-06-28,79.50242614746094
2016-06-29,80.87269592285156
2016-06-30,82.05362701416016
2016-07-01,82.77484893798828
2016-07-05,82.32408142089844
2016-07-06,82.06263732910156
2016-07-07,82.53142547607422
2016-07-08,83.84759521484375
2016-07-11,84.09098052978516
2016-07-12,84.10000610351562
2016-07-13,84.10902404785156
2016-07-14,84.76712799072266
2016-07-15,85.10067749023438
2016-07-18,84.71305084228516
2016-07-19,84.28031921386719
2016-07-20,84.28933715820312
2016-07-21,83.71237182617188
2016-07-22,84.04595184326172
2016-07-25,83.99183654785156
2016-07-26,83.88363647460938
2016-07-27,83.30670928955078
2016-07-28,83.0362777709961
2016-07-29,83.74842834472656
2016-08-01,84.22622680664062
2016-08-02,84.08199310302734
2016-08-03,84.5958251953125
2016-08-04,84.45159149169922
2016-08-05,84.36144256591797
2016-08-08,84.10000610351562
2016-08-09,84.14508056640625
2016-08-10,83.7574462890625
2016-08-11,83.41488647460938
2016-08-12,83.92872619628906
2016-08-15,84.01888275146484
2016-08-16,83.31571960449219
2016-08-17,83.85662078857422
2016-08-18,85.7317123413086
2016-08-19,82.69366455078125
2016-08-22,82.378173828125
2016-08-23,82.54944610595703
2016-08-24,81.58485412597656
2016-08-25,82.24295806884766
2016-08-26,81.9544677734375
2016-08-29,82.18058776855469
2016-08-30,81.28514099121094
2016-08-31,80.70630645751953
2016-09-01,80.45307159423828
2016-09-02,81.0590591430664
2016-09-06,80.9233627319336
2016-09-07,79.78372955322266
2016-09-08,79.6751937866211
2016-09-09,79.1867904663086
2016-09-12,80.29022979736328
2016-09-13,79.44905853271484
2016-09-14,79.15060424804688
2016-09-15,79.46717071533203
2016-09-16,79.34054565429688
2016-09-19,79.03302764892578
2016-09-20,78.96066284179688
2016-09-21,79.81990814208984
2016-09-22,80.2630844116211
2016-09-23,79.7294692993164
2016-09-26,79.88322448730469
2016-09-27,80.85103607177734
2016-09-28,80.00081634521484
2016-09-29,78.57171630859375
2016-09-30,80.10030364990234
2016-10-03,79.65709686279297
2016-10-04,79.07823944091797
2016-10-05,79.548583984375
2016-10-06,79.87418365478516
2016-10-07,79.4400405883789
2016-10-10,79.16869354248047
2016-10-11,78.94255828857422
2016-10-12,79.7566146850586
2016-10-13,79.7294692993164
2016-10-14,78.98780822753906
2016-10-17,79.17774963378906
2016-10-18,79.29529571533203
2016-10-19,79.23198699951172
2016-10-20,78.05619812011719
2016-10-21,78.24613189697266
2016-10-24,78.3546371459961
2016-10-25,77.94766998291016
2016-10-26,77.56775665283203
2016-10-27,77.71247100830078
2016-10-28,78.15567779541016
2016-10-31,78.80689239501953
2016-11-01,78.05619812011719
2016-11-02,73.80512237548828
2016-11-03,71.96908569335938
2016-11-04,71.47160339355469
2016-11-07,72.86450958251953
2016-11-08,72.63838195800781
2016-11-09,72.71074676513672
2016-11-10,70.73898315429688
2016-11-11,70.87464904785156
2016-11-14,70.18726348876953
2016-11-15,70.32295227050781
2016-11-16,69.65360260009766
2016-11-17,70.6485366821289
2016-11-18,70.01541900634766
2016-11-21,70.38623809814453
2016-11-22,70.30484771728516
2016-11-23,70.35005950927734
2016-11-25,71.13695526123047
2016-11-28,71.25504302978516
2016-11-29,71.40950775146484
2016-11-30,70.58281707763672
2016-12-01,68.95677947998047
2016-12-02,68.89319610595703
2016-12-05,70.09229278564453
2016-12-06,70.36482238769531
2016-12-07,71.15514373779297
2016-12-08,72.02720642089844
2016-12-09,72.40872192382812
2016-12-12,71.06428527832031
2016-12-13,71.51848602294922
2016-12-14,70.81900787353516
2016-12-15,70.47380828857422
2016-12-16,69.1566162109375
2016-12-19,69.29288482666016
2016-12-20,70.51924133300781
2016-12-21,70.96436309814453
2016-12-22,71.56389617919922
2016-12-23,71.20052337646484
2016-12-27,71.06428527832031
2016-12-28,70.14677429199219
2016-12-29,70.19220733642578
2016-12-30,69.48365783691406
2017-01-03,70.2467041015625
2017-01-04,71.49124908447266
2017-01-05,71.40038299560547
2017-01-06,71.9090805053711
2017-01-09,71.07335662841797
2017-01-10,70.26490783691406
2017-01-11,71.15514373779297
2017-01-12,71.89092254638672
2017-01-13,71.57298278808594
2017-01-17,72.53588104248047
2017-01-18,72.00902557373047
2017-01-19,71.6638412475586
2017-01-20,72.33605194091797
2017-01-23,72.35421752929688
2017-01-24,73.38977813720703
2017-01-25,74.49803161621094
2017-01-26,74.45263671875
2017-01-27,73.5442123413086
2017-01-30,73.46248626708984
2017-01-31,73.77133178710938
2017-02-01,72.59947204589844
2017-02-02,74.48896026611328
2017-02-03,75.41552734375
2017-02-06,75.23383331298828
2017-02-07,75.7607192993164
2017-02-08,74.93406677246094
2017-02-09,75.0885009765625
2017-02-10,75.02490234375
2017-02-13,75.02490234375
2017-02-14,75.62447357177734
2017-02-15,75.88788604736328
2017-02-16,75.64262390136719
2017-02-17,77.21414184570312
2017-02-21,76.88713836669922
2017-02-22,76.48744201660156
2017-02-23,76.32393646240234
2017-02-24,76.38778686523438
2017-02-27,75.67635345458984
2017-02-28,75.56690216064453
2017-03-01,76.66142272949219
2017-03-02,75.63075256347656
2017-03-03,75.65811157226562
2017-03-06,75.43920135498047
2017-03-07,75.49391174316406
2017-03-08,75.63986206054688
2017-03-09,75.59425354003906
2017-03-10,78.23931121826172
2017-03-13,77.86534881591797
2017-03-14,77.32723999023438
2017-03-15,77.8288803100586
2017-03-16,78.0569076538086
2017-03-17,78.40350341796875
2017-03-20,78.90515899658203
2017-03-21,78.87781524658203
2017-03-22,78.92339324951172
2017-03-23,78.91426849365234
2017-03-24,78.44911193847656
2017-03-27,78.27579498291016
2017-03-28,78.08425903320312
2017-03-29,78.0021743774414
2017-03-30,77.83800506591797
2017-03-31,77.3363265991211
2017-04-03,76.15978240966797
2017-04-04,77.58260345458984
2017-04-05,77.74677276611328
2017-04-06,76.95327758789062
2017-04-07,76.75262451171875
2017-04-10,77.2724838256836
2017-04-11,77.39107513427734
2017-04-12,77.45491790771484
2017-04-13,77.47318267822266
2017-04-17,77.85623168945312
2017-04-18,78.7044906616211
2017-04-19,78.09339904785156
2017-04-20,78.46733856201172
2017-04-21,77.69206237792969
2017-04-24,78.43084716796875
2017-04-25,79.69866180419922
2017-04-26,80.09087371826172
2017-04-27,79.73516082763672
2017-04-28,79.47978973388672
2017-05-01,79.51627349853516
2017-05-02,79.78987884521484
2017-05-03,83.27405548095703
2017-05-04,83.78485107421875
2017-05-05,84.69694519042969
2017-05-08,84.46892547607422
2017-05-09,84.80638885498047
2017-05-10,85.8096923828125
2017-05-11,84.73342895507812
2017-05-12,84.76077270507812
2017-05-15,84.46892547607422
2017-05-16,83.82131958007812
2017-05-17,84.00375366210938
2017-05-18,83.3470458984375
2017-05-19,84.2500228881836
2017-05-22,84.7790298461914
2017-05-23,83.90342712402344
2017-05-24,84.8520278930664
2017-05-25,85.36276245117188
2017-05-26,85.77471160888672
2017-05-30,86.0401840209961
2017-05-31,86.1774673461914
2017-06-01,86.5619888305664
2017-06-02,87.99918365478516
2017-06-05,88.15478515625
2017-06-06,88.0907211303711
2017-06-07,88.34703826904297
2017-06-08,87.9259262084961
2017-06-09,88.2005615234375
2017-06-12,87.88935089111328
2017-06-13,88.46603393554688
2017-06-14,88.94206237792969
2017-06-15,89.29907989501953
2017-06-16,89.2532958984375
2017-06-19,89.88492584228516
2017-06-20,88.8413314819336
2017-06-21,89.09770202636719
2017-06-22,89.23499298095703
2017-06-23,88.78643798828125
2017-06-26,88.33788299560547
2017-06-27,88.25550842285156
2017-06-28,88.62165069580078
2017-06-29,87.53231811523438
2017-06-30,87.86186981201172
2017-07-03,87.70623779296875
2017-07-05,87.62382507324219
2017-07-06,86.81827545166016
2017-07-07,86.3056640625
2017-07-10,86.29647827148438
2017-07-11,85.92117309570312
2017-07-12,86.52534484863281
2017-07-13,86.71755981445312
2017-07-14,87.2485122680664
2017-07-17,88.06326293945312
2017-07-18,88.14562225341797
2017-07-19,88.74064636230469
2017-07-20,88.89627075195312
2017-07-21,89.66523742675781
2017-07-24,89.48214721679688
2017-07-25,90.3975830078125
2017-07-26,90.5531997680664
2017-07-27,91.11161041259766
2017-07-28,90.62642669677734
2017-07-31,90.61727905273438
2017-08-01,90.26939392089844
2017-08-02,90.15958404541016
2017-08-03,89.86663055419922
2017-08-04,90.24193572998047
2017-08-07,92.02700805664062
2017-08-08,92.5121841430664
2017-08-09,94.99297332763672
2017-08-10,93.08890533447266
2017-08-11,91.22145080566406
2017-08-14,92.57624816894531
2017-08-15,92.493896484375
2017-08-16,92.52130889892578
2017-08-17,90.00394439697266
2017-08-18,96.96111297607422
2017-08-21,97.47376251220703
2017-08-22,96.31116485595703
2017-08-23,95.61544799804688
2017-08-24,97.04350280761719
2017-08-25,97.49207305908203
2017-08-28,96.99772644042969
2017-08-29,97.07120513916016
2017-08-30,97.03446960449219
2017-08-31,98.25589752197266
2017-09-01,99.11915588378906
2017-09-05,99.13751220703125
2017-09-06,99.24771881103516
2017-09-07,99.3946762084961
2017-09-08,99.92730712890625
2017-09-11,99.86305236816406
2017-09-12,100.00997161865234
2017-09-13,100.70791625976562
2017-09-14,101.02935791015625
2017-09-15,100.73548889160156
2017-09-18,101.26812744140625
