,DELL
2017-04-19,16.903728485107422
2017-04-20,17.000656127929688
2017-04-21,16.874914169311523
2017-04-24,17.335947036743164
2017-04-25,17.38048553466797
2017-04-26,17.56646728515625
2017-04-27,17.66338539123535
2017-04-28,17.579565048217773
2017-05-01,17.700063705444336
2017-05-02,17.532411575317383
2017-05-03,17.333330154418945
2017-05-04,17.37262535095215
2017-05-05,17.62671661376953
2017-05-08,17.715776443481445
2017-05-09,17.613622665405273
2017-05-10,17.545509338378906
2017-05-11,17.314992904663086
2017-05-12,17.013750076293945
2017-05-15,17.356904983520508
2017-05-16,17.430252075195312
2017-05-17,16.99803352355957
2017-05-18,16.93778419494629
2017-05-19,17.005889892578125
2017-05-22,17.650293350219727
2017-05-23,17.650293350219727
2017-05-24,17.83103370666504
2017-05-25,17.9855899810791
2017-05-26,18.022262573242188
2017-05-30,18.009166717529297
2017-05-31,18.176816940307617
2017-06-01,18.14799690246582
2017-06-02,17.878189086914062
2017-06-05,17.448589324951172
2017-06-06,17.584800720214844
2017-06-07,17.768171310424805
2017-06-08,17.053041458129883
2017-06-09,16.387683868408203
2017-06-12,16.30385971069336
2017-06-13,16.45579719543457
2017-06-14,16.285526275634766
2017-06-15,16.20170021057129
2017-06-16,16.272422790527344
2017-06-19,16.4164981842041
2017-06-20,16.301244735717773
2017-06-21,16.586769104003906
2017-06-22,16.649635314941406
2017-06-23,16.665355682373047
2017-06-26,16.620820999145508
2017-06-27,16.235754013061523
2017-06-28,16.424362182617188
2017-06-29,15.92665195465088
2017-06-30,16.007856369018555
2017-07-03,15.811392784118652
2017-07-05,15.92665195465088
2017-07-06,15.937129020690918
2017-07-07,16.11263656616211
2017-07-10,16.110015869140625
2017-07-11,16.115257263183594
2017-07-12,16.133594512939453
2017-07-13,16.05762481689453
2017-07-14,16.031431198120117
2017-07-17,16.479372024536133
2017-07-18,16.432218551635742
2017-07-19,16.667972564697266
2017-07-20,16.749176025390625
2017-07-21,16.667972564697266
2017-07-24,16.67845344543457
2017-07-25,16.68893051147461
2017-07-26,16.7701358795166
2017-07-27,16.64177894592285
2017-07-28,16.691547393798828
2017-07-31,16.835620880126953
2017-08-01,16.888011932373047
2017-08-02,16.725601196289062
2017-08-03,16.767515182495117
2017-08-04,16.86705207824707
2017-08-07,16.882774353027344
2017-08-08,16.882774353027344
2017-08-09,16.79633140563965
2017-08-10,16.547475814819336
2017-08-11,16.5134220123291
2017-08-14,17.744598388671875
2017-08-15,17.343807220458984
2017-08-16,17.608379364013672
2017-08-17,17.393577575683594
2017-08-18,17.500978469848633
2017-08-21,17.5690860748291
2017-08-22,17.998689651489258
2017-08-23,18.127044677734375
2017-08-24,18.315649032592773
2017-08-25,18.792400360107425
2017-08-28,19.070072174072266
2017-08-29,19.10674095153809
2017-08-30,19.444658279418945
2017-08-31,19.628023147583008
2017-09-01,19.5834903717041
2017-09-05,19.593971252441406
2017-09-06,19.56254005432129
2017-09-07,19.50752830505371
2017-09-08,19.4525203704834
2017-09-11,19.76685905456543
2017-09-12,19.97380256652832
2017-09-13,20.099538803100582
2017-09-14,20.264568328857425
2017-09-15,20.16502571105957
2017-09-18,20.13097381591797
2017-09-19,20.12311553955078
2017-09-20,20.125732421875
2017-09-21,20.06548500061035
2017-09-22,20.17288398742676
2017-09-25,19.88998031616211
2017-09-26,19.93974876403809
2017-09-27,20.201698303222656
2017-09-28,20.209558486938477
2017-09-29,20.22527503967285
2017-10-02,20.416500091552734
2017-10-03,20.502946853637695
2017-10-04,20.489845275878903
2017-10-05,20.704647064208984
2017-10-06,20.704647064208984
2017-10-09,20.76227378845215
2017-10-10,20.715126037597656
2017-10-11,20.788471221923828
2017-10-12,21.03208351135254
2017-10-13,21.13424301147461
2017-10-16,21.244264602661133
2017-10-17,21.215452194213867
2017-10-18,21.30975341796875
2017-10-19,21.38572120666504
2017-10-20,21.542890548706055
2017-10-23,21.66600799560547
2017-10-24,21.80746078491211
2017-10-25,21.637191772460938
2017-10-26,21.734119415283203
2017-10-27,21.972490310668945
2017-10-30,21.781269073486328
2017-10-31,21.681724548339844
2017-11-01,21.584806442260746
2017-11-02,21.443347930908203
2017-11-03,21.18401527404785
2017-11-06,21.35428810119629
2017-11-07,21.60576057434082
2017-11-08,21.56122589111328
2017-11-09,21.44858741760254
2017-11-10,21.631956100463867
2017-11-13,21.430252075195312
2017-11-14,21.346426010131836
2017-11-15,21.026844024658203
2017-11-16,21.304513931274418
2017-11-17,21.346426010131836
2017-11-20,21.286176681518555
2017-11-21,21.54027557373047
2017-11-22,21.163063049316406
2017-11-24,21.20497703552246
2017-11-27,21.45644760131836
2017-11-28,21.62671661376953
2017-11-29,20.42959976196289
2017-11-30,20.495086669921875
2017-12-01,20.945642471313477
2017-12-04,19.61754608154297
2017-12-05,19.50752830505371
2017-12-06,19.662078857421875
2017-12-07,19.87950134277344
2017-12-08,20.235755920410156
2017-12-11,20.770130157470703
2017-12-12,20.75965690612793
2017-12-13,21.00589370727539
2017-12-14,20.893253326416016
2017-12-15,21.215452194213867
2017-12-18,22.20562744140625
2017-12-19,21.831039428710938
2017-12-20,21.83365821838379
2017-12-21,21.621477127075195
2017-12-22,21.500980377197266
2017-12-26,21.317611694335938
2017-12-27,21.286176681518555
2017-12-28,21.225933074951172
2017-12-29,21.291418075561523
2018-01-02,21.592662811279297
2018-01-03,21.820556640625
2018-01-04,22.208251953125
2018-01-05,22.37066078186035
2018-01-08,22.36541748046875
2018-01-09,22.07727432250977
2018-01-10,22.16371726989746
2018-01-11,22.745248794555664
2018-01-12,22.72429084777832
2018-01-16,22.55140686035156
2018-01-17,23.080547332763672
2018-01-18,23.15389060974121
2018-01-19,23.180091857910156
2018-01-22,23.295347213745117
2018-01-23,23.342500686645508
2018-01-24,23.148653030395508
2018-01-25,23.1669921875
2018-01-26,21.673866271972656
2018-01-29,19.593971252441406
2018-01-30,18.357561111450195
2018-01-31,18.78192138671875
2018-02-01,18.40209197998047
2018-02-02,18.572359085083008
2018-02-05,17.702686309814453
2018-02-06,17.611000061035156
2018-02-07,17.490501403808594
2018-02-08,17.18925666809082
2018-02-09,17.629337310791016
2018-02-12,17.820558547973633
2018-02-13,17.891286849975586
2018-02-14,18.30255126953125
2018-02-15,18.08251190185547
2018-02-16,18.281597137451172
2018-02-20,18.289457321166992
2018-02-21,18.315649032592773
2018-02-22,18.48329734802246
2018-02-23,18.802879333496097
2018-02-26,18.962669372558594
2018-02-27,19.054349899291992
2018-02-28,19.460376739501953
2018-03-01,19.743284225463867
2018-03-02,19.295347213745117
2018-03-05,19.384410858154297
2018-03-06,19.803531646728516
2018-03-07,20.248851776123047
2018-03-08,20.28028678894043
2018-03-09,20.557954788208008
2018-03-12,20.374588012695312
2018-03-13,20.25933074951172
2018-03-14,20.385066986083984
2018-03-15,20.332674026489254
2018-03-16,20.42173957824707
2018-03-19,20.42435646057129
2018-03-20,20.495086669921875
2018-03-21,19.908313751220703
2018-03-22,19.50490951538086
2018-03-23,19.15913200378418
2018-03-26,19.6804141998291
2018-03-27,19.300586700439453
2018-03-28,18.886701583862305
2018-03-29,19.177473068237305
2018-04-02,19.007200241088867
2018-04-03,19.075305938720703
2018-04-04,19.11460304260254
2018-04-05,19.072690963745117
2018-04-06,18.674524307250977
2018-04-09,18.834312438964844
2018-04-10,19.06744956970215
2018-04-11,18.8421688079834
2018-04-12,19.03863525390625
2018-04-13,19.096263885498047
2018-04-16,19.476093292236328
2018-04-17,19.748525619506836
2018-04-18,19.853302001953125
2018-04-19,19.358217239379883
2018-04-20,19.03601455688477
2018-04-23,19.146032333374023
2018-04-24,18.973146438598633
2018-04-25,18.802879333496097
2018-04-26,19.11460304260254
2018-04-27,19.02291679382324
2018-04-30,18.80026054382324
2018-05-01,18.70595932006836
2018-05-02,18.519969940185547
2018-05-03,18.650949478149418
2018-05-04,19.109359741210938
2018-05-07,18.988862991333008
2018-05-08,18.863126754760746
2018-05-09,19.04911231994629
2018-05-10,19.565156936645508
2018-05-11,19.468233108520508
2018-05-14,19.295347213745117
2018-05-15,19.363454818725582
2018-05-16,19.442041397094727
2018-05-17,19.468233108520508
2018-05-18,20.64439582824707
2018-05-21,21.079235076904297
2018-05-22,21.157819747924805
2018-05-23,21.45120620727539
2018-05-24,21.655529022216797
2018-05-25,21.485261917114254
2018-05-29,21.10019302368164
2018-05-30,21.228551864624023
2018-05-31,21.129009246826172
2018-06-01,22.22658348083496
2018-06-04,22.27373504638672
2018-06-05,22.698095321655273
2018-06-06,22.8814640045166
2018-06-07,23.067447662353516
2018-06-08,23.13817596435547
2018-06-11,22.95743179321289
2018-06-12,22.71381568908691
2018-06-13,23.028154373168945
2018-06-14,23.028154373168945
2018-06-15,23.15389060974121
2018-06-18,23.462993621826172
2018-06-19,23.313682556152344
2018-06-20,23.36607551574707
2018-06-21,23.33726501464844
2018-06-22,23.256053924560547
2018-06-25,22.517353057861328
2018-06-26,22.648326873779297
2018-06-27,22.003923416137695
2018-06-28,22.336599349975582
2018-06-29,22.155858993530273
2018-07-02,24.151927947998047
2018-07-03,24.84086227416992
2018-07-05,24.58414649963379
2018-07-06,24.450550079345703
2018-07-09,24.526517868041992
2018-07-10,24.720365524291992
2018-07-11,24.64701461791992
2018-07-12,24.91682243347168
2018-07-13,24.85919761657715
2018-07-16,24.82776260375977
2018-07-17,24.84872055053711
2018-07-18,24.903732299804688
2018-07-19,24.817285537719727
2018-07-20,24.707263946533203
2018-07-23,24.52389907836914
2018-07-24,24.38768196105957
2018-07-25,24.5710506439209
2018-07-26,24.72822380065918
2018-07-27,24.536996841430664
2018-07-30,24.285524368286133
2018-07-31,24.235754013061523
2018-08-01,24.28814125061035
2018-08-02,24.371967315673828
2018-08-03,24.38506507873535
2018-08-06,24.47675132751465
2018-08-07,24.54485321044922
2018-08-08,24.662736892700195
2018-08-09,24.81466484069824
2018-08-10,24.76227569580078
2018-08-13,24.623441696166992
2018-08-14,24.84872055053711
2018-08-15,24.80156898498535
2018-08-16,25.037324905395508
2018-08-17,24.888011932373047
2018-08-20,24.893251419067383
2018-08-21,24.911584854125977
2018-08-22,25.076614379882812
2018-08-23,24.966596603393555
2018-08-24,24.974454879760746
2018-08-27,24.9927921295166
2018-08-28,24.9534969329834
2018-08-29,25.165679931640625
2018-08-30,25.312376022338867
2018-08-31,25.191871643066406
2018-09-04,25.186635971069336
2018-09-05,25.06613540649414
2018-09-06,25.11590576171875
2018-09-07,25.21545028686523
2018-09-10,25.37000274658203
2018-09-11,25.330711364746097
2018-09-12,25.469545364379883
2018-09-13,25.500978469848633
2018-09-14,25.841514587402344
2018-09-17,25.493118286132812
2018-09-18,25.246883392333984
2018-09-19,25.005887985229492
2018-09-20,25.136865615844727
2018-09-21,25.199735641479492
2018-09-24,25.199735641479492
2018-09-25,25.396196365356445
2018-09-26,25.30713653564453
2018-09-27,25.474781036376953
2018-09-28,25.44072914123535
2018-10-01,25.333332061767575
2018-10-02,25.346426010131836
2018-10-03,25.30713653564453
2018-10-04,25.32809257507324
2018-10-05,25.39881896972656
2018-10-08,25.02946662902832
2018-10-09,24.775373458862305
2018-10-10,24.222654342651367
2018-10-11,24.031429290771484
2018-10-12,24.754417419433594
2018-10-15,24.885393142700195
2018-10-16,25.05828285217285
2018-10-17,24.911584854125977
2018-10-18,24.75179672241211
2018-10-19,24.56581115722656
2018-10-22,24.80942726135254
2018-10-23,24.32744026184082
2018-10-24,23.53634262084961
2018-10-25,23.798294067382812
2018-10-26,23.174850463867188
2018-10-29,22.72691345214844
2018-10-30,23.229860305786133
2018-10-31,23.677797317504883
2018-11-01,23.879499435424805
2018-11-02,23.884735107421875
2018-11-05,24.023571014404297
2018-11-06,24.125730514526367
2018-11-07,25.63457489013672
2018-11-08,25.912242889404297
2018-11-09,25.684345245361328
2018-11-12,25.802223205566406
2018-11-13,26.606414794921875
2018-11-14,27.68565559387207
2018-11-15,27.5206241607666
2018-11-16,27.366071701049805
2018-11-19,27.059589385986328
2018-11-20,26.886701583862305
2018-11-21,26.97838592529297
2018-11-23,27.222000122070312
2018-11-26,27.669937133789062
2018-11-27,27.415843963623047
2018-11-28,27.924028396606445
2018-11-29,27.76685905456543
2018-11-30,27.630645751953125
2018-12-03,27.643741607666016
2018-12-04,27.363452911376953
2018-12-06,27.664697647094727
2018-12-07,27.24295425415039
2018-12-10,27.27176856994629
2018-12-11,27.434181213378903
2018-12-12,27.50752639770508
2018-12-13,27.635883331298828
2018-12-14,27.71184730529785
2018-12-17,27.525861740112305
2018-12-18,27.73018455505371
2018-12-19,27.465614318847656
2018-12-20,27.08840560913086
2018-12-21,26.91027450561523
2018-12-24,21.087095260620117
2018-12-26,21.252126693725582
2018-12-27,20.95611572265625
2018-12-28,21.492223739624023
2018-12-31,23.11963653564453
2019-01-02,22.29174041748047
2019-01-03,21.35030174255371
2019-01-04,21.77134132385254
2019-01-07,21.913267135620117
2019-01-08,22.17346572875977
2019-01-09,22.20658302307129
2019-01-10,21.37868309020996
2019-01-11,21.038063049316406
2019-01-14,20.248010635375977
2019-01-15,20.34736061096191
2019-01-16,20.162857055664062
2019-01-17,20.67851829528809
2019-01-18,20.508211135864254
2019-01-22,20.844097137451172
2019-01-23,21.109025955200195
2019-01-24,21.26987648010254
2019-01-25,21.719303131103516
2019-01-28,22.187658309936523
2019-01-29,22.164005279541016
2019-01-30,22.708053588867188
2019-01-31,22.98717498779297
2019-02-01,23.48864364624023
2019-02-04,24.0468807220459
2019-02-05,24.160415649414062
2019-02-06,24.09891891479492
2019-02-07,23.86237335205078
2019-02-08,24.359113693237305
2019-02-11,24.609848022460938
2019-02-12,25.357324600219727
2019-02-13,25.52290153503418
2019-02-14,25.726327896118164
2019-02-15,26.01963996887207
2019-02-19,26.03856658935547
2019-02-20,26.27510643005371
2019-02-21,26.27510643005371
2019-02-22,26.577880859375
2019-02-25,26.795501708984375
2019-02-26,26.83808135986328
2019-02-27,26.610998153686523
2019-02-28,26.40757179260254
2019-03-01,26.80023193359375
2019-03-04,26.18048858642578
2019-03-05,26.076412200927734
2019-03-06,25.418825149536133
2019-03-07,25.134973526000977
2019-03-08,24.76596450805664
2019-03-11,25.61751937866211
2019-03-12,25.877716064453125
2019-03-13,25.99598693847656
2019-03-14,27.050966262817383
2019-03-15,28.493873596191406
2019-03-18,28.61687660217285
2019-03-19,28.59322166442871
2019-03-20,28.210020065307617
2019-03-21,28.72095489501953
2019-03-22,28.17217254638672
2019-03-25,27.103002548217773
2019-03-26,27.859941482543945
2019-03-27,27.221277236938477
2019-03-28,26.92796516418457
2019-03-29,27.76532554626465
2019-04-01,28.588489532470703
2019-04-02,28.98588180541992
2019-04-03,29.13726806640625
2019-04-04,28.545907974243164
2019-04-05,29.42584991455078
2019-04-08,29.563045501708984
2019-04-09,29.203500747680664
2019-04-10,29.941509246826172
2019-04-11,30.211170196533203
2019-04-12,30.045589447021484
2019-04-15,30.220632553100582
2019-04-16,29.70496940612793
2019-04-17,29.686044692993164
2019-04-18,29.733352661132812
2019-04-22,29.922588348388672
2019-04-23,30.750486373901367
2019-04-24,31.34184455871582
2019-04-25,31.696657180786133
2019-04-26,30.920795440673828
2019-04-29,31.010679244995117
2019-04-30,31.89061164855957
2019-05-01,32.44412612915039
2019-05-02,32.23596954345703
2019-05-03,32.50090026855469
2019-05-06,32.259620666503906
2019-05-07,31.928468704223633
2019-05-08,31.743959426879883
2019-05-09,31.739233016967773
2019-05-10,31.77234649658203
2019-05-13,30.296329498291016
2019-05-14,31.294530868530273
2019-05-15,32.1224250793457
2019-05-16,33.02128982543945
2019-05-17,32.846248626708984
2019-05-20,32.16973876953125
2019-05-21,32.95033264160156
2019-05-22,32.642826080322266
2019-05-23,31.08164405822754
2019-05-24,31.280332565307617
2019-05-28,31.417539596557617
2019-05-29,31.318185806274418
2019-05-30,31.417539596557617
2019-05-31,28.17217254638672
2019-06-03,26.426494598388672
2019-06-04,27.28750991821289
2019-06-05,25.783098220825195
2019-06-06,25.18228530883789
2019-06-07,25.68848419189453
2019-06-10,25.64117431640625
2019-06-11,25.7074031829834
2019-06-12,25.087665557861328
2019-06-13,25.46613311767578
2019-06-14,24.2786922454834
2019-06-17,23.952260971069336
2019-06-18,24.36857795715332
2019-06-19,25.272172927856445
2019-06-20,25.740522384643555
2019-06-21,25.541826248168945
2019-06-24,25.21540069580078
2019-06-25,24.747045516967773
2019-06-26,25.18228530883789
2019-06-27,24.699737548828125
2019-06-28,24.032684326171875
2019-07-01,24.392230987548828
2019-07-02,24.685543060302734
2019-07-03,25.035627365112305
2019-07-05,24.77543067932129
2019-07-08,24.264493942260746
2019-07-09,24.17461395263672
2019-07-10,24.73758316040039
2019-07-11,25.300556182861328
2019-07-12,25.44247817993164
2019-07-15,26.123722076416016
2019-07-16,26.49745750427246
2019-07-17,26.729267120361328
2019-07-18,27.150318145751953
2019-07-19,26.87119483947754
2019-07-22,26.69141960144043
2019-07-23,26.23726272583008
2019-07-24,26.5968074798584
2019-07-25,26.052757263183594
2019-07-26,26.1521053314209
2019-07-29,26.47853660583496
2019-07-30,27.074623107910156
2019-07-31,27.31589698791504
2019-08-01,27.292240142822266
2019-08-02,24.794353485107425
2019-08-05,23.852914810180664
2019-08-06,24.01849365234375
2019-08-07,23.83399200439453
2019-08-08,24.28342056274414
2019-08-09,23.857641220092773
2019-08-12,23.398754119873047
2019-08-13,23.42713928222656
2019-08-14,22.991905212402344
2019-08-15,22.187658309936523
2019-08-16,22.91147804260254
2019-08-19,23.204790115356445
2019-08-20,22.930400848388672
2019-08-21,23.17167282104492
2019-08-22,23.200061798095703
2019-08-23,21.671995162963867
2019-08-26,21.955846786499023
2019-08-27,21.572650909423828
2019-08-28,21.430723190307617
2019-08-29,22.12615966796875
2019-08-30,24.37803840637207
2019-09-03,24.160415649414062
2019-09-04,24.221921920776367
2019-09-05,25.035627365112305
2019-09-06,25.243783950805664
2019-09-09,25.68375015258789
2019-09-10,26.246721267700195
2019-09-11,26.161563873291016
2019-09-12,25.61751937866211
2019-09-13,25.31474876403809
2019-09-16,25.5938663482666
2019-09-17,25.475595474243164
2019-09-18,24.978857040405273
2019-09-19,25.092397689819336
2019-09-20,24.52942657470703
2019-09-23,25.045087814331055
2019-09-24,24.695005416870117
2019-09-25,25.423555374145508
2019-09-26,24.67135238647461
2019-09-27,24.10365104675293
2019-09-30,24.53415870666504
2019-10-01,24.430078506469727
2019-10-02,24.02322578430176
2019-10-03,24.155689239501953
2019-10-04,23.781953811645508
2019-10-07,23.900222778320312
2019-10-08,23.09125328063965
2019-10-09,23.398754119873047
2019-10-10,23.18113899230957
2019-10-11,23.796144485473633
2019-10-14,23.975915908813477
2019-10-15,24.188804626464844
2019-10-16,23.909683227539062
2019-10-17,23.829261779785156
2019-10-18,23.59272193908691
2019-10-21,23.649490356445312
2019-10-22,23.644760131835938
2019-10-23,23.796144485473633
2019-10-24,24.13203239440918
2019-10-25,24.448999404907227
2019-10-28,24.406423568725582
2019-10-29,25.191743850708008
2019-10-30,25.42828369140625
2019-10-31,25.02143287658691
2019-11-01,25.187015533447266
2019-11-04,25.470861434936523
2019-11-05,25.749984741210938
2019-11-06,25.702672958374023
2019-11-07,25.693212509155273
2019-11-08,25.693212509155273
2019-11-11,25.792560577392575
2019-11-12,26.223072052001953
2019-11-13,25.915563583374023
2019-11-14,26.04329490661621
2019-11-15,26.322418212890625
2019-11-18,26.2893009185791
2019-11-19,26.59207344055176
2019-11-20,26.14737319946289
2019-11-21,25.409360885620117
2019-11-22,25.362058639526367
2019-11-25,26.04802703857422
2019-11-26,25.163360595703125
2019-11-27,23.80560874938965
2019-11-29,22.939865112304688
2019-12-02,22.57558822631836
2019-12-03,22.4242000579834
2019-12-04,22.556665420532227
2019-12-05,22.395816802978516
2019-12-06,22.29174041748047
2019-12-09,22.54247283935547
2019-12-10,22.405275344848633
2019-12-11,22.57085609436035
2019-12-12,23.41768264770508
2019-12-13,23.346715927124023
2019-12-16,23.41295051574707
2019-12-17,23.62110710144043
2019-12-18,23.65422248840332
2019-12-19,23.6021785736084
2019-12-20,23.47444725036621
2019-12-23,23.871835708618164
2019-12-24,24.0468807220459
2019-12-26,24.60511779785156
2019-12-27,24.117841720581055
2019-12-30,24.084726333618164
2019-12-31,24.311805725097656
2020-01-02,24.73758316040039
2020-01-03,23.923877716064453
2020-01-06,24.165149688720703
2020-01-07,23.55960273742676
2020-01-08,23.65422248840332
2020-01-09,23.47444725036621
2020-01-10,23.42241096496582
2020-01-13,23.573793411254883
2020-01-14,24.061071395874023
2020-01-15,23.938068389892575
2020-01-16,24.28815269470215
2020-01-17,23.8150691986084
2020-01-21,23.318330764770508
2020-01-22,23.62583351135254
2020-01-23,23.829261779785156
2020-01-24,23.644760131835938
2020-01-27,22.77901268005371
2020-01-28,23.02975082397461
2020-01-29,23.157482147216797
2020-01-30,23.360912322998047
2020-01-31,23.072324752807617
2020-02-03,23.266292572021484
2020-02-04,24.141498565673828
2020-02-05,24.0279541015625
2020-02-06,25.00251007080078
2020-02-07,24.42061424255371
2020-02-10,24.652429580688477
2020-02-11,24.723390579223633
2020-02-12,25.21540069580078
2020-02-13,24.86058807373047
2020-02-14,25.016704559326172
2020-02-18,24.964664459228516
2020-02-19,25.23432159423828
2020-02-20,25.049816131591797
2020-02-21,24.467924118041992
2020-02-24,22.854705810546875
2020-02-25,21.8659610748291
2020-02-26,21.72876739501953
2020-02-27,20.60755729675293
2020-02-28,19.1409969329834
2020-03-02,20.054044723510746
2020-03-03,19.76546287536621
2020-03-04,20.522401809692383
2020-03-05,19.325502395629883
2020-03-06,18.743602752685547
2020-03-09,17.14930534362793
2020-03-10,18.516523361206055
2020-03-11,17.475740432739258
2020-03-12,15.488781929016112
2020-03-13,17.007383346557617
2020-03-16,15.23805046081543
2020-03-17,14.817002296447754
2020-03-18,13.657947540283203
2020-03-19,15.11977767944336
2020-03-20,15.370512008666992
2020-03-23,16.056482315063477
2020-03-24,18.379329681396484
2020-03-25,18.61113929748535
2020-03-26,20.125009536743164
2020-03-27,18.332021713256836
2020-03-30,18.828758239746097
2020-03-31,18.710487365722656
2020-04-01,17.45681381225586
2020-04-02,17.570356369018555
2020-04-03,17.239194869995117
2020-04-06,18.407716751098633
2020-04-07,18.152246475219727
2020-04-08,19.1031494140625
2020-04-09,19.661388397216797
2020-04-13,19.1409969329834
2020-04-14,19.557310104370117
2020-04-15,19.136266708374023
2020-04-16,19.443767547607425
2020-04-17,19.637733459472656
2020-04-20,19.377538681030273
2020-04-21,17.693361282348633
2020-04-22,18.332021713256836
2020-04-23,18.407716751098633
2020-04-24,18.776721954345703
2020-04-27,19.013263702392575
2020-04-28,19.32076644897461
2020-04-29,20.52713203430176
2020-04-30,20.19597053527832
2020-05-01,18.923377990722656
