,SYK
2015-10-27,84.51992797851562
2015-10-28,86.25823974609375
2015-10-29,86.33031463623047
2015-10-30,86.1231689453125
2015-11-02,87.10489654541016
2015-11-03,87.1859359741211
2015-11-04,87.81644439697266
2015-11-05,87.89746856689453
2015-11-06,87.906494140625
2015-11-09,87.19496154785156
2015-11-10,87.906494140625
2015-11-11,87.93352508544922
2015-11-12,86.11412811279297
2015-11-13,86.13215637207031
2015-11-16,87.05985260009766
2015-11-17,87.01481628417969
2015-11-18,87.3750991821289
2015-11-19,85.93400573730469
2015-11-20,86.89774322509766
2015-11-23,86.53746795654297
2015-11-24,87.01481628417969
2015-11-25,87.5642318725586
2015-11-27,88.34783172607422
2015-11-30,86.87973022460938
2015-12-01,87.17694091796875
2015-12-02,86.69960021972656
2015-12-03,83.38507080078125
2015-12-04,84.97025299072266
2015-12-07,84.79014587402344
2015-12-08,84.23172760009766
2015-12-09,83.15087890625
2015-12-10,83.70030212402344
2015-12-11,83.04280853271484
2015-12-14,82.33129119873047
2015-12-15,83.25898742675781
2015-12-16,84.60100555419922
2015-12-17,83.50216674804688
2015-12-18,82.19618225097656
2015-12-21,82.34027862548828
2015-12-22,83.52018737792969
2015-12-23,84.77212524414062
2015-12-24,84.9883041381836
2015-12-28,84.6190185546875
2015-12-29,85.74038696289062
2015-12-30,85.23394775390625
2015-12-31,84.04930114746094
2016-01-04,81.40860748291016
2016-01-05,82.19536590576172
2016-01-06,82.06877136230469
2016-01-07,79.97975158691406
2016-01-08,79.48235321044922
2016-01-11,79.15680694580078
2016-01-12,80.24201202392578
2016-01-13,80.76651000976562
2016-01-14,82.2225112915039
2016-01-15,82.39432525634766
2016-01-19,82.80126953125
2016-01-20,82.29486083984375
2016-01-21,83.09972381591797
2016-01-22,84.92649841308594
2016-01-25,85.37865447998047
2016-01-26,86.83464050292969
2016-01-27,89.16781616210938
2016-01-28,88.00122833251953
2016-01-29,89.66521453857422
2016-02-01,89.6833267211914
2016-02-02,89.55670928955078
2016-02-03,89.61094665527344
2016-02-04,90.01789093017578
2016-02-05,87.63948822021484
2016-02-08,86.87081909179688
2016-02-09,87.39531707763672
2016-02-10,88.71566772460938
2016-02-11,86.96122741699219
2016-02-12,88.01934051513672
2016-02-16,88.08261108398438
2016-02-17,87.07881164550781
2016-02-18,87.6666259765625
2016-02-19,88.37203979492188
2016-02-22,89.56572723388672
2016-02-23,89.41200256347656
2016-02-24,90.04503631591797
2016-02-25,92.06172943115234
2016-02-26,91.66382598876953
2016-02-29,90.32538604736328
2016-03-01,91.26591491699219
2016-03-02,91.80850982666016
2016-03-03,93.05648040771484
2016-03-04,93.55387115478516
2016-03-07,93.0022201538086
2016-03-08,92.9479751586914
2016-03-09,93.25543975830078
2016-03-10,93.8251724243164
2016-03-11,94.95561218261719
2016-03-14,95.1274642944336
2016-03-15,94.81993865966797
2016-03-16,95.13645935058594
2016-03-17,93.4182357788086
2016-03-18,94.9103775024414
2016-03-21,94.8290023803711
2016-03-22,94.90135192871094
2016-03-23,95.48918151855469
2016-03-24,95.15457153320312
2016-03-28,95.00987243652344
2016-03-29,96.99755096435547
2016-03-30,97.16092681884766
2016-03-31,97.3787612915039
2016-04-01,98.49512481689453
2016-04-04,99.23029327392578
2016-04-05,97.15186309814453
2016-04-06,98.23194122314453
2016-04-07,97.9778060913086
2016-04-08,98.51326751708984
2016-04-11,98.25009155273438
2016-04-12,99.33922576904297
2016-04-13,99.4935302734375
2016-04-14,99.9291763305664
2016-04-15,99.6568832397461
2016-04-18,100.1923828125
2016-04-19,99.59337615966797
2016-04-20,100.50099182128906
2016-04-21,99.21215057373047
2016-04-22,99.2938461303711
2016-04-25,99.37554168701172
2016-04-26,99.39366912841797
2016-04-27,99.87472534179688
2016-04-28,99.43904113769531
2016-04-29,98.93985748291016
2016-05-02,99.7839584350586
2016-05-03,99.08509063720703
2016-05-04,98.55864715576172
2016-05-05,99.94732666015625
2016-05-06,100.93663787841797
2016-05-09,101.03649139404297
2016-05-10,101.4267349243164
2016-05-11,101.18170928955078
2016-05-12,101.49028778076172
2016-05-13,100.66436004638672
2016-05-16,101.97129821777344
2016-05-17,99.9654769897461
2016-05-18,99.71136474609375
2016-05-19,99.37554168701172
2016-05-20,100.06532287597656
2016-05-23,100.08348083496094
2016-05-24,101.35415649414062
2016-05-25,101.53565979003906
2016-05-26,101.2724609375
2016-05-27,101.44493103027344
2016-05-31,100.89124298095703
2016-06-01,101.34507751464844
2016-06-02,102.25270080566406
2016-06-03,103.06953430175781
2016-06-06,103.04230499267578
2016-06-07,102.18914031982422
2016-06-08,103.73212432861328
2016-06-09,104.67605590820312
2016-06-10,103.9771728515625
2016-06-13,103.86827087402344
2016-06-14,104.7577133178711
2016-06-15,103.7774887084961
2016-06-16,104.03164672851562
2016-06-17,103.81379699707031
2016-06-20,105.36581420898438
2016-06-21,105.70166015625
2016-06-22,105.84689331054688
2016-06-23,107.44427490234375
2016-06-24,105.81964111328125
2016-06-27,104.17684173583984
2016-06-28,105.59744262695312
2016-06-29,108.1927490234375
2016-06-30,109.12161254882812
2016-07-01,109.64974975585938
2016-07-05,110.37826538085938
2016-07-06,110.26901245117188
2016-07-07,110.21436309814453
2016-07-08,111.36177825927734
2016-07-11,111.6895980834961
2016-07-12,111.84439849853516
2016-07-13,111.56210327148438
2016-07-14,111.37088775634766
2016-07-15,111.17053985595703
2016-07-18,110.75164794921875
2016-07-19,110.87913513183594
2016-07-20,111.42552947998047
2016-07-21,111.6076431274414
2016-07-22,106.57183074951172
2016-07-25,105.57014465332031
2016-07-26,106.03455352783203
2016-07-27,104.56841278076172
2016-07-28,104.6867904663086
2016-07-29,105.88885498046875
2016-08-01,106.56272888183594
2016-08-02,105.36065673828125
2016-08-03,104.5593032836914
2016-08-04,104.58663177490234
2016-08-05,104.63218688964844
2016-08-08,104.5593032836914
2016-08-09,105.13300323486328
2016-08-10,105.20586395263672
2016-08-11,105.20586395263672
2016-08-12,105.24229431152344
2016-08-15,104.93270111083984
2016-08-16,103.33905792236328
2016-08-17,103.03855895996094
2016-08-18,103.5849380493164
2016-08-19,103.60313415527344
2016-08-22,103.94007110595703
2016-08-23,103.45745086669922
2016-08-24,102.55591583251953
2016-08-25,103.18424987792969
2016-08-26,104.21328735351562
2016-08-29,105.88885498046875
2016-08-30,105.5792236328125
2016-08-31,105.32424926757812
2016-09-01,104.93270111083984
2016-09-02,105.26962280273438
2016-09-06,106.44432067871094
2016-09-07,104.87805938720703
2016-09-08,104.60482788085938
2016-09-09,100.6617660522461
2016-09-12,102.62874603271484
2016-09-13,100.64356231689453
2016-09-14,101.08979797363281
2016-09-15,103.35726165771484
2016-09-16,104.10398864746094
2016-09-19,104.19507598876953
2016-09-20,104.35897064208984
2016-09-21,106.03455352783203
2016-09-22,107.85584259033203
2016-09-23,107.23658752441406
2016-09-26,105.82511901855469
2016-09-27,107.27300262451172
2016-09-28,107.17251586914062
2016-09-29,105.70164489746094
2016-09-30,106.35030364990234
2016-10-03,106.3868408203125
2016-10-04,106.21324920654297
2016-10-05,106.57869720458984
2016-10-06,106.5695571899414
2016-10-07,106.25894165039062
2016-10-10,107.66585540771484
2016-10-11,103.90190124511719
2016-10-12,104.075439453125
2016-10-13,103.76485443115234
2016-10-14,103.82879638671875
2016-10-17,103.75572204589844
2016-10-18,104.8885726928711
2016-10-19,104.45004272460938
2016-10-20,104.65104675292969
2016-10-21,103.88362121582031
2016-10-24,104.81546020507812
2016-10-25,103.40856170654297
2016-10-26,100.39373779296875
2016-10-27,100.23843383789062
2016-10-28,104.39521789550781
2016-10-31,105.38190460205078
2016-11-01,104.87028503417969
2016-11-02,105.5189437866211
2016-11-03,105.65596771240234
2016-11-04,107.02635955810547
2016-11-07,109.33773040771484
2016-11-08,110.40660095214844
2016-11-09,106.19501495361328
2016-11-10,104.17597961425781
2016-11-11,100.82311248779297
2016-11-14,97.46112823486328
2016-11-15,100.25668334960938
2016-11-16,99.93692779541016
2016-11-17,101.08806610107422
2016-11-18,101.8097915649414
2016-11-21,101.8371810913086
2016-11-22,101.13374328613281
2016-11-23,102.09297943115234
2016-11-25,103.08882141113281
2016-11-28,103.18930053710938
2016-11-29,105.43669128417969
2016-11-30,103.83793640136719
2016-12-01,102.09297943115234
2016-12-02,102.39449310302734
2016-12-05,102.33049774169922
2016-12-06,102.86039733886719
2016-12-07,103.84706115722656
2016-12-08,105.52806854248047
2016-12-09,106.4325180053711
2016-12-12,107.41920471191406
2016-12-13,107.46485900878906
2016-12-14,106.64264678955078
2016-12-15,108.55204772949219
2016-12-16,108.48809051513672
2016-12-19,108.54289245605469
2016-12-20,109.18241119384766
2016-12-21,109.08192443847656
2016-12-22,110.0685806274414
2016-12-23,110.32439422607422
2016-12-27,110.40660095214844
2016-12-28,109.90692138671875
2016-12-29,110.49370574951172
2016-12-30,109.8427734375
2017-01-03,109.49440002441406
2017-01-04,110.1086196899414
2017-01-05,108.8984603881836
2017-01-06,107.95417022705078
2017-01-09,109.11849212646484
2017-01-10,111.75888061523438
2017-01-11,113.37248229980469
2017-01-12,113.00575256347656
2017-01-13,112.69404602050781
2017-01-17,112.35480499267578
2017-01-18,112.21730041503906
2017-01-19,111.96977233886719
2017-01-20,111.6213607788086
2017-01-23,111.30965423583984
2017-01-24,111.39217376708984
2017-01-25,111.03462219238281
2017-01-26,110.77791595458984
2017-01-27,113.03324890136719
2017-01-30,112.31815338134766
2017-01-31,113.25328826904297
2017-02-01,112.87738037109375
2017-02-02,113.12494659423828
2017-02-03,113.09744262695312
2017-02-06,112.15312194824219
2017-02-07,112.31815338134766
2017-02-08,112.22647857666016
2017-02-09,113.0607681274414
2017-02-10,113.05159759521484
2017-02-13,113.98673248291016
2017-02-14,114.8393783569336
2017-02-15,115.29776763916016
2017-02-16,115.28861999511719
2017-02-17,115.82952117919922
2017-02-21,116.58130645751953
2017-02-22,116.70048522949219
2017-02-23,117.9656753540039
2017-02-24,118.5157699584961
2017-02-27,117.88317108154297
2017-02-28,117.86483001708984
2017-03-01,120.14765167236328
2017-03-02,119.90933990478516
2017-03-03,119.36842346191406
2017-03-06,118.90081787109375
2017-03-07,118.39657592773438
2017-03-08,118.57994842529297
2017-03-09,119.0108413696289
2017-03-10,119.18505096435547
2017-03-13,120.45024871826172
2017-03-14,120.07433319091797
2017-03-15,121.77961730957031
2017-03-16,120.56026458740234
2017-03-17,121.62371063232422
2017-03-20,121.55957794189453
2017-03-21,121.36702728271484
2017-03-22,121.43122863769531
2017-03-23,120.64276885986328
2017-03-24,121.48621368408203
2017-03-27,121.46791076660156
2017-03-28,121.66043090820312
2017-03-29,121.31550598144531
2017-03-30,121.36148834228516
2017-03-31,121.0855712890625
2017-04-03,121.3431167602539
2017-04-04,120.8648452758789
2017-04-05,120.6532974243164
2017-04-06,120.34058380126953
2017-04-07,120.34058380126953
2017-04-10,120.23938751220703
2017-04-11,120.11063385009766
2017-04-12,119.945068359375
2017-04-13,119.50360107421875
2017-04-17,120.46012878417969
2017-04-18,120.40496063232422
2017-04-19,121.24195098876953
2017-04-20,122.10649108886719
2017-04-21,122.27207946777344
2017-04-24,123.660888671875
2017-04-25,124.70941162109375
2017-04-26,125.26126861572266
2017-04-27,124.50704956054688
2017-04-28,125.42679595947266
2017-05-01,124.87495422363281
2017-05-02,125.24285888671875
2017-05-03,124.81975555419922
2017-05-04,124.1483383178711
2017-05-05,125.04972839355469
2017-05-08,124.02877807617188
2017-05-09,124.04720306396484
2017-05-10,123.28378295898438
2017-05-11,124.01958465576172
2017-05-12,124.001220703125
2017-05-15,125.11408233642578
2017-05-16,123.9552230834961
2017-05-17,122.82393646240234
2017-05-18,124.01958465576172
2017-05-19,125.83150482177734
2017-05-22,127.51463317871094
2017-05-23,128.6735382080078
2017-05-24,128.75631713867188
2017-05-25,129.5473175048828
2017-05-26,129.93360900878906
2017-05-30,130.58660888671875
2017-05-31,131.48800659179688
2017-06-01,133.08837890625
2017-06-02,132.88601684570312
2017-06-05,132.64683532714844
2017-06-06,132.49050903320312
2017-06-07,132.84922790527344
2017-06-08,131.0005340576172
2017-06-09,130.4854736328125
2017-06-12,129.33578491210938
2017-06-13,129.850830078125
2017-06-14,130.50384521484375
2017-06-15,129.89682006835938
2017-06-16,130.8257598876953
2017-06-19,130.03480529785156
2017-06-20,129.66685485839844
2017-06-21,129.50132751464844
2017-06-22,129.88758850097656
2017-06-23,129.7956085205078
2017-06-26,128.68276977539062
2017-06-27,128.38839721679688
2017-06-28,128.97427368164062
2017-06-29,128.06092834472656
2017-06-30,128.0332794189453
2017-07-03,127.51660919189453
2017-07-05,128.9188690185547
2017-07-06,128.48526000976562
2017-07-07,130.1919708251953
2017-07-10,129.6753692626953
2017-07-11,129.6200714111328
2017-07-12,133.18109130859375
2017-07-13,132.11094665527344
2017-07-14,134.1405792236328
2017-07-17,133.59628295898438
2017-07-18,134.11289978027344
2017-07-19,134.89710998535156
2017-07-20,135.98570251464844
2017-07-21,134.86940002441406
2017-07-24,135.4690704345703
2017-07-25,134.74954223632812
2017-07-26,134.4635009765625
2017-07-27,132.89512634277344
2017-07-28,136.35476684570312
2017-07-31,135.7089385986328
2017-08-01,136.41934204101562
2017-08-02,133.90069580078125
2017-08-03,135.03549194335938
2017-08-04,135.18304443359375
2017-08-07,135.3675994873047
2017-08-08,134.8232879638672
2017-08-09,133.93760681152344
2017-08-10,132.7659912109375
2017-08-11,133.0150909423828
2017-08-14,134.6941680908203
2017-08-15,136.02267456054688
2017-08-16,135.9949493408203
2017-08-17,134.10369873046875
2017-08-18,133.1165771484375
2017-08-21,133.89149475097656
2017-08-22,134.24205017089844
2017-08-23,127.64572143554688
2017-08-24,128.02398681640625
2017-08-25,129.0480499267578
2017-08-28,128.76205444335938
2017-08-29,128.61444091796875
2017-08-30,128.5406494140625
2017-08-31,130.42269897460938
2017-09-01,130.16433715820312
2017-09-05,130.6440887451172
2017-09-06,130.1919708251953
2017-09-07,131.20687866210938
2017-09-08,131.46519470214844
2017-09-11,132.56300354003906
2017-09-12,132.41543579101562
2017-09-13,131.9541473388672
2017-09-14,133.30101013183594
2017-09-15,132.73828125
