,CL
2014-12-30,55.47993087768555
2014-12-31,54.806617736816406
2015-01-02,54.68781661987305
2015-01-05,54.283817291259766
2015-01-06,53.7135124206543
2015-01-07,54.14124298095703
2015-01-08,54.877906799316406
2015-01-09,54.339271545410156
2015-01-12,54.06996536254883
2015-01-13,54.44224166870117
2015-01-14,54.220455169677734
2015-01-15,54.11747741699219
2015-01-16,54.79078674316406
2015-01-20,54.62443923950195
2015-01-21,54.425376892089844
2015-01-22,55.197757720947266
2015-01-23,53.46187973022461
2015-01-26,52.78504943847656
2015-01-27,52.28339767456055
2015-01-28,51.8534049987793
2015-01-29,54.96683883666992
2015-01-30,53.76448059082031
2015-02-02,54.93498611450195
2015-02-03,55.09423828125
2015-02-04,55.10220718383789
2015-02-05,55.571998596191406
2015-02-06,55.18183517456055
2015-02-09,54.99867630004883
2015-02-10,55.29331588745117
2015-02-11,55.31721878051758
2015-02-12,55.61977767944336
2015-02-13,55.80293273925781
2015-02-17,55.89052200317383
2015-02-18,56.169227600097656
2015-02-19,55.90643310546875
2015-02-20,55.93032455444336
2015-02-23,56.280677795410156
2015-02-24,56.54347610473633
2015-02-25,56.54347610473633
2015-02-26,56.62308883666992
2015-02-27,56.39215087890625
2015-03-02,56.54347610473633
2015-03-03,56.280677795410156
2015-03-04,56.280677795410156
2015-03-05,56.90179443359375
2015-03-06,55.14200210571289
2015-03-09,55.412750244140625
2015-03-10,54.46518325805664
2015-03-11,54.05907440185547
2015-03-12,54.56868362426758
2015-03-13,54.512962341308594
2015-03-16,54.95886993408203
2015-03-17,54.47315979003906
2015-03-18,54.40945053100586
2015-03-19,54.377593994140625
2015-03-20,55.38886642456055
2015-03-23,55.87459945678711
2015-03-24,55.18978500366211
2015-03-25,54.855350494384766
2015-03-26,54.73591613769531
2015-03-27,54.74387741088867
2015-03-30,55.17386245727539
2015-03-31,55.21367263793945
2015-04-01,55.01460266113281
2015-04-02,55.20572280883789
2015-04-06,55.69941329956055
2015-04-07,55.50831604003906
2015-04-08,55.659603118896484
2015-04-09,55.707374572753906
2015-04-10,55.42868423461914
2015-04-13,55.18978500366211
2015-04-14,55.444580078125
2015-04-15,55.6436767578125
2015-04-16,55.80293273925781
2015-04-17,55.16591262817383
2015-04-20,54.512962341308594
2015-04-21,55.25763702392578
2015-04-22,55.47383117675781
2015-04-23,55.42579650878906
2015-04-24,55.385738372802734
2015-04-27,55.23358917236328
2015-04-28,55.06544494628906
2015-04-29,54.85726547241211
2015-04-30,53.87239074707031
2015-05-01,54.19266891479492
2015-05-04,54.33681869506836
2015-05-05,53.952449798583984
2015-05-06,54.28075408935547
2015-05-07,54.352813720703125
2015-05-08,54.609046936035156
2015-05-11,54.31278991699219
2015-05-12,54.352813720703125
2015-05-13,54.12861633300781
2015-05-14,54.95333480834961
2015-05-15,54.95333480834961
2015-05-18,54.93734359741211
2015-05-19,55.36172103881836
2015-05-20,55.16154861450195
2015-05-21,55.10548400878906
2015-05-22,54.849281311035156
2015-05-26,53.768287658691406
2015-05-27,54.08055877685547
2015-05-28,53.91241455078125
2015-05-29,53.48003005981445
2015-06-01,53.568115234375
2015-06-02,53.4319953918457
2015-06-03,53.303871154785156
2015-06-04,52.78340148925781
2015-06-05,52.431095123291016
2015-06-08,52.31898498535156
2015-06-09,52.87147903442383
2015-06-10,53.70423889160156
2015-06-11,53.28785705566406
2015-06-12,53.07966995239258
2015-06-15,52.31898498535156
2015-06-16,52.831459045410156
2015-06-17,53.17576599121094
2015-06-18,53.784305572509766
2015-06-19,53.568115234375
2015-06-22,53.84033966064453
2015-06-23,53.65620422363281
2015-06-24,53.23981857299805
2015-06-25,53.215789794921875
2015-06-26,53.24782943725586
2015-06-29,52.367034912109375
2015-06-30,52.37505340576172
2015-07-01,52.9755859375
2015-07-02,52.9755859375
2015-07-06,52.815433502197266
2015-07-07,53.896400451660156
2015-07-08,53.20779037475586
2015-07-09,52.98359298706055
2015-07-10,53.35991668701172
2015-07-13,54.0004997253418
2015-07-14,53.8643798828125
2015-07-15,53.57612609863281
2015-07-16,54.14463806152344
2015-07-17,54.048545837402344
2015-07-20,54.288761138916016
2015-07-21,53.902244567871094
2015-07-22,53.95055389404297
2015-07-23,53.9827766418457
2015-07-24,53.95055389404297
2015-07-27,54.19214630126953
2015-07-28,55.06981658935547
2015-07-29,55.504661560058594
2015-07-30,54.771881103515625
2015-07-31,54.771881103515625
2015-08-03,55.0939826965332
2015-08-04,55.1181526184082
2015-08-05,55.62543487548828
2015-08-06,55.27919387817383
2015-08-07,55.150360107421875
2015-08-10,55.35165786743164
2015-08-11,54.965152740478516
2015-08-12,54.75580978393555
2015-08-13,54.48201370239258
2015-08-14,54.58670425415039
2015-08-17,54.48201370239258
2015-08-18,54.50617980957031
2015-08-19,53.7411994934082
2015-08-20,53.13728332519531
2015-08-21,52.32399368286133
2015-08-24,49.88414001464844
2015-08-25,48.61186981201172
2015-08-26,50.109615325927734
2015-08-27,50.80210494995117
2015-08-28,51.01145553588867
2015-08-31,50.5766487121582
2015-09-01,49.336578369140625
2015-09-02,50.06934356689453
2015-09-03,50.66521072387695
2015-09-04,49.48957061767578
2015-09-08,51.07588195800781
2015-09-09,50.238441467285156
2015-09-10,49.86802291870117
2015-09-11,49.85997009277344
2015-09-14,50.01298141479492
2015-09-15,50.27064895629883
2015-09-16,50.786006927490234
2015-09-17,50.94704818725586
2015-09-18,50.48001480102539
2015-09-21,50.81016540527344
2015-09-22,50.05324172973633
2015-09-23,50.00492858886719
2015-09-24,50.12570571899414
2015-09-25,50.842369079589844
2015-09-28,50.05324172973633
2015-09-29,50.786006927490234
2015-09-30,51.10004806518555
2015-10-01,51.30940246582031
2015-10-02,51.76033401489258
2015-10-05,52.621925354003906
2015-10-06,52.17101287841797
2015-10-07,52.621925354003906
2015-10-08,53.064815521240234
2015-10-09,53.41911315917969
2015-10-12,53.346649169921875
2015-10-13,53.12116622924805
2015-10-14,52.944007873535156
2015-10-15,53.60430145263672
2015-10-16,54.04718780517578
2015-10-19,54.15188217163086
2015-10-20,53.99887466430664
2015-10-21,54.1203498840332
2015-10-22,55.586116790771484
2015-10-23,55.82905578613281
2015-10-26,55.65092086791992
2015-10-27,55.837162017822266
2015-10-28,55.73997497558594
2015-10-29,56.06391525268555
2015-10-30,53.731632232666016
2015-11-02,54.654823303222656
2015-11-03,55.06783676147461
2015-11-04,54.646724700927734
2015-11-05,54.74391174316406
2015-11-06,53.30244064331055
2015-11-09,53.26193618774414
2015-11-10,53.75593948364258
2015-11-11,53.812625885009766
2015-11-12,52.85702133178711
2015-11-13,52.28205108642578
2015-11-16,53.0999755859375
2015-11-17,52.89751434326172
2015-11-18,53.49679183959961
2015-11-19,53.75593948364258
2015-11-20,53.529170989990234
2015-11-23,54.1689338684082
2015-11-24,54.112239837646484
2015-11-25,53.79642105102539
2015-11-27,53.901695251464844
2015-11-30,53.18904113769531
2015-12-01,53.31053161621094
2015-12-02,53.18904113769531
2015-12-03,53.108070373535156
2015-12-04,53.72354507446289
2015-12-07,53.72354507446289
2015-12-08,53.593963623046875
2015-12-09,53.51297378540039
2015-12-10,53.55347442626953
2015-12-11,52.80842590332031
2015-12-14,53.326717376708984
2015-12-15,54.06367111206055
2015-12-16,55.33510208129883
2015-12-17,54.52526092529297
2015-12-18,53.0999755859375
2015-12-21,53.43201446533203
2015-12-22,53.91790771484375
2015-12-23,54.38759231567383
2015-12-24,54.24991226196289
2015-12-28,54.1689338684082
2015-12-29,54.784400939941406
2015-12-30,54.68724060058594
2015-12-31,53.950294494628906
2016-01-04,52.403533935546875
2016-01-05,52.63838577270508
2016-01-06,51.94192123413086
2016-01-07,51.026824951171875
2016-01-08,50.6543083190918
2016-01-11,50.8648796081543
2016-01-12,51.32646942138672
2016-01-13,50.945838928222656
2016-01-14,51.447940826416016
2016-01-15,51.30216979980469
2016-01-19,52.06340026855469
2016-01-20,50.57333755493164
2016-01-21,51.86069107055664
2016-01-22,52.64286804199219
2016-01-25,52.08882522583008
2016-01-26,52.41472625732422
2016-01-27,52.390289306640625
2016-01-28,52.976932525634766
2016-01-29,55.02204132080078
2016-02-01,53.9383659362793
2016-02-02,53.25395584106445
2016-02-03,53.79985809326172
2016-02-04,53.76726531982422
2016-02-05,53.930233001708984
2016-02-08,53.83245086669922
2016-02-09,53.67763900756836
2016-02-10,53.62060546875
2016-02-11,52.50436019897461
2016-02-12,53.530967712402344
2016-02-16,53.62060546875
2016-02-17,54.63908386230469
2016-02-18,54.769447326660156
2016-02-19,54.96498107910156
2016-02-22,55.08720779418945
2016-02-23,54.753150939941406
2016-02-24,54.03614044189453
2016-02-25,54.9323844909668
2016-02-26,54.00354766845703
2016-02-29,53.482093811035156
2016-03-01,54.85906219482422
2016-03-02,54.655372619628906
2016-03-03,55.08720779418945
2016-03-04,55.53533935546875
2016-03-07,55.05461120605469
2016-03-08,55.02204132080078
2016-03-09,55.38867950439453
2016-03-10,55.592376708984375
2016-03-11,55.70644760131836
2016-03-14,55.600521087646484
2016-03-15,55.88569259643555
2016-03-16,55.959014892578125
2016-03-17,56.92045211791992
2016-03-18,57.42560958862305
2016-03-21,57.3848762512207
2016-03-22,56.676029205322266
2016-03-23,56.87157440185547
2016-03-24,56.96118927001953
2016-03-28,56.96118927001953
2016-03-29,57.4500732421875
2016-03-30,57.62116622924805
2016-03-31,57.56412887573242
2016-04-01,58.01225662231445
2016-04-04,57.979671478271484
2016-04-05,57.96338653564453
2016-04-06,58.18337631225586
2016-04-07,57.55598831176758
2016-04-08,57.906333923339844
2016-04-11,57.80043411254883
2016-04-12,58.036712646484375
2016-04-13,57.7108039855957
2016-04-14,57.686336517333984
2016-04-15,58.053009033203125
2016-04-18,58.110042572021484
2016-04-19,58.387062072753906
2016-04-20,57.6005973815918
2016-04-21,56.51100540161133
2016-04-22,56.5765380859375
2016-04-25,56.87146759033203
2016-04-26,56.49462890625
2016-04-27,56.78135299682617
2016-04-28,58.296932220458984
2016-04-29,58.10032653808594
2016-05-02,59.28822708129883
2016-05-03,58.862205505371094
2016-05-04,58.886802673339844
2016-05-05,58.5509147644043
2016-05-06,58.83762741088867
2016-05-09,58.78847122192383
2016-05-10,59.14897155761719
2016-05-11,58.96873092651367
2016-05-12,59.51760482788086
2016-05-13,58.714744567871094
2016-05-16,59.00148391723633
2016-05-17,58.04298782348633
2016-05-18,57.4531135559082
2016-05-19,57.69891357421875
2016-05-20,57.36301040649414
2016-05-23,57.41215515136719
2016-05-24,58.059364318847656
2016-05-25,57.89552307128906
2016-05-26,57.748050689697266
2016-05-27,57.82999801635742
2016-05-31,57.68251419067383
2016-06-01,58.329715728759766
2016-06-02,58.50996398925781
2016-06-03,58.65740966796875
2016-06-06,58.8540153503418
2016-06-07,58.64921188354492
2016-06-08,58.985103607177734
2016-06-09,59.26365280151367
2016-06-10,59.08342361450195
2016-06-13,58.714744567871094
2016-06-14,59.0588264465332
2016-06-15,58.75572967529297
2016-06-16,58.985103607177734
2016-06-17,58.526329040527344
2016-06-20,58.690185546875
2016-06-21,58.821258544921875
2016-06-22,59.189918518066406
2016-06-23,59.533992767333984
2016-06-24,57.82179641723633
2016-06-27,57.33843231201172
2016-06-28,58.27237319946289
2016-06-29,58.87041473388672
2016-06-30,59.96819305419922
2016-07-01,59.763397216796875
2016-07-05,60.03372573852539
2016-07-06,60.03372573852539
2016-07-07,60.132041931152344
2016-07-08,60.82838821411133
2016-07-11,61.02500915527344
2016-07-12,60.58260726928711
2016-07-13,61.00861740112305
2016-07-14,61.20524597167969
2016-07-15,61.21345520019531
2016-07-18,61.033203125
2016-07-19,61.08234786987305
2016-07-20,61.04118728637695
2016-07-21,60.83527755737305
2016-07-22,61.44472122192383
2016-07-25,61.131771087646484
2016-07-26,60.9258918762207
2016-07-27,60.34939193725586
2016-07-28,60.32468795776367
2016-07-29,61.29647445678711
2016-08-01,61.85649490356445
2016-08-02,61.65883255004883
2016-08-03,61.008235931396484
2016-08-04,61.584720611572266
2016-08-05,61.42000961303711
2016-08-08,61.29647445678711
2016-08-09,61.584720611572266
2016-08-10,61.63412857055664
2016-08-11,61.67530059814453
2016-08-12,61.74119567871094
2016-08-15,61.52706527709961
2016-08-16,61.20589065551758
2016-08-17,61.42000961303711
2016-08-18,61.42822265625
2016-08-19,61.34589385986328
2016-08-22,61.35413360595703
2016-08-23,61.38706588745117
2016-08-24,61.238826751708984
2016-08-25,61.461177825927734
2016-08-26,61.32941436767578
2016-08-29,61.609439849853516
2016-08-30,61.35413360595703
2016-08-31,61.22235870361328
2016-09-01,61.16470718383789
2016-09-02,61.67530059814453
2016-09-06,61.98825454711914
2016-09-07,60.74470520019531
2016-09-08,60.11056900024414
2016-09-09,58.35642623901367
2016-09-12,59.937625885009766
2016-09-13,59.16347885131836
2016-09-14,59.17171096801758
2016-09-15,59.37761688232422
2016-09-16,59.262332916259766
2016-09-19,59.45174026489258
2016-09-20,59.690547943115234
2016-09-21,60.11881637573242
2016-09-22,60.5552864074707
2016-09-23,60.32468795776367
2016-09-26,60.20939636230469
2016-09-27,60.49763870239258
2016-09-28,60.6129264831543
2016-09-29,60.35763931274414
2016-09-30,61.057640075683594
2016-10-03,60.6294059753418
2016-10-04,59.954105377197266
2016-10-05,60.09409713745117
2016-10-06,60.34939193725586
2016-10-07,60.159996032714844
2016-10-10,59.79762649536133
2016-10-11,59.459983825683594
2016-10-12,59.64937973022461
2016-10-13,59.42702102661133
2016-10-14,59.55055236816406
2016-10-17,59.36113739013672
2016-10-18,59.23761749267578
2016-10-19,59.04819869995117
2016-10-20,58.725257873535156
2016-10-21,58.725257873535156
2016-10-24,58.81635284423828
2016-10-25,59.04820251464844
2016-10-26,59.006805419921875
2016-10-27,58.435428619384766
2016-10-28,58.93226623535156
2016-10-31,59.089599609375
2016-11-01,58.78321075439453
2016-11-02,58.940547943115234
2016-11-03,58.435428619384766
2016-11-04,57.60739517211914
2016-11-07,58.410621643066406
2016-11-08,59.28004455566406
2016-11-09,58.26984405517578
2016-11-10,55.644901275634766
2016-11-11,55.82707595825195
2016-11-14,55.13153076171875
2016-11-15,55.139808654785156
2016-11-16,55.26401138305664
2016-11-17,54.642967224121094
2016-11-18,54.53533172607422
2016-11-21,54.83341598510742
2016-11-22,54.92451095581055
2016-11-23,54.642967224121094
2016-11-25,55.09011459350586
2016-11-28,55.00731658935547
2016-11-29,55.09011459350586
2016-11-30,54.0136604309082
2016-12-01,53.88945007324219
2016-12-02,53.59135437011719
2016-12-05,53.51681900024414
2016-12-06,53.848052978515625
2016-12-07,54.593292236328125
2016-12-08,54.402835845947266
2016-12-09,54.89140701293945
2016-12-12,55.272300720214844
2016-12-13,55.388221740722656
2016-12-14,54.57672882080078
2016-12-15,54.841705322265625
2016-12-16,54.841705322265625
2016-12-19,54.7009391784668
2016-12-20,54.97419357299805
2016-12-21,54.69266891479492
2016-12-22,54.95762634277344
2016-12-23,54.87482452392578
2016-12-27,54.6595344543457
2016-12-28,54.328311920166016
2016-12-29,54.56016540527344
2016-12-30,54.18754959106445
2017-01-03,54.27035140991211
2017-01-04,54.86655044555664
2017-01-05,55.35509490966797
2017-01-06,55.77741622924805
2017-01-09,54.99903106689453
2017-01-10,54.14615249633789
2017-01-11,54.07990264892578
2017-01-12,54.527042388916016
2017-01-13,54.55189514160156
2017-01-17,55.56209945678711
2017-01-18,56.19143295288086
2017-01-19,55.833309173583984
2017-01-20,56.591182708740234
2017-01-23,56.258056640625
2017-01-24,56.849365234375
2017-01-25,56.99095916748047
2017-01-26,56.83271789550781
2017-01-27,53.86781311035156
2017-01-30,53.742889404296875
2017-01-31,53.7845344543457
2017-02-01,53.9011344909668
2017-02-02,54.700653076171875
2017-02-03,54.942176818847656
2017-02-06,54.542415618896484
2017-02-07,55.43354415893555
2017-02-08,55.458526611328125
2017-02-09,55.46686553955078
2017-02-10,56.399635314941406
2017-02-13,56.39130783081055
2017-02-14,56.416297912597656
2017-02-15,57.14086151123047
2017-02-16,57.46567153930664
2017-02-17,59.94752883911133
2017-02-21,60.94691467285156
2017-02-22,61.20508575439453
2017-02-23,61.99629211425781
2017-02-24,61.0885009765625
2017-02-27,60.505516052246094
2017-02-28,60.78035354614258
2017-03-01,61.18011474609375
2017-03-02,61.4133186340332
2017-03-03,61.28837203979492
2017-03-06,61.4549560546875
2017-03-07,61.39664840698242
2017-03-08,60.930267333984375
2017-03-09,61.10516357421875
2017-03-10,61.84638214111328
2017-03-13,61.546566009521484
2017-03-14,61.33837127685547
2017-03-15,61.57987594604492
2017-03-16,61.546566009521484
2017-03-17,61.596527099609375
2017-03-20,61.46327209472656
2017-03-21,61.37998962402344
2017-03-22,61.36332702636719
2017-03-23,61.56321716308594
2017-03-24,61.355018615722656
2017-03-27,61.15512466430664
2017-03-28,61.438289642333984
2017-03-29,61.263389587402344
2017-03-30,60.98857498168945
2017-03-31,60.955238342285156
2017-04-03,61.10516357421875
2017-04-04,61.31338119506836
2017-04-05,61.18011474609375
2017-04-06,60.905277252197266
2017-04-07,61.17177963256836
2017-04-10,61.404991149902344
2017-04-11,61.37998962402344
2017-04-12,61.62984085083008
2017-04-13,61.34669876098633
2017-04-17,61.688133239746094
2017-04-18,61.938011169433594
2017-04-19,61.45234680175781
2017-04-20,61.276493072509766
2017-04-21,61.142513275146484
2017-04-24,61.67844009399414
2017-04-25,62.147342681884766
2017-04-26,61.54443359375
2017-04-27,61.376983642578125
2017-04-28,60.32192611694336
2017-05-01,60.1209602355957
2017-05-02,59.250144958496094
2017-05-03,59.518089294433594
2017-05-04,60.24655532836914
2017-05-05,60.129356384277344
2017-05-08,60.15444564819336
2017-05-09,59.8697509765625
2017-05-10,60.1209602355957
2017-05-11,59.970237731933594
2017-05-12,59.66043472290039
2017-05-15,59.99536895751953
2017-05-16,59.93675231933594
2017-05-17,63.37821578979492
2017-05-18,61.904510498046875
2017-05-19,62.64972686767578
2017-05-22,62.19756317138672
2017-05-23,61.82913589477539
2017-05-24,62.46550369262695
2017-05-25,63.11027145385742
2017-05-26,63.17722702026367
2017-05-30,63.713138580322266
2017-05-31,63.93921661376953
2017-06-01,64.21556091308594
2017-06-02,64.56724548339844
2017-06-05,64.667724609375
2017-06-06,64.47513580322266
2017-06-07,64.60910034179688
2017-06-08,63.46196365356445
2017-06-09,63.445213317871094
2017-06-12,63.260990142822266
2017-06-13,63.37821578979492
2017-06-14,63.53731155395508
2017-06-15,63.93085861206055
2017-06-16,63.89737319946289
2017-06-19,64.39138793945312
2017-06-20,63.93085861206055
2017-06-21,63.369834899902344
2017-06-22,63.244239807128906
2017-06-23,63.57080078125
2017-06-26,63.545692443847656
2017-06-27,63.11027145385742
2017-06-28,62.87580871582031
2017-06-29,62.06361389160156
2017-06-30,62.07196807861328
2017-07-03,61.91286849975586
2017-07-05,61.76215744018555
2017-07-06,61.5025634765625
2017-07-07,61.41047286987305
2017-07-10,61.19276428222656
2017-07-11,60.623374938964844
2017-07-12,60.52288818359375
2017-07-13,60.48101806640625
2017-07-14,61.036746978759766
2017-07-17,61.12092971801758
2017-07-18,61.06200408935547
2017-07-19,61.036746978759766
2017-07-20,60.69993209838867
2017-07-21,61.69351577758789
2017-07-24,60.49784851074219
2017-07-25,60.66626739501953
2017-07-26,61.46617126464844
2017-07-27,61.424076080322266
2017-07-28,61.078826904296875
2017-07-31,60.79255676269531
2017-08-01,60.371543884277344
2017-08-02,60.30419921875
2017-08-03,60.2873649597168
2017-08-04,60.18631362915039
2017-08-07,60.40523910522461
2017-08-08,60.371543884277344
2017-08-09,60.26210021972656
2017-08-10,60.24525451660156
2017-08-11,60.0010871887207
2017-08-14,60.16107177734375
2017-08-15,60.455780029296875
2017-08-16,60.56521987915039
2017-08-17,60.03477478027344
2017-08-18,59.79899215698242
2017-08-21,60.29578399658203
2017-08-22,60.32103729248047
2017-08-23,59.9674072265625
2017-08-24,59.596927642822266
2017-08-25,59.90846633911133
2017-08-28,59.69795227050781
2017-08-29,60.03477478027344
2017-08-30,59.74006652832031
2017-08-31,60.32103729248047
2017-09-01,60.03477478027344
2017-09-05,59.874778747558594
2017-09-06,60.194740295410156
2017-09-07,60.25368881225586
2017-09-08,60.472591400146484
2017-09-11,60.64101791381836
2017-09-12,60.58204650878906
2017-09-13,60.3294792175293
2017-09-14,60.74203109741211
2017-09-15,60.85993576049805
