,GPC
2014-09-17,66.58668518066406
2014-09-18,66.930908203125
2014-09-19,66.77375030517578
2014-09-22,66.36964416503906
2014-09-23,65.64379119873047
2014-09-24,66.39209747314453
2014-09-25,65.41178894042969
2014-09-26,65.9804916381836
2014-09-29,65.90570831298828
2014-09-30,65.63627624511719
2014-10-01,64.79067993164062
2014-10-02,65.17230987548828
2014-10-03,66.01792907714844
2014-10-06,65.72608947753906
2014-10-07,64.73080444335938
2014-10-08,66.07032775878906
2014-10-09,64.74576568603516
2014-10-10,65.18730163574219
2014-10-13,64.3416748046875
2014-10-14,65.02264404296875
2014-10-15,65.29205322265625
2014-10-16,65.8907241821289
2014-10-17,66.26488494873047
2014-10-20,66.930908203125
2014-10-21,69.38543701171875
2014-10-22,69.39292907714844
2014-10-23,69.44532012939453
2014-10-24,69.73715209960938
2014-10-27,69.75959777832031
2014-10-28,70.61267852783203
2014-10-29,70.38821411132812
2014-10-30,71.36104583740234
2014-10-31,72.64816284179688
2014-11-03,72.69306945800781
2014-11-04,73.20942687988281
2014-11-05,73.9278335571289
2014-11-06,73.77813720703125
2014-11-07,74.18228149414062
2014-11-10,74.52648162841797
2014-11-11,74.57887268066406
2014-11-12,75.27481079101562
2014-11-13,75.23739624023438
2014-11-14,74.59382629394531
2014-11-17,74.7734375
2014-11-18,74.92308807373047
2014-11-19,74.98294830322266
2014-11-20,75.32720947265625
2014-11-21,75.89593505859375
2014-11-24,76.44220733642578
2014-11-25,75.97077941894531
2014-11-26,76.21025085449219
2014-11-28,76.91365051269531
2014-12-01,76.1503677368164
2014-12-02,76.69664001464844
2014-12-03,77.851806640625
2014-12-04,78.00234985351562
2014-12-05,77.70132446289062
2014-12-08,77.34760284423828
2014-12-09,77.35511779785156
2014-12-10,76.70793151855469
2014-12-11,77.71634674072266
2014-12-12,77.10679626464844
2014-12-15,76.49720764160156
2014-12-16,76.99391174316406
2014-12-17,78.19046783447266
2014-12-18,79.37200164794922
2014-12-19,79.68049621582031
2014-12-22,80.11700439453125
2014-12-23,81.14800262451172
2014-12-24,80.98998260498047
2014-12-26,81.17058563232422
2014-12-29,81.50923156738281
2014-12-30,81.0877914428711
2014-12-31,80.19979095458984
2015-01-02,80.16216278076172
2015-01-05,79.65042114257812
2015-01-06,76.38433837890625
2015-01-07,77.55078887939453
2015-01-08,77.71634674072266
2015-01-09,76.28651428222656
2015-01-12,73.38919067382812
2015-01-13,73.05805969238281
2015-01-14,71.70343780517578
2015-01-15,71.55294799804688
2015-01-16,73.07308959960938
2015-01-20,73.3515396118164
2015-01-21,73.56977844238281
2015-01-22,74.18687438964844
2015-01-23,74.05142211914062
2015-01-26,74.23956298828125
2015-01-27,73.38919067382812
2015-01-28,71.80879974365234
2015-01-29,71.80879974365234
2015-01-30,69.94245910644531
2015-02-02,70.31874084472656
2015-02-03,73.69020080566406
2015-02-04,71.86901092529297
2015-02-05,72.20764923095703
2015-02-06,72.68927764892578
2015-02-09,72.30548858642578
2015-02-10,72.63658905029297
2015-02-11,72.56139373779297
2015-02-12,72.8398208618164
2015-02-13,73.00537872314453
2015-02-17,72.704345703125
2015-02-18,71.90665435791016
2015-02-19,72.02703094482422
2015-02-20,72.45600891113281
2015-02-23,72.56139373779297
2015-02-24,72.53125762939453
2015-02-25,72.83226776123047
2015-02-26,72.64413452148438
2015-02-27,72.30548858642578
2015-03-02,72.95269012451172
2015-03-03,71.87651824951172
2015-03-04,71.22894287109375
2015-03-05,71.37285614013672
2015-03-06,70.3730239868164
2015-03-09,71.11530303955078
2015-03-10,69.95642852783203
2015-03-11,69.9337158203125
2015-03-12,71.74398040771484
2015-03-13,71.55461883544922
2015-03-16,72.71348571777344
2015-03-17,71.69095611572266
2015-03-18,72.1378402709961
2015-03-19,72.35750579833984
2015-03-20,72.66046905517578
2015-03-23,72.40294647216797
2015-03-24,71.63037872314453
2015-03-25,70.32758331298828
2015-03-26,69.9337158203125
2015-03-27,70.38818359375
2015-03-30,71.09257507324219
2015-03-31,70.58509826660156
2015-04-01,69.49439239501953
2015-04-02,70.23670959472656
2015-04-06,70.64569091796875
2015-04-07,70.6835708618164
2015-04-08,70.32758331298828
2015-04-09,70.3730239868164
2015-04-10,70.64569091796875
2015-04-13,70.31246948242188
2015-04-14,70.19123077392578
2015-04-15,70.09275817871094
2015-04-16,69.76708221435547
2015-04-17,69.4338150024414
2015-04-20,70.1155014038086
2015-04-21,70.02462005615234
2015-04-22,70.45635986328125
2015-04-23,70.53966522216797
2015-04-24,69.67618560791016
2015-04-27,69.27474975585938
2015-04-28,69.1838607788086
2015-04-29,68.88089752197266
2015-04-30,68.05528259277344
2015-05-01,69.2823257446289
2015-05-04,70.31246948242188
2015-05-05,69.53986358642578
2015-05-06,69.41111755371094
2015-05-07,70.13063049316406
2015-05-08,71.25922393798828
2015-05-11,71.35769653320312
2015-05-12,71.20620727539062
2015-05-13,70.2063980102539
2015-05-14,71.22894287109375
2015-05-15,71.07742309570312
2015-05-18,71.01683807373047
2015-05-19,70.97139739990234
2015-05-20,71.00169372558594
2015-05-21,70.8729248046875
2015-05-22,70.8501968383789
2015-05-26,70.12308502197266
2015-05-27,70.34272766113281
2015-05-28,69.99432373046875
2015-05-29,68.5248794555664
2015-06-01,68.3431167602539
2015-06-02,68.42644500732422
2015-06-03,69.20809936523438
2015-06-04,69.3987808227539
2015-06-05,69.8029556274414
2015-06-08,69.2767562866211
2015-06-09,68.81155395507812
2015-06-10,69.72669219970703
2015-06-11,69.28438568115234
2015-06-12,69.2767562866211
2015-06-15,69.00985717773438
2015-06-16,69.25386810302734
2015-06-17,69.54367065429688
2015-06-18,70.64185333251953
2015-06-19,70.32151794433594
2015-06-22,70.37493896484375
2015-06-23,70.36729431152344
2015-06-24,69.97073364257812
2015-06-25,69.8563461303711
2015-06-26,70.21477508544922
2015-06-29,68.08706665039062
2015-06-30,68.27772521972656
2015-07-01,69.13948822021484
2015-07-02,68.65902709960938
2015-07-06,68.2472152709961
2015-07-07,68.20909118652344
2015-07-08,66.99651336669922
2015-07-09,67.31681823730469
2015-07-10,67.85831451416016
2015-07-13,69.00221252441406
2015-07-14,68.7962875366211
2015-07-15,69.00985717773438
2015-07-16,69.29962158203125
2015-07-17,69.12421417236328
2015-07-20,67.72862243652344
2015-07-21,67.01176452636719
2015-07-22,66.98888397216797
2015-07-23,67.0880126953125
2015-07-24,66.25675964355469
2015-07-27,65.72293090820312
2015-07-28,66.41690063476562
2015-07-29,67.42357635498047
2015-07-30,67.57610321044922
2015-07-31,67.83541107177734
2015-08-03,67.49983978271484
2015-08-04,67.45406341552734
2015-08-05,67.89640045166016
2015-08-06,67.65235900878906
2015-08-07,67.09567260742188
2015-08-10,67.97266387939453
2015-08-11,67.103271484375
2015-08-12,66.83636474609375
2015-08-13,67.15665435791016
2015-08-14,67.4693603515625
2015-08-17,67.34732055664062
2015-08-18,67.03462219238281
2015-08-19,66.6533432006836
2015-08-20,65.34162902832031
2015-08-21,63.625701904296875
2015-08-24,61.91740798950195
2015-08-25,60.65147018432617
2015-08-26,61.81829833984375
2015-08-27,63.70197296142578
2015-08-28,63.83924102783203
2015-08-31,63.671478271484375
2015-09-01,61.92505645751953
2015-09-02,62.74345016479492
2015-09-03,62.91251754760742
2015-09-04,62.1825065612793
2015-09-08,64.27265167236328
2015-09-09,63.77315902709961
2015-09-10,63.911495208740234
2015-09-11,64.11127471923828
2015-09-14,63.81159591674805
2015-09-15,65.24090576171875
2015-09-16,66.13227081298828
2015-09-17,65.36383819580078
2015-09-18,63.972965240478516
2015-09-21,64.31875610351562
2015-09-22,63.519588470458984
2015-09-23,63.54264450073242
2015-09-24,64.08821868896484
2015-09-25,64.51854705810547
2015-09-28,63.519588470458984
2015-09-29,63.4273567199707
2015-09-30,63.69633102416992
2015-10-01,62.61281204223633
2015-10-02,63.07387924194336
2015-10-05,64.41865539550781
2015-10-06,63.68097686767578
2015-10-07,64.92582702636719
2015-10-08,66.05545806884766
2015-10-09,65.75574493408203
2015-10-12,65.47913360595703
2015-10-13,64.83360290527344
2015-10-14,64.034423828125
2015-10-15,64.33412170410156
2015-10-16,63.99601745605469
2015-10-19,65.05648803710938
2015-10-20,65.84030151367188
2015-10-21,66.14766693115234
2015-10-22,67.88433837890625
2015-10-23,68.53752899169922
2015-10-26,69.09080505371094
2015-10-27,68.08413696289062
2015-10-28,69.23682403564453
2015-10-29,69.32131958007812
2015-10-30,69.74398803710938
2015-11-02,70.58158111572266
2015-11-03,70.37409973144531
2015-11-04,70.17432403564453
2015-11-05,70.65841674804688
2015-11-06,68.79110717773438
2015-11-09,68.32237243652344
2015-11-10,68.99088287353516
2015-11-11,68.68352508544922
2015-11-12,67.05442810058594
2015-11-13,65.95555877685547
2015-11-16,67.46939849853516
2015-11-17,67.66149139404297
2015-11-18,67.93812561035156
2015-11-19,68.39920806884766
2015-11-20,69.34437561035156
2015-11-23,69.49809265136719
2015-11-24,68.89869689941406
2015-11-25,69.60566711425781
2015-11-27,69.83618927001953
2015-11-30,69.64408874511719
2015-12-01,69.62869262695312
2015-12-02,68.59583282470703
2015-12-03,68.17803192138672
2015-12-04,68.90528106689453
2015-12-07,68.9362564086914
2015-12-08,68.60356903076172
2015-12-09,67.5203857421875
2015-12-10,67.75251007080078
2015-12-11,65.95750427246094
2015-12-14,66.65386962890625
2015-12-15,66.61517333984375
2015-12-16,67.41980743408203
2015-12-17,66.43721771240234
2015-12-18,64.66544342041016
2015-12-21,64.97492980957031
2015-12-22,65.63257598876953
2015-12-23,66.71575164794922
2015-12-24,66.61517333984375
2015-12-28,67.11808776855469
2015-12-29,67.69060516357422
2015-12-30,67.21092224121094
2015-12-31,66.45267486572266
2016-01-04,65.01362609863281
2016-01-05,65.2457504272461
2016-01-06,63.95366668701172
2016-01-07,62.57648468017578
2016-01-08,60.781497955322266
2016-01-11,61.17609405517578
2016-01-12,61.617088317871094
2016-01-13,59.8840217590332
2016-01-14,60.735084533691406
2016-01-15,60.71186065673828
2016-01-19,60.58808898925781
2016-01-20,61.15289306640625
2016-01-21,61.29214859008789
2016-01-22,61.68672561645508
2016-01-25,61.35404968261719
2016-01-26,63.481727600097656
2016-01-27,63.45848846435547
2016-01-28,64.48751831054688
2016-01-29,66.66934967041016
2016-02-01,64.92079162597656
2016-02-02,63.961395263671875
2016-02-03,64.86661529541016
2016-02-04,66.56101989746094
2016-02-05,65.61711120605469
2016-02-08,65.9729995727539
2016-02-09,66.83953094482422
2016-02-10,66.7080078125
2016-02-11,66.87823486328125
2016-02-12,67.97686004638672
2016-02-16,69.33084106445312
2016-02-17,69.64805603027344
2016-02-18,70.24381256103516
2016-02-19,71.234130859375
2016-02-22,71.48170471191406
2016-02-23,70.98652648925781
2016-02-24,70.4372329711914
2016-02-25,71.07940673828125
2016-02-26,70.60745239257812
2016-02-29,69.7486572265625
2016-03-01,71.97689819335938
2016-03-02,72.88700103759766
2016-03-03,73.19088745117188
2016-03-04,72.97270965576172
2016-03-07,73.63504028320312
2016-03-08,73.14411926269531
2016-03-09,73.19866943359375
2016-03-10,73.18309020996094
2016-03-11,74.31294250488281
2016-03-14,74.02462005615234
2016-03-15,73.93113708496094
2016-03-16,74.4687728881836
2016-03-17,76.6817398071289
2016-03-18,76.40123748779297
2016-03-21,75.98824310302734
2016-03-22,75.54408264160156
2016-03-23,76.06614685058594
2016-03-24,76.14404296875
2016-03-28,76.23757934570312
2016-03-29,76.83757781982422
2016-03-30,77.2349853515625
2016-03-31,77.42198181152344
2016-04-01,77.70248413085938
2016-04-04,76.60382080078125
2016-04-05,76.14404296875
2016-04-06,76.39340209960938
2016-04-07,75.51292419433594
2016-04-08,75.73109436035156
2016-04-11,75.4194107055664
2016-04-12,76.04278564453125
2016-04-13,77.3985824584961
2016-04-14,76.68951416015625
2016-04-15,77.45313262939453
2016-04-18,77.78821563720703
2016-04-19,75.48954772949219
2016-04-20,75.18566131591797
2016-04-21,74.9518814086914
2016-04-22,75.41163635253906
2016-04-25,75.50514221191406
2016-04-26,76.53368377685547
2016-04-27,76.5414810180664
2016-04-28,75.84798431396484
2016-04-29,74.78046417236328
2016-05-02,75.39603424072266
2016-05-03,75.10771179199219
2016-05-04,74.85836791992188
2016-05-05,74.77267456054688
2016-05-06,75.58304595947266
2016-05-09,75.59085845947266
2016-05-10,76.32330322265625
2016-05-11,74.89734649658203
2016-05-12,75.66876220703125
2016-05-13,74.85836791992188
2016-05-16,75.53629302978516
2016-05-17,73.50257873535156
2016-05-18,73.38569641113281
2016-05-19,72.84024047851562
2016-05-20,73.35452270507812
2016-05-23,73.0272445678711
2016-05-24,74.26618957519531
2016-05-25,75.02981567382812
2016-05-26,75.05318450927734
2016-05-27,75.62979888916016
2016-05-31,75.5207290649414
2016-06-01,75.55835723876953
2016-06-02,76.0447769165039
2016-06-03,75.440673828125
2016-06-06,76.07616424560547
2016-06-07,76.46842193603516
2016-06-08,76.64102172851562
2016-06-09,76.2801513671875
2016-06-10,75.70742797851562
2016-06-13,74.62477111816406
2016-06-14,74.98566436767578
2016-06-15,75.28379821777344
2016-06-16,75.77803802490234
2016-06-17,76.02908325195312
2016-06-20,76.57823181152344
2016-06-21,76.53117370605469
2016-06-22,76.84502410888672
2016-06-23,77.9904556274414
2016-06-24,75.98202514648438
2016-06-27,74.77384185791016
2016-06-28,76.42135620117188
2016-06-29,77.80996704101562
2016-06-30,79.43397521972656
2016-07-01,80.13219451904297
2016-07-05,79.39472961425781
2016-07-06,81.0108642578125
2016-07-07,80.75981903076172
2016-07-08,82.3524398803711
2016-07-11,82.56422424316406
2016-07-12,82.51718139648438
2016-07-13,81.87384033203125
2016-07-14,81.45805358886719
2016-07-15,80.7755126953125
2016-07-18,80.00668334960938
2016-07-19,78.24931335449219
2016-07-20,78.46113586425781
2016-07-21,77.49617004394531
2016-07-22,78.37481689453125
2016-07-25,78.822021484375
2016-07-26,79.24565887451172
2016-07-27,79.81053924560547
2016-07-28,80.52445983886719
2016-07-29,80.21063995361328
2016-08-01,80.00668334960938
2016-08-02,78.90047454833984
2016-08-03,79.02600860595703
2016-08-04,79.08091735839844
2016-08-05,79.7869873046875
2016-08-08,79.59872436523438
2016-08-09,79.04169464111328
2016-08-10,79.40257263183594
2016-08-11,80.02234649658203
2016-08-12,79.63008880615234
2016-08-15,80.43033599853516
2016-08-16,80.06159210205078
2016-08-17,80.40676879882812
2016-08-18,81.08930969238281
2016-08-19,81.43450927734375
2016-08-22,80.78335571289062
2016-08-23,81.61494445800781
2016-08-24,81.9366226196289
2016-08-25,81.72480010986328
2016-08-26,81.05795288085938
2016-08-29,82.44654846191406
2016-08-30,81.35606384277344
2016-08-31,80.66567993164062
2016-09-01,80.81473541259766
2016-09-02,81.12855529785156
2016-09-06,79.75562286376953
2016-09-07,79.20128631591797
2016-09-08,78.74330139160156
2016-09-09,76.58756256103516
2016-09-12,77.82730102539062
2016-09-13,76.6744155883789
2016-09-14,76.3901596069336
2016-09-15,76.50859069824219
2016-09-16,76.71392822265625
2016-09-19,77.87470245361328
2016-09-20,77.9773178100586
2016-09-21,78.90911865234375
2016-09-22,80.12515258789062
2016-09-23,77.87470245361328
2016-09-26,77.78783416748047
2016-09-27,79.28813934326172
2016-09-28,79.54873657226562
2016-09-29,78.63275146484375
2016-09-30,79.31973266601562
2016-10-03,78.83016204833984
2016-10-04,77.69306182861328
2016-10-05,78.10366821289062
2016-10-06,78.34846496582031
2016-10-07,77.59830474853516
2016-10-10,77.71675872802734
2016-10-11,76.82444763183594
2016-10-12,77.45619201660156
2016-10-13,77.14820861816406
2016-10-14,77.39298248291016
2016-10-17,77.25086212158203
2016-10-18,76.08218383789062
2016-10-19,72.74200439453125
2016-10-20,70.68103790283203
2016-10-21,71.5338363647461
2016-10-24,71.8733901977539
2016-10-25,71.45487976074219
2016-10-26,71.90496063232422
2016-10-27,70.3967514038086
2016-10-28,70.94161987304688
2016-10-31,71.5338363647461
2016-11-01,70.27830505371094
2016-11-02,69.83611297607422
2016-11-03,69.41761016845703
2016-11-04,69.22808074951172
2016-11-07,69.98616027832031
2016-11-08,70.04930877685547
2016-11-09,71.21007537841797
2016-11-10,73.83171081542969
2016-11-11,74.71610260009766
2016-11-14,75.92427062988281
2016-11-15,75.86898040771484
2016-11-16,75.29253387451172
2016-11-17,74.70030975341797
2016-11-18,74.66083526611328
2016-11-21,75.77422332763672
2016-11-22,76.72970581054688
2016-11-23,76.84025573730469
2016-11-25,77.30614471435547
2016-11-28,76.63494110107422
2016-11-29,76.2401123046875
2016-11-30,75.98744201660156
2016-12-01,75.97953033447266
2016-12-02,75.60842895507812
2016-12-05,76.87181854248047
2016-12-06,76.98237609863281
2016-12-07,79.34992980957031
2016-12-08,78.58668518066406
2016-12-09,78.41181945800781
2016-12-12,78.07791900634766
2016-12-13,79.35787963867188
2016-12-14,77.84735870361328
2016-12-15,78.03021240234375
2016-12-16,77.89505767822266
2016-12-19,78.35615539550781
2016-12-20,78.48336791992188
2016-12-21,77.77580261230469
2016-12-22,76.77409362792969
2016-12-23,77.03646850585938
2016-12-27,77.57705688476562
2016-12-28,76.6150894165039
2016-12-29,76.6786880493164
2016-12-30,75.95526123046875
2017-01-03,76.02677917480469
2017-01-04,77.21134948730469
2017-01-05,76.85360717773438
2017-01-06,76.44812774658203
2017-01-09,76.3606948852539
2017-01-10,77.33854675292969
2017-01-11,77.49756622314453
2017-01-12,77.9825210571289
2017-01-13,78.36410522460938
2017-01-17,77.5611572265625
2017-01-18,78.93653106689453
2017-01-19,78.79340362548828
2017-01-20,79.29427337646484
2017-01-23,76.5196762084961
2017-01-24,77.05235290527344
2017-01-25,77.75989532470703
2017-01-26,77.22724914550781
2017-01-27,76.85360717773438
2017-01-30,77.17955780029297
2017-01-31,76.96488952636719
2017-02-01,76.59123992919922
2017-02-02,76.81385040283203
2017-02-03,77.22724914550781
2017-02-06,77.28290557861328
2017-02-07,77.09209442138672
2017-02-08,78.73776245117188
2017-02-09,79.23861694335938
2017-02-10,79.32608032226562
2017-02-13,79.41352844238281
2017-02-14,79.23066711425781
2017-02-15,79.59635925292969
2017-02-16,78.88882446289062
2017-02-17,80.03364562988281
2017-02-21,77.64861297607422
2017-02-22,76.31299591064453
2017-02-23,75.52590942382812
2017-02-24,76.5196762084961
2017-02-27,76.46403503417969
2017-02-28,76.09037017822266
2017-03-01,76.77409362792969
2017-03-02,76.21759796142578
2017-03-03,75.28741455078125
2017-03-06,74.87403106689453
2017-03-07,74.34930419921875
2017-03-08,74.59355163574219
2017-03-09,74.43340301513672
2017-03-10,74.64159393310547
2017-03-13,75.38634490966797
2017-03-14,75.322265625
2017-03-15,75.24220275878906
2017-03-16,75.49042510986328
2017-03-17,75.99494171142578
2017-03-20,75.53850555419922
2017-03-21,74.71367645263672
2017-03-22,74.84980010986328
2017-03-23,74.8337631225586
2017-03-24,74.34529876708984
2017-03-27,74.28126525878906
2017-03-28,74.55352020263672
2017-03-29,74.20917510986328
2017-03-30,73.94491577148438
2017-03-31,74.0009536743164
2017-04-03,72.34333038330078
2017-04-04,72.09510040283203
2017-04-05,72.25524139404297
2017-04-06,72.32732391357422
2017-04-07,71.95895385742188
2017-04-10,71.90291595458984
2017-04-11,72.55951690673828
2017-04-12,71.60659790039062
2017-04-13,71.22222900390625
2017-04-17,72.15115356445312
2017-04-18,72.18317413330078
2017-04-19,73.6005630493164
2017-04-20,74.39335632324219
2017-04-21,74.56151580810547
2017-04-24,74.95391082763672
2017-04-25,74.70567321777344
2017-04-26,74.5775375366211
2017-04-27,74.73768615722656
2017-04-28,73.68866729736328
2017-05-01,73.14411163330078
2017-05-02,73.72871398925781
2017-05-03,73.72071075439453
2017-05-04,73.87284088134766
2017-05-05,74.25720977783203
2017-05-08,74.10507202148438
2017-05-09,74.33729553222656
2017-05-10,74.30525970458984
2017-05-11,73.55255126953125
2017-05-12,73.22420501708984
2017-05-15,73.56051635742188
2017-05-16,73.30428314208984
2017-05-17,72.9759750366211
2017-05-18,73.39237213134766
2017-05-19,73.76875305175781
2017-05-22,74.04102325439453
2017-05-23,72.59156036376953
2017-05-24,72.20719146728516
2017-05-25,73.16014099121094
2017-05-26,74.69766998291016
2017-05-30,74.10507202148438
2017-05-31,74.16912841796875
2017-06-01,75.36231231689453
2017-06-02,75.49844360351562
2017-06-05,75.09806823730469
2017-06-06,73.76875305175781
2017-06-07,74.0873794555664
2017-06-08,73.32102966308594
2017-06-09,73.90185546875
2017-06-12,74.99894714355469
2017-06-13,75.7169189453125
2017-06-14,76.03960418701172
2017-06-15,76.50751495361328
2017-06-16,77.12864685058594
2017-06-19,75.41845703125
2017-06-20,73.6275634765625
2017-06-21,72.5143051147461
2017-06-22,72.33686065673828
2017-06-23,73.20000457763672
2017-06-26,73.538818359375
2017-06-27,73.28875732421875
2017-06-28,74.1680679321289
2017-06-29,73.5065689086914
2017-06-30,74.8295669555664
2017-07-03,75.55558013916016
2017-07-05,71.9254379272461
2017-07-06,69.97322082519531
2017-07-07,70.07003021240234
2017-07-10,68.65021514892578
2017-07-11,67.98065948486328
2017-07-12,67.7628402709961
2017-07-13,67.52083587646484
2017-07-14,67.23847961425781
2017-07-17,67.81932830810547
2017-07-18,66.96422576904297
2017-07-19,66.92388153076172
2017-07-20,65.89937591552734
2017-07-21,66.72222900390625
2017-07-24,65.99617004394531
2017-07-25,67.21431732177734
2017-07-26,66.80284881591797
2017-07-27,68.40016174316406
2017-07-28,67.70635223388672
2017-07-31,68.5130844116211
2017-08-01,68.53726959228516
2017-08-02,68.10972595214844
2017-08-03,67.85159301757812
2017-08-04,67.6660385131836
2017-08-07,67.88385772705078
2017-08-08,67.31917572021484
2017-08-09,67.34337615966797
2017-08-10,66.3833999633789
2017-08-11,66.80284881591797
2017-08-14,67.5772933959961
2017-08-15,64.92327117919922
2017-08-16,66.35113525390625
2017-08-17,65.7380142211914
2017-08-18,65.82677459716797
2017-08-21,66.68994140625
2017-08-22,66.66575622558594
2017-08-23,66.60926818847656
2017-08-24,66.53666687011719
2017-08-25,67.19816589355469
2017-08-28,66.91578674316406
2017-08-29,66.01229858398438
2017-08-30,66.8754653930664
2017-08-31,66.81903076171875
2017-09-01,67.63377380371094
2017-09-05,68.01293182373047
2017-09-06,68.81963348388672
2017-09-07,68.66107940673828
2017-09-08,69.4010009765625
2017-09-11,69.78318786621094
2017-09-12,70.28733825683594
2017-09-13,70.69390869140625
2017-09-14,70.2466812133789
2017-09-15,70.45809173583984
