,VZ
2014-05-06,28.090862274169922
2014-05-07,28.463666915893555
2014-05-08,28.694456100463867
2014-05-09,28.688533782958984
2014-05-12,28.499181747436523
2014-05-13,28.31572723388672
2014-05-14,28.410415649414062
2014-05-15,28.380823135375977
2014-05-16,29.037668228149414
2014-05-19,29.08502769470215
2014-05-20,28.789133071899414
2014-05-21,29.09684944152832
2014-05-22,29.262548446655273
2014-05-23,29.434154510498047
2014-05-27,29.363147735595703
2014-05-28,29.434154510498047
2014-05-29,29.422332763671875
2014-05-30,29.564348220825195
2014-06-02,29.61760902404785
2014-06-03,29.167858123779297
2014-06-04,29.08502769470215
2014-06-05,29.161943435668945
2014-06-06,29.244794845581055
2014-06-09,29.33354949951172
2014-06-10,29.303970336914062
2014-06-11,29.215200424194336
2014-06-12,29.019926071166992
2014-06-13,29.10276985168457
2014-06-16,29.179698944091797
2014-06-17,29.12051773071289
2014-06-18,29.244794845581055
2014-06-19,29.274377822875977
2014-06-20,29.227033615112305
2014-06-23,29.428234100341797
2014-06-24,29.161943435668945
2014-06-25,29.238874435424805
2014-06-26,29.12051773071289
2014-06-27,29.18561363220215
2014-06-30,28.95482635498047
2014-07-01,29.215200424194336
2014-07-02,29.386817932128906
2014-07-03,29.41640281677246
2014-07-07,29.44007110595703
2014-07-08,29.16493034362793
2014-07-09,29.24867057800293
2014-07-10,29.691287994384766
2014-07-11,30.098018646240234
2014-07-14,30.2236328125
2014-07-15,30.331295013427734
2014-07-16,30.48080825805664
2014-07-17,30.098018646240234
2014-07-18,30.3552188873291
2014-07-21,30.325302124023438
2014-07-22,30.492780685424805
2014-07-23,30.4509220123291
2014-07-24,30.534658432006836
2014-07-25,30.672225952148438
2014-07-28,30.851667404174805
2014-07-29,31.084938049316406
2014-07-30,30.959325790405273
2014-07-31,30.1578311920166
2014-08-01,29.804931640625
2014-08-04,30.032230377197266
2014-08-05,29.703258514404297
2014-08-06,29.38624382019043
2014-08-07,29.099132537841797
2014-08-08,29.12904167175293
2014-08-11,29.111114501953125
2014-08-12,29.21277618408203
2014-08-13,29.260629653930664
2014-08-14,29.308488845825195
2014-08-15,29.188858032226562
2014-08-18,29.176889419555664
2014-08-19,29.12904167175293
2014-08-20,29.200817108154297
2014-08-21,29.23072624206543
2014-08-22,29.09315299987793
2014-08-25,29.398212432861328
2014-08-26,29.45802116394043
2014-08-27,29.565673828125
2014-08-28,29.553720474243164
2014-08-29,29.7989501953125
2014-09-02,29.76904296875
2014-09-03,29.8348445892334
2014-09-04,29.739147186279297
2014-09-05,29.870725631713867
2014-09-08,29.62548828125
2014-09-09,29.24867057800293
2014-09-10,29.158960342407227
2014-09-11,29.31446075439453
2014-09-12,28.94960594177246
2014-09-15,29.045307159423828
2014-09-16,29.284555435180664
2014-09-17,29.434083938598633
2014-09-18,29.721195220947266
2014-09-19,30.115962982177734
2014-09-22,30.014280319213867
2014-09-23,29.852787017822266
2014-09-24,29.948488235473633
2014-09-25,29.6733455657959
2014-09-26,29.76904296875
2014-09-29,29.757081985473633
2014-09-30,29.900636672973633
2014-10-01,29.565673828125
2014-10-02,29.481935501098633
2014-10-03,29.733156204223633
2014-10-06,29.95447540283203
2014-10-07,29.715213775634766
2014-10-08,30.16279411315918
2014-10-09,29.5942440032959
2014-10-10,29.600296020507812
2014-10-13,29.25554656982422
2014-10-14,29.164827346801758
2014-10-15,28.983375549316406
2014-10-16,28.8321590423584
2014-10-17,29.074094772338867
2014-10-20,29.322072982788086
2014-10-21,29.44908332824707
2014-10-22,29.219261169433594
2014-10-23,29.164827346801758
2014-10-24,29.497467041015625
2014-10-27,29.890613555908203
2014-10-28,30.21722412109375
2014-10-29,30.138591766357422
2014-10-30,30.180932998657227
2014-10-31,30.39262580871582
2014-11-03,30.477291107177734
2014-11-04,30.441011428833008
2014-11-05,30.44705581665039
2014-11-06,30.410770416259766
2014-11-07,30.761571884155273
2014-11-10,30.676904678344727
2014-11-11,30.610355377197266
2014-11-12,30.737375259399414
2014-11-13,30.96721076965332
2014-11-14,31.148656845092773
2014-11-17,31.088176727294922
2014-11-18,30.979310989379883
2014-11-19,30.537776947021484
2014-11-20,30.35633087158203
2014-11-21,30.36843490600586
2014-11-24,29.938997268676758
2014-11-25,29.84222984313965
2014-11-26,30.265607833862305
2014-11-28,30.598255157470703
2014-12-01,30.259557723999023
2014-12-02,29.703113555908203
2014-12-03,29.509571075439453
2014-12-04,29.50351905822754
2014-12-05,29.400705337524414
2014-12-08,29.57610321044922
2014-12-09,28.37854766845703
2014-12-10,27.930980682373047
2014-12-11,28.039836883544922
2014-12-12,27.568073272705078
2014-12-15,27.471298217773438
2014-12-16,27.53783416748047
2014-12-17,28.088220596313477
2014-12-18,28.457178115844727
2014-12-19,28.43902587890625
2014-12-22,28.73538589477539
2014-12-23,28.8321590423584
2014-12-24,28.8321590423584
2014-12-26,28.947080612182617
2014-12-29,28.75958824157715
2014-12-30,28.626529693603516
2014-12-31,28.293865203857422
2015-01-02,28.402738571166992
2015-01-05,28.166858673095703
2015-01-06,28.451133728027344
2015-01-07,28.267534255981445
2015-01-08,28.873390197753906
2015-01-09,28.61635971069336
2015-01-12,28.812196731567383
2015-01-13,28.873390197753906
2015-01-14,28.744874954223633
2015-01-15,28.824438095092773
2015-01-16,29.36909294128418
2015-01-20,29.485380172729492
2015-01-21,29.528209686279297
2015-01-22,29.252817153930664
2015-01-23,28.855031967163086
2015-01-26,28.73875617980957
2015-01-27,28.36545181274414
2015-01-28,28.181842803955078
2015-01-29,28.218568801879883
2015-01-30,27.97376823425293
2015-02-02,28.750999450683594
2015-02-03,29.27117156982422
2015-02-04,29.252817153930664
2015-02-05,29.289535522460938
2015-02-06,30.189157485961914
2015-02-09,30.042280197143555
2015-02-10,30.29930877685547
2015-02-11,30.482913970947266
2015-02-12,30.305423736572266
2015-02-13,30.176921844482422
2015-02-17,30.097362518310547
2015-02-18,29.950485229492188
2015-02-19,29.932119369506836
2015-02-20,29.96884536743164
2015-02-23,29.846437454223633
2015-02-24,30.121837615966797
2015-02-25,30.109596252441406
2015-02-26,30.213624954223633
2015-02-27,30.262592315673828
2015-03-02,30.27483558654785
2015-03-03,30.323795318603516
2015-03-04,30.030033111572266
2015-03-05,29.938234329223633
2015-03-06,29.552692413330078
2015-03-09,29.515968322753906
2015-03-10,29.075345993041992
2015-03-11,29.17938804626465
2015-03-12,29.82196044921875
2015-03-13,29.889284133911133
2015-03-16,30.15243911743164
2015-03-17,29.956600189208984
2015-03-18,30.317672729492188
2015-03-19,30.17079734802246
2015-03-20,30.32991600036621
2015-03-23,30.37887191772461
2015-03-24,30.238109588623047
2015-03-25,29.82196044921875
2015-03-26,29.632247924804688
2015-03-27,29.717920303344727
2015-03-30,30.060646057128906
2015-03-31,29.760766983032227
2015-04-01,29.938234329223633
2015-04-02,30.27483558654785
2015-04-06,30.372758865356445
2015-04-07,30.15243911743164
2015-04-08,30.40618324279785
2015-04-09,30.3319091796875
2015-04-10,30.461881637573242
2015-04-13,30.35048484802246
2015-04-14,30.43712615966797
2015-04-15,30.567094802856445
2015-04-16,30.492834091186523
2015-04-17,30.263839721679688
2015-04-20,30.5609073638916
2015-04-21,30.430940628051758
2015-04-22,30.67850112915039
2015-04-23,30.97557258605957
2015-04-24,30.96318817138672
2015-04-27,30.99413299560547
2015-04-28,31.285009384155273
2015-04-29,31.235492706298828
2015-04-30,31.21693229675293
2015-05-01,31.1983585357666
2015-05-04,31.26643943786621
2015-05-05,31.00031852722168
2015-05-06,30.721820831298828
2015-05-07,30.77752113342285
2015-05-08,31.031274795532227
2015-05-11,30.820838928222656
2015-05-12,30.70944595336914
2015-05-13,30.77752113342285
2015-05-14,30.926054000854492
2015-05-15,30.814653396606445
2015-05-18,30.697050094604492
2015-05-19,30.666122436523438
2015-05-20,30.752761840820312
2015-05-21,30.882734298706055
2015-05-22,30.7032470703125
2015-05-26,30.585662841796875
2015-05-27,30.67850112915039
2015-05-28,30.659921646118164
2015-05-29,30.598033905029297
2015-06-01,30.461881637573242
2015-06-02,30.412376403808594
2015-06-03,30.3752384185791
2015-06-04,29.768728256225586
2015-06-05,29.23029899597168
2015-06-08,29.36025619506836
2015-06-09,29.298372268676758
2015-06-10,29.378820419311523
2015-06-11,29.558300018310547
2015-06-12,29.242677688598633
2015-06-15,29.087936401367188
2015-06-16,29.347877502441406
2015-06-17,29.255041122436523
2015-06-18,29.564491271972656
2015-06-19,29.372634887695312
2015-06-22,29.415958404541016
2015-06-23,29.564491271972656
2015-06-24,29.267417907714844
2015-06-25,29.36025619506836
2015-06-26,29.471649169921875
2015-06-29,28.94559669494629
2015-06-30,28.846572875976562
2015-07-01,29.087936401367188
2015-07-02,29.211729049682617
2015-07-06,29.112695693969727
2015-07-07,29.242677688598633
2015-07-08,29.167518615722656
2015-07-09,28.967144012451172
2015-07-10,29.43051528930664
2015-07-13,29.55575942993164
2015-07-14,29.687246322631836
2015-07-15,29.637163162231445
2015-07-16,29.95026397705078
2015-07-17,29.799972534179688
2015-07-20,30.119319915771484
2015-07-21,29.4117374420166
2015-07-22,29.086116790771484
2015-07-23,29.023494720458984
2015-07-24,28.829391479492188
2015-07-27,28.697900772094727
2015-07-28,28.735454559326172
2015-07-29,29.155000686645508
2015-07-30,29.223875045776367
2015-07-31,29.29901695251465
2015-08-03,29.4117374420166
2015-08-04,29.223875045776367
2015-08-05,29.205093383789062
2015-08-06,29.198841094970703
2015-08-07,29.02976417541504
2015-08-10,29.57455062866211
2015-08-11,29.806230545043945
2015-08-12,29.962778091430664
2015-08-13,29.843795776367188
2015-08-14,29.73735237121582
2015-08-17,29.756132125854492
2015-08-18,29.71856689453125
2015-08-19,29.706039428710938
2015-08-20,29.355377197265625
2015-08-21,28.86695671081543
2015-08-24,28.015350341796875
2015-08-25,27.238895416259766
2015-08-26,28.278356552124023
2015-08-27,28.923311233520508
2015-08-28,28.84816551208496
2015-08-31,28.810596466064453
2015-09-01,28.11553955078125
2015-09-02,28.397321701049805
2015-09-03,28.629003524780273
2015-09-04,28.06544303894043
2015-09-08,28.72919464111328
2015-09-09,28.42236328125
2015-09-10,28.46619987487793
2015-09-11,28.635257720947266
2015-09-14,28.585176467895508
2015-09-15,29.036026000976562
2015-09-16,28.923311233520508
2015-09-17,28.322175979614258
2015-09-18,27.908906936645508
2015-09-21,28.05291748046875
2015-09-22,27.821229934692383
2015-09-23,27.539451599121094
2015-09-24,27.60832977294922
2015-09-25,27.68973159790039
2015-09-28,27.389171600341797
2015-09-29,27.257667541503906
2015-09-30,27.245145797729492
2015-10-01,26.900737762451172
2015-10-02,26.82560157775879
2015-10-05,27.551979064941406
2015-10-06,27.58954429626465
2015-10-07,27.81471824645996
2015-10-08,28.05576515197754
2015-10-09,28.011362075805664
2015-10-12,28.100170135498047
2015-10-13,28.138229370117188
2015-10-14,27.90353012084961
2015-10-15,28.33485984802246
2015-10-16,28.353893280029297
2015-10-19,28.353893280029297
2015-10-20,28.696422576904297
2015-10-21,28.45538902282715
2015-10-22,29.108734130859375
2015-10-23,29.279996871948242
2015-10-26,29.4068546295166
2015-10-27,29.286338806152344
2015-10-28,29.482969284057617
2015-10-29,29.432228088378906
2015-10-30,29.73670196533203
2015-11-02,29.67327117919922
2015-11-03,29.463953018188477
2015-11-04,29.26730728149414
2015-11-05,29.305360794067383
2015-11-06,29.038955688476562
2015-11-09,28.734487533569336
2015-11-10,28.60761260986328
2015-11-11,28.747175216674805
2015-11-12,28.436357498168945
2015-11-13,28.05576515197754
2015-11-16,28.56956672668457
2015-11-17,28.59494400024414
2015-11-18,28.785232543945312
2015-11-19,29.026264190673828
2015-11-20,28.791566848754883
2015-11-23,28.53784942626953
2015-11-24,28.664714813232422
2015-11-25,28.493438720703125
2015-11-27,28.69008445739746
2015-11-30,28.829633712768555
2015-12-01,28.912092208862305
2015-12-02,28.493438720703125
2015-12-03,28.265090942382812
2015-12-04,28.99454689025879
2015-12-07,29.216567993164062
2015-12-08,28.988201141357422
2015-12-09,28.772546768188477
2015-12-10,28.747175216674805
2015-12-11,28.43000602722168
2015-12-14,28.829633712768555
2015-12-15,28.89305877685547
2015-12-16,29.50200843811035
2015-12-17,29.2419376373291
2015-12-18,28.8994083404541
2015-12-21,29.115066528320312
2015-12-22,29.394180297851562
2015-12-23,29.78110122680664
2015-12-24,29.62887191772461
2015-12-28,29.654245376586914
2015-12-29,29.946029663085938
2015-12-30,29.66693115234375
2015-12-31,29.318056106567383
2016-01-04,29.096046447753906
2016-01-05,29.495668411254883
2016-01-06,29.229188919067383
2016-01-07,29.068655014038086
2016-01-08,28.786123275756836
2016-01-11,28.953075408935547
2016-01-12,28.8503360748291
2016-01-13,28.3494873046875
2016-01-14,28.811803817749023
2016-01-15,28.529285430908203
2016-01-19,28.811803817749023
2016-01-20,28.522863388061523
2016-01-21,29.453927993774414
2016-01-22,30.205204010009766
2016-01-25,30.19878578186035
2016-01-26,30.982152938842773
2016-01-27,31.483020782470703
2016-01-28,31.47017478942871
2016-01-29,32.086612701416016
2016-02-01,32.593875885009766
2016-02-02,32.04808044433594
2016-02-03,32.50398635864258
2016-02-04,32.381980895996094
2016-02-05,32.728729248046875
2016-02-08,32.581031799316406
2016-02-09,32.202178955078125
2016-02-10,32.093040466308594
2016-02-11,31.714181900024414
2016-02-12,32.1765022277832
2016-02-16,32.259986877441406
2016-02-17,32.31135559082031
2016-02-18,32.7094612121582
2016-02-19,32.65809631347656
2016-02-22,32.792938232421875
2016-02-23,32.51040267944336
2016-02-24,32.632408142089844
2016-02-25,32.818634033203125
2016-02-26,32.760833740234375
2016-02-29,32.574607849121094
2016-03-01,33.04335403442383
2016-03-02,33.467166900634766
2016-03-03,33.31947326660156
2016-03-04,33.268104553222656
2016-03-07,33.52495574951172
2016-03-08,33.68548583984375
2016-03-09,33.608428955078125
2016-03-10,33.5955696105957
2016-03-11,33.73043441772461
2016-03-14,33.73685073852539
2016-03-15,33.8203239440918
2016-03-16,34.167057037353516
2016-03-17,34.436767578125
2016-03-18,34.18634033203125
2016-03-21,34.314754486083984
2016-03-22,34.167057037353516
2016-03-23,33.97443771362305
2016-03-24,34.39180374145508
2016-03-28,34.28907012939453
2016-03-29,34.706451416015625
2016-03-30,34.700035095214844
2016-03-31,34.725704193115234
2016-04-01,34.680755615234375
2016-04-04,34.94401550292969
2016-04-05,34.73213577270508
2016-04-06,34.7288818359375
2016-04-07,33.74256134033203
2016-04-08,33.85936737060547
2016-04-11,33.489498138427734
2016-04-12,33.710121154785156
2016-04-13,33.2818489074707
2016-04-14,33.327274322509766
2016-04-15,33.32078170776367
2016-04-18,33.56736755371094
2016-04-19,33.79447555541992
2016-04-20,33.5803337097168
2016-04-21,32.46424102783203
2016-04-22,32.801658630371094
2016-04-25,32.93793869018555
2016-04-26,32.730289459228516
2016-04-27,33.54140853881836
2016-04-28,33.10664749145508
2016-04-29,33.05472946166992
2016-05-02,33.30131912231445
2016-05-03,32.886016845703125
2016-05-04,32.989845275878906
2016-05-05,32.989845275878906
2016-05-06,33.17152786254883
2016-05-09,33.145591735839844
2016-05-10,33.44408416748047
2016-05-11,33.19100570678711
2016-05-12,33.39864730834961
2016-05-13,33.05472946166992
2016-05-16,33.242916107177734
2016-05-17,33.028785705566406
2016-05-18,32.69784164428711
2016-05-19,32.204681396484375
2016-05-20,32.22414779663086
2016-05-23,31.886716842651367
2016-05-24,32.172237396240234
2016-05-25,32.347434997558594
2016-05-26,32.54859924316406
2016-05-27,32.84708786010742
2016-05-31,33.028785705566406
2016-06-01,32.72380065917969
2016-06-02,32.94443130493164
2016-06-03,33.0417594909668
2016-06-06,32.90549087524414
2016-06-07,33.5803337097168
2016-06-08,33.431095123291016
2016-06-09,33.710121154785156
2016-06-10,34.17732238769531
2016-06-13,34.1124382019043
2016-06-14,34.384971618652344
2016-06-15,34.28763961791992
2016-06-16,34.6899528503418
2016-06-17,34.89760208129883
2016-06-20,34.884620666503906
2016-06-21,35.10525131225586
2016-06-22,35.0598258972168
2016-06-23,35.47511672973633
2016-06-24,35.31938171386719
2016-06-27,35.52054214477539
2016-06-28,35.57246017456055
2016-06-29,35.72817611694336
2016-06-30,36.23432540893555
2016-07-01,36.48740005493164
2016-07-05,36.68205261230469
2016-07-06,36.875423431396484
2016-07-07,36.29862976074219
2016-07-08,36.63946533203125
2016-07-11,36.65913009643555
2016-07-12,36.35761642456055
2016-07-13,36.70499038696289
2016-07-14,36.60013198852539
2016-07-15,36.60013198852539
2016-07-18,36.65913009643555
2016-07-19,36.50836944580078
2016-07-20,36.4559326171875
2016-07-21,36.29206848144531
2016-07-22,36.77054214477539
2016-07-25,36.61980056762695
2016-07-26,35.925025939941406
2016-07-27,36.25930404663086
2016-07-28,35.95779800415039
2016-07-29,36.31828308105469
2016-08-01,35.72183609008789
2016-08-02,35.394107818603516
2016-08-03,35.32855987548828
2016-08-04,35.348228454589844
2016-08-05,35.158145904541016
2016-08-08,35.12538146972656
2016-08-09,35.1712532043457
2016-08-10,35.26957702636719
2016-08-11,35.30234909057617
2016-08-12,35.16470718383789
2016-08-15,35.138492584228516
2016-08-16,34.58135986328125
2016-08-17,34.85009002685547
2016-08-18,34.65345001220703
2016-08-19,34.37816619873047
2016-08-22,34.4437141418457
2016-08-23,34.49614715576172
2016-08-24,34.43060302734375
2016-08-25,34.57480239868164
2016-08-26,34.129093170166016
2016-08-29,34.41093444824219
2016-08-30,34.26018524169922
2016-08-31,34.29951858520508
2016-09-01,34.450252532958984
2016-09-02,34.66000747680664
2016-09-06,35.07292175292969
2016-09-07,35.20402526855469
2016-09-08,35.131927490234375
2016-09-09,33.96522903442383
2016-09-12,34.45681381225586
2016-09-13,33.72272491455078
2016-09-14,33.74894332885742
2016-09-15,34.070106506347656
2016-09-16,34.00456237792969
2016-09-19,33.55886459350586
2016-09-20,33.604740142822266
2016-09-21,33.99800491333008
2016-09-22,34.31262969970703
2016-09-23,34.450252532958984
2016-09-26,34.1815299987793
2016-09-27,34.40439224243164
2016-09-28,34.12254333496094
2016-09-29,34.1618766784668
2016-09-30,34.070106506347656
2016-10-03,34.00456237792969
2016-10-04,33.59819412231445
2016-10-05,33.3250617980957
2016-10-06,33.31843948364258
2016-10-07,33.09303665161133
2016-10-10,33.27202606201172
2016-10-11,33.07978057861328
2016-10-12,33.344947814941406
2016-10-13,33.33832550048828
2016-10-14,33.331695556640625
2016-10-17,33.43113327026367
2016-10-18,33.3250617980957
2016-10-19,33.39797592163086
2016-10-20,32.575950622558594
2016-10-21,31.95281410217285
2016-10-24,31.959434509277344
2016-10-25,31.71415901184082
2016-10-26,31.574947357177734
2016-10-27,32.17820739746094
2016-10-28,31.959434509277344
2016-10-31,31.886516571044922
2016-11-01,31.59484100341797
2016-11-02,31.11753273010254
2016-11-03,31.071125030517578
2016-11-04,31.210350036621094
2016-11-07,31.462255477905273
2016-11-08,31.58820915222168
2016-11-09,31.7274227142334
2016-11-10,30.95179557800293
2016-11-11,30.95179557800293
2016-11-14,30.613704681396484
2016-11-15,31.402584075927734
2016-11-16,31.77382469177246
2016-11-17,31.71415901184082
2016-11-18,31.866628646850586
2016-11-21,32.0257453918457
2016-11-22,32.8079833984375
2016-11-23,33.29854202270508
2016-11-25,33.59022903442383
2016-11-28,33.8885383605957
2016-11-29,33.7824821472168
2016-11-30,33.07978057861328
2016-12-01,33.05989074707031
2016-12-02,33.02012252807617
2016-12-05,32.98033905029297
2016-12-06,33.384708404541016
2016-12-07,34.06090545654297
2016-12-08,33.89517593383789
2016-12-09,34.13383102416992
2016-12-12,34.31281280517578
2016-12-13,34.710567474365234
2016-12-14,34.22663116455078
2016-12-15,34.3459587097168
2016-12-16,34.650901794433594
2016-12-19,35.075172424316406
2016-12-20,35.214385986328125
2016-12-21,35.114952087402344
2016-12-22,35.565738677978516
2016-12-23,35.585628509521484
2016-12-27,35.559104919433594
2016-12-28,35.426517486572266
2016-12-29,35.62541198730469
2016-12-30,35.386749267578125
2017-01-03,36.182247161865234
2017-01-04,36.14247131347656
2017-01-05,36.22202682495117
2017-01-06,35.68468475341797
2017-01-09,35.29607009887695
2017-01-10,35.34967803955078
2017-01-11,35.148681640625
2017-01-12,35.29607009887695
2017-01-13,35.208980560302734
2017-01-17,35.33627700805664
2017-01-18,35.007972717285156
2017-01-19,35.081668853759766
2017-01-20,35.32288360595703
2017-01-23,35.115177154541016
2017-01-24,33.58085250854492
2017-01-25,33.346343994140625
2017-01-26,32.91083908081055
2017-01-27,33.23244857788086
2017-01-30,33.07834243774414
2017-01-31,32.83714294433594
2017-02-01,32.42173767089844
2017-02-02,32.34804153442383
2017-02-03,32.54903793334961
2017-02-06,32.1805305480957
2017-02-07,32.18723678588867
2017-02-08,32.40833282470703
2017-02-09,32.7031364440918
2017-02-10,32.81704330444336
2017-02-13,32.5289306640625
2017-02-14,32.34134292602539
2017-02-15,32.21403121948242
2017-02-16,32.46864318847656
2017-02-17,32.95774841308594
2017-02-21,33.11854553222656
2017-02-22,33.27934646606445
2017-02-23,33.70814895629883
2017-02-24,33.902462005615234
2017-02-27,33.46023941040039
2017-02-28,33.252540588378906
2017-03-01,33.37315368652344
2017-03-02,33.48705291748047
2017-03-03,33.56074523925781
2017-03-06,33.52055358886719
2017-03-07,33.125247955322266
2017-03-08,32.937644958496094
2017-03-09,33.01803970336914
2017-03-10,33.06494140625
2017-03-13,33.14535140991211
2017-03-14,33.07164764404297
2017-03-15,33.59425354003906
2017-03-16,33.52725601196289
2017-03-17,33.76176071166992
2017-03-20,33.66126251220703
2017-03-21,33.6076545715332
2017-03-22,33.306148529052734
2017-03-23,33.25925064086914
2017-03-24,33.286041259765625
2017-03-27,32.924232482910156
2017-03-28,33.03144836425781
2017-03-29,32.917545318603516
2017-03-30,32.870643615722656
2017-03-31,32.662940979003906
2017-04-03,32.951045989990234
2017-04-04,33.038143157958984
2017-04-05,32.843849182128906
2017-04-06,32.8357048034668
2017-04-07,32.99164962768555
2017-04-10,32.91029739379883
2017-04-11,33.018760681152344
2017-04-12,33.16793441772461
2017-04-13,32.96453094482422
2017-04-17,33.093353271484375
2017-04-18,33.371334075927734
2017-04-19,33.181488037109375
2017-04-20,32.82215118408203
2017-04-21,32.03567123413086
2017-04-24,31.90005874633789
2017-04-25,31.662757873535156
2017-04-26,32.1102409362793
2017-04-27,31.64241600036621
2017-04-28,31.127134323120117
2017-05-01,31.106792449951172
2017-05-02,31.127134323120117
2017-05-03,31.289859771728516
2017-05-04,31.106792449951172
2017-05-05,31.65598487854004
2017-05-08,31.615291595458984
2017-05-09,31.47292137145996
2017-05-10,31.445802688598633
2017-05-11,31.201711654663086
2017-05-12,31.079683303833008
2017-05-15,30.767793655395508
2017-05-16,30.720338821411133
2017-05-17,30.1575927734375
2017-05-18,30.537277221679688
2017-05-19,30.794923782348633
2017-05-22,30.835599899291992
2017-05-23,30.835599899291992
2017-05-24,30.537277221679688
2017-05-25,30.720338821411133
2017-05-26,30.72711181640625
2017-05-30,31.323759078979492
2017-05-31,31.622087478637695
2017-06-01,31.53394889831543
2017-06-02,31.486480712890625
2017-06-05,31.43901824951172
2017-06-06,31.486480712890625
2017-06-07,31.527156829833984
2017-06-08,31.316980361938477
2017-06-09,31.676326751708984
2017-06-12,31.994977951049805
2017-06-13,31.500036239624023
2017-06-14,31.65598487854004
2017-06-15,31.622087478637695
2017-06-16,31.615291595458984
2017-06-19,31.57461929321289
2017-06-20,31.14748191833496
2017-06-21,30.788143157958984
2017-06-22,30.794923782348633
2017-06-23,30.774572372436523
2017-06-26,31.018653869628906
2017-06-27,30.401674270629883
2017-06-28,30.401674270629883
2017-06-29,30.110132217407227
2017-06-30,30.279632568359375
2017-07-03,30.510150909423828
2017-07-05,30.27285385131836
2017-07-06,29.893686294555664
2017-07-07,29.866212844848633
2017-07-10,29.67387580871582
2017-07-11,29.4609432220459
2017-07-12,29.687620162963867
2017-07-13,29.87308692932129
2017-07-14,29.921171188354492
2017-07-17,29.989845275878906
2017-07-18,29.783771514892578
2017-07-19,29.84560203552246
2017-07-20,30.3745059967041
2017-07-21,30.381385803222656
2017-07-24,30.024194717407227
2017-07-25,30.209653854370117
2017-07-26,30.49815559387207
2017-07-27,32.84047317504883
2017-07-28,32.92975616455078
2017-07-31,33.2457389831543
2017-08-01,33.58230972290039
2017-08-02,33.11521911621094
2017-08-03,33.38998794555664
2017-08-04,33.59605026245117
2017-08-07,33.56171798706055
2017-08-08,33.383113861083984
2017-08-09,33.122100830078125
2017-08-10,32.984710693359375
2017-08-11,33.01219940185547
2017-08-14,33.50674819946289
2017-08-15,33.300697326660156
2017-08-16,33.25261306762695
2017-08-17,32.895416259765625
2017-08-18,32.758033752441406
2017-08-21,33.06714630126953
2017-08-22,33.211395263671875
2017-08-23,33.163307189941406
2017-08-24,33.18391799926758
2017-08-25,33.43806838989258
2017-08-28,33.38998794555664
2017-08-29,33.321285247802734
2017-08-30,33.053401947021484
2017-08-31,32.95037841796875
2017-09-01,32.916015625
2017-09-05,32.531375885009766
2017-09-06,32.222267150878906
2017-09-07,31.73457145690918
2017-09-08,31.672746658325195
2017-09-11,31.80324935913086
2017-09-12,32.139827728271484
2017-09-13,32.455806732177734
2017-09-14,32.40773010253906
