,PLD
2017-09-15,53.72307205200195
2017-09-18,53.582984924316406
2017-09-19,53.35226821899414
2017-09-20,53.24516677856445
2017-09-21,53.03092575073242
2017-09-22,52.47063064575195
2017-09-25,52.750770568847656
2017-09-26,52.454158782958984
2017-09-27,51.836177825927734
2017-09-28,52.36351013183594
2017-09-29,52.289344787597656
2017-10-02,52.396480560302734
2017-10-03,52.478878021240234
2017-10-04,52.80021667480469
2017-10-05,53.20396423339844
2017-10-06,53.16276168823242
2017-10-09,53.41820526123047
2017-10-10,53.32756805419922
2017-10-11,53.14628219604492
2017-10-12,53.624183654785156
2017-10-13,53.73130798339844
2017-10-16,53.55826950073242
2017-10-17,52.98973083496094
2017-10-18,53.81370162963867
2017-10-19,53.18748474121094
2017-10-20,53.09685134887695
2017-10-23,53.11332702636719
2017-10-24,52.767250061035156
2017-10-25,52.7590217590332
2017-10-26,52.9567756652832
2017-10-27,53.3028450012207
2017-10-30,52.80021667480469
2017-10-31,53.21220397949219
2017-11-01,53.55826950073242
2017-11-02,54.33280563354492
2017-11-03,54.60472106933594
2017-11-06,54.82719802856445
2017-11-07,54.81894302368164
2017-11-08,54.97550582885742
2017-11-09,54.77776336669922
2017-11-10,54.56352615356445
2017-11-13,55.26389694213867
2017-11-14,55.362770080566406
2017-11-15,54.044410705566406
2017-11-16,55.24742889404297
2017-11-17,54.62944030761719
2017-11-20,54.74480056762695
2017-11-21,55.535823822021484
2017-11-22,55.11558532714844
2017-11-24,55.25566101074219
2017-11-27,55.0991096496582
2017-11-28,54.95078659057617
2017-11-29,54.48937225341797
2017-11-30,54.57175827026367
2017-12-01,54.53881072998047
2017-12-04,54.33280563354492
2017-12-05,53.09685134887695
2017-12-06,53.32756805419922
2017-12-07,54.23392868041992
2017-12-08,54.51408386230469
2017-12-11,54.15978240966797
2017-12-12,54.52232360839844
2017-12-13,54.18449401855469
2017-12-14,54.30809020996094
2017-12-15,54.731143951416016
2017-12-18,54.631595611572266
2017-12-19,52.574405670166016
2017-12-20,52.3006706237793
2017-12-21,52.26749038696289
2017-12-22,52.94769287109375
2017-12-26,52.939395904541016
2017-12-27,53.320960998535156
2017-12-28,53.71914291381836
2017-12-29,53.511756896972656
2018-01-02,53.09701156616211
2018-01-03,52.99746322631836
2018-01-04,51.93568801879883
2018-01-05,51.89420700073242
2018-01-08,52.499759674072266
2018-01-09,51.96886444091797
2018-01-10,50.96515655517578
2018-01-11,51.13935852050781
2018-01-12,51.30525207519531
2018-01-16,51.54581832885742
2018-01-17,52.14306640625
2018-01-18,50.95685577392578
2018-01-19,51.247196197509766
2018-01-22,52.35044479370117
2018-01-23,53.89333724975586
2018-01-24,53.48687744140625
2018-01-25,53.27119827270508
2018-01-26,53.4122200012207
2018-01-29,52.58271026611328
2018-01-30,52.17625045776367
2018-01-31,54.009456634521484
2018-02-01,52.85643768310547
2018-02-02,52.94769287109375
2018-02-05,50.774375915527344
2018-02-06,50.38450622558594
2018-02-07,49.80384063720703
2018-02-08,48.385379791259766
2018-02-09,50.03610610961914
2018-02-12,49.89509201049805
2018-02-13,50.73290252685547
2018-02-14,50.218597412109375
2018-02-15,50.940269470214844
2018-02-16,51.41309356689453
2018-02-20,50.79096221923828
2018-02-21,49.696014404296875
2018-02-22,49.72089385986328
2018-02-23,50.81584548950195
2018-02-26,50.857322692871094
2018-02-27,50.06929016113281
2018-02-28,50.33473205566406
2018-03-01,50.3679084777832
2018-03-02,49.953155517578125
2018-03-05,50.674835205078125
2018-03-06,51.09788513183594
2018-03-07,51.36332702636719
2018-03-08,51.74490737915039
2018-03-09,52.83156204223633
2018-03-12,52.72372817993164
2018-03-13,52.56610870361328
2018-03-14,52.84193420410156
2018-03-15,53.02582931518555
2018-03-16,53.351806640625
2018-03-19,52.94224548339844
2018-03-20,53.142860412597656
2018-03-21,52.34879684448242
2018-03-22,51.57981872558594
2018-03-23,50.24247741699219
2018-03-26,51.17861557006836
2018-03-27,51.855648040771484
2018-03-28,52.265220642089844
2018-03-29,52.64970397949219
2018-04-02,51.320716857910156
2018-04-03,51.5965461730957
2018-04-04,51.94759750366211
2018-04-05,51.621604919433594
2018-04-06,51.186981201171875
2018-04-09,51.253841400146484
2018-04-10,51.48788833618164
2018-04-11,51.504600524902344
2018-04-12,51.52131271362305
2018-04-13,52.03953170776367
2018-04-16,52.32372283935547
2018-04-17,54.580501556396484
2018-04-18,54.88138961791992
2018-04-19,54.521995544433594
2018-04-20,54.321388244628906
2018-04-23,54.22944259643555
2018-04-24,54.51362991333008
2018-04-25,54.02885055541992
2018-04-26,55.05693435668945
2018-04-27,55.65037536621094
2018-04-30,54.254520416259766
2018-05-01,54.388248443603516
2018-05-02,54.12077713012695
2018-05-03,54.16257095336914
2018-05-04,54.538700103759766
2018-05-07,54.739295959472656
2018-05-08,54.488548278808594
2018-05-09,54.51362991333008
2018-05-10,54.82288360595703
2018-05-11,54.60557174682617
2018-05-14,54.505279541015625
2018-05-15,53.677791595458984
2018-05-16,52.99239730834961
2018-05-17,52.89210891723633
2018-05-18,52.85865783691406
2018-05-21,53.34345245361328
2018-05-22,53.301658630371094
2018-05-23,54.13748550415039
2018-05-24,53.89510726928711
2018-05-25,53.836612701416016
2018-05-29,53.75300979614258
2018-05-30,54.16257095336914
2018-05-31,53.78644561767578
2018-06-01,54.42168426513672
2018-06-04,55.37453842163086
2018-06-05,55.199031829833984
2018-06-06,55.115440368652344
2018-06-07,55.132137298583984
2018-06-08,55.1237907409668
2018-06-11,54.73095703125
2018-06-12,54.75603103637695
2018-06-13,54.08241653442383
2018-06-14,54.242408752441406
2018-06-15,53.84663772583008
2018-06-18,54.031898498535156
2018-06-19,53.47616195678711
2018-06-20,53.98136901855469
2018-06-21,53.84663772583008
2018-06-22,54.1497688293457
2018-06-25,54.00663375854492
2018-06-26,53.905582427978516
2018-06-27,54.23398208618164
2018-06-28,54.8570671081543
2018-06-29,55.311763763427734
2018-07-02,54.32659149169922
2018-07-03,54.77287292480469
2018-07-05,55.555938720703125
2018-07-06,55.74116897583008
2018-07-09,55.40437316894531
2018-07-10,55.429630279541016
2018-07-11,55.06756591796875
2018-07-12,55.294921875
2018-07-13,55.17702865600586
2018-07-16,54.76443862915039
2018-07-17,53.4003791809082
2018-07-18,53.02147674560547
2018-07-19,53.46774673461914
2018-07-20,52.57521438598633
2018-07-23,52.684669494628906
2018-07-24,52.50785827636719
2018-07-25,53.686668395996094
2018-07-26,54.8486442565918
2018-07-27,54.73075866699219
2018-07-30,54.73075866699219
2018-07-31,55.2528190612793
2018-08-01,55.665401458740234
2018-08-02,55.446468353271484
2018-08-03,56.25481414794922
2018-08-06,55.97695541381836
2018-08-07,55.28647994995117
2018-08-08,55.320167541503906
2018-08-09,55.04230499267578
2018-08-10,54.36870193481445
2018-08-13,54.250816345214844
2018-08-14,53.93085479736328
2018-08-15,54.31817626953125
2018-08-16,55.27806854248047
2018-08-17,56.77686309814453
2018-08-20,57.04630661010742
2018-08-21,55.362266540527344
2018-08-22,54.86548614501953
2018-08-23,54.335018157958984
2018-08-24,55.6485481262207
2018-08-27,55.53908157348633
2018-08-28,56.7010612487793
2018-08-29,56.59159851074219
2018-08-30,56.313743591308594
2018-08-31,56.56635284423828
2018-09-04,55.76643753051758
2018-09-05,56.61686706542969
2018-09-06,56.56635284423828
2018-09-07,55.57276916503906
2018-09-10,56.027462005615234
2018-09-11,55.901161193847656
2018-09-12,55.93484115600586
2018-09-13,56.911563873291016
2018-09-14,57.01333236694336
2018-09-17,57.25926208496094
2018-09-18,56.589317321777344
2018-09-19,55.9278564453125
2018-09-20,57.12358093261719
2018-09-21,57.23382568359375
2018-09-24,56.24162292480469
2018-09-25,56.292510986328125
2018-09-26,55.961769104003906
2018-09-27,56.360355377197266
2018-09-28,57.48823547363281
2018-10-01,57.02181625366211
2018-10-02,56.32642364501953
2018-10-03,55.99569320678711
2018-10-04,55.57168197631836
2018-10-05,55.325748443603516
2018-10-08,56.13985824584961
2018-10-09,56.869178771972656
2018-10-10,55.59712219238281
2018-10-11,53.290462493896484
2018-10-12,53.03605651855469
2018-10-15,53.48551559448242
2018-10-16,54.15546417236328
2018-10-17,53.307430267333984
2018-10-18,53.48551559448242
2018-10-19,53.9265022277832
2018-10-22,53.64664077758789
2018-10-23,54.308109283447266
2018-10-24,55.3511848449707
2018-10-25,55.876976013183594
2018-10-26,54.63884353637695
2018-10-29,55.37663650512695
2018-10-30,55.64801025390625
2018-10-31,54.672767639160156
2018-11-01,54.918701171875
2018-11-02,54.57099914550781
2018-11-05,55.18157958984375
2018-11-06,55.893943786621094
2018-11-07,56.88614273071289
2018-11-08,56.920047760009766
2018-11-09,57.301673889160156
2018-11-12,57.46279525756836
2018-11-13,57.28471755981445
2018-11-14,57.293190002441406
2018-11-15,56.580848693847656
2018-11-16,57.0811767578125
2018-11-19,57.41191864013672
2018-11-20,56.56389236450195
2018-11-21,56.75044631958008
2018-11-23,56.78437042236328
2018-11-26,56.27553939819336
2018-11-27,56.52995300292969
2018-11-28,57.11510467529297
2018-11-29,56.97093963623047
2018-11-30,57.10661315917969
2018-12-03,58.21754455566406
2018-12-04,56.69956970214844
2018-12-06,58.07337951660156
2018-12-07,56.68259811401367
2018-12-10,55.91937255859375
2018-12-11,56.36884689331055
2018-12-12,54.81693649291992
2018-12-13,55.22399139404297
2018-12-14,54.961097717285156
2018-12-17,52.560333251953125
2018-12-18,53.5086784362793
2018-12-19,52.32966232299805
2018-12-20,51.577823638916016
2018-12-21,50.29627990722656
2018-12-24,47.792999267578125
2018-12-26,49.52735900878906
2018-12-27,49.552982330322266
2018-12-28,49.97161865234375
2018-12-31,50.168121337890625
2019-01-02,48.72425079345703
2019-01-03,48.33124923706055
2019-01-04,49.552982330322266
2019-01-07,50.3560791015625
2019-01-08,52.0306396484375
2019-01-09,52.38092803955078
2019-01-10,53.29509353637695
2019-01-11,53.27800750732422
2019-01-14,53.26945114135742
2019-01-15,54.004207611083984
2019-01-16,54.2861442565918
2019-01-17,54.72187423706055
2019-01-18,55.27721405029297
2019-01-22,55.345550537109375
2019-01-23,55.593326568603516
2019-01-24,55.30283737182617
2019-01-25,56.39641571044922
2019-01-28,56.994468688964844
2019-01-29,57.7036018371582
2019-01-30,58.42980194091797
2019-01-31,59.087669372558594
2019-02-01,59.30126190185547
2019-02-04,59.50629425048828
2019-02-05,59.75406265258789
2019-02-06,59.361053466796875
2019-02-07,60.172691345214844
2019-02-08,60.51445007324219
2019-02-11,60.69384765625
2019-02-12,60.31793975830078
2019-02-13,60.50590896606445
2019-02-14,60.531532287597656
2019-02-15,60.8220329284668
2019-02-19,60.984352111816406
2019-02-20,60.0787239074707
2019-02-21,60.68532943725586
2019-02-22,61.18940353393555
2019-02-25,60.88181686401367
2019-02-26,60.69384765625
2019-02-27,59.94203186035156
2019-02-28,59.856590270996094
2019-03-01,59.70280456542969
2019-03-04,60.09580993652344
2019-03-05,60.09580993652344
2019-03-06,59.9505729675293
2019-03-07,59.395225524902344
2019-03-08,59.75406265258789
2019-03-11,60.6511344909668
2019-03-12,61.18940353393555
2019-03-13,61.83872985839844
2019-03-14,61.77845001220703
2019-03-15,61.657958984375
2019-03-18,60.97804260253906
2019-03-19,60.6165657043457
2019-03-20,61.03829574584961
2019-03-21,62.01944351196289
2019-03-22,61.167381286621094
2019-03-25,61.0640983581543
2019-03-26,62.105525970458984
2019-03-27,61.61492919921875
2019-03-28,62.07110595703125
2019-03-29,61.92475891113281
2019-04-01,62.14853286743164
2019-04-02,62.948974609375
2019-04-03,62.957576751708984
2019-04-04,62.69936752319336
2019-04-05,62.88011932373047
2019-04-08,62.73379135131836
2019-04-09,62.29486083984375
2019-04-10,63.310447692871094
2019-04-11,63.310447692871094
2019-04-12,64.05921173095703
2019-04-15,63.45676803588867
2019-04-16,62.630516052246094
2019-04-17,62.19158172607422
2019-04-18,63.31904983520508
2019-04-22,62.768226623535156
2019-04-23,63.86125946044922
2019-04-24,64.81660461425781
2019-04-25,64.9457015991211
2019-04-26,65.49652099609375
2019-04-29,64.87684631347656
2019-04-30,65.98712158203125
2019-05-01,66.78750610351562
2019-05-02,65.6944808959961
2019-05-03,66.07316589355469
2019-05-06,65.61701202392578
2019-05-07,63.96454620361328
2019-05-08,64.02477264404297
2019-05-09,64.23995208740234
2019-05-10,65.0317611694336
2019-05-13,64.60143280029297
2019-05-14,64.8080062866211
2019-05-15,65.4190673828125
2019-05-16,66.15924072265625
2019-05-17,65.93546295166016
2019-05-20,65.05758666992188
2019-05-21,66.12482452392578
2019-05-22,65.88382720947266
2019-05-23,65.78054809570312
2019-05-24,64.90267181396484
2019-05-28,64.00760650634766
2019-05-29,62.957576751708984
2019-05-30,63.10386657714844
2019-05-31,63.40512466430664
2019-06-03,64.6358642578125
2019-06-04,64.5498046875
2019-06-05,66.6756362915039
2019-06-06,67.25228881835938
2019-06-07,67.29533386230469
2019-06-10,67.48466491699219
2019-06-11,67.84615325927734
2019-06-12,68.28805541992188
2019-06-13,69.2585220336914
2019-06-14,69.28450775146484
2019-06-17,70.11634063720703
2019-06-18,69.73509216308594
2019-06-19,70.64491271972656
2019-06-20,71.46808624267578
2019-06-21,70.47160339355469
2019-06-24,69.83907318115234
2019-06-25,69.12855529785156
2019-06-26,67.70751190185547
2019-06-27,68.76460266113281
2019-06-28,69.40583038330078
2019-07-01,69.24987030029297
2019-07-02,70.69688415527344
2019-07-03,71.57205963134766
2019-07-05,71.42473602294922
2019-07-08,71.32078552246094
2019-07-09,71.5893783569336
2019-07-10,71.93596649169922
2019-07-11,70.20301055908203
2019-07-12,69.34517669677734
2019-07-15,69.26718139648438
2019-07-16,70.58423614501953
2019-07-17,70.7142333984375
2019-07-18,71.42473602294922
2019-07-19,69.96038055419922
2019-07-22,70.34163665771484
2019-07-23,71.56338500976562
2019-07-24,71.27743530273438
2019-07-25,70.57556915283203
2019-07-26,71.1474838256836
2019-07-29,71.5980224609375
2019-07-30,71.06083679199219
2019-07-31,69.84774780273438
2019-08-01,69.99503326416016
2019-08-02,69.7611083984375
2019-08-05,68.14076232910156
2019-08-06,69.27584838867188
2019-08-07,69.7524185180664
2019-08-08,71.19947052001953
2019-08-09,70.90484619140625
2019-08-12,70.7835464477539
2019-08-13,70.89620208740234
2019-08-14,69.54447937011719
2019-08-15,70.36764526367188
2019-08-16,71.39009094238281
2019-08-19,72.6638412475586
2019-08-20,71.44205474853516
2019-08-21,72.1785888671875
2019-08-22,72.7764663696289
2019-08-23,70.95684051513672
2019-08-26,71.5980224609375
2019-08-27,71.06083679199219
2019-08-28,71.7800064086914
2019-08-29,72.5425033569336
2019-08-30,72.45587158203125
2019-09-03,73.27903747558594
2019-09-04,73.97222137451172
2019-09-05,73.29635620117188
2019-09-06,73.46967315673828
2019-09-09,73.33102416992188
2019-09-10,72.15260314941406
2019-09-11,71.47673797607422
2019-09-12,72.81979370117188
2019-09-13,72.94976806640625
2019-09-16,73.84223937988281
2019-09-17,74.89935302734375
2019-09-18,74.15418243408203
2019-09-19,74.1280288696289
2019-09-20,73.54387664794922
2019-09-23,73.77928924560547
2019-09-24,73.4305191040039
2019-09-25,74.20650482177734
2019-09-26,75.2178955078125
2019-09-27,74.79067993164062
2019-09-30,74.30240631103516
2019-10-01,73.45668029785156
2019-10-02,73.45668029785156
2019-10-03,74.55525207519531
2019-10-04,75.14814758300781
2019-10-07,74.77323913574219
2019-10-08,74.23265075683594
2019-10-09,74.53781127929688
2019-10-10,74.81684112548828
2019-10-11,74.84297180175781
2019-10-14,75.20915985107422
2019-10-15,77.6940689086914
2019-10-16,77.63304901123047
2019-10-17,77.7376480102539
2019-10-18,78.1300048828125
2019-10-21,79.0106201171875
2019-10-22,79.17626953125
2019-10-23,80.10047149658203
2019-10-24,80.29226684570312
2019-10-25,79.2198486328125
2019-10-28,74.88655853271484
2019-10-29,75.54920959472656
2019-10-30,76.44725799560547
2019-10-31,76.51699829101562
2019-11-01,76.23800659179688
2019-11-04,76.52571868896484
2019-11-05,74.89529418945312
2019-11-06,76.35135650634766
2019-11-07,76.08106994628906
2019-11-08,75.91541290283203
2019-11-11,76.13338470458984
2019-11-12,75.53177642822266
2019-11-13,76.66521453857422
2019-11-14,77.7027816772461
2019-11-15,77.68533325195312
2019-11-18,78.37413024902344
2019-11-19,79.36808776855469
2019-11-20,79.82147216796875
2019-11-21,79.21115112304688
2019-11-22,78.95829010009766
2019-11-25,79.2198486328125
2019-11-26,80.50154113769531
2019-11-27,80.56257629394531
2019-11-29,79.82147216796875
2019-12-02,78.47877502441406
2019-12-03,79.10651397705078
2019-12-04,79.42913055419922
2019-12-05,79.64708709716797
2019-12-06,79.71685028076172
2019-12-09,79.67325592041016
2019-12-10,79.46399688720703
2019-12-11,78.29566192626953
2019-12-12,77.52841186523438
2019-12-13,77.19708251953125
2019-12-16,77.0401611328125
2019-12-17,76.12466430664062
2019-12-18,76.80011749267578
2019-12-19,76.58958435058594
2019-12-20,77.22118377685547
2019-12-23,76.8439712524414
2019-12-24,77.07206726074219
2019-12-26,77.55452728271484
2019-12-27,77.7825927734375
2019-12-30,77.94927978515625
2019-12-31,78.19488525390625
2020-01-02,77.54573059082031
2020-01-03,78.41417694091797
2020-01-06,78.107177734375
2020-01-07,77.60714721679688
2020-01-08,78.02821350097656
2020-01-09,78.0369644165039
2020-01-10,78.45805358886719
2020-01-13,80.52828216552734
2020-01-14,79.50192260742188
2020-01-15,80.887939453125
2020-01-16,81.88794708251953
2020-01-17,82.69498443603516
2020-01-21,83.8353500366211
2020-01-22,82.40550994873047
2020-01-23,83.94940185546875
2020-01-24,84.34416198730469
2020-01-27,83.32659912109375
2020-01-28,83.82659149169922
2020-01-29,84.65119171142578
2020-01-30,84.39678955078125
2020-01-31,81.47566986083984
2020-02-03,80.58967590332031
2020-02-04,81.9493637084961
2020-02-05,81.35284423828125
2020-02-06,81.67743682861328
2020-02-07,81.7037353515625
2020-02-10,83.037109375
2020-02-11,84.39678955078125
2020-02-12,84.90558624267578
2020-02-13,84.6248779296875
2020-02-14,85.57225036621094
2020-02-18,86.27403259277344
2020-02-19,85.76525115966797
2020-02-20,86.80035400390625
2020-02-21,87.04598236083984
2020-02-24,84.19503021240234
2020-02-25,80.44054412841797
2020-02-26,80.05458068847656
2020-02-27,76.06324768066406
2020-02-28,73.9316177368164
2020-03-02,77.43171691894531
2020-03-03,78.41417694091797
2020-03-04,82.78271484375
2020-03-05,78.69490814208984
2020-03-06,75.33515167236328
2020-03-09,68.22096252441406
2020-03-10,70.93154907226562
2020-03-11,64.64193725585938
2020-03-12,61.562889099121094
2020-03-13,68.83368682861328
2020-03-16,56.9456787109375
2020-03-17,62.52703094482422
2020-03-18,59.97075653076172
2020-03-19,56.52995681762695
2020-03-20,55.565826416015625
2020-03-23,56.05230712890625
2020-03-24,62.40321350097656
2020-03-25,63.853816986083984
2020-03-26,68.71870422363281
2020-03-27,70.02780151367188
2020-03-30,73.30939483642578
2020-03-31,71.08921813964844
2020-04-01,64.8002700805664
2020-04-02,66.79044342041016
2020-04-03,65.09214782714844
2020-04-06,70.96540069580078
2020-04-07,71.60226440429688
2020-04-08,76.22831726074219
2020-04-09,81.1374282836914
2020-04-13,76.43175506591797
2020-04-14,78.85536193847656
2020-04-15,76.54673767089844
2020-04-16,78.0150375366211
2020-04-17,79.80180358886719
2020-04-20,78.2804183959961
2020-04-21,78.72268676757812
2020-04-22,77.72317504882812
2020-04-23,76.73249816894531
2020-04-24,78.758056640625
2020-04-27,81.2347183227539
2020-04-28,79.24453735351562
2020-04-29,79.74871826171875
2020-04-30,78.92610931396484
2020-05-01,76.82096099853516
2020-05-04,77.06861114501953
2020-05-05,77.60816955566406
2020-05-06,76.90055084228516
2020-05-07,77.90006256103516
2020-05-08,79.58065032958984
2020-05-11,78.61653900146484
2020-05-12,74.49464416503906
2020-05-13,73.27400970458984
2020-05-14,74.37081909179688
2020-05-15,73.66320037841797
2020-05-18,76.80326843261719
2020-05-19,74.90153503417969
2020-05-20,77.05976867675781
2020-05-21,76.42290496826172
2020-05-22,77.44013214111328
2020-05-26,79.62488555908203
2020-05-27,81.16395568847656
2020-05-28,82.30500793457031
2020-05-29,80.93399810791016
2020-06-01,82.87994384765625
2020-06-02,84.43669891357422
2020-06-03,86.08191680908203
2020-06-04,82.57036590576172
2020-06-05,84.6578369140625
2020-06-08,86.47994995117188
2020-06-09,86.09078216552734
2020-06-10,85.27703094482422
2020-06-11,80.41211700439453
2020-06-12,83.55218505859375
2020-06-15,84.0060806274414
2020-06-16,86.23993682861328
2020-06-17,86.06194305419922
2020-06-18,84.62907409667969
2020-06-19,81.7633056640625
2020-06-22,82.37741088867188
2020-06-23,81.38949584960938
2020-06-24,79.9210205078125
2020-06-25,81.40730285644531
2020-06-26,79.94772338867188
2020-06-29,81.14030456542969
2020-06-30,83.06267547607422
2020-07-01,84.68247985839844
2020-07-02,85.03846740722656
2020-07-06,85.04736328125
2020-07-07,84.39767456054688
2020-07-08,85.2253646850586
2020-07-09,85.94623565673828
2020-07-10,84.3887710571289
2020-07-13,83.27629852294922
2020-07-14,83.10718536376953
2020-07-15,83.4275894165039
2020-07-16,81.96800231933594
2020-07-17,84.8515625
2020-07-20,84.30866241455078
2020-07-21,87.1566390991211
2020-07-22,87.55711364746094
2020-07-23,88.0199203491211
2020-07-24,88.91880798339844
2020-07-27,90.56531524658203
2020-07-28,91.25948333740234
2020-07-29,94.49014282226562
2020-07-30,93.61797332763672
2020-07-31,93.82264709472656
2020-08-03,93.4310531616211
2020-08-04,93.97394561767578
2020-08-05,93.35985565185547
2020-08-06,93.3420639038086
2020-08-07,93.51114654541016
2020-08-10,92.31857299804688
2020-08-11,89.45280456542969
2020-08-12,91.56208038330078
2020-08-13,91.34846496582031
2020-08-14,91.06369018554688
2020-08-17,92.74578094482422
2020-08-18,92.24736785888672
2020-08-19,90.54749298095703
2020-08-20,91.39299774169922
2020-08-21,91.7044906616211
2020-08-24,90.77889251708984
2020-08-25,90.76109313964844
2020-08-26,89.91561126708984
2020-08-27,90.68989562988281
2020-08-28,91.21498107910156
2020-08-31,90.65430450439453
2020-09-01,90.33391571044922
2020-09-02,93.0750732421875
2020-09-03,90.43180084228516
2020-09-04,89.67530822753906
2020-09-08,87.9309310913086
2020-09-09,89.87109375
2020-09-10,89.0078125
2020-09-11,89.18580627441406
2020-09-14,90.73439025878906
2020-09-15,91.42858123779297
2020-09-16,91.33013153076172
2020-09-17,90.48880004882812
2020-09-18,89.07463073730469
2020-09-21,86.41633605957031
2020-09-22,88.77926635742188
2020-09-23,85.29753875732422
2020-09-24,85.35124969482422
2020-09-25,87.41878509521484
2020-09-28,89.53109741210938
2020-09-29,89.15518188476562
2020-09-30,90.05917358398438
2020-10-01,91.43755340576172
2020-10-02,93.28131866455078
2020-10-05,94.14952850341797
2020-10-06,93.5140380859375
2020-10-07,94.6596908569336
2020-10-08,95.6263198852539
2020-10-09,95.6889877319336
2020-10-12,96.92415618896484
2020-10-13,95.43836975097656
2020-10-14,93.11126708984375
2020-10-15,93.96155548095703
2020-10-16,93.31713104248047
2020-10-19,92.20726776123047
2020-10-20,92.66374969482422
2020-10-21,91.87611389160156
2020-10-22,92.0103530883789
2020-10-23,92.40416717529297
2020-10-26,89.9249038696289
2020-10-27,88.73451232910156
2020-10-28,87.27559661865234
2020-10-29,89.66534423828125
2020-10-30,88.7882080078125
2020-11-02,91.177978515625
2020-11-03,93.43348693847656
2020-11-04,94.70442962646484
2020-11-05,94.76708984375
2020-11-06,93.8810043334961
2020-11-09,89.15518188476562
2020-11-10,89.45054626464844
2020-11-11,91.3122329711914
2020-11-12,91.8492660522461
2020-11-13,92.66374969482422
2020-11-16,92.42207336425781
2020-11-17,93.263427734375
2020-11-18,90.75730895996094
2020-11-19,89.49529266357422
2020-11-20,89.74591827392578
2020-11-23,89.11042785644531
2020-11-24,88.43914031982422
2020-11-25,88.61814880371094
2020-11-27,90.04126739501953
2020-11-30,89.54901885986328
2020-12-01,89.68325805664062
2020-12-02,87.28453826904297
2020-12-03,86.90862274169922
2020-12-04,88.30489349365234
2020-12-07,87.29348754882812
2020-12-08,86.73857116699219
2020-12-09,86.30892944335938
2020-12-10,86.98021697998047
2020-12-11,87.15027618408203
2020-12-14,86.70277404785156
2020-12-15,89.10147857666016
2020-12-16,89.36998748779297
2020-12-17,90.54933166503906
2020-12-18,88.28965759277344
2020-12-21,87.55144500732422
2020-12-22,87.91156768798828
2020-12-23,86.59715270996094
2020-12-24,87.54244995117188
2020-12-28,88.42469787597656
2020-12-29,87.97456359863281
2020-12-30,88.96487426757812
2020-12-31,89.7210922241211
2021-01-04,86.46211242675781
2021-01-05,86.59715270996094
2021-01-06,84.54454040527344
2021-01-07,85.81391143798828
2021-01-08,86.96626281738281
2021-01-11,85.2197494506836
2021-01-12,85.26476287841797
2021-01-13,85.89493560791016
2021-01-14,85.9759750366211
2021-01-15,87.93855285644531
2021-01-19,88.23564910888672
2021-01-20,90.33325958251953
2021-01-21,90.41429138183594
2021-01-22,91.1255111694336
2021-01-25,92.45792388916016
2021-01-26,95.47383880615234
2021-01-27,92.9800796508789
2021-01-28,93.08812713623047
2021-01-29,92.90804290771484
2021-02-01,95.34779357910156
2021-02-02,96.22105407714844
2021-02-03,95.46483612060547
2021-02-04,95.79793548583984
2021-02-05,96.05900573730469
2021-02-08,96.40111541748047
2021-02-09,96.70719909667969
2021-02-10,96.7972412109375
2021-02-11,97.01329803466797
2021-02-12,96.93228912353516
2021-02-16,95.95098114013672
2021-02-17,95.2757797241211
2021-02-18,95.23075866699219
2021-02-19,94.79864501953125
2021-02-22,94.27645874023438
2021-02-23,94.1234130859375
2021-02-24,92.94405364990234
2021-02-25,91.27854919433594
2021-02-26,89.18992614746094
2021-03-01,89.51402282714844
2021-03-02,89.20793151855469
2021-03-03,86.5251235961914
2021-03-04,86.10198974609375
2021-03-05,87.65946960449219
2021-03-08,86.38108825683594
2021-03-09,88.51471710205078
2021-03-10,87.97456359863281
2021-03-11,89.63106536865234
2021-03-12,91.18856048583984
2021-03-15,92.52992248535156
2021-03-16,93.83533477783203
2021-03-17,91.91773986816406
2021-03-18,92.49749755859375
2021-03-19,90.93036651611328
2021-03-22,93.89253997802734
2021-03-23,95.2966079711914
2021-03-24,94.0465316772461
2021-03-25,94.59909057617188
2021-03-26,96.72787475585938
2021-03-29,96.71881103515625
2021-03-30,96.70974731445312
2021-03-31,96.02131652832031
2021-04-01,98.28596496582031
2021-04-05,98.16819763183594
2021-04-06,99.02876281738281
2021-04-07,99.3095932006836
2021-04-08,98.23161315917969
2021-04-09,99.20088958740234
2021-04-12,99.49980163574219
2021-04-13,100.35133361816406
2021-04-14,99.33675384521484
2021-04-15,101.7825927734375
2021-04-16,101.9637451171875
2021-04-19,101.68293762207031
2021-04-20,103.94760131835938
2021-04-21,103.9113540649414
2021-04-22,103.88418579101562
2021-04-23,104.0562973022461
2021-04-26,104.37335205078125
2021-04-27,104.03817749023438
2021-04-28,104.26463317871094
2021-04-29,105.32449340820312
2021-04-30,105.56002807617188
2021-05-03,105.08899688720703
2021-05-04,104.71758270263672
2021-05-05,102.37139129638672
2021-05-06,103.92041778564453
2021-05-07,105.09803009033203
2021-05-10,105.26107025146484
2021-05-11,104.04723358154297
2021-05-12,101.7916259765625
2021-05-13,102.81527709960938
2021-05-14,103.85700988769531
2021-05-17,103.44031524658203
2021-05-18,104.15593719482422
2021-05-19,104.49113464355469
2021-05-20,106.3118896484375
2021-05-21,106.46588897705078
2021-05-24,107.02751922607422
2021-05-25,107.05469512939453
2021-05-26,106.4477767944336
2021-05-27,105.85897064208984
2021-05-28,106.7467041015625
2021-06-01,108.54936981201172
2021-06-02,110.2795639038086
