,CCI
2014-04-30,47.53142166137695
2014-05-01,48.06078338623047
2014-05-02,48.73391342163086
2014-05-05,49.9691047668457
2014-05-06,50.12594223022461
2014-05-07,50.77946472167969
2014-05-08,50.45269775390625
2014-05-09,50.47884750366211
2014-05-12,50.5442008972168
2014-05-13,50.47229766845703
2014-05-14,50.5049934387207
2014-05-15,50.20438003540039
2014-05-16,50.191307067871094
2014-05-19,49.9102897644043
2014-05-20,49.6292610168457
2014-05-21,50.03445053100586
2014-05-22,49.923336029052734
2014-05-23,49.66846466064453
2014-05-27,49.94294357299805
2014-05-28,50.06712341308594
2014-05-29,50.080204010009766
2014-05-30,50.14554977416992
2014-06-02,49.857994079589844
2014-06-03,49.413578033447266
2014-06-04,49.32209777832031
2014-06-05,49.5116081237793
2014-06-06,49.60312271118164
2014-06-09,49.518150329589844
2014-06-10,49.26329040527344
2014-06-11,48.91037368774414
2014-06-12,48.59013366699219
2014-06-13,48.2307014465332
2014-06-16,47.87779235839844
2014-06-17,47.87779235839844
2014-06-18,48.32431411743164
2014-06-19,48.587005615234375
2014-06-20,48.61326217651367
2014-06-23,48.632957458496094
2014-06-24,48.73146057128906
2014-06-25,48.91532516479492
2014-06-26,48.7971305847168
2014-06-27,48.75114440917969
2014-06-30,48.7642822265625
2014-07-01,49.03352355957031
2014-07-02,48.65266036987305
2014-07-03,48.69862747192383
2014-07-07,48.54102325439453
2014-07-08,48.560726165771484
2014-07-09,48.70520782470703
2014-07-10,48.91532516479492
2014-07-11,48.98756790161133
2014-07-14,49.1517219543457
2014-07-15,48.692054748535156
2014-07-16,49.040103912353516
2014-07-17,48.534461975097656
2014-07-18,49.25022506713867
2014-07-21,49.30276107788086
2014-07-22,49.60484313964844
2014-07-23,50.3009033203125
2014-07-24,48.48193359375
2014-07-25,48.07478713989258
2014-07-28,49.21738815307617
2014-07-29,48.849666595458984
2014-07-30,48.9218864440918
2014-07-31,48.71176528930664
2014-08-01,48.24552917480469
2014-08-04,47.98283767700195
2014-08-05,47.83839416503906
2014-08-06,49.8806266784668
2014-08-07,50.3009033203125
2014-08-08,50.845947265625
2014-08-11,51.0692024230957
2014-08-12,50.905029296875
2014-08-13,50.990394592285156
2014-08-14,51.28590393066406
2014-08-15,51.52229309082031
2014-08-18,51.568275451660156
2014-08-19,51.443519592285156
2014-08-20,51.58139419555664
2014-08-21,52.53356170654297
2014-08-22,52.19210433959961
2014-08-25,52.2446403503418
2014-08-26,52.25121307373047
2014-08-27,52.34971237182617
2014-08-28,52.36940383911133
2014-08-29,52.21182632446289
2014-09-02,52.22493362426758
2014-09-03,52.513877868652344
2014-09-04,52.69118118286133
2014-09-05,52.9538459777832
2014-09-08,52.881614685058594
2014-09-09,52.336578369140625
2014-09-10,52.48104476928711
2014-09-11,52.829071044921875
2014-09-12,51.73900604248047
2014-09-15,51.47633361816406
2014-09-16,52.021385192871094
2014-09-17,52.58202362060547
2014-09-18,52.88541793823242
2014-09-19,52.59522247314453
2014-09-22,51.830101013183594
2014-09-23,52.357765197753906
2014-09-24,52.601802825927734
2014-09-25,52.07414245605469
2014-09-26,52.634788513183594
2014-09-29,52.6413688659668
2014-09-30,53.116294860839844
2014-10-01,52.75350570678711
2014-10-02,53.09648513793945
2014-10-03,53.56480026245117
2014-10-06,53.5911750793457
2014-10-07,53.221824645996094
2014-10-08,53.75605392456055
2014-10-09,53.109676361083984
2014-10-10,52.32478332519531
2014-10-13,51.75754165649414
2014-10-14,53.294368743896484
2014-10-15,52.46329116821289
2014-10-16,52.27200698852539
2014-10-17,53.320743560791016
2014-10-20,54.389259338378906
2014-10-21,55.74803161621094
2014-10-22,55.12141418457031
2014-10-23,55.5963020324707
2014-10-24,55.899742126464844
2014-10-27,55.67547607421875
2014-10-28,55.10164260864258
2014-10-29,54.41567611694336
2014-10-30,54.90375518798828
2014-10-31,51.526676177978516
2014-11-03,52.10052490234375
2014-11-04,51.55308532714844
2014-11-05,52.331390380859375
2014-11-06,52.67435836791992
2014-11-07,52.634788513183594
2014-11-10,52.70734786987305
2014-11-11,52.50946807861328
2014-11-12,53.10308837890625
2014-11-13,52.90520477294922
2014-11-14,53.02394485473633
2014-11-17,52.84587478637695
2014-11-18,53.109676361083984
2014-11-19,53.27459716796875
2014-11-20,53.4130973815918
2014-11-21,53.887977600097656
2014-11-24,54.19800567626953
2014-11-25,54.336509704589844
2014-11-26,54.422271728515625
2014-11-28,54.804805755615234
2014-12-01,54.25076675415039
2014-12-02,52.80628204345703
2014-12-03,52.70074462890625
2014-12-04,52.73371887207031
2014-12-05,52.28520965576172
2014-12-08,52.2060661315918
2014-12-09,52.08733367919922
2014-12-10,51.09136962890625
2014-12-11,50.669227600097656
2014-12-12,50.02942657470703
2014-12-15,49.943695068359375
2014-12-16,49.77878952026367
2014-12-17,50.085533142089844
2014-12-18,51.03242492675781
2014-12-19,51.54589080810547
2014-12-22,52.20603942871094
2014-12-23,52.79951858520508
2014-12-24,52.71283721923828
2014-12-26,52.71283721923828
2014-12-29,52.71950912475586
2014-12-30,52.62614059448242
2014-12-31,52.47945022583008
2015-01-02,53.01960372924805
2015-01-05,52.67950439453125
2015-01-06,52.579463958740234
2015-01-07,53.67973709106445
2015-01-08,54.526615142822266
2015-01-09,54.426597595214844
2015-01-12,54.35989761352539
2015-01-13,54.23321533203125
2015-01-14,54.44659423828125
2015-01-15,54.43326187133789
2015-01-16,55.10009002685547
2015-01-20,54.68665313720703
2015-01-21,54.25320816040039
2015-01-22,56.8471794128418
2015-01-23,57.90076446533203
2015-01-26,58.71429443359375
2015-01-27,58.5476188659668
2015-01-28,58.120826721191406
2015-01-29,57.854095458984375
2015-01-30,57.687381744384766
2015-02-02,57.58735656738281
2015-02-03,58.174156188964844
2015-02-04,57.52734375
2015-02-05,57.83407974243164
2015-02-06,57.78740692138672
2015-02-09,57.4739875793457
2015-02-10,58.12747573852539
2015-02-11,58.13417053222656
2015-02-12,58.40755081176758
2015-02-13,58.680973052978516
2015-02-17,58.41423797607422
2015-02-18,58.8143196105957
2015-02-19,58.540931701660156
2015-02-20,59.1544075012207
2015-02-23,58.614280700683594
2015-02-24,57.88741683959961
2015-02-25,57.73406219482422
2015-02-26,57.40729904174805
2015-02-27,57.55402755737305
2015-03-02,57.60735321044922
2015-03-03,57.5473747253418
2015-03-04,57.227272033691406
2015-03-05,57.52067184448242
2015-03-06,56.7071418762207
2015-03-09,57.013885498046875
2015-03-10,56.39374923706055
2015-03-11,56.62711715698242
2015-03-12,57.31396484375
2015-03-13,56.620445251464844
2015-03-16,57.213932037353516
2015-03-17,57.027217864990234
2015-03-18,58.1987419128418
2015-03-19,57.80149841308594
2015-03-20,58.441139221191406
2015-03-23,58.07082748413086
2015-03-24,57.794769287109375
2015-03-25,56.98680877685547
2015-03-26,56.96662139892578
2015-03-27,57.10126876831055
2015-03-30,56.818511962890625
2015-03-31,55.572933197021484
2015-04-01,56.367408752441406
2015-04-02,56.65693283081055
2015-04-06,57.18882369995117
2015-04-07,57.680320739746094
2015-04-08,57.47832489013672
2015-04-09,57.32346725463867
2015-04-10,57.020503997802734
2015-04-13,57.229209899902344
2015-04-14,57.49178695678711
2015-04-15,57.80149841308594
2015-04-16,57.90248107910156
2015-04-17,57.794769287109375
2015-04-20,58.19202423095703
2015-04-21,57.76108932495117
2015-04-22,57.91596221923828
2015-04-23,58.33338928222656
2015-04-24,57.889034271240234
2015-04-27,57.229209899902344
2015-04-28,57.693790435791016
2015-04-29,56.95317077636719
2015-04-30,56.2394905090332
2015-05-01,55.997108459472656
2015-05-04,55.96345138549805
2015-05-05,54.95350646972656
2015-05-06,55.24977111816406
2015-05-07,55.62004852294922
2015-05-08,56.333744049072266
2015-05-11,55.68063735961914
2015-05-12,55.84896469116211
2015-05-13,55.43828582763672
2015-05-14,55.73451232910156
2015-05-15,56.42127227783203
2015-05-18,56.27988815307617
2015-05-19,56.54245376586914
2015-05-20,55.80857849121094
2015-05-21,55.26321792602539
2015-05-22,55.24977111816406
2015-05-26,55.155479431152344
2015-05-27,55.17570877075195
2015-05-28,55.391143798828125
2015-05-29,54.906394958496094
2015-06-01,55.38440704345703
2015-06-02,55.44499588012695
2015-06-03,55.18916320800781
2015-06-04,56.333744049072266
2015-06-05,55.73451232910156
2015-06-08,55.606597900390625
2015-06-09,55.195892333984375
2015-06-10,55.38440704345703
2015-06-11,55.835506439208984
2015-06-12,55.68063735961914
2015-06-15,55.6402473449707
2015-06-16,55.835506439208984
2015-06-17,56.16872024536133
2015-06-18,56.78073501586914
2015-06-19,56.297935485839844
2015-06-22,56.209503173828125
2015-06-23,56.31829833984375
2015-06-24,55.903499603271484
2015-06-25,55.70629119873047
2015-06-26,55.447906494140625
2015-06-29,54.71349334716797
2015-06-30,54.60469055175781
2015-07-01,55.12828826904297
2015-07-02,55.15550994873047
2015-07-06,54.91748809814453
2015-07-07,55.52269744873047
2015-07-08,54.75429153442383
2015-07-09,54.69990539550781
2015-07-10,55.31189727783203
2015-07-13,55.005897521972656
2015-07-14,55.441123962402344
2015-07-15,55.243919372558594
2015-07-16,55.54990768432617
2015-07-17,55.141876220703125
2015-07-20,55.75391387939453
2015-07-21,54.93791580200195
2015-07-22,54.81550598144531
2015-07-23,56.61751937866211
2015-07-24,56.0531005859375
2015-07-27,56.141502380371094
2015-07-28,55.9375114440918
2015-07-29,55.84233093261719
2015-07-30,55.40030288696289
2015-07-31,55.699520111083984
2015-08-03,55.679107666015625
2015-08-04,55.760719299316406
2015-08-05,55.93070983886719
2015-08-06,55.78792190551758
2015-08-07,55.991920471191406
2015-08-10,56.81471252441406
2015-08-11,57.24312210083008
2015-08-12,57.76673126220703
2015-08-13,57.698734283447266
2015-08-14,58.52835464477539
2015-08-17,58.71193313598633
2015-08-18,58.02513885498047
2015-08-19,58.0931396484375
2015-08-20,57.38594055175781
2015-08-21,56.21630859375
2015-08-24,54.353084564208984
2015-08-25,54.08108901977539
2015-08-26,55.51591873168945
2015-08-27,57.13432693481445
2015-08-28,56.950721740722656
2015-08-31,56.7059211730957
2015-09-01,55.39350128173828
2015-09-02,55.94430923461914
2015-09-03,55.97832489013672
2015-09-04,55.10790252685547
2015-09-08,56.0123176574707
2015-09-09,54.944705963134766
2015-09-10,53.917884826660156
2015-09-11,53.469078063964844
2015-09-14,53.523494720458984
2015-09-15,53.29226303100586
2015-09-16,53.842044830322266
2015-09-17,53.59463882446289
2015-09-18,53.196083068847656
2015-09-21,53.36099624633789
2015-09-22,52.625701904296875
2015-09-23,52.797489166259766
2015-09-24,52.76313018798828
2015-09-25,54.11692428588867
2015-09-28,53.3060188293457
2015-09-29,53.27854919433594
2015-09-30,54.19938659667969
2015-10-01,54.69414138793945
2015-10-02,54.93466567993164
2015-10-05,55.95174789428711
2015-10-06,55.4913215637207
2015-10-07,55.834922790527344
2015-10-08,56.1029167175293
2015-10-09,55.79368591308594
2015-10-12,56.00670623779297
2015-10-13,55.75932693481445
2015-10-14,55.305763244628906
2015-10-15,55.88302993774414
2015-10-16,56.116661071777344
2015-10-19,56.73514175415039
2015-10-20,57.154327392578125
2015-10-21,57.1268424987793
2015-10-22,59.641998291015625
2015-10-23,58.631813049316406
2015-10-26,59.35336685180664
2015-10-27,58.94791793823242
2015-10-28,59.09224319458008
2015-10-29,58.87235641479492
2015-10-30,58.72803497314453
2015-11-02,60.30171585083008
2015-11-03,60.22612380981445
2015-11-04,60.019954681396484
2015-11-05,59.470218658447266
2015-11-06,58.219505310058594
2015-11-09,57.68347930908203
2015-11-10,57.95148468017578
2015-11-11,58.15764236450195
2015-11-12,57.82779312133789
2015-11-13,57.491065979003906
2015-11-16,58.123287200927734
2015-11-17,58.30884552001953
2015-11-18,59.00978469848633
2015-11-19,59.20219421386719
2015-11-20,59.820682525634766
2015-11-23,60.06118392944336
2015-11-24,59.60076904296875
2015-11-25,59.33960723876953
2015-11-27,59.14723587036133
2015-11-30,59.03727722167969
2015-12-01,59.97873306274414
2015-12-02,58.98228073120117
2015-12-03,58.24699783325195
2015-12-04,58.48748779296875
2015-12-07,59.4014892578125
2015-12-08,59.0785026550293
2015-12-09,58.686798095703125
2015-12-10,58.70054244995117
2015-12-11,58.288211822509766
2015-12-14,58.54936218261719
2015-12-15,58.9616584777832
2015-12-16,59.694210052490234
2015-12-17,59.478981018066406
2015-12-18,58.89569854736328
2015-12-21,59.66645431518555
2015-12-22,60.43718338012695
2015-12-23,60.617740631103516
2015-12-24,60.36773681640625
2015-12-28,60.464962005615234
2015-12-29,61.103763580322266
2015-12-30,60.42328643798828
2015-12-31,60.02750778198242
2016-01-04,59.29148864746094
2016-01-05,60.50661849975586
2016-01-06,59.99974822998047
2016-01-07,58.50688552856445
2016-01-08,57.687522888183594
2016-01-11,58.11109924316406
2016-01-12,58.36800003051758
2016-01-13,57.47921371459961
2016-01-14,58.298545837402344
2016-01-15,54.9378547668457
2016-01-19,55.20169448852539
2016-01-20,54.312931060791016
2016-01-21,54.944786071777344
2016-01-22,56.67375183105469
2016-01-25,56.37517166137695
2016-01-26,58.05553436279297
2016-01-27,57.7639045715332
2016-01-28,58.88876724243164
2016-01-29,59.853946685791016
2016-02-01,60.2844352722168
2016-02-02,59.860862731933594
2016-02-03,60.24971389770508
2016-02-04,59.86781692504883
2016-02-05,58.36800003051758
2016-02-08,56.72930145263672
2016-02-09,57.07647705078125
2016-02-10,56.8195686340332
2016-02-11,56.59737014770508
2016-02-12,57.722251892089844
2016-02-16,58.32632064819336
2016-02-17,58.798500061035156
2016-02-18,59.72893524169922
2016-02-19,59.340091705322266
2016-02-22,60.24276351928711
2016-02-23,59.958065032958984
2016-02-24,59.92334747314453
2016-02-25,60.228878021240234
2016-02-26,59.56924057006836
2016-02-29,60.06223678588867
2016-03-01,60.92324447631836
2016-03-02,61.388458251953125
2016-03-03,61.02738952636719
2016-03-04,60.5829963684082
2016-03-07,59.90252685546875
2016-03-08,59.35400390625
2016-03-09,59.17343521118164
2016-03-10,59.020694732666016
2016-03-11,59.56229782104492
2016-03-14,59.020694732666016
2016-03-15,59.22901153564453
2016-03-16,59.64646530151367
2016-03-17,60.32707595825195
2016-03-18,60.635780334472656
2016-03-21,60.284976959228516
2016-03-22,60.341102600097656
2016-03-23,60.10255813598633
2016-03-24,60.046417236328125
2016-03-28,60.12358856201172
2016-03-29,60.65683364868164
2016-03-30,60.993621826171875
2016-03-31,60.691925048828125
2016-04-01,61.11992263793945
2016-04-04,61.0567626953125
2016-04-05,60.446353912353516
2016-04-06,61.03571319580078
2016-04-07,60.88137435913086
2016-04-08,61.77946853637695
2016-04-11,61.40058135986328
2016-04-12,61.51985549926758
2016-04-13,61.67421340942383
2016-04-14,61.15501022338867
2016-04-15,61.23921203613281
2016-04-18,61.449710845947266
2016-04-19,61.80752944946289
2016-04-20,61.46372604370117
2016-04-21,60.263919830322266
2016-04-22,61.568965911865234
2016-04-25,61.169036865234375
2016-04-26,61.43565368652344
2016-04-27,61.56195831298828
2016-04-28,61.14097595214844
2016-04-29,60.95854949951172
2016-05-02,61.41461181640625
2016-05-03,60.544578552246094
2016-05-04,61.68124008178711
2016-05-05,61.70228576660156
2016-05-06,61.98294448852539
2016-05-09,62.77577590942383
2016-05-10,63.554603576660156
2016-05-11,63.23186492919922
2016-05-12,63.47042465209961
2016-05-13,63.042423248291016
2016-05-16,63.393226623535156
2016-05-17,63.23186492919922
2016-05-18,63.491451263427734
2016-05-19,62.817874908447266
2016-05-20,63.09153747558594
2016-05-23,63.400238037109375
2016-05-24,64.05278778076172
2016-05-25,63.90544891357422
2016-05-26,63.71600341796875
2016-05-27,63.708980560302734
2016-05-31,63.71600341796875
2016-06-01,63.708980560302734
2016-06-02,64.4106216430664
2016-06-03,65.08419799804688
2016-06-06,65.28065490722656
2016-06-07,65.96824645996094
2016-06-08,65.94719696044922
2016-06-09,66.24890899658203
2016-06-10,66.04544067382812
2016-06-13,66.30503845214844
2016-06-14,65.71566772460938
2016-06-15,66.5550308227539
2016-06-16,67.04379272460938
2016-06-17,66.8738021850586
2016-06-20,66.8738021850586
2016-06-21,67.55377960205078
2016-06-22,67.4616928100586
2016-06-23,68.05670928955078
2016-06-24,68.31172180175781
2016-06-27,68.83588409423828
2016-06-28,70.12503051757812
2016-06-29,71.06713104248047
2016-06-30,71.8462905883789
2016-07-01,71.6692123413086
2016-07-05,72.64672088623047
2016-07-06,72.193359375
2016-07-07,71.90296173095703
2016-07-08,72.39171600341797
2016-07-11,71.21589660644531
2016-07-12,70.93962860107422
2016-07-13,70.69170379638672
2016-07-14,70.45796966552734
2016-07-15,70.9112777709961
2016-07-18,70.40127563476562
2016-07-19,70.59254455566406
2016-07-20,69.76380157470703
2016-07-21,69.60795593261719
2016-07-22,70.03297424316406
2016-07-25,68.93505096435547
2016-07-26,68.52421569824219
2016-07-27,68.04962158203125
2016-07-28,68.40379333496094
2016-07-29,68.72962951660156
2016-08-01,69.23255920410156
2016-08-02,68.60922241210938
2016-08-03,68.07795715332031
2016-08-04,68.61630249023438
2016-08-05,68.15586853027344
2016-08-08,67.9292221069336
2016-08-09,67.87252807617188
2016-08-10,68.12044525146484
2016-08-11,68.19129180908203
2016-08-12,68.36840057373047
2016-08-15,68.14878845214844
2016-08-16,67.1500244140625
2016-08-17,66.99421691894531
2016-08-18,66.79588317871094
2016-08-19,66.1371078491211
2016-08-22,66.37796020507812
2016-08-23,66.37796020507812
2016-08-24,67.12879943847656
2016-08-25,66.93046569824219
2016-08-26,66.0592041015625
2016-08-29,66.3921127319336
2016-08-30,66.71794891357422
2016-08-31,67.12879943847656
2016-09-01,67.11461639404297
2016-09-02,68.04255676269531
2016-09-06,69.43795013427734
2016-09-07,70.01879119873047
2016-09-08,69.1758804321289
2016-09-09,66.0946044921875
2016-09-12,66.53378295898438
2016-09-13,65.07462310791016
2016-09-14,65.36429595947266
2016-09-15,65.41436004638672
2016-09-16,64.6347427368164
2016-09-19,65.65753936767578
2016-09-20,65.49302673339844
2016-09-21,66.83050537109375
2016-09-22,67.82465362548828
2016-09-23,68.07499694824219
2016-09-26,68.38253784179688
2016-09-27,67.93195343017578
2016-09-28,67.49565124511719
2016-09-29,67.23818969726562
2016-09-30,67.38121032714844
2016-10-03,66.81620025634766
2016-10-04,64.9852294921875
2016-10-05,63.69783020019531
2016-10-06,63.540462493896484
2016-10-07,63.15424728393555
2016-10-10,63.44033432006836
2016-10-11,63.654911041259766
2016-10-12,65.40718078613281
2016-10-13,65.67184448242188
2016-10-14,65.8220443725586
2016-10-17,65.79340362548828
2016-10-18,65.67184448242188
2016-10-19,65.59315490722656
2016-10-20,65.47157287597656
2016-10-21,67.88903045654297
2016-10-24,68.04637145996094
2016-10-25,67.18811798095703
2016-10-26,66.17964172363281
2016-10-27,64.92799377441406
2016-10-28,65.2426986694336
2016-10-31,65.07820129394531
2016-11-01,64.32722473144531
2016-11-02,62.868160247802734
2016-11-03,62.70366668701172
2016-11-04,62.80377960205078
2016-11-07,63.68350601196289
2016-11-08,64.22708892822266
2016-11-09,61.31612014770508
2016-11-10,59.29204559326172
2016-11-11,58.82716369628906
2016-11-14,58.64118194580078
2016-11-15,59.213375091552734
2016-11-16,60.8583984375
2016-11-17,60.87269973754883
2016-11-18,60.79400634765625
2016-11-21,60.47217559814453
2016-11-22,61.09440612792969
2016-11-23,60.1932373046875
2016-11-25,60.6295051574707
2016-11-28,60.32912826538086
2016-11-29,60.958526611328125
2016-11-30,59.692569732666016
2016-12-01,58.31220626831055
2016-12-02,58.56251907348633
2016-12-05,59.54952621459961
2016-12-06,59.678253173828125
2016-12-07,60.60802459716797
2016-12-08,60.79400634765625
2016-12-09,61.201683044433594
2016-12-12,62.11717987060547
2016-12-13,62.91108703613281
2016-12-14,62.332645416259766
2016-12-15,62.10129165649414
2016-12-16,61.96388626098633
2016-12-19,63.09184265136719
2016-12-20,63.31598663330078
2016-12-21,62.99784851074219
2016-12-22,62.99784851074219
2016-12-23,63.07737350463867
2016-12-27,63.287052154541016
2016-12-28,62.7375373840332
2016-12-29,62.91109085083008
2016-12-30,62.7375373840332
2017-01-03,62.759254455566406
2017-01-04,63.135223388671875
2017-01-05,63.07737350463867
2017-01-06,61.81929016113281
2017-01-09,61.98558807373047
2017-01-10,60.99504852294922
2017-01-11,61.60239791870117
2017-01-12,61.58792495727539
2017-01-13,61.9494514465332
2017-01-17,63.16413116455078
2017-01-18,63.048439025878906
2017-01-19,62.03622055053711
2017-01-20,62.773685455322266
2017-01-23,62.94721221923828
2017-01-24,63.38105010986328
2017-01-25,63.03399658203125
2017-01-26,63.63411331176758
2017-01-27,62.79539108276367
2017-01-30,62.73031997680664
2017-01-31,63.503963470458984
2017-02-01,62.65078353881836
2017-02-02,63.4605827331543
2017-02-03,64.16192626953125
2017-02-06,62.932762145996094
2017-02-07,63.207496643066406
2017-02-08,63.38105010986328
2017-02-09,63.467830657958984
2017-02-10,63.308746337890625
2017-02-13,65.23200988769531
2017-02-14,65.25370025634766
2017-02-15,65.10186004638672
2017-02-16,65.43446350097656
2017-02-17,64.51622009277344
2017-02-21,65.07295227050781
2017-02-22,65.49230194091797
2017-02-23,65.98396301269531
2017-02-24,66.94558715820312
2017-02-27,66.93113708496094
2017-02-28,67.625244140625
2017-03-01,67.249267578125
2017-03-02,67.01789093017578
2017-03-03,66.33824157714844
2017-03-06,66.49007415771484
2017-03-07,66.15748596191406
2017-03-08,65.51397705078125
2017-03-09,65.44168853759766
2017-03-10,65.275390625
2017-03-13,65.50676727294922
2017-03-14,64.81987762451172
2017-03-15,65.71141815185547
2017-03-16,65.49220275878906
2017-03-17,65.62374877929688
2017-03-20,66.4202651977539
2017-03-21,66.28144073486328
2017-03-22,67.02684020996094
2017-03-23,67.96223449707031
2017-03-24,68.45914459228516
2017-03-27,68.66375732421875
2017-03-28,69.11685180664062
2017-03-29,69.08761596679688
2017-03-30,69.14607238769531
2017-03-31,69.02183532714844
2017-04-03,68.86109161376953
2017-04-04,68.56875610351562
2017-04-05,68.46646881103516
2017-04-06,68.97068786621094
2017-04-07,69.05840301513672
2017-04-10,69.4091567993164
2017-04-11,70.02300262451172
2017-04-12,70.4833984375
2017-04-13,70.154541015625
2017-04-17,70.37378692626953
2017-04-18,70.73185729980469
2017-04-19,70.53453826904297
2017-04-20,70.18378448486328
2017-04-21,69.81111145019531
2017-04-24,69.21186065673828
2017-04-25,68.89030456542969
2017-04-26,69.05840301513672
2017-04-27,69.43839263916016
2017-04-28,69.13145446777344
2017-05-01,69.19723510742188
2017-05-02,68.94876861572266
2017-05-03,68.7441635131836
2017-05-04,69.26299285888672
2017-05-05,70.0960693359375
2017-05-08,69.68685913085938
2017-05-09,69.38723754882812
2017-05-10,69.21186065673828
2017-05-11,68.9999008178711
2017-05-12,68.73686981201172
2017-05-15,69.95724487304688
2017-05-16,70.10338592529297
2017-05-17,71.70380401611328
2017-05-18,72.09111022949219
2017-05-19,72.6684341430664
2017-05-22,73.01188659667969
2017-05-23,73.64765167236328
2017-05-24,73.93266296386719
2017-05-25,75.10920715332031
2017-05-26,75.1311264038086
2017-05-30,75.64997863769531
2017-05-31,74.28343963623047
2017-06-01,75.59883880615234
2017-06-02,76.43191528320312
2017-06-05,75.60613250732422
2017-06-06,75.38690185546875
2017-06-07,75.42345428466797
2017-06-08,73.93995666503906
2017-06-09,74.58306121826172
2017-06-12,74.69267272949219
2017-06-13,74.63420867919922
2017-06-14,75.17266082763672
2017-06-15,74.72272491455078
2017-06-16,74.63419342041016
2017-06-19,74.56782531738281
2017-06-20,74.22113037109375
2017-06-21,73.39497375488281
2017-06-22,73.57199096679688
2017-06-23,73.64575958251953
2017-06-26,73.57937622070312
2017-06-27,75.17266082763672
2017-06-28,74.63419342041016
2017-06-29,73.78591918945312
2017-06-30,73.89657592773438
2017-07-03,73.25480651855469
2017-07-05,73.03352355957031
2017-07-06,72.56143951416016
2017-07-07,73.37286376953125
2017-07-10,73.15155792236328
2017-07-11,72.50241088867188
2017-07-12,73.80067443847656
2017-07-13,73.99247741699219
2017-07-14,74.57518768310547
2017-07-17,71.41071319580078
2017-07-18,71.28530883789062
2017-07-19,72.77537536621094
2017-07-20,71.75003814697266
2017-07-21,73.15155792236328
2017-07-24,73.12944030761719
2017-07-25,73.39497375488281
2017-07-26,73.43922424316406
2017-07-27,73.9039535522461
2017-07-28,74.1916275024414
2017-07-31,74.1916275024414
2017-08-01,74.42029571533203
2017-08-02,75.09890747070312
2017-08-03,74.44241333007812
2017-08-04,75.25381469726562
2017-08-07,74.61206817626953
2017-08-08,73.78591918945312
2017-08-09,74.3317642211914
2017-08-10,74.28752136230469
2017-08-11,74.39077758789062
2017-08-14,75.5119857788086
2017-08-15,76.02098083496094
2017-08-16,76.5594482421875
2017-08-17,76.81761169433594
2017-08-18,76.80287170410156
2017-08-21,77.32656860351562
2017-08-22,77.99784088134766
2017-08-23,78.26338958740234
2017-08-24,78.73548126220703
2017-08-25,78.91987609863281
2017-08-28,78.96412658691406
2017-08-29,78.9420166015625
2017-08-30,79.12643432617188
2017-08-31,79.98944854736328
2017-09-01,78.93463134765625
2017-09-05,78.94935607910156
2017-09-06,78.19701385498047
2017-09-07,78.91987609863281
2017-09-08,78.55106353759766
2017-09-11,78.8756332397461
2017-09-12,78.34452819824219
2017-09-13,77.41508483886719
2017-09-14,78.01803588867188
