,PH
2017-09-15,151.18385314941406
2017-09-18,154.69424438476562
2017-09-19,156.8858642578125
2017-09-20,157.06410217285156
2017-09-21,156.7255401611328
2017-09-22,157.79466247558594
2017-09-25,157.5897216796875
2017-09-26,154.99708557128906
2017-09-27,156.37806701660156
2017-09-28,156.64535522460938
2017-09-29,155.93258666992188
2017-10-02,156.94825744628906
2017-10-03,157.83030700683594
2017-10-04,158.16885375976562
2017-10-05,157.92832946777344
2017-10-06,157.85702514648438
2017-10-09,157.99069213867188
2017-10-10,158.1421356201172
2017-10-11,158.195556640625
2017-10-12,160.4407501220703
2017-10-13,160.72586059570312
2017-10-16,161.625732421875
2017-10-17,161.67027282714844
2017-10-18,161.84848022460938
2017-10-19,162.16029357910156
2017-10-20,164.37875366210938
2017-10-23,162.92648315429688
2017-10-24,164.34310913085938
2017-10-25,163.64816284179688
2017-10-26,164.6727294921875
2017-10-27,163.8263397216797
2017-10-30,162.09793090820312
2017-10-31,162.69488525390625
2017-11-01,162.14248657226562
2017-11-02,166.71299743652344
2017-11-03,165.1627655029297
2017-11-06,164.48562622070312
2017-11-07,165.2429656982422
2017-11-08,164.70838928222656
2017-11-09,163.036376953125
2017-11-10,162.93798828125
2017-11-13,162.10647583007812
2017-11-14,160.64903259277344
2017-11-15,160.70263671875
2017-11-16,163.0006103515625
2017-11-17,163.036376953125
2017-11-20,163.5370330810547
2017-11-21,164.77992248535156
2017-11-22,165.06600952148438
2017-11-24,163.87684631347656
2017-11-27,164.35073852539062
2017-11-28,166.06747436523438
2017-11-29,164.8067169189453
2017-11-30,167.64112854003906
2017-12-01,167.2477264404297
2017-12-04,166.17477416992188
2017-12-05,164.79779052734375
2017-12-06,166.60391235351562
2017-12-07,171.07461547851562
2017-12-08,172.54994201660156
2017-12-11,171.6199951171875
2017-12-12,171.54849243164062
2017-12-13,174.0967559814453
2017-12-14,171.40545654296875
2017-12-15,173.69442749023438
2017-12-18,177.15475463867188
2017-12-19,177.10104370117188
2017-12-20,177.98623657226562
2017-12-21,178.54959106445312
2017-12-22,178.1562042236328
2017-12-26,177.8789825439453
2017-12-27,177.8521270751953
2017-12-28,178.12039184570312
2017-12-29,178.45120239257812
2018-01-02,178.7194366455078
2018-01-03,180.1768798828125
2018-01-04,180.99949645996094
2018-01-05,182.23338317871094
2018-01-08,183.78916931152344
2018-01-09,185.3717803955078
2018-01-10,184.7370147705078
2018-01-11,186.29278564453125
2018-01-12,187.80381774902344
2018-01-16,187.68759155273438
2018-01-17,188.48336791992188
2018-01-18,188.2509307861328
2018-01-19,188.6085968017578
2018-01-22,187.9737548828125
2018-01-23,187.1690216064453
2018-01-24,186.72189331054688
2018-01-25,185.54168701171875
2018-01-26,187.46409606933594
2018-01-29,184.61183166503906
2018-01-30,182.98443603515625
2018-01-31,180.09642028808594
2018-02-01,172.988037109375
2018-02-02,170.45762634277344
2018-02-05,162.7322998046875
2018-02-06,167.13150024414062
2018-02-07,163.90367126464844
2018-02-08,156.59912109375
2018-02-09,158.73484802246094
2018-02-12,162.4051055908203
2018-02-13,161.373046875
2018-02-14,165.01641845703125
2018-02-15,165.68045043945312
2018-02-16,164.41514587402344
2018-02-20,162.97039794921875
2018-02-21,162.69223022460938
2018-02-22,165.04331970214844
2018-02-23,164.7291717529297
2018-02-26,166.50601196289062
2018-02-27,163.22166442871094
2018-02-28,160.15267944335938
2018-03-01,159.102783203125
2018-03-02,157.53236389160156
2018-03-05,158.9412078857422
2018-03-06,159.58734130859375
2018-03-07,158.28616333007812
2018-03-08,162.566650390625
2018-03-09,167.43031311035156
2018-03-12,163.64341735839844
2018-03-13,163.19473266601562
2018-03-14,161.0410614013672
2018-03-15,161.5974578857422
2018-03-16,163.95748901367188
2018-03-19,163.23062133789062
2018-03-20,161.8756103515625
2018-03-21,163.09603881835938
2018-03-22,157.81951904296875
2018-03-23,151.8699951171875
2018-03-26,156.69778442382812
2018-03-27,152.8750457763672
2018-03-28,150.89183044433594
2018-03-29,153.476318359375
2018-04-02,149.48300170898438
2018-04-03,151.4392547607422
2018-04-04,153.4044952392578
2018-04-05,154.5082244873047
2018-04-06,150.2547607421875
2018-04-09,150.06626892089844
2018-04-10,154.71463012695312
2018-04-11,152.8750457763672
2018-04-12,154.84922790527344
2018-04-13,154.7774658203125
2018-04-16,156.60812377929688
2018-04-17,157.80157470703125
2018-04-18,160.1437225341797
2018-04-19,158.0977325439453
2018-04-20,158.28616333007812
2018-04-23,154.31082153320312
2018-04-24,146.58450317382812
2018-04-25,150.99952697753906
2018-04-26,145.86659240722656
2018-04-27,147.50880432128906
2018-04-30,147.72418212890625
2018-05-01,150.7303466796875
2018-05-02,150.59571838378906
2018-05-03,151.08929443359375
2018-05-04,153.4044952392578
2018-05-07,153.00967407226562
2018-05-08,153.5480499267578
2018-05-09,157.3247833251953
2018-05-10,157.0634002685547
2018-05-11,157.84759521484375
2018-05-14,159.0283660888672
2018-05-15,159.23570251464844
2018-05-16,159.42495727539062
2018-05-17,160.73199462890625
2018-05-18,161.426025390625
2018-05-21,164.43658447265625
2018-05-22,160.6417999267578
2018-05-23,160.29930114746094
2018-05-24,159.9747772216797
2018-05-25,159.6593475341797
2018-05-29,155.69334411621094
2018-05-30,157.91970825195312
2018-05-31,154.04380798339844
2018-06-01,155.67530822753906
2018-06-04,155.24266052246094
2018-06-05,155.9998016357422
2018-06-06,157.00033569335938
2018-06-07,158.17205810546875
2018-06-08,157.47801208496094
2018-06-11,157.2887420654297
2018-06-12,156.99131774902344
2018-06-13,155.16152954101562
2018-06-14,154.95423889160156
2018-06-15,154.06182861328125
2018-06-18,152.8269805908203
2018-06-19,147.4728546142578
2018-06-20,148.24803161621094
2018-06-21,142.86685180664062
2018-06-22,141.85733032226562
2018-06-25,140.39710998535156
2018-06-26,140.46018981933594
2018-06-27,138.77464294433594
2018-06-28,139.558837890625
2018-06-29,140.47825622558594
2018-07-02,140.69454956054688
2018-07-03,141.34356689453125
2018-07-05,141.58689880371094
2018-07-06,141.3525390625
2018-07-09,144.02960205078125
2018-07-10,144.2459716796875
2018-07-11,142.380126953125
2018-07-12,142.9569854736328
2018-07-13,145.57994079589844
2018-07-16,142.145751953125
2018-07-17,143.09222412109375
2018-07-18,146.1117706298828
2018-07-19,148.79788208007812
2018-07-20,147.34671020507812
2018-07-23,144.0115966796875
2018-07-24,145.77822875976562
2018-07-25,147.05825805664062
2018-07-26,148.88800048828125
2018-07-27,148.20297241210938
2018-07-30,147.38272094726562
2018-07-31,152.37631225585938
2018-08-01,149.32064819335938
2018-08-02,154.64773559570312
2018-08-03,155.49497985839844
2018-08-06,157.10848999023438
2018-08-07,156.9191436767578
2018-08-08,155.73843383789062
2018-08-09,154.1249542236328
2018-08-10,151.42982482910156
2018-08-13,150.7808380126953
2018-08-14,149.81640625
2018-08-15,150.0687713623047
2018-08-16,151.64617919921875
2018-08-17,152.8450469970703
2018-08-20,153.32273864746094
2018-08-21,155.0984344482422
2018-08-22,153.84548950195312
2018-08-23,152.4033203125
2018-08-24,154.61167907714844
2018-08-27,158.1335906982422
2018-08-28,158.56817626953125
2018-08-29,159.17481994628906
2018-08-30,158.52288818359375
2018-08-31,158.98468017578125
2018-09-04,158.2060546875
2018-09-05,159.85382080078125
2018-09-06,161.00364685058594
2018-09-07,160.90406799316406
2018-09-10,163.25807189941406
2018-09-11,163.1494140625
2018-09-12,166.0013427734375
2018-09-13,167.20550537109375
2018-09-14,169.4417724609375
2018-09-17,169.7134246826172
2018-09-18,171.0171661376953
2018-09-19,172.45672607421875
2018-09-20,172.48390197753906
2018-09-21,172.5473175048828
2018-09-24,171.6961669921875
2018-09-25,170.455810546875
2018-09-26,169.10679626464844
2018-09-27,168.85333251953125
2018-09-28,166.52645874023438
2018-10-01,167.37754821777344
2018-10-02,167.3684539794922
2018-10-03,167.8573760986328
2018-10-04,167.46807861328125
2018-10-05,165.1140899658203
2018-10-08,164.29920959472656
2018-10-09,161.48348999023438
2018-10-10,155.8429718017578
2018-10-11,149.93092346191406
2018-10-12,151.4700164794922
2018-10-15,148.05677795410156
2018-10-16,149.4781494140625
2018-10-17,147.16043090820312
2018-10-18,144.254150390625
2018-10-19,142.9322967529297
2018-10-22,142.55203247070312
2018-10-23,137.6448974609375
2018-10-24,132.6381378173828
2018-10-25,132.8191680908203
2018-10-26,131.69651794433594
2018-10-29,131.47923278808594
2018-10-30,134.27685546875
2018-10-31,137.28274536132812
2018-11-01,144.2722625732422
2018-11-02,146.3546142578125
2018-11-05,148.5727996826172
2018-11-06,151.352294921875
2018-11-07,154.8470916748047
2018-11-08,155.51092529296875
2018-11-09,152.17337036132812
2018-11-12,150.0998992919922
2018-11-13,149.54515075683594
2018-11-14,151.6186065673828
2018-11-15,154.54696655273438
2018-11-16,155.7928466796875
2018-11-19,152.39163208007812
2018-11-20,148.88128662109375
2018-11-21,149.57244873046875
2018-11-23,148.72666931152344
2018-11-26,151.22755432128906
2018-11-27,149.43603515625
2018-11-28,153.61936950683594
2018-11-29,153.6011962890625
2018-11-30,156.45677185058594
2018-12-03,159.31231689453125
2018-12-04,151.39126586914062
2018-12-06,148.52662658691406
2018-12-07,142.81544494628906
2018-12-10,142.14248657226562
2018-12-11,139.89620971679688
2018-12-12,141.8059539794922
2018-12-13,140.3872528076172
2018-12-14,137.34072875976562
2018-12-17,136.27671813964844
2018-12-18,135.23089599609375
2018-12-19,134.26687622070312
2018-12-20,132.65724182128906
2018-12-21,132.3934783935547
2018-12-24,128.32838439941406
2018-12-26,134.74887084960938
2018-12-27,136.37673950195312
2018-12-28,134.8216094970703
2018-12-31,135.6310272216797
2019-01-02,136.76780700683594
2019-01-03,131.72047424316406
2019-01-04,137.62266540527344
2019-01-07,138.12283325195312
2019-01-08,141.00572204589844
2019-01-09,142.09698486328125
2019-01-10,143.65213012695312
2019-01-11,143.67027282714844
2019-01-14,142.0242462158203
2019-01-15,140.41455078125
2019-01-16,141.7059326171875
2019-01-17,145.07081604003906
2019-01-18,147.7717742919922
2019-01-22,144.00674438476562
2019-01-23,142.6062774658203
2019-01-24,143.75216674804688
2019-01-25,146.4076690673828
2019-01-28,143.37925720214844
2019-01-29,147.4353485107422
2019-01-30,150.05441284179688
2019-01-31,149.881591796875
2019-02-01,149.49966430664062
2019-02-04,150.50001525878906
2019-02-05,151.15481567382812
2019-02-06,150.96385192871094
2019-02-07,148.2869873046875
2019-02-08,148.08602905273438
2019-02-11,149.6847686767578
2019-02-12,155.394775390625
2019-02-13,156.56423950195312
2019-02-14,154.46299743652344
2019-02-15,158.65638732910156
2019-02-19,158.3549346923828
2019-02-20,160.19122314453125
2019-02-21,159.82583618164062
2019-02-22,160.58413696289062
2019-02-25,161.02264404296875
2019-02-26,160.0998992919922
2019-02-27,162.20118713378906
2019-02-28,160.94041442871094
2019-03-01,160.83990478515625
2019-03-04,159.48776245117188
2019-03-05,159.3050537109375
2019-03-06,157.3590850830078
2019-03-07,155.65065002441406
2019-03-08,154.4263916015625
2019-03-11,157.22206115722656
2019-03-12,156.27186584472656
2019-03-13,157.6788330078125
2019-03-14,155.30348205566406
2019-03-15,156.0160675048828
2019-03-18,159.02183532714844
2019-03-19,157.669677734375
2019-03-20,154.3167724609375
2019-03-21,154.86495971679688
2019-03-22,149.273681640625
2019-03-25,149.57518005371094
2019-03-26,151.08261108398438
2019-03-27,152.2063751220703
2019-03-28,154.91064453125
2019-03-29,156.79266357421875
2019-04-01,162.5026397705078
2019-04-02,162.182861328125
2019-04-03,163.9644012451172
2019-04-04,165.97434997558594
2019-04-05,167.55490112304688
2019-04-08,168.61465454101562
2019-04-09,165.280029296875
2019-04-10,167.235107421875
2019-04-11,169.8114471435547
2019-04-12,172.34217834472656
2019-04-15,171.6295623779297
2019-04-16,172.32391357421875
2019-04-17,171.89450073242188
2019-04-18,173.5115966796875
2019-04-22,173.5207061767578
2019-04-23,172.99085998535156
2019-04-24,171.2641143798828
2019-04-25,166.2941436767578
2019-04-26,167.18948364257812
2019-04-29,167.6188507080078
2019-04-30,165.43531799316406
2019-05-01,164.43951416015625
2019-05-02,160.8673095703125
2019-05-03,164.31161499023438
2019-05-06,161.75352478027344
2019-05-07,158.4005889892578
2019-05-08,157.09410095214844
2019-05-09,157.73696899414062
2019-05-10,159.43577575683594
2019-05-13,152.2822265625
2019-05-14,153.2647705078125
2019-05-15,155.30345153808594
2019-05-16,155.63400268554688
2019-05-17,150.5190887451172
2019-05-20,149.74774169921875
2019-05-21,152.4475555419922
2019-05-22,150.50071716308594
2019-05-23,145.6612091064453
2019-05-24,145.36740112304688
2019-05-28,142.5574188232422
2019-05-29,143.22776794433594
2019-05-30,144.28379821777344
2019-05-31,139.8759765625
2019-06-03,143.48484802246094
2019-06-04,148.0304718017578
2019-06-05,149.1048583984375
2019-06-06,148.7742919921875
2019-06-07,152.01588439941406
2019-06-10,153.17295837402344
2019-06-11,153.43011474609375
2019-06-12,151.373046875
2019-06-13,152.25466918945312
2019-06-14,150.79458618164062
2019-06-17,148.35189819335938
2019-06-18,152.95257568359375
2019-06-19,153.9351806640625
2019-06-20,158.02162170410156
2019-06-21,157.06658935546875
2019-06-24,155.9279022216797
2019-06-25,154.79835510253906
2019-06-26,156.3319549560547
2019-06-27,154.6881866455078
2019-06-28,156.1207275390625
2019-07-01,156.09315490722656
2019-07-02,153.86166381835938
2019-07-03,154.83509826660156
2019-07-05,153.01687622070312
2019-07-08,152.27304077148438
2019-07-09,150.0139923095703
2019-07-10,148.5447235107422
2019-07-11,150.069091796875
2019-07-12,155.25753784179688
2019-07-15,154.0545196533203
2019-07-16,157.06658935546875
2019-07-17,153.70558166503906
2019-07-18,152.22711181640625
2019-07-19,155.75340270996094
2019-07-22,156.37783813476562
2019-07-23,162.24578857421875
2019-07-24,163.6875457763672
2019-07-25,162.80596923828125
2019-07-26,160.60203552246094
2019-07-29,158.67361450195312
2019-07-30,162.35598754882812
2019-07-31,160.77650451660156
2019-08-01,158.73788452148438
2019-08-02,155.18405151367188
2019-08-05,150.1150360107422
2019-08-06,153.41175842285156
2019-08-07,151.19862365722656
2019-08-08,153.76068115234375
2019-08-09,151.07005310058594
2019-08-12,148.3059844970703
2019-08-13,152.10772705078125
2019-08-14,145.91836547851562
2019-08-15,144.74295043945312
2019-08-16,148.59982299804688
2019-08-19,151.8322296142578
2019-08-20,150.1058349609375
2019-08-21,150.67518615722656
2019-08-22,151.0149383544922
2019-08-23,145.11944580078125
2019-08-26,145.6061248779297
2019-08-27,145.74468994140625
2019-08-28,147.08363342285156
2019-08-29,151.5714874267578
2019-08-30,153.07667541503906
2019-09-03,148.6442108154297
2019-09-04,150.71270751953125
2019-09-05,158.49722290039062
2019-09-06,160.20558166503906
2019-09-09,163.87158203125
2019-09-10,167.40829467773438
2019-09-11,170.3355712890625
2019-09-12,167.69461059570312
2019-09-13,168.27633666992188
2019-09-16,165.45985412597656
2019-09-17,165.4136962890625
2019-09-18,165.3952178955078
2019-09-19,164.2501678466797
2019-09-20,163.4837188720703
2019-09-23,167.1959228515625
2019-09-24,164.0932159423828
2019-09-25,167.14051818847656
2019-09-26,166.32789611816406
2019-09-27,166.64187622070312
2019-09-30,166.7803497314453
2019-10-01,162.27406311035156
2019-10-02,158.20175170898438
2019-10-03,159.0143280029297
2019-10-04,161.37832641601562
2019-10-07,157.79542541503906
2019-10-08,153.85240173339844
2019-10-09,154.9882049560547
2019-10-10,157.67535400390625
2019-10-11,165.90309143066406
2019-10-14,164.79498291015625
2019-10-15,166.7342071533203
2019-10-16,166.4479217529297
2019-10-17,169.28285217285156
2019-10-18,170.409423828125
2019-10-21,169.34751892089844
2019-10-22,172.5795135498047
2019-10-23,173.13352966308594
2019-10-24,171.52682495117188
2019-10-25,176.0977325439453
2019-10-28,175.79306030273438
2019-10-29,178.16624450683594
2019-10-30,179.09890747070312
2019-10-31,169.4398956298828
2019-11-01,180.89959716796875
2019-11-04,183.4020538330078
2019-11-05,183.44827270507812
2019-11-06,183.919189453125
2019-11-07,184.7818145751953
2019-11-08,185.07859802246094
2019-11-11,184.41078186035156
2019-11-12,183.22357177734375
2019-11-13,181.22935485839844
2019-11-14,180.1719970703125
2019-11-15,182.39804077148438
2019-11-18,182.32383728027344
2019-11-19,182.02703857421875
2019-11-20,180.8583526611328
2019-11-21,182.52786254882812
2019-11-22,183.5667266845703
2019-11-25,187.43450927734375
2019-11-26,185.8577423095703
2019-11-27,185.3475799560547
2019-11-29,184.38291931152344
2019-12-02,183.1678466796875
2019-12-03,181.93429565429688
2019-12-04,183.1586151123047
2019-12-05,184.9580078125
2019-12-06,187.71275329589844
2019-12-09,186.8687744140625
2019-12-10,187.71275329589844
2019-12-11,191.38575744628906
2019-12-12,194.1312713623047
2019-12-13,191.52488708496094
2019-12-16,192.54515075683594
2019-12-17,188.95565795898438
2019-12-18,191.57127380371094
2019-12-19,191.3208465576172
2019-12-20,191.8680877685547
2019-12-23,193.10169982910156
2019-12-24,191.47853088378906
2019-12-26,192.58230590820312
2019-12-27,191.9979248046875
2019-12-30,190.84779357910156
2019-12-31,190.90345764160156
2020-01-02,194.56719970703125
2020-01-03,191.83099365234375
2020-01-06,191.91445922851562
2020-01-07,191.52488708496094
2020-01-08,191.65476989746094
2020-01-09,192.11854553222656
2020-01-10,190.43045043945312
2020-01-13,192.99966430664062
2020-01-14,191.77532958984375
2020-01-15,190.45823669433594
2020-01-16,192.693603515625
2020-01-17,191.9979248046875
2020-01-21,187.4066925048828
2020-01-22,184.3365478515625
2020-01-23,187.18408203125
2020-01-24,183.9099578857422
2020-01-27,179.9586639404297
2020-01-28,182.53717041015625
2020-01-29,184.59629821777344
2020-01-30,190.2820281982422
2020-01-31,181.5076141357422
2020-02-03,183.7707977294922
2020-02-04,191.18170166015625
2020-02-05,195.1886444091797
2020-02-06,195.45872497558594
2020-02-07,193.56797790527344
2020-02-10,195.08619689941406
2020-02-11,197.6941680908203
2020-02-12,199.24029541015625
2020-02-13,198.420654296875
2020-02-14,197.31227111816406
2020-02-18,196.13868713378906
2020-02-19,197.2563934326172
2020-02-20,200.516357421875
2020-02-21,200.44187927246094
2020-02-24,189.1809844970703
2020-02-25,181.14279174804688
2020-02-26,176.6626739501953
2020-02-27,173.1605224609375
2020-02-28,172.0986785888672
2020-03-02,179.38243103027344
2020-03-03,173.7193603515625
2020-03-04,181.2266082763672
2020-03-05,166.2028045654297
2020-03-06,153.67520141601562
2020-03-09,136.43460083007812
2020-03-10,149.09263610839844
2020-03-11,137.53369140625
2020-03-12,121.45731353759766
2020-03-13,130.69700622558594
2020-03-16,109.6841812133789
2020-03-17,114.58345031738281
2020-03-18,95.46138000488281
2020-03-19,97.08203887939453
2020-03-20,95.40547943115234
2020-03-23,90.86944580078125
2020-03-24,107.60709381103516
2020-03-25,117.85271453857422
2020-03-26,121.59705352783203
2020-03-27,112.9627685546875
2020-03-30,121.4107666015625
2020-03-31,120.83328247070312
2020-04-01,108.1286849975586
2020-04-02,110.6900863647461
2020-04-03,107.8678970336914
2020-04-06,121.80197143554688
2020-04-07,123.28292083740234
2020-04-08,131.69366455078125
2020-04-09,135.21441650390625
2020-04-13,129.38369750976562
2020-04-14,132.36428833007812
2020-04-15,122.01618957519531
2020-04-16,117.35908508300781
2020-04-17,129.09500122070312
2020-04-20,125.15506744384766
2020-04-21,121.47596740722656
2020-04-22,123.5064697265625
2020-04-23,123.36675262451172
2020-04-24,125.69528198242188
2020-04-27,131.98239135742188
2020-04-28,136.40663146972656
2020-04-29,146.1027374267578
2020-04-30,147.27635192871094
2020-05-01,142.5819549560547
2020-05-04,145.88851928710938
2020-05-05,143.01974487304688
2020-05-06,142.8427734375
2020-05-07,146.13096618652344
2020-05-08,150.8242950439453
2020-05-11,148.369873046875
2020-05-12,143.05821228027344
2020-05-13,137.51239013671875
2020-05-14,141.52188110351562
2020-05-15,143.60157775878906
2020-05-18,154.70262145996094
2020-05-19,153.75648498535156
2020-05-20,157.7190704345703
2020-05-21,156.19212341308594
2020-05-22,156.33265686035156
2020-05-26,168.27682495117188
2020-05-27,172.08021545410156
2020-05-28,167.51800537109375
2020-05-29,168.59527587890625
2020-06-01,171.3962860107422
2020-06-02,173.4479217529297
2020-06-03,183.89321899414062
2020-06-04,184.41783142089844
2020-06-05,183.096923828125
2020-06-08,189.36412048339844
2020-06-09,182.84396362304688
2020-06-10,175.35897827148438
2020-06-11,162.45928955078125
2020-06-12,168.77328491210938
2020-06-15,172.0333709716797
2020-06-16,177.5791778564453
2020-06-17,172.8202667236328
2020-06-18,173.607177734375
2020-06-19,171.3776092529297
2020-06-22,171.03102111816406
2020-06-23,170.09420776367188
2020-06-24,162.7403564453125
2020-06-25,165.45701599121094
2020-06-26,161.6349334716797
2020-06-29,168.2205810546875
2020-06-30,171.68675231933594
2020-07-01,169.1761474609375
2020-07-02,171.41506958007812
2020-07-06,174.71258544921875
2020-07-07,170.81552124023438
2020-07-08,167.80838012695312
2020-07-09,165.1759796142578
2020-07-10,164.3141326904297
2020-07-13,164.876220703125
2020-07-14,172.0521240234375
2020-07-15,175.01234436035156
2020-07-16,172.80149841308594
2020-07-17,173.26991271972656
2020-07-20,169.85061645507812
2020-07-21,171.63050842285156
2020-07-22,173.12002563476562
2020-07-23,172.42677307128906
2020-07-24,171.30264282226562
2020-07-27,173.9163055419922
2020-07-28,168.9700164794922
2020-07-29,171.93966674804688
2020-07-30,169.1105194091797
2020-07-31,167.61167907714844
2020-08-03,170.39395141601562
2020-08-04,169.80377197265625
2020-08-05,173.87881469726562
2020-08-06,180.82986450195312
2020-08-07,185.1110382080078
2020-08-10,191.54681396484375
2020-08-11,195.3502197265625
2020-08-12,196.3151397705078
2020-08-13,194.76002502441406
2020-08-14,196.37130737304688
2020-08-17,195.53758239746094
2020-08-18,193.65464782714844
2020-08-19,193.0831756591797
2020-08-20,191.9215087890625
2020-08-21,193.27989196777344
2020-08-24,196.51185607910156
2020-08-25,196.28704833984375
2020-08-26,196.5211944580078
2020-08-27,195.4769744873047
2020-08-28,197.9981689453125
2020-08-31,193.80245971679688
2020-09-01,199.22116088867188
2020-09-02,201.62945556640625
2020-09-03,194.0846710205078
2020-09-04,195.01602172851562
2020-09-08,191.07431030273438
2020-09-09,194.81849670410156
2020-09-10,192.2032012939453
2020-09-11,196.73757934570312
2020-09-14,198.91070556640625
2020-09-15,197.4901580810547
2020-09-16,201.62945556640625
2020-09-17,201.3848419189453
2020-09-18,196.0602569580078
2020-09-21,187.198486328125
2020-09-22,188.7412567138672
2020-09-23,183.8870391845703
2020-09-24,184.31036376953125
2020-09-25,188.12979125976562
2020-09-28,190.9143829345703
2020-09-29,190.19943237304688
2020-09-30,190.3499298095703
2020-10-01,188.83534240722656
2020-10-02,195.01602172851562
2020-10-05,200.50999450683594
2020-10-06,197.405517578125
2020-10-07,204.6586456298828
2020-10-08,204.99729919433594
2020-10-09,205.1854705810547
2020-10-12,205.14785766601562
2020-10-13,202.74893188476562
2020-10-14,203.21929931640625
2020-10-15,209.4658660888672
2020-10-16,209.6539764404297
2020-10-19,208.44044494628906
2020-10-20,210.3218994140625
2020-10-21,209.21182250976562
2020-10-22,211.99642944335938
2020-10-23,212.75845336914062
2020-10-26,205.76873779296875
2020-10-27,199.2117462158203
2020-10-28,191.18719482421875
2020-10-29,195.52401733398438
2020-10-30,196.01321411132812
2020-11-02,205.10079956054688
2020-11-03,212.79608154296875
2020-11-04,205.02552795410156
2020-11-05,224.7856903076172
2020-11-06,224.3889617919922
2020-11-09,238.7745361328125
2020-11-10,246.68055725097656
2020-11-11,246.31214904785156
2020-11-12,242.62832641601562
2020-11-13,244.63079833984375
2020-11-16,253.037353515625
2020-11-17,248.5318145751953
2020-11-18,250.3453369140625
2020-11-19,253.9346923828125
2020-11-20,252.31004333496094
2020-11-23,256.83447265625
2020-11-24,264.3436279296875
2020-11-25,258.9030456542969
2020-11-27,257.7222900390625
2020-11-30,252.44229125976562
2020-12-01,255.3704071044922
2020-12-02,255.13427734375
2020-12-03,254.1991424560547
2020-12-04,260.4520263671875
2020-12-07,256.4849853515625
2020-12-08,259.0352478027344
2020-12-09,261.0
2020-12-10,259.2242126464844
2020-12-11,259.4508972167969
2020-12-14,255.11537170410156
2020-12-15,260.4993591308594
2020-12-16,257.6845397949219
2020-12-17,258.1473083496094
2020-12-18,256.91949462890625
2020-12-21,257.6656799316406
2020-12-22,252.74453735351562
2020-12-23,254.463623046875
2020-12-24,254.51089477539062
2020-12-28,252.85792541503906
2020-12-29,251.3749542236328
2020-12-30,255.23818969726562
2020-12-31,257.3067932128906
2021-01-04,251.27102661132812
2021-01-05,256.9383544921875
2021-01-06,265.2788391113281
2021-01-07,265.7604675292969
2021-01-08,265.099365234375
2021-01-11,268.2730407714844
2021-01-12,271.8057556152344
2021-01-13,270.3511047363281
2021-01-14,274.9794006347656
2021-01-15,269.3593444824219
2021-01-19,272.78802490234375
2021-01-20,270.965087890625
2021-01-21,263.7203063964844
2021-01-22,259.9137268066406
2021-01-25,254.81314086914062
2021-01-26,252.2344512939453
2021-01-27,236.0636749267578
2021-01-28,250.81768798828125
2021-01-29,249.93919372558594
2021-02-01,253.3207550048828
2021-02-02,253.5001983642578
2021-02-03,256.18267822265625
2021-02-04,254.06695556640625
2021-02-05,263.9752502441406
2021-02-08,263.1913146972656
2021-02-09,261.2014465332031
2021-02-10,258.6146240234375
2021-02-11,258.70001220703125
2021-02-12,261.75103759765625
2021-02-16,261.7320861816406
2021-02-17,257.7429504394531
2021-02-18,254.26544189453125
2021-02-19,265.0580139160156
2021-02-22,267.5027160644531
2021-02-23,271.0086364746094
2021-02-24,281.4886169433594
2021-02-25,274.21136474609375
2021-02-26,271.9087829589844
2021-03-01,281.97174072265625
2021-03-02,280.4462585449219
2021-03-03,280.9863586425781
2021-03-04,277.7647399902344
2021-03-05,284.2552795410156
2021-03-08,283.1372985839844
2021-03-09,280.37042236328125
2021-03-10,290.23443603515625
2021-03-11,292.10107421875
2021-03-12,296.1660461425781
2021-03-15,298.392822265625
2021-03-16,293.66455078125
2021-03-17,298.1654357910156
2021-03-18,298.52545166015625
2021-03-19,294.73529052734375
2021-03-22,294.6689758300781
2021-03-23,289.6659240722656
2021-03-24,292.1579284667969
2021-03-25,297.7674255371094
2021-03-26,300.9322204589844
2021-03-29,300.54376220703125
2021-03-30,300.6859130859375
2021-03-31,298.8855285644531
2021-04-01,299.6246032714844
2021-04-05,302.4388732910156
2021-04-06,300.5343017578125
2021-04-07,300.2215881347656
2021-04-08,301.756591796875
2021-04-09,304.2486267089844
2021-04-12,304.3339538574219
2021-04-13,299.0560607910156
2021-04-14,301.0080871582031
2021-04-15,301.64288330078125
2021-04-16,304.26763916015625
2021-04-19,300.8659362792969
2021-04-20,295.78704833984375
2021-04-21,300.9417724609375
2021-04-22,297.3126220703125
2021-04-23,301.4344482421875
2021-04-26,302.3915100097656
2021-04-27,302.7799377441406
2021-04-28,302.2113952636719
2021-04-29,297.46417236328125
2021-04-30,297.3504943847656
2021-05-03,295.0479736328125
2021-05-04,297.30316162109375
2021-05-05,299.141357421875
2021-05-06,300.4723205566406
2021-05-07,303.5049133300781
2021-05-10,300.7099914550781
2021-05-11,297.25909423828125
2021-05-12,289.06451416015625
2021-05-13,300.6053161621094
2021-05-14,305.95751953125
2021-05-17,301.1092529296875
2021-05-18,295.75701904296875
2021-05-19,289.91998291015625
2021-05-20,290.0721130371094
2021-05-21,290.7281188964844
2021-05-24,290.775634765625
2021-05-25,289.5968322753906
2021-05-26,289.9010925292969
2021-05-27,292.8765869140625
2021-05-28,292.9431457519531
2021-06-01,297.7914733886719
2021-06-02,295.1486511230469
2021-06-03,293.9888000488281
2021-06-04,293.7892150878906
2021-06-07,292.21112060546875
2021-06-08,295.63348388671875
