,NDSN
2014-11-05,68.62523651123047
2014-11-06,69.59001159667969
2014-11-07,70.0047836303711
2014-11-10,70.23017883300781
2014-11-11,70.50967407226562
2014-11-12,70.8432846069336
2014-11-13,70.31132507324219
2014-11-14,70.3203353881836
2014-11-17,70.3473892211914
2014-11-18,70.735107421875
2014-11-19,70.02278137207031
2014-11-20,69.5088119506836
2014-11-21,71.69086456298828
2014-11-24,71.82612609863281
2014-11-25,71.8711929321289
2014-11-26,71.44740295410156
2014-11-28,70.46460723876953
2014-12-01,69.62606048583984
2014-12-02,70.64492797851562
2014-12-03,71.2400131225586
2014-12-04,70.80724334716797
2014-12-05,71.1228256225586
2014-12-08,69.68915557861328
2014-12-09,69.40064239501953
2014-12-10,67.85880279541016
2014-12-11,68.93177795410156
2014-12-12,69.41865539550781
2014-12-15,67.79569244384766
2014-12-16,67.24567413330078
2014-12-17,68.62931823730469
2014-12-18,70.42890930175781
2014-12-19,70.30230712890625
2014-12-22,70.94438171386719
2014-12-23,71.26087188720703
2014-12-24,71.6678466796875
2014-12-26,71.88487243652344
2014-12-29,72.0928726196289
2014-12-30,71.40559387207031
2014-12-31,70.50125122070312
2015-01-02,70.76351165771484
2015-01-05,68.45747375488281
2015-01-06,67.56219482421875
2015-01-07,66.85682678222656
2015-01-08,68.12287902832031
2015-01-09,67.07386016845703
2015-01-12,66.34134674072266
2015-01-13,66.49510192871094
2015-01-14,66.24188995361328
2015-01-15,65.28328704833984
2015-01-16,65.59075927734375
2015-01-20,65.30137634277344
2015-01-21,65.79878234863281
2015-01-22,66.02484130859375
2015-01-23,65.56365203857422
2015-01-26,66.49510192871094
2015-01-27,66.36849975585938
2015-01-28,65.57267761230469
2015-01-29,66.63074493408203
2015-01-30,65.88919830322266
2015-02-02,66.43177795410156
2015-02-03,68.10480499267578
2015-02-04,67.30895233154297
2015-02-05,68.15000915527344
2015-02-06,68.502685546875
2015-02-09,68.45747375488281
2015-02-10,68.4755630493164
2015-02-11,68.8191909790039
2015-02-12,69.33467102050781
2015-02-13,70.5736312866211
2015-02-17,70.2480239868164
2015-02-18,70.77253723144531
2015-02-19,70.79969787597656
2015-02-20,71.15335845947266
2015-02-23,71.28032684326172
2015-02-24,71.10803985595703
2015-02-25,71.28032684326172
2015-02-26,70.328125
2015-02-27,69.76586151123047
2015-03-02,70.66364288330078
2015-03-03,70.23741912841797
2015-03-04,69.31238555908203
2015-03-05,69.37588500976562
2015-03-06,68.38739776611328
2015-03-09,68.30577850341797
2015-03-10,66.83665466308594
2015-03-11,66.9273452758789
2015-03-12,68.54157257080078
2015-03-13,68.26950073242188
2015-03-16,69.64795684814453
2015-03-17,70.52759552001953
2015-03-18,71.65214538574219
2015-03-19,70.85409545898438
2015-03-20,70.97197723388672
2015-03-23,70.62737274169922
2015-03-24,69.98347473144531
2015-03-25,69.3305435180664
2015-03-26,69.31238555908203
2015-03-27,70.2102279663086
2015-03-30,71.20777893066406
2015-03-31,71.04456329345703
2015-04-01,69.57540893554688
2015-04-02,70.04698944091797
2015-04-06,71.44355773925781
2015-04-07,71.12612915039062
2015-04-08,71.3256607055664
2015-04-09,71.35287475585938
2015-04-10,71.46170806884766
2015-04-13,71.00823974609375
2015-04-14,71.48890686035156
2015-04-15,71.8788833618164
2015-04-16,71.65214538574219
2015-04-17,71.64305877685547
2015-04-20,72.40485382080078
2015-04-21,72.17813873291016
2015-04-22,72.90364074707031
2015-04-23,72.62250518798828
2015-04-24,72.25973510742188
2015-04-27,72.49553680419922
2015-04-28,72.55901336669922
2015-04-29,72.96709442138672
2015-04-30,72.2325210571289
2015-05-01,73.16661834716797
2015-05-04,74.02813720703125
2015-05-05,73.31173706054688
2015-05-06,73.32986450195312
2015-05-07,73.59285736083984
2015-05-08,74.08257293701172
2015-05-11,74.28203582763672
2015-05-12,74.36370086669922
2015-05-13,74.28203582763672
2015-05-14,75.32500457763672
2015-05-15,75.37939453125
2015-05-18,76.1502456665039
2015-05-19,75.76937103271484
2015-05-20,75.08012390136719
2015-05-21,75.38021850585938
2015-05-22,75.46202850341797
2015-05-26,74.65277862548828
2015-05-27,75.02558135986328
2015-05-28,75.18014526367188
2015-05-29,73.5707015991211
2015-06-01,73.65253448486328
2015-06-02,73.81620788574219
2015-06-03,74.53456115722656
2015-06-04,74.18902587890625
2015-06-05,74.66184997558594
2015-06-08,73.74349212646484
2015-06-09,73.90714263916016
2015-06-10,74.69822692871094
2015-06-11,74.77099609375
2015-06-12,74.0071792602539
2015-06-15,73.23426818847656
2015-06-16,73.17062377929688
2015-06-17,73.07061767578125
2015-06-18,73.07966613769531
2015-06-19,72.97967529296875
2015-06-22,73.3797607421875
2015-06-23,72.82508087158203
2015-06-24,72.47045135498047
2015-06-25,72.31587982177734
2015-06-26,72.82508087158203
2015-06-29,71.04287719726562
2015-06-30,70.82465362548828
2015-07-01,70.99742889404297
2015-07-02,70.6700668334961
2015-07-06,70.38823699951172
2015-07-07,70.40637969970703
2015-07-08,69.33340454101562
2015-07-09,68.77876281738281
2015-07-10,69.01517486572266
2015-07-13,69.87898254394531
2015-07-14,70.32453918457031
2015-07-15,69.1424789428711
2015-07-16,68.46959686279297
2015-07-17,68.32410430908203
2015-07-20,67.97858428955078
2015-07-21,67.56033325195312
2015-07-22,66.73284149169922
2015-07-23,67.0238037109375
2015-07-24,66.03267669677734
2015-07-27,65.73262786865234
2015-07-28,66.64188385009766
2015-07-29,67.66939544677734
2015-07-30,67.71490478515625
2015-07-31,67.38751983642578
2015-08-03,67.13294219970703
2015-08-04,66.85105895996094
2015-08-05,67.36931610107422
2015-08-06,67.33299255371094
2015-08-07,67.40573120117188
2015-08-10,68.74235534667969
2015-08-11,67.56033325195312
2015-08-12,67.61483001708984
2015-08-13,67.37844848632812
2015-08-14,67.38751983642578
2015-08-17,67.5784912109375
2015-08-18,67.2056884765625
2015-08-19,66.62374877929688
2015-08-20,64.696044921875
2015-08-21,56.968265533447266
2015-08-24,57.51570510864258
2015-08-25,57.48833084106445
2015-08-26,58.42805480957031
2015-08-27,60.462646484375
2015-08-28,60.8914680480957
2015-08-31,60.690738677978516
2015-09-01,58.227333068847656
2015-09-02,58.9116096496582
2015-09-03,59.413421630859375
2015-09-04,58.79301071166992
2015-09-08,60.115943908691406
2015-09-09,59.62326431274414
2015-09-10,60.31666564941406
2015-09-11,60.80020523071289
2015-09-14,59.84224319458008
2015-09-15,60.57211685180664
2015-09-16,61.384132385253906
2015-09-17,60.508243560791016
2015-09-18,59.31305694580078
2015-09-21,59.23093795776367
2015-09-22,58.099605560302734
2015-09-23,57.19635009765625
2015-09-24,56.4117317199707
2015-09-25,56.849666595458984
2015-09-28,56.0923957824707
2015-09-29,56.521202087402344
2015-09-30,57.424461364746094
2015-10-01,56.858787536621094
2015-10-02,58.55579376220703
2015-10-05,60.417030334472656
2015-10-06,60.772857666015625
2015-10-07,62.00454330444336
2015-10-08,63.06290054321289
2015-10-09,63.04465103149414
2015-10-12,62.624961853027344
2015-10-13,61.64873504638672
2015-10-14,61.1378059387207
2015-10-15,61.33850860595703
2015-10-16,61.11042404174805
2015-10-19,61.4844970703125
2015-10-20,61.66697311401367
2015-10-21,61.42975616455078
2015-10-22,63.18149185180664
2015-10-23,63.72891616821289
2015-10-26,63.45521545410156
2015-10-27,62.95341873168945
2015-10-28,64.72341918945312
2015-10-29,64.36758422851562
2015-10-30,64.99710845947266
2015-11-02,65.69963073730469
2015-11-03,66.49339294433594
2015-11-04,66.57552337646484
2015-11-05,66.69410705566406
2015-11-06,66.80360412597656
2015-11-09,65.83650207519531
2015-11-10,66.42952728271484
2015-11-11,65.62664794921875
2015-11-12,63.54646301269531
2015-11-13,63.592063903808594
2015-11-16,63.9205207824707
2015-11-17,62.99903869628906
2015-11-18,63.291019439697266
2015-11-19,64.40409088134766
2015-11-20,64.67779541015625
2015-11-23,64.69603729248047
2015-11-24,65.46240997314453
2015-11-25,65.87297058105469
2015-11-27,66.2014389038086
2015-11-30,66.174072265625
2015-12-01,66.78536224365234
2015-12-02,66.23790740966797
2015-12-03,64.90589141845703
2015-12-04,65.76351165771484
2015-12-07,65.69963073730469
2015-12-08,63.856651306152344
2015-12-09,63.09027099609375
2015-12-10,62.39685821533203
2015-12-11,57.97187805175781
2015-12-14,58.154354095458984
2015-12-15,58.026607513427734
2015-12-16,59.1853141784668
2015-12-17,58.59229278564453
2015-12-18,58.28091812133789
2015-12-21,58.18933868408203
2015-12-22,59.08681869506836
2015-12-23,60.01176834106445
2015-12-24,59.91102600097656
2015-12-28,59.059349060058594
2015-12-29,59.25165557861328
2015-12-30,59.13259506225586
2015-12-31,58.74796676635742
2016-01-04,58.015342712402344
2016-01-05,57.154502868652344
2016-01-06,55.615962982177734
2016-01-07,54.15069580078125
2016-01-08,52.98765563964844
2016-01-11,52.84111404418945
2016-01-12,52.960182189941406
2016-01-13,51.65974807739258
2016-01-14,51.513221740722656
2016-01-15,50.844703674316406
2016-01-19,50.27690887451172
2016-01-20,49.223758697509766
2016-01-21,51.13774871826172
2016-01-22,52.30997085571289
2016-01-25,51.046173095703125
2016-01-26,53.271549224853516
2016-01-27,53.317344665527344
2016-01-28,53.363128662109375
2016-01-29,55.341224670410156
2016-02-01,54.54450607299805
2016-02-02,52.5938606262207
2016-02-03,53.894290924072266
2016-02-04,54.80092239379883
2016-02-05,53.930908203125
2016-02-08,53.42723083496094
2016-02-09,54.059120178222656
2016-02-10,54.691017150878906
2016-02-11,54.443756103515625
2016-02-12,56.23870086669922
2016-02-16,57.52997970581055
2016-02-17,58.94944381713867
2016-02-18,58.71134948730469
2016-02-19,58.68376541137695
2016-02-22,59.51108169555664
2016-02-23,64.05208587646484
2016-02-24,64.64958190917969
2016-02-25,64.93452453613281
2016-02-26,66.0008544921875
2016-02-29,65.88134765625
2016-03-01,67.29695892333984
2016-03-02,67.48999786376953
2016-03-03,68.09671020507812
2016-03-04,68.87805938720703
2016-03-07,69.38362884521484
2016-03-08,67.5727310180664
2016-03-09,67.48080444335938
2016-03-10,67.62789154052734
2016-03-11,68.03236389160156
2016-03-14,67.88525390625
2016-03-15,67.8669204711914
2016-03-16,69.0986328125
2016-03-17,71.00145721435547
2016-03-18,71.34158325195312
2016-03-21,71.20368957519531
2016-03-22,71.13018035888672
2016-03-23,70.1190185546875
2016-03-24,70.56941223144531
2016-03-28,69.43878173828125
2016-03-29,70.74407958984375
2016-03-30,70.1741714477539
2016-03-31,69.89839935302734
2016-04-01,70.23851776123047
2016-04-04,69.29171752929688
2016-04-05,68.67582702636719
2016-04-06,69.0986328125
2016-04-07,68.34486389160156
2016-04-08,68.9883804321289
2016-04-11,69.12622833251953
2016-04-12,70.56024169921875
2016-04-13,71.6265640258789
2016-04-14,71.31401062011719
2016-04-15,71.74604034423828
2016-04-18,71.72765350341797
2016-04-19,71.65412902832031
2016-04-20,72.1505126953125
2016-04-21,71.9023208618164
2016-04-22,72.6101303100586
2016-04-25,71.76445007324219
2016-04-26,73.0053939819336
2016-04-27,73.28117370605469
2016-04-28,71.10257720947266
2016-04-29,70.53267669677734
2016-05-02,71.48865509033203
2016-05-03,70.60620880126953
2016-05-04,69.4939193725586
2016-05-05,69.70536041259766
2016-05-06,70.02710723876953
2016-05-09,70.20175170898438
2016-05-10,71.48865509033203
2016-05-11,71.33238983154297
2016-05-12,71.83795166015625
2016-05-13,70.97390747070312
2016-05-16,71.3875732421875
2016-05-17,70.28447723388672
2016-05-18,69.79727935791016
2016-05-19,69.01593780517578
2016-05-20,69.62261199951172
2016-05-23,70.02710723876953
2016-05-24,80.53390502929688
2016-05-25,81.00401306152344
2016-05-26,81.23445892333984
2016-05-27,81.54784393310547
2016-05-31,80.17443084716797
2016-06-01,80.22052001953125
2016-06-02,81.34506225585938
2016-06-03,81.00401306152344
2016-06-06,81.5662841796875
2016-06-07,81.0777587890625
2016-06-08,80.93028259277344
2016-06-09,80.15597534179688
2016-06-10,78.23873901367188
2016-06-13,78.21110534667969
2016-06-14,78.25717163085938
2016-06-15,78.34934997558594
2016-06-16,77.96219635009766
2016-06-17,78.03595733642578
2016-06-20,79.36328887939453
2016-06-21,78.5152816772461
2016-06-22,78.31246185302734
2016-06-23,80.53392028808594
2016-06-24,74.73604583740234
2016-06-27,72.52381896972656
2016-06-28,73.8511734008789
2016-06-29,75.19694519042969
2016-06-30,77.068115234375
2016-07-01,78.10049438476562
2016-07-05,76.11869812011719
2016-07-06,77.25244903564453
2016-07-07,77.31698608398438
2016-07-08,79.16050720214844
2016-07-11,79.73200225830078
2016-07-12,80.70904541015625
2016-07-13,79.65824890136719
2016-07-14,79.71355438232422
2016-07-15,79.90711212158203
2016-07-18,79.65824890136719
2016-07-19,79.2711181640625
2016-07-20,79.89790344238281
2016-07-21,79.87024688720703
2016-07-22,81.22522735595703
2016-07-25,80.46942138671875
2016-07-26,81.64924621582031
2016-07-27,81.91654205322266
2016-07-28,81.50174713134766
2016-07-29,81.38191986083984
2016-08-01,81.39114379882812
2016-08-02,81.06851959228516
2016-08-03,81.40036010742188
2016-08-04,81.85201263427734
2016-08-05,83.31761932373047
2016-08-08,83.67708587646484
2016-08-09,83.31761932373047
2016-08-10,83.68632507324219
2016-08-11,84.1471939086914
2016-08-12,83.5019760131836
2016-08-15,83.89830017089844
2016-08-16,83.31761932373047
2016-08-17,83.05030822753906
2016-08-18,84.01814270019531
2016-08-19,85.23847198486328
2016-08-22,85.28470611572266
2016-08-23,94.2615737915039
2016-08-24,92.43106842041016
2016-08-25,92.52352142333984
2016-08-26,92.04277801513672
2016-08-29,92.2276611328125
2016-08-30,91.65448760986328
2016-08-31,91.27544403076172
2016-09-01,91.7007064819336
2016-09-02,92.97652435302734
2016-09-06,92.45880889892578
2016-09-07,92.35710906982422
2016-09-08,91.59900665283203
2016-09-09,88.68682861328125
2016-09-12,90.26776123046875
2016-09-13,88.10442352294922
2016-09-14,88.0766830444336
2016-09-15,89.546630859375
2016-09-16,89.01042938232422
2016-09-19,90.16605377197266
2016-09-20,89.72228240966797
2016-09-21,91.29393768310547
2016-09-22,93.36479187011719
2016-09-23,90.99809265136719
2016-09-26,90.54510498046875
2016-09-27,91.5712890625
2016-09-28,92.70840454101562
2016-09-29,91.8855972290039
2016-09-30,92.10749816894531
2016-10-03,91.5343246459961
2016-10-04,91.24771881103516
2016-10-05,92.68067932128906
2016-10-06,92.99497985839844
2016-10-07,91.56204223632812
2016-10-10,91.12751007080078
2016-10-11,89.72228240966797
2016-10-12,90.07360076904297
2016-10-13,88.5296859741211
2016-10-14,88.8440170288086
2016-10-17,88.80702209472656
2016-10-18,89.01966857910156
2016-10-19,92.92103576660156
2016-10-20,92.91178131103516
2016-10-21,92.87483978271484
2016-10-24,93.23536682128906
2016-10-25,92.77312469482422
2016-10-26,92.7638931274414
2016-10-27,92.11674499511719
2016-10-28,91.44184875488281
2016-10-31,92.56974792480469
2016-11-01,90.07360076904297
2016-11-02,89.5743637084961
2016-11-03,89.63907623291016
2016-11-04,89.14910125732422
2016-11-07,91.81165313720703
2016-11-08,92.3386001586914
2016-11-09,93.33707427978516
2016-11-10,95.4726333618164
2016-11-11,97.68219757080078
2016-11-14,99.57740020751953
2016-11-15,99.8362808227539
2016-11-16,99.91021728515625
2016-11-17,99.3093032836914
2016-11-18,98.64366912841797
2016-11-21,99.52196502685547
2016-11-22,100.64057922363281
2016-11-23,101.56507873535156
2016-11-25,102.21220397949219
2016-11-28,100.24305725097656
2016-11-29,99.49420928955078
2016-11-30,98.67139434814453
2016-12-01,99.04119110107422
2016-12-02,98.03349304199219
2016-12-05,99.32778930664062
2016-12-06,101.1490707397461
2016-12-07,101.46337890625
2016-12-08,101.2599868774414
2016-12-09,98.59745025634766
2016-12-12,97.01656341552734
2016-12-13,96.64675903320312
2016-12-14,102.3100357055664
2016-12-15,105.58197784423828
2016-12-16,104.26579284667969
2016-12-19,105.77661895751953
2016-12-20,106.24933624267578
2016-12-21,106.5829849243164
2016-12-22,106.03617095947266
2016-12-23,106.08248901367188
2016-12-27,105.73954772949219
2016-12-28,104.29358673095703
2016-12-29,104.65508270263672
2016-12-30,103.85797119140625
2017-01-03,105.12779998779297
2017-01-04,107.46357727050781
2017-01-05,103.2647476196289
2017-01-06,103.73746490478516
2017-01-09,102.18029022216797
2017-01-10,104.27507019042969
2017-01-11,106.12883758544922
2017-01-12,104.0526123046875
2017-01-13,105.257568359375
2017-01-17,103.2647476196289
2017-01-18,103.67257690429688
2017-01-19,103.50574493408203
2017-01-20,103.20914459228516
2017-01-23,103.29255676269531
2017-01-24,105.42440032958984
2017-01-25,107.1298828125
2017-01-26,106.82400512695312
2017-01-27,106.56450653076172
2017-01-30,106.28640747070312
2017-01-31,105.22975158691406
2017-02-01,105.42440032958984
2017-02-02,105.06291961669922
2017-02-03,106.83328247070312
2017-02-06,105.71175384521484
2017-02-07,105.22975158691406
2017-02-08,105.34099578857422
2017-02-09,106.51814270019531
2017-02-10,107.9548110961914
2017-02-13,108.5665512084961
2017-02-14,108.00114440917969
2017-02-15,111.16184997558594
2017-02-16,110.7159423828125
2017-02-17,111.4312515258789
2017-02-21,111.51485443115234
2017-02-22,111.76567840576172
2017-02-23,110.72523498535156
2017-02-24,112.03509521484375
2017-02-27,113.0848617553711
2017-02-28,111.51485443115234
2017-03-01,115.85320281982422
2017-03-02,114.96139526367188
2017-03-03,116.15048217773438
2017-03-06,115.9182357788086
2017-03-07,115.53736114501953
2017-03-08,115.3794174194336
2017-03-09,115.12860107421875
2017-03-10,115.45374298095703
2017-03-13,116.94010162353516
2017-03-14,116.36415100097656
2017-03-15,117.8226547241211
2017-03-16,117.77619934082031
2017-03-17,117.25597381591797
2017-03-20,116.36415100097656
2017-03-21,113.39141845703125
2017-03-22,113.6329116821289
2017-03-23,114.29251098632812
2017-03-24,113.66080474853516
2017-03-27,112.65750122070312
2017-03-28,113.80947875976562
2017-03-29,113.59577941894531
2017-03-30,114.39471435546875
2017-03-31,114.11600494384766
2017-04-03,113.41927337646484
2017-04-04,113.82801818847656
2017-04-05,112.40666961669922
2017-04-06,113.25204467773438
2017-04-07,113.54002380371094
2017-04-10,113.3356704711914
2017-04-11,114.2646484375
2017-04-12,111.55201721191406
2017-04-13,110.50228118896484
2017-04-17,111.69137573242188
2017-04-18,112.23019409179688
2017-04-19,112.48099517822266
2017-04-20,113.02912139892578
2017-04-21,112.86188507080078
2017-04-24,114.58978271484375
2017-04-25,114.4225845336914
2017-04-26,116.2526626586914
2017-04-27,116.70785522460938
2017-04-28,116.30840301513672
2017-05-01,116.87509155273438
2017-05-02,117.47892761230469
2017-05-03,117.67400360107422
2017-05-04,118.80735778808594
2017-05-05,119.25326538085938
2017-05-08,118.9002456665039
2017-05-09,118.98387145996094
2017-05-10,121.22271728515625
2017-05-11,120.7210693359375
2017-05-12,120.1264877319336
2017-05-15,120.5445556640625
2017-05-16,121.73362731933594
2017-05-17,118.59369659423828
2017-05-18,118.67732238769531
2017-05-19,120.11724090576172
2017-05-22,121.75224304199219
2017-05-23,113.06625366210938
2017-05-24,112.42525482177734
2017-05-25,111.92249298095703
2017-05-26,111.28937530517578
2017-05-30,110.4979476928711
2017-05-31,107.89100646972656
2017-06-01,109.33414459228516
2017-06-02,109.25967407226562
2017-06-05,108.6637954711914
2017-06-06,107.82583618164062
2017-06-07,106.40132141113281
2017-06-08,107.7513427734375
2017-06-09,107.3416976928711
2017-06-12,107.54653930664062
2017-06-13,109.05484008789062
2017-06-14,108.28205108642578
2017-06-15,109.6041488647461
2017-06-16,109.5948486328125
2017-06-19,110.9262466430664
2017-06-20,110.5817642211914
2017-06-21,110.48868560791016
2017-06-22,111.83870697021484
2017-06-23,113.43081665039062
2017-06-26,113.63562774658203
2017-06-27,112.1645736694336
2017-06-28,112.77906036376953
2017-06-29,110.86109161376953
2017-06-30,112.95597076416016
2017-07-03,111.95043182373047
2017-07-05,112.5276870727539
2017-07-06,111.07524108886719
2017-07-07,112.42527770996094
2017-07-10,112.23905181884766
2017-07-11,114.34324645996094
2017-07-12,114.7156753540039
2017-07-13,113.67288208007812
2017-07-14,113.71012115478516
2017-07-17,114.417724609375
2017-07-18,113.40287780761719
2017-07-19,115.15325927734375
2017-07-20,115.30223846435547
2017-07-21,115.43258666992188
2017-07-24,116.67090606689453
2017-07-25,117.77885437011719
2017-07-26,115.87018585205078
2017-07-27,117.06192016601562
2017-07-28,116.33570861816406
2017-07-31,118.24436950683594
2017-08-01,118.08611297607422
2017-08-02,119.12889862060547
2017-08-03,118.6913070678711
2017-08-04,119.46407318115234
2017-08-07,120.1996078491211
2017-08-08,119.4826889038086
2017-08-09,119.56649017333984
2017-08-10,117.99300384521484
2017-08-11,118.87749481201172
2017-08-14,120.90723419189453
2017-08-15,119.6502914428711
2017-08-16,119.12889862060547
2017-08-17,116.84781646728516
2017-08-18,115.84915924072266
2017-08-21,116.77314758300781
2017-08-22,104.06171417236328
2017-08-23,101.70050048828125
2017-08-24,101.32720184326172
2017-08-25,101.57919311523438
2017-08-28,101.89649963378906
2017-08-29,101.09386444091797
2017-08-30,101.40185546875
2017-08-31,102.00848388671875
2017-09-01,102.91377258300781
2017-09-05,101.8685073852539
2017-09-06,102.1764907836914
2017-09-07,101.97118377685547
2017-09-08,102.2604751586914
2017-09-11,103.82840728759766
2017-09-12,105.25634765625
2017-09-13,105.06969451904297
2017-09-14,105.3216552734375
2017-09-15,105.6483154296875
