,PPG
2014-09-05,86.29100799560547
2014-09-08,86.27407836914062
2014-09-09,85.23329162597656
2014-09-10,85.65637969970703
2014-09-11,85.21639251708984
2014-09-12,84.48021697998047
2014-09-15,84.4928970336914
2014-09-16,84.83560943603516
2014-09-17,85.3898696899414
2014-09-18,85.95252990722656
2014-09-19,85.80443572998047
2014-09-22,84.48021697998047
2014-09-23,83.8879165649414
2014-09-24,84.84407043457031
2014-09-25,83.51982116699219
2014-09-26,83.95982360839844
2014-09-29,84.38715362548828
2014-09-30,83.23640441894531
2014-10-01,80.87982177734375
2014-10-02,80.87982177734375
2014-10-03,81.16751861572266
2014-10-06,80.92212677001953
2014-10-07,78.87020874023438
2014-10-08,80.18598175048828
2014-10-09,78.70518493652344
2014-10-10,77.65594482421875
2014-10-13,74.71134948730469
2014-10-14,75.13021850585938
2014-10-15,76.36558532714844
2014-10-16,76.92826080322266
2014-10-17,79.22135925292969
2014-10-20,80.88404083251953
2014-10-21,82.9402084350586
2014-10-22,81.95442199707031
2014-10-23,82.45789337158203
2014-10-24,82.85982513427734
2014-10-27,81.48480987548828
2014-10-28,82.66519927978516
2014-10-29,81.25212097167969
2014-10-30,81.37905883789062
2014-10-31,86.17676544189453
2014-11-03,84.77217102050781
2014-11-04,83.96829223632812
2014-11-05,86.83676147460938
2014-11-06,87.47769927978516
2014-11-07,87.82152557373047
2014-11-10,87.55408477783203
2014-11-11,87.12539672851562
2014-11-12,86.548095703125
2014-11-13,87.11265563964844
2014-11-14,86.548095703125
2014-11-17,87.15510559082031
2014-11-18,88.50065612792969
2014-11-19,89.41752624511719
2014-11-20,90.26642608642578
2014-11-21,91.4082260131836
2014-11-24,91.50161743164062
2014-11-25,91.42945861816406
2014-11-26,92.0873794555664
2014-11-28,92.88114929199219
2014-12-01,93.32684326171875
2014-12-02,93.01273345947266
2014-12-03,94.76575469970703
2014-12-04,94.95675659179688
2014-12-05,94.59169006347656
2014-12-08,94.58745574951172
2014-12-09,95.79718017578125
2014-12-10,93.7427978515625
2014-12-11,94.48561096191406
2014-12-12,93.30559539794922
2014-12-15,92.57977294921875
2014-12-16,91.96430206298828
2014-12-17,94.34127807617188
2014-12-18,96.35746002197266
2014-12-19,96.73524475097656
2014-12-22,97.45684814453125
2014-12-23,98.08082580566406
2014-12-24,98.1020278930664
2014-12-26,98.30150604248047
2014-12-29,98.67083740234375
2014-12-30,98.33124542236328
2014-12-31,98.1147689819336
2015-01-02,97.37191772460938
2015-01-05,94.85912322998047
2015-01-06,94.62567138671875
2015-01-07,95.04586791992188
2015-01-08,97.57567596435547
2015-01-09,96.34049224853516
2015-01-12,96.03487396240234
2015-01-13,96.34901428222656
2015-01-14,96.34049224853516
2015-01-15,96.013671875
2015-01-16,97.78791046142578
2015-01-20,96.84562683105469
2015-01-21,96.79043579101562
2015-01-22,98.19965362548828
2015-01-23,96.69705963134766
2015-01-26,96.70132446289062
2015-01-27,95.91180419921875
2015-01-28,94.12057495117188
2015-01-29,95.80569458007812
2015-01-30,94.60446166992188
2015-02-02,94.9652328491211
2015-02-03,96.31078338623047
2015-02-04,96.54425811767578
2015-02-05,97.7836685180664
2015-02-06,97.9916763305664
2015-02-09,96.27681732177734
2015-02-10,96.87957763671875
2015-02-11,96.8710708618164
2015-02-12,98.91275787353516
2015-02-13,100.500244140625
2015-02-17,100.10975646972656
2015-02-18,100.56095123291016
2015-02-19,100.24596405029297
2015-02-20,100.73121643066406
2015-02-23,100.66741180419922
2015-02-24,100.78656768798828
2015-02-25,100.31832885742188
2015-02-26,100.39067840576172
2015-02-27,100.19487762451172
2015-03-02,101.18241119384766
2015-03-03,99.83731842041016
2015-03-04,100.1778564453125
2015-03-05,100.22468566894531
2015-03-06,98.74333953857422
2015-03-09,98.87955474853516
2015-03-10,96.91293334960938
2015-03-11,95.85301971435547
2015-03-12,97.77706909179688
2015-03-13,97.01509094238281
2015-03-16,97.93881225585938
2015-03-17,96.73841857910156
2015-03-18,97.75151824951172
2015-03-19,96.2744369506836
2015-03-20,97.50463104248047
2015-03-23,96.38509368896484
2015-03-24,95.98497009277344
2015-03-25,94.69520568847656
2015-03-26,94.20138549804688
2015-03-27,94.90802764892578
2015-03-30,95.55931854248047
2015-03-31,96.0062484741211
2015-04-01,95.5465316772461
2015-04-02,95.17192840576172
2015-04-06,95.44438171386719
2015-04-07,95.73382568359375
2015-04-08,96.25738525390625
2015-04-09,97.19815063476562
2015-04-10,97.69190216064453
2015-04-13,97.73025512695312
2015-04-14,97.0363998413086
2015-04-15,96.74266052246094
2015-04-16,96.52132415771484
2015-04-17,96.46173095703125
2015-04-20,96.91719055175781
2015-04-21,96.64903259277344
2015-04-22,96.3723373413086
2015-04-23,96.15098571777344
2015-04-24,95.05701446533203
2015-04-27,94.0098648071289
2015-04-28,93.97154998779297
2015-04-29,94.57173919677734
2015-04-30,94.31209564208984
2015-05-01,95.58485412597656
2015-05-04,95.78916931152344
2015-05-05,94.32060241699219
2015-05-06,94.52067565917969
2015-05-07,96.04953002929688
2015-05-08,97.81754302978516
2015-05-11,97.08301544189453
2015-05-12,95.87016296386719
2015-05-13,96.25878143310547
2015-05-14,97.7107925415039
2015-05-15,98.94923400878906
2015-05-18,98.62042236328125
2015-05-19,98.21897888183594
2015-05-20,97.76628875732422
2015-05-21,97.8943862915039
2015-05-22,97.87734985351562
2015-05-26,96.822509765625
2015-05-27,97.85598754882812
2015-05-28,98.14639282226562
2015-05-29,97.74920654296875
2015-06-01,97.80900573730469
2015-06-02,97.47590637207031
2015-06-03,98.21897888183594
2015-06-04,97.69795227050781
2015-06-05,97.63819122314453
2015-06-08,97.41183471679688
2015-06-09,97.90293884277344
2015-06-10,99.02610778808594
2015-06-11,99.92718505859375
2015-06-12,99.61119842529297
2015-06-15,98.59050750732422
2015-06-16,99.07738494873047
2015-06-17,99.64962768554688
2015-06-18,100.6233139038086
2015-06-19,100.18772888183594
2015-06-22,100.93077850341797
2015-06-23,101.03327941894531
2015-06-24,100.75997161865234
2015-06-25,100.56353759765625
2015-06-26,100.7941665649414
2015-06-29,98.20616912841797
2015-06-30,97.9841079711914
2015-07-01,99.50440216064453
2015-07-02,99.00050354003906
2015-07-06,98.30864715576172
2015-07-07,98.27449035644531
2015-07-08,96.60043334960938
2015-07-09,96.2075424194336
2015-07-10,98.13782501220703
2015-07-13,99.530029296875
2015-07-14,100.45246887207031
2015-07-15,99.91438293457031
2015-07-16,95.50719451904297
2015-07-17,95.49007415771484
2015-07-20,94.67867279052734
2015-07-21,92.4238052368164
2015-07-22,92.32130432128906
2015-07-23,90.22017669677734
2015-07-24,88.18737030029297
2015-07-27,87.4528579711914
2015-07-28,91.32199096679688
2015-07-29,92.73130798339844
2015-07-30,92.6885757446289
2015-07-31,92.56901550292969
2015-08-03,92.13340759277344
2015-08-04,90.9974365234375
2015-08-05,91.0401611328125
2015-08-06,90.16598510742188
2015-08-07,89.06043243408203
2015-08-10,91.36579132080078
2015-08-11,89.48039245605469
2015-08-12,89.15470886230469
2015-08-13,88.71764373779297
2015-08-14,89.72892761230469
2015-08-17,89.35183715820312
2015-08-18,89.61750030517578
2015-08-19,87.843505859375
2015-08-20,85.58955383300781
2015-08-21,83.30990600585938
2015-08-24,79.06771087646484
2015-08-25,78.03073120117188
2015-08-26,79.78761291503906
2015-08-27,81.5787582397461
2015-08-28,82.36720275878906
2015-08-31,81.66443634033203
2015-09-01,78.28782653808594
2015-09-02,80.15612030029297
2015-09-03,80.54179382324219
2015-09-04,79.9675521850586
2015-09-08,82.61575317382812
2015-09-09,82.35863494873047
2015-09-10,82.8214111328125
2015-09-11,82.88997650146484
2015-09-14,80.69603729248047
2015-09-15,80.79887390136719
2015-09-16,81.47591400146484
2015-09-17,80.95313262939453
2015-09-18,79.86473083496094
2015-09-21,80.08757781982422
2015-09-22,78.51924896240234
2015-09-23,77.0794448852539
2015-09-24,75.51114654541016
2015-09-25,75.7082290649414
2015-09-28,72.4259033203125
2015-09-29,73.65997314453125
2015-09-30,75.15118408203125
2015-10-01,77.24227142333984
2015-10-02,79.41053771972656
2015-10-05,81.06455993652344
2015-10-06,80.0447006225586
2015-10-07,80.8245849609375
2015-10-08,82.07584381103516
2015-10-09,82.24723815917969
2015-10-12,83.42131042480469
2015-10-13,83.2842025756836
2015-10-14,83.4041748046875
2015-10-15,85.0667724609375
2015-10-16,86.33513641357422
2015-10-19,86.71222686767578
2015-10-20,86.88363647460938
2015-10-21,86.24945068359375
2015-10-22,88.80332946777344
2015-10-23,89.12042999267578
2015-10-26,89.06900024414062
2015-10-27,88.21200561523438
2015-10-28,89.41182708740234
2015-10-29,89.36894989013672
2015-10-30,89.35183715820312
2015-11-02,89.12899017333984
2015-11-03,89.2918472290039
2015-11-04,89.009033203125
2015-11-05,88.45198059082031
2015-11-06,88.58097839355469
2015-11-09,87.48873901367188
2015-11-10,86.96414184570312
2015-11-11,87.38555908203125
2015-11-12,85.3215560913086
2015-11-13,86.71475219726562
2015-11-16,87.67797088623047
2015-11-17,87.4715576171875
2015-11-18,89.6387939453125
2015-11-19,88.89918518066406
2015-11-20,89.97415161132812
2015-11-23,90.7052001953125
2015-11-24,90.72240447998047
2015-11-25,91.55660247802734
2015-11-27,91.3415756225586
2015-11-30,90.93739318847656
2015-12-01,91.81462860107422
2015-12-02,90.5934066772461
2015-12-03,89.69898223876953
2015-12-04,91.12659454345703
2015-12-07,90.29238891601562
2015-12-08,88.3659896850586
2015-12-09,87.3339614868164
2015-12-10,86.75775146484375
2015-12-11,84.90870666503906
2015-12-14,84.0487289428711
2015-12-15,84.75393676757812
2015-12-16,86.19014739990234
2015-12-17,84.4873275756836
2015-12-18,82.810302734375
2015-12-21,83.61871337890625
2015-12-22,84.93453979492188
2015-12-23,86.20732116699219
2015-12-24,86.33634948730469
2015-12-28,85.91495513916016
2015-12-29,86.499755859375
2015-12-30,85.80314636230469
2015-12-31,84.98613739013672
2016-01-04,84.24651336669922
2016-01-05,84.54753875732422
2016-01-06,82.96511840820312
2016-01-07,81.91590881347656
2016-01-08,81.26229858398438
2016-01-11,81.22789001464844
2016-01-12,81.8041000366211
2016-01-13,80.02388000488281
2016-01-14,80.47109985351562
2016-01-15,79.03486633300781
2016-01-19,78.77685546875
2016-01-20,80.4281005859375
2016-01-21,79.05206298828125
2016-01-22,80.11846923828125
2016-01-25,78.35546112060547
2016-01-26,79.61967468261719
2016-01-27,79.80888366699219
2016-01-28,79.1982421875
2016-01-29,81.8041000366211
2016-02-01,82.20830535888672
2016-02-02,80.01526641845703
2016-02-03,81.7955093383789
2016-02-04,82.30289459228516
2016-02-05,79.86909484863281
2016-02-08,77.09983825683594
2016-02-09,78.25225067138672
2016-02-10,78.55325317382812
2016-02-11,76.77301788330078
2016-02-12,78.9316635131836
2016-02-16,80.51409149169922
2016-02-17,82.01626586914062
2016-02-18,81.74864959716797
2016-02-19,82.56017303466797
2016-02-22,83.50120544433594
2016-02-23,81.90403747558594
2016-02-24,82.60334014892578
2016-02-25,83.75157165527344
2016-02-26,84.74440002441406
2016-02-29,83.3371810913086
2016-03-01,85.97029876708984
2016-03-02,85.75450897216797
2016-03-03,86.59193420410156
2016-03-04,88.48261260986328
2016-03-07,89.24234771728516
2016-03-08,87.63654327392578
2016-03-09,88.30133056640625
2016-03-10,88.84521484375
2016-03-11,90.6582260131836
2016-03-14,90.42510986328125
2016-03-15,90.4423599243164
2016-03-16,92.03952026367188
2016-03-17,94.4482421875
2016-03-18,94.01654815673828
2016-03-21,94.00791931152344
2016-03-22,94.82807922363281
2016-03-23,94.22374725341797
2016-03-24,94.05973052978516
2016-03-28,94.4482421875
2016-03-29,95.45829772949219
2016-03-30,96.60653686523438
2016-03-31,96.25257873535156
2016-04-01,97.65116882324219
2016-04-04,96.85690307617188
2016-04-05,96.20079040527344
2016-04-06,96.76194763183594
2016-04-07,95.49285125732422
2016-04-08,96.54610443115234
2016-04-11,96.41659545898438
2016-04-12,97.50440979003906
2016-04-13,98.61810302734375
2016-04-14,98.85983276367188
2016-04-15,99.58504486083984
2016-04-18,99.93035888671875
2016-04-19,100.62103271484375
2016-04-20,100.20661163330078
2016-04-21,95.19068145751953
2016-04-22,97.72023010253906
2016-04-25,97.21088409423828
2016-04-26,98.03101348876953
2016-04-27,97.54756927490234
2016-04-28,97.35763549804688
2016-04-29,95.30290222167969
2016-05-02,96.03675079345703
2016-05-03,94.5345458984375
2016-05-04,93.74893951416016
2016-05-05,93.74026489257812
2016-05-06,93.8529281616211
2016-05-09,93.09907531738281
2016-05-10,94.21686553955078
2016-05-11,93.08172607421875
2016-05-12,93.14238739013672
2016-05-13,92.45783233642578
2016-05-16,93.72297668457031
2016-05-17,92.72647857666016
2016-05-18,92.18922424316406
2016-05-19,91.53932189941406
2016-05-20,92.03321075439453
2016-05-23,92.22389221191406
2016-05-24,93.3763427734375
2016-05-25,93.8615951538086
2016-05-26,93.32434844970703
2016-05-27,94.10424041748047
2016-05-31,93.30704498291016
2016-06-01,93.56700134277344
2016-06-02,93.75759887695312
2016-06-03,93.2983627319336
2016-06-06,93.68830108642578
2016-06-07,93.3849868774414
2016-06-08,96.14055633544922
2016-06-09,95.6899642944336
2016-06-10,94.6587905883789
2016-06-13,93.3156967163086
2016-06-14,92.787109375
2016-06-15,92.38851165771484
2016-06-16,92.68313598632812
2016-06-17,93.74029541015625
2016-06-20,93.94824981689453
2016-06-21,93.63630676269531
2016-06-22,93.41968536376953
2016-06-23,96.37449645996094
2016-06-24,89.01776123046875
2016-06-27,85.51700592041016
2016-06-28,87.13742065429688
2016-06-29,88.80978393554688
2016-06-30,90.24821472167969
2016-07-01,90.56880950927734
2016-07-05,88.94842529296875
2016-07-06,89.2257080078125
2016-07-07,89.2776870727539
2016-07-08,92.12857818603516
2016-07-11,92.37983703613281
2016-07-12,94.19085693359375
2016-07-13,94.85811614990234
2016-07-14,94.13021850585938
2016-07-15,94.68479919433594
2016-07-18,94.71080017089844
2016-07-19,93.91361999511719
2016-07-20,95.34335327148438
2016-07-21,94.09556579589844
2016-07-22,93.28102111816406
2016-07-25,92.36254119873047
2016-07-26,92.50984954833984
2016-07-27,91.92927551269531
2016-07-28,91.40066528320312
2016-07-29,90.73345947265625
2016-08-01,90.69880676269531
2016-08-02,89.84962463378906
2016-08-03,90.4041748046875
2016-08-04,90.20487976074219
2016-08-05,90.4908218383789
2016-08-08,90.88227081298828
2016-08-09,90.7865982055664
2016-08-10,91.06495666503906
2016-08-11,91.10845184326172
2016-08-12,90.45602416992188
2016-08-15,90.8648910522461
2016-08-16,90.16028594970703
2016-08-17,90.10809326171875
2016-08-18,90.26469421386719
2016-08-19,91.09972381591797
2016-08-22,91.51727294921875
2016-08-23,92.58718872070312
2016-08-24,92.54369354248047
2016-08-25,92.8568344116211
2016-08-26,91.98697662353516
2016-08-29,93.59620666503906
2016-08-30,93.31785583496094
2016-08-31,92.10008239746094
2016-09-01,92.18706512451172
2016-09-02,93.1091079711914
2016-09-06,93.6136245727539
2016-09-07,92.83944702148438
2016-09-08,91.59554290771484
2016-09-09,87.73340606689453
2016-09-12,89.38612365722656
2016-09-13,87.99437713623047
2016-09-14,87.57681274414062
2016-09-15,88.0639419555664
2016-09-16,87.16798400878906
2016-09-19,87.92476654052734
2016-09-20,88.08136749267578
2016-09-21,89.12516784667969
2016-09-22,89.71666717529297
2016-09-23,89.82974243164062
2016-09-26,88.84679412841797
2016-09-27,89.11647033691406
2016-09-28,90.0906982421875
2016-09-29,88.77720642089844
2016-09-30,89.90802001953125
2016-10-03,89.97761535644531
2016-10-04,88.7685317993164
2016-10-05,88.3597183227539
2016-10-06,88.89031219482422
2016-10-07,81.5313491821289
2016-10-10,81.63573455810547
2016-10-11,80.28748321533203
2016-10-12,79.97431182861328
2016-10-13,80.13087463378906
2016-10-14,80.54842376708984
2016-10-17,80.60060119628906
2016-10-18,80.73108673095703
2016-10-19,80.51364135742188
2016-10-20,80.60060119628906
2016-10-21,80.35704040527344
2016-10-24,81.10508728027344
2016-10-25,79.34800720214844
2016-10-26,80.47881317138672
2016-10-27,81.2008056640625
2016-10-28,80.78327941894531
2016-10-31,81.00944519042969
2016-11-01,80.6701889038086
2016-11-02,80.35704040527344
2016-11-03,79.80905151367188
2016-11-04,80.73108673095703
2016-11-07,82.0706558227539
2016-11-08,82.76077270507812
2016-11-09,83.2412109375
2016-11-10,84.62142944335938
2016-11-11,83.66053771972656
2016-11-14,83.90513610839844
2016-11-15,84.06237030029297
2016-11-16,84.17594909667969
2016-11-17,84.3943099975586
2016-11-18,83.15386962890625
2016-11-21,84.02743530273438
2016-11-22,84.40304565429688
2016-11-23,85.25038146972656
2016-11-25,85.72212219238281
2016-11-28,85.04072570800781
2016-11-29,85.60858917236328
2016-11-30,83.80029296875
2016-12-01,83.19755554199219
2016-12-02,82.62100219726562
2016-12-05,83.85272216796875
2016-12-06,84.05361938476562
2016-12-07,85.76580810546875
2016-12-08,86.84027862548828
2016-12-09,86.74418640136719
2016-12-12,86.17635345458984
2016-12-13,84.77870178222656
2016-12-14,84.00992584228516
2016-12-15,83.94879913330078
2016-12-16,83.79156494140625
2016-12-19,84.05361938476562
2016-12-20,83.5469741821289
2016-12-21,83.74788665771484
2016-12-22,82.9878921508789
2016-12-23,82.71709442138672
2016-12-27,83.73040771484375
2016-12-28,82.69962310791016
2016-12-29,83.25869750976562
2016-12-30,82.7782211303711
2017-01-03,83.20628356933594
2017-01-04,84.97085571289062
2017-01-05,83.52947235107422
2017-01-06,83.5032958984375
2017-01-09,84.16720581054688
2017-01-10,84.2021255493164
2017-01-11,84.41178894042969
2017-01-12,84.62142944335938
2017-01-13,84.14098358154297
2017-01-17,83.83524322509766
2017-01-18,84.4642105102539
2017-01-19,85.1717758178711
2017-01-20,86.48210906982422
2017-01-23,87.5653305053711
2017-01-24,88.92809295654297
2017-01-25,88.29911804199219
2017-01-26,88.97175598144531
2017-01-27,89.1202621459961
2017-01-30,89.12899017333984
2017-01-31,87.36444091796875
2017-02-01,87.84485626220703
2017-02-02,87.86231231689453
2017-02-03,88.17682647705078
2017-02-06,87.28578186035156
2017-02-07,87.36444091796875
2017-02-08,87.44303131103516
2017-02-09,87.46920776367188
2017-02-10,87.82740783691406
2017-02-13,88.06324005126953
2017-02-14,88.72716522216797
2017-02-15,89.01657104492188
2017-02-16,89.25338745117188
2017-02-17,89.7795639038086
2017-02-21,90.33210754394531
2017-02-22,90.16545104980469
2017-02-23,89.98127746582031
2017-02-24,90.60396575927734
2017-02-27,89.84972381591797
2017-02-28,89.83220672607422
2017-03-01,90.5864028930664
2017-03-02,89.78834533691406
2017-03-03,89.50769805908203
2017-03-06,88.75346374511719
2017-03-07,88.3851318359375
2017-03-08,93.69103240966797
2017-03-09,90.27070617675781
2017-03-10,89.53401184082031
2017-03-13,90.05142974853516
2017-03-14,89.2182846069336
2017-03-15,91.24417877197266
2017-03-16,90.8758316040039
2017-03-17,91.63880920410156
2017-03-20,92.58600616455078
2017-03-21,91.63007354736328
2017-03-22,91.42835235595703
2017-03-23,91.75284576416016
2017-03-24,91.02490997314453
2017-03-27,91.0512466430664
2017-03-28,92.059814453125
2017-03-29,92.76139068603516
2017-03-30,92.28783416748047
2017-03-31,92.15628051757812
2017-04-03,92.15628051757812
2017-04-04,91.8843994140625
2017-04-05,92.08611297607422
2017-04-06,92.32289123535156
2017-04-07,93.00697326660156
2017-04-10,92.77893829345703
2017-04-11,93.0157470703125
2017-04-12,92.13871765136719
2017-04-13,91.57742309570312
2017-04-17,92.42813873291016
2017-04-18,91.85810089111328
2017-04-19,92.08611297607422
2017-04-20,93.28760528564453
2017-04-21,92.91050720214844
2017-04-24,94.72590637207031
2017-04-25,97.1903076171875
2017-04-26,96.89212799072266
2017-04-27,97.60252380371094
2017-04-28,96.33081817626953
2017-05-01,95.99757385253906
2017-05-02,96.00635528564453
2017-05-03,95.76954650878906
2017-05-04,96.37469482421875
2017-05-05,96.96228790283203
2017-05-08,95.4395523071289
2017-05-09,94.92903900146484
2017-05-10,94.92903900146484
2017-05-11,94.58576202392578
2017-05-12,94.28650665283203
2017-05-15,95.0434799194336
2017-05-16,94.541748046875
2017-05-17,92.84297943115234
2017-05-18,92.76376342773438
2017-05-19,93.94322967529297
2017-05-22,93.67037963867188
2017-05-23,93.91682434082031
2017-05-24,94.12806701660156
2017-05-25,94.10167694091797
2017-05-26,94.39212799072266
2017-05-30,93.72318267822266
2017-05-31,93.61752319335938
2017-06-01,96.08209228515625
2017-06-02,97.19114685058594
2017-06-05,95.3779296875
2017-06-06,95.39556121826172
2017-06-07,94.92903900146484
2017-06-08,94.99065399169922
2017-06-09,96.7598648071289
2017-06-12,96.94468688964844
2017-06-13,98.20337677001953
2017-06-14,98.14178466796875
2017-06-15,97.98331451416016
2017-06-16,97.84248352050781
2017-06-19,97.7984619140625
2017-06-20,97.50801086425781
2017-06-21,97.41999053955078
2017-06-22,97.32316589355469
2017-06-23,97.41999053955078
2017-06-26,97.54322052001953
2017-06-27,97.25275421142578
2017-06-28,97.7632827758789
2017-06-29,96.51338958740234
2017-06-30,96.78623962402344
2017-07-03,97.35838317871094
2017-07-05,97.41999053955078
2017-07-06,96.86547088623047
2017-07-07,97.7016372680664
2017-07-10,97.68404388427734
2017-07-11,97.67524719238281
2017-07-12,98.4410400390625
2017-07-13,98.93394470214844
2017-07-14,99.28602600097656
2017-07-17,99.42683410644531
2017-07-18,99.41805267333984
2017-07-19,99.99017333984375
2017-07-20,93.93443298339844
2017-07-21,93.62635803222656
2017-07-24,92.76376342773438
2017-07-25,94.2777099609375
2017-07-26,93.96082305908203
2017-07-27,93.4327163696289
2017-07-28,93.32707214355469
2017-07-31,92.64053344726562
2017-08-01,92.51730346679688
2017-08-02,93.48552703857422
2017-08-03,92.1300277709961
2017-08-04,92.42928314208984
2017-08-07,92.54370880126953
2017-08-08,91.40338134765625
2017-08-09,91.37686920166016
2017-08-10,89.57354736328125
2017-08-11,89.04315185546875
2017-08-14,90.66083526611328
2017-08-15,90.99674987792969
2017-08-16,91.70394134521484
2017-08-17,90.76692199707031
2017-08-18,90.23652648925781
2017-08-21,90.51058197021484
2017-08-22,92.4111099243164
2017-08-23,91.60670471191406
2017-08-24,91.67743682861328
2017-08-25,91.68626403808594
2017-08-28,92.06636810302734
2017-08-29,91.80998992919922
2017-08-30,91.76580810546875
2017-08-31,92.2166519165039
2017-09-01,92.4552993774414
2017-09-05,91.4387435913086
2017-09-06,92.1105728149414
2017-09-07,91.9426040649414
2017-09-08,91.57133483886719
2017-09-11,93.61334991455078
2017-09-12,94.31170654296875
2017-09-13,92.87078094482422
2017-09-14,94.12602233886719
2017-09-15,93.96692657470703
