,CEG
2023-07-13,94.2902603149414
2023-07-14,94.02303314208984
2023-07-17,95.19090270996094
2023-07-18,94.38924407958984
2023-07-19,93.75582122802734
2023-07-20,95.8936004638672
2023-07-21,95.60658264160156
2023-07-24,95.5571060180664
2023-07-25,96.51712036132812
2023-07-26,96.3389663696289
2023-07-27,94.43872833251952
2023-07-28,94.75542449951172
2023-07-31,95.65606689453124
2023-08-01,95.30967712402344
2023-08-02,94.5673828125
2023-08-03,100.0998992919922
2023-08-04,102.87110900878906
2023-08-07,102.6830596923828
2023-08-08,103.7321548461914
2023-08-09,104.02906799316406
2023-08-10,104.63279724121094
2023-08-11,105.74622344970705
2023-08-14,106.182861328125
2023-08-15,105.4286651611328
2023-08-16,104.29737854003906
2023-08-17,104.01951599121094
2023-08-18,103.96989440917967
2023-08-21,105.29966735839844
2023-08-22,105.44852447509766
2023-08-23,107.61186981201172
2023-08-24,106.10348510742188
2023-08-25,105.0615005493164
2023-08-28,104.56531524658205
2023-08-29,104.73401641845705
2023-08-30,104.9324951171875
2023-08-31,103.36455535888672
2023-09-01,106.4706573486328
2023-09-05,105.24012756347656
2023-09-06,105.82561492919922
2023-09-07,107.71110534667967
2023-09-08,107.81034088134766
2023-09-11,109.1401138305664
2023-09-12,107.67141723632812
2023-09-13,108.43553161621094
2023-09-14,111.60118103027344
2023-09-15,109.09049224853516
2023-09-18,109.89430236816406
2023-09-19,109.69583892822266
2023-09-20,109.2889633178711
2023-09-21,109.10041809082033
2023-09-22,109.5172119140625
2023-09-25,111.35308074951172
2023-09-26,107.66149139404295
2023-09-27,109.90423583984376
2023-09-28,108.48514556884766
2023-09-29,108.24697875976562
2023-10-02,103.9301986694336
2023-10-03,104.08898162841795
2023-10-04,105.34928131103516
2023-10-05,107.05614471435548
2023-10-06,109.32865142822266
2023-10-09,110.52941131591795
2023-10-10,112.13705444335938
2023-10-11,114.19123840332033
2023-10-12,114.8362808227539
2023-10-13,112.82178497314452
2023-10-16,115.93780517578124
2023-10-17,116.25536346435548
2023-10-18,115.18360137939452
2023-10-19,113.41719818115234
2023-10-20,111.2439193725586
2023-10-23,111.25383758544922
2023-10-24,113.39734649658205
2023-10-25,111.1744613647461
2023-10-26,111.85919189453124
2023-10-27,109.93400573730467
2023-10-30,112.16681671142578
2023-10-31,112.05765533447266
2023-11-01,113.97291564941406
2023-11-02,116.2950668334961
2023-11-03,116.17597198486328
2023-11-06,123.77747344970705
2023-11-07,118.95458984375
2023-11-08,120.25457763671876
2023-11-09,119.70877838134766
2023-11-10,120.84007263183594
2023-11-13,120.79045104980467
2023-11-14,125.55379486083984
2023-11-15,121.05838775634766
2023-11-16,121.02059173583984
2023-11-17,121.04048919677734
2023-11-20,121.62733459472656
2023-11-21,121.85610961914062
2023-11-22,122.59215545654295
2023-11-24,123.19890594482422
2023-11-27,124.43228912353516
2023-11-28,123.78575134277344
2023-11-29,119.93641662597656
2023-11-30,120.39395904541016
2023-12-01,119.24015808105467
2023-12-04,118.2852783203125
2023-12-05,117.67853546142578
2023-12-06,112.02883911132812
2023-12-07,109.94005584716795
2023-12-08,110.61642456054688
2023-12-11,115.53005981445312
2023-12-12,113.87891387939452
2023-12-13,115.80856323242188
2023-12-14,114.98299407958984
2023-12-15,118.1161880493164
2023-12-18,118.72293090820312
2023-12-19,120.1651840209961
2023-12-20,116.38546752929688
2023-12-21,117.67853546142578
2023-12-22,114.71443176269533
2023-12-26,116.94247436523438
2023-12-27,116.79328155517578
2023-12-28,116.48493957519533
2023-12-29,116.26611328125
2024-01-02,114.6348648071289
2024-01-03,115.23165893554688
2024-01-04,114.74427795410156
2024-01-05,115.61957550048828
2024-01-08,116.40536499023438
2024-01-09,115.86824798583984
2024-01-10,115.23165893554688
2024-01-11,112.30735778808594
2024-01-12,112.30735778808594
2024-01-16,111.21321868896484
2024-01-17,111.32263946533205
2024-01-18,110.81536102294922
2024-01-19,113.83912658691406
2024-01-22,116.58440399169922
2024-01-23,118.05651092529295
2024-01-24,115.05261993408205
2024-01-25,119.90657806396484
2024-01-26,120.62272644042967
2024-01-29,120.3641128540039
2024-01-30,121.2294692993164
2024-01-31,121.3488311767578
2024-02-01,126.94878387451172
2024-02-02,129.0177001953125
2024-02-05,126.35198211669922
2024-02-06,130.3107452392578
2024-02-07,131.7928009033203
2024-02-08,130.0222930908203
2024-02-09,131.4645538330078
2024-02-12,127.82408905029295
2024-02-13,127.227294921875
2024-02-14,127.98323059082033
2024-02-15,130.79812622070312
2024-02-16,130.4599609375
2024-02-20,131.09652709960938
2024-02-21,130.69866943359375
2024-02-22,132.67803955078125
2024-02-23,133.27484130859375
2024-02-26,132.5089569091797
2024-02-27,154.9286346435547
2024-02-28,169.918212890625
2024-02-29,167.55091857910156
2024-03-01,169.08270263671875
2024-03-04,175.0506591796875
2024-03-05,175.82650756835938
2024-03-06,179.0193634033203
2024-03-07,178.9725341796875
2024-03-08,169.99302673339844
2024-03-11,167.34201049804688
2024-03-12,167.80044555664062
2024-03-13,167.2921905517578
2024-03-14,164.08306884765625
2024-03-15,164.96009826660156
2024-03-18,168.26885986328125
2024-03-19,171.82679748535156
2024-03-20,175.1156463623047
2024-03-21,173.54098510742188
2024-03-22,177.63706970214844
2024-03-25,186.6265411376953
2024-03-26,184.7828063964844
2024-03-27,184.2645721435547
2024-03-28,184.22471618652344
2024-04-01,185.3508758544922
2024-04-02,187.49362182617188
2024-04-03,189.61639404296875
2024-04-04,182.49058532714844
2024-04-05,192.42686462402344
2024-04-08,191.33058166503903
2024-04-09,187.46371459960935
2024-04-10,190.4336395263672
2024-04-11,192.22755432128903
2024-04-12,191.02163696289065
2024-04-15,184.77284240722656
2024-04-16,186.01861572265625
2024-04-17,184.77284240722656
2024-04-18,183.2380523681641
2024-04-19,180.28805541992188
2024-04-22,182.6002197265625
2024-04-23,187.6132049560547
2024-04-24,185.5302734375
2024-04-25,187.37400817871097
2024-04-26,187.7327880859375
2024-04-29,187.97198486328125
2024-04-30,185.31101989746097
2024-05-01,183.93568420410156
2024-05-02,185.5502014160156
2024-05-03,194.2008514404297
2024-05-06,197.03123474121097
2024-05-07,199.88156127929688
2024-05-08,207.29640197753903
2024-05-09,215.1796417236328
2024-05-10,214.20294189453125
2024-05-13,212.8674774169922
2024-05-14,217.00344848632812
2024-05-15,222.5546112060547
2024-05-16,215.60818481445312
2024-05-17,212.3891143798828
2024-05-20,214.3424835205078
2024-05-21,221.8370361328125
2024-05-22,219.3654327392578
2024-05-23,220.4118804931641
2024-05-24,229.849853515625
2024-05-28,230.48768615722656
2024-05-29,220.32960510253903
2024-05-30,224.5417633056641
2024-05-31,216.84608459472656
2024-06-03,207.872802734375
2024-06-04,202.7623291015625
2024-06-05,208.94081115722656
2024-06-06,202.22332763671875
2024-06-07,197.6318817138672
2024-06-10,214.23097229003903
2024-06-11,217.90411376953125
2024-06-12,217.72445678710935
2024-06-13,219.52110290527344
2024-06-14,214.50045776367188
2024-06-17,211.62582397460935
2024-06-18,220.00021362304688
2024-06-20,221.8966827392578
2024-06-21,217.72445678710935
2024-06-24,215.6982421875
2024-06-25,221.95657348632812
2024-06-26,209.9189910888672
2024-06-27,204.39927673339844
2024-06-28,199.8976593017578
2024-07-01,204.6687774658203
2024-07-02,205.7667236328125
2024-07-03,209.679443359375
2024-07-05,210.8971710205078
2024-07-08,215.32891845703125
2024-07-09,215.5585021972656
2024-07-10,219.14181518554688
2024-07-11,216.4368438720703
2024-07-12,216.73629760742188
2024-07-15,212.48422241210935
2024-07-16,204.4990997314453
2024-07-17,186.32293701171875
2024-07-18,186.9318084716797
2024-07-19,188.94805908203125
2024-07-22,190.06597900390625
2024-07-23,189.5169982910156
2024-07-24,174.75450134277344
2024-07-25,170.11312866210938
2024-07-26,174.7145538330078
2024-07-29,172.35894775390625
2024-07-30,168.37637329101562
2024-07-31,189.44712829589844
2024-08-01,177.2398681640625
2024-08-02,166.7693634033203
2024-08-05,169.65399169921875
2024-08-06,180.70339965820312
2024-08-07,179.32598876953125
2024-08-08,186.68228149414065
2024-08-09,189.5169982910156
2024-08-12,187.3300018310547
2024-08-13,189.41000366210935
2024-08-14,186.1499938964844
2024-08-15,190.38999938964844
2024-08-16,189.97999572753903
2024-08-19,192.77999877929688
2024-08-20,190.72000122070312
2024-08-21,196.7400054931641
2024-08-22,194.9499969482422
2024-08-23,194.9900054931641
2024-08-26,194.88999938964844
2024-08-27,196.13999938964844
2024-08-28,193.77000427246097
2024-08-29,194.44000244140625
2024-08-30,196.6999969482422
2024-09-03,177.77999877929688
2024-09-04,177.52000427246094
2024-09-05,176.07000732421875
2024-09-06,173.11000061035156
2024-09-09,174.9199981689453
2024-09-10,180.25
2024-09-11,187.25
2024-09-12,189.92999267578125
2024-09-13,195.97999572753903
2024-09-16,199.25
2024-09-17,201.22999572753903
2024-09-18,200.3300018310547
2024-09-19,208.5
2024-09-20,254.97999572753903
2024-09-23,257.1199951171875
2024-09-24,253.4900054931641
2024-09-25,262.8599853515625
2024-09-26,256.7699890136719
2024-09-27,257.0
2024-09-30,260.0199890136719
2024-10-01,265.6099853515625
2024-10-02,265.3800048828125
2024-10-03,277.3699951171875
2024-10-04,285.5199890136719
2024-10-07,278.55999755859375
2024-10-08,279.3900146484375
2024-10-09,262.2799987792969
2024-10-10,262.30999755859375
2024-10-11,266.2200012207031
2024-10-14,271.739990234375
2024-10-15,266.1499938964844
2024-10-16,279.79998779296875
2024-10-17,271.20001220703125
2024-10-18,270.1600036621094
2024-10-21,273.7200012207031
2024-10-22,266.0
2024-10-23,266.04998779296875
2024-10-24,264.5
2024-10-25,264.4100036621094
2024-10-28,266.9800109863281
2024-10-29,265.0
2024-10-30,261.7799987792969
2024-10-31,262.9599914550781
2024-11-01,258.1000061035156
2024-11-04,225.9499969482422
2024-11-05,233.75
2024-11-06,234.9900054931641
2024-11-07,241.58999633789065
2024-11-08,239.3699951171875
2024-11-11,237.27000427246097
2024-11-12,228.6999969482422
2024-11-13,225.9600067138672
2024-11-14,225.3800048828125
2024-11-15,224.27999877929688
2024-11-18,230.27999877929688
2024-11-19,234.5800018310547
2024-11-20,235.4199981689453
2024-11-21,251.83999633789065
2024-11-22,249.88999938964844
2024-11-25,248.92999267578125
2024-11-26,266.7300109863281
2024-11-27,253.38999938964844
2024-11-29,256.55999755859375
2024-12-02,249.5800018310547
2024-12-03,247.5099945068359
2024-12-04,254.1999969482422
2024-12-05,256.0899963378906
2024-12-06,253.6300048828125
2024-12-09,239.8500061035156
2024-12-10,232.33999633789065
2024-12-11,236.6000061035156
2024-12-12,239.02000427246097
2024-12-13,239.07000732421875
2024-12-16,239.3000030517578
2024-12-17,234.2400054931641
