,KKR
2023-09-07,60.8463020324707
2023-09-08,62.273780822753906
2023-09-11,62.65047836303711
2023-09-12,63.235347747802734
2023-09-13,62.67030715942383
2023-09-14,63.165958404541016
2023-09-15,63.84003829956055
2023-09-18,63.89951705932617
2023-09-19,62.878475189208984
2023-09-20,63.07673645019531
2023-09-21,60.8463020324707
2023-09-22,61.6195182800293
2023-09-25,62.997432708740234
2023-09-26,60.97516632080078
2023-09-27,61.55012893676758
2023-09-28,62.006126403808594
2023-09-29,61.064388275146484
2023-10-02,60.459693908691406
2023-10-03,58.48699951171875
2023-10-04,59.250301361083984
2023-10-05,59.89464569091797
2023-10-06,61.49065017700195
2023-10-09,61.064388275146484
