,DOC
2014-11-05,23.799259185791016
2014-11-06,23.35247039794922
2014-11-07,23.390377044677734
2014-11-10,23.542015075683594
2014-11-11,23.48785400390625
2014-11-12,23.449951171875
2014-11-13,23.785722732543945
2014-11-14,23.601585388183594
2014-11-17,23.921113967895508
2014-11-18,23.850706100463867
2014-11-19,23.406618118286133
2014-11-20,23.384960174560547
2014-11-21,23.747812271118164
2014-11-24,23.682819366455078
2014-11-25,23.704483032226562
2014-11-26,24.083587646484375
2014-11-28,24.26230239868164
2014-12-01,24.598072052001953
2014-12-02,24.60348892211914
2014-12-03,24.619739532470703
2014-12-04,24.67930030822754
2014-12-05,23.99151611328125
2014-12-08,24.278549194335938
2014-12-09,24.386865615844727
2014-12-10,24.51141929626465
2014-12-11,24.533079147338867
2014-12-12,24.560161590576172
2014-12-15,24.202728271484375
2014-12-16,24.110668182373047
2014-12-17,24.473508834838867
2014-12-18,24.316455841064453
2014-12-19,24.41935920715332
2014-12-22,24.684728622436523
2014-12-23,24.07275390625
2014-12-24,23.829044342041016
2014-12-26,23.97527313232422
2014-12-29,24.143156051635742
2014-12-30,24.202728271484375
2014-12-31,23.84528923034668
2015-01-02,24.28938102722168
2015-01-05,24.533079147338867
2015-01-06,24.998830795288086
2015-01-07,25.529579162597656
2015-01-08,25.188390731811523
2015-01-09,25.215465545654297
2015-01-12,25.616230010986328
2015-01-13,25.567485809326172
2015-01-14,25.85451316833496
2015-01-15,26.081968307495117
2015-01-16,26.10904312133789
2015-01-20,26.087387084960938
2015-01-21,25.71370506286621
2015-01-22,26.01157569885254
2015-01-23,26.076553344726562
2015-01-26,26.0440616607666
2015-01-27,25.97365951538086
2015-01-28,25.930334091186523
2015-01-29,25.968242645263672
2015-01-30,25.610809326171875
2015-02-02,25.551233291625977
2015-02-03,25.350847244262695
2015-02-04,24.56557846069336
2015-02-05,24.78768539428711
2015-02-06,24.03089141845703
2015-02-09,23.932174682617188
2015-02-10,23.405717849731445
2015-02-11,23.35635757446289
2015-02-12,23.400226593017578
2015-02-13,23.509906768798828
2015-02-17,23.570232391357422
2015-02-18,23.88282012939453
2015-02-19,23.559263229370117
2015-02-20,23.83346939086914
2015-02-23,23.981534957885742
2015-02-24,23.120546340942383
2015-02-25,23.19731903076172
2015-02-26,22.912155151367188
2015-02-27,23.230228424072266
2015-03-02,23.131513595581055
2015-03-03,23.153451919555664
2015-03-04,22.912155151367188
2015-03-05,22.99989891052246
2015-03-06,22.122453689575195
2015-03-09,22.286972045898438
2015-03-10,22.281496047973633
2015-03-11,21.92502784729004
2015-03-12,22.116975784301758
2015-03-13,22.04019546508789
2015-03-16,22.243104934692383
2015-03-17,22.34730339050293
2015-03-18,22.846342086791992
2015-03-19,22.616016387939453
2015-03-20,23.274099349975586
2015-03-23,23.26313018798828
2015-03-24,23.28506851196289
2015-03-25,22.928607940673828
2015-03-26,22.950538635253906
2015-03-27,23.115060806274414
2015-03-30,24.025407791137695
2015-03-31,23.696361541748047
2015-04-01,23.910247802734375
2015-04-02,24.124109268188477
2015-04-06,24.45315933227539
2015-04-07,24.255739212036133
2015-04-08,24.085721969604492
2015-04-09,23.48249053955078
2015-04-10,23.383779525756836
2015-04-13,23.24119758605957
2015-04-14,23.41667366027832
2015-04-15,23.586688995361328
2015-04-16,23.614105224609375
2015-04-17,23.70184326171875
2015-04-20,23.762176513671875
2015-04-21,23.498943328857422
2015-04-22,23.137004852294922
2015-04-23,23.345386505126953
2015-04-24,23.279579162597656
2015-04-27,23.257644653320312
2015-04-28,23.23571014404297
2015-04-29,22.637962341308594
2015-04-30,22.09503746032715
2015-05-01,22.26505470275879
2015-05-04,22.34730339050293
2015-05-05,21.68922233581543
2015-05-06,21.497285842895508
2015-05-07,21.83391761779785
2015-05-08,22.156641006469727
2015-05-11,21.794963836669922
2015-05-12,21.839481353759766
2015-05-13,21.477811813354492
2015-05-14,21.845046997070312
2015-05-15,22.145517349243164
2015-05-18,22.156641006469727
2015-05-19,22.162199020385742
2015-05-20,22.134380340576172
2015-05-21,22.006410598754883
2015-05-22,22.000843048095703
2015-05-26,21.767141342163086
2015-05-27,21.950761795043945
2015-05-28,21.767141342163086
2015-05-29,21.544578552246094
2015-06-01,21.76158332824707
2015-06-02,21.650293350219727
2015-06-03,21.27750015258789
2015-06-04,21.30531120300293
2015-06-05,20.787845611572266
2015-06-08,20.73219871520996
2015-06-09,20.693252563476562
2015-06-10,21.032670974731445
2015-06-11,21.171777725219727
2015-06-12,21.17734718322754
2015-06-15,20.893569946289062
2015-06-16,21.015979766845703
2015-06-17,21.221843719482422
2015-06-18,21.383211135864258
2015-06-19,20.99372100830078
2015-06-22,20.90469741821289
2015-06-23,20.754459381103516
2015-06-24,20.492942810058594
2015-06-25,20.220294952392578
2015-06-26,20.526330947875977
2015-06-29,20.442861557006836
2015-06-30,20.29262924194336
2015-07-01,20.54302406311035
2015-07-02,20.576404571533203
2015-07-06,20.665430068969727
2015-07-07,21.116132736206055
2015-07-08,21.071622848510742
2015-07-09,20.943647384643555
2015-07-10,21.027103424072266
2015-07-13,21.11056900024414
2015-07-14,21.038232803344727
2015-07-15,20.837921142578125
2015-07-16,21.032670974731445
2015-07-17,20.865745544433594
2015-07-20,20.99372100830078
2015-07-21,20.88799285888672
2015-07-22,21.121700286865234
2015-07-23,20.99372100830078
2015-07-24,21.155080795288086
2015-07-27,21.322011947631836
2015-07-28,21.500059127807617
2015-07-29,21.56684112548828
2015-07-30,21.283058166503906
2015-07-31,21.500059127807617
2015-08-03,21.62247657775879
2015-08-04,21.62247657775879
2015-08-05,21.4666805267334
2015-08-06,21.429973602294922
2015-08-07,21.47515106201172
2015-08-10,21.362211227416992
2015-08-11,21.480796813964844
2015-08-12,22.35606575012207
2015-08-13,22.418188095092773
2015-08-14,22.68358612060547
2015-08-17,22.99416732788086
2015-08-18,22.954639434814453
2015-08-19,22.98287010192871
2015-08-20,22.875579833984375
2015-08-21,22.54806137084961
2015-08-24,21.67844009399414
2015-08-25,20.78057861328125
2015-08-26,21.181514739990234
2015-08-27,21.42433738708496
2015-08-28,21.28880500793457
2015-08-31,20.92740249633789
2015-09-01,20.684581756591797
2015-09-02,20.741058349609375
2015-09-03,20.656349182128906
2015-09-04,20.148128509521484
2015-09-08,20.633758544921875
2015-09-09,20.34576988220215
2015-09-10,20.244123458862305
2015-09-11,20.379650115966797
2015-09-14,20.571643829345703
2015-09-15,20.899169921875
2015-09-16,21.277511596679688
2015-09-17,21.672794342041016
2015-09-18,21.79702377319336
2015-09-21,21.82525062561035
2015-09-22,21.62761688232422
2015-09-23,21.774433135986328
2015-09-24,21.68973731994629
2015-09-25,21.684080123901367
2015-09-28,20.7918758392334
2015-09-29,21.068571090698242
2015-09-30,21.034692764282227
2015-10-01,21.057273864746094
2015-10-02,21.204097747802734
2015-10-05,21.71231460571289
2015-10-06,21.768783569335938
2015-10-07,21.93819236755371
2015-10-08,22.192304611206055
2015-10-09,22.085018157958984
2015-10-12,22.141483306884766
2015-10-13,21.960777282714844
2015-10-14,21.610679626464844
2015-10-15,21.757495880126953
2015-10-16,22.017255783081055
2015-10-19,22.19794464111328
2015-10-20,22.130191802978516
2015-10-21,22.248775482177734
2015-10-22,22.45770835876465
2015-10-23,21.819610595703125
2015-10-26,21.774433135986328
2015-10-27,21.757495880126953
2015-10-28,21.49774169921875
2015-10-29,21.593732833862305
2015-10-30,21.00645637512207
2015-11-02,21.294445037841797
2015-11-03,20.741058349609375
2015-11-04,20.396595001220703
2015-11-05,20.542875289916992
2015-11-06,19.487333297729492
2015-11-09,18.96529769897461
2015-11-10,19.02266502380371
2015-11-11,18.97677993774414
2015-11-12,19.005456924438477
2015-11-13,18.787466049194336
2015-11-16,19.200502395629883
2015-11-17,19.166086196899414
2015-11-18,19.567651748657227
2015-11-19,19.871694564819336
2015-11-20,20.055267333984375
2015-11-23,20.278993606567383
2015-11-24,20.25604248046875
2015-11-25,20.33635711669922
2015-11-27,20.502717971801758
2015-11-30,20.382251739501953
2015-12-01,20.72644805908203
2015-12-02,20.382251739501953
2015-12-03,20.129844665527344
2015-12-04,20.52566909790039
2015-12-07,20.732181549072266
2015-12-08,20.8124942779541
2015-12-09,20.623188018798828
2015-12-10,20.192943572998047
2015-12-11,20.416669845581055
2015-12-14,20.583040237426758
2015-12-15,20.7952880859375
2015-12-16,21.311582565307617
2015-12-17,21.363218307495117
2015-12-18,20.8124942779541
2015-12-21,21.08785629272461
2015-12-22,21.248483657836914
2015-12-23,21.63857650756836
2015-12-24,21.695938110351562
2015-12-28,21.919662475585938
2015-12-29,22.149131774902344
2015-12-30,22.172077178955078
2015-12-31,21.936872482299805
2016-01-04,21.931140899658203
2016-01-05,22.40727424621582
2016-01-06,21.50663185119629
2016-01-07,20.932968139648438
2016-01-08,20.87560272216797
2016-01-11,21.202585220336914
2016-01-12,21.13949203491211
2016-01-13,20.76660919189453
2016-01-14,20.628921508789062
2016-01-15,20.789546966552734
2016-01-19,20.973121643066406
2016-01-20,20.060997009277344
2016-01-21,20.439619064331055
2016-01-22,21.202585220336914
2016-01-25,21.019012451171875
2016-01-26,21.25421714782715
2016-01-27,20.198678970336914
2016-01-28,20.078210830688477
2016-01-29,20.617454528808594
2016-02-01,20.7838191986084
2016-02-02,20.560089111328125
2016-02-03,21.019012451171875
2016-02-04,20.876230239868164
2016-02-05,20.748010635375977
2016-02-08,19.80968475341797
2016-02-09,16.510990142822266
2016-02-10,15.858241081237793
2016-02-11,15.228801727294922
2016-02-12,15.304570198059082
2016-02-16,15.689225196838379
2016-02-17,15.951491355895996
2016-02-18,16.365280151367188
2016-02-19,16.551782608032227
2016-02-22,16.88398551940918
2016-02-23,16.64503288269043
2016-02-24,16.837358474731445
2016-02-25,17.286121368408203
2016-02-26,17.425996780395508
2016-02-29,17.2394962310791
2016-03-01,17.915557861328125
2016-03-02,18.055431365966797
2016-03-03,18.288557052612305
2016-03-04,18.358495712280273
2016-03-07,18.923810958862305
2016-03-08,18.696523666381836
2016-03-09,18.824735641479492
2016-03-10,18.480880737304688
2016-03-11,19.040380477905273
2016-03-14,19.017065048217773
2016-03-15,18.737316131591797
2016-03-16,18.80142593383789
2016-03-17,19.19191551208496
2016-03-18,19.325960159301758
2016-03-21,18.900501251220703
2016-03-22,18.75480079650879
2016-03-23,18.43425941467285
2016-03-24,18.46922492980957
2016-03-28,18.75480079650879
2016-03-29,19.19773292541504
2016-03-30,18.906330108642578
2016-03-31,18.987926483154297
2016-04-01,19.00541114807129
2016-04-04,19.21522331237793
2016-04-05,19.279329299926758
2016-04-06,19.623186111450195
2016-04-07,19.838823318481445
2016-04-08,20.1943416595459
2016-04-11,20.211822509765625
2016-04-12,20.386667251586914
2016-04-13,20.456607818603516
2016-04-14,20.42746925354004
2016-04-15,20.357528686523438
2016-04-18,20.474092483520508
2016-04-19,20.5382022857666
2016-04-20,19.93790626525879
2016-04-21,19.25602149963379
2016-04-22,19.675643920898438
2016-04-25,19.82134437561035
2016-04-26,20.106916427612305
2016-04-27,19.949560165405273
2016-04-28,19.7630615234375
2016-04-29,19.71643829345703
2016-05-02,20.019498825073242
2016-05-03,20.30507469177246
2016-05-04,20.61396598815918
2016-05-05,20.273313522338867
2016-05-06,20.46881675720215
2016-05-09,21.321928024291992
2016-05-10,20.5636043548584
2016-05-11,20.20221710205078
2016-05-12,20.28515625
2016-05-13,20.261465072631836
2016-05-16,20.35625648498535
2016-05-17,19.89415168762207
2016-05-18,19.27208709716797
2016-05-19,19.112125396728516
2016-05-20,19.15952491760254
2016-05-23,19.23061180114746
2016-05-24,19.28986167907715
2016-05-25,19.301706314086914
2016-05-26,19.36095428466797
2016-05-27,19.574230194091797
2016-05-31,19.473522186279297
2016-06-01,19.61570167541504
2016-06-02,19.76973533630371
2016-06-03,19.888225555419922
2016-06-06,19.799352645874023
2016-06-07,20.178516387939453
2016-06-08,20.362180709838867
2016-06-09,20.42734718322754
2016-06-10,20.397722244262695
2016-06-13,20.492511749267578
2016-06-14,20.439193725585938
2016-06-15,20.616924285888672
2016-06-16,20.699865341186523
2016-06-17,20.84205436706543
2016-06-20,20.65839385986328
2016-06-21,20.74134063720703
2016-06-22,20.17259407043457
2016-06-23,20.20814323425293
2016-06-24,20.279237747192383
2016-06-27,20.24961280822754
2016-06-28,20.71764373779297
2016-06-29,20.954614639282227
2016-06-30,20.96053695678711
2016-07-01,20.924997329711914
2016-07-05,21.167896270751953
2016-07-06,21.049407958984375
2016-07-07,20.664318084716797
2016-07-08,21.292308807373047
2016-07-11,21.647769927978516
2016-07-12,21.93806266784668
2016-07-13,22.17504119873047
2016-07-14,21.890666961669922
2016-07-15,22.17504119873047
2016-07-18,22.139501571655273
2016-07-19,22.589757919311523
2016-07-20,22.71416664123535
2016-07-21,22.838577270507812
2016-07-22,23.04593276977539
2016-07-25,23.152572631835938
2016-07-26,22.998533248901367
2016-07-27,22.909669876098633
2016-07-28,23.11702537536621
2016-07-29,23.241437911987305
2016-08-01,23.371780395507812
2016-08-02,23.081478118896484
2016-08-03,23.15849494934082
2016-08-04,23.149473190307617
2016-08-05,23.095361709594727
2016-08-08,23.1133975982666
2016-08-09,23.42005157470703
2016-08-10,23.750761032104492
2016-08-11,23.185548782348633
2016-08-12,23.52828598022461
2016-08-15,23.744752883911133
2016-08-16,23.58841323852539
2016-08-17,23.8169002532959
2016-08-18,23.955198287963867
2016-08-19,23.732723236083984
2016-08-22,23.702661514282227
2016-08-23,23.919116973876953
2016-08-24,23.726707458496094
2016-08-25,23.798856735229492
2016-08-26,23.293787002563477
2016-08-29,23.52828598022461
2016-08-30,23.702661514282227
2016-08-31,23.64854621887207
2016-09-01,23.329858779907227
2016-09-02,23.49822235107422
2016-09-06,24.129573822021484
2016-09-07,24.249826431274414
2016-09-08,23.810894012451172
2016-09-09,22.927005767822266
2016-09-12,22.908960342407227
2016-09-13,22.217485427856445
2016-09-14,22.211471557617188
2016-09-15,22.265583038330078
2016-09-16,22.343759536743164
2016-09-19,22.512115478515625
2016-09-20,22.632369995117188
2016-09-21,22.939023971557617
2016-09-22,23.395999908447266
2016-09-23,23.61847686767578
2016-09-26,23.810894012451172
2016-09-27,23.305805206298828
2016-09-28,23.654558181762695
2016-09-29,23.17352867126465
2016-09-30,22.818769454956055
2016-10-03,22.61433219909668
2016-10-04,22.15134620666504
2016-10-05,21.83266258239746
2016-10-06,21.616199493408203
2016-10-07,21.59214973449707
2016-10-10,21.68233871459961
2016-10-11,21.49594497680664
2016-10-12,21.700380325317383
2016-10-13,21.928863525390625
2016-10-14,21.790573120117188
2016-10-17,21.838672637939453
2016-10-18,22.061147689819336
2016-10-19,22.157358169555664
2016-10-20,22.04311752319336
2016-10-21,21.556072235107422
2016-10-24,21.694364547729492
2016-10-25,21.39973258972168
2016-10-26,21.08707046508789
2016-10-27,20.491798400878906
2016-10-28,20.527870178222656
2016-10-31,20.594013214111328
2016-11-01,20.11663055419922
2016-11-02,19.2979679107666
2016-11-03,18.928251266479492
2016-11-04,19.48943328857422
2016-11-07,19.977989196777344
2016-11-08,19.85767364501953
2016-11-09,19.269500732421875
2016-11-10,18.674640655517578
2016-11-11,18.781579971313477
2016-11-14,19.650476455688477
2016-11-15,19.657161712646484
2016-11-16,19.597009658813477
2016-11-17,19.22271728515625
2016-11-18,19.16924476623535
2016-11-21,19.162561416625977
2016-11-22,19.650476455688477
2016-11-23,19.723997116088867
2016-11-25,19.556903839111328
2016-11-28,19.637107849121094
2016-11-29,19.784151077270508
2016-11-30,19.737367630004883
2016-12-01,19.12244987487793
2016-12-02,19.436595916748047
2016-12-05,19.53685188293457
2016-12-06,19.670530319213867
2016-12-07,20.138395309448242
2016-12-08,20.12503433227539
2016-12-09,20.078243255615234
2016-12-12,20.285442352294922
2016-12-13,20.312175750732422
2016-12-14,19.38980484008789
2016-12-15,18.988779067993164
2016-12-16,19.47669792175293
2016-12-19,20.252025604248047
2016-12-20,20.06487464904785
2016-12-21,19.630422592163086
2016-12-22,19.503433227539062
2016-12-23,19.556903839111328
2016-12-27,19.630422592163086
2016-12-28,19.38980484008789
2016-12-29,19.62373924255371
2016-12-30,19.864362716674805
2017-01-03,19.904464721679688
2017-01-04,20.345598220825195
2017-01-05,20.820154190063477
2017-01-06,20.866931915283203
2017-01-09,20.592899322509766
2017-01-10,20.084928512573242
2017-01-11,20.318862915039062
2017-01-12,20.325546264648438
2017-01-13,20.19855308532715
2017-01-17,20.50600814819336
2017-01-18,20.419116973876953
2017-01-19,20.0247745513916
2017-01-20,20.098295211791992
2017-01-23,20.272071838378906
2017-01-24,20.21192169189453
2017-01-25,19.97130012512207
2017-01-26,19.784151077270508
2017-01-27,19.757417678833008
2017-01-30,20.098295211791992
2017-01-31,20.265390396118164
2017-02-01,20.078243255615234
2017-02-02,20.519376754760742
2017-02-03,20.55279541015625
2017-02-06,20.666418075561523
2017-02-07,20.55279541015625
2017-02-08,20.659738540649414
2017-02-09,20.50600814819336
2017-02-10,20.519376754760742
2017-02-13,20.871173858642578
2017-02-14,20.57349967956543
2017-02-15,20.580263137817383
2017-02-16,20.959129333496094
2017-02-17,21.02001953125
2017-02-21,21.243270874023438
2017-02-22,21.4056396484375
2017-02-23,21.73714256286621
2017-02-24,22.082178115844727
2017-02-27,22.14306640625
2017-02-28,22.18366241455078
2017-03-01,21.784496307373047
2017-03-02,21.72361183166504
2017-03-03,21.784496307373047
2017-03-06,21.310928344726562
2017-03-07,21.175615310668945
2017-03-08,20.5396728515625
2017-03-09,20.126989364624023
2017-03-10,20.133750915527344
2017-03-13,20.147281646728516
2017-03-14,19.964618682861328
2017-03-15,20.35024070739746
2017-03-16,20.309648513793945
2017-03-17,20.377302169799805
2017-03-20,20.411130905151367
2017-03-21,20.302885055541992
2017-03-22,20.62762451171875
2017-03-23,20.681739807128906
2017-03-24,20.70880699157715
2017-03-27,20.830585479736328
2017-03-28,20.972658157348633
2017-03-29,20.986186981201172
2017-03-30,20.965890884399414
2017-03-31,21.162086486816406
2017-04-03,21.040311813354492
2017-04-04,21.00648307800293
2017-04-05,21.067373275756836
2017-04-06,21.243270874023438
2017-04-07,21.507122039794922
2017-04-10,21.588306427001953
2017-04-11,21.52065086364746
2017-04-12,21.581541061401367
2017-04-13,21.581541061401367
2017-04-17,21.831857681274414
2017-04-18,22.18366241455078
2017-04-19,21.91981315612793
2017-04-20,22.000993728637695
2017-04-21,21.98746681213379
2017-04-24,21.655961990356445
2017-04-25,21.676254272460938
2017-04-26,21.398876190185547
2017-04-27,21.317689895629883
2017-04-28,21.209444046020508
2017-05-01,21.277095794677734
2017-05-02,21.1485538482666
2017-05-03,20.65468406677246
2017-05-04,20.47663116455078
2017-05-05,20.60674476623535
2017-05-08,20.634138107299805
2017-05-09,20.469778060913086
2017-05-10,20.812192916870117
2017-05-11,21.202550888061523
2017-05-12,21.428550720214844
2017-05-15,21.298431396484375
2017-05-16,21.22994613647461
2017-05-17,21.476486206054688
2017-05-18,21.72303009033203
2017-05-19,21.72303009033203
2017-05-22,21.83260154724121
2017-05-23,21.729877471923828
2017-05-24,21.702484130859375
2017-05-25,21.599760055541992
2017-05-26,21.387460708618164
2017-05-30,21.380611419677734
2017-05-31,21.46278953552246
2017-06-01,21.55181884765625
2017-06-02,21.846296310424805
2017-06-05,21.73672866821289
2017-06-06,21.592914581298828
2017-06-07,21.503883361816406
2017-06-08,21.202550888061523
2017-06-09,21.35322380065918
2017-06-12,21.6545467376709
2017-06-13,21.681936264038086
2017-06-14,21.894237518310547
2017-06-15,22.031206130981445
2017-06-16,22.264047622680664
2017-06-19,22.490047454833984
2017-06-20,22.661256790161133
2017-06-21,22.633859634399414
2017-06-22,22.7228946685791
2017-06-23,22.866703033447266
2017-06-26,22.85986328125
2017-06-27,22.428415298461914
2017-06-28,22.421560287475586
2017-06-29,21.901090621948242
2017-06-30,21.887393951416016
2017-07-03,22.29144287109375
2017-07-05,22.017513275146484
2017-07-06,21.332679748535156
2017-07-07,21.373760223388672
2017-07-10,21.154617309570312
2017-07-11,21.195701599121094
2017-07-12,21.55181884765625
2017-07-13,21.45594024658203
2017-07-14,21.750425338745117
2017-07-17,21.921634674072266
2017-07-18,21.955873489379883
2017-07-19,22.02436065673828
2017-07-20,21.73672866821289
2017-07-21,21.633996963500977
2017-07-24,21.46278953552246
2017-07-25,21.70933723449707
2017-07-26,21.907936096191406
2017-07-27,21.853147506713867
2017-07-28,21.798364639282227
2017-07-31,21.67508888244629
2017-08-01,20.71631622314453
2017-08-02,20.565658569335938
2017-08-03,20.822206497192383
2017-08-04,20.697399139404297
2017-08-07,20.496318817138672
2017-08-08,20.530988693237305
2017-08-09,20.371511459350586
2017-08-10,20.23976707458496
2017-08-11,20.295238494873047
2017-08-14,20.662729263305664
2017-08-15,20.2120304107666
2017-08-16,20.343772888183594
2017-08-17,20.246702194213867
2017-08-18,20.004018783569336
2017-08-21,20.371511459350586
2017-08-22,20.073352813720703
2017-08-23,20.426979064941406
2017-08-24,20.392311096191406
2017-08-25,20.482452392578125
2017-08-28,20.302165985107422
2017-08-29,20.461645126342773
2017-08-30,20.482452392578125
2017-08-31,20.669658660888672
2017-09-01,20.898473739624023
2017-09-05,20.919275283813477
2017-09-06,20.884607315063477
2017-09-07,20.90540885925293
2017-09-08,20.947011947631836
2017-09-11,21.03021812438965
2017-09-12,20.662729263305664
2017-09-13,20.43391227722168
