,J
2014-05-23,41.41851043701172
2014-05-27,42.32683181762695
2014-05-28,42.404476165771484
2014-05-29,42.505409240722656
2014-05-30,42.75384521484375
2014-06-02,43.08766174316406
2014-06-03,42.676212310791016
2014-06-04,42.80817794799805
2014-06-05,43.44479751586914
2014-06-06,44.019283294677734
2014-06-09,44.30655288696289
2014-06-10,43.81744384765625
2014-06-11,42.691734313964844
2014-06-12,42.42776870727539
2014-06-13,42.497642517089844
2014-06-16,42.42776870727539
2014-06-17,42.458824157714844
2014-06-18,42.47434616088867
2014-06-19,42.606327056884766
2014-06-20,43.21965789794922
2014-06-23,42.839237213134766
2014-06-24,42.350135803222656
2014-06-25,41.58930206298828
2014-06-26,41.410728454589844
2014-06-27,41.57377624511719
2014-06-30,41.36417007446289
2014-07-01,41.30982208251953
2014-07-02,41.20111083984375
2014-07-03,41.58930206298828
2014-07-07,41.58155059814453
2014-07-08,41.402976989746094
2014-07-09,41.371925354003906
2014-07-10,41.26323699951172
2014-07-11,41.806678771972656
2014-07-14,42.0861701965332
2014-07-15,42.210391998291016
2014-07-16,42.194854736328125
2014-07-17,41.96195983886719
2014-07-18,42.357906341552734
2014-07-21,42.210391998291016
2014-07-22,42.357906341552734
2014-07-23,42.59857177734375
2014-07-24,42.58304214477539
2014-07-25,41.91538619995117
2014-07-28,41.87656021118164
2014-07-29,40.65768051147461
2014-07-30,40.176334381103516
2014-07-31,39.446571350097656
2014-08-01,39.027339935302734
2014-08-04,39.213661193847656
2014-08-05,38.84877395629883
2014-08-06,38.77890396118164
2014-08-07,38.817726135253906
2014-08-08,39.3534049987793
2014-08-11,39.75711441040039
2014-08-12,39.37668991088867
2014-08-13,39.90462112426758
2014-08-14,40.479122161865234
2014-08-15,39.80369567871094
2014-08-18,40.63438415527344
2014-08-19,40.572288513183594
2014-08-20,41.84550094604492
2014-08-21,42.23368835449219
2014-08-22,41.837738037109375
2014-08-25,42.156044006347656
2014-08-26,42.365657806396484
2014-08-27,42.24919509887695
2014-08-28,42.1638069152832
2014-08-29,41.85325622558594
2014-09-02,41.62812805175781
2014-09-03,41.379703521728516
2014-09-04,41.0613899230957
2014-09-05,41.387454986572266
2014-09-08,41.75233459472656
2014-09-09,41.56601333618164
2014-09-10,41.47285079956055
2014-09-11,41.65142059326172
2014-09-12,41.503902435302734
2014-09-15,41.325347900390625
2014-09-16,41.457332611083984
2014-09-17,40.96822738647461
2014-09-18,41.17007827758789
2014-09-19,40.774139404296875
2014-09-22,40.486881256103516
2014-09-23,39.6096076965332
2014-09-24,39.08168029785156
2014-09-25,38.445072174072266
2014-09-26,38.569278717041016
2014-09-29,38.28978729248047
2014-09-30,37.90161895751953
2014-10-01,36.760372161865234
2014-10-02,36.39550018310547
2014-10-03,36.6827392578125
2014-10-06,36.752628326416016
2014-10-07,36.61286163330078
2014-10-08,37.27277755737305
2014-10-09,36.6827392578125
2014-10-10,36.26352310180664
2014-10-13,35.906394958496094
2014-10-14,36.25575637817383
2014-10-15,36.27127456665039
2014-10-16,35.114505767822266
2014-10-17,35.681251525878906
2014-10-20,35.24648666381836
2014-10-21,36.20915985107422
2014-10-22,35.48716735839844
2014-10-23,36.72932434082031
2014-10-24,36.76814270019531
2014-10-27,36.51195526123047
2014-10-28,36.799198150634766
2014-10-29,36.63616180419922
2014-10-30,36.60512161254883
2014-10-31,36.8380126953125
2014-11-03,36.543006896972656
2014-11-04,36.36444091796875
2014-11-05,37.210670471191406
2014-11-06,37.20289611816406
2014-11-07,37.46685791015625
2014-11-10,36.96999740600586
2014-11-11,36.93894577026367
2014-11-12,37.57554626464844
2014-11-13,36.86130905151367
2014-11-14,37.024349212646484
2014-11-17,36.6672248840332
2014-11-18,37.0321044921875
2014-11-19,36.643924713134766
2014-11-20,37.847267150878906
2014-11-21,38.103485107421875
2014-11-24,36.88460159301758
2014-11-25,37.521202087402344
2014-11-26,36.85354995727539
2014-11-28,36.06166076660156
2014-12-01,35.68900680541992
2014-12-02,36.16259002685547
2014-12-03,36.32561111450195
2014-12-04,35.952972412109375
2014-12-05,35.952972412109375
2014-12-08,34.88161087036133
2014-12-09,34.470130920410156
2014-12-10,32.777679443359375
2014-12-11,33.01058578491211
2014-12-12,31.838293075561523
2014-12-15,31.356950759887695
2014-12-16,31.193906784057617
2014-12-17,31.892641067504883
2014-12-18,32.793209075927734
2014-12-19,33.577327728271484
2014-12-22,33.78693389892578
2014-12-23,34.563297271728516
2014-12-24,34.5167121887207
2014-12-26,34.5943489074707
2014-12-29,34.96699905395508
2014-12-30,35.0601692199707
2014-12-31,34.695281982421875
2015-01-02,34.65645217895508
2015-01-05,33.40653610229492
2015-01-06,32.800968170166016
2015-01-07,32.366207122802734
2015-01-08,33.53074645996094
2015-01-09,32.63017272949219
2015-01-12,31.644201278686523
2015-01-13,31.256032943725586
2015-01-14,30.968778610229492
2015-01-15,29.936220169067383
2015-01-16,30.239009857177734
2015-01-20,30.254526138305664
2015-01-21,30.728111267089844
2015-01-22,30.743623733520508
2015-01-23,30.891145706176758
2015-01-26,31.0308837890625
2015-01-27,30.370983123779297
2015-01-28,29.780954360961914
2015-01-29,30.0837345123291
2015-01-30,29.5791072845459
2015-02-02,30.937726974487305
2015-02-03,31.923694610595703
2015-02-04,30.898900985717773
2015-02-05,31.729597091674805
2015-02-06,31.760644912719727
2015-02-09,32.172122955322266
2015-02-10,32.18765640258789
2015-02-11,32.560302734375
2015-02-12,33.041648864746094
2015-02-13,33.592864990234375
2015-02-17,33.577327728271484
2015-02-18,34.01984786987305
2015-02-19,34.0120964050293
2015-02-20,34.501197814941406
2015-02-23,34.314857482910156
2015-02-24,34.555538177490234
2015-02-25,34.741859436035156
2015-02-26,34.578819274902344
2015-02-27,34.42355728149414
2015-03-02,34.307106018066406
2015-03-03,34.151832580566406
2015-03-04,33.988792419433594
2015-03-05,34.04315185546875
2015-03-06,33.45310592651367
2015-03-09,33.5850944519043
2015-03-10,33.65495681762695
2015-03-11,33.41429138183594
2015-03-12,33.87234115600586
2015-03-13,33.554039001464844
2015-03-16,33.895633697509766
2015-03-17,33.76365661621094
2015-03-18,34.6486930847168
2015-03-19,34.151832580566406
2015-03-20,34.78067398071289
2015-03-23,34.90488815307617
2015-03-24,35.02134704589844
2015-03-25,34.89714050292969
2015-03-26,34.90488815307617
2015-03-27,34.376976013183594
2015-03-30,34.90488815307617
2015-03-31,35.0601692199707
2015-04-01,34.40026092529297
2015-04-02,34.376976013183594
2015-04-06,35.130035400390625
2015-04-07,34.89714050292969
2015-04-08,35.130035400390625
2015-04-09,35.634666442871094
2015-04-10,36.17811965942383
2015-04-13,36.03837203979492
2015-04-14,36.33339309692383
2015-04-15,37.42805862426758
2015-04-16,37.07868576049805
2015-04-17,36.84577560424805
2015-04-20,36.79144287109375
2015-04-21,36.58182144165039
2015-04-22,36.44984436035156
2015-04-23,36.61286163330078
2015-04-24,35.952972412109375
2015-04-27,36.22470474243164
2015-04-28,34.15959167480469
2015-04-29,34.276058197021484
2015-04-30,33.27455139160156
2015-05-01,33.189151763916016
2015-05-04,33.29783630371094
2015-05-05,33.227970123291016
2015-05-06,33.34442138671875
2015-05-07,33.60837936401367
2015-05-08,33.96549987792969
2015-05-11,33.99655532836914
2015-05-12,33.794700622558594
2015-05-13,34.18288040161133
2015-05-14,34.384735107421875
2015-05-15,34.15959167480469
2015-05-18,34.361446380615234
2015-05-19,33.957740783691406
2015-05-20,34.29158401489258
2015-05-21,34.40802764892578
2015-05-22,33.825748443603516
2015-05-26,33.42205810546875
2015-05-27,33.81798553466797
2015-05-28,33.647212982177734
2015-05-29,33.5850944519043
2015-06-01,33.73260498046875
2015-06-02,33.895633697509766
2015-06-03,34.35368347167969
2015-06-04,33.5074577331543
2015-06-05,33.88011932373047
2015-06-08,33.11151885986328
2015-06-09,33.3366584777832
2015-06-10,33.90339660644531
2015-06-11,33.73260498046875
2015-06-12,33.46863555908203
2015-06-15,32.83979797363281
2015-06-16,33.134803771972656
2015-06-17,33.22019958496094
2015-06-18,33.53074645996094
2015-06-19,33.80248260498047
2015-06-22,33.973270416259766
2015-06-23,34.0509033203125
2015-06-24,33.40653610229492
2015-06-25,32.99505615234375
2015-06-26,32.78544616699219
2015-06-29,31.558807373046875
2015-06-30,31.535511016845703
2015-07-01,31.55104637145996
2015-07-02,31.380245208740234
2015-07-06,30.9920654296875
2015-07-07,31.092994689941406
2015-07-08,30.945480346679688
2015-07-09,30.929960250854492
2015-07-10,31.17063331604004
2015-07-13,31.698551177978516
2015-07-14,32.06343460083008
2015-07-15,31.201692581176758
2015-07-16,31.403541564941406
2015-07-17,31.038652420043945
2015-07-20,31.248271942138672
2015-07-21,31.65972900390625
2015-07-22,31.644201278686523
2015-07-23,31.279319763183594
2015-07-24,30.712583541870117
2015-07-27,30.743623733520508
2015-07-28,32.366207122802734
2015-07-29,33.14256286621094
2015-07-30,33.31337356567383
2015-07-31,32.70004653930664
2015-08-03,33.03387451171875
2015-08-04,32.932945251464844
2015-08-05,33.09598922729492
2015-08-06,33.76365661621094
2015-08-07,33.561790466308594
2015-08-10,34.62541198730469
2015-08-11,34.42355728149414
2015-08-12,34.2838020324707
2015-08-13,33.99655532836914
2015-08-14,34.2838020324707
2015-08-17,34.11301040649414
2015-08-18,33.66272735595703
2015-08-19,33.41429138183594
2015-08-20,32.41279602050781
2015-08-21,31.294851303100586
2015-08-24,29.70332145690918
2015-08-25,28.763927459716797
2015-08-26,29.183162689208984
2015-08-27,30.588363647460938
2015-08-28,31.02312469482422
2015-08-31,31.372482299804688
2015-09-01,30.650466918945312
2015-09-02,31.0308837890625
2015-09-03,31.318134307861328
2015-09-04,30.611650466918945
2015-09-08,31.108518600463867
2015-09-09,30.891145706176758
2015-09-10,30.929960250854492
2015-09-11,31.201692581176758
2015-09-14,30.471908569335938
2015-09-15,30.43309783935547
2015-09-16,30.487430572509766
2015-09-17,30.43309783935547
2015-09-18,29.416072845458984
2015-09-21,29.485939025878906
2015-09-22,29.043420791625977
2015-09-23,28.725116729736328
2015-09-24,28.99683952331543
2015-09-25,29.00459861755371
2015-09-28,28.453393936157227
2015-09-29,28.965782165527344
2015-09-30,29.05894660949707
2015-10-01,28.538789749145508
2015-10-02,29.035655975341797
2015-10-05,30.534025192260742
2015-10-06,30.867847442626953
2015-10-07,31.356950759887695
2015-10-08,32.03238296508789
2015-10-09,32.10225296020508
2015-10-12,31.760644912719727
2015-10-13,31.73737335205078
2015-10-14,31.558807373046875
2015-10-15,31.496688842773438
2015-10-16,30.526254653930664
2015-10-19,30.332164764404297
2015-10-20,30.541772842407227
2015-10-21,30.223482131958008
2015-10-22,30.41756248474121
2015-10-23,30.86008644104004
2015-10-26,30.797985076904297
2015-10-27,29.400537490844727
2015-10-28,30.192413330078125
2015-10-29,30.30887794494629
2015-10-30,31.162870407104492
2015-11-02,32.01685333251953
2015-11-03,32.2885856628418
2015-11-04,32.273048400878906
2015-11-05,32.4826545715332
2015-11-06,31.993558883666992
2015-11-09,31.908161163330078
2015-11-10,32.218711853027344
2015-11-11,32.25752258300781
2015-11-12,31.38801383972168
2015-11-13,31.6131534576416
2015-11-16,32.18765640258789
2015-11-17,31.776180267333984
2015-11-18,32.47491455078125
2015-11-19,33.181396484375
2015-11-20,32.90190124511719
2015-11-23,33.80248260498047
2015-11-24,34.136295318603516
2015-11-25,33.577327728271484
2015-11-27,33.74811935424805
2015-11-30,34.268287658691406
2015-12-01,34.90488815307617
2015-12-02,34.268287658691406
2015-12-03,34.72633361816406
2015-12-04,34.62541198730469
2015-12-07,34.081966400146484
2015-12-08,33.398765563964844
2015-12-09,33.204689025878906
2015-12-10,33.189151763916016
2015-12-11,32.50595474243164
2015-12-14,32.37398147583008
2015-12-15,32.72333908081055
2015-12-16,33.04941177368164
2015-12-17,32.29634475708008
2015-12-18,31.65972900390625
2015-12-21,31.783945083618164
2015-12-22,32.59135818481445
2015-12-23,33.66272735595703
2015-12-24,33.616146087646484
2015-12-28,33.12704086303711
2015-12-29,33.437583923339844
2015-12-30,32.932945251464844
2015-12-31,32.56806564331055
2016-01-04,32.544776916503906
2016-01-05,32.08673095703125
2016-01-06,31.465639114379883
2016-01-07,30.61941909790039
2016-01-08,30.0837345123291
2016-01-11,29.812002182006836
2016-01-12,30.324399948120117
2016-01-13,29.695554733276367
2016-01-14,29.79648208618164
2016-01-15,29.22197914123535
2016-01-19,28.290355682373047
2016-01-20,28.5543155670166
2016-01-21,28.430099487304688
2016-01-22,29.043420791625977
2016-01-25,28.507732391357422
2016-01-26,29.082244873046875
2016-01-27,29.082244873046875
2016-01-28,29.28408432006836
2016-01-29,30.45638656616211
2016-02-01,30.378751754760742
2016-02-02,30.01386070251465
2016-02-03,28.99683952331543
2016-02-04,29.035655975341797
2016-02-05,28.763927459716797
2016-02-08,27.72361183166504
2016-02-09,27.560579299926758
2016-02-10,27.48294448852539
2016-02-11,27.21898651123047
2016-02-12,28.010868072509766
2016-02-16,28.888145446777344
2016-02-17,29.835294723510742
2016-02-18,29.501468658447266
2016-02-19,29.493701934814453
2016-02-22,29.990575790405273
2016-02-23,29.680030822753906
2016-02-24,29.897409439086914
2016-02-25,29.866350173950195
2016-02-26,30.169139862060547
2016-02-29,30.006093978881836
2016-03-01,30.79021644592285
2016-03-02,31.038652420043945
2016-03-03,31.504470825195312
2016-03-04,31.62091636657715
2016-03-07,32.41279602050781
2016-03-08,31.644201278686523
2016-03-09,31.636444091796875
2016-03-10,31.519996643066406
2016-03-11,32.41279602050781
2016-03-14,32.210941314697266
2016-03-15,32.110015869140625
2016-03-16,32.90190124511719
2016-03-17,34.0509033203125
2016-03-18,34.22171401977539
2016-03-21,34.268287658691406
2016-03-22,34.61763381958008
2016-03-23,33.895633697509766
2016-03-24,33.592864990234375
2016-03-28,33.398765563964844
2016-03-29,33.794700622558594
2016-03-30,33.98102951049805
2016-03-31,33.810237884521484
2016-04-01,33.973270416259766
2016-04-04,33.41429138183594
2016-04-05,32.940704345703125
2016-04-06,32.82426834106445
2016-04-07,31.822772979736328
2016-04-08,31.985807418823242
2016-04-11,32.1954231262207
2016-04-12,32.45161056518555
2016-04-13,33.34442138671875
2016-04-14,32.90190124511719
2016-04-15,32.73109436035156
2016-04-18,33.07270050048828
2016-04-19,33.35218048095703
2016-04-20,33.67824935913086
2016-04-21,33.67824935913086
2016-04-22,33.98102951049805
2016-04-25,33.856834411621094
2016-04-26,34.454612731933594
2016-04-27,34.89714050292969
2016-04-28,34.547760009765625
2016-04-29,34.60987091064453
2016-05-02,34.84278869628906
2016-05-03,34.99028778076172
2016-05-04,34.508941650390625
2016-05-05,36.17035675048828
2016-05-06,37.769649505615234
2016-05-09,38.227691650390625
2016-05-10,39.15155029296875
2016-05-11,38.87206268310547
2016-05-12,38.67021179199219
2016-05-13,38.15005111694336
2016-05-16,38.9108772277832
2016-05-17,38.28978729248047
2016-05-18,38.35191345214844
2016-05-19,37.97925567626953
2016-05-20,38.212158203125
2016-05-23,37.76187515258789
2016-05-24,38.04136657714844
2016-05-25,38.83323669433594
2016-05-26,38.83323669433594
2016-05-27,38.93416976928711
2016-05-31,39.3534049987793
2016-06-01,39.500911712646484
2016-06-02,39.423282623291016
2016-06-03,39.982261657714844
2016-06-06,40.33938217163086
2016-06-07,40.19187545776367
2016-06-08,40.84400939941406
2016-06-09,40.76637649536133
2016-06-10,40.02882385253906
2016-06-13,39.38445281982422
2016-06-14,39.6096076965332
2016-06-15,39.61737060546875
2016-06-16,39.5707893371582
2016-06-17,39.78040313720703
2016-06-20,40.67319869995117
2016-06-21,40.525691986083984
2016-06-22,40.618865966796875
2016-06-23,41.22441482543945
2016-06-24,38.561519622802734
2016-06-27,36.99327850341797
2016-06-28,37.15632629394531
2016-06-29,37.847267150878906
2016-06-30,38.67021179199219
2016-07-01,38.61586380004883
2016-07-05,37.769649505615234
2016-07-06,38.64692306518555
2016-07-07,38.794437408447266
2016-07-08,39.78815841674805
2016-07-11,40.25397491455078
2016-07-12,41.21665573120117
2016-07-13,40.98374938964844
2016-07-14,41.02256774902344
2016-07-15,40.91387176513672
2016-07-18,40.85176086425781
2016-07-19,40.75084686279297
2016-07-20,41.39521789550781
2016-07-21,41.41851043701172
2016-07-22,41.208885192871094
2016-07-25,41.13903045654297
2016-07-26,41.82221603393555
2016-07-27,42.288021087646484
2016-07-28,41.9852409362793
2016-07-29,41.55049514770508
2016-08-01,41.52720260620117
2016-08-02,41.13903045654297
2016-08-03,41.146785736083984
2016-08-04,41.154544830322266
2016-08-05,41.736812591552734
2016-08-08,41.4495735168457
2016-08-09,43.14201736450195
2016-08-10,42.404476165771484
2016-08-11,42.24142837524414
2016-08-12,41.542720794677734
2016-08-15,42.11722183227539
2016-08-16,41.68246841430664
2016-08-17,41.36417007446289
2016-08-18,41.89985275268555
2016-08-19,41.71352767944336
2016-08-22,41.993019104003906
2016-08-23,42.420005798339844
2016-08-24,42.008548736572266
2016-08-25,42.194854736328125
2016-08-26,42.2957878112793
2016-08-29,42.505409240722656
2016-08-30,41.519447326660156
2016-08-31,40.90610885620117
2016-09-01,40.393733978271484
2016-09-02,40.56452560424805
2016-09-06,40.10646057128906
2016-09-07,40.19963073730469
2016-09-08,40.03658676147461
2016-09-09,38.93416976928711
2016-09-12,39.29129409790039
2016-09-13,38.93416976928711
2016-09-14,38.274269104003906
2016-09-15,38.926414489746094
2016-09-16,38.561519622802734
2016-09-19,39.027339935302734
2016-09-20,38.747840881347656
2016-09-21,39.3145866394043
2016-09-22,39.75711441040039
2016-09-23,39.32234573364258
2016-09-26,39.368934631347656
2016-09-27,39.39998245239258
2016-09-28,40.53346633911133
2016-09-29,40.33938217163086
2016-09-30,40.153038024902344
2016-10-03,40.33938217163086
2016-10-04,39.84251403808594
2016-10-05,40.62662887573242
2016-10-06,40.67319869995117
2016-10-07,40.23843765258789
2016-10-10,40.24622344970703
2016-10-11,38.89535903930664
2016-10-12,39.09721374511719
2016-10-13,38.965232849121094
2016-10-14,38.85653305053711
2016-10-17,39.035099029541016
2016-10-18,39.268009185791016
2016-10-19,39.423282623291016
2016-10-20,39.33787536621094
2016-10-21,39.24470520019531
2016-10-24,39.57854461669922
2016-10-25,39.15155029296875
2016-10-26,39.4931526184082
2016-10-27,39.345645904541016
2016-10-28,39.67171859741211
2016-10-31,40.04435729980469
2016-11-01,39.39998245239258
2016-11-02,39.24470520019531
2016-11-03,39.61737060546875
2016-11-04,38.2354621887207
2016-11-07,38.3674430847168
2016-11-08,38.809959411621094
2016-11-09,42.62961959838867
2016-11-10,43.390445709228516
2016-11-11,43.180824279785156
2016-11-14,45.51765060424805
2016-11-15,45.95241928100586
2016-11-16,45.51765060424805
2016-11-17,45.672935485839844
2016-11-18,45.14500427246094
2016-11-21,45.02854919433594
2016-11-22,46.053340911865234
2016-11-23,47.89329528808594
2016-11-25,48.26595687866211
2016-11-28,48.071861267089844
2016-11-29,47.91659927368164
2016-11-30,48.1417236328125
2016-12-01,47.84672164916992
2016-12-02,47.093658447265625
2016-12-05,46.46480178833008
2016-12-06,46.961673736572266
2016-12-07,46.81416702270508
2016-12-08,47.27223205566406
2016-12-09,47.80014419555664
2016-12-12,47.80791091918945
2016-12-13,47.047080993652344
2016-12-14,46.542442321777344
2016-12-15,46.08440399169922
2016-12-16,45.641868591308594
2016-12-19,45.60306167602539
2016-12-20,46.13874435424805
2016-12-21,45.385684967041016
2016-12-22,45.30027770996094
2016-12-23,45.17607498168945
2016-12-27,45.3934326171875
2016-12-28,44.63261032104492
2016-12-29,44.46959686279297
2016-12-30,44.252197265625
2017-01-03,45.14500427246094
2017-01-04,45.634117126464844
2017-01-05,45.463321685791016
2017-01-06,45.01302719116211
2017-01-09,44.05035400390625
2017-01-10,44.47733688354492
2017-01-11,44.49287033081055
2017-01-12,44.55498504638672
2017-01-13,45.15278244018555
2017-01-17,44.25997543334961
2017-01-18,45.044090270996094
2017-01-19,44.72577667236328
2017-01-20,44.54720687866211
2017-01-23,44.34536361694336
2017-01-24,46.6744270324707
2017-01-25,48.03304672241211
2017-01-26,47.528419494628906
2017-01-27,46.86075210571289
2017-01-30,46.09994125366211
2017-01-31,45.45555114746094
2017-02-01,45.680686950683594
2017-02-02,45.571998596191406
2017-02-03,45.9757080078125
2017-02-06,45.94465255737305
2017-02-07,45.64964294433594
2017-02-08,43.9649543762207
2017-02-09,43.8484992980957
2017-02-10,44.56273651123047
2017-02-13,44.601566314697266
2017-02-14,44.66366958618164
2017-02-15,45.39533996582031
2017-02-16,45.948001861572266
2017-02-17,44.842708587646484
2017-02-21,45.294166564941406
2017-02-22,44.21220016479492
2017-02-23,43.667335510253906
2017-02-24,43.61284637451172
2017-02-27,44.40680694580078
2017-02-28,43.90863037109375
2017-03-01,44.7882080078125
2017-03-02,44.21220016479492
2017-03-03,43.96312713623047
2017-03-06,43.91643142700195
2017-03-07,43.98646926879883
2017-03-08,44.118804931640625
2017-03-09,43.48831558227539
2017-03-10,43.91643142700195
2017-03-13,43.93199920654297
2017-03-14,43.239227294921875
2017-03-15,43.846370697021484
2017-03-16,43.48831558227539
2017-03-17,43.16917419433594
2017-03-20,43.16139221191406
2017-03-21,42.445281982421875
2017-03-22,42.639869689941406
2017-03-23,42.624298095703125
2017-03-24,42.133914947509766
2017-03-27,41.79921340942383
2017-03-28,42.18062210083008
2017-03-29,42.89673614501953
2017-03-30,43.0679931640625
2017-03-31,43.029056549072266
2017-04-03,42.554256439208984
2017-04-04,42.554256439208984
2017-04-05,42.27402877807617
2017-04-06,42.48419189453125
2017-04-07,42.42971420288086
2017-04-10,42.764404296875
2017-04-11,42.50754165649414
2017-04-12,41.339962005615234
2017-04-13,41.23099136352539
2017-04-17,41.60462188720703
2017-04-18,41.75251770019531
2017-04-19,41.9393196105957
2017-04-20,41.78364562988281
2017-04-21,41.674678802490234
2017-04-24,42.54645919799805
2017-04-25,42.89673614501953
2017-04-26,43.12247848510742
2017-04-27,43.371551513671875
2017-04-28,42.74884033203125
2017-05-01,42.4374885559082
2017-05-02,42.92787551879883
2017-05-03,42.48419189453125
2017-05-04,42.639869689941406
2017-05-05,42.54645919799805
2017-05-08,42.58538818359375
2017-05-09,43.5272216796875
2017-05-10,42.46863555908203
2017-05-11,42.46863555908203
2017-05-12,41.059757232666016
2017-05-15,41.11423110961914
2017-05-16,40.94300079345703
2017-05-17,40.388099670410156
2017-05-18,40.14596939086914
2017-05-19,41.40346908569336
2017-05-22,41.301918029785156
2017-05-23,41.53623962402344
2017-05-24,41.34880065917969
2017-05-25,41.07541275024414
2017-05-26,41.130104064941406
2017-05-30,41.10666275024414
2017-05-31,40.9426383972168
2017-06-01,41.55967330932617
2017-06-02,41.55186080932617
2017-06-05,40.85672378540039
2017-06-06,40.68489456176758
2017-06-07,40.6146125793457
2017-06-08,41.32535171508789
2017-06-09,42.918704986572266
2017-06-12,42.9655647277832
2017-06-13,42.95774841308594
2017-06-14,42.63752746582031
2017-06-15,42.02048873901367
2017-06-16,42.036102294921875
2017-06-19,42.33290481567383
2017-06-20,41.74712371826172
2017-06-21,40.997310638427734
2017-06-22,41.130104064941406
2017-06-23,41.247249603271484
2017-06-26,41.82522201538086
2017-06-27,41.809608459472656
2017-06-28,42.34072494506836
2017-06-29,41.83304214477539
2017-06-30,42.481319427490234
2017-07-03,43.074913024902344
2017-07-05,42.848411560058594
2017-07-06,42.309471130371094
2017-07-07,42.81717300415039
2017-07-10,42.78592300415039
2017-07-11,42.64533996582031
2017-07-12,42.70780944824219
2017-07-13,42.364158630371094
2017-07-14,42.4656867980957
2017-07-17,42.56723403930664
2017-07-18,40.92701721191406
2017-07-19,41.73149871826172
2017-07-20,41.0363655090332
2017-07-21,40.848915100097656
2017-07-24,40.747379302978516
2017-07-25,41.38783645629883
2017-07-26,41.23944854736328
2017-07-27,41.44251251220703
2017-07-28,40.91921615600586
2017-07-31,41.17695236206055
2017-08-01,41.59092330932617
2017-08-02,41.810001373291016
2017-08-03,41.27708053588867
2017-08-04,41.12818908691406
2017-08-07,40.994956970214844
2017-08-08,42.4134407043457
2017-08-09,42.49180603027344
2017-08-10,41.2849235534668
2017-08-11,41.20655059814453
2017-08-14,41.324100494384766
2017-08-15,40.41501998901367
2017-08-16,40.00750732421875
2017-08-17,39.38053894042969
2017-08-18,39.06707763671875
2017-08-21,38.855472564697266
2017-08-22,39.86643600463867
2017-08-23,40.22694396972656
2017-08-24,40.22694396972656
2017-08-25,40.704978942871094
2017-08-28,40.93227005004883
2017-08-29,41.66893005371094
2017-08-30,42.12347412109375
2017-08-31,42.70341110229492
2017-09-01,43.20497512817383
2017-09-05,42.61720275878906
2017-09-06,42.70341110229492
2017-09-07,42.66423034667969
2017-09-08,42.81312561035156
2017-09-11,43.016883850097656
2017-09-12,43.83192443847656
2017-09-13,43.87110900878906
2017-09-14,43.72221755981445
2017-09-15,43.84760284423828
2017-09-18,44.482383728027344
2017-09-19,44.55290985107422
2017-09-20,45.234737396240234
2017-09-21,44.99178695678711
2017-09-22,45.09365463256836
2017-09-25,45.657928466796875
2017-09-26,45.68927001953125
2017-09-27,45.72062301635742
2017-09-28,45.58739471435547
2017-09-29,45.66575622558594
2017-10-02,46.07326889038086
2017-10-03,45.798980712890625
2017-10-04,45.924373626708984
2017-10-05,46.07326889038086
2017-10-06,46.20651626586914
2017-10-09,45.75196838378906
2017-10-10,45.73630142211914
2017-10-11,45.46200180053711
2017-10-12,45.9805793762207
2017-10-13,46.0041618347168
2017-10-16,46.357730865478516
2017-10-17,45.75272750854492
2017-10-18,45.7055778503418
2017-10-19,45.80772018432617
2017-10-20,46.21629333496094
2017-10-23,45.83914566040039
2017-10-24,46.035587310791016
2017-10-25,45.63484573364258
2017-10-26,46.14557647705078
2017-10-27,46.12986755371094
2017-10-30,45.93342971801758
2017-10-31,45.73700714111328
2017-11-01,45.799869537353516
2017-11-02,46.1534423828125
2017-11-03,46.58558654785156
2017-11-06,48.01560974121094
2017-11-07,47.874183654785156
2017-11-08,48.023460388183594
2017-11-09,47.36346435546875
2017-11-10,47.167015075683594
2017-11-13,47.00202560424805
2017-11-14,45.52485275268555
2017-11-15,45.0612907409668
2017-11-16,45.90986633300781
2017-11-17,46.06700897216797
2017-11-20,46.62486267089844
2017-11-21,50.962066650390625
2017-11-22,50.89921951293945
2017-11-24,49.72848129272461
2017-11-27,49.75205612182617
2017-11-28,50.726356506347656
2017-11-29,50.93850326538086
2017-11-30,51.567073822021484
2017-12-01,51.43350601196289
2017-12-04,52.39994812011719
2017-12-05,52.21923065185547
2017-12-06,53.185672760009766
2017-12-07,53.185672760009766
2017-12-08,53.82996368408203
2017-12-11,53.72781753540039
2017-12-12,53.735679626464844
2017-12-13,53.55495834350586
2017-12-14,51.95994567871094
2017-12-15,52.007083892822266
2017-12-18,52.439231872558594
2017-12-19,52.16423416137695
2017-12-20,52.16423416137695
2017-12-21,52.234947204589844
2017-12-22,52.07780075073242
2017-12-26,51.897090911865234
2017-12-27,52.07780075073242
2017-12-28,52.305660247802734
2017-12-29,51.82637405395508
2018-01-02,52.541385650634766
2018-01-03,52.722103118896484
2018-01-04,53.264244079589844
2018-01-05,53.53925704956055
2018-01-08,53.3978157043457
2018-01-09,53.201393127441406
2018-01-10,53.27995681762695
2018-01-11,54.60783386230469
2018-01-12,54.65496826171875
2018-01-16,54.54497528076172
2018-01-17,54.670677185058594
2018-01-18,54.52139663696289
2018-01-19,54.96139907836914
2018-01-22,55.18142318725586
2018-01-23,54.90639877319336
2018-01-24,55.18927001953125
2018-01-25,54.89068603515625
2018-01-26,54.96139907836914
2018-01-29,55.82571029663086
2018-01-30,54.76496505737305
2018-01-31,54.57640838623047
2018-02-01,55.01641082763672
2018-02-02,52.7378044128418
2018-02-05,49.61848449707031
