,FDX
2017-09-20,196.36410522460938
2017-09-21,194.87692260742188
2017-09-22,195.91880798339844
2017-09-25,195.20643615722656
2017-09-26,195.74960327148438
2017-09-27,195.91880798339844
2017-09-28,199.71253967285156
2017-09-29,200.88807678222656
2017-10-02,201.55593872070312
2017-10-03,198.59046936035156
2017-10-04,197.0944061279297
2017-10-05,197.3526153564453
2017-10-06,196.63128662109375
2017-10-09,196.48876953125
2017-10-10,196.6134490966797
2017-10-11,198.3054656982422
2017-10-12,200.42495727539062
2017-10-13,197.89585876464844
2017-10-16,197.12107849121094
2017-10-17,196.00790405273438
2017-10-18,197.96710205078125
2017-10-19,199.45428466796875
2017-10-20,200.43389892578125
2017-10-23,200.67434692382812
2017-10-24,201.11964416503906
2017-10-25,200.8168182373047
2017-10-26,203.9693145751953
2017-10-27,205.24281311035156
2017-10-30,202.7937774658203
2017-10-31,201.09288024902344
2017-11-01,200.7811737060547
2017-11-02,200.63868713378906
2017-11-03,199.69471740722656
2017-11-06,196.76480102539062
2017-11-07,196.95187377929688
2017-11-08,196.36410522460938
2017-11-09,193.63905334472656
2017-11-10,194.27130126953125
2017-11-13,197.1923065185547
2017-11-14,195.8654022216797
2017-11-15,190.97633361816406
2017-11-16,194.05760192871094
2017-11-17,192.35665893554688
2017-11-20,193.4698486328125
2017-11-21,193.53224182128906
2017-11-22,193.986328125
2017-11-24,193.24720764160156
2017-11-27,194.02200317382812
2017-11-28,194.59193420410156
2017-11-29,201.19970703125
2017-11-30,206.12445068359375
2017-12-01,205.57223510742188
2017-12-04,212.8836212158203
2017-12-05,209.63316345214844
2017-12-06,210.51478576660156
2017-12-07,213.10626220703125
2017-12-08,214.82858276367188
2017-12-11,212.93670654296875
2017-12-12,213.73097229003906
2017-12-13,215.97979736328125
2017-12-14,212.83853149414062
2017-12-15,214.22178649902344
2017-12-18,215.88165283203125
2017-12-19,216.44381713867188
2017-12-20,224.0560760498047
2017-12-21,223.25291442871094
2017-12-22,223.11907958984375
2017-12-26,222.7799530029297
2017-12-27,223.12796020507812
2017-12-28,221.60195922851562
2017-12-29,222.69068908691406
2018-01-02,229.8834686279297
2018-01-03,232.75701904296875
2018-01-04,236.3801727294922
2018-01-05,237.3083038330078
2018-01-08,239.75344848632812
2018-01-09,238.94137573242188
2018-01-10,239.17347717285156
2018-01-11,242.01121520996094
2018-01-12,242.6002197265625
2018-01-16,240.57443237304688
2018-01-17,242.27902221679688
2018-01-18,242.89474487304688
2018-01-19,244.8045196533203
2018-01-22,244.4207305908203
2018-01-23,242.751953125
2018-01-24,241.31520080566406
2018-01-25,239.2001953125
2018-01-26,239.9230194091797
2018-01-29,238.88783264160156
2018-01-30,233.32810974121094
2018-01-31,234.23841857910156
2018-02-01,233.65834045410156
2018-02-02,228.339599609375
2018-02-05,221.76263427734375
2018-02-06,223.26187133789062
2018-02-07,224.12745666503906
2018-02-08,213.52566528320312
2018-02-09,210.00067138671875
2018-02-12,214.1147003173828
2018-02-13,214.4627227783203
2018-02-14,214.90895080566406
2018-02-15,218.6658935546875
2018-02-16,217.91632080078125
2018-02-20,215.05169677734375
2018-02-21,217.12208557128906
2018-02-22,219.0229034423828
2018-02-23,225.08230590820312
2018-02-26,227.12594604492188
2018-02-27,221.97679138183594
2018-02-28,219.89747619628906
2018-03-01,217.47903442382812
2018-03-02,215.34622192382812
2018-03-05,215.90843200683594
2018-03-06,216.89004516601562
2018-03-07,215.67636108398438
2018-03-08,214.59657287597656
2018-03-09,220.9905548095703
2018-03-12,220.47186279296875
2018-03-13,224.254638671875
2018-03-14,220.80276489257812
2018-03-15,221.24095153808594
2018-03-16,225.38137817382812
2018-03-19,223.21731567382812
2018-03-20,225.34564208984375
2018-03-21,222.68968200683594
2018-03-22,211.28781127929688
2018-03-23,205.21571350097656
2018-03-26,214.48924255371094
2018-03-27,209.8301239013672
2018-03-28,209.97325134277344
2018-03-29,214.7218017578125
2018-04-02,213.28201293945312
2018-04-03,215.55343627929688
2018-04-04,213.51449584960938
2018-04-05,215.5802764892578
2018-04-06,209.51719665527344
2018-04-09,209.5439910888672
2018-04-10,212.8348846435547
2018-04-11,212.8348846435547
2018-04-12,216.33145141601562
2018-04-13,218.63864135742188
2018-04-16,223.5928497314453
2018-04-17,225.3545684814453
2018-04-18,228.51133728027344
2018-04-19,224.98789978027344
2018-04-20,220.9905548095703
2018-04-23,222.51083374023438
2018-04-24,219.59547424316406
2018-04-25,220.79383850097656
2018-04-26,220.82066345214844
2018-04-27,223.86114501953125
2018-04-30,221.0620574951172
2018-05-01,218.7906951904297
2018-05-02,215.15994262695312
2018-05-03,216.54608154296875
2018-05-04,219.04107666015625
2018-05-07,217.4135284423828
2018-05-08,216.3672332763672
2018-05-09,218.35244750976562
2018-05-10,221.5092315673828
2018-05-11,224.3708953857422
2018-05-14,224.77333068847656
2018-05-15,221.187255859375
2018-05-16,220.9905548095703
2018-05-17,222.18893432617188
2018-05-18,223.07418823242188
2018-05-21,227.73333740234375
2018-05-22,225.88218688964844
2018-05-23,223.98635864257812
2018-05-24,225.12208557128906
2018-05-25,224.90745544433594
2018-05-29,221.4287109375
2018-05-30,226.3203582763672
2018-05-31,222.77908325195312
2018-06-01,226.78541564941406
2018-06-04,225.24728393554688
2018-06-05,225.3545684814453
2018-06-06,229.4234619140625
2018-06-07,230.04949951171875
2018-06-08,232.64283752441406
2018-06-11,234.27040100097656
2018-06-12,237.4539031982422
2018-06-13,235.1199493408203
2018-06-14,235.6207275390625
2018-06-15,236.58648681640625
2018-06-18,235.79066467285156
2018-06-19,231.0689239501953
2018-06-20,224.84487915039062
2018-06-21,220.63287353515625
2018-06-22,216.7773895263672
2018-06-25,210.2858123779297
2018-06-26,212.365966796875
2018-06-27,205.99990844726562
2018-06-28,203.23831176757812
2018-06-29,203.58799743652344
2018-07-02,205.6771240234375
2018-07-03,204.0811309814453
2018-07-05,204.95089721679688
2018-07-06,204.67294311523438
2018-07-09,210.6533966064453
2018-07-10,211.29898071289062
2018-07-11,206.42135620117188
2018-07-12,208.63600158691406
2018-07-13,209.58642578125
2018-07-16,206.38543701171875
2018-07-17,207.2552032470703
2018-07-18,211.77418518066406
2018-07-19,212.0969696044922
2018-07-20,210.64439392089844
2018-07-23,211.96250915527344
2018-07-24,212.34803771972656
2018-07-25,215.405517578125
2018-07-26,216.30215454101562
2018-07-27,215.9435577392578
2018-07-30,215.5848388671875
2018-07-31,220.4535369873047
2018-08-01,216.17665100097656
2018-08-02,216.19459533691406
2018-08-03,218.16714477539062
2018-08-06,219.79002380371094
2018-08-07,222.22886657714844
2018-08-08,220.11279296875
2018-08-09,219.49412536621094
2018-08-10,216.76840209960938
2018-08-13,216.07798767089844
2018-08-14,218.50782775878906
2018-08-15,218.3105926513672
2018-08-16,220.79425048828125
2018-08-17,221.4129180908203
2018-08-20,223.07171630859375
2018-08-21,225.15187072753906
2018-08-22,221.4129180908203
2018-08-23,219.19825744628906
2018-08-24,219.69143676757812
2018-08-27,223.1703643798828
2018-08-28,222.03158569335938
2018-08-29,222.0047149658203
2018-08-30,221.23361206054688
2018-08-31,218.73202514648438
2018-09-04,216.3470001220703
2018-09-05,219.45828247070312
2018-09-06,220.740478515625
2018-09-07,221.1269989013672
2018-09-10,224.2555389404297
2018-09-11,224.17466735839844
2018-09-12,227.4290008544922
2018-09-13,227.5998077392578
2018-09-14,229.6405792236328
2018-09-17,229.9012451171875
2018-09-18,217.18040466308594
2018-09-19,218.34909057617188
2018-09-20,221.8822021484375
2018-09-21,222.34066772460938
2018-09-24,219.21214294433594
2018-09-25,215.04078674316406
2018-09-26,216.75787353515625
2018-09-27,216.3893280029297
2018-09-28,216.47023010253906
2018-10-01,215.69708251953125
2018-10-02,214.8610076904297
2018-10-03,216.6050567626953
2018-10-04,214.92391967773438
2018-10-05,212.21791076660156
2018-10-08,211.25601196289062
2018-10-09,206.54525756835938
2018-10-10,199.09254455566406
2018-10-11,195.4605712890625
2018-10-12,198.6790008544922
2018-10-15,198.69699096679688
2018-10-16,203.33578491210938
2018-10-17,200.8905487060547
2018-10-18,195.34368896484375
2018-10-19,197.6002197265625
2018-10-22,196.34161376953125
2018-10-23,196.32363891601562
2018-10-24,188.07078552246094
2018-10-25,192.188232421875
2018-10-26,189.26649475097656
2018-10-29,189.7249755859375
2018-10-30,194.6604461669922
2018-10-31,198.08563232421875
2018-11-01,201.41195678710938
2018-11-02,199.2723846435547
2018-11-05,200.12640380859375
2018-11-06,203.86622619628906
2018-11-07,207.9207000732422
2018-11-08,206.23062133789062
2018-11-09,201.73556518554688
2018-11-12,197.44741821289062
2018-11-13,200.03648376464844
2018-11-14,202.4188232421875
2018-11-15,204.80120849609375
2018-11-16,203.79429626464844
2018-11-19,203.44366455078125
2018-11-20,198.98463439941406
2018-11-21,200.07241821289062
2018-11-23,200.83657836914062
2018-11-26,202.31094360351562
2018-11-27,202.48178100585938
2018-11-28,208.4331512451172
2018-11-29,204.5225067138672
2018-11-30,205.87100219726562
2018-12-03,206.8059539794922
2018-12-04,193.75244140625
2018-12-06,193.3389129638672
2018-12-07,181.59849548339844
2018-12-10,173.9698944091797
2018-12-11,171.01223754882812
2018-12-12,169.76783752441406
2018-12-13,168.7849578857422
2018-12-14,166.01669311523438
2018-12-17,164.28533935546875
2018-12-18,166.8281707763672
2018-12-19,146.53941345214844
2018-12-20,144.02357482910156
2018-12-21,142.4726104736328
2018-12-24,137.69346618652344
2018-12-26,144.41136169433594
2018-12-27,145.19581604003906
2018-12-28,143.35630798339844
2018-12-31,145.47535705566406
2019-01-02,147.15255737304688
2019-01-03,141.74221801757812
2019-01-04,148.27073669433594
2019-01-07,150.34463500976562
2019-01-08,150.60618591308594
2019-01-09,153.8253173828125
2019-01-10,153.40155029296875
2019-01-11,154.18605041503906
2019-01-14,154.69100952148438
2019-01-15,153.86138916015625
2019-01-16,154.5196533203125
2019-01-17,156.24197387695312
2019-01-18,159.52426147460938
2019-01-22,158.6134796142578
2019-01-23,156.6116485595703
2019-01-24,156.9904022216797
2019-01-25,158.12657165527344
2019-01-28,156.86419677734375
2019-01-29,156.521484375
2019-01-30,160.0291748046875
2019-01-31,160.11936950683594
2019-02-01,161.6884002685547
2019-02-04,164.7722625732422
2019-02-05,165.6739959716797
2019-02-06,165.7461700439453
2019-02-07,163.5459442138672
2019-02-08,159.8218231201172
2019-02-11,163.29347229003906
2019-02-12,167.2249755859375
2019-02-13,167.37831115722656
2019-02-14,165.8453369140625
2019-02-15,161.6793975830078
2019-02-19,162.53599548339844
2019-02-20,164.03286743164062
2019-02-21,164.36648559570312
2019-02-22,162.75242614746094
2019-02-25,163.27540588378906
2019-02-26,163.85252380371094
2019-02-27,163.9427032470703
2019-02-28,163.21231079101562
2019-03-01,164.8354034423828
2019-03-04,163.33856201171875
2019-03-05,162.31959533691406
2019-03-06,160.66946411132812
2019-03-07,155.87222290039062
2019-03-08,155.4830322265625
2019-03-11,159.70997619628906
2019-03-12,160.36167907714844
2019-03-13,162.49777221679688
2019-03-14,162.09046936035156
2019-03-15,161.0948486328125
2019-03-18,165.09552001953125
2019-03-19,164.19944763183594
2019-03-20,158.46092224121094
2019-03-21,162.00900268554688
2019-03-22,157.4833984375
2019-03-25,155.74557495117188
2019-03-26,158.53334045410156
2019-03-27,159.3841094970703
2019-03-28,161.0224151611328
2019-03-29,164.19944763183594
2019-04-01,168.7613067626953
2019-04-02,166.57089233398438
2019-04-03,167.62086486816406
2019-04-04,169.8655548095703
2019-04-05,171.88400268554688
2019-04-08,173.22357177734375
2019-04-09,171.92921447753906
2019-04-10,172.87962341308594
2019-04-11,173.6671142578125
2019-04-12,178.26512145996094
2019-04-15,177.56822204589844
2019-04-16,178.51858520507812
2019-04-17,179.26991271972656
2019-04-18,179.35125732421875
2019-04-22,177.3871612548828
2019-04-23,176.6177978515625
2019-04-24,179.08880615234375
2019-04-25,170.95169067382812
2019-04-26,166.57994079589844
2019-04-29,168.9241943359375
2019-04-30,171.48577880859375
2019-05-01,168.00999450683594
2019-05-02,169.29531860351562
2019-05-03,170.21853637695312
2019-05-06,167.99191284179688
2019-05-07,163.52059936523438
2019-05-08,162.4072723388672
2019-05-09,162.52496337890625
2019-05-10,161.1129608154297
2019-05-13,155.95370483398438
2019-05-14,155.55548095703125
2019-05-15,156.17092895507812
2019-05-16,159.0945281982422
2019-05-17,153.79949951171875
2019-05-20,152.25173950195312
2019-05-21,152.05262756347656
2019-05-22,146.63092041015625
2019-05-23,145.35467529296875
2019-05-24,144.75729370117188
2019-05-28,143.41766357421875
2019-05-29,144.4314422607422
2019-05-30,143.0194549560547
2019-05-31,139.64324951171875
2019-06-03,137.88734436035156
2019-06-04,144.44949340820312
2019-06-05,143.54437255859375
2019-06-06,141.96945190429688
2019-06-07,143.0284423828125
2019-06-10,146.48606872558594
2019-06-11,144.3137664794922
2019-06-12,146.06069946289062
2019-06-13,149.95272827148438
2019-06-14,148.93898010253906
2019-06-17,148.18768310546875
2019-06-18,150.5591278076172
2019-06-19,150.75828552246094
2019-06-20,152.5142059326172
2019-06-21,150.24266052246094
2019-06-24,146.19920349121094
2019-06-25,141.72874450683594
2019-06-26,145.30873107910156
2019-06-27,148.38902282714844
2019-06-28,149.18861389160156
2019-07-01,148.080078125
2019-07-02,145.1906280517578
2019-07-03,146.6717071533203
2019-07-05,147.17144775390625
2019-07-08,146.12649536132812
2019-07-09,144.64544677734375
2019-07-10,145.3723907470703
2019-07-11,147.74392700195312
2019-07-12,152.16896057128906
2019-07-15,152.5596160888672
2019-07-16,154.27696228027344
2019-07-17,149.97006225585938
2019-07-18,150.26991271972656
2019-07-19,151.86001586914062
2019-07-22,154.05892944335938
2019-07-23,157.8933563232422
2019-07-24,159.9286651611328
2019-07-25,159.8014678955078
2019-07-26,158.95643615722656
2019-07-29,156.8302001953125
2019-07-30,156.63943481445312
2019-07-31,154.94935607910156
2019-08-01,148.38902282714844
2019-08-02,148.77064514160156
2019-08-05,142.8917694091797
2019-08-06,146.4627227783203
2019-08-07,145.9811553955078
2019-08-08,149.22494506835938
2019-08-09,147.31683349609375
2019-08-12,144.30020141601562
2019-08-13,145.8539276123047
2019-08-14,140.89279174804688
2019-08-15,138.8574981689453
2019-08-16,141.74691772460938
2019-08-19,143.84584045410156
2019-08-20,141.60153198242188
2019-08-21,143.7277374267578
2019-08-22,143.655029296875
2019-08-23,138.0851287841797
2019-08-26,138.55760192871094
2019-08-27,135.86805725097656
2019-08-28,139.18453979492188
2019-08-29,143.0644073486328
2019-08-30,144.11842346191406
2019-09-03,141.1744842529297
2019-09-04,144.52732849121094
2019-09-05,149.3612518310547
2019-09-06,147.6645050048828
2019-09-09,152.72744750976562
2019-09-10,157.14266967773438
2019-09-11,158.69349670410156
2019-09-12,158.28294372558594
2019-09-13,158.8212432861328
2019-09-16,158.33773803710938
2019-09-17,158.09140014648438
2019-09-18,137.6663360595703
2019-09-19,139.07115173339844
2019-09-20,135.7232666015625
2019-09-23,132.88621520996094
2019-09-24,130.6785430908203
2019-09-25,134.1359405517578
2019-09-26,132.4209442138672
2019-09-27,132.23851013183594
2019-09-30,132.7949676513672
2019-10-01,129.2098388671875
2019-10-02,128.42532348632812
2019-10-03,129.27371215820312
2019-10-04,130.45050048828125
2019-10-07,129.62034606933594
2019-10-08,126.24505615234375
2019-10-09,127.02957916259766
2019-10-10,128.9544219970703
2019-10-11,132.76756286621094
2019-10-14,133.89877319335938
2019-10-15,136.7997283935547
2019-10-16,137.53863525390625
2019-10-17,137.47476196289062
2019-10-18,136.7541046142578
2019-10-21,138.69715881347656
2019-10-22,141.0598907470703
2019-10-23,142.29139709472656
2019-10-24,140.53073120117188
2019-10-25,144.2162322998047
2019-10-28,144.49899291992188
2019-10-29,144.1432647705078
2019-10-30,142.16368103027344
2019-10-31,139.26275634765625
2019-11-01,142.7840118408203
2019-11-04,150.37384033203125
2019-11-05,150.3829803466797
2019-11-06,148.8504180908203
2019-11-07,149.5345916748047
2019-11-08,148.89601135253906
2019-11-11,147.94728088378906
2019-11-12,147.07150268554688
2019-11-13,142.5194091796875
2019-11-14,142.9299774169922
2019-11-15,144.43515014648438
2019-11-18,143.72360229492188
2019-11-19,141.87176513671875
2019-11-20,138.90699768066406
2019-11-21,138.73365783691406
2019-11-22,142.81138610839844
2019-11-25,145.5389862060547
2019-11-26,147.32696533203125
2019-11-27,147.33609008789062
2019-11-29,146.00424194335938
2019-12-02,144.16148376464844
2019-12-03,137.87612915039062
2019-12-04,140.3665771484375
2019-12-05,140.4303741455078
2019-12-06,143.471923828125
2019-12-09,143.38027954101562
2019-12-10,143.82920837402344
2019-12-11,145.7346954345703
2019-12-12,151.0572967529297
2019-12-13,151.77183532714844
2019-12-16,150.33358764648438
2019-12-17,149.53656005859375
2019-12-18,134.5398406982422
2019-12-19,134.68643188476562
2019-12-20,135.6941375732422
2019-12-23,138.96469116210938
2019-12-24,138.13101196289062
2019-12-26,139.6975555419922
2019-12-27,139.73419189453125
2019-12-30,137.54469299316406
2019-12-31,138.52490234375
2020-01-02,142.08860778808594
2020-01-03,140.3296356201172
2020-01-06,140.43960571289062
2020-01-07,141.813720703125
2020-01-08,143.94833374023438
2020-01-09,144.7910919189453
2020-01-10,143.49026489257812
2020-01-13,145.91790771484375
2020-01-14,148.5288543701172
2020-01-15,145.79884338378906
2020-01-16,146.1561279296875
2020-01-17,146.55921936035156
2020-01-21,144.3147430419922
2020-01-22,142.49168395996094
2020-01-23,141.8870391845703
2020-01-24,141.14501953125
2020-01-27,136.0331573486328
2020-01-28,135.95065307617188
2020-01-29,135.63916015625
2020-01-30,135.82240295410156
2020-01-31,132.50607299804688
2020-02-03,131.77317810058594
2020-02-04,135.1352996826172
2020-02-05,137.37062072753906
2020-02-06,136.1613311767578
2020-02-07,142.6016387939453
2020-02-10,143.6276397705078
2020-02-11,144.7453155517578
2020-02-12,145.2125244140625
2020-02-13,147.92422485351562
2020-02-14,145.31329345703125
2020-02-18,145.26747131347656
2020-02-19,147.6219024658203
2020-02-20,151.07562255859375
2020-02-21,149.55487060546875
2020-02-24,141.85955810546875
2020-02-25,133.38558959960938
2020-02-26,132.40528869628906
2020-02-27,127.11936950683594
2020-02-28,129.3272247314453
2020-03-02,128.0262908935547
2020-03-03,121.92501068115234
2020-03-04,124.96650695800781
2020-03-05,119.03012084960938
2020-03-06,117.55696868896484
2020-03-09,106.52677917480469
2020-03-10,111.10274505615234
2020-03-11,102.2086410522461
2020-03-12,89.30941009521484
2020-03-13,98.17589569091797
2020-03-16,83.31555938720703
2020-03-17,87.43114471435547
2020-03-18,91.77691650390625
2020-03-19,102.82552337646484
2020-03-20,102.25466918945312
2020-03-23,102.89915466308594
2020-03-24,110.522705078125
2020-03-25,108.92986297607422
2020-03-26,115.64185333251953
2020-03-27,111.01988220214844
2020-03-30,114.45413970947266
2020-03-31,111.64596557617188
2020-04-01,104.48280334472656
2020-04-02,107.39225006103516
2020-04-03,100.560546875
2020-04-06,109.58355712890625
2020-04-07,106.7569580078125
2020-04-08,115.58663177490234
2020-04-09,112.59428405761719
2020-04-13,113.7359848022461
2020-04-14,115.16309356689453
2020-04-15,110.393798828125
2020-04-16,109.63878631591797
2020-04-17,114.95134735107422
2020-04-20,112.91654205322266
2020-04-21,110.92780303955078
2020-04-22,109.14164733886719
2020-04-23,111.29609680175781
2020-04-24,113.3032455444336
2020-04-27,117.19789123535156
2020-04-28,117.61219787597656
2020-04-29,119.21424102783203
2020-04-30,116.7191162109375
2020-05-01,108.82857513427734
2020-05-04,106.66490173339844
2020-05-05,108.34058380126953
2020-05-06,105.99278259277344
2020-05-07,107.48432922363281
2020-05-08,110.8909912109375
2020-05-11,108.23931121826172
2020-05-12,104.16975402832031
2020-05-13,100.67102813720703
2020-05-14,100.45929718017578
2020-05-15,98.99533081054688
2020-05-18,109.74008178710938
2020-05-19,105.68894958496094
2020-05-20,107.73294067382812
2020-05-21,106.59123229980469
2020-05-22,107.72371673583984
2020-05-26,114.91451263427734
2020-05-27,120.08893585205078
2020-05-28,120.75183868408203
2020-05-29,120.2086181640625
2020-06-01,119.42601776123047
2020-06-02,123.56001281738281
2020-06-03,127.1324234008789
2020-06-04,128.1728057861328
2020-06-05,130.93496704101562
2020-06-08,137.53648376464844
2020-06-09,133.21835327148438
2020-06-10,129.26849365234375
2020-06-11,118.59735870361328
2020-06-12,122.19738006591797
2020-06-15,123.08125305175781
2020-06-16,124.79379272460938
2020-06-17,124.9042739868164
2020-06-18,127.4178466796875
2020-06-19,126.71809387207031
2020-06-22,126.48789978027344
2020-06-23,128.0439453125
2020-06-24,124.37948608398438
2020-06-25,125.318603515625
2020-06-26,120.34136962890625
2020-06-29,124.47671508789062
2020-06-30,129.72222900390625
2020-07-01,144.931396484375
2020-07-02,143.83975219726562
2020-07-06,144.57064819335938
2020-07-07,146.67062377929688
2020-07-08,146.6891632080078
2020-07-09,144.08030700683594
2020-07-10,146.71694946289062
2020-07-13,144.5336151123047
2020-07-14,146.63368225097656
2020-07-15,149.1777801513672
2020-07-16,153.6646728515625
2020-07-17,153.55368041992188
2020-07-20,151.8421630859375
2020-07-21,153.109619140625
2020-07-22,152.7765655517578
2020-07-23,153.56289672851562
2020-07-24,152.6840362548828
2020-07-27,157.8647918701172
2020-07-28,154.43251037597656
2020-07-29,156.8563995361328
2020-07-30,159.77981567382812
2020-07-31,155.79248046875
2020-08-03,156.5510711669922
2020-08-04,157.88327026367188
2020-08-05,158.8454132080078
2020-08-06,159.34503173828125
2020-08-07,169.78973388671875
2020-08-10,185.00820922851562
2020-08-11,181.7424774169922
2020-08-12,186.8399658203125
2020-08-13,188.59774780273438
2020-08-14,192.98287963867188
2020-08-17,191.1696319580078
2020-08-18,191.47486877441406
2020-08-19,192.3167266845703
2020-08-20,193.18638610839844
2020-08-21,194.73138427734375
2020-08-24,201.1240234375
2020-08-25,198.26536560058594
2020-08-26,199.61605834960938
2020-08-27,201.87339782714844
2020-08-28,205.28713989257812
2020-08-31,203.38133239746094
2020-09-01,208.5806121826172
2020-09-02,210.84719848632812
2020-09-03,205.01148986816406
2020-09-04,209.78955078125
2020-09-08,205.085693359375
2020-09-09,209.44625854492188
2020-09-10,208.2308349609375
2020-09-11,215.97779846191406
2020-09-14,219.27142333984375
2020-09-15,219.5775909423828
2020-09-16,232.2232208251953
2020-09-17,226.4524688720703
2020-09-18,225.24632263183594
2020-09-21,221.49807739257812
2020-09-22,225.840087890625
2020-09-23,223.98452758789062
2020-09-24,226.5823516845703
2020-09-25,232.1026153564453
2020-09-28,236.06422424316406
2020-09-29,235.19210815429688
2020-09-30,233.3551483154297
2020-10-01,235.7302703857422
2020-10-02,236.76934814453125
2020-10-05,240.4897003173828
2020-10-06,240.54539489746094
2020-10-07,248.88612365722656
2020-10-08,251.4839324951172
2020-10-09,251.93853759765625
2020-10-12,253.74777221679688
2020-10-13,253.04266357421875
2020-10-14,256.2898254394531
2020-10-15,261.73583984375
2020-10-16,263.3687744140625
2020-10-19,261.6060485839844
2020-10-20,266.6438903808594
2020-10-21,261.8935852050781
2020-10-22,256.0207824707031
2020-10-23,263.0812072753906
2020-10-26,257.5701904296875
2020-10-27,254.5919952392578
2020-10-28,241.2134246826172
2020-10-29,247.7357177734375
2020-10-30,240.73095703125
2020-11-02,247.6986541748047
2020-11-03,254.6568603515625
2020-11-04,249.6654815673828
2020-11-05,258.91546630859375
2020-11-06,259.5648193359375
2020-11-09,244.8224639892578
2020-11-10,247.96759033203125
2020-11-11,248.4686279296875
2020-11-12,247.86561584472656
2020-11-13,252.2725830078125
2020-11-16,259.62054443359375
2020-11-17,264.46356201171875
2020-11-18,262.0977478027344
2020-11-19,259.6391906738281
2020-11-20,256.70733642578125
2020-11-23,265.66973876953125
2020-11-24,270.61468505859375
2020-11-25,267.47882080078125
2020-11-27,266.65313720703125
2020-11-30,265.8830871582031
2020-12-01,266.9779052734375
2020-12-02,270.65185546875
2020-12-03,271.56103515625
2020-12-04,273.58367919921875
2020-12-07,275.5877380371094
2020-12-08,279.67919921875
2020-12-09,273.99188232421875
2020-12-10,269.8910217285156
2020-12-11,269.1658630371094
2020-12-14,265.5115051269531
2020-12-15,265.69744873046875
2020-12-16,268.5520935058594
2020-12-17,271.7601013183594
2020-12-18,256.2407531738281
2020-12-21,252.86537170410156
2020-12-22,254.11138916015625
2020-12-23,251.72164916992188
2020-12-24,249.96426391601562
2020-12-28,244.4967041015625
2020-12-29,243.2134552001953
2020-12-30,241.74427795410156
2020-12-31,241.4095458984375
2021-01-04,235.43057250976562
2021-01-05,235.42124938964844
2021-01-06,235.77462768554688
2021-01-07,228.7727813720703
2021-01-08,227.77786254882812
2021-01-11,228.10328674316406
2021-01-12,231.5716552734375
2021-01-13,234.52862548828125
2021-01-14,238.29452514648438
2021-01-15,234.84475708007812
2021-01-19,232.0179901123047
2021-01-20,234.28684997558594
2021-01-21,236.12796020507812
2021-01-22,236.2581787109375
2021-01-25,235.70022583007812
2021-01-26,232.15745544433594
2021-01-27,225.79721069335938
2021-01-28,225.76004028320312
2021-01-29,218.83261108398438
2021-02-01,222.45907592773438
2021-02-02,225.49038696289062
2021-02-03,224.36524963378906
2021-02-04,230.71620178222656
2021-02-05,237.12286376953125
2021-02-08,239.39178466796875
2021-02-09,240.9539031982422
2021-02-10,239.40101623535156
2021-02-11,236.5185089111328
2021-02-12,244.55252075195312
2021-02-16,243.4645538330078
2021-02-17,240.91671752929688
2021-02-18,237.69943237304688
2021-02-19,236.7788543701172
2021-02-22,236.8067626953125
2021-02-23,236.76956176757812
2021-02-24,241.81866455078125
2021-02-25,236.38832092285156
2021-02-26,236.64871215820312
2021-03-01,243.7063446044922
2021-03-02,241.39093017578125
2021-03-03,240.619140625
2021-03-04,232.7432861328125
2021-03-05,239.8658905029297
2021-03-08,234.31884765625
2021-03-09,240.45321655273438
2021-03-10,242.78395080566406
2021-03-11,250.30738830566406
2021-03-12,251.9016571044922
2021-03-15,248.8064422607422
2021-03-16,243.13819885253906
2021-03-17,247.83688354492188
2021-03-18,245.66468811035156
2021-03-19,260.6463623046875
2021-03-22,255.46287536621094
2021-03-23,248.7411651611328
2021-03-24,250.12095642089844
2021-03-25,255.61209106445312
2021-03-26,262.28717041015625
2021-03-29,260.31072998046875
2021-03-30,266.5570373535156
2021-03-31,264.8043212890625
2021-04-01,264.33819580078125
2021-04-05,262.5016174316406
2021-04-06,263.0610656738281
2021-04-07,260.2081604003906
2021-04-08,265.1772155761719
2021-04-09,267.1723327636719
2021-04-12,271.0971984863281
2021-04-13,271.1905212402344
2021-04-14,268.3190002441406
2021-04-15,271.4794616699219
2021-04-16,268.1139221191406
2021-04-19,264.0677795410156
2021-04-20,261.3548583984375
2021-04-21,259.4157409667969
2021-04-22,257.8122863769531
2021-04-23,258.93096923828125
2021-04-26,257.0850830078125
2021-04-27,268.0393371582031
2021-04-28,267.9274597167969
2021-04-29,276.0103454589844
2021-04-30,270.6496887207031
2021-05-03,283.92535400390625
2021-05-04,283.67364501953125
2021-05-05,285.77130126953125
2021-05-06,289.9012145996094
2021-05-07,293.378662109375
2021-05-10,288.32568359375
2021-05-11,284.9415588378906
2021-05-12,275.9637145996094
2021-05-13,282.8531799316406
2021-05-14,288.474853515625
2021-05-17,288.3164978027344
2021-05-18,285.32379150390625
2021-05-19,287.0764465332031
2021-05-20,288.12060546875
2021-05-21,288.6333923339844
2021-05-24,290.72174072265625
2021-05-25,287.6917419433594
2021-05-26,289.70550537109375
2021-05-27,294.21771240234375
2021-05-28,293.49053955078125
2021-06-01,289.79876708984375
2021-06-02,285.8085632324219
2021-06-03,285.5661315917969
2021-06-04,281.659912109375
2021-06-07,282.79730224609375
2021-06-08,282.0887145996094
2021-06-09,273.2601318359375
