,FDX
2015-06-03,157.0114288330078
2015-06-04,156.75833129882812
2015-06-05,159.03604125976562
2015-06-08,156.98521423339844
2015-06-09,157.404052734375
2015-06-10,159.1057891845703
2015-06-11,161.42710876464844
2015-06-12,160.2489776611328
2015-06-15,159.40252685546875
2015-06-16,159.1578369140625
2015-06-17,154.43890380859375
2015-06-18,155.8896026611328
2015-06-19,153.74859619140625
2015-06-22,154.0457000732422
2015-06-23,153.16310119628906
2015-06-24,151.54640197753906
2015-06-25,151.00466918945312
2015-06-26,151.75619506835938
2015-06-29,149.44915771484375
2015-06-30,148.9073486328125
2015-07-01,148.39178466796875
2015-07-02,149.5452423095703
2015-07-06,147.46542358398438
2015-07-07,148.8549041748047
2015-07-08,145.9274444580078
2015-07-09,146.556640625
2015-07-10,147.21202087402344
2015-07-13,149.40545654296875
2015-07-14,149.64137268066406
2015-07-15,147.79751586914062
2015-07-16,148.11212158203125
2015-07-17,148.75877380371094
2015-07-20,148.7412872314453
2015-07-21,149.0471954345703
2015-07-22,147.24700927734375
2015-07-23,145.8138427734375
2015-07-24,143.4107208251953
2015-07-27,143.96119689941406
2015-07-28,148.0596466064453
2015-07-29,150.20941162109375
2015-07-30,149.66758728027344
2015-07-31,149.7986602783203
2015-08-03,149.26560974121094
2015-08-04,148.63636779785156
2015-08-05,149.68505859375
2015-08-06,148.2082977294922
2015-08-07,145.9274444580078
2015-08-10,148.03343200683594
2015-08-11,147.18580627441406
2015-08-12,144.4593505859375
2015-08-13,142.96502685546875
2015-08-14,144.02239990234375
2015-08-17,144.16226196289062
2015-08-18,144.7651824951172
2015-08-19,144.14474487304688
2015-08-20,140.2123260498047
2015-08-21,136.3498077392578
2015-08-24,129.65597534179688
2015-08-25,126.76347351074219
2015-08-26,129.70838928222656
2015-08-27,133.73692321777344
2015-08-28,133.26504516601562
2015-08-31,131.6134490966797
2015-09-01,129.35887145996094
2015-09-02,131.79698181152344
2015-09-03,132.13775634765625
2015-09-04,129.86570739746094
2015-09-08,134.18118286132812
2015-09-09,132.66680908203125
2015-09-10,130.9248809814453
2015-09-11,132.24661254882812
2015-09-14,131.5025634765625
2015-09-15,134.80262756347656
2015-09-16,130.97740173339844
2015-09-17,130.8548583984375
2015-09-18,127.18717956542969
2015-09-21,127.80863952636719
2015-09-22,126.02297973632812
2015-09-23,125.74284362792969
2015-09-24,124.68370056152344
2015-09-25,126.44316101074219
2015-09-28,123.19561767578125
2015-09-29,124.23723602294922
2015-09-30,126.03172302246094
2015-10-01,126.67073822021484
2015-10-02,127.37976837158203
2015-10-05,131.23123168945312
2015-10-06,132.62306213378906
2015-10-07,133.90106201171875
2015-10-08,136.15943908691406
2015-10-09,135.9668731689453
2015-10-12,135.17030334472656
2015-10-13,132.5967559814453
2015-10-14,131.94029235839844
2015-10-15,133.1482391357422
2015-10-16,133.47213745117188
2015-10-19,133.3845977783203
2015-10-20,134.80262756347656
2015-10-21,136.53579711914062
2015-10-22,139.80960083007812
2015-10-23,139.63455200195312
2015-10-26,138.19021606445312
2015-10-27,136.52706909179688
2015-10-28,135.914306640625
2015-10-29,136.8947296142578
2015-10-30,136.59710693359375
2015-11-02,139.13563537597656
2015-11-03,139.28439331054688
2015-11-04,139.17935180664062
2015-11-05,140.29104614257812
2015-11-06,142.1380615234375
2015-11-09,140.53619384765625
2015-11-10,141.3677520751953
2015-11-11,140.95628356933594
2015-11-12,138.9955596923828
2015-11-13,138.40029907226562
2015-11-16,141.1663818359375
2015-11-17,141.28892517089844
2015-11-18,142.5144500732422
2015-11-19,142.98712158203125
2015-11-20,143.67861938476562
2015-11-23,143.06585693359375
2015-11-24,142.8470458984375
2015-11-25,142.155517578125
2015-11-27,143.6348114013672
2015-11-30,138.77667236328125
2015-12-01,140.44862365722656
2015-12-02,138.19021606445312
2015-12-03,134.47877502441406
2015-12-04,136.08938598632812
2015-12-07,133.5509796142578
2015-12-08,129.8919677734375
2015-12-09,128.7190704345703
2015-12-10,130.20089721679688
2015-12-11,126.49187469482422
2015-12-14,125.99209594726562
2015-12-15,126.86893463134766
2015-12-16,130.4990234375
2015-12-17,133.13824462890625
2015-12-18,129.02590942382812
2015-12-21,127.79828643798828
2015-12-22,130.13070678710938
2015-12-23,132.15621948242188
2015-12-24,131.21800231933594
2015-12-28,130.13070678710938
2015-12-29,130.85850524902344
2015-12-30,130.8058624267578
2015-12-31,130.63931274414062
2016-01-04,125.76408386230469
2016-01-05,126.83384704589844
2016-01-06,123.43170928955078
2016-01-07,118.01288604736328
2016-01-08,118.11812591552734
2016-01-11,116.59246826171875
2016-01-12,118.11812591552734
2016-01-13,114.24250793457031
2016-01-14,115.4788589477539
2016-01-15,111.28759765625
2016-01-19,111.53308868408203
2016-01-20,108.00823974609375
2016-01-21,108.35020446777344
2016-01-22,111.84874725341797
2016-01-25,110.51597595214844
2016-01-26,111.60326385498047
2016-01-27,112.45378112792969
2016-01-28,112.427490234375
2016-01-29,116.51350402832031
2016-02-01,116.01371002197266
2016-02-02,114.1197738647461
2016-02-03,114.84749603271484
2016-02-04,117.67970275878906
2016-02-05,115.6629867553711
2016-02-08,114.27760314941406
2016-02-09,113.78657531738281
2016-02-10,111.91893768310547
2016-02-11,109.09553527832031
2016-02-12,112.76066589355469
2016-02-16,115.83834838867188
2016-02-17,116.69766998291016
2016-02-18,115.15445709228516
2016-02-19,113.77780151367188
2016-02-22,118.71438598632812
2016-02-23,117.3289794921875
2016-02-24,117.04837799072266
2016-02-25,119.23168182373047
2016-02-26,120.4592514038086
2016-02-29,120.02086639404297
2016-03-01,123.96663665771484
2016-03-02,124.7469711303711
2016-03-03,126.1411361694336
2016-03-04,126.18492126464844
2016-03-07,127.21088409423828
2016-03-08,124.97496795654297
2016-03-09,124.49266052246094
2016-03-10,124.38726043701172
2016-03-11,126.85552215576172
2016-03-14,126.34603881835938
2016-03-15,125.66975402832031
2016-03-16,126.72381591796875
2016-03-17,141.71774291992188
2016-03-18,143.79945373535156
2016-03-21,144.5284881591797
2016-03-22,143.5447235107422
2016-03-23,142.85081481933594
2016-03-24,142.86837768554688
2016-03-28,142.46434020996094
2016-03-29,143.16700744628906
2016-03-30,141.9197235107422
2016-03-31,142.92990112304688
2016-04-01,143.76431274414062
2016-04-04,143.87855529785156
2016-04-05,142.24472045898438
2016-04-06,142.9737548828125
2016-04-07,141.6649932861328
2016-04-08,143.5447235107422
2016-04-11,143.21971130371094
2016-04-12,145.02923583984375
2016-04-13,146.88258361816406
2016-04-14,145.54745483398438
2016-04-15,145.72311401367188
2016-04-18,146.8035125732422
2016-04-19,147.80491638183594
2016-04-20,147.04066467285156
2016-04-21,145.4332733154297
2016-04-22,146.09205627441406
2016-04-25,145.42445373535156
2016-04-26,146.78599548339844
2016-04-27,147.18124389648438
2016-04-28,145.5122833251953
2016-04-29,145.02923583984375
2016-05-02,147.2075653076172
2016-05-03,144.7481231689453
2016-05-04,145.15219116210938
2016-05-05,140.86570739746094
2016-05-06,141.44541931152344
2016-05-09,142.5522003173828
2016-05-10,143.39541625976562
2016-05-11,141.67379760742188
2016-05-12,139.9873046875
2016-05-13,138.57315063476562
2016-05-16,139.30218505859375
2016-05-17,139.3900146484375
2016-05-18,140.09271240234375
2016-05-19,139.75894165039062
2016-05-20,141.97239685058594
2016-05-23,142.33262634277344
2016-05-24,144.38800048828125
2016-05-25,144.24746704101562
2016-05-26,143.5271759033203
2016-05-27,144.467041015625
2016-05-31,144.90623474121094
2016-06-01,144.66908264160156
2016-06-02,144.7569122314453
2016-06-03,143.8961639404297
2016-06-06,143.4130401611328
2016-06-07,144.78329467773438
2016-06-08,144.71298217773438
2016-06-09,144.1508026123047
2016-06-10,141.30491638183594
2016-06-13,140.91836547851562
2016-06-14,140.67185974121094
2016-06-15,140.59255981445312
2016-06-16,142.5386505126953
2016-06-17,142.873291015625
2016-06-20,144.82818603515625
2016-06-21,144.3702392578125
2016-06-22,137.8187713623047
2016-06-23,139.03396606445312
2016-06-24,132.58816528320312
2016-06-27,128.67843627929688
2016-06-28,130.41311645507812
2016-06-29,132.31515502929688
2016-06-30,133.65362548828125
2016-07-01,135.46762084960938
2016-07-05,133.9970245361328
2016-07-06,133.36305236816406
2016-07-07,134.375732421875
2016-07-08,137.56338500976562
2016-07-11,138.34707641601562
2016-07-12,140.8479766845703
2016-07-13,141.26177978515625
2016-07-14,142.21282958984375
2016-07-15,141.41148376464844
2016-07-18,141.56121826171875
2016-07-19,140.6101837158203
2016-07-20,140.95359802246094
2016-07-21,139.49188232421875
2016-07-22,141.5700225830078
2016-07-25,141.09454345703125
2016-07-26,142.21282958984375
2016-07-27,141.6933135986328
2016-07-28,142.16879272460938
2016-07-29,142.5650177001953
2016-08-01,142.3537139892578
2016-08-02,140.16990661621094
2016-08-03,141.4291229248047
2016-08-04,140.73348999023438
2016-08-05,143.45443725585938
2016-08-08,144.15011596679688
2016-08-09,144.70486450195312
2016-08-10,144.98667907714844
2016-08-11,145.99049377441406
2016-08-12,145.73516845703125
2016-08-15,146.52764892578125
2016-08-16,146.81822204589844
2016-08-17,146.5717010498047
2016-08-18,147.2233123779297
2016-08-19,148.49136352539062
2016-08-22,147.83969116210938
2016-08-23,148.45611572265625
2016-08-24,148.1391143798828
2016-08-25,145.7615203857422
2016-08-26,145.2508087158203
2016-08-29,145.444580078125
2016-08-30,145.23318481445312
2016-08-31,145.23318481445312
2016-09-01,145.85841369628906
2016-09-02,145.72634887695312
2016-09-06,145.1452178955078
2016-09-07,145.470947265625
2016-09-08,146.0005645751953
2016-09-09,141.9842529296875
2016-09-12,144.11160278320312
2016-09-13,141.54287719726562
2016-09-14,140.74838256835938
2016-09-15,141.29571533203125
2016-09-16,140.25416564941406
2016-09-19,142.34617614746094
2016-09-20,143.57315063476562
2016-09-21,153.46836853027344
2016-09-22,153.29183959960938
2016-09-23,153.9361572265625
2016-09-26,154.7747802734375
2016-09-27,156.50489807128906
2016-09-28,154.87184143066406
2016-09-29,154.58053588867188
2016-09-30,154.1921844482422
2016-10-03,153.85675048828125
2016-10-04,153.2388458251953
2016-10-05,153.82144165039062
2016-10-06,152.78863525390625
2016-10-07,152.718017578125
2016-10-10,153.77731323242188
2016-10-11,153.6625518798828
2016-10-12,153.18585205078125
2016-10-13,150.89959716796875
2016-10-14,150.9261474609375
2016-10-17,150.8025665283203
2016-10-18,150.71434020996094
2016-10-19,150.46714782714844
2016-10-20,149.7962646484375
2016-10-21,150.2375946044922
2016-10-24,151.89712524414062
2016-10-25,151.7646942138672
2016-10-26,153.2300262451172
2016-10-27,153.94503784179688
2016-10-28,153.8126220703125
2016-10-31,153.8744659423828
2016-11-01,151.41162109375
2016-11-02,152.16192626953125
2016-11-03,153.28298950195312
2016-11-04,154.29808044433594
2016-11-07,158.90585327148438
2016-11-08,160.0445556640625
2016-11-09,159.92100524902344
2016-11-10,162.0394744873047
2016-11-11,162.14541625976562
2016-11-14,164.32571411132812
2016-11-15,163.64599609375
2016-11-16,162.26014709472656
2016-11-17,163.37234497070312
2016-11-18,165.32313537597656
2016-11-21,166.08229064941406
2016-11-22,166.02053833007812
2016-11-23,167.8212127685547
2016-11-25,169.06588745117188
2016-11-28,167.74179077148438
2016-11-29,167.99783325195312
2016-11-30,169.18942260742188
2016-12-01,169.6484375
2016-12-02,170.1868896484375
2016-12-05,171.68748474121094
2016-12-06,170.6547393798828
2016-12-07,173.47064208984375
2016-12-08,174.31089782714844
2016-12-09,173.89520263671875
2016-12-12,174.81503295898438
2016-12-13,177.80471801757812
2016-12-14,175.06271362304688
2016-12-15,175.06271362304688
2016-12-16,173.7890167236328
2016-12-19,174.79739379882812
2016-12-20,175.78802490234375
2016-12-21,169.93255615234375
2016-12-22,168.84458923339844
2016-12-23,169.7025604248047
2016-12-27,168.54383850097656
2016-12-28,166.68637084960938
2016-12-29,165.359619140625
2016-12-30,164.69618225097656
2017-01-03,166.02304077148438
2017-01-04,166.9163818359375
2017-01-05,166.65101623535156
2017-01-06,168.2784881591797
2017-01-09,167.78321838378906
2017-01-10,166.65982055664062
2017-01-11,167.38514709472656
2017-01-12,165.739990234375
2017-01-13,165.41270446777344
2017-01-17,164.5635986328125
2017-01-18,165.60726928710938
2017-01-19,164.66970825195312
2017-01-20,164.2804718017578
2017-01-23,164.04171752929688
2017-01-24,169.48147583007812
2017-01-25,170.66671752929688
2017-01-26,170.33941650390625
2017-01-27,173.29368591308594
2017-01-30,170.9320526123047
2017-01-31,167.27017211914062
2017-02-01,164.75814819335938
2017-02-02,163.28990173339844
2017-02-03,166.4740753173828
2017-02-06,166.46527099609375
2017-02-07,166.30609130859375
2017-02-08,166.25299072265625
2017-02-09,166.7925262451172
2017-02-10,168.8180694580078
2017-02-13,170.33058166503906
2017-02-14,170.23326110839844
2017-02-15,172.18807983398438
2017-02-16,171.02049255371094
2017-02-17,171.33006286621094
2017-02-21,172.7984161376953
2017-02-22,171.44505310058594
2017-02-23,169.10108947753906
2017-02-24,170.80821228027344
2017-02-27,171.9226837158203
2017-02-28,170.6932373046875
2017-03-01,174.62046813964844
2017-03-02,172.22348022460938
2017-03-03,171.90501403808594
2017-03-06,171.5511932373047
2017-03-07,170.63131713867188
2017-03-08,170.64016723632812
2017-03-09,169.56768798828125
2017-03-10,170.31219482421875
2017-03-13,171.1719970703125
2017-03-14,169.6297149658203
2017-03-15,171.29608154296875
2017-03-16,171.16310119628906
2017-03-17,172.47491455078125
2017-03-20,170.41859436035156
2017-03-21,170.0374298095703
2017-03-22,173.6537628173828
2017-03-23,167.6885986328125
2017-03-24,166.74021911621094
2017-03-27,165.78292846679688
2017-03-28,168.3090362548828
2017-03-29,169.22198486328125
2017-03-30,172.10260009765625
2017-03-31,172.9712371826172
2017-04-03,173.1574249267578
2017-04-04,173.9639892578125
2017-04-05,173.59170532226562
2017-04-06,173.7158203125
2017-04-07,173.41439819335938
2017-04-10,173.511962890625
2017-04-11,171.05674743652344
2017-04-12,165.1359100341797
2017-04-13,162.84913635253906
2017-04-17,164.4534454345703
2017-04-18,162.74278259277344
2017-04-19,162.69847106933594
2017-04-20,165.28662109375
2017-04-21,164.22296142578125
2017-04-24,167.1302490234375
2017-04-25,167.49362182617188
2017-04-26,168.03427124023438
2017-04-27,169.92221069335938
2017-04-28,168.1406707763672
2017-05-01,166.8376922607422
2017-05-02,167.54676818847656
2017-05-03,168.33567810058594
2017-05-04,169.46131896972656
2017-05-05,170.55152893066406
2017-05-08,169.390380859375
2017-05-09,169.1067657470703
2017-05-10,168.1849822998047
2017-05-11,169.15109252929688
2017-05-12,169.87789916992188
2017-05-15,172.62559509277344
2017-05-16,172.07603454589844
2017-05-17,166.18179321289062
2017-05-18,167.28091430664062
2017-05-19,167.8481903076172
2017-05-22,169.86903381347656
2017-05-23,171.1188201904297
2017-05-24,171.304931640625
2017-05-25,172.6698760986328
2017-05-26,172.18246459960938
2017-05-30,171.84559631347656
2017-05-31,171.8101348876953
2017-06-01,175.81646728515625
2017-06-02,180.02664184570312
2017-06-05,179.26434326171875
2017-06-06,180.07981872558594
2017-06-07,182.7211456298828
2017-06-08,182.44631958007812
2017-06-09,182.94271850585938
2017-06-12,185.3535614013672
2017-06-13,185.61949157714844
2017-06-14,185.15858459472656
2017-06-15,186.5324249267578
2017-06-16,186.5767364501953
2017-06-19,186.9755859375
2017-06-20,185.64292907714844
2017-06-21,188.61924743652344
2017-06-22,188.0239715576172
2017-06-23,191.32907104492188
2017-06-26,191.33790588378906
2017-06-27,190.4228057861328
2017-06-28,192.92822265625
2017-06-29,191.222412109375
2017-06-30,193.08815002441406
2017-07-03,193.1326141357422
2017-07-05,193.95883178710938
2017-07-06,191.0447235107422
2017-07-07,194.1365509033203
2017-07-10,194.45640563964844
2017-07-11,193.2747802734375
2017-07-12,193.96780395507812
2017-07-13,193.65679931640625
2017-07-14,194.6251678466797
2017-07-17,191.44456481933594
2017-07-18,187.49974060058594
2017-07-19,189.134521484375
2017-07-20,188.24610900878906
2017-07-21,188.80577087402344
2017-07-24,188.9568328857422
2017-07-25,190.45834350585938
2017-07-26,189.8009033203125
2017-07-27,184.39019775390625
2017-07-28,184.8344268798828
2017-07-31,184.82550048828125
2017-08-01,183.6527862548828
2017-08-02,186.131591796875
2017-08-03,186.00718688964844
2017-08-04,185.97169494628906
2017-08-07,185.12759399414062
2017-08-08,183.9104461669922
2017-08-09,183.181884765625
2017-08-10,180.84523010253906
2017-08-11,182.01800537109375
2017-08-14,184.6744842529297
2017-08-15,185.7495574951172
2017-08-16,186.2470245361328
2017-08-17,182.46221923828125
2017-08-18,183.02198791503906
2017-08-21,183.31517028808594
2017-08-22,185.93609619140625
2017-08-23,183.9726104736328
2017-08-24,183.6172332763672
2017-08-25,184.58566284179688
2017-08-28,185.54519653320312
2017-08-29,187.73080444335938
2017-08-30,189.93414306640625
2017-08-31,190.46728515625
2017-09-01,191.06251525878906
2017-09-05,189.47215270996094
2017-09-06,188.27272033691406
2017-09-07,189.82757568359375
2017-09-08,187.44088745117188
2017-09-11,189.1506805419922
2017-09-12,191.947021484375
2017-09-13,191.4661407470703
2017-09-14,191.0386962890625
2017-09-15,191.31475830078125
2017-09-18,191.53738403320312
2017-09-19,192.35665893554688
