,CPB
2014-11-05,33.241817474365234
2014-11-06,33.10847854614258
2014-11-07,32.67136764526367
2014-11-10,32.88622283935547
2014-11-11,32.88622283935547
2014-11-12,32.500980377197266
2014-11-13,32.486167907714844
2014-11-14,32.412086486816406
2014-11-17,33.01216506958008
2014-11-18,33.01216506958008
2014-11-19,33.212188720703125
2014-11-20,33.12329864501953
2014-11-21,33.212188720703125
2014-11-24,33.034393310546875
2014-11-25,33.07143020629883
2014-11-26,32.93068313598633
2014-11-28,33.54556655883789
2014-12-01,33.382591247558594
2014-12-02,32.97511672973633
2014-12-03,32.441707611083984
2014-12-04,32.33798599243164
2014-12-05,32.33798599243164
2014-12-08,32.70841979980469
2014-12-09,32.77509307861328
2014-12-10,32.64915466308594
2014-12-11,32.908447265625
2014-12-12,32.412086486816406
2014-12-15,31.91571807861328
2014-12-16,31.649005889892578
2014-12-17,31.98979949951172
2014-12-18,32.63433837890625
2014-12-19,32.819541931152344
2014-12-22,32.967708587646484
2014-12-23,33.05661392211914
2014-12-24,33.01957321166992
2014-12-26,33.212188720703125
2014-12-29,33.227020263671875
2014-12-30,33.034393310546875
2014-12-31,32.597293853759766
2015-01-02,32.597293853759766
2015-01-05,32.100929260253906
2015-01-06,31.886083602905273
2015-01-07,33.29368209838867
2015-01-08,33.96659851074219
2015-01-09,33.86962890625
2015-01-12,33.98151397705078
2015-01-13,33.96659851074219
2015-01-14,34.003902435302734
2015-01-15,34.38438034057617
2015-01-16,34.727542877197266
2015-01-20,35.01851272583008
2015-01-21,35.14531707763672
2015-01-22,35.38405227661133
2015-01-23,34.839454650878906
2015-01-26,34.88420104980469
2015-01-27,34.727542877197266
2015-01-28,34.182952880859375
2015-01-29,34.66040802001953
2015-01-30,34.12327575683594
2015-02-02,34.56342697143555
2015-02-03,34.87675857543945
2015-02-04,35.38405227661133
2015-02-05,35.749595642089844
2015-02-06,35.8913459777832
2015-02-09,35.47357940673828
2015-02-10,35.8316764831543
2015-02-11,35.682464599609375
2015-02-12,35.60041046142578
2015-02-13,34.97373580932617
2015-02-17,34.98866653442383
2015-02-18,35.3019905090332
2015-02-19,34.787235260009766
2015-02-20,34.79468536376953
2015-02-23,35.21992874145508
2015-02-24,35.227386474609375
2015-02-25,35.190093994140625
2015-02-26,34.66787338256836
2015-02-27,34.75739288330078
2015-03-02,34.87675857543945
2015-03-03,35.025962829589844
2015-03-04,34.54850387573242
2015-03-05,34.526119232177734
2015-03-06,33.64579772949219
2015-03-09,33.93675994873047
2015-03-10,33.68311309814453
2015-03-11,33.3474006652832
2015-03-12,33.780086517333984
2015-03-13,33.817386627197266
2015-03-16,33.76517105102539
2015-03-17,33.69057083129883
2015-03-18,33.899452209472656
2015-03-19,33.795013427734375
2015-03-20,34.130733489990234
2015-03-23,34.085968017578125
2015-03-24,33.86216354370117
2015-03-25,33.86962890625
2015-03-26,33.601043701171875
2015-03-27,34.23516082763672
2015-03-30,34.652950286865234
2015-03-31,34.727542877197266
2015-04-01,34.74247741699219
2015-04-02,34.787235260009766
2015-04-06,34.809608459472656
2015-04-07,34.406761169433594
2015-04-08,34.48881912231445
2015-04-09,34.708133697509766
2015-04-10,34.41521453857422
2015-04-13,34.64054870605469
2015-04-14,34.93346405029297
2015-04-15,34.97853088378906
2015-04-16,34.93346405029297
2015-04-17,34.693111419677734
2015-04-20,34.850852966308594
2015-04-21,34.58796691894531
2015-04-22,34.63303756713867
2015-04-23,34.60299301147461
2015-04-24,34.407711029052734
2015-04-27,34.249961853027344
2015-04-28,34.1523323059082
2015-04-29,33.754241943359375
2015-04-30,33.58149719238281
2015-05-01,34.21240234375
2015-05-04,34.35513687133789
2015-05-05,34.09224319458008
2015-05-06,33.94953918457031
2015-05-07,34.15984344482422
2015-05-08,34.422733306884766
2015-05-11,34.40019226074219
2015-05-12,34.49782943725586
2015-05-13,34.407711029052734
2015-05-14,34.91093444824219
2015-05-15,35.18883514404297
2015-05-18,35.14378356933594
2015-05-19,35.0911979675293
2015-05-20,35.076171875
2015-05-21,35.248931884765625
2015-05-22,35.98500061035156
2015-05-26,35.85732650756836
2015-05-27,36.14273452758789
2015-05-28,36.34553146362305
2015-05-29,36.307979583740234
2015-06-01,36.29295349121094
2015-06-02,35.80474853515625
2015-06-03,35.5869255065918
2015-06-04,35.35408401489258
2015-06-05,34.955997467041016
2015-06-08,34.760711669921875
2015-06-09,34.97853088378906
2015-06-10,35.18132781982422
2015-06-11,35.17382049560547
2015-06-12,35.09871292114258
2015-06-15,34.798274993896484
2015-06-16,35.71460723876953
2015-06-17,35.87234115600586
2015-06-18,36.232872009277344
2015-06-19,36.255409240722656
2015-06-22,36.27793884277344
2015-06-23,36.27043151855469
2015-06-24,36.060115814208984
2015-06-25,35.827274322509766
2015-06-26,35.93993377685547
2015-06-29,35.30903625488281
2015-06-30,35.789710998535156
2015-07-01,35.93242645263672
2015-07-02,35.79722595214844
2015-07-06,35.50429916381836
2015-07-07,36.03757858276367
2015-07-08,35.729637145996094
2015-07-09,35.62528991699219
2015-07-10,36.00333023071289
2015-07-13,36.16209030151367
2015-07-14,36.38890838623047
2015-07-15,35.98064422607422
2015-07-16,36.305747985839844
2015-07-17,36.177215576171875
2015-07-20,35.995758056640625
2015-07-21,35.88235855102539
2015-07-22,36.532562255859375
2015-07-23,36.44184112548828
2015-07-24,36.502315521240234
2015-07-27,36.502315521240234
2015-07-28,37.04667663574219
2015-07-29,36.82741928100586
2015-07-30,37.175201416015625
2015-07-31,37.281044006347656
2015-08-03,37.71200942993164
2015-08-04,37.560787200927734
2015-08-05,37.802730560302734
2015-08-06,38.17319107055664
2015-08-07,38.01443099975586
2015-08-10,38.1656379699707
2015-08-11,38.04467010498047
2015-08-12,38.10515594482422
2015-08-13,37.99930953979492
2015-08-14,38.33198165893555
2015-08-17,38.23367691040039
2015-08-18,37.97661590576172
2015-08-19,37.88589859008789
2015-08-20,37.52300262451172
2015-08-21,36.75182342529297
2015-08-24,35.54214096069336
2015-08-25,34.89192581176758
2015-08-26,35.85966873168945
2015-08-27,36.07894515991211
2015-08-28,36.1394157409668
2015-08-31,36.28307342529297
2015-09-01,35.436279296875
2015-09-02,36.11674880981445
2015-09-03,36.69134521484375
2015-09-04,36.245262145996094
2015-09-08,37.333988189697266
2015-09-09,36.83498001098633
2015-09-10,37.16008758544922
2015-09-11,37.349098205566406
2015-09-14,37.43227005004883
2015-09-15,38.006866455078125
2015-09-16,38.982177734375
2015-09-17,38.9897346496582
2015-09-18,38.679752349853516
2015-09-21,38.91413879394531
2015-09-22,38.6495246887207
2015-09-23,38.830970764160156
2015-09-24,38.664634704589844
2015-09-25,39.065345764160156
2015-09-28,38.4075813293457
2015-09-29,38.24880599975586
2015-09-30,38.31686019897461
2015-10-01,37.81784439086914
2015-10-02,38.256378173828125
2015-10-05,38.830970764160156
2015-10-06,38.38489532470703
2015-10-07,38.43782043457031
2015-10-08,38.80830001831055
2015-10-09,39.00757598876953
2015-10-12,38.71092224121094
2015-10-13,38.262123107910156
2015-10-14,37.63837432861328
2015-10-15,37.65358352661133
2015-10-16,37.64598083496094
2015-10-19,37.57750701904297
2015-10-20,37.64598083496094
2015-10-21,37.81332015991211
2015-10-22,39.121700286865234
2015-10-23,39.121700286865234
2015-10-26,39.25859832763672
2015-10-27,38.93911361694336
2015-10-28,38.63484573364258
2015-10-29,38.94672775268555
2015-10-30,38.63484573364258
2015-11-02,38.59682083129883
2015-11-03,38.2088623046875
2015-11-04,38.36861038208008
2015-11-05,38.33818817138672
2015-11-06,37.0982780456543
2015-11-09,37.022216796875
2015-11-10,36.74076461791992
2015-11-11,37.17435836791992
2015-11-12,36.74076461791992
2015-11-13,36.48973846435547
2015-11-16,37.02982711791992
2015-11-17,36.5429801940918
2015-11-18,37.30366897583008
2015-11-19,37.63075256347656
2015-11-20,37.13630676269531
2015-11-23,37.874168395996094
2015-11-24,39.045631408691406
2015-11-25,39.950828552246094
2015-11-27,40.39201736450195
2015-11-30,39.73783874511719
2015-12-01,40.171424865722656
2015-12-02,40.080135345458984
2015-12-03,39.88997268676758
2015-12-04,40.40724182128906
2015-12-07,40.40724182128906
2015-12-08,40.68868637084961
2015-12-09,40.719112396240234
2015-12-10,40.80278778076172
2015-12-11,40.30834197998047
2015-12-14,40.50611114501953
2015-12-15,40.47568893432617
2015-12-16,40.8636360168457
2015-12-17,40.42243957519531
2015-12-18,39.71501922607422
2015-12-21,40.05732727050781
2015-12-22,40.4300537109375
2015-12-23,40.74953079223633
2015-12-24,40.55936813354492
2015-12-28,40.76475524902344
2015-12-29,40.833213806152344
2015-12-30,40.47568893432617
2015-12-31,39.97364807128906
2016-01-04,39.29664611816406
2016-01-05,39.441158294677734
2016-01-06,39.37269592285156
2016-01-07,38.89210891723633
2016-01-08,39.11403274536133
2016-01-11,39.33597946166992
2016-01-12,40.92778015136719
2016-01-13,40.39973068237305
2016-01-14,40.9354362487793
2016-01-15,40.55278778076172
2016-01-19,41.578285217285156
2016-01-20,41.402252197265625
2016-01-21,41.39460754394531
2016-01-22,41.82318115234375
2016-01-25,41.792572021484375
2016-01-26,42.20581817626953
2016-01-27,42.09101867675781
2016-01-28,42.649696350097656
2016-01-29,43.170082092285156
2016-02-01,43.51446533203125
2016-02-02,43.093563079833984
2016-02-03,43.0782470703125
2016-02-04,42.351219177246094
2016-02-05,42.73386764526367
2016-02-08,43.03232955932617
2016-02-09,43.78232192993164
2016-02-10,44.30271530151367
2016-02-11,43.874149322509766
2016-02-12,44.57057571411133
2016-02-16,45.488914489746094
2016-02-17,46.60624313354492
2016-02-18,46.65215301513672
2016-02-19,46.63685607910156
2016-02-22,46.491458892822266
2016-02-23,46.60624313354492
2016-02-24,46.323089599609375
2016-02-25,47.92254638671875
2016-02-26,47.43275833129883
2016-02-29,47.25674819946289
2016-03-01,46.7669677734375
2016-03-02,47.03480911254883
2016-03-03,47.34858703613281
2016-03-04,47.409793853759766
2016-03-07,47.486328125
2016-03-08,47.83836364746094
2016-03-09,48.40467834472656
2016-03-10,48.282230377197266
2016-03-11,48.97099685668945
2016-03-14,48.603660583496094
2016-03-15,48.71845245361328
2016-03-16,49.16996765136719
2016-03-17,49.261810302734375
2016-03-18,49.23884582519531
2016-03-21,49.215885162353516
2016-03-22,48.44294738769531
2016-03-23,48.54243087768555
2016-03-24,48.34345626831055
2016-03-28,48.504173278808594
2016-03-29,49.10874557495117
2016-03-30,49.101104736328125
2016-03-31,48.81793975830078
2016-04-01,49.86638641357422
2016-04-04,50.1036262512207
2016-04-05,49.28477096557617
2016-04-06,49.43782043457031
2016-04-07,49.10867691040039
2016-04-08,49.377838134765625
2016-04-11,49.13175964355469
2016-04-12,49.200958251953125
2016-04-13,48.30124282836914
2016-04-14,47.49378204345703
2016-04-15,47.69370651245117
2016-04-18,47.939796447753906
2016-04-19,47.539920806884766
2016-04-20,47.21693420410156
2016-04-21,46.00959014892578
2016-04-22,46.63249969482422
2016-04-25,46.94009780883789
2016-04-26,46.90165710449219
2016-04-27,47.40149688720703
2016-04-28,47.28614044189453
2016-04-29,47.45532989501953
2016-05-02,48.17818832397461
2016-05-03,47.77061080932617
2016-05-04,47.96286392211914
2016-05-05,48.49348831176758
2016-05-06,49.154823303222656
2016-05-09,49.939208984375
2016-05-10,50.31602478027344
2016-05-11,50.33908462524414
2016-05-12,51.13887023925781
2016-05-13,50.83124923706055
2016-05-16,50.662071228027344
2016-05-17,49.07023620605469
2016-05-18,48.80877685546875
2016-05-19,49.200958251953125
2016-05-20,46.06342697143555
2016-05-23,46.06342697143555
2016-05-24,46.840118408203125
2016-05-25,46.640167236328125
2016-05-26,47.10926818847656
2016-05-27,47.055442810058594
2016-05-31,46.578651428222656
2016-06-01,46.95547103881836
2016-06-02,46.70170211791992
2016-06-03,47.43994903564453
2016-06-06,47.2323112487793
2016-06-07,47.44763946533203
2016-06-08,47.44763946533203
2016-06-09,48.070518493652344
2016-06-10,48.21663284301758
2016-06-13,47.77061080932617
2016-06-14,48.00132369995117
2016-06-15,47.532230377197266
2016-06-16,48.25508499145508
2016-06-17,48.016700744628906
2016-06-20,47.99362564086914
2016-06-21,48.331993103027344
2016-06-22,48.13204574584961
2016-06-23,48.170494079589844
2016-06-24,47.98594665527344
2016-06-27,48.885677337646484
2016-06-28,48.25508499145508
2016-06-29,48.30891799926758
2016-06-30,51.161930084228516
2016-07-01,50.800498962402344
2016-07-05,51.66947937011719
2016-07-06,51.94633102416992
2016-07-07,51.63111877441406
2016-07-08,51.83969497680664
2016-07-11,51.538414001464844
2016-07-12,51.35298538208008
2016-07-13,51.54612731933594
2016-07-14,51.39933395385742
2016-07-15,51.4688720703125
2016-07-18,51.43024444580078
2016-07-19,51.47660446166992
2016-07-20,49.89281463623047
2016-07-21,48.934818267822266
2016-07-22,48.96572494506836
2016-07-25,49.243858337402344
2016-07-26,48.370849609375
2016-07-27,47.46693420410156
2016-07-28,47.582820892333984
2016-07-29,48.10816192626953
2016-08-01,47.938201904296875
2016-08-02,47.36650085449219
2016-08-03,47.026573181152344
2016-08-04,47.21971130371094
2016-08-05,47.37422561645508
2016-08-08,47.397396087646484
2016-08-09,47.38968276977539
2016-08-10,47.36650085449219
2016-08-11,47.196529388427734
2016-08-12,47.09608840942383
2016-08-15,46.82569885253906
2016-08-16,46.454864501953125
2016-08-17,46.68663024902344
2016-08-18,46.98793411254883
2016-08-19,47.150184631347656
2016-08-22,47.36650085449219
2016-08-23,46.702091217041016
2016-08-24,46.91840362548828
2016-08-25,47.22743606567383
2016-08-26,46.725257873535156
2016-08-29,47.21971130371094
2016-08-30,46.91840362548828
2016-08-31,46.910682678222656
2016-09-01,43.96717834472656
2016-09-02,44.600677490234375
2016-09-06,44.577510833740234
2016-09-07,44.1216926574707
2016-09-08,43.387752532958984
2016-09-09,42.452938079833984
2016-09-12,43.25640869140625
2016-09-13,42.83148193359375
2016-09-14,42.8701171875
2016-09-15,43.09416198730469
2016-09-16,42.78514862060547
2016-09-19,42.731056213378906
2016-09-20,42.50701904296875
2016-09-21,43.03235626220703
2016-09-22,42.7928581237793
2016-09-23,42.406578063964844
2016-09-26,42.167083740234375
2016-09-27,42.19025421142578
2016-09-28,42.43747329711914
2016-09-29,42.01255798339844
2016-09-30,42.25979232788086
2016-10-03,42.1747932434082
2016-10-04,41.44858169555664
2016-10-05,41.51811218261719
2016-10-06,41.6417350769043
2016-10-07,41.89056396484375
2016-10-10,42.10831069946289
2016-10-11,41.875022888183594
2016-10-12,42.26382064819336
2016-10-13,42.66041564941406
2016-10-14,42.2482795715332
2016-10-17,41.74282455444336
2016-10-18,42.310482025146484
2016-10-19,41.62617492675781
2016-10-20,41.36177444458008
2016-10-21,41.455108642578125
2016-10-24,41.31513595581055
2016-10-25,41.55618667602539
2016-10-26,41.72727584838867
2016-10-27,41.21403503417969
2016-10-28,42.154964447021484
2016-10-31,42.25605392456055
2016-11-01,41.53285598754883
2016-11-02,41.13627243041992
2016-11-03,41.004085540771484
2016-11-04,40.9107666015625
2016-11-07,41.875022888183594
2016-11-08,43.24362564086914
2016-11-09,42.73817825317383
2016-11-10,41.455108642578125
2016-11-11,41.60284423828125
2016-11-14,42.36492156982422
2016-11-15,42.72262191772461
2016-11-16,42.341583251953125
2016-11-17,42.162742614746094
2016-11-18,42.17051315307617
2016-11-21,42.800384521484375
2016-11-22,44.340087890625
2016-11-23,44.184547424316406
2016-11-25,44.72888946533203
2016-11-28,44.612239837646484
2016-11-29,44.82998275756836
2016-11-30,44.238983154296875
2016-12-01,44.44117736816406
2016-12-02,44.81443786621094
2016-12-05,44.74444580078125
2016-12-06,44.81443786621094
2016-12-07,45.6231575012207
2016-12-08,45.31988525390625
2016-12-09,45.96531295776367
2016-12-12,46.15972137451172
2016-12-13,46.649620056152344
2016-12-14,45.95753479003906
2016-12-15,46.237483978271484
2016-12-16,46.291908264160156
2016-12-19,46.517417907714844
2016-12-20,46.75849151611328
2016-12-21,46.82069778442383
2016-12-22,46.82069778442383
2016-12-23,46.8751335144043
2016-12-27,47.03843307495117
2016-12-28,47.06953430175781
2016-12-29,47.39613723754883
2016-12-30,47.02287292480469
2017-01-03,47.155086517333984
2017-01-04,47.48167419433594
2017-01-05,47.38059616088867
2017-01-06,47.201717376708984
2017-01-09,46.732460021972656
2017-01-10,46.935794830322266
2017-01-11,47.045318603515625
2017-01-12,48.15594482421875
2017-01-13,48.27326583862305
2017-01-17,48.562652587890625
2017-01-18,48.71907043457031
2017-01-19,48.67996597290039
2017-01-20,49.14924621582031
2017-01-23,49.36824035644531
2017-01-24,49.509029388427734
2017-01-25,49.35260009765625
2017-01-26,48.977176666259766
2017-01-27,48.94588851928711
2017-01-30,48.78947067260742
2017-01-31,48.67215347290039
2017-02-01,48.8754997253418
2017-02-02,49.3995361328125
2017-02-03,49.493377685546875
2017-02-06,48.961524963378906
2017-02-07,49.45428466796875
2017-02-08,49.58723449707031
2017-02-09,49.93137741088867
2017-02-10,49.485565185546875
2017-02-13,49.61070251464844
2017-02-14,49.2978515625
2017-02-15,49.626346588134766
2017-02-16,48.92242431640625
2017-02-17,45.73914337158203
2017-02-21,46.10675048828125
2017-02-22,46.27881622314453
2017-02-23,46.19278335571289
2017-02-24,46.23188781738281
2017-02-27,46.12239074707031
2017-02-28,46.41960525512695
2017-03-01,46.52910232543945
2017-03-02,46.79502868652344
2017-03-03,46.568199157714844
2017-03-06,46.3726806640625
2017-03-07,46.21625900268555
2017-03-08,45.87992858886719
2017-03-09,46.169315338134766
2017-03-10,46.29446029663086
2017-03-13,46.184959411621094
2017-03-14,46.10675048828125
2017-03-15,46.42741775512695
2017-03-16,46.01289749145508
2017-03-17,46.30228805541992
2017-03-20,46.145851135253906
2017-03-21,44.651981353759766
2017-03-22,44.51121139526367
2017-03-23,45.05086898803711
2017-03-24,44.92572784423828
2017-03-27,44.9648323059082
2017-03-28,45.06651306152344
2017-03-29,45.027400970458984
2017-03-30,44.66762161254883
2017-03-31,44.76929473876953
2017-04-03,44.495540618896484
2017-04-04,44.40951156616211
2017-04-05,44.401695251464844
2017-04-06,44.26092529296875
2017-04-07,44.1201286315918
2017-04-10,44.46641159057617
2017-04-11,44.576595306396484
2017-04-12,44.88353729248047
2017-04-13,44.18309020996094
2017-04-17,44.53725814819336
2017-04-18,45.009456634521484
2017-04-19,45.08028793334961
2017-04-20,45.2534294128418
2017-04-21,45.1353759765625
2017-04-24,45.63119888305664
2017-04-25,45.32426834106445
2017-04-26,45.17472457885742
2017-04-27,44.94649887084961
2017-04-28,45.284908294677734
2017-05-01,44.74974822998047
2017-05-02,44.789093017578125
2017-05-03,44.71038818359375
2017-05-04,45.0488166809082
2017-05-05,45.17472457885742
2017-05-08,45.52888870239258
2017-05-09,44.993717193603516
2017-05-10,45.2534294128418
2017-05-11,45.36362075805664
2017-05-12,45.0330696105957
2017-05-15,45.245567321777344
2017-05-16,44.94649887084961
2017-05-17,45.1826057434082
2017-05-18,44.81270980834961
2017-05-19,43.89976119995117
2017-05-22,45.245567321777344
2017-05-23,45.74137878417969
2017-05-24,45.94601058959961
2017-05-25,46.300167083740234
2017-05-26,46.40248107910156
2017-05-30,45.55249786376953
2017-05-31,45.371482849121094
2017-06-01,45.61545944213867
2017-06-02,45.434444427490234
2017-06-05,45.23768997192383
2017-06-06,45.30851745605469
2017-06-07,45.1353759765625
2017-06-08,44.59233093261719
2017-06-09,44.49789810180664
2017-06-12,44.77334213256836
2017-06-13,44.836307525634766
2017-06-14,44.8520622253418
2017-06-15,44.82844543457031
2017-06-16,43.32524108886719
2017-06-19,43.14422607421875
2017-06-20,43.02617263793945
2017-06-21,42.57757568359375
2017-06-22,42.45951843261719
2017-06-23,42.16832733154297
2017-06-26,42.333595275878906
2017-06-27,41.617427825927734
2017-06-28,41.62529754638672
2017-06-29,40.91698455810547
2017-06-30,41.04289245605469
2017-07-03,41.07437515258789
2017-07-05,40.924835205078125
2017-07-06,40.67300033569336
2017-07-07,40.594295501708984
2017-07-10,40.106346130371094
2017-07-11,40.50257873535156
2017-07-12,40.72446823120117
2017-07-13,40.69276809692383
2017-07-14,40.993892669677734
2017-07-17,41.041439056396484
2017-07-18,40.40748596191406
2017-07-19,41.659568786621094
2017-07-20,41.14446258544922
2017-07-21,41.20785903930664
2017-07-24,41.215782165527344
2017-07-25,41.62786865234375
2017-07-26,41.69126510620117
2017-07-27,42.0557975769043
2017-07-28,41.881446838378906
2017-07-31,41.865604400634766
2017-08-01,41.61994934082031
2017-08-02,41.77051544189453
2017-08-03,42.00823974609375
2017-08-04,42.14297103881836
2017-08-07,42.19050979614258
2017-08-08,42.19843673706055
2017-08-09,42.16674041748047
2017-08-10,42.19843673706055
2017-08-11,42.483726501464844
2017-08-14,42.67390441894531
2017-08-15,42.578819274902344
2017-08-16,42.784854888916016
2017-08-17,42.761085510253906
2017-08-18,42.547115325927734
2017-08-21,42.6501350402832
2017-08-22,42.79277420043945
2017-08-23,42.943336486816406
2017-08-24,41.58823776245117
2017-08-25,40.73239517211914
2017-08-28,40.20936584472656
2017-08-29,40.26482391357422
2017-08-30,39.82106018066406
2017-08-31,36.611602783203125
2017-09-01,35.97764205932617
2017-09-05,36.98405838012695
2017-09-06,37.66556930541992
2017-09-07,37.554630279541016
2017-09-08,37.97462844848633
2017-09-11,37.824058532714844
2017-09-12,37.54670715332031
2017-09-13,37.79236602783203
2017-09-14,37.83992385864258
