,LHX
2014-10-27,55.35957717895508
2014-10-28,55.652713775634766
2014-10-29,55.82367706298828
2014-10-30,56.16566848754883
2014-10-31,56.670501708984375
2014-11-03,57.08573913574219
2014-11-04,57.37889862060547
2014-11-05,57.58245086669922
2014-11-06,57.53357696533203
2014-11-07,57.64756774902344
2014-11-10,57.940704345703125
2014-11-11,58.0791015625
2014-11-12,57.84298324584961
2014-11-13,57.41142654418945
2014-11-14,57.50101852416992
2014-11-17,57.30559158325195
2014-11-18,58.051544189453125
2014-11-19,58.10070037841797
2014-11-20,58.60072708129883
2014-11-21,58.97780990600586
2014-11-24,58.24006271362305
2014-11-25,58.89582061767578
2014-11-26,58.66630554199219
2014-11-28,58.74827575683594
2014-12-01,58.78926467895508
2014-12-02,57.84660339355469
2014-12-03,57.67447280883789
2014-12-04,57.977752685546875
2014-12-05,58.44498825073242
2014-12-08,58.412200927734375
2014-12-09,58.092529296875
2014-12-10,57.108863830566406
2014-12-11,57.87937545776367
2014-12-12,56.65802001953125
2014-12-15,56.36293411254883
2014-12-16,56.01045608520508
2014-12-17,57.33837890625
2014-12-18,58.60072708129883
2014-12-19,59.715538024902344
2014-12-22,60.40408706665039
2014-12-23,60.30569839477539
2014-12-24,60.322105407714844
2014-12-26,60.47783660888672
2014-12-29,60.109004974365234
2014-12-30,59.66633605957031
2014-12-31,58.87123489379883
2015-01-02,58.70728302001953
2015-01-05,57.12526321411133
2015-01-06,55.97766876220703
2015-01-07,56.125213623046875
2015-01-08,57.412147521972656
2015-01-09,57.330196380615234
2015-01-12,56.4612922668457
2015-01-13,56.09243392944336
2015-01-14,56.084228515625
2015-01-15,55.17436599731445
2015-01-16,55.44485855102539
2015-01-20,55.43666076660156
2015-01-21,55.92030715942383
2015-01-22,56.633453369140625
2015-01-23,57.13346862792969
2015-01-26,57.20724105834961
2015-01-27,56.87114715576172
2015-01-28,55.94487762451172
2015-01-29,55.698970794677734
2015-01-30,55.02681350708008
2015-02-02,55.78914260864258
2015-02-03,56.69899368286133
2015-02-04,56.297359466552734
2015-02-05,56.961307525634766
2015-02-06,62.44517135620117
2015-02-09,62.00250244140625
2015-02-10,62.34676742553711
2015-02-11,62.77303695678711
2015-02-12,63.37141036987305
2015-02-13,63.715675354003906
2015-02-17,64.03535461425781
2015-02-18,64.31407165527344
2015-02-19,64.5271987915039
2015-02-20,64.21572875976562
2015-02-23,63.97799301147461
2015-02-24,64.3878402709961
2015-02-25,64.09272003173828
2015-02-26,63.72389221191406
2015-02-27,63.67470169067383
2015-03-02,64.56819915771484
2015-03-03,63.47798156738281
2015-03-04,62.90419006347656
2015-03-05,62.65827560424805
2015-03-06,62.023197174072266
2015-03-09,61.92422866821289
2015-03-10,60.10144805908203
2015-03-11,59.796295166015625
2015-03-12,59.796295166015625
2015-03-13,59.2932014465332
2015-03-16,59.985992431640625
2015-03-17,59.46638107299805
2015-03-18,59.65607452392578
2015-03-19,59.53237533569336
2015-03-20,60.002498626708984
2015-03-23,60.11796188354492
2015-03-24,59.27669906616211
2015-03-25,58.262229919433594
2015-03-26,60.43963623046875
2015-03-27,63.301597595214844
2015-03-30,64.02738952636719
2015-03-31,64.95938110351562
2015-04-01,64.81916809082031
2015-04-02,64.90992736816406
2015-04-06,66.56769561767578
2015-04-07,65.80066680908203
2015-04-08,66.08937072753906
2015-04-09,66.54297637939453
2015-04-10,66.80691528320312
2015-04-13,66.27078247070312
2015-04-14,66.39452362060547
2015-04-15,66.89763641357422
2015-04-16,66.27078247070312
2015-04-17,64.78619384765625
2015-04-20,65.40476989746094
2015-04-21,67.573974609375
2015-04-22,68.01107025146484
2015-04-23,67.63166809082031
2015-04-24,66.88937377929688
2015-04-27,66.59245300292969
2015-04-28,66.88114929199219
2015-04-29,65.37179565429688
2015-04-30,66.18004608154297
2015-05-01,66.35327911376953
2015-05-04,66.3697509765625
2015-05-05,65.38004302978516
2015-05-06,64.74496459960938
2015-05-07,64.4975357055664
2015-05-08,65.0501480102539
2015-05-11,64.5469970703125
2015-05-12,64.14286804199219
2015-05-13,63.79645538330078
2015-05-14,64.95113372802734
2015-05-15,64.88513946533203
2015-05-18,65.3305435180664
2015-05-19,65.48725891113281
2015-05-20,65.8854751586914
2015-05-21,65.81084442138672
2015-05-22,66.59075164794922
2015-05-26,65.61998748779297
2015-05-27,66.53266906738281
2015-05-28,65.75275421142578
2015-05-29,65.72787475585938
2015-06-01,66.1261215209961
2015-06-02,65.38770294189453
2015-06-03,65.17195892333984
2015-06-04,64.54971313476562
2015-06-05,65.1221923828125
2015-06-08,64.71566009521484
2015-06-09,64.72395324707031
2015-06-10,65.47064208984375
2015-06-11,65.24665832519531
2015-06-12,64.9230728149414
2015-06-15,64.73224639892578
2015-06-16,65.21346282958984
2015-06-17,65.21346282958984
2015-06-18,65.5702133178711
2015-06-19,65.68639373779297
2015-06-22,66.52437591552734
2015-06-23,66.08462524414062
2015-06-24,65.52043914794922
2015-06-25,65.0475082397461
2015-06-26,64.93965911865234
2015-06-29,63.977203369140625
2015-06-30,63.81127166748047
2015-07-01,64.20121765136719
2015-07-02,64.49993896484375
2015-07-06,63.612159729003906
2015-07-07,64.22615051269531
2015-07-08,63.75322723388672
2015-07-09,65.1221923828125
2015-07-10,65.83572387695312
2015-07-13,66.59075164794922
2015-07-14,67.03048706054688
2015-07-15,68.1173324584961
2015-07-16,68.29991912841797
2015-07-17,68.17543029785156
2015-07-20,67.66106414794922
2015-07-21,67.44532775878906
2015-07-22,67.71083068847656
2015-07-23,68.10909271240234
2015-07-24,67.23793029785156
2015-07-27,66.30035400390625
2015-07-28,66.78985595703125
2015-07-29,67.85186004638672
2015-07-30,68.31647491455078
2015-07-31,68.81431579589844
2015-08-03,68.27501678466797
2015-08-04,68.26669311523438
2015-08-05,68.91387176513672
2015-08-06,68.81431579589844
2015-08-07,67.6776351928711
2015-08-10,70.18328857421875
2015-08-11,68.80601501464844
2015-08-12,69.20425415039062
2015-08-13,68.51561737060547
2015-08-14,68.7562255859375
2015-08-17,68.88069915771484
2015-08-18,68.55711364746094
2015-08-19,68.02610778808594
2015-08-20,66.54925537109375
2015-08-21,65.06412506103516
2015-08-24,62.37592315673828
2015-08-25,61.19778823852539
2015-08-26,62.92353057861328
2015-08-27,63.93574905395508
2015-08-28,64.3339614868164
2015-08-31,63.736602783203125
2015-09-01,61.927894592285156
2015-09-02,62.50867462158203
2015-09-03,62.848854064941406
2015-09-04,61.363712310791016
2015-09-08,63.869388580322266
2015-09-09,63.07599639892578
2015-09-10,62.691829681396484
2015-09-11,61.87342071533203
2015-09-14,61.71477508544922
2015-09-15,61.73981475830078
2015-09-16,62.24924087524414
2015-09-17,62.34110641479492
2015-09-18,61.10514450073242
2015-09-21,61.37238693237305
2015-09-22,60.36189270019531
2015-09-23,60.50386047363281
2015-09-24,59.75227737426758
2015-09-25,60.31179428100586
2015-09-28,58.69166946411133
2015-09-29,59.35140609741211
2015-09-30,61.088436126708984
2015-10-01,61.1635856628418
2015-10-02,61.764888763427734
2015-10-05,62.4162712097168
2015-10-06,62.16573715209961
2015-10-07,62.40790557861328
2015-10-08,63.050933837890625
2015-10-09,63.24302673339844
2015-10-12,64.30362701416016
2015-10-13,63.10940933227539
2015-10-14,63.49357223510742
2015-10-15,63.835960388183594
2015-10-16,63.95287322998047
2015-10-19,62.90898513793945
2015-10-20,63.71904754638672
2015-10-21,62.60834503173828
2015-10-22,63.46849822998047
2015-10-23,63.87772750854492
2015-10-26,63.050933837890625
2015-10-27,62.55823516845703
2015-10-28,65.69822692871094
2015-10-29,66.28284454345703
2015-10-30,66.08238983154297
2015-11-02,66.5667724609375
2015-11-03,67.6440658569336
2015-11-04,66.65028381347656
2015-11-05,66.38304138183594
2015-11-06,66.45820617675781
2015-11-09,66.38304138183594
2015-11-10,66.0156021118164
2015-11-11,66.34966278076172
2015-11-12,65.73165893554688
2015-11-13,65.330810546875
2015-11-16,67.31836700439453
2015-11-17,68.22595977783203
2015-11-18,68.97382354736328
2015-11-19,69.92338562011719
2015-11-20,69.56204986572266
2015-11-23,69.52002716064453
2015-11-24,69.28472137451172
2015-11-25,69.67969512939453
2015-11-27,69.83092498779297
2015-11-30,69.85615539550781
2015-12-01,70.57882690429688
2015-12-02,70.36875915527344
2015-12-03,69.67969512939453
2015-12-04,70.81412506103516
2015-12-07,70.45277404785156
2015-12-08,70.81412506103516
2015-12-09,70.03262329101562
2015-12-10,69.90657806396484
2015-12-11,69.23432922363281
2015-12-14,68.8309555053711
2015-12-15,69.66287994384766
2015-12-16,70.21748352050781
2015-12-17,69.84774017333984
2015-12-18,69.50321197509766
2015-12-21,70.88136291503906
2015-12-22,72.81410217285156
2015-12-23,73.79727172851562
2015-12-24,75.19221496582031
2015-12-28,73.18384552001953
2015-12-29,74.20062255859375
2015-12-30,73.46952819824219
2015-12-31,73.024169921875
2016-01-04,73.6544189453125
2016-01-05,74.09139251708984
2016-01-06,73.41913604736328
2016-01-07,72.46952819824219
2016-01-08,72.13343048095703
2016-01-11,73.05777740478516
2016-01-12,74.7132339477539
2016-01-13,71.7636947631836
2016-01-14,70.9990005493164
2016-01-15,70.79731750488281
2016-01-19,70.87297058105469
2016-01-20,70.23431396484375
2016-01-21,69.620849609375
2016-01-22,70.63765716552734
2016-01-25,70.69648742675781
2016-01-26,71.94856262207031
2016-01-27,71.29310607910156
2016-01-28,71.2510986328125
2016-01-29,73.08300018310547
2016-02-01,72.8729019165039
2016-02-02,65.7469711303711
2016-02-03,65.4528579711914
2016-02-04,66.25116729736328
2016-02-05,63.59575271606445
2016-02-08,61.36048126220703
2016-02-09,61.11677932739258
2016-02-10,61.10837173461914
2016-02-11,60.25965881347656
2016-02-12,60.55377197265625
2016-02-16,61.73020553588867
2016-02-17,62.40248489379883
2016-02-18,62.47813034057617
2016-02-19,63.175567626953125
2016-02-22,64.23439025878906
2016-02-23,63.360450744628906
2016-02-24,63.41086959838867
2016-02-25,63.982276916503906
2016-02-26,64.31842803955078
2016-02-29,65.56208038330078
2016-03-01,66.72175598144531
2016-03-02,67.35199737548828
2016-03-03,67.62088775634766
2016-03-04,68.19232940673828
2016-03-07,66.66293334960938
2016-03-08,66.10479736328125
2016-03-09,67.44937133789062
2016-03-10,67.34788513183594
2016-03-11,68.00753784179688
2016-03-14,67.30560302734375
2016-03-15,65.67352294921875
2016-03-16,66.2654800415039
2016-03-17,66.4007568359375
2016-03-18,66.72211456298828
2016-03-21,66.43460083007812
2016-03-22,67.33097839355469
2016-03-23,66.84049987792969
2016-03-24,66.09634399414062
2016-03-28,65.82573699951172
2016-03-29,66.3669204711914
2016-03-30,66.56146240234375
2016-03-31,65.84262084960938
2016-04-01,65.79190063476562
2016-04-04,65.10691833496094
2016-04-05,63.47481918334961
2016-04-06,64.68409729003906
2016-04-07,64.54879760742188
2016-04-08,64.87010955810547
2016-04-11,64.65025329589844
2016-04-12,64.87860107421875
2016-04-13,66.24855041503906
2016-04-14,65.66506958007812
2016-04-15,65.44517517089844
2016-04-18,65.69889831542969
2016-04-19,66.62911224365234
2016-04-20,67.06037902832031
2016-04-21,66.76439666748047
2016-04-22,67.5085678100586
2016-04-25,66.61219024658203
2016-04-26,67.20415496826172
2016-04-27,68.29502868652344
2016-04-28,67.69461822509766
2016-04-29,67.66079711914062
2016-05-02,68.37963104248047
2016-05-03,64.63334655761719
2016-05-04,62.916656494140625
2016-05-05,63.23801803588867
2016-05-06,63.07735061645508
2016-05-09,63.99064636230469
2016-05-10,64.7771224975586
2016-05-11,64.31199645996094
2016-05-12,64.36273956298828
2016-05-13,64.20207214355469
2016-05-16,65.17456817626953
2016-05-17,65.52973937988281
2016-05-18,65.52129364013672
2016-05-19,65.54666137695312
2016-05-20,66.58679962158203
2016-05-23,66.24008178710938
2016-05-24,66.78975677490234
2016-05-25,67.11111450195312
2016-05-26,67.44937133789062
2016-05-27,67.59405517578125
2016-05-31,67.03240203857422
2016-06-01,67.70465850830078
2016-06-02,67.88338470458984
2016-06-03,68.07059478759766
2016-06-06,68.87052917480469
2016-06-07,69.22793579101562
2016-06-08,69.67047882080078
2016-06-09,69.11732482910156
2016-06-10,68.93009948730469
2016-06-13,68.59821319580078
2016-06-14,68.91309356689453
2016-06-15,69.1087875366211
2016-06-16,69.77257537841797
2016-06-17,69.70449829101562
2016-06-20,70.7767333984375
2016-06-21,71.05757904052734
2016-06-22,70.9639663696289
2016-06-23,71.6021957397461
2016-06-24,68.91309356689453
2016-06-27,66.79411315917969
2016-06-28,68.33438873291016
2016-06-29,69.85767364501953
2016-06-30,71.00653839111328
2016-07-01,70.28316497802734
2016-07-05,69.3896255493164
2016-07-06,70.15550231933594
2016-07-07,70.01085662841797
2016-07-08,71.65325927734375
2016-07-11,71.83197784423828
2016-07-12,72.30001831054688
2016-07-13,72.61489868164062
2016-07-14,72.81060791015625
2016-07-15,72.56379699707031
2016-07-18,72.37660217285156
2016-07-19,72.60637664794922
2016-07-20,73.2105712890625
2016-07-21,73.1255111694336
2016-07-22,73.66161346435547
2016-07-25,72.75955963134766
2016-07-26,73.45735168457031
2016-07-27,73.2105712890625
2016-07-28,73.6360855102539
2016-07-29,73.71263885498047
2016-08-01,72.88719177246094
2016-08-02,74.86150360107422
2016-08-03,74.94659423828125
2016-08-04,75.09976959228516
2016-08-05,75.51673126220703
2016-08-08,75.71247100830078
2016-08-09,76.4103012084961
2016-08-10,76.57197570800781
2016-08-11,76.48687744140625
2016-08-12,76.44432830810547
2016-08-15,77.22725677490234
2016-08-16,76.5889892578125
2016-08-17,76.52093505859375
2016-08-18,77.13362884521484
2016-08-19,77.3889389038086
2016-08-22,77.64421844482422
2016-08-23,77.72929382324219
2016-08-24,77.45702362060547
2016-08-25,77.66976928710938
2016-08-26,77.3038330078125
2016-08-29,78.81858825683594
2016-08-30,78.91217803955078
2016-08-31,79.12493133544922
2016-09-01,79.01433563232422
2016-09-02,79.7291488647461
2016-09-06,79.82275390625
2016-09-07,79.84842681884766
2016-09-08,79.42052459716797
2016-09-09,77.7602310180664
2016-09-12,78.66739654541016
2016-09-13,76.89582824707031
2016-09-14,76.63908386230469
2016-09-15,77.30662536621094
2016-09-16,76.47648620605469
2016-09-19,76.61341857910156
2016-09-20,76.43368530273438
2016-09-21,76.93863677978516
2016-09-22,77.7174301147461
2016-09-23,77.77732849121094
2016-09-26,77.1354751586914
2016-09-27,78.37641143798828
2016-09-28,78.69306945800781
2016-09-29,77.54627990722656
2016-09-30,78.40211486816406
2016-10-03,78.30794525146484
2016-10-04,78.10255432128906
2016-10-05,78.55614471435547
2016-10-06,78.9754867553711
2016-10-07,79.26646423339844
2016-10-10,79.12098693847656
2016-10-11,78.0255355834961
2016-10-12,77.93138885498047
2016-10-13,76.8359603881836
2016-10-14,76.7417984008789
2016-10-17,76.66477966308594
2016-10-18,77.35798645019531
2016-10-19,78.42776489257812
2016-10-20,77.92282104492188
2016-10-21,77.48638153076172
2016-10-24,78.1196517944336
2016-10-25,77.6318588256836
2016-10-26,78.20524597167969
2016-10-27,76.15129089355469
2016-10-28,76.50218200683594
2016-10-31,76.34813690185547
2016-11-01,79.360595703125
2016-11-02,79.72863006591797
2016-11-03,79.42052459716797
2016-11-04,80.66144561767578
2016-11-07,82.99787139892578
2016-11-08,83.4086685180664
2016-11-09,86.60945892333984
2016-11-10,87.98733520507812
2016-11-11,88.50936889648438
2016-11-14,89.9214859008789
2016-11-15,89.75032043457031
2016-11-16,89.45787811279297
2016-11-17,89.27722930908203
2016-11-18,89.0879898071289
2016-11-21,89.37183380126953
2016-11-22,89.5008544921875
2016-11-23,89.60408782958984
2016-11-25,90.13742065429688
2016-11-28,89.46648406982422
2016-11-29,90.04277801513672
2016-11-30,89.07938385009766
2016-12-01,89.75032043457031
2016-12-02,90.28363037109375
2016-12-05,91.12660217285156
2016-12-06,91.5910873413086
2016-12-07,92.15017700195312
2016-12-08,91.10079193115234
2016-12-09,90.7567138671875
2016-12-12,90.33525085449219
2016-12-13,90.70512390136719
2016-12-14,90.44707489013672
2016-12-15,90.31805419921875
2016-12-16,89.45787811279297
2016-12-19,89.75894165039062
2016-12-20,89.63851165771484
2016-12-21,89.27722930908203
2016-12-22,89.1998062133789
2016-12-23,89.21703338623047
2016-12-27,88.96756744384766
2016-12-28,88.89016723632812
2016-12-29,88.69231414794922
2016-12-30,88.14179229736328
2017-01-03,88.35686492919922
2017-01-04,88.83854675292969
2017-01-05,88.95037078857422
2017-01-06,89.93096160888672
2017-01-09,87.85794830322266
2017-01-10,87.48807525634766
2017-01-11,87.5569076538086
2017-01-12,87.5569076538086
2017-01-13,87.53109741210938
2017-01-17,86.17200469970703
2017-01-18,86.74830627441406
2017-01-19,86.00859069824219
2017-01-20,86.18062591552734
2017-01-23,86.62789916992188
2017-01-24,87.7977294921875
2017-01-25,86.98057556152344
2017-01-26,87.07518768310547
2017-01-27,88.19341278076172
2017-01-30,88.06441497802734
2017-01-31,88.3482437133789
2017-02-01,87.59134674072266
2017-02-02,90.30083465576172
2017-02-03,89.71593475341797
2017-02-06,90.42985534667969
2017-02-07,90.61048126220703
2017-02-08,90.24061584472656
2017-02-09,89.87936401367188
2017-02-10,90.9545669555664
2017-02-13,92.0469741821289
2017-02-14,92.84696960449219
2017-02-15,92.31364440917969
2017-02-16,93.4576644897461
2017-02-17,94.15440368652344
2017-02-21,95.49626922607422
2017-02-22,94.99738311767578
2017-02-23,94.48126220703125
2017-02-24,95.56509399414062
2017-02-27,95.79732513427734
2017-02-28,94.53288269042969
2017-03-01,95.40162658691406
2017-03-02,94.87694549560547
2017-03-03,95.01457977294922
2017-03-06,94.53288269042969
2017-03-07,94.38666534423828
2017-03-08,94.64471435546875
2017-03-09,94.61029815673828
2017-03-10,95.61293029785156
2017-03-13,95.7598648071289
2017-03-14,95.5610580444336
2017-03-15,96.58963775634766
2017-03-16,96.50321197509766
2017-03-17,97.07366180419922
2017-03-20,97.28109741210938
2017-03-21,95.85494232177734
2017-03-22,95.93274688720703
2017-03-23,96.30437469482422
2017-03-24,95.84629821777344
2017-03-27,95.7598648071289
2017-03-28,96.53778076171875
2017-03-29,96.05375671386719
2017-03-30,96.62421417236328
2017-03-31,96.17473602294922
2017-04-03,95.3104019165039
2017-04-04,95.17212677001953
2017-04-05,94.25591278076172
2017-04-06,94.63623809814453
2017-04-07,95.22398376464844
2017-04-10,95.12890625
2017-04-11,95.02517700195312
2017-04-12,95.32769775390625
2017-04-13,95.09432220458984
2017-04-17,95.25852966308594
2017-04-18,94.69673919677734
2017-04-19,94.57573699951172
2017-04-20,95.03382873535156
2017-04-21,95.3104019165039
2017-04-24,96.53778076171875
2017-04-25,96.12287139892578
2017-04-26,96.05375671386719
2017-04-27,97.92070007324219
2017-04-28,96.71063232421875
2017-05-01,94.82637786865234
2017-05-02,94.67945098876953
2017-05-03,94.42877197265625
2017-05-04,95.0770263671875
2017-05-05,95.69937896728516
2017-05-08,93.34837341308594
2017-05-09,93.78053283691406
2017-05-10,94.17813873291016
2017-05-11,94.18677520751953
2017-05-12,93.14091491699219
2017-05-15,93.89289093017578
2017-05-16,93.90152740478516
2017-05-17,92.63961791992188
2017-05-18,92.86433410644531
2017-05-19,93.18414306640625
2017-05-22,93.82376098632812
2017-05-23,94.16082763671875
2017-05-24,94.97331237792969
2017-05-25,95.98460388183594
2017-05-26,95.5610580444336
2017-05-30,95.53514099121094
2017-05-31,97.41108703613281
2017-06-01,98.45329284667969
2017-06-02,98.85282897949219
2017-06-05,97.91482543945312
2017-06-06,96.30809783935547
2017-06-07,95.92594909667969
2017-06-08,96.58600616455078
2017-06-09,94.71876525878906
2017-06-12,94.25843048095703
2017-06-13,94.93587493896484
2017-06-14,94.98797607421875
2017-06-15,95.10090637207031
2017-06-16,96.00413513183594
2017-06-19,97.51531219482422
2017-06-20,97.15923309326172
2017-06-21,97.020263671875
2017-06-22,96.39495086669922
2017-06-23,96.74235534667969
2017-06-26,96.32546997070312
2017-06-27,94.97059631347656
2017-06-28,95.89988708496094
2017-06-29,94.65796661376953
2017-06-30,94.73611450195312
2017-07-03,95.24851989746094
2017-07-05,96.2560043334961
2017-07-06,95.77830505371094
2017-07-07,97.97563171386719
2017-07-10,98.92229461669922
2017-07-11,99.63446807861328
2017-07-12,100.39004516601562
2017-07-13,99.99922180175781
2017-07-14,100.03395080566406
2017-07-17,98.56620788574219
2017-07-18,98.81806182861328
2017-07-19,99.38259887695312
2017-07-20,99.20890045166016
2017-07-21,98.95703125
2017-07-24,98.95703125
2017-07-25,99.85160064697266
2017-07-26,100.0774154663086
2017-07-27,98.90489959716797
2017-07-28,99.36524200439453
2017-07-31,99.41734313964844
2017-08-01,100.61587524414062
2017-08-02,100.96326446533203
2017-08-03,101.5364990234375
2017-08-04,101.34539794921875
2017-08-07,101.9446792602539
2017-08-08,101.51912689208984
2017-08-09,102.96080780029297
2017-08-10,102.68289184570312
2017-08-11,102.80449676513672
2017-08-14,104.0811996459961
2017-08-15,104.03775024414062
2017-08-16,104.43728637695312
2017-08-17,103.44719696044922
2017-08-18,103.09978485107422
2017-08-21,102.96952819824219
2017-08-22,104.21146392822266
2017-08-23,103.42111206054688
2017-08-24,103.21267700195312
2017-08-25,103.92485046386719
2017-08-28,105.37525177001953
2017-08-29,105.53160095214844
2017-08-30,106.2524185180664
2017-08-31,106.73880767822266
2017-09-01,106.95591735839844
2017-09-05,106.73009490966797
2017-09-06,106.58248138427734
2017-09-07,106.84424591064453
2017-09-08,106.89657592773438
2017-09-11,107.55973815917969
2017-09-12,107.90873718261719
2017-09-13,107.57718658447266
2017-09-14,108.41483306884766
