,AMGN
2015-05-08,122.71501922607422
2015-05-11,121.73990631103516
2015-05-12,120.20548248291016
2015-05-13,120.31938934326172
2015-05-14,123.04650115966797
2015-05-15,123.33517456054688
2015-05-18,124.15557861328125
2015-05-19,124.24678039550781
2015-05-20,124.5657730102539
2015-05-21,124.45942687988281
2015-05-22,124.261962890625
2015-05-26,120.79037475585938
2015-05-27,121.87665557861328
2015-05-28,119.52940368652344
2015-05-29,118.7013931274414
2015-06-01,119.28633117675781
2015-06-02,118.8381118774414
2015-06-03,119.3623275756836
2015-06-04,120.09150695800781
2015-06-05,119.45344543457031
2015-06-08,118.86092376708984
2015-06-09,117.59229278564453
2015-06-10,118.16204833984375
2015-06-11,119.99275207519531
2015-06-12,118.59500885009766
2015-06-15,118.5798110961914
2015-06-16,118.67858123779297
2015-06-17,118.23800659179688
2015-06-18,121.63360595703125
2015-06-19,122.0893783569336
2015-06-22,123.22882080078125
2015-06-23,122.82620239257812
2015-06-24,121.4588623046875
2015-06-25,120.60053253173828
2015-06-26,120.03833770751953
2015-06-29,115.16146850585938
2015-06-30,116.61994171142578
2015-07-01,117.7365951538086
2015-07-02,116.42244720458984
2015-07-06,117.36438751220703
2015-07-07,118.04046630859375
2015-07-08,115.70077514648438
2015-07-09,114.94114685058594
2015-07-10,117.06056213378906
2015-07-13,118.32156372070312
2015-07-14,121.02587127685547
2015-07-15,121.88421630859375
2015-07-16,123.85167694091797
2015-07-17,124.0264663696289
2015-07-20,124.8392333984375
2015-07-21,124.35311126708984
2015-07-22,124.77091217041016
2015-07-23,124.65696716308594
2015-07-24,120.47130584716797
2015-07-27,125.75082397460938
2015-07-28,131.22024536132812
2015-07-29,130.25552368164062
2015-07-30,130.42263793945312
2015-07-31,134.14488220214844
2015-08-03,133.38522338867188
2015-08-04,132.7851104736328
2015-08-05,134.03091430664062
2015-08-06,128.8805694580078
2015-08-07,130.89358520507812
2015-08-10,129.5946044921875
2015-08-11,128.04490661621094
2015-08-12,129.60980224609375
2015-08-13,128.65585327148438
2015-08-14,127.9995346069336
2015-08-17,129.5792694091797
2015-08-18,127.9995346069336
2015-08-19,127.12186431884766
2015-08-20,122.9854507446289
2015-08-21,118.43696594238281
2015-08-24,112.67495727539062
2015-08-25,110.80516815185547
2015-08-26,117.51348114013672
2015-08-27,118.84142303466797
2015-08-28,118.97119140625
2015-08-31,115.83451080322266
2015-09-01,112.53760528564453
2015-09-02,116.22377014160156
2015-09-03,113.88842010498047
2015-09-04,112.20182037353516
2015-09-08,117.95611572265625
2015-09-09,115.3002700805664
2015-09-10,116.87244415283203
2015-09-11,116.92588806152344
2015-09-14,115.23925018310547
2015-09-15,116.1092529296875
2015-09-16,115.37662506103516
2015-09-17,117.4601058959961
2015-09-18,114.92634582519531
2015-09-21,112.25521850585938
2015-09-22,111.3699951171875
2015-09-23,111.20968627929688
2015-09-24,109.52305603027344
2015-09-25,105.72245788574219
2015-09-28,100.92210388183594
2015-09-29,102.12794494628906
2015-09-30,105.56219482421875
2015-10-01,107.01986694335938
2015-10-02,108.7293930053711
2015-10-05,109.74441528320312
2015-10-06,107.775390625
2015-10-07,112.98787689208984
2015-10-08,114.3997573852539
2015-10-09,114.1631851196289
2015-10-12,116.7884750366211
2015-10-13,112.6291732788086
2015-10-14,112.80474853515625
2015-10-15,116.41453552246094
2015-10-16,116.46797943115234
2015-10-19,117.88749694824219
2015-10-20,114.81953430175781
2015-10-21,114.5447769165039
2015-10-22,116.23897552490234
2015-10-23,118.86433410644531
2015-10-26,121.02411651611328
2015-10-27,123.61888122558594
2015-10-28,124.1455078125
2015-10-29,122.5504379272461
2015-10-30,120.71884155273438
2015-11-02,123.87077331542969
2015-11-03,123.98519897460938
2015-11-04,123.54254150390625
2015-11-05,123.03888702392578
2015-11-06,122.45884704589844
2015-11-09,121.825439453125
2015-11-10,120.86382293701172
2015-11-11,119.7114486694336
2015-11-12,115.8072280883789
2015-11-13,116.24444580078125
2015-11-16,118.50721740722656
2015-11-17,120.88497924804688
2015-11-18,123.43157196044922
2015-11-19,122.33470916748047
2015-11-20,122.65686798095703
2015-11-23,124.62051391601562
2015-11-24,124.85822296142578
2015-11-25,125.75567626953125
2015-11-27,125.42586517333984
2015-11-30,123.56961822509766
2015-12-01,124.24462127685547
2015-12-02,123.12474060058594
2015-12-03,118.62223815917969
2015-12-04,123.8227767944336
2015-12-07,121.42196655273438
2015-12-08,122.22734069824219
2015-12-09,121.10746002197266
2015-12-10,122.47280883789062
2015-12-11,119.00576782226562
2015-12-14,121.27619934082031
2015-12-15,124.735595703125
2015-12-16,126.23896026611328
2015-12-17,123.8227767944336
2015-12-18,121.80547332763672
2015-12-21,122.17365264892578
2015-12-22,124.49004364013672
2015-12-23,124.81221008300781
2015-12-24,125.44886779785156
2015-12-28,124.0528564453125
2015-12-29,126.13154602050781
2015-12-30,125.24943542480469
2015-12-31,124.51309967041016
2016-01-04,121.45258331298828
2016-01-05,121.32222747802734
2016-01-06,120.20999145507812
2016-01-07,117.34130859375
2016-01-08,115.6001205444336
2016-01-11,113.2836685180664
2016-01-12,115.66149139404297
2016-01-13,111.57317352294922
2016-01-14,117.47940826416016
2016-01-15,116.0526351928711
2016-01-19,116.0526351928711
2016-01-20,118.90605163574219
2016-01-21,117.18788146972656
2016-01-22,119.71913146972656
2016-01-25,117.68643951416016
2016-01-26,117.95491790771484
2016-01-27,115.41602325439453
2016-01-28,113.7899398803711
2016-01-29,117.1495132446289
2016-02-01,117.1648941040039
2016-02-02,115.13990020751953
2016-02-03,115.58477020263672
2016-02-04,114.98653411865234
2016-02-05,111.25102996826172
2016-02-08,109.68626403808594
2016-02-09,109.80899047851562
2016-02-10,111.0745849609375
2016-02-11,109.25956726074219
2016-02-12,111.7774658203125
2016-02-16,113.65435791015625
2016-02-17,116.6820297241211
2016-02-18,115.31494903564453
2016-02-19,115.94824981689453
2016-02-22,114.74337005615234
2016-02-23,113.73931884765625
2016-02-24,113.62345886230469
2016-02-25,113.34539031982422
2016-02-26,114.0019302368164
2016-02-29,109.89290618896484
2016-03-01,114.6120834350586
2016-03-02,113.91693115234375
2016-03-03,112.64250946044922
2016-03-04,112.75066375732422
2016-03-07,113.77790069580078
2016-03-08,111.70792388916016
2016-03-09,108.8270263671875
2016-03-10,108.92743682861328
2016-03-11,111.66162109375
2016-03-14,111.70024108886719
2016-03-15,110.61115264892578
2016-03-16,111.20590209960938
2016-03-17,111.32178497314453
2016-03-18,112.38764190673828
2016-03-21,113.54618835449219
2016-03-22,116.33446502685547
2016-03-23,114.89785766601562
2016-03-24,115.26863861083984
2016-03-28,114.59663391113281
2016-03-29,115.46171569824219
2016-03-30,115.4539566040039
2016-03-31,115.80150604248047
2016-04-01,119.06861114501953
2016-04-04,119.45484924316406
2016-04-05,118.13407897949219
2016-04-06,123.3166732788086
2016-04-07,121.55567932128906
2016-04-08,120.8451156616211
2016-04-11,120.79105377197266
2016-04-12,122.49797821044922
2016-04-13,123.62562561035156
2016-04-14,123.6719741821289
2016-04-15,123.67970275878906
2016-04-18,124.892333984375
2016-04-19,125.20128631591797
2016-04-20,125.71104431152344
2016-04-21,126.93914794921875
2016-04-22,126.04314422607422
2016-04-25,126.25169372558594
2016-04-26,125.78058624267578
2016-04-27,124.3517074584961
2016-04-28,124.01182556152344
2016-04-29,122.26629638671875
2016-05-02,122.79917907714844
2016-05-03,120.7601547241211
2016-05-04,119.08407592773438
2016-05-05,119.13818359375
2016-05-06,118.31945037841797
2016-05-09,120.03408813476562
2016-05-10,121.447509765625
2016-05-11,119.08407592773438
2016-05-12,118.09546661376953
2016-05-13,118.4452896118164
2016-05-16,119.16058349609375
2016-05-17,116.70386505126953
2016-05-18,117.26358795166016
2016-05-19,115.58428955078125
2016-05-20,116.75822448730469
2016-05-23,116.07410430908203
2016-05-24,118.73299407958984
2016-05-25,120.94873809814453
2016-05-26,120.93316650390625
2016-05-27,121.8583755493164
2016-05-31,122.79906463623047
2016-06-01,122.87682342529297
2016-06-02,124.29177856445312
2016-06-03,123.76309967041016
2016-06-06,124.54056549072266
2016-06-07,123.52989196777344
2016-06-08,122.83792877197266
2016-06-09,121.88944244384766
2016-06-10,120.33453369140625
2016-06-13,119.01285552978516
2016-06-14,118.9428939819336
2016-06-15,118.09546661376953
2016-06-16,118.40644836425781
2016-06-17,116.3228530883789
2016-06-20,117.12364959716797
2016-06-21,116.1673812866211
2016-06-22,116.47058868408203
2016-06-23,118.38310241699219
2016-06-24,113.85831451416016
2016-06-27,112.40450286865234
2016-06-28,115.38990783691406
2016-06-29,116.696044921875
2016-06-30,118.28983306884766
2016-07-01,119.94581604003906
2016-07-05,119.9380111694336
2016-07-06,121.32189178466797
2016-07-07,121.74174499511719
2016-07-08,125.24803924560547
2016-07-11,124.53280639648438
2016-07-12,125.91667175292969
2016-07-13,124.79710388183594
2016-07-14,126.5230712890625
2016-07-15,126.94288635253906
2016-07-18,126.67079162597656
2016-07-19,126.32870483398438
2016-07-20,126.91954040527344
2016-07-21,127.65037536621094
2016-07-22,128.801025390625
2016-07-25,129.49293518066406
2016-07-26,130.35597229003906
2016-07-27,132.69607543945312
2016-07-28,133.1625518798828
2016-07-29,133.74563598632812
2016-08-01,135.4015655517578
2016-08-02,135.39385986328125
2016-08-03,134.8340606689453
2016-08-04,134.2432098388672
2016-08-05,135.01287841796875
2016-08-08,133.9866485595703
2016-08-09,133.7844696044922
2016-08-10,133.12364196777344
2016-08-11,134.0565948486328
2016-08-12,134.51536560058594
2016-08-15,136.5172119140625
2016-08-16,134.62478637695312
2016-08-17,136.3060302734375
2016-08-18,136.6501007080078
2016-08-19,135.76649475097656
2016-08-22,136.3373260498047
2016-08-23,136.37640380859375
2016-08-24,133.5925750732422
2016-08-25,133.1156005859375
2016-08-26,134.47621154785156
2016-08-29,134.1165008544922
2016-08-30,133.53005981445312
2016-08-31,132.98265075683594
2016-09-01,133.03738403320312
2016-09-02,132.75587463378906
2016-09-06,133.5925750732422
2016-09-07,133.42840576171875
2016-09-08,133.69424438476562
2016-09-09,130.23788452148438
2016-09-12,134.5309295654297
2016-09-13,132.38836669921875
2016-09-14,133.04519653320312
2016-09-15,135.0001220703125
2016-09-16,135.25039672851562
2016-09-19,134.01487731933594
2016-09-20,135.578857421875
2016-09-21,135.9463653564453
2016-09-22,137.33042907714844
2016-09-23,136.689208984375
2016-09-26,135.69607543945312
2016-09-27,134.21038818359375
2016-09-28,132.708984375
2016-09-29,129.37779235839844
2016-09-30,130.4412384033203
2016-10-03,130.8556365966797
2016-10-04,131.01986694335938
2016-10-05,130.77749633789062
2016-10-06,130.51161193847656
2016-10-07,130.98081970214844
2016-10-10,131.61422729492188
2016-10-11,128.49411010742188
2016-10-12,128.15003967285156
2016-10-13,128.4706573486328
2016-10-14,126.60171508789062
2016-10-17,127.16474914550781
2016-10-18,127.30552673339844
2016-10-19,125.96051788330078
2016-10-20,126.28892517089844
2016-10-21,123.95085144042969
2016-10-24,124.14636993408203
2016-10-25,123.47384643554688
2016-10-26,124.32621002197266
2016-10-27,125.56169128417969
2016-10-28,113.52708435058594
2016-10-31,110.38357543945312
2016-11-01,110.07077026367188
2016-11-02,108.4599380493164
2016-11-03,105.7386474609375
2016-11-04,105.87939453125
2016-11-07,108.85869598388672
2016-11-08,108.26444244384766
2016-11-09,114.49675750732422
2016-11-10,118.52392578125
2016-11-11,116.54551696777344
2016-11-14,115.27017211914062
2016-11-15,115.77400207519531
2016-11-16,115.9078598022461
2016-11-17,116.01020812988281
2016-11-18,114.33329772949219
2016-11-21,114.58529663085938
2016-11-22,113.62478637695312
2016-11-23,114.1758804321289
2016-11-25,114.49080657958984
2016-11-28,114.20738983154297
2016-11-29,114.93950653076172
2016-11-30,113.4201431274414
2016-12-01,112.0975341796875
2016-12-02,113.37289428710938
2016-12-05,114.38055419921875
2016-12-06,114.2388916015625
2016-12-07,111.15286254882812
2016-12-08,110.68048095703125
2016-12-09,112.9320297241211
2016-12-12,114.7506103515625
2016-12-13,116.80531311035156
2016-12-14,117.05724334716797
2016-12-15,118.39559936523438
2016-12-16,117.59259033203125
2016-12-19,116.30937957763672
2016-12-20,115.90000915527344
2016-12-21,115.07334899902344
2016-12-22,115.22293090820312
2016-12-23,116.15977478027344
2016-12-27,116.7974624633789
2016-12-28,116.2542724609375
2016-12-29,116.34085083007812
2016-12-30,115.10484313964844
2017-01-03,118.66326904296875
2017-01-04,120.34799194335938
2017-01-05,120.43462371826172
2017-01-06,123.42615509033203
2017-01-09,125.04793548583984
2017-01-10,124.9849624633789
2017-01-11,123.30023193359375
2017-01-12,122.30825805664062
2017-01-13,122.90660858154297
2017-01-17,121.86740112304688
2017-01-18,122.63106536865234
2017-01-19,121.08013916015625
2017-01-20,121.76504516601562
2017-01-23,120.22991943359375
2017-01-24,119.54499816894531
2017-01-25,121.31635284423828
2017-01-26,120.43462371826172
2017-01-27,123.72530364990234
2017-01-30,121.57614135742188
2017-01-31,123.34744262695312
2017-02-01,125.70134735107422
2017-02-02,125.63053131103516
2017-02-03,131.88917541503906
2017-02-06,131.1413116455078
2017-02-07,131.3302459716797
2017-02-08,132.3536834716797
2017-02-09,131.8419647216797
2017-02-10,132.17259216308594
2017-02-13,132.90188598632812
2017-02-14,133.21104431152344
2017-02-15,136.1756591796875
2017-02-16,136.42930603027344
2017-02-17,137.3647003173828
2017-02-21,137.24581909179688
2017-02-22,136.8256378173828
2017-02-23,137.9354248046875
2017-02-24,138.3714141845703
2017-02-27,139.61593627929688
2017-02-28,139.93295288085938
2017-03-01,141.28851318359375
2017-03-02,141.1537628173828
2017-03-03,142.84217834472656
2017-03-06,142.2555694580078
2017-03-07,140.60675048828125
2017-03-08,140.923828125
2017-03-09,141.82752990722656
2017-03-10,143.82504272460938
2017-03-13,143.51593017578125
2017-03-14,142.7787628173828
2017-03-15,144.74465942382812
2017-03-16,142.7707977294922
2017-03-17,133.6549530029297
2017-03-20,134.1543426513672
2017-03-21,132.25978088378906
2017-03-22,132.73541259765625
2017-03-23,131.6177215576172
2017-03-24,131.37991333007812
2017-03-27,130.72195434570312
2017-03-28,130.56344604492188
2017-03-29,129.25552368164062
2017-03-30,130.30186462402344
2017-03-31,130.05613708496094
2017-04-03,129.91342163085938
2017-04-04,130.28598022460938
2017-04-05,128.6055145263672
2017-04-06,128.61346435546875
2017-04-07,129.5091552734375
2017-04-10,129.0414581298828
2017-04-11,129.295166015625
2017-04-12,129.2476043701172
2017-04-13,128.1061248779297
2017-04-17,128.5023956298828
2017-04-18,127.82071685791016
2017-04-19,127.82864379882812
2017-04-20,128.4469451904297
2017-04-21,127.1549072265625
2017-04-24,129.3188934326172
2017-04-25,130.55551147460938
2017-04-26,130.484130859375
2017-04-27,128.9860076904297
2017-04-28,129.4616241455078
2017-05-01,128.890869140625
2017-05-02,129.59632873535156
2017-05-03,129.8500518798828
2017-05-04,130.2305145263672
2017-05-05,129.8500518798828
2017-05-08,129.2317352294922
2017-05-09,129.3822784423828
2017-05-10,127.23416137695312
2017-05-11,126.89330291748047
2017-05-12,127.00425720214844
2017-05-15,127.7228775024414
2017-05-16,127.73883056640625
2017-05-17,125.39946746826172
2017-05-18,126.11805725097656
2017-05-19,124.9603271484375
2017-05-22,122.17383575439453
2017-05-23,123.01217651367188
2017-05-24,123.43539428710938
2017-05-25,124.09803009033203
2017-05-26,123.7627182006836
2017-05-30,122.8365478515625
2017-05-31,123.94632720947266
2017-06-01,124.74474334716797
2017-06-02,127.06813049316406
2017-06-05,127.92247772216797
2017-06-06,127.37153625488281
2017-06-07,129.07220458984375
2017-06-08,129.8626251220703
2017-06-09,130.98838806152344
2017-06-12,131.64312744140625
2017-06-13,131.28378295898438
2017-06-14,131.8187713623047
2017-06-15,131.0282745361328
2017-06-16,129.67898559570312
2017-06-19,131.81072998046875
2017-06-20,132.76885986328125
2017-06-21,136.80885314941406
2017-06-22,138.7809600830078
2017-06-23,137.7270050048828
2017-06-26,138.66119384765625
2017-06-27,136.40965270996094
2017-06-28,138.9805450439453
2017-06-29,137.7988739013672
2017-06-30,137.5114288330078
2017-07-03,137.96653747558594
2017-07-05,139.1322021484375
2017-07-06,137.10423278808594
2017-07-07,136.87271118164062
2017-07-10,137.48748779296875
2017-07-11,138.38168334960938
2017-07-12,138.34182739257812
2017-07-13,139.75503540039062
2017-07-14,141.42369079589844
2017-07-17,141.63934326171875
2017-07-18,141.703125
2017-07-19,143.06040954589844
2017-07-20,143.17225646972656
2017-07-21,143.88284301757812
2017-07-24,144.56149291992188
2017-07-25,144.4257354736328
2017-07-26,140.4336700439453
2017-07-27,137.44757080078125
2017-07-28,139.35581970214844
2017-07-31,139.331787109375
2017-08-01,139.02841186523438
2017-08-02,139.29188537597656
2017-08-03,139.06837463378906
2017-08-04,138.8048858642578
2017-08-07,139.3877410888672
2017-08-08,138.67713928222656
2017-08-09,138.5653533935547
2017-08-10,135.02037048339844
2017-08-11,135.27589416503906
2017-08-14,137.0643310546875
2017-08-15,136.6785125732422
2017-08-16,137.76365661621094
2017-08-17,134.8860321044922
2017-08-18,134.4680633544922
2017-08-21,135.16737365722656
2017-08-22,136.70266723632812
2017-08-23,135.842529296875
2017-08-24,136.60614013671875
2017-08-25,136.43736267089844
2017-08-28,138.07713317871094
2017-08-29,138.4387969970703
2017-08-30,139.5802459716797
2017-08-31,142.8919219970703
2017-09-01,143.6475067138672
2017-09-05,142.06396484375
2017-09-06,143.3822479248047
2017-09-07,145.25511169433594
2017-09-08,145.19882202148438
2017-09-11,149.90110778808594
2017-09-12,153.5261993408203
2017-09-13,152.48121643066406
2017-09-14,152.2722930908203
2017-09-15,150.68878173828125
2017-09-18,149.88499450683594
