,ATO
2018-08-07,78.56071472167969
2018-08-08,78.48379516601562
2018-08-09,77.94558715820312
2018-08-10,77.9712142944336
2018-08-13,78.44107818603516
2018-08-14,79.10740661621094
2018-08-15,79.48332214355469
2018-08-16,80.45721435546875
2018-08-17,80.5938949584961
2018-08-20,79.95318603515625
2018-08-21,79.36372375488281
2018-08-22,79.03053283691406
2018-08-23,78.6973876953125
2018-08-24,79.19977569580078
2018-08-27,78.82191467285156
2018-08-28,78.83908081054688
2018-08-29,79.29425048828125
2018-08-30,79.4831771850586
2018-08-31,79.20836639404297
2018-09-04,79.34575653076172
2018-09-05,80.38492584228516
2018-09-06,80.77999877929688
2018-09-07,80.402099609375
2018-09-10,79.8696517944336
2018-09-11,80.50519561767578
2018-09-12,80.39351654052734
2018-09-13,81.1578598022461
2018-09-14,80.83151245117188
2018-09-17,81.38973236083984
2018-09-18,81.14928436279297
2018-09-19,79.6205825805664
2018-09-20,80.13587188720703
2018-09-21,80.73705291748047
2018-09-24,80.642578125
2018-09-25,80.29905700683594
2018-09-26,79.55188751220703
2018-09-27,80.11869812011719
2018-09-28,80.65119171142578
2018-10-01,79.65495300292969
2018-10-02,80.46223449707031
2018-10-03,79.6463623046875
2018-10-04,79.73225402832031
2018-10-05,81.2780990600586
2018-10-08,83.26195526123047
2018-10-09,83.15890502929688
