,META
2023-12-07,325.3471984863281
2023-12-08,331.4837341308594
2023-12-11,324.04217529296875
2023-12-12,332.9481506347656
2023-12-13,333.4661560058594
2023-12-14,331.90216064453125
2023-12-15,333.6454772949219
2023-12-18,343.30859375
2023-12-19,349.0267639160156
2023-12-20,347.9508361816406
2023-12-21,352.7425231933594
2023-12-22,352.04522705078125
2023-12-26,353.479736328125
2023-12-27,356.4682922363281
2023-12-28,356.9564208984375
2023-12-29,352.613037109375
2024-01-02,344.9722595214844
2024-01-03,343.1591491699219
2024-01-04,345.799072265625
2024-01-05,350.6107177734375
2024-01-08,357.295166015625
2024-01-09,356.06982421875
2024-01-10,369.0601806640625
2024-01-11,368.26324462890625
2024-01-12,373.0649108886719
2024-01-16,366.0616455078125
2024-01-17,366.9681701660156
2024-01-18,374.6986999511719
2024-01-19,381.9908142089844
2024-01-22,380.3271484375
2024-01-23,383.7341613769531
2024-01-24,389.2132568359375
2024-01-25,391.6838073730469
2024-01-26,392.64013671875
2024-01-29,399.4939270019531
2024-01-30,398.53759765625
2024-01-31,388.6553649902344
2024-02-01,393.2777099609375
2024-02-02,473.1824645996094
2024-02-05,457.6617431640625
2024-02-06,452.9895935058594
2024-02-07,467.8030090332031
2024-02-08,468.2114562988281
2024-02-09,466.32861328125
2024-02-12,467.1156311035156
2024-02-13,458.3690490722656
2024-02-14,471.4789733886719
2024-02-15,482.1880798339844
2024-02-16,471.5188293457031
2024-02-20,469.9548034667969
2024-02-21,466.74365234375
2024-02-22,484.7939147949219
2024-02-23,482.69970703125
2024-02-26,480.41595458984375
2024-02-27,485.71136474609375
2024-02-28,482.689697265625
2024-02-29,488.7829284667969
2024-03-01,500.9194641113281
2024-03-04,496.82073974609375
2024-03-05,488.8726501464844
2024-03-06,494.7265319824219
2024-03-07,510.78228759765625
2024-03-08,504.5594482421875
2024-03-11,482.2608642578125
2024-03-12,498.3764953613281
2024-03-13,494.20794677734375
2024-03-14,490.4782409667969
2024-03-15,482.7695007324219
2024-03-18,495.6141052246094
2024-03-19,494.8761291503906
2024-03-20,504.1305847167969
2024-03-21,506.3644714355469
2024-03-22,508.179443359375
2024-03-25,501.637451171875
2024-03-26,494.527099609375
2024-03-27,492.5026550292969
2024-03-28,484.24542236328125
2024-04-01,489.99957275390625
2024-04-02,496.0030212402344
2024-04-03,505.3472595214844
2024-04-04,509.51580810546875
2024-04-05,525.890625
2024-04-08,517.8229370117188
2024-04-09,515.4793701171875
2024-04-10,518.4013061523438
2024-04-11,521.7221069335938
2024-04-12,510.4930725097656
2024-04-15,498.8551940917969
2024-04-16,498.3864440917969
2024-04-17,492.81182861328125
2024-04-18,500.42083740234375
2024-04-19,479.7478332519531
2024-04-22,480.406005859375
2024-04-23,494.73651123046875
2024-04-24,492.1436767578125
2024-04-25,440.1669006347656
2024-04-26,442.0716552734375
2024-04-29,431.43096923828125
2024-04-30,428.98773193359375
2024-05-01,437.98291015625
2024-05-02,440.466064453125
2024-05-03,450.7178039550781
2024-05-06,464.4001159667969
2024-05-07,466.9530944824219
2024-05-08,471.30108642578125
2024-05-09,474.11334228515625
2024-05-10,474.8912048339844
2024-05-13,466.7237243652344
2024-05-14,470.5531921386719
2024-05-15,480.2165222167969
2024-05-16,471.92938232421875
2024-05-17,470.6130065917969
2024-05-20,467.5514221191406
2024-05-21,463.3529968261719
2024-05-22,466.4943542480469
2024-05-23,464.4998474121094
2024-05-24,476.9056701660156
2024-05-28,478.60101318359375
2024-05-29,473.0562438964844
2024-05-30,465.7663269042969
2024-05-31,465.5469665527344
2024-06-03,476.1776428222656
2024-06-04,475.67901611328125
2024-06-05,493.6993713378906
2024-06-06,492.4029541015625
2024-06-07,491.6051330566406
