,VRSK
2014-07-17,59.140052795410156
2014-07-18,60.13116455078125
2014-07-21,59.929100036621094
2014-07-22,60.1600341796875
2014-07-23,60.42947006225586
2014-07-24,60.81437683105469
2014-07-25,60.593055725097656
2014-07-28,60.29475784301758
2014-07-29,59.84248733520508
2014-07-30,58.49534606933594
2014-07-31,57.773658752441406
2014-08-01,57.22517013549805
2014-08-04,57.302154541015625
2014-08-05,57.17705535888672
2014-08-06,57.46573257446289
2014-08-07,58.12006378173828
2014-08-08,57.89875030517578
2014-08-11,58.456844329833984
2014-08-12,58.456844329833984
2014-08-13,59.30364227294922
2014-08-14,60.102294921875
2014-08-15,60.323612213134766
2014-08-18,61.36286163330078
2014-08-19,61.15115737915039
2014-08-20,61.18003463745117
2014-08-21,61.728515625
2014-08-22,61.391719818115234
2014-08-25,61.228145599365234
2014-08-26,61.651527404785156
2014-08-27,61.391719818115234
2014-08-28,61.46870803833008
2014-08-29,61.767005920410156
2014-09-02,62.03642272949219
2014-09-03,61.84397506713867
2014-09-04,61.853607177734375
2014-09-05,62.200016021728516
2014-09-08,61.795867919921875
2014-09-09,61.81510925292969
2014-09-10,62.23851013183594
2014-09-11,62.325103759765625
2014-09-12,62.19038391113281
2014-09-15,61.834373474121094
2014-09-16,62.0652961730957
2014-09-17,62.325103759765625
2014-09-18,62.200016021728516
2014-09-19,61.64189910888672
2014-09-22,60.766265869140625
2014-09-23,59.86174011230469
2014-09-24,60.00607681274414
2014-09-25,59.01496124267578
2014-09-26,59.02458572387695
2014-09-29,58.63005828857422
2014-09-30,58.59156799316406
2014-10-01,57.84101104736328
2014-10-02,57.908363342285156
2014-10-03,57.98534393310547
2014-10-06,58.17780685424805
2014-10-07,57.523460388183594
2014-10-08,58.19703674316406
2014-10-09,57.475345611572266
2014-10-10,56.84026336669922
2014-10-13,56.878761291503906
2014-10-14,57.37913513183594
2014-10-15,56.936485290527344
2014-10-16,57.003841400146484
2014-10-17,57.215553283691406
2014-10-20,57.68704605102539
2014-10-21,58.784027099609375
2014-10-22,58.39912033081055
2014-10-23,58.860992431640625
2014-10-24,59.534576416015625
2014-10-27,60.102294921875
2014-10-28,60.756629943847656
2014-10-29,59.20740509033203
2014-10-30,59.52496337890625
2014-10-31,59.99645233154297
2014-11-03,59.659664154052734
2014-11-04,59.659664154052734
2014-11-05,60.45833969116211
2014-11-06,61.48794174194336
2014-11-07,61.824737548828125
2014-11-10,61.57455825805664
2014-11-11,60.63153839111328
2014-11-12,60.73738479614258
2014-11-13,60.775875091552734
2014-11-14,60.496826171875
2014-11-17,60.69890213012695
2014-11-18,60.323612213134766
2014-11-19,59.86174011230469
2014-11-20,59.8328742980957
2014-11-21,59.94834518432617
2014-11-24,59.755889892578125
2014-11-25,59.84248733520508
2014-11-26,59.68853759765625
2014-11-28,59.64042282104492
2014-12-01,60.025333404541016
2014-12-02,60.18889617919922
2014-12-03,60.29475784301758
2014-12-04,60.063812255859375
2014-12-05,60.87210464477539
2014-12-08,61.0068244934082
2014-12-09,60.91059494018555
2014-12-10,60.621917724609375
2014-12-11,60.51606369018555
2014-12-12,60.034942626953125
2014-12-15,60.21778106689453
2014-12-16,60.40060043334961
2014-12-17,61.343597412109375
2014-12-18,62.4020881652832
2014-12-19,62.25774002075195
2014-12-22,62.690765380859375
2014-12-23,62.46945571899414
2014-12-24,62.430965423583984
2014-12-26,62.315486907958984
2014-12-29,62.26736831665039
2014-12-30,62.37321853637695
2014-12-31,61.632293701171875
2015-01-02,61.555301666259766
2015-01-05,60.756629943847656
2015-01-06,60.54494094848633
2015-01-07,60.58341979980469
2015-01-08,61.18965148925781
2015-01-09,60.70852279663086
2015-01-12,60.593055725097656
2015-01-13,61.03569030761719
2015-01-14,60.593055725097656
2015-01-15,60.333248138427734
2015-01-16,60.52570343017578
2015-01-20,60.81437683105469
2015-01-21,61.03569030761719
2015-01-22,61.834373474121094
2015-01-23,62.65227127075195
2015-01-26,62.45982360839844
2015-01-27,61.87285232543945
2015-01-28,61.59379959106445
2015-01-29,61.834373474121094
2015-01-30,61.920963287353516
2015-02-02,62.42134475708008
2015-02-03,63.25849914550781
2015-02-04,63.26810836791992
2015-02-05,64.2496109008789
2015-02-06,63.47018814086914
2015-02-09,63.479801177978516
2015-02-10,63.585655212402344
2015-02-11,63.95130920410156
2015-02-12,64.89432525634766
2015-02-13,65.33695983886719
2015-02-17,65.00979614257812
2015-02-18,65.13488006591797
2015-02-19,64.96168518066406
2015-02-20,65.24072265625
2015-02-23,65.24072265625
2015-02-24,65.34657287597656
2015-02-25,69.45539855957031
2015-02-26,69.54203033447266
2015-02-27,69.09937286376953
2015-03-02,69.15711212158203
2015-03-03,68.89728546142578
2015-03-04,68.02163696289062
2015-03-05,68.40653991699219
2015-03-06,67.99278259277344
2015-03-09,68.66636657714844
2015-03-10,65.95281982421875
2015-03-11,67.14598846435547
2015-03-12,68.3199462890625
2015-03-13,68.54126739501953
2015-03-16,68.93577575683594
2015-03-17,69.00312805175781
2015-03-18,69.04163360595703
2015-03-19,68.84919738769531
2015-03-20,68.80107879638672
2015-03-23,68.42578887939453
2015-03-24,67.97354125976562
2015-03-25,67.12675476074219
2015-03-26,67.20372009277344
2015-03-27,67.81956481933594
2015-03-30,68.47390747070312
2015-03-31,68.70484924316406
2015-04-01,68.8299331665039
2015-04-02,69.54203033447266
2015-04-06,69.33992004394531
2015-04-07,69.01277160644531
2015-04-08,69.6671142578125
2015-04-09,70.11935424804688
2015-04-10,70.10973358154297
2015-04-13,69.80180358886719
2015-04-14,70.00386810302734
2015-04-15,69.90766143798828
2015-04-16,69.92689514160156
2015-04-17,69.12823486328125
2015-04-20,69.64784240722656
2015-04-21,69.8691635131836
2015-04-22,69.56124114990234
2015-04-23,69.74407196044922
2015-04-24,69.93651580810547
2015-04-27,70.18672943115234
2015-04-28,69.89804077148438
2015-04-29,73.94913482666016
2015-04-30,72.20745086669922
2015-05-01,72.85215759277344
2015-05-04,73.50647735595703
2015-05-05,71.69742584228516
2015-05-06,69.75369262695312
2015-05-07,69.3783950805664
2015-05-08,70.8795394897461
2015-05-11,70.98538208007812
2015-05-12,70.96613311767578
2015-05-13,70.45616912841797
2015-05-14,70.67745971679688
2015-05-15,70.95650482177734
2015-05-18,70.59086608886719
2015-05-19,70.62934112548828
2015-05-20,70.36954498291016
2015-05-21,70.63897705078125
2015-05-22,70.66786193847656
2015-05-26,69.71522521972656
2015-05-27,70.62934112548828
2015-05-28,70.3984146118164
2015-05-29,69.8403091430664
2015-06-01,70.79293823242188
2015-06-02,70.10010528564453
2015-06-03,71.37991333007812
2015-06-04,70.95650482177734
2015-06-05,71.24518585205078
2015-06-08,70.43689727783203
2015-06-09,70.91799926757812
2015-06-10,71.24518585205078
2015-06-11,71.71669006347656
2015-06-12,71.44725036621094
2015-06-15,71.11048126220703
2015-06-16,71.33177947998047
2015-06-17,71.97650146484375
2015-06-18,72.48648834228516
2015-06-19,72.40950775146484
2015-06-22,72.44803619384766
2015-06-23,72.13044738769531
2015-06-24,71.2933120727539
2015-06-25,71.841796875
2015-06-26,71.69742584228516
2015-06-29,69.93651580810547
2015-06-30,70.01351165771484
2015-07-01,70.19634246826172
2015-07-02,70.30220794677734
2015-07-06,70.97576904296875
2015-07-07,70.64859008789062
2015-07-08,69.2725601196289
2015-07-09,69.6671142578125
2015-07-10,70.47539520263672
2015-07-13,71.40878295898438
2015-07-14,71.79367065429688
2015-07-15,72.1882095336914
2015-07-16,72.76555633544922
2015-07-17,72.54423522949219
2015-07-20,72.68856048583984
2015-07-21,71.01426696777344
2015-07-22,71.60120391845703
2015-07-23,71.34141540527344
2015-07-24,71.63970947265625
2015-07-27,70.17707824707031
2015-07-28,70.47539520263672
2015-07-29,75.6330795288086
2015-07-30,75.60417938232422
2015-07-31,75.16158294677734
2015-08-03,74.86327362060547
2015-08-04,74.68043518066406
2015-08-05,75.04608917236328
2015-08-06,73.70854949951172
2015-08-07,74.7285385131836
2015-08-10,74.90174865722656
2015-08-11,74.09346771240234
2015-08-12,73.85289764404297
2015-08-13,73.97799682617188
2015-08-14,73.90101623535156
2015-08-17,73.82401275634766
2015-08-18,74.31477355957031
2015-08-19,74.71892547607422
2015-08-20,72.5153579711914
2015-08-21,71.12971496582031
2015-08-24,68.87803649902344
2015-08-25,68.09861755371094
2015-08-26,69.90766143798828
2015-08-27,71.44725036621094
2015-08-28,71.14896392822266
2015-08-31,70.3214340209961
2015-09-01,68.87803649902344
2015-09-02,70.8795394897461
2015-09-03,71.0334701538086
2015-09-04,70.06159210205078
2015-09-08,71.95724487304688
2015-09-09,70.6966781616211
2015-09-10,70.97576904296875
2015-09-11,71.08161163330078
2015-09-14,70.40803527832031
2015-09-15,71.0334701538086
2015-09-16,70.99500274658203
2015-09-17,70.79293823242188
2015-09-18,70.24444580078125
2015-09-21,71.50496673583984
2015-09-22,71.00463104248047
2015-09-23,71.45686340332031
2015-09-24,70.75443267822266
2015-09-25,70.99500274658203
2015-09-28,69.01277160644531
2015-09-29,69.52274322509766
2015-09-30,71.12013244628906
2015-10-01,75.20966339111328
2015-10-02,76.86473846435547
2015-10-05,78.21188354492188
2015-10-06,77.76927185058594
2015-10-07,77.88473510742188
2015-10-08,78.33698272705078
2015-10-09,78.06754302978516
2015-10-12,78.38510131835938
2015-10-13,77.54795837402344
2015-10-14,76.04682159423828
2015-10-15,76.47021484375
2015-10-16,76.5279312133789
2015-10-19,76.60494232177734
2015-10-20,76.81664276123047
2015-10-21,76.21038818359375
2015-10-22,76.93209838867188
2015-10-23,78.0868148803711
2015-10-26,78.4236068725586
2015-10-27,77.29774475097656
2015-10-28,69.91727447509766
2015-10-29,67.6078872680664
2015-10-30,68.90692138671875
2015-11-02,67.6559829711914
2015-11-03,67.24221801757812
2015-11-04,66.80921936035156
2015-11-05,66.4242935180664
2015-11-06,67.4731674194336
2015-11-09,67.4731674194336
2015-11-10,68.34880828857422
2015-11-11,68.18521881103516
2015-11-12,69.21483612060547
2015-11-13,68.95504760742188
2015-11-16,69.97500610351562
2015-11-17,68.87803649902344
2015-11-18,70.56199645996094
2015-11-19,70.50423431396484
2015-11-20,70.99500274658203
2015-11-23,70.86028289794922
2015-11-24,70.8795394897461
2015-11-25,71.64933013916016
2015-11-27,72.05347442626953
2015-11-30,72.12081909179688
2015-12-01,73.22742462158203
2015-12-02,72.14006805419922
2015-12-03,71.35103607177734
2015-12-04,72.47686767578125
2015-12-07,72.92914581298828
2015-12-08,73.70854949951172
2015-12-09,73.58345794677734
2015-12-10,73.3910140991211
2015-12-11,72.21705627441406
2015-12-14,73.25630950927734
2015-12-15,74.27629089355469
2015-12-16,75.84475708007812
2015-12-17,74.00684356689453
2015-12-18,72.26516723632812
2015-12-21,73.10236358642578
2015-12-22,73.400634765625
2015-12-23,74.09346771240234
2015-12-24,74.05496978759766
2015-12-28,74.25703430175781
2015-12-29,74.8343734741211
2015-12-30,74.58419799804688
2015-12-31,73.97799682617188
2016-01-04,72.4576187133789
2016-01-05,72.19783020019531
2016-01-06,71.82254028320312
2016-01-07,70.2829360961914
2016-01-08,70.6004867553711
2016-01-11,71.24518585205078
2016-01-12,71.71669006347656
2016-01-13,69.17632293701172
2016-01-14,69.61896514892578
2016-01-15,69.33992004394531
2016-01-19,68.8299331665039
2016-01-20,68.29106903076172
2016-01-21,67.78108215332031
2016-01-22,68.45465850830078
2016-01-25,67.30956268310547
2016-01-26,68.51239776611328
2016-01-27,68.16596984863281
2016-01-28,68.52203369140625
2016-01-29,70.24444580078125
2016-02-01,69.38804626464844
2016-02-02,68.05050659179688
2016-02-03,66.27033233642578
2016-02-04,66.32806396484375
2016-02-05,65.36582946777344
2016-02-08,63.46057891845703
2016-02-09,65.21185302734375
2016-02-10,64.3650894165039
2016-02-11,63.84546661376953
2016-02-12,65.49092102050781
2016-02-16,65.64485931396484
2016-02-17,65.80847930908203
2016-02-18,65.86619567871094
2016-02-19,65.38507080078125
2016-02-22,65.89506530761719
2016-02-23,65.44279479980469
2016-02-24,68.9454116821289
2016-02-25,71.11048126220703
2016-02-26,71.23556518554688
2016-02-29,70.09046936035156
2016-03-01,71.53388977050781
2016-03-02,71.841796875
2016-03-03,73.27555084228516
2016-03-04,73.8047866821289
2016-03-07,73.26593017578125
2016-03-08,72.79439544677734
2016-03-09,73.59309387207031
2016-03-10,72.88101959228516
2016-03-11,73.41988372802734
2016-03-14,73.69892120361328
2016-03-15,73.57384490966797
2016-03-16,74.00684356689453
2016-03-17,74.27629089355469
2016-03-18,74.55533599853516
2016-03-21,75.05574035644531
2016-03-22,74.93061065673828
2016-03-23,74.59382629394531
2016-03-24,74.68043518066406
2016-03-28,74.82476043701172
2016-03-29,75.66191101074219
2016-03-30,75.7581558227539
2016-03-31,76.90323638916016
2016-04-01,77.16304016113281
2016-04-04,76.45098114013672
2016-04-05,75.73890686035156
2016-04-06,76.73965454101562
2016-04-07,75.31551361083984
2016-04-08,74.65155029296875
2016-04-11,73.93949890136719
2016-04-12,74.8055419921875
2016-04-13,75.60417938232422
2016-04-14,74.92098999023438
2016-04-15,75.20003509521484
2016-04-18,75.6426773071289
2016-04-19,75.6330795288086
2016-04-20,75.6234359741211
2016-04-21,75.11344909667969
2016-04-22,75.238525390625
2016-04-25,75.469482421875
2016-04-26,75.8158950805664
2016-04-27,75.72929382324219
2016-04-28,75.71004486083984
2016-04-29,74.65155029296875
2016-05-02,74.84400939941406
2016-05-03,74.21855163574219
2016-05-04,74.56494140625
2016-05-05,74.31477355957031
2016-05-06,74.91136169433594
2016-05-09,74.8343734741211
2016-05-10,75.78701782226562
2016-05-11,74.53609466552734
2016-05-12,74.87288665771484
2016-05-13,74.1704330444336
2016-05-16,74.9594955444336
2016-05-17,73.95873260498047
2016-05-18,73.76630401611328
2016-05-19,73.45836639404297
2016-05-20,74.1319580078125
2016-05-23,74.08385467529297
2016-05-24,75.8158950805664
2016-05-25,76.19114685058594
2016-05-26,75.99871063232422
2016-05-27,76.26815795898438
2016-05-31,76.39324951171875
2016-06-01,76.44136047363281
2016-06-02,76.96097564697266
2016-06-03,76.76852416992188
2016-06-06,76.88399505615234
2016-06-07,76.61455535888672
2016-06-08,76.90323638916016
2016-06-09,76.5760726928711
2016-06-10,75.78701782226562
2016-06-13,76.11419677734375
2016-06-14,75.88327026367188
2016-06-15,75.43098449707031
2016-06-16,75.45985412597656
2016-06-17,74.86327362060547
2016-06-20,75.94099426269531
2016-06-21,77.13419342041016
2016-06-22,75.97947692871094
2016-06-23,77.10531616210938
2016-06-24,75.01722717285156
2016-06-27,73.13119506835938
2016-06-28,74.54572296142578
2016-06-29,76.17192077636719
2016-06-30,78.01946258544922
2016-07-01,77.87510681152344
2016-07-05,78.53910064697266
2016-07-06,78.57756805419922
2016-07-07,78.7603759765625
2016-07-08,80.25187683105469
2016-07-11,80.84848022460938
2016-07-12,81.2911148071289
2016-07-13,81.51244354248047
2016-07-14,82.36882019042969
2016-07-15,82.02241516113281
2016-07-18,81.84920501708984
2016-07-19,82.31108093261719
2016-07-20,82.17636108398438
2016-07-21,81.59903717041016
2016-07-22,82.51317596435547
2016-07-25,82.29185485839844
2016-07-26,82.13789367675781
2016-07-27,81.95507049560547
2016-07-28,82.31108093261719
2016-07-29,82.06092834472656
2016-08-01,81.6567611694336
2016-08-02,80.5597915649414
2016-08-03,76.43171691894531
2016-08-04,78.06754302978516
2016-08-05,79.06831359863281
2016-08-08,78.4332275390625
2016-08-09,78.64492797851562
2016-08-10,78.37549591064453
2016-08-11,78.49098205566406
2016-08-12,78.34661102294922
2016-08-15,78.5487060546875
2016-08-16,78.51016998291016
2016-08-17,78.67378997802734
2016-08-18,78.60643005371094
2016-08-19,78.85661315917969
2016-08-22,79.16452026367188
2016-08-23,79.18378448486328
2016-08-24,79.01058197021484
2016-08-25,79.86695861816406
2016-08-26,80.00169372558594
2016-08-29,79.96319580078125
2016-08-30,79.86695861816406
2016-08-31,79.91509246826172
2016-09-01,80.15563201904297
2016-09-02,80.67527770996094
2016-09-06,80.8869857788086
2016-09-07,80.46357727050781
2016-09-08,79.69375610351562
2016-09-09,78.86621856689453
2016-09-12,79.62640380859375
2016-09-13,78.72191619873047
2016-09-14,78.0771713256836
2016-09-15,78.41394805908203
2016-09-16,77.59605407714844
2016-09-19,77.67304229736328
2016-09-20,77.52867889404297
2016-09-21,77.80774688720703
2016-09-22,77.9905776977539
2016-09-23,78.25038146972656
2016-09-26,78.05793762207031
2016-09-27,78.3177261352539
2016-09-28,78.77962493896484
2016-09-29,77.9905776977539
2016-09-30,78.21188354492188
2016-10-03,78.16378021240234
2016-10-04,77.60569763183594
2016-10-05,77.2688980102539
2016-10-06,76.73965454101562
2016-10-07,76.60494232177734
2016-10-10,77.076416015625
2016-10-11,76.40289306640625
2016-10-12,76.51832580566406
2016-10-13,76.36436462402344
2016-10-14,76.37399291992188
2016-10-17,76.47021484375
2016-10-18,77.30738830566406
2016-10-19,77.4132308959961
2016-10-20,77.05719757080078
2016-10-21,78.19266510009766
2016-10-24,79.11640930175781
2016-10-25,78.99131774902344
2016-10-26,78.35623931884766
2016-10-27,78.18303680419922
2016-10-28,78.27925872802734
2016-10-31,78.47171783447266
2016-11-01,77.88473510742188
2016-11-02,79.10678100585938
2016-11-03,79.29924774169922
2016-11-04,78.67378997802734
2016-11-07,79.96319580078125
2016-11-08,79.7611312866211
2016-11-09,80.18452453613281
2016-11-10,79.98243713378906
2016-11-11,79.99205017089844
2016-11-14,79.7033920288086
2016-11-15,79.56867218017578
2016-11-16,79.19341278076172
2016-11-17,79.86695861816406
2016-11-18,80.02095031738281
2016-11-21,80.58865356445312
2016-11-22,80.7907485961914
2016-11-23,80.72337341308594
2016-11-25,80.93506622314453
2016-11-28,80.97357177734375
2016-11-29,80.71375274658203
2016-11-30,79.94392395019531
2016-12-01,79.25113677978516
2016-12-02,79.09717559814453
2016-12-05,79.78038024902344
2016-12-06,79.90546417236328
2016-12-07,80.00169372558594
2016-12-08,80.0497817993164
2016-12-09,79.79960632324219
2016-12-12,79.89583587646484
2016-12-13,80.41544342041016
2016-12-14,78.95284271240234
2016-12-15,78.21188354492188
2016-12-16,78.6930160522461
2016-12-19,79.01058197021484
2016-12-20,79.26078796386719
2016-12-21,79.31848907470703
2016-12-22,78.97206115722656
2016-12-23,79.01058197021484
2016-12-27,79.04905700683594
2016-12-28,78.56793212890625
2016-12-29,78.61602020263672
2016-12-30,78.10604858398438
2017-01-03,78.25038146972656
2017-01-04,78.86621856689453
2017-01-05,78.57756805419922
2017-01-06,79.27037811279297
2017-01-09,78.64492797851562
2017-01-10,79.1549072265625
2017-01-11,79.62640380859375
2017-01-12,79.212646484375
2017-01-13,79.51094055175781
2017-01-17,78.47171783447266
2017-01-18,78.01946258544922
2017-01-19,77.86546325683594
2017-01-20,78.28887939453125
2017-01-23,78.11565399169922
2017-01-24,79.06831359863281
2017-01-25,79.56867218017578
2017-01-26,79.41471862792969
2017-01-27,79.55904388427734
2017-01-30,79.61678314208984
2017-01-31,79.52055358886719
2017-02-01,78.67378997802734
2017-02-02,79.04905700683594
2017-02-03,80.36735534667969
2017-02-06,80.12677001953125
2017-02-07,79.87659454345703
2017-02-08,80.4539566040039
2017-02-09,80.8965835571289
2017-02-10,81.32960510253906
2017-02-13,81.75299072265625
2017-02-14,81.87808227539062
2017-02-15,80.60789489746094
2017-02-16,81.08904266357422
2017-02-17,81.69525146484375
2017-02-21,81.9743423461914
2017-02-22,79.12605285644531
2017-02-23,79.7130126953125
2017-02-24,80.7811050415039
2017-02-27,80.62714385986328
2017-02-28,79.78999328613281
2017-03-01,81.13715362548828
2017-03-02,80.51168060302734
2017-03-03,80.7811050415039
2017-03-06,79.74186706542969
2017-03-07,78.7507553100586
2017-03-08,77.66341400146484
2017-03-09,77.02832794189453
2017-03-10,76.92249298095703
2017-03-13,76.74927520751953
2017-03-14,76.35475158691406
2017-03-15,77.04757690429688
2017-03-16,77.31700897216797
2017-03-17,78.12531280517578
2017-03-20,77.89435577392578
2017-03-21,76.6241683959961
2017-03-22,77.00908660888672
2017-03-23,76.94174194335938
2017-03-24,76.70115661621094
2017-03-27,76.67230224609375
2017-03-28,77.0379409790039
2017-03-29,77.4132308959961
2017-03-30,77.74040222167969
2017-03-31,78.0771713256836
2017-04-03,76.82624816894531
2017-04-04,76.93209838867188
2017-04-05,76.45098114013672
2017-04-06,76.49911499023438
2017-04-07,76.2970199584961
2017-04-10,76.47021484375
2017-04-11,76.6241683959961
2017-04-12,76.2489013671875
2017-04-13,76.12379455566406
2017-04-17,77.04757690429688
2017-04-18,77.58642578125
2017-04-19,77.7211685180664
2017-04-20,78.29850769042969
2017-04-21,78.56793212890625
2017-04-24,79.53982543945312
2017-04-25,79.83808898925781
2017-04-26,80.04017639160156
2017-04-27,80.01131439208984
2017-04-28,79.68415069580078
2017-05-01,79.64566040039062
2017-05-02,79.07792663574219
2017-05-03,73.85289764404297
2017-05-04,75.06534576416016
2017-05-05,76.74927520751953
2017-05-08,76.306640625
2017-05-09,76.26815795898438
2017-05-10,75.72929382324219
2017-05-11,75.32513427734375
2017-05-12,75.15193939208984
2017-05-15,75.98910522460938
2017-05-16,75.84475708007812
2017-05-17,75.53681182861328
2017-05-18,75.55606079101562
2017-05-19,76.41248321533203
2017-05-22,76.89360046386719
2017-05-23,76.51832580566406
2017-05-24,77.37474060058594
2017-05-25,78.11565399169922
2017-05-26,77.50946044921875
2017-05-30,77.9905776977539
2017-05-31,77.8366470336914
2017-06-01,78.10604858398438
2017-06-02,78.77001190185547
2017-06-05,78.39472961425781
2017-06-06,77.62492370605469
2017-06-07,77.69226837158203
2017-06-08,77.34585571289062
2017-06-09,77.04757690429688
2017-06-12,78.4236068725586
2017-06-13,79.30886840820312
2017-06-14,79.83808898925781
2017-06-15,80.1075210571289
2017-06-16,80.00169372558594
2017-06-19,80.6175308227539
2017-06-20,80.74262237548828
2017-06-21,80.8869857788086
2017-06-22,79.89583587646484
2017-06-23,79.25113677978516
2017-06-26,80.04017639160156
2017-06-27,79.69375610351562
2017-06-28,80.7907485961914
2017-06-29,80.21339416503906
2017-06-30,81.18527221679688
2017-07-03,80.9928207397461
2017-07-05,81.10828399658203
2017-07-06,80.32884216308594
2017-07-07,80.49244689941406
2017-07-10,80.29999542236328
2017-07-11,80.32884216308594
2017-07-12,81.35847473144531
2017-07-13,81.21412658691406
2017-07-14,82.21487426757812
2017-07-17,82.02241516113281
2017-07-18,82.62864685058594
2017-07-19,82.74411010742188
2017-07-20,83.0135498046875
2017-07-21,83.2444839477539
2017-07-24,83.82183074951172
2017-07-25,83.60050964355469
2017-07-26,83.77373504638672
2017-07-27,83.86033630371094
2017-07-28,84.0239028930664
2017-07-31,83.96620178222656
2017-08-01,83.87959289550781
2017-08-02,80.67527770996094
2017-08-03,79.2030029296875
2017-08-04,79.75150299072266
2017-08-07,79.40509796142578
2017-08-08,78.79885864257812
2017-08-09,78.45246887207031
2017-08-10,77.53832244873047
2017-08-11,77.57679748535156
2017-08-14,78.36585998535156
2017-08-15,78.3273696899414
2017-08-16,78.56793212890625
2017-08-17,77.84624481201172
2017-08-18,77.60569763183594
2017-08-21,78.00981140136719
2017-08-22,78.95284271240234
2017-08-23,78.14454650878906
2017-08-24,77.23040771484375
2017-08-25,76.66265869140625
2017-08-28,76.23926544189453
2017-08-29,76.51832580566406
2017-08-30,77.13419342041016
2017-08-31,77.9905776977539
2017-09-01,77.92322540283203
2017-09-05,77.57679748535156
2017-09-06,78.00019073486328
2017-09-07,78.90471649169922
2017-09-08,79.36663055419922
2017-09-11,78.93359375
2017-09-12,79.77075958251953
2017-09-13,78.37549591064453
2017-09-14,77.64418029785156
2017-09-15,77.97132873535156
