,GS
2014-06-20,138.525634765625
2014-06-23,138.85191345214844
2014-06-24,137.2124786376953
2014-06-25,137.33486938476562
2014-06-26,137.0330810546875
2014-06-27,136.02981567382812
2014-06-30,136.5681610107422
2014-07-01,136.05429077148438
2014-07-02,136.11956787109375
2014-07-03,138.21575927734375
2014-07-07,136.84547424316406
2014-07-08,134.5045928955078
2014-07-09,134.3088836669922
2014-07-10,133.28939819335938
2014-07-11,134.41488647460938
2014-07-14,136.2092742919922
2014-07-15,137.97921752929688
2014-07-16,139.0394744873047
2014-07-17,138.7703857421875
2014-07-18,139.85513305664062
2014-07-21,140.0590057373047
2014-07-22,142.75054931640625
2014-07-23,144.21868896484375
2014-07-24,143.761962890625
2014-07-25,143.06051635742188
2014-07-28,143.50906372070312
2014-07-29,143.17469787597656
2014-07-30,143.35411071777344
2014-07-31,140.99696350097656
2014-08-01,138.8600311279297
2014-08-04,140.03453063964844
2014-08-05,138.18309020996094
2014-08-06,138.444091796875
2014-08-07,137.9220733642578
2014-08-08,140.4994354248047
2014-08-11,140.6625518798828
2014-08-12,140.5565643310547
2014-08-13,140.5891571044922
2014-08-14,140.88282775878906
2014-08-15,140.2058563232422
2014-08-18,142.3672637939453
2014-08-19,141.88601684570312
2014-08-20,141.94313049316406
2014-08-21,142.85655212402344
2014-08-22,143.11764526367188
2014-08-25,145.0751190185547
2014-08-26,145.09959411621094
2014-08-27,145.4759063720703
2014-08-28,145.34500122070312
2014-08-29,146.53956604003906
2014-09-02,147.07952880859375
2014-09-03,146.9404296875
2014-09-04,147.33316040039062
2014-09-05,147.06312561035156
2014-09-08,147.35768127441406
2014-09-09,145.14048767089844
2014-09-10,147.16134643554688
2014-09-11,148.08584594726562
2014-09-12,149.8612518310547
2014-09-15,150.52389526367188
2014-09-16,150.57301330566406
2014-09-17,151.2112579345703
2014-09-18,153.72291564941406
2014-09-19,152.34024047851562
2014-09-22,151.5956573486328
2014-09-23,151.43203735351562
2014-09-24,153.65745544433594
2014-09-25,150.61390686035156
2014-09-26,151.45663452148438
2014-09-29,150.4012451171875
2014-09-30,150.18850708007812
2014-10-01,147.84043884277344
2014-10-02,149.6239776611328
2014-10-03,153.87020874023438
2014-10-06,153.38748168945312
2014-10-07,150.37667846679688
2014-10-08,152.70025634765625
2014-10-09,148.30674743652344
2014-10-10,147.57855224609375
2014-10-13,146.26136779785156
2014-10-14,146.2040252685547
2014-10-15,145.0095977783203
2014-10-16,141.19700622558594
2014-10-17,144.73959350585938
2014-10-20,145.50048828125
2014-10-21,147.41497802734375
2014-10-22,144.67413330078125
2014-10-23,147.31674194335938
2014-10-24,150.0084991455078
2014-10-27,150.46664428710938
2014-10-28,152.4384307861328
2014-10-29,152.24208068847656
2014-10-30,152.97021484375
2014-10-31,155.44105529785156
2014-11-03,156.12831115722656
2014-11-04,155.67010498046875
2014-11-05,155.3182830810547
2014-11-06,156.2673797607422
2014-11-07,156.03012084960938
2014-11-10,156.9219512939453
2014-11-11,156.9873504638672
2014-11-12,155.59649658203125
2014-11-13,155.6455841064453
2014-11-14,155.43284606933594
2014-11-17,155.39195251464844
2014-11-18,155.15467834472656
2014-11-19,154.7865447998047
2014-11-20,155.24465942382812
2014-11-21,155.11376953125
2014-11-24,155.50648498535156
2014-11-25,154.51654052734375
2014-11-26,154.23838806152344
2014-11-28,154.64056396484375
2014-12-01,154.4681854248047
2014-12-02,156.1015167236328
2014-12-03,156.72531127929688
2014-12-04,157.5460662841797
2014-12-05,160.41876220703125
2014-12-08,161.3790283203125
2014-12-09,161.6006317138672
2014-12-10,157.58714294433594
2014-12-11,158.85105895996094
2014-12-12,154.97706604003906
2014-12-15,152.28492736816406
2014-12-16,150.45460510253906
2014-12-17,151.86631774902344
2014-12-18,157.26702880859375
2014-12-19,158.6376495361328
2014-12-22,159.5897979736328
2014-12-23,160.459716796875
2014-12-24,160.77984619140625
2014-12-26,160.41876220703125
2014-12-29,161.0260772705078
2014-12-30,160.63209533691406
2014-12-31,159.08909606933594
2015-01-02,159.56515502929688
2015-01-05,154.5830841064453
2015-01-06,151.45596313476562
2015-01-07,153.71307373046875
2015-01-08,156.16714477539062
2015-01-09,153.77053833007812
2015-01-12,151.8992462158203
2015-01-13,151.78427124023438
2015-01-14,147.92665100097656
2015-01-15,146.4984893798828
2015-01-16,145.4644012451172
2015-01-20,144.15115356445312
2015-01-21,145.3987274169922
2015-01-22,149.41224670410156
2015-01-23,148.1400604248047
2015-01-26,148.0825653076172
2015-01-27,144.8570098876953
2015-01-28,142.03355407714844
2015-01-29,144.44662475585938
2015-01-30,141.50823974609375
2015-02-02,144.03627014160156
2015-02-03,147.9348907470703
2015-02-04,146.73654174804688
2015-02-05,148.36988830566406
2015-02-06,150.5531463623047
2015-02-09,149.55999755859375
2015-02-10,151.4805450439453
2015-02-11,154.0167694091797
2015-02-12,155.7649688720703
2015-02-13,155.12481689453125
2015-02-17,155.96192932128906
2015-02-18,154.85394287109375
2015-02-19,155.215087890625
2015-02-20,157.18490600585938
2015-02-23,156.2000274658203
2015-02-24,157.76763916015625
2015-02-25,157.35731506347656
2015-02-26,158.24649047851562
2015-02-27,156.26223754882812
2015-03-02,157.90896606445312
2015-03-03,157.48080444335938
2015-03-04,156.16343688964844
2015-03-05,156.50099182128906
2015-03-06,153.8910369873047
2015-03-09,154.7307891845703
2015-03-10,150.4329833984375
2015-03-11,151.64328002929688
2015-03-12,156.3939666748047
2015-03-13,155.89170837402344
2015-03-16,157.99949645996094
2015-03-17,156.90440368652344
2015-03-18,158.34527587890625
2015-03-19,156.41043090820312
2015-03-20,159.01220703125
2015-03-23,158.0489044189453
2015-03-24,157.489013671875
2015-03-25,154.25328063964844
2015-03-26,154.16270446777344
2015-03-27,154.83782958984375
2015-03-30,157.27499389648438
2015-03-31,154.76373291015625
2015-04-01,158.2711639404297
2015-04-02,157.71128845214844
2015-04-06,158.12295532226562
2015-04-07,158.40292358398438
2015-04-08,158.54287719726562
2015-04-09,160.46128845214844
2015-04-10,161.0788116455078
2015-04-13,161.02938842773438
2015-04-14,162.7913818359375
2015-04-15,165.57420349121094
2015-04-16,164.84146118164062
2015-04-17,162.48670959472656
2015-04-20,163.10418701171875
2015-04-21,162.06678771972656
2015-04-22,163.2853240966797
2015-04-23,164.10044860839844
2015-04-24,163.01358032226562
2015-04-27,161.80331420898438
2015-04-28,162.60194396972656
2015-04-29,163.48291015625
2015-04-30,161.72100830078125
2015-05-01,162.63487243652344
2015-05-04,164.0922393798828
2015-05-05,162.437255859375
2015-05-06,161.5810089111328
2015-05-07,162.51962280273438
2015-05-08,165.08026123046875
2015-05-11,166.09292602539062
2015-05-12,165.10491943359375
2015-05-13,165.84596252441406
2015-05-14,166.82571411132812
2015-05-15,167.11387634277344
2015-05-18,168.50534057617188
2015-05-19,169.11460876464844
2015-05-20,168.85110473632812
2015-05-21,168.74412536621094
2015-05-22,171.0906524658203
2015-05-26,169.9215087890625
2015-05-27,172.12803649902344
2015-05-28,172.18585205078125
2015-05-29,170.2945098876953
2015-06-01,171.63246154785156
2015-06-02,170.49269104003906
2015-06-03,172.0288848876953
2015-06-04,172.5079345703125
2015-06-05,173.8129119873047
2015-06-08,173.26783752441406
2015-06-09,172.63185119628906
2015-06-10,176.02638244628906
2015-06-11,176.6953582763672
2015-06-12,175.968505859375
2015-06-15,174.8948516845703
2015-06-16,176.38148498535156
2015-06-17,175.86114501953125
2015-06-18,177.2404022216797
2015-06-19,176.0758819580078
2015-06-22,178.8179473876953
2015-06-23,180.37887573242188
2015-06-24,177.1000213623047
2015-06-25,175.7703094482422
2015-06-26,176.0593719482422
2015-06-29,171.50033569335938
2015-06-30,172.44187927246094
2015-07-01,173.39166259765625
2015-07-02,172.78054809570312
2015-07-06,171.8224334716797
2015-07-07,171.96286010742188
2015-07-08,168.5353546142578
2015-07-09,169.15472412109375
2015-07-10,171.1204376220703
2015-07-13,173.5403289794922
2015-07-14,175.22520446777344
2015-07-15,175.88592529296875
2015-07-16,174.41586303710938
2015-07-17,175.47296142578125
2015-07-20,175.41513061523438
2015-07-21,174.68008422851562
2015-07-22,176.12542724609375
2015-07-23,174.30845642089844
2015-07-24,171.25254821777344
2015-07-27,169.32818603515625
2015-07-28,170.33584594726562
2015-07-29,170.8313446044922
2015-07-30,171.1287078857422
2015-07-31,169.3695068359375
2015-08-03,169.05564880371094
2015-08-04,169.4520263671875
2015-08-05,169.8898162841797
2015-08-06,169.38601684570312
2015-08-07,168.02333068847656
2015-08-10,170.11280822753906
2015-08-11,166.586181640625
2015-08-12,166.11541748046875
2015-08-13,165.7932586669922
2015-08-14,166.85047912597656
2015-08-17,167.30471801757812
2015-08-18,166.1566619873047
2015-08-19,165.96670532226562
2015-08-20,162.4978485107422
2015-08-21,155.0564727783203
2015-08-24,148.2178955078125
2015-08-25,147.1938018798828
2015-08-26,152.2979278564453
2015-08-27,156.2705535888672
2015-08-28,155.59922790527344
2015-08-31,156.30368041992188
2015-09-01,150.93331909179688
2015-09-02,152.9140625
2015-09-03,153.36988830566406
2015-09-04,149.49131774902344
2015-09-08,154.04945373535156
2015-09-09,153.88369750976562
2015-09-10,154.0743408203125
2015-09-11,153.54393005371094
2015-09-14,152.44171142578125
2015-09-15,155.3506317138672
2015-09-16,156.33685302734375
2015-09-17,154.52188110351562
2015-09-18,149.9554443359375
2015-09-21,151.95272827148438
2015-09-22,148.94432067871094
2015-09-23,148.68743896484375
2015-09-24,146.61553955078125
2015-09-25,149.0354766845703
2015-09-28,143.39166259765625
2015-09-29,142.43031311035156
2015-09-30,144.0049285888672
2015-10-01,145.87794494628906
2015-10-02,146.69839477539062
2015-10-05,149.75650024414062
2015-10-06,149.4416046142578
2015-10-07,151.0244903564453
2015-10-08,150.06317138671875
2015-10-09,148.505126953125
2015-10-12,149.36695861816406
2015-10-13,149.9802703857422
2015-10-14,148.77029418945312
2015-10-15,153.28701782226562
2015-10-16,153.46934509277344
2015-10-19,153.9335174560547
2015-10-20,153.7428741455078
2015-10-21,148.92771911621094
2015-10-22,152.1267852783203
2015-10-23,153.7345733642578
2015-10-26,154.98594665527344
2015-10-27,154.40582275390625
2015-10-28,158.55792236328125
2015-10-29,157.372802734375
2015-10-30,155.39210510253906
2015-11-02,157.19876098632812
2015-11-03,158.03579711914062
2015-11-04,158.8314208984375
2015-11-05,159.13803100585938
2015-11-06,165.06362915039062
2015-11-09,163.06639099121094
2015-11-10,163.9365997314453
2015-11-11,163.58848571777344
2015-11-12,159.75965881347656
2015-11-13,157.78717041015625
2015-11-16,159.25413513183594
2015-11-17,157.93637084960938
2015-11-18,160.49722290039062
